period,disco,band,customer_class,energy_rate_ngn_per_kwh,fixed_charge_ngn_per_month,energy_rate_usd_per_kwh,provenance,sources
2023-01-01,AEDC,A,residential,130.5,818.05,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,A,residential,139.46,668.88,0.1073,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,A,commercial,153.41,835.36,0.118,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,A,industrial,160.38,1034.81,0.1234,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,B,residential,111.57,559.84,0.0858,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,B,commercial,122.73,696.65,0.0944,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,B,industrial,128.3,743.21,0.0987,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,C,residential,89.25,435.7,0.0687,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,C,commercial,98.18,581.55,0.0755,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,C,industrial,102.64,460.18,0.079,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,D,residential,72.52,356.28,0.0558,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,D,commercial,79.77,510.95,0.0614,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,D,industrial,83.4,535.81,0.0642,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,E,residential,55.78,313.88,0.0429,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,E,commercial,61.36,307.9,0.0472,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,E,industrial,64.15,354.11,0.0493,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,Premium,residential,223.14,971.86,0.1716,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,Premium,commercial,245.45,1261.7,0.1888,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,EKEDC,Premium,industrial,256.61,1287.43,0.1974,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,A,residential,128.55,706.4,0.0989,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,A,commercial,141.41,918.73,0.1088,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,A,industrial,147.84,841.91,0.1137,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,B,residential,102.84,635.5,0.0791,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,B,commercial,113.13,716.76,0.087,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,B,industrial,118.27,641.23,0.091,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,C,residential,82.27,466.84,0.0633,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,C,commercial,90.5,593.01,0.0696,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,C,industrial,94.62,599.63,0.0728,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,D,residential,66.85,400.66,0.0514,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,D,commercial,73.53,502.98,0.0566,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,D,industrial,76.88,485.1,0.0591,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,E,residential,51.42,262.12,0.0396,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,E,commercial,56.56,303.92,0.0435,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,E,industrial,59.13,385.35,0.0455,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,Premium,residential,205.69,1350.83,0.1582,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,Premium,commercial,226.25,1302.63,0.174,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IBEDC,Premium,industrial,236.54,1281.89,0.182,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,A,residential,139.4,775.1,0.1072,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,A,commercial,153.34,978.63,0.118,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,A,industrial,160.31,919.12,0.1233,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,B,residential,111.52,543.11,0.0858,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,B,commercial,122.67,705.93,0.0944,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,B,industrial,128.25,665.01,0.0987,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,C,residential,89.22,429.51,0.0686,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,C,commercial,98.14,475.74,0.0755,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,C,industrial,102.6,578.78,0.0789,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,D,residential,72.49,319.57,0.0558,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,D,commercial,79.74,452.94,0.0613,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,D,industrial,83.36,449.62,0.0641,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,E,residential,55.76,337.79,0.0429,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,E,commercial,61.34,335.48,0.0472,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,E,industrial,64.12,333.75,0.0493,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,Premium,residential,223.04,1173.3,0.1716,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,Premium,commercial,245.35,1180.06,0.1887,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,IKEDC,Premium,industrial,256.5,1239.87,0.1973,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,A,residential,140.09,875.8,0.1078,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,A,commercial,154.1,859.61,0.1185,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,A,industrial,161.11,879.51,0.1239,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,B,residential,112.08,685.57,0.0862,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,B,commercial,123.28,586.8,0.0948,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,B,industrial,128.89,579.05,0.0991,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,C,residential,89.66,556.71,0.069,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,C,commercial,98.63,588.64,0.0759,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,C,industrial,103.11,498.83,0.0793,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,D,residential,72.85,411.88,0.056,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,D,commercial,80.13,507.93,0.0616,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,D,industrial,83.78,499.45,0.0644,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,E,residential,56.04,299.26,0.0431,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,E,commercial,61.64,367.24,0.0474,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,E,industrial,64.44,385.37,0.0496,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,Premium,residential,224.15,1276.66,0.1724,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,Premium,commercial,246.57,1569.2,0.1897,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,JED,Premium,industrial,257.77,1263.84,0.1983,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,A,residential,122.07,832.96,0.0939,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,A,commercial,134.28,812.63,0.1033,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,A,industrial,140.39,714.45,0.108,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,B,residential,97.66,717.58,0.0751,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,B,commercial,107.43,570.49,0.0826,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,B,industrial,112.31,590.48,0.0864,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,C,residential,78.13,410.65,0.0601,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,C,commercial,85.94,481.73,0.0661,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,C,industrial,89.85,595.42,0.0691,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,D,residential,63.48,430.21,0.0488,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,D,commercial,69.83,386.44,0.0537,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,D,industrial,73.0,450.25,0.0562,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,E,residential,48.83,334.28,0.0376,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,E,commercial,53.71,265.99,0.0413,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,E,industrial,56.15,352.65,0.0432,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,Premium,residential,195.32,1324.35,0.1502,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,Premium,commercial,214.85,1569.06,0.1653,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KAEDCO,Premium,industrial,224.62,1181.57,0.1728,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,A,residential,124.22,759.6,0.0956,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,A,commercial,136.64,704.71,0.1051,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,A,industrial,142.85,778.35,0.1099,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,B,residential,99.37,675.7,0.0764,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,B,commercial,109.31,713.2,0.0841,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,B,industrial,114.28,648.42,0.0879,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,C,residential,79.5,426.2,0.0612,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,C,commercial,87.45,532.02,0.0673,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,C,industrial,91.42,533.51,0.0703,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,D,residential,64.59,438.17,0.0497,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,D,commercial,71.05,473.47,0.0547,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,D,industrial,74.28,408.72,0.0571,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,E,residential,49.69,293.57,0.0382,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,E,commercial,54.65,342.54,0.042,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,E,industrial,57.14,314.99,0.044,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,Premium,residential,198.74,1171.98,0.1529,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,Premium,commercial,218.62,1434.04,0.1682,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,KEDCO,Premium,industrial,228.56,1435.45,0.1758,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,A,residential,117.53,739.67,0.0904,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,A,commercial,129.28,801.37,0.0994,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,A,industrial,135.16,916.24,0.104,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,B,residential,94.02,589.8,0.0723,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,B,commercial,103.42,532.0,0.0796,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,B,industrial,108.12,724.29,0.0832,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,C,residential,75.22,475.23,0.0579,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,C,commercial,82.74,510.43,0.0636,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,C,industrial,86.5,543.68,0.0665,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,D,residential,61.11,438.86,0.047,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,D,commercial,67.23,376.26,0.0517,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,D,industrial,70.28,508.62,0.0541,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,E,residential,47.01,350.79,0.0362,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,E,commercial,51.71,314.16,0.0398,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,E,industrial,54.06,332.94,0.0416,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,Premium,residential,188.04,1217.4,0.1446,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,Premium,commercial,206.85,1494.4,0.1591,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,PHED,Premium,industrial,216.25,1471.57,0.1663,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,A,residential,140.25,609.58,0.1079,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,A,commercial,154.28,767.72,0.1187,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,A,industrial,161.29,789.36,0.1241,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,B,residential,112.2,489.17,0.0863,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,B,commercial,123.42,605.28,0.0949,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,B,industrial,129.03,579.56,0.0993,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,C,residential,89.76,536.11,0.069,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,C,commercial,98.74,531.45,0.076,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,C,industrial,103.22,550.38,0.0794,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,D,residential,72.93,362.54,0.0561,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,D,commercial,80.22,457.73,0.0617,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,D,industrial,83.87,395.78,0.0645,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,E,residential,56.1,293.03,0.0432,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,E,commercial,61.71,289.04,0.0475,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,E,industrial,64.52,383.23,0.0496,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,Premium,residential,224.4,1041.86,0.1726,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,Premium,commercial,246.84,1099.59,0.1899,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-04-01,YEDC,Premium,industrial,258.06,1217.55,0.1985,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,A,residential,134.38,718.42,0.1034,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,A,commercial,147.82,954.67,0.1137,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,A,industrial,154.54,774.2,0.1189,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,B,residential,107.5,609.79,0.0827,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,B,commercial,118.25,789.4,0.091,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,B,industrial,123.63,810.3,0.0951,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,C,residential,86.0,564.16,0.0662,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,C,commercial,94.6,597.65,0.0728,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,C,industrial,98.9,484.06,0.0761,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,D,residential,69.88,426.06,0.0538,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,D,commercial,76.87,506.04,0.0591,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,D,industrial,80.36,385.77,0.0618,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,E,residential,53.75,350.21,0.0413,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,E,commercial,59.13,343.54,0.0455,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,E,industrial,61.81,290.09,0.0475,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,Premium,residential,215.01,1398.86,0.1654,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,Premium,commercial,236.51,1156.04,0.1819,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,AEDC,Premium,industrial,247.26,1412.74,0.1902,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,A,residential,148.29,690.49,0.1141,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,A,commercial,163.12,768.65,0.1255,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,A,industrial,170.53,916.36,0.1312,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,B,residential,118.63,612.25,0.0913,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,B,commercial,130.49,644.31,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,B,industrial,136.42,791.67,0.1049,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,C,residential,94.9,475.27,0.073,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,C,commercial,104.39,622.83,0.0803,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,C,industrial,109.14,475.44,0.084,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,D,residential,77.11,465.0,0.0593,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,D,commercial,84.82,383.04,0.0652,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,D,industrial,88.68,472.76,0.0682,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,E,residential,59.32,271.24,0.0456,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,E,commercial,65.25,293.63,0.0502,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,E,industrial,68.21,412.87,0.0525,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,Premium,residential,237.26,1360.81,0.1825,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,Premium,commercial,260.99,1228.55,0.2008,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,BEDC,Premium,industrial,272.85,1629.8,0.2099,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,A,residential,133.08,600.44,0.1024,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,A,commercial,146.39,945.44,0.1126,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,A,industrial,153.05,762.68,0.1177,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,B,residential,106.47,628.48,0.0819,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,B,commercial,117.11,577.37,0.0901,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,B,industrial,122.44,672.14,0.0942,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,C,residential,85.17,444.04,0.0655,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,C,commercial,93.69,520.7,0.0721,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,C,industrial,97.95,661.11,0.0753,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,D,residential,69.2,426.19,0.0532,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,D,commercial,76.12,481.41,0.0586,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,D,industrial,79.58,427.1,0.0612,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,E,residential,53.23,354.42,0.0409,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,E,commercial,58.56,345.94,0.045,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,E,industrial,61.22,284.27,0.0471,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,Premium,residential,212.93,1371.53,0.1638,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,Premium,commercial,234.23,1359.81,0.1802,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EEDC,Premium,industrial,244.87,1474.61,0.1884,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,A,residential,141.87,786.68,0.1091,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,A,commercial,156.06,739.95,0.12,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,A,industrial,163.15,760.55,0.1255,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,B,residential,113.5,616.51,0.0873,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,B,commercial,124.85,603.71,0.096,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,B,industrial,130.52,782.47,0.1004,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,C,residential,90.8,448.85,0.0698,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,C,commercial,99.88,472.92,0.0768,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,C,industrial,104.42,517.11,0.0803,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,D,residential,73.77,362.26,0.0567,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,D,commercial,81.15,387.39,0.0624,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,D,industrial,84.84,375.99,0.0653,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,E,residential,56.75,284.11,0.0437,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,E,commercial,62.42,348.62,0.048,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,E,industrial,65.26,352.07,0.0502,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,Premium,residential,227.0,1378.74,0.1746,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,Premium,commercial,249.7,1502.23,0.1921,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,EKEDC,Premium,industrial,261.05,1195.73,0.2008,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,A,residential,146.14,849.98,0.1124,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,A,commercial,160.75,789.2,0.1237,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,A,industrial,168.06,923.97,0.1293,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,B,residential,116.91,533.29,0.0899,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,B,commercial,128.6,597.2,0.0989,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,B,industrial,134.45,671.44,0.1034,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,C,residential,93.53,408.98,0.0719,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,C,commercial,102.88,452.95,0.0791,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,C,industrial,107.56,465.51,0.0827,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,D,residential,75.99,374.79,0.0585,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,D,commercial,83.59,421.52,0.0643,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,D,industrial,87.39,377.77,0.0672,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,E,residential,58.46,305.28,0.045,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,E,commercial,64.3,293.39,0.0495,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,E,industrial,67.22,366.31,0.0517,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,Premium,residential,233.82,1407.64,0.1799,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,Premium,commercial,257.2,1414.17,0.1978,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IBEDC,Premium,industrial,268.9,1186.82,0.2068,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,A,residential,149.54,652.4,0.115,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,A,commercial,164.49,910.14,0.1265,synthetic_fabricated_from_policy_context,NERC publications; media reports
2023-05-01,IKEDC,A,industrial,171.97,873.2,0.1323,synthetic_fabricated_from_policy_context,NERC publications; media reports
