period,state,petrol_price,diesel_price,unit,provenance,sources
2023-01-01,Abia,170.35,660.44,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Ekiti,512.51,777.54,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Enugu,517.48,714.71,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Gombe,530.74,762.73,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Imo,491.85,681.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Jigawa,524.18,775.21,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Kaduna,566.96,730.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Kano,530.4,807.36,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Katsina,533.05,715.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Kebbi,552.3,764.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Kogi,588.77,764.13,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Kwara,530.59,788.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Lagos,586.39,855.38,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Nasarawa,554.78,839.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Niger,561.95,910.36,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Ogun,587.24,868.72,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Ondo,556.3,819.04,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Osun,584.35,792.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Oyo,551.22,737.98,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Plateau,548.42,740.03,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Rivers,578.27,894.36,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Sokoto,503.24,800.82,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Taraba,560.06,759.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Yobe,579.14,781.64,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Zamfara,516.27,706.11,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,FCT Abuja,563.71,822.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Abia,512.67,713.13,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Adamawa,626.89,976.11,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Akwa Ibom,564.94,822.11,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Anambra,589.61,889.64,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Bauchi,519.06,680.2,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Bayelsa,510.1,813.85,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Benue,651.85,885.9,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Borno,552.74,823.47,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Cross River,577.3,871.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Delta,594.85,855.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Ebonyi,538.31,841.97,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Edo,596.1,932.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Ekiti,616.85,825.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Enugu,610.29,803.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Gombe,559.85,802.33,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Imo,593.61,857.54,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Jigawa,554.96,737.9,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Kaduna,626.61,935.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Kano,515.7,787.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Katsina,528.19,779.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Kebbi,552.88,772.72,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Kogi,529.85,768.04,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Kwara,545.31,837.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Lagos,522.17,695.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Nasarawa,554.95,828.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Niger,565.12,896.39,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Ogun,630.83,813.57,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Ondo,556.4,812.15,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Osun,622.35,788.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Oyo,542.32,740.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Plateau,581.55,897.88,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Rivers,582.1,820.4,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Sokoto,554.54,721.67,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Taraba,556.15,886.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Yobe,509.44,835.33,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,Zamfara,565.93,780.54,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-08-01,FCT Abuja,571.52,899.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Abia,555.24,869.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Adamawa,652.69,895.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Akwa Ibom,598.15,923.32,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Anambra,621.38,946.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Bauchi,620.37,964.27,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Bayelsa,605.28,823.31,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Benue,621.73,898.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Borno,537.91,703.01,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Cross River,635.9,919.12,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Delta,659.15,922.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Ebonyi,606.64,956.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Edo,558.13,784.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Ekiti,591.9,828.67,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Enugu,599.15,860.68,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Gombe,618.05,880.98,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Imo,531.56,736.8,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Jigawa,644.91,932.81,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Kaduna,612.32,847.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Kano,598.59,742.27,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Katsina,555.1,881.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Kebbi,553.41,850.03,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Kogi,575.51,813.68,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Kwara,551.16,848.72,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Lagos,558.6,855.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Nasarawa,605.91,881.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Niger,587.08,912.4,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Ogun,660.81,1002.56,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Ondo,543.4,815.34,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Osun,607.21,885.94,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Oyo,653.66,926.96,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Plateau,577.11,878.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Rivers,591.17,944.84,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Sokoto,565.47,814.01,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Taraba,541.64,754.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Yobe,601.87,873.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,Zamfara,647.08,973.88,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-09-01,FCT Abuja,578.08,798.25,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Abia,529.58,790.43,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Adamawa,604.53,906.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Akwa Ibom,548.71,867.71,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Anambra,575.65,756.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Bauchi,637.72,963.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Bayelsa,592.16,829.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Benue,625.14,952.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Borno,632.57,922.15,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Cross River,581.48,810.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Delta,687.38,971.56,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Ebonyi,585.02,860.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Edo,525.18,797.2,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Ekiti,551.54,807.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Enugu,586.44,915.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Gombe,615.48,957.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Imo,570.45,850.8,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Jigawa,681.27,875.58,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Kaduna,535.01,811.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Kano,592.85,856.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Katsina,598.68,960.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Kebbi,580.43,793.01,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Kogi,566.64,831.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Kwara,588.47,868.56,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Lagos,547.87,814.89,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Nasarawa,528.97,733.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Niger,606.91,994.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Ogun,556.15,809.85,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Ondo,594.39,827.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Osun,556.48,838.04,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Oyo,546.9,759.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Plateau,651.96,983.87,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Rivers,590.64,820.45,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Sokoto,572.97,893.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Taraba,539.59,780.34,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Yobe,591.85,785.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,Zamfara,613.97,953.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-10-01,FCT Abuja,631.17,935.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Abia,638.36,929.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Adamawa,629.26,897.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Akwa Ibom,636.09,815.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Anambra,554.21,904.21,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Bauchi,606.61,934.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Bayelsa,640.22,917.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Benue,695.98,968.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Borno,646.31,983.19,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Cross River,540.04,860.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Delta,582.37,877.86,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Ebonyi,625.72,823.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Edo,539.87,896.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Ekiti,587.23,761.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Enugu,668.74,932.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Gombe,675.27,906.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Imo,654.62,917.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Jigawa,570.43,744.42,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Kaduna,594.42,949.89,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Kano,631.84,839.05,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Katsina,665.64,1021.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Kebbi,574.17,780.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Kogi,635.86,1009.85,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Kwara,577.63,773.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Lagos,622.94,899.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Nasarawa,547.27,825.77,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Niger,551.01,825.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Ogun,623.05,838.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Ondo,660.7,973.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Osun,583.87,950.58,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Oyo,663.42,914.22,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Plateau,668.39,931.83,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Rivers,674.01,1051.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Sokoto,608.59,926.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Taraba,687.66,1013.77,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Yobe,573.41,834.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,Zamfara,664.71,897.13,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-11-01,FCT Abuja,646.97,874.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Abia,606.76,874.74,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Adamawa,677.52,887.39,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Akwa Ibom,681.81,1022.56,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Anambra,576.48,775.56,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Bauchi,642.99,930.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Bayelsa,651.33,949.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Benue,598.42,857.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Borno,634.64,924.78,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Cross River,576.86,834.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Delta,665.31,913.01,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Ebonyi,613.06,925.8,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Edo,574.22,771.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Ekiti,637.66,1041.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Enugu,657.06,919.5,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Gombe,603.71,903.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Imo,596.88,779.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Jigawa,631.21,984.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Kaduna,610.18,811.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Kano,593.14,937.74,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Katsina,620.56,857.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Kebbi,537.62,856.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Kogi,572.97,788.46,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Kwara,647.1,937.41,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Lagos,643.15,914.39,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Nasarawa,583.57,765.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Niger,698.03,898.67,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Ogun,584.22,857.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Ondo,650.42,877.09,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Osun,637.64,921.88,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Oyo,596.83,857.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Plateau,585.8,828.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Rivers,598.3,823.31,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Sokoto,609.18,864.15,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Taraba,679.48,970.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Yobe,612.94,913.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,Zamfara,546.56,739.22,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-12-01,FCT Abuja,622.47,809.03,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Abia,607.09,871.9,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Adamawa,723.43,1038.43,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Akwa Ibom,651.59,981.27,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Anambra,634.45,915.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Bauchi,610.88,857.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Bayelsa,585.03,798.78,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Benue,702.84,927.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Borno,704.96,910.94,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Cross River,559.71,926.36,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Delta,637.92,990.9,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Ebonyi,650.92,988.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Edo,618.24,844.59,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Ekiti,600.55,829.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Enugu,717.37,1070.82,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Gombe,679.86,929.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Imo,621.08,883.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Jigawa,594.36,931.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Kaduna,626.93,863.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Kano,631.52,998.11,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Katsina,683.46,897.42,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Kebbi,649.33,912.11,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Kogi,654.15,977.55,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Kwara,609.61,913.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2024-01-01,Lagos,571.53,849.89,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
