date,disco,allocated_mw,transmitted_mw,load_shedding_mw
2024-12-05,Benin DISCO,450.8,446.3,4.5
2024-12-05,Eko DISCO,438.2,386.4,51.9
2024-12-05,Enugu DISCO,425.2,399.3,25.8
2024-12-05,Ibadan DISCO,457.9,417.4,40.5
2024-12-05,Ikeja DISCO,540.5,495.8,44.7
2024-12-05,Jos DISCO,310.7,266.5,44.2
2024-12-05,Kaduna DISCO,406.4,384.9,21.5
2024-12-05,Kano DISCO,426.0,402.4,23.6
2024-12-05,Port Harcourt DISCO,383.9,342.3,41.6
2024-12-05,Yola DISCO,175.6,159.5,16.1
2024-12-06,Abuja DISCO,503.0,478.4,24.5
2024-12-06,Benin DISCO,451.3,410.1,41.2
2024-12-06,Eko DISCO,507.9,455.3,52.6
2024-12-06,Enugu DISCO,440.1,388.2,51.9
2024-12-06,Ibadan DISCO,544.4,520.8,23.6
2024-12-06,Ikeja DISCO,559.0,494.1,65.0
2024-12-06,Jos DISCO,338.5,316.4,22.0
2024-12-06,Kaduna DISCO,399.5,350.1,49.4
2024-12-06,Kano DISCO,528.2,522.9,5.3
2024-12-06,Port Harcourt DISCO,453.3,420.5,32.8
2024-12-06,Yola DISCO,210.6,193.6,17.0
2024-12-07,Abuja DISCO,474.4,450.5,23.9
2024-12-07,Benin DISCO,367.4,346.1,21.3
2024-12-07,Eko DISCO,413.5,405.8,7.6
2024-12-07,Enugu DISCO,351.2,315.4,35.8
2024-12-07,Ibadan DISCO,440.9,426.3,14.6
2024-12-07,Ikeja DISCO,494.9,490.0,4.9
2024-12-07,Jos DISCO,248.3,225.7,22.7
2024-12-07,Kaduna DISCO,358.5,316.2,42.3
2024-12-07,Kano DISCO,418.1,393.5,24.6
2024-12-07,Port Harcourt DISCO,367.1,349.3,17.7
2024-12-07,Yola DISCO,169.0,160.5,8.5
2024-12-08,Abuja DISCO,508.0,492.9,15.1
2024-12-08,Benin DISCO,370.7,352.6,18.0
2024-12-08,Eko DISCO,498.9,469.2,29.7
2024-12-08,Enugu DISCO,343.0,330.8,12.2
2024-12-08,Ibadan DISCO,479.6,394.0,85.6
2024-12-08,Ikeja DISCO,524.0,473.5,50.6
2024-12-08,Jos DISCO,337.1,329.0,8.2
2024-12-08,Kaduna DISCO,324.8,293.6,31.2
2024-12-08,Kano DISCO,468.2,409.3,58.9
2024-12-08,Port Harcourt DISCO,409.9,385.8,24.2
2024-12-08,Yola DISCO,170.4,160.0,10.4
2024-12-09,Abuja DISCO,437.7,411.3,26.4
2024-12-09,Benin DISCO,348.1,315.3,32.8
2024-12-09,Eko DISCO,456.7,420.6,36.1
2024-12-09,Enugu DISCO,367.1,325.6,41.6
2024-12-09,Ibadan DISCO,488.4,458.0,30.4
2024-12-09,Ikeja DISCO,519.2,474.2,45.0
2024-12-09,Jos DISCO,292.7,244.8,47.9
2024-12-09,Kaduna DISCO,308.0,277.7,30.3
2024-12-09,Kano DISCO,422.1,373.1,49.0
2024-12-09,Port Harcourt DISCO,379.4,367.0,12.4
2024-12-09,Yola DISCO,173.9,157.7,16.3
2024-12-10,Abuja DISCO,576.3,549.3,27.0
2024-12-10,Benin DISCO,408.1,383.5,24.7
2024-12-10,Eko DISCO,413.7,409.5,4.1
2024-12-10,Enugu DISCO,440.7,425.1,15.6
2024-12-10,Ibadan DISCO,518.2,468.8,49.4
2024-12-10,Ikeja DISCO,568.3,496.6,71.7
2024-12-10,Jos DISCO,303.9,285.6,18.3
2024-12-10,Kaduna DISCO,373.1,368.1,5.0
2024-12-10,Kano DISCO,450.3,409.4,40.8
2024-12-10,Port Harcourt DISCO,400.4,373.5,26.9
2024-12-10,Yola DISCO,184.1,175.8,8.4
2024-12-11,Abuja DISCO,376.3,314.7,61.6
2024-12-11,Benin DISCO,339.6,293.8,45.8
2024-12-11,Eko DISCO,369.7,321.1,48.7
2024-12-11,Enugu DISCO,342.2,298.0,44.2
2024-12-11,Ibadan DISCO,406.4,376.2,30.2
2024-12-11,Ikeja DISCO,439.4,397.4,42.0
2024-12-11,Jos DISCO,260.1,232.6,27.5
2024-12-11,Kaduna DISCO,325.2,295.2,30.0
2024-12-11,Kano DISCO,340.0,323.4,16.6
2024-12-11,Port Harcourt DISCO,304.0,282.5,21.5
2024-12-11,Yola DISCO,145.9,128.9,17.0
2024-12-12,Abuja DISCO,522.9,488.2,34.6
2024-12-12,Benin DISCO,440.9,365.8,75.1
2024-12-12,Eko DISCO,459.7,431.2,28.5
2024-12-12,Enugu DISCO,397.8,361.4,36.4
2024-12-12,Ibadan DISCO,513.2,495.1,18.0
2024-12-12,Ikeja DISCO,577.7,513.1,64.6
2024-12-12,Jos DISCO,311.2,267.0,44.2
2024-12-12,Kaduna DISCO,388.1,358.9,29.2
2024-12-12,Kano DISCO,451.5,416.6,34.9
2024-12-12,Port Harcourt DISCO,428.2,370.4,57.8
2024-12-12,Yola DISCO,186.4,163.5,22.9
2024-12-13,Abuja DISCO,551.8,501.8,50.0
2024-12-13,Benin DISCO,417.4,362.2,55.1
2024-12-13,Eko DISCO,477.3,447.8,29.5
2024-12-13,Enugu DISCO,404.4,355.8,48.6
2024-12-13,Ibadan DISCO,479.0,441.1,37.8
2024-12-13,Ikeja DISCO,534.5,466.7,67.8
2024-12-13,Jos DISCO,291.0,284.7,6.3
2024-12-13,Kaduna DISCO,397.9,386.3,11.7
2024-12-13,Kano DISCO,470.3,432.5,37.8
2024-12-13,Port Harcourt DISCO,424.2,385.5,38.6
2024-12-13,Yola DISCO,189.1,177.3,11.8
2024-12-14,Abuja DISCO,381.3,355.6,25.7
2024-12-14,Benin DISCO,291.4,265.2,26.2
2024-12-14,Eko DISCO,355.1,333.9,21.2
2024-12-14,Enugu DISCO,321.9,296.8,25.1
2024-12-14,Ibadan DISCO,413.3,405.3,8.0
2024-12-14,Ikeja DISCO,412.7,379.1,33.6
2024-12-14,Jos DISCO,227.3,205.1,22.2
2024-12-14,Kaduna DISCO,299.1,292.0,7.1
2024-12-14,Kano DISCO,357.6,331.5,26.1
2024-12-14,Port Harcourt DISCO,333.8,307.0,26.8
2024-12-14,Yola DISCO,136.4,119.6,16.8
2024-12-15,Abuja DISCO,551.1,461.3,89.8
2024-12-15,Benin DISCO,412.7,381.0,31.7
2024-12-15,Eko DISCO,518.7,484.9,33.8
2024-12-15,Enugu DISCO,445.1,387.3,57.8
2024-12-15,Ibadan DISCO,548.3,505.3,42.9
2024-12-15,Ikeja DISCO,647.4,573.0,74.4
2024-12-15,Jos DISCO,358.4,344.6,13.8
2024-12-15,Kaduna DISCO,385.5,330.2,55.3
2024-12-15,Kano DISCO,482.2,434.8,47.4
2024-12-15,Port Harcourt DISCO,421.2,387.9,33.3
2024-12-15,Yola DISCO,179.7,167.6,12.2
2024-12-16,Abuja DISCO,416.8,371.1,45.7
2024-12-16,Benin DISCO,354.4,319.3,35.1
2024-12-16,Eko DISCO,387.8,346.8,41.0
2024-12-16,Enugu DISCO,354.8,334.3,20.5
2024-12-16,Ibadan DISCO,400.3,347.4,52.9
2024-12-16,Ikeja DISCO,430.7,387.0,43.6
2024-12-16,Jos DISCO,271.0,246.0,25.0
2024-12-16,Kaduna DISCO,291.4,288.5,2.9
2024-12-16,Kano DISCO,393.3,343.4,49.9
2024-12-16,Port Harcourt DISCO,339.5,324.3,15.2
2024-12-16,Yola DISCO,159.5,148.9,10.6
2024-12-17,Abuja DISCO,568.0,512.4,55.7
2024-12-17,Benin DISCO,465.4,427.7,37.7
2024-12-17,Eko DISCO,484.2,425.1,59.0
2024-12-17,Enugu DISCO,453.5,427.9,25.6
2024-12-17,Ibadan DISCO,546.4,465.6,80.9
2024-12-17,Ikeja DISCO,581.5,561.0,20.5
2024-12-17,Jos DISCO,351.7,309.4,42.3
2024-12-17,Kaduna DISCO,380.3,363.1,17.2
2024-12-17,Kano DISCO,534.6,495.3,39.3
2024-12-17,Port Harcourt DISCO,435.1,395.3,39.8
2024-12-17,Yola DISCO,210.5,180.9,29.6
2024-12-18,Abuja DISCO,499.9,442.2,57.7
2024-12-18,Benin DISCO,418.9,374.2,44.8
2024-12-18,Eko DISCO,430.8,397.5,33.3
2024-12-18,Enugu DISCO,404.5,386.7,17.7
2024-12-18,Ibadan DISCO,490.7,456.7,34.1
2024-12-18,Ikeja DISCO,455.8,383.1,72.7
2024-12-18,Jos DISCO,317.7,270.9,46.8
2024-12-18,Kaduna DISCO,366.0,336.6,29.4
2024-12-18,Kano DISCO,467.9,445.6,22.2
2024-12-18,Port Harcourt DISCO,427.4,387.8,39.6
2024-12-18,Yola DISCO,191.1,168.7,22.4
2024-12-19,Abuja DISCO,441.1,407.0,34.1
2024-12-19,Benin DISCO,369.5,330.5,38.9
2024-12-19,Eko DISCO,430.2,417.5,12.7
2024-12-19,Enugu DISCO,386.0,333.0,53.0
2024-12-19,Ibadan DISCO,421.3,368.3,52.9
2024-12-19,Ikeja DISCO,469.3,438.9,30.4
2024-12-19,Jos DISCO,268.8,234.7,34.2
2024-12-19,Kaduna DISCO,316.4,274.3,42.1
2024-12-19,Kano DISCO,392.3,369.2,23.1
2024-12-19,Port Harcourt DISCO,334.6,283.8,50.8
2024-12-19,Yola DISCO,145.8,122.6,23.2
2024-12-20,Abuja DISCO,558.8,508.3,50.5
2024-12-20,Benin DISCO,442.6,383.0,59.6
2024-12-20,Eko DISCO,536.8,492.1,44.7
2024-12-20,Enugu DISCO,442.9,428.6,14.3
2024-12-20,Ibadan DISCO,547.5,497.8,49.8
2024-12-20,Ikeja DISCO,585.5,567.6,17.9
2024-12-20,Jos DISCO,314.7,272.2,42.6
2024-12-20,Kaduna DISCO,407.1,376.7,30.4
2024-12-20,Kano DISCO,508.8,490.3,18.6
2024-12-20,Port Harcourt DISCO,438.6,373.2,65.3
2024-12-20,Yola DISCO,185.8,155.9,29.9
2024-12-21,Abuja DISCO,489.6,444.7,44.9
2024-12-21,Benin DISCO,370.8,330.6,40.2
2024-12-21,Eko DISCO,475.4,424.9,50.4
2024-12-21,Enugu DISCO,360.3,323.7,36.6
2024-12-21,Ibadan DISCO,428.9,395.3,33.5
2024-12-21,Ikeja DISCO,532.7,481.3,51.4
2024-12-21,Jos DISCO,293.3,273.0,20.3
2024-12-21,Kaduna DISCO,369.7,362.8,6.9
2024-12-21,Kano DISCO,412.6,386.1,26.5
2024-12-21,Port Harcourt DISCO,381.6,352.1,29.4
2024-12-21,Yola DISCO,187.1,179.1,8.0
2024-12-22,Abuja DISCO,376.9,337.3,39.7
2024-12-22,Benin DISCO,284.3,273.5,10.8
2024-12-22,Eko DISCO,343.5,294.2,49.4
2024-12-22,Enugu DISCO,290.3,256.4,33.9
2024-12-22,Ibadan DISCO,384.2,359.6,24.5
2024-12-22,Ikeja DISCO,376.9,347.8,29.0
2024-12-22,Jos DISCO,230.6,202.4,28.2
2024-12-22,Kaduna DISCO,228.8,204.2,24.7
2024-12-22,Kano DISCO,339.0,304.3,34.7
2024-12-22,Port Harcourt DISCO,274.9,250.4,24.6
2024-12-22,Yola DISCO,136.7,126.5,10.2
2024-12-23,Abuja DISCO,419.1,406.8,12.2
2024-12-23,Benin DISCO,345.5,339.9,5.6
2024-12-23,Eko DISCO,386.8,366.4,20.3
2024-12-23,Enugu DISCO,357.8,345.8,12.0
2024-12-23,Ibadan DISCO,462.6,436.0,26.7
2024-12-23,Ikeja DISCO,516.5,481.3,35.2
2024-12-23,Jos DISCO,264.3,251.1,13.2
2024-12-23,Kaduna DISCO,310.0,301.5,8.5
2024-12-23,Kano DISCO,393.2,345.3,47.9
2024-12-23,Port Harcourt DISCO,333.7,301.4,32.3
2024-12-23,Yola DISCO,167.2,163.2,4.0
2024-12-24,Abuja DISCO,453.3,400.0,53.3
2024-12-24,Benin DISCO,410.1,358.1,52.0
2024-12-24,Eko DISCO,427.3,386.9,40.3
2024-12-24,Enugu DISCO,356.0,307.4,48.6
2024-12-24,Ibadan DISCO,474.9,412.6,62.3
2024-12-24,Ikeja DISCO,496.8,491.8,5.0
2024-12-24,Jos DISCO,288.5,262.8,25.8
2024-12-24,Kaduna DISCO,332.9,302.2,30.7
2024-12-24,Kano DISCO,396.1,357.9,38.3
2024-12-24,Port Harcourt DISCO,405.3,360.8,44.5
2024-12-24,Yola DISCO,185.0,162.9,22.2
2024-12-25,Abuja DISCO,400.7,366.0,34.7
2024-12-25,Benin DISCO,388.4,367.1,21.4
2024-12-25,Eko DISCO,396.9,345.8,51.1
2024-12-25,Enugu DISCO,368.4,338.3,30.1
2024-12-25,Ibadan DISCO,472.4,427.5,44.9
2024-12-25,Ikeja DISCO,483.9,450.8,33.1
2024-12-25,Jos DISCO,263.4,234.8,28.6
2024-12-25,Kaduna DISCO,321.7,274.3,47.3
2024-12-25,Kano DISCO,444.0,405.6,38.4
2024-12-25,Port Harcourt DISCO,340.8,296.8,44.0
2024-12-25,Yola DISCO,149.7,148.3,1.5
2024-12-26,Abuja DISCO,444.8,405.4,39.5
2024-12-26,Benin DISCO,403.1,365.0,38.1
2024-12-26,Eko DISCO,413.3,360.0,53.3
2024-12-26,Enugu DISCO,424.4,402.9,21.5
2024-12-26,Ibadan DISCO,522.7,463.4,59.3
2024-12-26,Ikeja DISCO,541.5,498.5,43.1
2024-12-26,Jos DISCO,302.9,282.4,20.5
2024-12-26,Kaduna DISCO,303.3,286.6,16.6
2024-12-26,Kano DISCO,464.8,420.1,44.7
2024-12-26,Port Harcourt DISCO,407.8,359.4,48.4
2024-12-26,Yola DISCO,174.9,164.7,10.2
2024-12-27,Abuja DISCO,484.5,468.6,15.9
2024-12-27,Benin DISCO,404.2,393.9,10.3
2024-12-27,Eko DISCO,426.2,401.7,24.5
2024-12-27,Enugu DISCO,413.5,371.0,42.5
2024-12-27,Ibadan DISCO,445.2,374.3,70.9
2024-12-27,Ikeja DISCO,539.5,525.2,14.2
2024-12-27,Jos DISCO,309.9,296.6,13.3
2024-12-27,Kaduna DISCO,371.2,347.0,24.2
2024-12-27,Kano DISCO,443.1,409.6,33.5
2024-12-27,Port Harcourt DISCO,433.2,408.6,24.6
2024-12-27,Yola DISCO,181.9,161.7,20.2
2024-12-28,Abuja DISCO,490.0,430.2,59.8
2024-12-28,Benin DISCO,355.0,340.5,14.5
2024-12-28,Eko DISCO,440.8,366.5,74.3
2024-12-28,Enugu DISCO,453.0,395.6,57.4
2024-12-28,Ibadan DISCO,496.2,452.0,44.2
2024-12-28,Ikeja DISCO,527.9,447.7,80.2
2024-12-28,Jos DISCO,318.2,305.0,13.2
2024-12-28,Kaduna DISCO,334.4,297.7,36.7
2024-12-28,Kano DISCO,435.8,408.8,27.0
2024-12-28,Port Harcourt DISCO,425.5,380.0,45.5
2024-12-28,Yola DISCO,173.4,156.7,16.7
2024-12-29,Abuja DISCO,454.6,398.2,56.4
2024-12-29,Benin DISCO,422.9,392.9,30.0
2024-12-29,Eko DISCO,441.4,390.4,51.1
2024-12-29,Enugu DISCO,414.5,379.9,34.6
2024-12-29,Ibadan DISCO,500.9,464.0,36.9
2024-12-29,Ikeja DISCO,582.4,538.5,44.0
2024-12-29,Jos DISCO,352.3,321.6,30.7
2024-12-29,Kaduna DISCO,396.7,363.1,33.6
2024-12-29,Kano DISCO,482.8,434.4,48.4
2024-12-29,Port Harcourt DISCO,454.9,397.9,57.0
2024-12-29,Yola DISCO,189.8,187.9,1.9
2024-12-30,Abuja DISCO,434.7,425.4,9.3
2024-12-30,Benin DISCO,320.5,300.3,20.2
2024-12-30,Eko DISCO,418.7,374.3,44.4
2024-12-30,Enugu DISCO,311.9,298.2,13.6
2024-12-30,Ibadan DISCO,395.5,357.0,38.5
2024-12-30,Ikeja DISCO,490.5,434.3,56.2
2024-12-30,Jos DISCO,233.0,217.3,15.6
2024-12-30,Kaduna DISCO,303.2,265.6,37.6
2024-12-30,Kano DISCO,361.4,357.8,3.6
2024-12-30,Port Harcourt DISCO,341.6,285.1,56.6
2024-12-30,Yola DISCO,167.2,161.2,6.1
2024-12-31,Abuja DISCO,462.9,443.0,19.9
2024-12-31,Benin DISCO,428.1,417.5,10.6
2024-12-31,Eko DISCO,484.8,440.1,44.7
2024-12-31,Enugu DISCO,399.6,366.1,33.5
2024-12-31,Ibadan DISCO,539.5,477.6,61.9
2024-12-31,Ikeja DISCO,521.4,494.2,27.2
2024-12-31,Jos DISCO,328.4,288.0,40.4
2024-12-31,Kaduna DISCO,334.8,314.3,20.5
2024-12-31,Kano DISCO,463.4,433.4,30.0
2024-12-31,Port Harcourt DISCO,411.5,352.3,59.2
2024-12-31,Yola DISCO,175.3,158.1,17.2
2025-01-01,Abuja DISCO,352.6,324.6,28.0
2025-01-01,Benin DISCO,291.2,260.5,30.6
2025-01-01,Eko DISCO,367.0,335.1,31.9
2025-01-01,Enugu DISCO,293.0,271.4,21.6
2025-01-01,Ibadan DISCO,345.1,293.5,51.7
2025-01-01,Ikeja DISCO,415.6,385.9,29.7
2025-01-01,Jos DISCO,246.6,216.7,29.9
2025-01-01,Kaduna DISCO,249.1,230.0,19.1
2025-01-01,Kano DISCO,315.0,301.8,13.2
2025-01-01,Port Harcourt DISCO,291.4,264.8,26.6
2025-01-01,Yola DISCO,127.1,111.4,15.7
2025-01-02,Abuja DISCO,511.3,463.2,48.1
2025-01-02,Benin DISCO,426.5,398.8,27.7
2025-01-02,Eko DISCO,466.6,450.1,16.5
2025-01-02,Enugu DISCO,436.6,406.1,30.6
2025-01-02,Ibadan DISCO,586.1,503.9,82.2
2025-01-02,Ikeja DISCO,656.8,596.1,60.8
2025-01-02,Jos DISCO,355.5,316.0,39.5
2025-01-02,Kaduna DISCO,430.2,387.8,42.3
2025-01-02,Kano DISCO,499.2,465.3,33.9
2025-01-02,Port Harcourt DISCO,527.9,476.3,51.7
2025-01-02,Yola DISCO,185.5,165.8,19.8
2025-01-03,Abuja DISCO,562.7,528.3,34.3
2025-01-03,Benin DISCO,437.0,390.6,46.3
2025-01-03,Eko DISCO,495.3,460.1,35.1
2025-01-03,Enugu DISCO,460.0,427.7,32.2
2025-01-03,Ibadan DISCO,616.7,520.1,96.6
2025-01-03,Ikeja DISCO,639.0,628.4,10.6
2025-01-03,Jos DISCO,372.0,367.1,4.9
2025-01-03,Kaduna DISCO,369.2,324.0,45.2
2025-01-03,Kano DISCO,495.0,455.8,39.2
2025-01-03,Port Harcourt DISCO,447.0,395.4,51.6
2025-01-03,Yola DISCO,212.9,196.1,16.7
2025-01-04,Abuja DISCO,449.9,431.9,18.0
2025-01-04,Benin DISCO,379.6,319.1,60.5
2025-01-04,Eko DISCO,462.8,406.6,56.3
2025-01-04,Enugu DISCO,376.3,327.9,48.4
2025-01-04,Ibadan DISCO,411.5,383.3,28.2
2025-01-04,Ikeja DISCO,473.9,444.6,29.3
2025-01-04,Jos DISCO,311.1,291.2,19.9
2025-01-04,Kaduna DISCO,348.3,334.6,13.7
2025-01-04,Kano DISCO,456.7,411.0,45.7
2025-01-04,Port Harcourt DISCO,392.8,350.3,42.5
2025-01-04,Yola DISCO,163.4,156.5,6.9
2025-01-05,Abuja DISCO,484.7,446.6,38.1
2025-01-05,Benin DISCO,375.4,360.4,15.0
2025-01-05,Eko DISCO,440.9,411.7,29.2
2025-01-05,Enugu DISCO,345.3,335.6,9.7
2025-01-05,Ibadan DISCO,430.3,388.6,41.8
2025-01-05,Ikeja DISCO,508.8,483.0,25.7
2025-01-05,Jos DISCO,304.6,259.0,45.5
2025-01-05,Kaduna DISCO,328.1,294.9,33.2
2025-01-05,Kano DISCO,428.2,390.4,37.8
2025-01-05,Port Harcourt DISCO,362.5,327.8,34.7
2025-01-05,Yola DISCO,190.2,177.0,13.2
2025-01-06,Abuja DISCO,403.4,334.6,68.8
2025-01-06,Benin DISCO,361.5,324.7,36.7
2025-01-06,Eko DISCO,358.3,300.1,58.3
2025-01-06,Enugu DISCO,316.9,311.7,5.2
2025-01-06,Ibadan DISCO,422.5,416.6,5.9
2025-01-06,Ikeja DISCO,422.2,412.2,10.0
2025-01-06,Jos DISCO,272.4,263.7,8.7
2025-01-06,Kaduna DISCO,309.1,276.8,32.4
2025-01-06,Kano DISCO,403.1,347.2,56.0
2025-01-06,Port Harcourt DISCO,353.8,328.1,25.8
2025-01-06,Yola DISCO,153.1,137.5,15.6
2025-01-07,Abuja DISCO,437.0,403.4,33.6
2025-01-07,Benin DISCO,359.0,322.6,36.4
2025-01-07,Eko DISCO,396.3,376.0,20.2
2025-01-07,Enugu DISCO,345.9,342.4,3.5
2025-01-07,Ibadan DISCO,430.0,377.2,52.8
2025-01-07,Ikeja DISCO,456.7,411.9,44.8
2025-01-07,Jos DISCO,306.2,285.5,20.8
2025-01-07,Kaduna DISCO,299.0,279.4,19.6
2025-01-07,Kano DISCO,401.9,397.9,4.0
2025-01-07,Port Harcourt DISCO,339.1,313.9,25.2
2025-01-07,Yola DISCO,156.8,149.4,7.4
2025-01-08,Abuja DISCO,501.3,424.9,76.4
2025-01-08,Benin DISCO,411.5,370.4,41.2
2025-01-08,Eko DISCO,508.5,495.6,12.9
2025-01-08,Enugu DISCO,403.6,333.7,69.9
2025-01-08,Ibadan DISCO,536.9,520.4,16.5
2025-01-08,Ikeja DISCO,587.2,529.1,58.2
2025-01-08,Jos DISCO,337.6,302.0,35.6
2025-01-08,Kaduna DISCO,376.7,372.9,3.8
2025-01-08,Kano DISCO,484.0,422.5,61.5
2025-01-08,Port Harcourt DISCO,435.4,389.1,46.4
2025-01-08,Yola DISCO,193.0,179.6,13.5
2025-01-09,Abuja DISCO,640.0,589.3,50.8
2025-01-09,Benin DISCO,494.9,463.6,31.2
2025-01-09,Eko DISCO,576.1,530.0,46.1
2025-01-09,Enugu DISCO,438.3,382.5,55.8
2025-01-09,Ibadan DISCO,663.2,627.6,35.5
2025-01-09,Ikeja DISCO,679.6,631.2,48.4
2025-01-09,Jos DISCO,341.5,327.6,13.9
2025-01-09,Kaduna DISCO,452.0,397.2,54.9
2025-01-09,Kano DISCO,577.0,508.4,68.6
2025-01-09,Port Harcourt DISCO,523.4,429.9,93.5
2025-01-09,Yola DISCO,223.1,186.5,36.6
2025-01-10,Abuja DISCO,449.1,401.5,47.5
2025-01-10,Benin DISCO,366.3,332.5,33.8
2025-01-10,Eko DISCO,398.8,367.1,31.7
2025-01-10,Enugu DISCO,406.2,386.2,20.0
2025-01-10,Ibadan DISCO,470.8,428.2,42.6
2025-01-10,Ikeja DISCO,499.8,469.6,30.1
2025-01-10,Jos DISCO,316.5,286.6,29.9
2025-01-10,Kaduna DISCO,381.1,359.8,21.3
2025-01-10,Kano DISCO,409.1,357.6,51.5
2025-01-10,Port Harcourt DISCO,345.6,316.5,29.1
2025-01-10,Yola DISCO,166.9,157.3,9.6
2025-01-11,Abuja DISCO,385.1,334.0,51.1
2025-01-11,Benin DISCO,336.2,299.1,37.1
2025-01-11,Eko DISCO,314.1,301.5,12.6
2025-01-11,Enugu DISCO,365.7,344.2,21.4
2025-01-11,Ibadan DISCO,427.1,382.3,44.8
2025-01-11,Ikeja DISCO,435.5,379.5,55.9
2025-01-11,Jos DISCO,251.5,246.8,4.7
2025-01-11,Kaduna DISCO,273.5,258.5,15.0
2025-01-11,Kano DISCO,383.8,331.7,52.1
2025-01-11,Port Harcourt DISCO,368.9,325.1,43.8
2025-01-11,Yola DISCO,142.8,130.4,12.5
2025-01-12,Abuja DISCO,483.8,420.4,63.4
2025-01-12,Benin DISCO,347.4,303.6,43.8
2025-01-12,Eko DISCO,456.1,390.2,65.9
2025-01-12,Enugu DISCO,358.4,350.8,7.6
2025-01-12,Ibadan DISCO,441.2,361.8,79.3
2025-01-12,Ikeja DISCO,580.1,538.8,41.3
2025-01-12,Jos DISCO,274.5,241.7,32.8
2025-01-12,Kaduna DISCO,320.9,308.0,12.8
2025-01-12,Kano DISCO,405.4,369.5,35.9
2025-01-12,Port Harcourt DISCO,371.8,347.7,24.1
2025-01-12,Yola DISCO,184.2,161.7,22.5
2025-01-13,Abuja DISCO,494.2,432.2,62.0
2025-01-13,Benin DISCO,424.7,369.2,55.5
2025-01-13,Eko DISCO,517.2,506.2,11.1
2025-01-13,Enugu DISCO,461.5,437.7,23.8
2025-01-13,Ibadan DISCO,568.6,536.8,31.9
2025-01-13,Ikeja DISCO,606.7,574.1,32.6
2025-01-13,Jos DISCO,355.3,324.6,30.7
2025-01-13,Kaduna DISCO,422.4,375.5,46.9
2025-01-13,Kano DISCO,534.4,490.8,43.7
2025-01-13,Port Harcourt DISCO,461.8,433.3,28.5
2025-01-13,Yola DISCO,217.3,195.9,21.4
2025-01-14,Abuja DISCO,424.0,388.6,35.4
2025-01-14,Benin DISCO,364.8,326.1,38.7
2025-01-14,Eko DISCO,405.3,357.8,47.5
2025-01-14,Enugu DISCO,368.3,326.0,42.3
2025-01-14,Ibadan DISCO,454.8,450.3,4.5
2025-01-14,Ikeja DISCO,470.1,444.1,26.0
2025-01-14,Jos DISCO,281.3,273.5,7.8
2025-01-14,Kaduna DISCO,306.0,286.0,20.0
2025-01-14,Kano DISCO,390.8,364.7,26.1
2025-01-14,Port Harcourt DISCO,403.5,384.6,18.9
2025-01-14,Yola DISCO,158.3,139.6,18.6
2025-01-15,Abuja DISCO,434.0,377.4,56.6
2025-01-15,Benin DISCO,344.9,331.2,13.7
2025-01-15,Eko DISCO,345.2,294.0,51.3
2025-01-15,Enugu DISCO,347.5,339.0,8.5
2025-01-15,Ibadan DISCO,430.8,398.7,32.2
2025-01-15,Ikeja DISCO,430.0,364.5,65.4
2025-01-15,Jos DISCO,271.4,240.6,30.8
2025-01-15,Kaduna DISCO,297.6,258.5,39.0
2025-01-15,Kano DISCO,365.5,336.9,28.6
2025-01-15,Port Harcourt DISCO,346.2,332.5,13.7
2025-01-15,Yola DISCO,157.4,141.9,15.5
2025-01-16,Abuja DISCO,381.3,358.7,22.6
2025-01-16,Benin DISCO,319.9,298.2,21.7
2025-01-16,Eko DISCO,335.1,296.8,38.3
2025-01-16,Enugu DISCO,314.1,280.4,33.7
2025-01-16,Ibadan DISCO,405.9,357.8,48.1
2025-01-16,Ikeja DISCO,478.2,458.8,19.4
2025-01-16,Jos DISCO,240.3,225.6,14.7
2025-01-16,Kaduna DISCO,283.0,276.1,6.9
2025-01-16,Kano DISCO,292.7,253.5,39.1
2025-01-16,Port Harcourt DISCO,313.1,273.3,39.8
2025-01-16,Yola DISCO,139.5,124.9,14.6
2025-01-17,Abuja DISCO,489.8,446.2,43.6
2025-01-17,Benin DISCO,378.5,346.4,32.1
2025-01-17,Eko DISCO,441.1,392.0,49.1
2025-01-17,Enugu DISCO,380.5,351.3,29.2
2025-01-17,Ibadan DISCO,538.4,477.7,60.8
2025-01-17,Ikeja DISCO,494.8,453.5,41.2
2025-01-17,Jos DISCO,285.0,257.3,27.7
2025-01-17,Kaduna DISCO,352.2,324.9,27.3
2025-01-17,Kano DISCO,473.4,378.7,94.7
2025-01-17,Port Harcourt DISCO,417.1,394.2,22.9
2025-01-17,Yola DISCO,174.0,154.1,19.9
2025-01-18,Abuja DISCO,563.2,519.7,43.5
2025-01-18,Benin DISCO,440.4,394.4,46.1
2025-01-18,Eko DISCO,415.8,358.1,57.7
2025-01-18,Enugu DISCO,376.4,364.2,12.2
2025-01-18,Ibadan DISCO,508.2,452.3,55.9
2025-01-18,Ikeja DISCO,499.3,452.4,46.9
2025-01-18,Jos DISCO,334.0,316.7,17.3
2025-01-18,Kaduna DISCO,348.2,322.9,25.4
2025-01-18,Kano DISCO,460.1,420.5,39.6
2025-01-18,Port Harcourt DISCO,426.3,400.8,25.5
2025-01-18,Yola DISCO,168.2,157.8,10.4
2025-01-19,Abuja DISCO,407.3,331.2,76.1
2025-01-19,Benin DISCO,319.4,284.6,34.8
2025-01-19,Eko DISCO,373.8,370.1,3.7
