year,state,crop,residue_type,crop_production_tonnes,residue_production_tonnes,residue_ratio,energy_content_mj_per_kg,total_energy_potential_gj,current_utilization_rate,available_for_energy_tonnes,available_energy_potential_gj,biogas_potential_m3,sofc_feedstock_potential_tonnes,collection_cost_naira_per_tonne,transportation_cost_naira_per_tonne_km,storage_requirements,seasonal_availability,moisture_content_percent,ash_content_percent,carbon_content_percent,nitrogen_content_percent
2020,Plateau,Sorghum,Sorghum Chaff,9881.0,1976.2,0.2,15.9,31421.57,0.1,1778.58,28279.41,249001.09,1138.29,6000.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Rivers,Sorghum,Sorghum Stalks,16197.37,12957.9,0.8,16.7,216396.88,0.39,7904.32,132002.1,1501820.25,5216.85,14400.0,26,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",20,6,44,0.9
2020,Rivers,Sorghum,Sorghum Chaff,16197.37,3239.47,0.2,15.9,51507.64,0.13,2818.34,44811.65,394567.96,1803.74,7200.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Sokoto,Sorghum,Sorghum Stalks,14744.49,11795.59,0.8,16.7,196986.43,0.3,8256.92,137890.5,1568814.11,5449.56,10800.0,26,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",20,6,44,0.9
2020,Sokoto,Sorghum,Sorghum Chaff,14744.49,2948.9,0.2,15.9,46887.49,0.1,2654.01,42198.74,371561.24,1698.57,5400.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Taraba,Sorghum,Sorghum Stalks,17738.35,14190.68,0.8,16.7,236984.37,0.3,9933.48,165889.06,1887360.56,6556.09,12000.0,26,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",20,6,44,0.9
2020,Taraba,Sorghum,Sorghum Chaff,17738.35,3547.67,0.2,15.9,56407.96,0.1,3192.9,50767.16,447006.45,2043.46,6000.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Yobe,Sorghum,Sorghum Stalks,14864.19,11891.35,0.8,16.7,198585.62,0.3,8323.95,139009.94,1581550.18,5493.81,9600.0,26,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",20,6,44,0.9
2020,Yobe,Sorghum,Sorghum Chaff,14864.19,2972.84,0.2,15.9,47268.13,0.1,2675.55,42541.32,374577.67,1712.36,4800.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Zamfara,Sorghum,Sorghum Stalks,13524.63,10819.7,0.8,16.7,180689.04,0.3,7573.79,126482.33,1439020.53,4998.7,9600.0,26,"Covered storage, chopping beneficial","Peak: May-October, Limited: November-April",20,6,44,0.9
2020,Zamfara,Sorghum,Sorghum Chaff,13524.63,2704.93,0.2,15.9,43008.32,0.1,2434.43,38707.49,340820.65,1558.04,4800.0,20,"Dry storage, pest control","Peak: May-October, Limited: November-April",12,8,43,1.1
2020,Abia,Millet,Millet Stalks,6405.12,4803.84,0.75,16.2,77822.23,0.35,3122.5,50584.45,577661.9,2029.62,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Abia,Millet,Millet Chaff,6405.12,1601.28,0.25,15.4,24659.72,0.05,1521.22,23426.73,205364.21,958.37,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Adamawa,Millet,Millet Stalks,10515.74,7886.8,0.75,16.2,127766.21,0.35,5126.42,83048.03,948388.03,3332.17,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Adamawa,Millet,Millet Chaff,10515.74,2628.93,0.25,15.4,40485.59,0.05,2497.49,38461.31,337160.82,1573.42,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Akwa Ibom,Millet,Millet Stalks,8978.04,6733.53,0.75,16.2,109083.13,0.35,4376.79,70904.04,809706.58,2844.92,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Akwa Ibom,Millet,Millet Chaff,8978.04,2244.51,0.25,15.4,34565.44,0.05,2132.28,32837.16,287858.26,1343.34,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Anambra,Millet,Millet Stalks,8659.84,6494.88,0.75,16.2,105217.11,0.35,4221.67,68391.12,781009.74,2744.09,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Anambra,Millet,Millet Chaff,8659.84,2164.96,0.25,15.4,33340.4,0.05,2056.71,31673.38,277656.27,1295.73,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Bauchi,Millet,Millet Stalks,19595.16,14696.37,0.75,16.2,238081.17,0.35,9552.64,154752.76,1767238.34,6209.22,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Bauchi,Millet,Millet Chaff,19595.16,4898.79,0.25,15.4,75441.36,0.05,4653.85,71669.29,628269.76,2931.93,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Bayelsa,Millet,Millet Stalks,10896.47,8172.35,0.75,16.2,132392.06,0.35,5312.03,86054.84,982725.02,3452.82,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Bayelsa,Millet,Millet Chaff,10896.47,2724.12,0.25,15.4,41951.39,0.05,2587.91,39853.82,349367.94,1630.38,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Benue,Millet,Millet Stalks,18380.7,13785.52,0.75,16.2,223325.48,0.35,8960.59,145161.57,1657709.23,5824.38,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Benue,Millet,Millet Chaff,18380.7,4595.17,0.25,15.4,70765.69,0.05,4365.42,67227.4,589331.14,2750.21,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Borno,Millet,Millet Stalks,14467.08,10850.31,0.75,16.2,175775.01,0.35,7052.7,114253.76,1304749.72,4584.26,9800.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Borno,Millet,Millet Chaff,14467.08,3616.77,0.25,15.4,55698.26,0.05,3435.93,52913.34,463850.73,2164.64,4900.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Cross River,Millet,Millet Stalks,16922.17,12691.63,0.75,16.2,205604.36,0.35,8249.56,133642.83,1526168.17,5362.21,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Cross River,Millet,Millet Chaff,16922.17,4230.54,0.25,15.4,65150.35,0.05,4019.02,61892.84,542567.06,2531.98,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Delta,Millet,Millet Stalks,12539.56,9404.67,0.75,16.2,152355.61,0.35,6113.03,99031.15,1130911.24,3973.47,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Delta,Millet,Millet Chaff,12539.56,3134.89,0.25,15.4,48277.29,0.05,2978.14,45863.43,402049.53,1876.23,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Ebonyi,Millet,Millet Stalks,13653.56,10240.17,0.75,16.2,165890.73,0.35,6656.11,107828.98,1231380.29,4326.47,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Ebonyi,Millet,Millet Chaff,13653.56,3413.39,0.25,15.4,52566.2,0.05,3242.72,49937.89,437767.21,2042.91,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Edo,Millet,Millet Stalks,12387.77,9290.82,0.75,16.2,150511.35,0.35,6039.04,97832.38,1117221.59,3925.37,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Edo,Millet,Millet Chaff,12387.77,3096.94,0.25,15.4,47692.9,0.05,2942.09,45308.25,397182.73,1853.52,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Ekiti,Millet,Millet Stalks,7928.64,5946.48,0.75,16.2,96333.03,0.35,3865.21,62616.47,715064.65,2512.39,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Ekiti,Millet,Millet Chaff,7928.64,1982.16,0.25,15.4,30525.28,0.05,1883.05,28999.02,254212.17,1186.32,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Enugu,Millet,Millet Stalks,15836.78,11877.59,0.75,16.2,192416.9,0.35,7720.43,125070.98,1428279.75,5018.28,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Enugu,Millet,Millet Chaff,15836.78,3959.2,0.25,15.4,60971.61,0.05,3761.24,57923.03,507766.81,2369.58,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,FCT,Millet,Millet Stalks,9211.59,6908.69,0.75,16.2,111920.76,0.45499999999999996,3765.24,60996.82,696568.58,2447.4,18200.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,FCT,Millet,Millet Chaff,9211.59,2302.9,0.25,15.4,35464.6,0.065,2153.21,33159.4,290683.09,1356.52,9100.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Gombe,Millet,Millet Stalks,5364.74,4023.55,0.75,16.2,65181.58,0.35,2615.31,42368.03,483832.44,1699.95,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Gombe,Millet,Millet Chaff,5364.74,1341.18,0.25,15.4,20654.25,0.05,1274.13,19621.53,172006.96,802.7,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Imo,Millet,Millet Stalks,14682.08,11011.56,0.75,16.2,178387.33,0.35,7157.52,115951.76,1324140.49,4652.39,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Imo,Millet,Millet Chaff,14682.08,3670.52,0.25,15.4,56526.03,0.05,3487.0,53699.72,470744.33,2196.81,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Jigawa,Millet,Millet Stalks,174168.85,130626.64,0.75,16.2,2116151.58,0.35,84907.32,1375498.53,15707853.55,55189.76,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Jigawa,Millet,Millet Chaff,174168.85,43542.21,0.25,15.4,670550.09,0.05,41365.1,637022.58,5584288.89,26060.01,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Kaduna,Millet,Millet Stalks,19106.88,14330.16,0.75,16.2,232148.58,0.35,9314.6,150896.58,1723201.63,6054.49,15400.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Kaduna,Millet,Millet Chaff,19106.88,4776.72,0.25,15.4,73561.48,0.05,4537.88,69883.41,612614.3,2858.87,7700.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Kano,Millet,Millet Stalks,19308.93,14481.7,0.75,16.2,234603.48,0.45499999999999996,7892.52,127858.9,1460117.05,5130.14,15400.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Kano,Millet,Millet Chaff,19308.93,4827.23,0.25,15.4,74339.38,0.065,4513.46,69507.32,609317.38,2843.48,7700.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Katsina,Millet,Millet Stalks,291486.44,218614.83,0.75,16.2,3541560.23,0.35,142099.64,2302014.15,26288433.22,92364.77,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Katsina,Millet,Millet Chaff,291486.44,72871.61,0.25,15.4,1122222.79,0.05,69228.03,1066111.65,9345783.95,43613.66,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Kebbi,Millet,Millet Stalks,331822.22,248866.66,0.75,16.2,4031639.95,0.35,161763.33,2620565.97,29926216.29,105146.17,12600.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Kebbi,Millet,Millet Chaff,331822.22,82955.55,0.25,15.4,1277515.54,0.05,78807.78,1213639.76,10639049.87,49648.9,6300.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Kogi,Millet,Millet Stalks,5231.85,3923.89,0.75,16.2,63566.97,0.35,2550.53,41318.53,471847.4,1657.84,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Kogi,Millet,Millet Chaff,5231.85,1307.96,0.25,15.4,20142.62,0.05,1242.56,19135.49,167746.17,782.82,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Kwara,Millet,Millet Stalks,18924.78,14193.58,0.75,16.2,229936.06,0.35,9225.83,149458.44,1706778.46,5996.79,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Kwara,Millet,Millet Chaff,18924.78,4731.19,0.25,15.4,72860.4,0.05,4494.63,69217.38,606775.71,2831.62,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Lagos,Millet,Millet Stalks,11422.76,8567.07,0.75,16.2,138786.56,0.45499999999999996,4669.05,75638.68,863775.0,3034.89,19600.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Lagos,Millet,Millet Chaff,11422.76,2855.69,0.25,15.4,43977.63,0.065,2670.07,41119.09,360459.54,1682.14,9800.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Nasarawa,Millet,Millet Stalks,19499.82,14624.87,0.75,16.2,236922.84,0.35,9506.16,153999.85,1758640.22,6179.01,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Nasarawa,Millet,Millet Chaff,19499.82,4874.96,0.25,15.4,75074.32,0.05,4631.21,71320.6,625213.05,2917.66,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Niger,Millet,Millet Stalks,19454.3,14590.72,0.75,16.2,236369.74,0.35,9483.97,153640.33,1754534.65,6164.58,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Niger,Millet,Millet Chaff,19454.3,4863.57,0.25,15.4,74899.05,0.05,4620.4,71154.1,623753.48,2910.85,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Ogun,Millet,Millet Stalks,17795.14,13346.36,0.75,16.2,216210.97,0.45499999999999996,7273.76,117834.98,1345646.38,4727.95,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Ogun,Millet,Millet Chaff,17795.14,4448.79,0.25,15.4,68511.3,0.065,4159.61,64058.06,561547.94,2620.56,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Ondo,Millet,Millet Stalks,9416.73,7062.55,0.75,16.2,114413.31,0.35,4590.66,74368.65,849271.64,2983.93,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Ondo,Millet,Millet Chaff,9416.73,2354.18,0.25,15.4,36254.42,0.05,2236.47,34441.7,301924.01,1408.98,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Osun,Millet,Millet Stalks,10776.47,8082.35,0.75,16.2,130934.06,0.35,5253.53,85107.14,971902.52,3414.79,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Osun,Millet,Millet Chaff,10776.47,2694.12,0.25,15.4,41489.39,0.05,2559.41,39414.92,345520.44,1612.43,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Oyo,Millet,Millet Stalks,17767.05,13325.29,0.75,16.2,215869.66,0.35,8661.44,140315.28,1602365.83,5629.93,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Oyo,Millet,Millet Chaff,17767.05,4441.76,0.25,15.4,68403.14,0.05,4219.67,64982.99,569656.04,2658.39,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Plateau,Millet,Millet Stalks,9753.83,7315.37,0.75,16.2,118509.04,0.35,4754.99,77030.87,879673.55,3090.74,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Plateau,Millet,Millet Chaff,9753.83,2438.46,0.25,15.4,37552.25,0.05,2316.53,35674.63,312732.18,1459.42,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Rivers,Millet,Millet Stalks,7542.39,5656.79,0.75,16.2,91640.05,0.45499999999999996,3082.95,49943.83,570346.19,2003.92,16800.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Rivers,Millet,Millet Chaff,7542.39,1885.6,0.25,15.4,29038.21,0.065,1763.03,27150.72,238009.58,1110.71,8400.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Sokoto,Millet,Millet Stalks,409088.2,306816.15,0.75,16.2,4970421.65,0.35,199430.5,3230774.08,36894642.22,129629.82,12600.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Sokoto,Millet,Millet Chaff,409088.2,102272.05,0.25,15.4,1574989.58,0.05,97158.45,1496240.1,13116390.48,61209.82,6300.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Taraba,Millet,Millet Stalks,19042.32,14281.74,0.75,16.2,231364.21,0.35,9283.13,150386.73,1717379.38,6034.04,14000.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Taraba,Millet,Millet Chaff,19042.32,4760.58,0.25,15.4,73312.94,0.05,4522.55,69647.29,610544.44,2849.21,7000.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Yobe,Millet,Millet Stalks,161761.79,121321.34,0.75,16.2,1965405.72,0.35,78858.87,1277513.72,14588891.24,51258.27,11200.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Yobe,Millet,Millet Chaff,161761.79,40440.45,0.25,15.4,622782.88,0.05,38418.42,591643.74,5186487.32,24203.61,5600.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Zamfara,Millet,Millet Stalks,308407.34,231305.51,0.75,16.2,3747149.19,0.35,150348.58,2435646.97,27814487.01,97726.58,11200.0,28,"Covered storage, chopping required","Peak: May-October, Limited: November-April",18,7,43,0.8
2020,Zamfara,Millet,Millet Chaff,308407.34,77101.84,0.25,15.4,1187368.26,0.05,73246.74,1127999.85,9888310.35,46145.45,5600.0,22,"Dry storage, pest control","Peak: May-October, Limited: November-April",10,9,42,1.0
2020,Abia,Groundnut,Groundnut Shells,6457.65,1937.29,0.3,18.5,35839.94,0.4,1162.38,21503.97,185980.25,802.04,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Abia,Groundnut,Groundnut Haulms,6457.65,4520.35,0.7,14.6,65997.16,0.5,2260.18,32998.58,542442.38,1333.5,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Adamawa,Groundnut,Groundnut Shells,14225.11,4267.53,0.3,18.5,78949.35,0.4,2560.52,47369.61,409683.12,1766.76,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Adamawa,Groundnut,Groundnut Haulms,14225.11,9957.58,0.7,14.6,145380.61,0.5,4978.79,72690.3,1194909.11,2937.48,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Akwa Ibom,Groundnut,Groundnut Shells,19850.81,5955.24,0.3,18.5,110171.98,0.4,3573.15,66103.19,571703.26,2465.47,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Akwa Ibom,Groundnut,Groundnut Haulms,19850.81,13895.57,0.7,14.6,202875.26,0.5,6947.78,101437.63,1667467.85,4099.19,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Anambra,Groundnut,Groundnut Shells,7101.26,2130.38,0.3,18.5,39411.99,0.4,1278.23,23647.2,204516.29,881.98,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Anambra,Groundnut,Groundnut Haulms,7101.26,4970.88,0.7,14.6,72574.88,0.5,2485.44,36287.44,596505.86,1466.41,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Bauchi,Groundnut,Groundnut Shells,251832.97,75549.89,0.3,18.5,1397672.96,0.4,45329.93,838603.77,7252789.4,31277.65,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Bauchi,Groundnut,Groundnut Haulms,251832.97,176283.08,0.7,14.6,2573732.9,0.5,88141.54,1286866.45,21153969.08,52003.51,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Bayelsa,Groundnut,Groundnut Shells,18160.6,5448.18,0.3,18.5,100791.31,0.4,3268.91,60474.78,523025.17,2255.55,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Bayelsa,Groundnut,Groundnut Haulms,18160.6,12712.42,0.7,14.6,185601.29,0.5,6356.21,92800.65,1525490.07,3750.16,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Benue,Groundnut,Groundnut Shells,16111.53,4833.46,0.3,18.5,89418.99,0.4,2900.08,53651.39,464012.04,2001.05,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Benue,Groundnut,Groundnut Haulms,16111.53,11278.07,0.7,14.6,164659.83,0.5,5639.04,82329.91,1353368.46,3327.03,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Borno,Groundnut,Groundnut Shells,15455.24,4636.57,0.3,18.5,85776.56,0.4,2781.94,51465.94,445110.8,1919.54,3150.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Borno,Groundnut,Groundnut Haulms,15455.24,10818.67,0.7,14.6,157952.51,0.5,5409.33,78976.26,1298239.83,3191.51,7700.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Cross River,Groundnut,Groundnut Shells,15537.26,4661.18,0.3,18.5,86231.8,0.4,2796.71,51739.08,447473.12,1929.73,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Cross River,Groundnut,Groundnut Haulms,15537.26,10876.08,0.7,14.6,158790.81,0.5,5438.04,79395.41,1305129.95,3208.44,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Delta,Groundnut,Groundnut Shells,10392.37,3117.71,0.3,18.5,57677.64,0.4,1870.63,34606.58,299300.18,1290.73,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Delta,Groundnut,Groundnut Haulms,10392.37,7274.66,0.7,14.6,106209.99,0.5,3637.33,53105.0,872958.85,2146.02,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Ebonyi,Groundnut,Groundnut Shells,9403.88,2821.16,0.3,18.5,52191.52,0.4,1692.7,31314.91,270831.68,1167.96,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Ebonyi,Groundnut,Groundnut Haulms,9403.88,6582.71,0.7,14.6,96107.63,0.5,3291.36,48053.81,789925.72,1941.9,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Edo,Groundnut,Groundnut Shells,17140.42,5142.13,0.3,18.5,95129.32,0.4,3085.28,57077.59,493644.02,2128.84,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Edo,Groundnut,Groundnut Haulms,17140.42,11998.29,0.7,14.6,175175.07,0.5,5999.15,87587.53,1439795.06,3539.5,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Ekiti,Groundnut,Groundnut Shells,17151.7,5145.51,0.3,18.5,95191.94,0.4,3087.31,57115.16,493968.99,2130.24,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Ekiti,Groundnut,Groundnut Haulms,17151.7,12006.19,0.7,14.6,175290.38,0.5,6003.1,87645.19,1440742.88,3541.83,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Enugu,Groundnut,Groundnut Shells,18006.08,5401.83,0.3,18.5,99933.77,0.4,3241.1,59960.26,518575.24,2236.36,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Enugu,Groundnut,Groundnut Haulms,18006.08,12604.26,0.7,14.6,184022.19,0.5,6302.13,92011.09,1512511.12,3718.26,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,FCT,Groundnut,Groundnut Shells,18698.61,5609.58,0.3,18.5,103777.28,0.52,2692.6,49813.09,430815.93,1857.89,5850.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,FCT,Groundnut,Groundnut Haulms,18698.61,13089.03,0.7,14.6,191099.78,0.65,4581.16,66884.92,1099478.17,2702.88,14300.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Gombe,Groundnut,Groundnut Shells,12670.14,3801.04,0.3,18.5,70319.25,0.4,2280.62,42191.55,364899.92,1573.63,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Gombe,Groundnut,Groundnut Haulms,12670.14,8869.1,0.7,14.6,129488.79,0.5,4434.55,64744.39,1064291.42,2616.38,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Imo,Groundnut,Groundnut Shells,12522.74,3756.82,0.3,18.5,69501.23,0.4,2254.09,41700.74,360655.04,1555.32,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
2020,Imo,Groundnut,Groundnut Haulms,12522.74,8765.92,0.7,14.6,127982.45,0.5,4382.96,63991.22,1051910.53,2585.95,11000.0,24,"Covered storage, baling beneficial","Peak: May-October, Limited: November-April",22,10,41,2.5
2020,Jigawa,Groundnut,Groundnut Shells,335795.42,100738.63,0.3,18.5,1863664.59,0.4,60443.18,1118198.75,9670908.14,41705.79,4500.0,18,"Dry storage, pest control","Peak: May-October, Limited: November-April",8,3,48,0.7
