year,state,livestock_type,population,daily_manure_per_animal_kg,total_daily_manure_tonnes,annual_manure_tonnes,collection_efficiency_percent,collectible_manure_tonnes,biogas_yield_m3_per_kg,annual_biogas_potential_m3,methane_content_percent,annual_methane_potential_m3,sofc_potential_mwh_per_year,manure_collection_cost_naira_per_tonne,biogas_plant_investment_naira_per_m3,land_requirement_hectares,water_requirement_liters_per_day,feed_requirement_tonnes_per_year
2020,Niger,Poultry,987139,0.15,148.07,54045.91,80.0,43236.73,0.08,3458938.06,65,2248309.74,13425.65,3000.0,106716.79995214508,987.1398574265697,296141.9572279709,39485.59429706279
2020,Ogun,Poultry,15404013,0.15,2310.6,843369.76,90.0,759032.78,0.08,60722622.48,65,39469704.61,235690.97,3000.0,86638.19581183139,15404.013819761823,4621204.145928547,616160.552790473
2020,Ondo,Poultry,2690963,0.15,403.64,147330.27,80.0,117864.22,0.08,9429137.43,65,6128939.33,36598.59,3000.0,97099.5875168246,2690.963879152322,807289.1637456967,107638.55516609289
2020,Osun,Poultry,2610850,0.15,391.63,142944.08,80.0,114355.26,0.08,9148420.88,65,5946473.57,35509.01,3000.0,80504.30079903036,2610.8507072381885,783255.2121714565,104434.02828952754
2020,Oyo,Poultry,12143413,0.15,1821.51,664851.9,80.0,531881.52,0.08,42550521.4,65,27657838.91,165157.13,3000.0,101095.98488490705,12143.413640732118,3643024.0922196354,485736.54562928475
2020,Plateau,Poultry,1878967,0.15,281.85,102873.46,80.0,82298.77,0.08,6583901.43,65,4279535.93,25554.99,3000.0,115610.32212071208,1878.9673040528971,563690.191215869,75158.69216211588
2020,Rivers,Poultry,5495287,0.15,824.29,300867.01,90.0,270780.31,0.08,21662424.91,65,14080576.19,84081.32,4200.0,109259.85961361449,5495.287901571636,1648586.3704714908,219811.51606286544
2020,Sokoto,Poultry,374992,0.15,56.25,20530.86,80.0,16424.69,0.08,1313975.32,65,854083.96,5100.11,3000.0,114327.08212628655,374.9929555278066,112497.88665834197,14999.718221112264
2020,Taraba,Poultry,638287,0.15,95.74,34946.25,80.0,27957.0,0.08,2236559.83,65,1453763.89,8681.06,3000.0,101631.75019942177,638.2876216633988,191486.28649901962,25531.504866535954
2020,Yobe,Poultry,416819,0.15,62.52,22820.86,80.0,18256.69,0.08,1460535.26,65,949347.92,5668.97,3000.0,92574.00452734994,416.819423889865,125045.8271669595,16672.7769555946
2020,Zamfara,Poultry,347981,0.15,52.2,19052.0,80.0,15241.6,0.08,1219328.06,65,792563.24,4732.74,3000.0,112865.47590841887,347.9817529252971,104394.52587758911,13919.270117011883
2020,Abia,Pigs,79348,4.0,317.39,115848.44,70.0,81093.9,0.06,4865634.27,62,3016693.25,18014.0,4000.0,94311.93061301767,793.4824315477142,1190223.6473215714,63478.59452381714
2020,Adamawa,Pigs,79907,4.0,319.63,116664.8,70.0,81665.36,0.06,4899921.72,62,3037951.46,18140.94,4000.0,113129.97009748872,799.0739915600481,1198610.987340072,63925.91932480384
2020,Akwa Ibom,Pigs,386816,4.0,1547.27,564752.3,70.0,395326.61,0.06,23719596.6,62,14706149.89,87816.89,4000.0,86950.46372542976,3868.1664378966984,5802249.656845048,309453.31503173587
2020,Anambra,Pigs,104240,4.0,416.96,152190.81,70.0,106533.57,0.06,6392013.99,62,3963048.68,23665.11,4000.0,113039.12850832328,1042.402804066156,1563604.206099234,83392.2243252925
2020,Bauchi,Pigs,27603,4.0,110.42,40301.58,70.0,28211.11,0.06,1692666.54,62,1049453.26,6266.75,4000.0,89594.96451023778,276.038248711412,414057.373067118,22083.05989691296
2020,Bayelsa,Pigs,37135,4.0,148.54,54218.23,70.0,37952.76,0.06,2277165.78,62,1411842.78,8430.73,4000.0,93917.65646328666,371.3577591808795,557036.6387713193,29708.62073447036
2020,Benue,Pigs,792056,4.0,3168.22,1156401.99,70.0,809481.39,0.06,48568883.52,62,30112707.79,179816.23,4000.0,109953.05347853227,7920.561566248661,11880842.34937299,633644.9252998929
2020,Borno,Pigs,20604,4.0,82.42,30082.7,70.0,21057.89,0.06,1263473.48,62,783353.56,4677.75,4000.0,104837.14269913724,206.04590339526698,309068.85509290046,16483.67227162136
2020,Cross River,Pigs,436713,4.0,1746.85,637602.07,70.0,446321.45,0.06,26779286.86,62,16603157.85,99144.76,4000.0,113657.9021233904,4367.137451948689,6550706.177923033,349370.9961558951
2020,Delta,Pigs,298277,4.0,1193.11,435484.76,70.0,304839.33,0.06,18290359.75,62,11340023.04,67716.27,4000.0,119164.19752060619,2982.772300438899,4474158.450658348,238621.78403511192
2020,Ebonyi,Pigs,112951,4.0,451.8,164908.65,70.0,115436.05,0.06,6926163.11,62,4294221.13,25642.68,4000.0,85050.58966258011,1129.5112704250623,1694266.9056375935,90360.90163400499
2020,Edo,Pigs,289865,4.0,1159.46,423204.28,70.0,296242.99,0.06,17774579.65,62,11020239.39,65806.7,4000.0,93004.16061726796,2898.659434762243,4347989.152143365,231892.75478097948
2020,Ekiti,Pigs,207453,4.0,829.81,302881.51,70.0,212017.06,0.06,12721023.35,62,7887034.48,47096.95,4000.0,82785.64592649623,2074.530878674439,3111796.3180116587,165962.47029395515
2020,Enugu,Pigs,65448,4.0,261.79,95554.58,70.0,66888.2,0.06,4013292.22,62,2488241.17,14858.38,4000.0,114229.49035623146,654.4834012046343,981725.1018069516,52358.67209637075
2020,FCT,Pigs,75634,4.0,302.54,110426.91,90.0,99384.22,0.06,5963053.38,62,3697093.1,22076.97,5600.0,113481.64500971761,756.3487291237625,1134523.0936856437,60507.898329901
2020,Gombe,Pigs,23896,4.0,95.59,34888.72,70.0,24422.1,0.06,1465326.05,62,908502.15,5425.07,4000.0,105715.2764023483,238.96380442272053,358445.7066340808,19117.104353817642
2020,Imo,Pigs,93494,4.0,373.98,136502.28,70.0,95551.59,0.06,5733095.64,62,3554519.29,21225.6,4000.0,100506.19012580212,934.9471032317697,1402420.6548476545,74795.76825854158
2020,Jigawa,Pigs,9610,4.0,38.44,14031.51,70.0,9822.06,0.06,589323.3,62,365380.45,2181.85,4000.0,88505.77505484385,96.10621353393462,144159.32030090195,7688.49708271477
2020,Kaduna,Pigs,45331,4.0,181.33,66184.56,90.0,59566.11,0.06,3573966.49,62,2215859.22,13231.87,4000.0,92157.85604962896,453.3189354562426,679978.403184364,36265.51483649941
2020,Kano,Pigs,15459,4.0,61.84,22570.85,90.0,20313.77,0.06,1218826.06,62,755672.16,4512.45,5600.0,117532.1927379393,154.59488371593852,231892.3255739078,12367.590697275082
2020,Katsina,Pigs,10742,4.0,42.97,15683.92,70.0,10978.74,0.06,658724.52,62,408409.2,2438.79,4000.0,110642.5910614121,107.42408964526105,161136.13446789156,8593.927171620884
2020,Kebbi,Pigs,10576,4.0,42.31,15442.27,70.0,10809.59,0.06,648575.18,62,402116.61,2401.22,4000.0,106599.3961390398,105.76894686506597,158653.42029759896,8461.515749205279
2020,Kogi,Pigs,142808,4.0,571.23,208500.56,70.0,145950.4,0.06,8757023.7,62,5429354.7,32421.07,4000.0,116287.80122823319,1428.0860572698011,2142129.0859047016,114246.88458158409
2020,Kwara,Pigs,62048,4.0,248.2,90591.23,70.0,63413.86,0.06,3804831.66,62,2358995.63,14086.6,4000.0,102417.6252392176,620.4878774287001,930731.8161430502,49639.030194296014
2020,Lagos,Pigs,46109,4.0,184.44,67320.45,90.0,60588.4,0.06,3635304.1,62,2253888.54,13458.96,5600.0,97882.22175225701,461.0989469213481,691648.4203820222,36887.91575370785
2020,Nasarawa,Pigs,198414,4.0,793.66,289684.92,70.0,202779.45,0.06,12166766.77,62,7543395.4,45044.93,4000.0,114582.5443809068,1984.1433084807709,2976214.962721156,158731.46467846166
2020,Niger,Pigs,100932,4.0,403.73,147362.13,70.0,103153.49,0.06,6189209.38,62,3837309.81,22914.27,4000.0,95216.02195881639,1009.3296440375576,1513994.4660563364,80746.37152300461
2020,Ogun,Pigs,197164,4.0,788.66,287860.63,90.0,259074.56,0.06,15544473.76,62,9637573.73,57550.19,4000.0,84428.82373305263,1971.648118263838,2957472.177395757,157731.84946110705
2020,Ondo,Pigs,246127,4.0,984.51,359346.04,70.0,251542.22,0.06,15092533.48,62,9357370.76,55876.98,4000.0,81680.98700685622,2461.2742141559725,3691911.3212339585,196901.9371324778
2020,Osun,Pigs,125757,4.0,503.03,183606.24,70.0,128524.37,0.06,7711462.1,62,4781106.5,28550.09,4000.0,116723.06208796603,1257.5769889840633,1886365.4834760951,100606.15911872507
2020,Oyo,Pigs,143401,4.0,573.6,209365.64,70.0,146555.94,0.06,8793356.67,62,5451881.14,32555.58,4000.0,114333.66707196482,1434.0111988651468,2151016.79829772,114720.89590921174
2020,Plateau,Pigs,479221,4.0,1916.89,699663.86,70.0,489764.7,0.06,29385882.19,62,18219246.96,108795.14,4000.0,116430.80646575661,4792.218230461898,7188327.345692848,383377.4584369519
2020,Rivers,Pigs,367777,4.0,1471.11,536954.91,90.0,483259.42,0.06,28995564.95,62,17977250.27,107350.07,5600.0,112196.27107365755,3677.773332517749,5516659.998776623,294221.8666014199
2020,Sokoto,Pigs,10843,4.0,43.37,15831.09,70.0,11081.77,0.06,664905.99,62,412241.71,2461.68,4000.0,118512.41428296104,108.43215733441092,162648.23600161637,8674.572586752873
2020,Taraba,Pigs,125440,4.0,501.76,183142.55,70.0,128199.79,0.06,7691987.17,62,4769032.04,28477.99,4000.0,92190.04381544533,1254.4010380968775,1881601.5571453164,100352.08304775022
2020,Yobe,Pigs,15988,4.0,63.95,23342.75,70.0,16339.92,0.06,980395.44,62,607845.17,3629.71,4000.0,91260.8479365972,159.88183994576542,239822.75991864814,12790.547195661235
2020,Zamfara,Pigs,8596,4.0,34.39,12550.75,70.0,8785.53,0.06,527131.62,62,326821.61,1951.6,4000.0,84503.21561647748,85.96406143305806,128946.0921495871,6877.124914644646
2021,Abia,Cattle,105738,20.0,2114.78,771893.96,30.0,231568.19,0.04,9262727.56,60,5557636.53,33187.09,8000.0,101627.93906579641,52869.44953100169,5286944.953100169,264347.24765500845
2021,Adamawa,Cattle,1219000,20.0,24380.02,8898706.87,30.0,2669612.06,0.04,106784482.48,60,64070689.49,382594.28,8000.0,89675.75313035357,609500.4707479154,60950047.07479154,3047502.3537395773
2021,Akwa Ibom,Cattle,110030,20.0,2200.61,803222.36,30.0,240966.71,0.04,9638668.3,60,5783200.98,34534.04,8000.0,98750.71861858023,55015.230010293024,5501523.001029302,275076.15005146514
2021,Anambra,Cattle,78049,20.0,1560.99,569760.39,30.0,170928.12,0.04,6837124.64,60,4102274.79,24496.49,8000.0,103934.29937191035,39024.68403945729,3902468.4039457287,195123.42019728644
2021,Bauchi,Cattle,1375464,20.0,27509.28,10040887.38,30.0,3012266.21,0.04,120490648.52,60,72294389.11,431701.61,8000.0,91996.76446027939,687732.0121131074,68773201.21131074,3438660.060565537
2021,Bayelsa,Cattle,85233,20.0,1704.67,622203.45,30.0,186661.03,0.04,7466441.34,60,4479864.8,26751.24,8000.0,81925.71343913414,42616.674319290476,4261667.431929047,213083.37159645237
2021,Benue,Cattle,551095,20.0,11021.91,4022995.61,30.0,1206898.68,0.04,48275947.36,60,28965568.42,172966.15,8000.0,114090.55497564726,275547.6447547914,27554764.47547914,1377738.223773957
2021,Borno,Cattle,1587549,20.0,31750.99,11589112.07,30.0,3476733.62,0.04,139069344.84,60,83441606.91,498266.55,8000.0,103728.86280429538,793774.7993435761,79377479.93435761,3968873.9967178805
2021,Cross River,Cattle,164357,20.0,3287.15,1199808.88,30.0,359942.66,0.04,14397706.5,60,8638623.9,51585.02,8000.0,87413.20718114858,82178.6900716483,8217869.00716483,410893.45035824156
2021,Delta,Cattle,167480,20.0,3349.61,1222606.75,30.0,366782.02,0.04,14671280.94,60,8802768.57,52565.2,8000.0,89580.40679638152,83740.18803814588,8374018.803814587,418700.9401907294
2021,Ebonyi,Cattle,139861,20.0,2797.23,1020989.53,30.0,306296.86,0.04,12251874.39,60,7351124.63,43896.8,8000.0,81386.81066905933,69930.78990507212,6993078.990507212,349653.9495253606
2021,Edo,Cattle,227221,20.0,4544.44,1658719.12,30.0,497615.73,0.04,19904629.4,60,11942777.64,71315.58,8000.0,119817.5006476524,113610.89837778617,11361089.837778617,568054.4918889309
2021,Ekiti,Cattle,108827,20.0,2176.55,794442.54,30.0,238332.76,0.04,9533310.43,60,5719986.26,34156.55,8000.0,100857.82756174359,54413.8723133894,5441387.231338941,272069.361566947
2021,Enugu,Cattle,102006,20.0,2040.13,744647.46,30.0,223394.24,0.04,8935769.54,60,5361461.72,32015.65,8000.0,113254.9405754284,51003.25080218752,5100325.080218752,255016.25401093758
2021,FCT,Cattle,207222,20.0,4144.45,1512724.15,39.0,589962.42,0.04,23598496.77,60,14159098.06,84550.2,11200.0,84597.31988238267,103611.24328616093,10361124.328616092,518056.21643080463
2021,Gombe,Cattle,562288,20.0,11245.76,4104703.36,30.0,1231411.01,0.04,49256440.33,60,29553864.2,176479.13,8000.0,116385.0727774637,281144.0658311894,28114406.583118938,1405720.329155947
2021,Imo,Cattle,94534,20.0,1890.69,690100.64,30.0,207030.19,0.04,8281207.69,60,4968724.62,29670.44,8000.0,113171.47197267023,47267.16720430579,4726716.720430579,236335.83602152896
2021,Jigawa,Cattle,1101614,20.0,22032.3,8041788.62,30.0,2412536.58,0.04,96501463.38,60,57900878.03,345751.62,8000.0,102870.89408193289,550807.4393889041,55080743.93889041,2754037.196944521
2021,Kaduna,Cattle,1631272,20.0,32625.44,11908286.75,39.0,4644231.83,0.04,185769273.34,60,111461564.0,665586.04,8000.0,97217.0964128396,815636.0789412996,81563607.89412996,4078180.394706498
2021,Kano,Cattle,1183812,20.0,23676.26,8641833.39,39.0,3370315.02,0.04,134812600.91,60,80887560.55,483015.21,11200.0,97383.83843434846,591906.3967077727,59190639.670777276,2959531.9835388637
2021,Katsina,Cattle,2160181,20.0,43203.62,15769322.08,30.0,4730796.62,0.04,189231864.97,60,113539118.98,677992.04,8000.0,104076.93724060527,1080090.553493536,108009055.34935361,5400452.76746768
2021,Kebbi,Cattle,2429655,20.0,48593.11,17736483.64,30.0,5320945.09,0.04,212837803.71,60,127702682.23,762568.9,8000.0,97735.20057516752,1214827.6467610279,121482764.67610279,6074138.23380514
2021,Kogi,Cattle,363216,20.0,7264.32,2651478.34,30.0,795443.5,0.04,31817740.07,60,19090644.04,113998.64,8000.0,105252.30212367955,181608.1054192389,18160810.54192389,908040.5270961946
2021,Kwara,Cattle,413853,20.0,8277.06,3021127.96,30.0,906338.39,0.04,36253535.53,60,21752121.32,129891.49,8000.0,108105.35092342066,206926.5726761291,20692657.267612908,1034632.8633806454
2021,Lagos,Cattle,48132,20.0,962.65,351365.97,39.0,137032.73,0.04,5481309.06,60,3288785.44,19638.78,11200.0,100494.55110183163,24066.162019344018,2406616.201934402,120330.81009672009
2021,Nasarawa,Cattle,563557,20.0,11271.14,4113966.95,30.0,1234190.08,0.04,49367603.35,60,29620562.01,176877.41,8000.0,95380.4531057925,281778.55793187086,28177855.793187086,1408892.7896593544
2021,Niger,Cattle,1114843,20.0,22296.87,8138356.41,30.0,2441506.92,0.04,97660276.86,60,58596166.12,349903.49,8000.0,106088.9703818189,557421.6715891126,55742167.15891126,2787108.3579455633
2021,Ogun,Cattle,276886,20.0,5537.74,2021274.94,39.0,788297.22,0.04,31531888.99,60,18919133.4,112974.47,8000.0,104026.04266193423,138443.48873568958,13844348.873568958,692217.4436784479
2021,Ondo,Cattle,213099,20.0,4261.99,1555627.49,30.0,466688.25,0.04,18667529.93,60,11200517.96,66883.22,8000.0,100250.64237980811,106549.8283767077,10654982.83767077,532749.1418835385
2021,Osun,Cattle,156487,20.0,3129.75,1142358.68,30.0,342707.61,0.04,13708304.2,60,8224982.52,49114.99,8000.0,82837.28864535094,78243.7454381753,7824374.54381753,391218.7271908765
2021,Oyo,Cattle,289827,20.0,5796.55,2115742.29,30.0,634722.69,0.04,25388907.46,60,15233344.48,90965.0,8000.0,94474.12372820555,144913.8553840595,14491385.538405951,724569.2769202975
2021,Plateau,Cattle,710072,20.0,14201.44,5183525.97,30.0,1555057.79,0.04,62202311.68,60,37321387.01,222862.42,8000.0,81825.94982009535,355036.0255474651,35503602.55474651,1775180.1277373254
2021,Rivers,Cattle,94285,20.0,1885.71,688282.61,39.0,268430.22,0.04,10737208.79,60,6442325.27,38469.96,11200.0,91072.57231165223,47142.64483114171,4714264.483114171,235713.22415570857
2021,Sokoto,Cattle,2801424,20.0,56028.49,20450400.59,30.0,6135120.18,0.04,245404807.03,60,147242884.22,879252.05,8000.0,93253.88028412203,1400712.368870669,140071236.8870669,7003561.844353345
2021,Taraba,Cattle,914702,20.0,18294.05,6677329.99,30.0,2003199.0,0.04,80127959.87,60,48076775.92,287087.58,8000.0,87843.90850953571,457351.3691346892,45735136.91346892,2286756.845673446
2021,Yobe,Cattle,837350,20.0,16747.0,6112656.51,30.0,1833796.95,0.04,73351878.12,60,44011126.87,262809.8,8000.0,91227.32862063897,418675.10342252697,41867510.342252694,2093375.5171126348
2021,Zamfara,Cattle,1735185,20.0,34703.71,12666855.93,30.0,3800056.78,0.04,152002271.18,60,91201362.71,544603.47,8000.0,100662.90513783916,867592.8720577708,86759287.20577708,4337964.360288855
2021,Abia,Goats,112457,1.5,168.69,61570.44,20.0,12314.09,0.035,430993.08,58,249975.99,1492.72,12000.0,80306.56130596901,11245.742474704412,562287.1237352205,44982.969898817646
2021,Adamawa,Goats,1585607,1.5,2378.41,868119.9,20.0,173623.98,0.035,6076839.29,58,3524566.79,21046.74,12000.0,81468.85450003284,158560.71198582242,7928035.599291121,634242.8479432897
2021,Akwa Ibom,Goats,143770,1.5,215.66,78714.3,20.0,15742.86,0.035,551000.07,58,319580.04,1908.35,12000.0,93554.42597355007,14377.040352887758,718852.0176443878,57508.16141155103
2021,Anambra,Goats,110293,1.5,165.44,60385.85,20.0,12077.17,0.035,422700.92,58,245166.53,1464.0,12000.0,102881.94573477203,11029.378213526012,551468.9106763005,44117.51285410405
2021,Bauchi,Goats,2125371,1.5,3188.06,1163640.69,20.0,232728.14,0.035,8145484.8,58,4724381.18,28211.36,12000.0,91739.55292832486,212537.11158055207,10626855.579027604,850148.4463222083
2021,Bayelsa,Goats,112980,1.5,169.47,61856.81,20.0,12371.36,0.035,432997.68,58,251138.65,1499.66,12000.0,95880.60164948767,11298.04773642026,564902.386821013,45192.19094568104
2021,Benue,Goats,577973,1.5,866.96,316440.59,20.0,63288.12,0.035,2215084.16,58,1284748.81,7671.8,12000.0,104682.66064471204,57797.36886162673,2889868.4430813366,231189.47544650693
2021,Borno,Goats,2249707,1.5,3374.56,1231714.91,20.0,246342.98,0.035,8622004.38,58,5000762.54,29861.75,12000.0,93808.92571206768,224970.76006591908,11248538.003295954,899883.0402636763
2021,Cross River,Goats,187477,1.5,281.22,102643.93,20.0,20528.79,0.035,718507.53,58,416734.37,2488.5,12000.0,114968.90098740703,18747.75029855948,937387.514927974,74991.00119423792
2021,Delta,Goats,207731,1.5,311.6,113733.02,20.0,22746.6,0.035,796131.12,58,461756.05,2757.35,12000.0,108090.35064126657,20773.153774214898,1038657.6887107448,83092.61509685959
2021,Ebonyi,Goats,159950,1.5,239.93,87573.08,20.0,17514.62,0.035,613011.54,58,355546.69,2123.13,12000.0,85259.56479591926,15995.082635165294,799754.1317582647,63980.330540661176
2021,Edo,Goats,248286,1.5,372.43,135936.61,20.0,27187.32,0.035,951556.25,58,551902.62,3295.65,12000.0,95783.04302390586,24828.603932701502,1241430.1966350751,99314.41573080601
2021,Ekiti,Goats,153561,1.5,230.34,84074.67,20.0,16814.93,0.035,588522.68,58,341343.16,2038.31,12000.0,96440.84301062183,15356.103917041157,767805.1958520578,61424.41566816463
2021,Enugu,Goats,146221,1.5,219.33,80056.44,20.0,16011.29,0.035,560395.05,58,325029.13,1940.89,12000.0,108561.30577867426,14622.180150912924,731109.0075456462,58488.720603651695
2021,FCT,Goats,318733,1.5,478.1,174506.47,26.0,45371.68,0.035,1588008.91,58,921045.17,5499.97,16800.0,92374.90871451129,31873.328535925993,1593666.4267962996,127493.31414370397
2021,Gombe,Goats,1565194,1.5,2347.79,856943.92,20.0,171388.78,0.035,5998607.43,58,3479192.31,20775.79,12000.0,118202.42045939955,156519.4372961061,7825971.864805304,626077.7491844244
2021,Imo,Goats,121749,1.5,182.62,66657.59,20.0,13331.52,0.035,466603.11,58,270629.8,1616.05,12000.0,80062.60420765892,12174.90167047492,608745.0835237459,48699.60668189968
2021,Jigawa,Goats,2395617,1.5,3593.43,1311600.64,20.0,262320.13,0.035,9181204.45,58,5325098.58,31798.51,12000.0,82045.41525768403,239561.75990535412,11978087.995267706,958247.0396214165
2021,Kaduna,Goats,1682289,1.5,2523.43,921053.73,26.0,239473.97,0.035,8381588.92,58,4861321.57,29029.09,12000.0,82380.98801391087,168228.99131100043,8411449.565550022,672915.9652440017
2021,Kano,Goats,2705011,1.5,4057.52,1480993.85,26.0,385058.4,0.035,13477043.99,58,7816685.52,46676.87,16800.0,107463.59653970427,270501.15900631755,13525057.950315878,1082004.6360252702
2021,Katsina,Goats,2739159,1.5,4108.74,1499690.02,20.0,299938.0,0.035,10497830.17,58,6088741.5,36358.55,12000.0,95353.55532179918,273915.98619559215,13695799.309779607,1095663.9447823686
2021,Kebbi,Goats,1996372,1.5,2994.56,1093013.71,20.0,218602.74,0.035,7651095.94,58,4437635.65,26499.08,12000.0,94762.12087043666,199637.20658072925,9981860.329036463,798548.826322917
2021,Kogi,Goats,432527,1.5,648.79,236809.05,20.0,47361.81,0.035,1657663.33,58,961444.73,5741.21,12000.0,96757.91160749902,43252.794004541414,2162639.7002270706,173011.17601816566
2021,Kwara,Goats,546122,1.5,819.18,299002.08,20.0,59800.42,0.035,2093014.55,58,1213948.44,7249.02,12000.0,82840.30658133022,54612.25169720755,2730612.584860377,218449.0067888302
2021,Lagos,Goats,76214,1.5,114.32,41727.27,26.0,10849.09,0.035,379718.18,58,220236.54,1315.13,16800.0,94190.85167343936,7621.419543432287,381070.97717161436,30485.67817372915
2021,Nasarawa,Goats,799933,1.5,1199.9,437963.69,20.0,87592.74,0.035,3065745.83,58,1778132.58,10618.01,12000.0,106742.90586891657,79993.3679607982,3999668.39803991,319973.4718431928
2021,Niger,Goats,1615745,1.5,2423.62,884620.4,20.0,176924.08,0.035,6192342.81,58,3591558.83,21446.78,12000.0,94476.7996335146,161574.50264818405,8078725.132409202,646298.0105927362
2021,Ogun,Goats,317844,1.5,476.77,174019.83,26.0,45245.16,0.035,1583580.43,58,918476.65,5484.63,12000.0,80405.24736110974,31784.44333714128,1589222.166857064,127137.77334856513
2021,Ondo,Goats,267076,1.5,400.62,146224.65,20.0,29244.93,0.035,1023572.58,58,593672.1,3545.08,12000.0,116531.47790304947,26707.699441329623,1335384.9720664811,106830.7977653185
2021,Osun,Goats,212683,1.5,319.02,116443.97,20.0,23288.79,0.035,815107.81,58,472762.53,2823.07,12000.0,114947.9437386538,21268.305628314454,1063415.2814157226,85073.22251325782
2021,Oyo,Goats,434634,1.5,651.95,237962.42,20.0,47592.48,0.035,1665736.94,58,966127.43,5769.17,12000.0,84822.33665614761,43463.45582147791,2173172.7910738955,173853.82328591164
2021,Plateau,Goats,907612,1.5,1361.42,496917.66,20.0,99383.53,0.035,3478423.59,58,2017485.68,12047.29,12000.0,82657.753774231,90761.21556240215,4538060.778120107,363044.8622496086
2021,Rivers,Goats,125647,1.5,188.47,68792.19,26.0,17885.97,0.035,626008.89,58,363085.16,2168.14,16800.0,85685.48495173831,12564.782811479221,628239.1405739611,50259.131245916884
2021,Sokoto,Goats,2869445,1.5,4304.17,1571021.36,20.0,314204.27,0.035,10997149.51,58,6378346.72,38087.91,12000.0,96881.37040510555,286944.54044248554,14347227.022124276,1147778.1617699421
2021,Taraba,Goats,1208350,1.5,1812.53,661571.77,20.0,132314.35,0.035,4631002.37,58,2685981.37,16039.18,12000.0,99440.01975190412,120835.02583288474,6041751.291644237,483340.10333153896
2021,Yobe,Goats,1937459,1.5,2906.19,1060759.06,20.0,212151.81,0.035,7425313.44,58,4306681.8,25717.09,12000.0,81749.56289235789,193745.9476777905,9687297.383889524,774983.790711162
2021,Zamfara,Goats,2058161,1.5,3087.24,1126843.18,20.0,225368.64,0.035,7887902.29,58,4574983.33,27319.24,12000.0,102345.69585801702,205816.1066989092,10290805.334945459,823264.4267956368
2021,Abia,Sheep,49981,2.0,99.96,36486.49,25.0,9121.62,0.038,346621.61,59,204506.75,1221.2,10000.0,109166.93950197792,7497.223062711275,399851.8966779347,29988.8922508451
2021,Adamawa,Sheep,964508,2.0,1929.02,704091.57,25.0,176022.89,0.038,6688869.89,59,3946433.24,23565.89,10000.0,113824.17451959627,144676.34949246165,7716071.972931289,578705.3979698466
2021,Akwa Ibom,Sheep,64303,2.0,128.61,46941.8,25.0,11735.45,0.038,445947.07,59,263108.77,1571.14,10000.0,97197.24309560593,9645.574674820755,514430.64932377357,38582.29869928302
2021,Anambra,Sheep,42708,2.0,85.42,31176.85,25.0,7794.21,0.038,296180.07,59,174746.24,1043.49,10000.0,91015.24697021674,6406.201865173266,341664.0994759075,25624.807460693064
2021,Bauchi,Sheep,1208883,2.0,2417.77,882485.3,25.0,220621.32,0.038,8383610.34,59,4946330.1,29536.71,10000.0,111559.40639683174,181332.5956819044,9671071.769701568,725330.3827276176
2021,Bayelsa,Sheep,40837,2.0,81.68,29811.48,25.0,7452.87,0.038,283209.03,59,167093.33,997.79,10000.0,111935.2136207341,6125.645929111719,326701.1162192917,24502.583716446876
2021,Benue,Sheep,332119,2.0,664.24,242446.98,25.0,60611.75,0.038,2303246.35,59,1358915.35,8114.68,10000.0,114302.49350645134,49817.873417535084,2656953.2489352045,199271.49367014033
2021,Borno,Sheep,1475924,2.0,2951.85,1077425.08,25.0,269356.27,0.038,10235538.27,59,6038967.58,36061.33,10000.0,97239.40882053185,221388.71535930183,11807398.152496098,885554.8614372073
2021,Cross River,Sheep,69622,2.0,139.25,50824.78,25.0,12706.2,0.038,482835.42,59,284872.9,1701.1,10000.0,103287.94986376456,10443.448168665573,556983.9023288306,41773.79267466229
2021,Delta,Sheep,80432,2.0,160.87,58715.94,25.0,14678.99,0.038,557801.46,59,329102.86,1965.22,10000.0,104042.96667200932,12064.919858370316,643462.3924464169,48259.679433481266
2021,Ebonyi,Sheep,64465,2.0,128.93,47060.16,25.0,11765.04,0.038,447071.54,59,263772.21,1575.1,10000.0,107536.20073968548,9669.89629844717,515727.802583849,38679.58519378868
2021,Edo,Sheep,100610,2.0,201.22,73445.86,25.0,18361.47,0.038,697735.7,59,411664.06,2458.23,10000.0,86674.4080679501,15091.615738214296,804886.1727047624,60366.46295285718
2021,Ekiti,Sheep,81412,2.0,162.83,59431.42,25.0,14857.85,0.038,564598.46,59,333113.09,1989.16,10000.0,85703.76576327634,12211.935065503198,651303.2034935039,48847.74026201279
2021,Enugu,Sheep,61188,2.0,122.38,44667.52,25.0,11166.88,0.038,424341.43,59,250361.44,1495.02,10000.0,93835.0984295143,9178.257231510988,489507.0523472527,36713.02892604395
2021,FCT,Sheep,144102,2.0,288.2,105194.51,32.5,34188.22,0.038,1299152.25,59,766499.83,4577.11,14000.0,81017.91039623003,21615.311066105114,1152816.5901922728,86461.24426442046
2021,Gombe,Sheep,856264,2.0,1712.53,625073.34,25.0,156268.33,0.038,5938196.7,59,3503536.05,20921.16,10000.0,105476.09269818972,128439.72676171066,6850118.760624569,513758.9070468426
2021,Imo,Sheep,44959,2.0,89.92,32820.46,25.0,8205.11,0.038,311794.35,59,183958.67,1098.5,10000.0,82868.47555390604,6743.929724881056,359676.25199365633,26975.718899524225
