Participant_ID,Country,Age,Gender,Education,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Fraud_Incidents,Fraud_Types,Fraud_Amount,Fraud_Resolution,Tech_Adoption,Risk_Tolerance,Financial_Literacy,Trust_Banking,Mobile_Usage,Internet_Quality,Employment_Status,Marital_Status,Urban_Rural,Data_Collection_Date
1285,Nigeria,29,2,2,4,1,3,2,0,0,,0.0,0,3.9,2.9,3.4,2.5,4.2,1.8,2,2,1,2025-10-26
1286,Nigeria,39,2,4,6,2,2,2,1,1,Card Fraud,10000.0,1,5.0,2.7,3.8,3.5,4.0,2.6,3,2,1,2025-10-26
1287,Nigeria,42,2,3,3,1,12,2,0,0,,0.0,0,4.4,3.6,3.3,5.0,4.4,3.5,4,3,1,2025-10-26
1288,Nigeria,46,2,3,2,1,7,2,0,0,,0.0,0,3.1,3.8,2.1,3.4,4.1,4.0,3,2,2,2025-10-26
1289,Nigeria,56,1,1,3,1,3,4,0,0,,0.0,0,2.5,2.5,3.8,3.2,4.6,2.1,1,2,1,2025-10-26
1290,Nigeria,41,1,3,4,2,1,1,1,3,Card Fraud; ATM Skimming; Mobile Banking Fraud,10000.0,1,5.0,4.2,2.3,3.6,4.0,3.7,1,1,1,2025-10-26
1291,Nigeria,22,1,5,4,2,6,3,0,0,,0.0,0,5.0,1.8,2.7,2.8,4.4,2.7,1,1,1,2025-10-26
1292,Nigeria,31,1,3,1,3,5,4,1,1,ATM Skimming,217607.03,1,3.1,1.9,3.7,3.3,4.2,3.6,1,2,1,2025-10-26
1293,Nigeria,38,2,4,3,3,11,5,0,0,,0.0,0,4.9,2.7,4.0,3.6,3.9,2.5,1,2,1,2025-10-26
1294,Ghana,59,2,3,2,1,18,3,0,0,,0.0,0,2.9,2.8,2.8,4.2,3.8,1.9,1,1,2,2025-10-26
1295,Ghana,18,1,3,5,3,1,3,0,0,,0.0,0,4.2,2.8,3.4,4.4,4.6,2.3,1,1,1,2025-10-26
1296,Nigeria,49,1,4,2,3,1,3,0,0,,0.0,0,4.7,2.6,4.4,3.9,4.3,2.1,1,2,1,2025-10-26
1297,Nigeria,37,1,6,4,3,2,3,0,0,,0.0,0,3.6,2.5,3.7,4.4,4.5,2.5,1,1,1,2025-10-26
1298,Nigeria,45,2,2,2,2,2,1,0,0,,0.0,0,4.4,2.8,2.9,4.5,4.6,3.0,5,2,2,2025-10-26
1299,Ghana,33,2,1,3,1,1,2,0,0,,0.0,0,3.8,2.6,3.6,4.1,3.7,3.1,5,3,2,2025-10-26
1300,Ghana,24,2,4,5,1,10,3,0,0,,0.0,0,3.7,3.5,2.9,3.1,3.9,3.5,1,3,1,2025-10-26
1301,Nigeria,44,2,5,2,2,1,2,0,0,,0.0,0,3.8,3.0,4.9,2.4,3.8,2.6,4,1,2,2025-10-26
1302,Ghana,42,1,6,1,1,15,4,0,0,,0.0,0,4.6,2.8,3.7,2.7,4.5,3.5,2,1,2,2025-10-26
1303,Nigeria,46,1,4,1,3,1,4,0,0,,0.0,0,3.7,2.9,3.5,4.5,4.0,3.7,3,1,1,2025-10-26
1304,Nigeria,34,1,4,3,2,5,2,0,0,,0.0,0,4.1,3.8,4.7,3.0,4.1,3.0,2,1,1,2025-10-26
1305,Ghana,27,1,4,4,2,1,3,1,2,Online Banking Fraud; ATM Skimming,20085.25,1,5.0,2.7,4.4,4.2,3.5,3.9,5,1,2,2025-10-26
1306,Ghana,18,2,4,3,1,1,1,0,0,,0.0,0,4.4,2.1,2.4,3.4,4.4,4.0,2,2,2,2025-10-26
1307,Ghana,44,2,4,4,3,3,4,0,0,,0.0,0,2.2,2.3,3.9,4.4,4.4,3.4,1,1,1,2025-10-26
1308,Ghana,40,2,5,1,3,22,4,1,2,Phishing; Card Fraud,998.98,1,4.1,2.8,3.3,4.6,4.3,2.2,3,2,2,2025-10-26
1309,Nigeria,23,1,4,5,3,2,2,0,0,,0.0,0,4.3,3.3,4.0,3.5,4.1,3.2,2,2,2,2025-10-26
1310,Ghana,28,1,4,4,2,2,1,0,0,,0.0,0,5.0,3.6,5.0,4.2,4.5,3.0,1,2,2,2025-10-26
1311,Nigeria,29,1,4,6,2,2,4,0,0,,0.0,0,4.8,4.2,4.3,3.1,4.0,3.7,2,2,1,2025-10-26
1312,Ghana,18,2,4,5,2,2,2,0,0,,0.0,0,5.0,3.5,3.0,3.3,4.7,4.5,3,1,1,2025-10-26
1313,Nigeria,25,2,4,3,2,9,1,0,0,,0.0,0,5.0,2.4,4.0,4.0,4.4,2.8,1,2,1,2025-10-26
1314,Ghana,21,1,4,3,1,8,3,0,0,,0.0,0,4.1,2.9,3.5,4.1,3.4,3.6,5,3,1,2025-10-26
1315,Nigeria,30,2,1,4,1,2,2,0,0,,0.0,0,3.2,1.5,3.0,3.8,3.9,3.5,4,2,2,2025-10-26
1316,Ghana,26,2,2,2,1,16,3,1,2,ATM Skimming; Card Fraud,1386.55,1,5.0,2.8,2.7,3.0,4.2,2.9,2,1,1,2025-10-26
1317,Nigeria,18,1,4,3,1,3,1,0,0,,0.0,0,3.0,2.6,3.6,3.3,3.7,3.0,1,2,1,2025-10-26
1318,Ghana,59,2,5,2,3,4,5,0,0,,0.0,0,3.9,1.4,4.0,4.6,4.5,2.4,2,3,1,2025-10-26
1319,Nigeria,50,1,3,3,1,14,2,0,0,,0.0,0,3.0,4.5,1.6,4.9,3.0,3.8,1,4,1,2025-10-26
1320,Nigeria,25,2,4,3,1,1,3,0,0,,0.0,0,4.0,2.7,3.5,4.6,4.4,4.3,3,1,1,2025-10-26
1321,Nigeria,38,2,3,2,1,4,4,0,0,,0.0,0,3.5,1.5,2.9,3.2,4.3,3.1,1,1,1,2025-10-26
1322,Nigeria,40,3,2,1,1,2,4,0,0,,0.0,0,3.9,2.8,3.2,3.1,3.0,2.4,3,3,2,2025-10-26
1323,Ghana,49,1,6,4,1,14,2,0,0,,0.0,0,3.9,4.2,2.8,4.7,4.1,3.7,2,1,2,2025-10-26
1324,Nigeria,25,1,5,1,1,1,5,0,0,,0.0,0,5.0,4.3,3.8,3.9,3.8,2.0,2,1,1,2025-10-26
1325,Ghana,48,1,2,6,3,30,3,0,0,,0.0,0,2.8,3.0,3.0,3.9,4.7,3.2,1,2,1,2025-10-26
1326,Nigeria,28,1,4,2,3,4,3,1,2,Online Banking Fraud; Phishing,10000.0,1,4.0,3.1,4.3,4.1,3.6,2.7,2,2,2,2025-10-26
1327,Nigeria,18,2,3,4,3,1,2,0,0,,0.0,0,2.7,3.9,1.5,3.3,4.4,2.6,2,3,2,2025-10-26
1328,Ghana,43,2,6,3,1,12,2,1,2,Card Fraud; ATM Skimming,274.49,1,5.0,2.9,3.3,4.3,4.5,3.7,5,2,2,2025-10-26
1329,Ghana,50,1,3,1,1,30,2,1,2,Card Fraud; Social Engineering,254.27,1,2.9,3.3,1.9,4.5,3.8,3.8,2,2,1,2025-10-26
1330,Nigeria,65,1,3,3,1,7,4,1,1,Online Banking Fraud,1882829.69,1,2.8,3.6,3.1,4.4,4.6,3.0,3,1,1,2025-10-26
1331,Nigeria,20,1,4,3,1,7,1,0,0,,0.0,0,4.5,2.2,3.3,4.2,3.8,3.7,2,4,2,2025-10-26
1332,Ghana,43,1,5,5,2,1,2,0,0,,0.0,0,5.0,4.1,3.9,3.5,4.7,3.8,1,2,1,2025-10-26
1333,Nigeria,30,1,2,4,2,7,3,0,0,,0.0,0,3.4,2.4,2.2,4.0,5.0,2.6,1,2,1,2025-10-26
1334,Ghana,44,1,4,1,3,8,1,1,3,Phishing; Mobile Banking Fraud; Card Fraud,100.0,1,4.4,2.6,3.3,5.0,4.5,3.4,3,2,2,2025-10-26
1335,Ghana,18,2,2,2,1,18,3,0,0,,0.0,0,3.3,3.1,1.0,4.3,4.3,3.4,2,2,1,2025-10-26
1336,Ghana,19,1,5,3,3,1,2,0,0,,0.0,0,5.0,3.7,2.7,4.7,3.8,3.2,4,2,2,2025-10-26
1337,Nigeria,25,2,2,2,1,3,2,0,0,,0.0,0,3.1,3.5,2.1,3.6,4.9,3.4,5,1,1,2025-10-26
1338,Ghana,35,2,5,3,1,8,2,0,0,,0.0,0,4.1,3.0,3.6,3.2,4.4,2.0,1,2,1,2025-10-26
1339,Nigeria,27,1,4,6,1,9,3,0,0,,0.0,0,4.0,3.2,4.0,4.6,3.8,3.0,1,2,1,2025-10-26
1340,Nigeria,42,2,3,3,2,1,4,0,0,,0.0,0,3.1,3.8,3.5,3.5,4.7,3.2,1,2,1,2025-10-26
1341,Nigeria,47,2,6,4,2,7,2,0,0,,0.0,0,3.4,3.0,3.6,4.2,4.1,3.5,1,4,1,2025-10-26
1342,Nigeria,42,2,6,4,1,3,3,1,4,ATM Skimming; Phishing; Online Banking Fraud,10000.0,2,2.9,2.4,4.3,5.0,4.3,3.9,3,2,2,2025-10-26
1343,Ghana,54,1,4,4,2,3,1,0,0,,0.0,0,5.0,2.6,4.5,4.2,3.8,3.4,1,2,1,2025-10-26
1344,Ghana,39,1,2,2,2,4,3,0,0,,0.0,0,2.4,3.6,3.7,4.4,3.5,4.1,4,2,2,2025-10-26
1345,Ghana,20,2,4,4,1,30,3,0,0,,0.0,0,4.3,2.4,3.8,3.1,3.6,3.9,1,2,1,2025-10-26
1346,Nigeria,51,2,4,5,1,13,2,0,0,,0.0,0,3.7,1.9,4.0,3.1,3.8,3.2,1,1,1,2025-10-26
1347,Nigeria,27,1,4,2,2,1,1,1,4,ATM Skimming; Card Fraud; Online Banking Fraud,15345.2,2,3.7,2.8,3.4,4.3,4.3,1.9,2,2,1,2025-10-26
1348,Nigeria,45,1,4,3,1,3,1,0,0,,0.0,0,2.9,2.9,4.2,3.2,3.9,3.9,3,2,2,2025-10-26
1349,Ghana,53,1,1,6,1,11,4,0,0,,0.0,0,2.4,3.6,2.8,2.9,3.6,3.6,3,1,1,2025-10-26
1350,Nigeria,40,1,4,4,3,14,3,0,0,,0.0,0,3.5,2.0,4.8,3.0,3.5,2.8,1,1,2,2025-10-26
1351,Ghana,18,2,4,2,3,5,3,0,0,,0.0,0,5.0,3.2,3.6,4.1,4.6,2.7,5,1,1,2025-10-26
1352,Nigeria,23,1,2,3,2,1,3,0,0,,0.0,0,5.0,3.8,2.4,3.4,3.9,1.0,1,2,1,2025-10-26
1353,Nigeria,50,1,4,3,1,1,1,0,0,,0.0,0,3.2,2.4,4.8,4.1,3.0,4.5,4,2,2,2025-10-26
1354,Ghana,32,2,4,3,1,17,5,0,0,,0.0,0,2.8,3.1,3.7,3.1,4.0,3.7,1,2,1,2025-10-26
1355,Nigeria,35,1,4,3,1,2,2,0,0,,0.0,0,2.3,1.5,4.0,4.3,3.8,2.1,3,3,1,2025-10-26
1356,Ghana,44,2,2,2,3,1,5,0,0,,0.0,0,2.7,3.6,4.2,3.5,4.1,2.6,2,1,1,2025-10-26
1357,Ghana,43,2,4,4,2,6,3,0,0,,0.0,0,3.8,3.6,4.2,3.0,3.7,3.3,3,1,2,2025-10-26
1358,Nigeria,38,1,3,4,2,2,4,0,0,,0.0,0,4.0,3.0,3.7,3.6,4.6,3.6,1,3,1,2025-10-26
1359,Nigeria,32,2,4,5,3,7,3,0,0,,0.0,0,3.5,2.1,4.9,4.0,3.9,3.5,2,2,1,2025-10-26
1360,Nigeria,31,2,5,2,3,21,3,0,0,,0.0,0,3.1,3.5,3.7,4.3,3.9,3.5,5,2,1,2025-10-26
1361,Ghana,45,1,4,4,1,1,4,0,0,,0.0,0,3.1,2.8,4.5,3.0,3.8,2.9,1,2,1,2025-10-26
1362,Nigeria,41,1,2,2,1,1,2,0,0,,0.0,0,2.4,1.1,2.8,3.7,4.2,2.9,1,1,1,2025-10-26
1363,Ghana,31,2,4,3,2,2,2,0,0,,0.0,0,4.1,3.5,5.0,2.7,4.2,3.6,3,2,1,2025-10-26
1364,Ghana,47,2,6,5,1,11,5,0,0,,0.0,0,4.6,3.8,4.9,2.4,3.8,3.5,2,2,2,2025-10-26
1365,Ghana,33,2,2,3,1,1,3,0,0,,0.0,0,3.4,3.9,3.4,4.8,4.0,3.9,1,1,2,2025-10-26
1366,Nigeria,24,1,5,2,3,12,4,0,0,,0.0,0,4.4,2.1,4.1,4.6,3.9,4.3,3,3,1,2025-10-26
1367,Ghana,25,2,4,2,3,1,1,0,0,,0.0,0,4.8,1.7,3.1,4.2,4.4,3.6,2,1,1,2025-10-26
1368,Ghana,23,1,5,3,2,5,3,0,0,,0.0,0,5.0,2.7,4.5,2.5,3.4,3.1,3,1,1,2025-10-26
1369,Nigeria,31,2,3,4,3,12,4,0,0,,0.0,0,4.1,3.4,2.5,3.7,3.8,1.8,5,2,2,2025-10-26
1370,Nigeria,49,2,3,6,1,1,4,0,0,,0.0,0,3.5,2.3,3.2,3.8,3.9,3.1,1,1,1,2025-10-26
1371,Ghana,25,1,5,4,1,1,5,0,0,,0.0,0,4.2,1.9,3.1,3.4,4.7,3.0,1,2,1,2025-10-26
1372,Nigeria,37,2,3,5,3,1,4,0,0,,0.0,0,2.5,3.5,3.5,4.9,4.6,3.3,4,1,1,2025-10-26
1373,Ghana,27,2,2,4,1,2,3,0,0,,0.0,0,2.8,2.8,4.0,4.1,4.2,3.8,3,3,1,2025-10-26
1374,Nigeria,31,2,4,5,2,1,2,0,0,,0.0,0,5.0,3.4,4.3,2.9,3.5,4.3,1,1,1,2025-10-26
1375,Nigeria,18,1,2,1,1,30,3,0,0,,0.0,0,3.4,3.0,2.7,2.5,4.0,3.2,1,3,2,2025-10-26
1376,Ghana,32,2,5,5,1,1,3,1,2,Card Fraud; Mobile Banking Fraud,100.0,3,2.4,2.9,3.9,4.2,4.9,3.8,4,1,1,2025-10-26
1377,Nigeria,32,2,4,3,2,5,2,1,4,Social Engineering; ATM Skimming; Online Banking Fraud,10000.0,1,2.8,3.0,4.1,4.0,3.9,2.5,2,1,1,2025-10-26
1378,Nigeria,41,1,5,5,3,4,2,0,0,,0.0,0,5.0,2.7,3.8,4.5,4.1,1.9,4,2,1,2025-10-26
1379,Nigeria,37,1,5,1,1,5,5,0,0,,0.0,0,2.7,2.7,5.0,4.5,4.1,3.9,5,2,2,2025-10-26
1380,Nigeria,20,1,2,4,2,2,1,0,0,,0.0,0,4.0,2.2,3.0,3.8,3.6,4.0,1,2,2,2025-10-26
1381,Nigeria,48,2,3,4,1,5,4,0,0,,0.0,0,4.0,3.3,2.8,3.6,3.6,2.7,5,2,1,2025-10-26
1382,Nigeria,37,2,5,6,2,1,1,0,0,,0.0,0,3.5,3.9,4.0,4.0,3.6,1.5,3,3,1,2025-10-26
1383,Ghana,37,1,3,4,1,20,3,0,0,,0.0,0,3.4,2.6,4.7,4.4,3.9,4.5,4,4,2,2025-10-26
1384,Nigeria,34,2,6,3,1,3,1,0,0,,0.0,0,5.0,4.3,4.2,3.9,4.2,4.0,3,2,1,2025-10-26
1385,Ghana,28,1,4,3,1,12,5,1,1,ATM Skimming,375.3,3,5.0,3.3,4.9,3.7,4.1,3.4,1,1,1,2025-10-26
1386,Nigeria,37,2,1,3,2,1,3,0,0,,0.0,0,3.6,3.2,2.7,4.1,4.3,3.9,2,1,1,2025-10-26
1387,Ghana,40,1,5,2,2,1,4,0,0,,0.0,0,4.5,3.5,4.3,3.8,5.0,3.5,2,1,2,2025-10-26
1388,Nigeria,18,1,2,2,3,5,3,0,0,,0.0,0,3.2,3.7,2.1,3.7,5.0,3.2,5,1,1,2025-10-26
1389,Ghana,28,1,2,2,2,3,1,0,0,,0.0,0,4.5,2.7,2.7,3.8,4.0,2.4,2,3,1,2025-10-26
1390,Nigeria,31,1,4,3,1,1,4,1,1,Account Takeover,10000.0,1,4.5,3.4,4.5,3.3,4.5,4.0,1,2,2,2025-10-26
1391,Nigeria,38,2,5,5,1,6,4,1,1,Account Takeover,10000.0,1,2.4,3.7,3.5,3.4,4.3,1.6,3,2,1,2025-10-26
1392,Nigeria,49,2,4,5,1,11,3,0,0,,0.0,0,4.0,2.7,3.3,3.0,4.5,4.4,1,4,1,2025-10-26
1393,Nigeria,25,1,3,1,1,3,5,0,0,,0.0,0,3.3,3.0,2.9,4.1,4.5,4.5,5,1,1,2025-10-26
1394,Nigeria,29,1,3,1,2,1,5,1,1,Phishing,10000.0,1,5.0,2.5,2.7,3.6,3.7,1.0,2,2,2,2025-10-26
1395,Nigeria,28,1,3,2,2,1,1,0,0,,0.0,0,5.0,2.7,2.8,3.9,5.0,4.2,5,2,2,2025-10-26
1396,Ghana,25,2,3,2,1,7,3,0,0,,0.0,0,3.2,2.8,1.4,4.0,4.8,3.3,1,2,1,2025-10-26
1397,Nigeria,30,2,3,1,1,4,2,0,0,,0.0,0,2.9,2.4,2.2,3.0,4.5,3.3,2,1,1,2025-10-26
1398,Nigeria,44,1,4,3,1,5,2,0,0,,0.0,0,4.2,3.0,4.1,4.3,4.3,1.9,1,2,1,2025-10-26
1399,Ghana,22,2,5,3,2,8,1,0,0,,0.0,0,5.0,3.2,3.4,3.6,4.2,3.3,3,2,1,2025-10-26
1400,Ghana,40,1,3,3,1,1,3,0,0,,0.0,0,1.0,3.3,3.5,3.5,4.1,2.7,2,2,1,2025-10-26
1401,Nigeria,18,2,2,3,2,2,2,1,1,Social Engineering,10000.0,3,5.0,2.4,2.0,3.6,4.4,2.4,2,2,2,2025-10-26
1402,Nigeria,28,2,5,3,1,2,2,0,0,,0.0,0,5.0,2.6,3.9,3.6,4.1,4.0,1,2,1,2025-10-26
1403,Nigeria,31,2,4,4,2,1,3,0,0,,0.0,0,4.7,3.6,4.0,5.0,4.2,3.8,1,2,1,2025-10-26
1404,Ghana,55,2,5,4,2,1,2,1,1,Social Engineering,163.75,1,5.0,2.6,3.9,4.1,4.0,4.1,1,3,1,2025-10-26
1405,Ghana,31,2,2,3,3,1,2,0,0,,0.0,0,4.0,3.6,3.4,3.9,3.9,3.1,4,1,1,2025-10-26
1406,Nigeria,18,2,2,1,1,8,2,1,2,Account Takeover; Phishing,10000.0,1,3.7,2.5,1.8,4.6,5.0,2.4,3,1,1,2025-10-26
1407,Ghana,18,2,4,2,3,8,4,0,0,,0.0,0,4.7,3.3,3.8,3.2,4.1,2.3,3,1,1,2025-10-26
1408,Ghana,35,1,4,2,1,14,2,0,0,,0.0,0,3.5,3.5,4.7,3.4,3.9,4.0,1,1,1,2025-10-26
1409,Nigeria,42,1,4,3,1,19,1,1,1,Account Takeover,10000.0,3,3.5,1.1,3.5,3.2,4.1,4.5,1,3,1,2025-10-26
1410,Ghana,39,1,4,2,3,4,5,0,0,,0.0,0,3.0,3.6,4.2,4.2,3.5,4.5,1,2,1,2025-10-26
1411,Nigeria,37,2,2,3,2,4,1,0,0,,0.0,0,4.1,3.9,3.2,3.7,4.5,3.0,2,3,2,2025-10-26
1412,Nigeria,48,1,4,2,2,4,3,1,5,Mobile Banking Fraud; Phishing; Account Takeover,14604.74,1,5.0,2.8,4.4,3.8,4.1,3.4,2,3,1,2025-10-26
1413,Nigeria,28,1,4,4,1,4,3,0,0,,0.0,0,3.3,3.2,4.0,3.8,3.9,3.2,1,1,1,2025-10-26
1414,Nigeria,45,1,3,1,1,4,4,0,0,,0.0,0,3.5,2.4,3.9,3.9,3.8,3.7,1,2,1,2025-10-26
1415,Nigeria,18,1,4,3,1,4,5,1,2,Mobile Banking Fraud; Account Takeover,10000.0,1,4.3,3.3,4.8,3.5,3.3,4.4,2,2,2,2025-10-26
1416,Ghana,24,2,4,2,1,7,4,0,0,,0.0,0,5.0,4.7,3.9,4.5,5.0,3.1,3,3,2,2025-10-26
1417,Nigeria,18,2,3,1,2,3,3,0,0,,0.0,0,5.0,1.5,2.7,2.5,4.2,2.6,4,2,2,2025-10-26
1418,Nigeria,31,2,3,5,1,6,4,0,0,,0.0,0,2.3,2.6,3.0,2.0,5.0,2.8,3,1,2,2025-10-26
1419,Nigeria,34,2,3,4,1,1,4,0,0,,0.0,0,2.5,3.6,2.2,3.9,3.9,3.0,1,1,1,2025-10-26
1420,Ghana,36,2,1,1,2,1,4,0,0,,0.0,0,3.6,3.9,2.1,3.5,4.3,4.0,2,2,1,2025-10-26
1421,Nigeria,35,1,4,4,2,10,4,0,0,,0.0,0,4.1,2.0,3.3,4.5,4.4,2.9,1,1,2,2025-10-26
1422,Nigeria,23,1,5,4,2,4,3,1,2,Online Banking Fraud; Card Fraud,10000.0,1,4.7,2.6,3.7,4.1,4.3,2.3,2,2,2,2025-10-26
1423,Nigeria,32,2,3,3,3,12,2,0,0,,0.0,0,3.3,2.6,2.9,4.4,3.8,2.3,1,1,2,2025-10-26
1424,Nigeria,18,1,1,3,1,2,4,0,0,,0.0,0,2.8,2.5,3.4,3.2,3.2,2.1,1,2,2,2025-10-26
1425,Ghana,51,1,6,5,3,5,3,0,0,,0.0,0,2.9,2.9,2.5,4.6,5.0,3.4,2,1,2,2025-10-26
1426,Ghana,31,2,3,2,3,2,1,0,0,,0.0,0,2.4,2.0,3.0,4.0,3.7,4.2,1,2,1,2025-10-26
1427,Nigeria,29,1,2,3,2,7,3,1,4,Card Fraud; Mobile Banking Fraud; ATM Skimming,10000.0,1,4.9,2.8,3.3,3.5,5.0,3.3,4,1,1,2025-10-26
1428,Ghana,54,1,3,3,1,1,3,0,0,,0.0,0,2.9,2.3,3.5,3.5,3.8,3.9,1,2,2,2025-10-26
1429,Ghana,20,1,4,4,3,8,3,0,0,,0.0,0,3.8,3.0,3.6,4.4,4.8,2.7,1,2,2,2025-10-26
1430,Ghana,21,1,3,5,1,19,2,1,2,ATM Skimming; Card Fraud,132.09,1,2.8,2.5,2.7,3.5,4.4,2.7,4,1,2,2025-10-26
1431,Nigeria,21,1,4,4,1,13,5,0,0,,0.0,0,2.7,2.9,3.6,4.1,4.4,3.1,1,3,1,2025-10-26
1432,Nigeria,34,1,3,4,2,2,2,0,0,,0.0,0,5.0,2.3,3.3,3.8,3.8,4.0,1,1,1,2025-10-26
1433,Nigeria,40,2,2,6,1,1,3,1,2,Card Fraud; ATM Skimming,10000.0,1,2.8,3.7,3.0,3.2,3.9,3.7,1,2,1,2025-10-26
1434,Ghana,43,2,3,4,1,17,2,0,0,,0.0,0,5.0,2.8,4.3,3.4,3.9,3.0,4,1,1,2025-10-26
1435,Nigeria,65,1,4,4,2,2,3,0,0,,0.0,0,5.0,3.0,4.3,2.7,4.1,4.8,1,2,1,2025-10-26
1436,Nigeria,18,2,4,6,1,16,3,0,0,,0.0,0,5.0,2.9,3.6,2.3,4.0,1.4,2,1,1,2025-10-26
1437,Nigeria,42,1,2,1,2,3,1,0,0,,0.0,0,4.8,3.0,2.6,4.1,3.8,3.0,1,2,2,2025-10-26
1438,Ghana,28,1,2,4,2,2,4,1,1,Phishing,248.74,3,4.6,3.0,2.8,3.5,3.6,3.6,3,1,1,2025-10-26
1439,Nigeria,27,1,4,4,3,1,1,0,0,,0.0,0,3.5,3.6,4.9,3.3,3.6,2.8,1,2,1,2025-10-26
1440,Ghana,27,2,5,5,1,30,1,0,0,,0.0,0,3.2,2.8,2.5,4.0,4.3,3.9,3,1,1,2025-10-26
1441,Ghana,24,1,3,5,2,2,3,0,0,,0.0,0,5.0,2.5,2.5,3.3,3.6,3.4,1,2,1,2025-10-26
1442,Nigeria,55,2,4,4,1,2,3,1,4,ATM Skimming; Account Takeover; Phishing,10000.0,3,3.7,3.0,4.0,3.5,3.5,1.8,2,1,1,2025-10-26
1443,Ghana,45,2,2,5,1,1,1,0,0,,0.0,0,3.5,2.6,3.3,2.9,4.1,3.4,2,1,2,2025-10-26
1444,Nigeria,35,2,3,3,2,1,2,0,0,,0.0,0,4.7,2.9,3.2,3.9,2.9,3.1,1,2,1,2025-10-26
1445,Ghana,51,2,1,1,1,1,3,0,0,,0.0,0,3.3,2.3,3.9,3.8,4.0,4.1,1,2,2,2025-10-26
1446,Nigeria,18,2,5,1,1,9,1,0,0,,0.0,0,3.6,3.7,3.6,3.8,4.0,4.1,2,2,1,2025-10-26
1447,Ghana,19,1,3,3,3,1,5,0,0,,0.0,0,4.3,2.5,2.5,3.9,4.3,2.9,4,1,1,2025-10-26
1448,Ghana,18,1,5,3,3,9,5,0,0,,0.0,0,3.8,3.8,4.1,4.3,4.2,4.7,5,3,1,2025-10-26
1449,Ghana,26,2,4,3,1,1,2,0,0,,0.0,0,4.1,3.0,4.9,2.8,3.4,3.2,2,2,1,2025-10-26
1450,Ghana,36,2,5,3,1,2,3,0,0,,0.0,0,4.1,3.6,4.4,5.0,3.9,3.1,1,2,1,2025-10-26
1451,Nigeria,36,1,3,5,1,3,2,0,0,,0.0,0,3.0,2.5,3.6,3.7,4.3,2.7,5,1,1,2025-10-26
1452,Ghana,36,1,2,3,2,12,2,0,0,,0.0,0,2.5,1.6,2.9,4.7,4.2,2.1,1,2,1,2025-10-26
1453,Ghana,18,1,6,5,1,3,4,0,0,,0.0,0,4.8,1.8,3.6,3.5,3.6,3.2,1,2,1,2025-10-26
1454,Nigeria,44,1,4,5,1,25,3,0,0,,0.0,0,4.5,4.8,4.9,2.9,4.2,4.0,5,1,1,2025-10-26
1455,Nigeria,37,1,5,3,1,29,5,0,0,,0.0,0,2.0,2.6,4.3,3.2,4.5,3.4,1,3,1,2025-10-26
1456,Ghana,43,2,1,3,2,1,3,1,1,Account Takeover,122.93,1,3.2,3.8,2.9,3.7,3.5,3.7,3,2,1,2025-10-26
1457,Ghana,18,2,3,4,1,3,2,0,0,,0.0,0,5.0,2.1,2.5,3.6,3.0,3.7,1,1,1,2025-10-26
1458,Ghana,38,1,4,4,2,4,2,0,0,,0.0,0,4.7,3.1,4.6,4.8,4.9,4.4,3,2,2,2025-10-26
1459,Nigeria,20,2,2,3,3,1,1,1,3,Card Fraud; Phishing; Account Takeover,10000.0,1,3.5,3.2,3.2,3.5,4.2,2.3,5,2,2,2025-10-26
1460,Ghana,30,2,4,2,2,5,5,1,3,Account Takeover; Phishing; Mobile Banking Fraud,117.31,3,4.2,5.0,3.5,3.3,3.8,4.1,5,2,1,2025-10-26
1461,Nigeria,41,1,3,2,2,1,5,1,3,Online Banking Fraud; ATM Skimming; Account Takeover,10000.0,2,3.2,2.8,3.2,3.9,3.8,3.1,1,1,1,2025-10-26
1462,Ghana,36,1,1,2,3,1,3,0,0,,0.0,0,2.8,2.5,3.0,3.2,4.1,3.0,3,1,2,2025-10-26
1463,Nigeria,24,2,3,2,2,1,5,1,1,ATM Skimming,10000.0,1,5.0,3.2,2.5,3.5,4.5,3.4,3,2,1,2025-10-26
1464,Ghana,35,2,3,2,1,7,2,0,0,,0.0,0,3.0,2.4,3.8,3.8,3.2,3.6,4,1,1,2025-10-26
1465,Ghana,18,1,2,4,2,4,1,0,0,,0.0,0,5.0,3.3,2.4,4.0,3.8,2.9,1,1,1,2025-10-26
1466,Nigeria,48,3,4,6,1,24,4,1,2,Online Banking Fraud; Social Engineering,10000.0,1,4.9,3.0,3.7,3.7,4.8,2.1,1,2,1,2025-10-26
1467,Ghana,32,1,3,4,2,1,2,0,0,,0.0,0,3.5,2.5,2.5,4.9,4.4,3.2,1,1,2,2025-10-26
1468,Nigeria,48,1,3,5,2,5,1,1,2,ATM Skimming; Card Fraud,10000.0,1,4.2,3.3,2.9,3.0,4.4,2.6,3,2,1,2025-10-26
1469,Ghana,28,1,5,4,2,1,1,0,0,,0.0,0,5.0,3.1,3.6,3.3,4.2,4.4,4,2,1,2025-10-26
1470,Ghana,28,1,4,4,2,1,1,0,0,,0.0,0,4.3,3.5,3.5,4.1,4.2,3.4,1,2,1,2025-10-26
1471,Nigeria,25,2,3,3,2,2,3,0,0,,0.0,0,4.6,4.2,2.0,3.6,3.8,2.7,2,1,2,2025-10-26
