participant_id,age,gender,education,income,tech_savviness,banking_frequency,previous_incidents,t1_attitudes_1,t1_attitudes_2,t1_attitudes_3,t1_attitudes_mean,t1_subjective_norms_1,t1_subjective_norms_2,t1_subjective_norms_3,t1_subjective_norms_mean,t1_pbc_1,t1_pbc_2,t1_pbc_3,t1_pbc_mean,t1_intentions_1,t1_intentions_2,t1_intentions_3,t1_intentions_mean,srb_1_check_statements,srb_2_strong_passwords,srb_3_two_factor_auth,srb_4_logout_properly,srb_5_verify_alerts,srb_total_mean,obj_scenario_1_phishing_sms,obj_score_1_phishing_sms,obj_scenario_2_fake_email,obj_score_2_fake_email,obj_scenario_3_public_wifi,obj_score_3_public_wifi,obj_scenario_4_password_sharing,obj_score_4_password_sharing,obj_scenario_5_suspicious_charge,obj_score_5_suspicious_charge,objective_total_score,predicted_behavior,intention_behavior_gap,gap_category,risk_perception,bank_trust,security_self_efficacy,months_since_training,primary_device,t1_date,t2_date,t1_response_time_minutes,t2_response_time_minutes
P0237,21,Female,4,5,4,5,1,5,5,5,5.0,4,5,4,4.333333333333333,4,4,4,4.0,6,6,6,6.0,7,6,5,5,6,5.8,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,wait_and_see,0.0,6,5.912589873598337,-0.1125898735983375,As expected,3,6,5,9,Tablet,2024-09-10,2024-10-09,25,11
P0238,55,Male,5,4,6,4,1,5,5,5,5.0,3,3,3,3.0,3,3,3,3.0,4,4,4,4.0,4,2,3,4,3,3.2,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,3.8138187780531707,-0.6138187780531705,Under-performer,5,6,3,4,Mobile,2024-10-06,2024-11-05,8,9
P0239,27,Male,4,5,4,5,1,5,6,6,5.666666666666667,3,3,3,3.0,7,7,7,7.0,6,6,6,6.0,6,6,6,7,7,6.4,click_immediately,0.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.48741012640166304,As expected,5,4,6,6,Multiple,2024-09-28,2024-10-26,9,15
P0240,38,Female,4,Missing,7,5,0,5,5,5,5.0,4,4,5,4.333333333333333,5,5,5,5.0,3,3,3,3.0,3,4,2,2,4,3.0,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,wait_and_see,0.0,10,2.7644332302805874,0.2355667697194126,As expected,5,7,5,1,Mobile,2024-10-12,2024-11-19,5,6
P0241,24,Male,4,3,5,5,0,6,6,6,6.0,7,7,7,7.0,6,6,6,6.0,7,7,7,7.0,7,7,7,7,7,7.0,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,share_password,0.0,ask_family_members,1.0,10,6.96197542137092,0.03802457862907982,As expected,4,4,3,47,Mobile,2024-09-26,2024-11-05,12,2
P0242,26,Female,2,3,3,4,0,6,6,6,6.0,4,4,4,4.0,5,5,5,5.0,5,5,5,5.0,6,6,4,5,4,5.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,8,4.8632043258257545,0.13679567417424554,As expected,4,4,5,11,Desktop,2024-10-01,2024-11-05,18,14
P0243,36,Female,3,8,4,6,0,5,4,4,4.333333333333333,5,5,5,5.0,5,5,5,5.0,4,4,4,4.0,4,5,6,4,4,4.6,report_as_spam,2.0,forward_to_friend,0.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,3.8138187780531707,0.7861812219468289,Over-performer,4,7,5,4,Mobile,2024-09-18,2024-10-24,4,9
P0244,18,Male,3,2,3,6,0,3,3,3,3.0,4,3,3,3.3333333333333335,3,3,3,3.0,4,4,4,4.0,3,4,3,4,4,3.6,ignore_message,1.0,report_phishing,2.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,3.8138187780531707,-0.21381877805317062,As expected,5,4,3,6,Desktop,2024-09-17,2024-10-26,12,3
P0245,23,Female,4,2,1,3,0,5,5,5,5.0,3,2,3,2.6666666666666665,7,7,7,7.0,6,6,6,6.0,7,7,6,7,7,6.8,click_immediately,0.0,report_phishing,2.0,use_mobile_data,2.0,log_in_for_them,1.0,contact_bank_immediately,2.0,7,5.912589873598337,0.8874101264016625,Over-performer,6,5,6,7,Mobile,2024-10-18,2024-11-15,9,2
P0246,43,Non-binary/Other,4,3,6,4,0,6,6,6,6.0,7,7,6,6.666666666666667,6,6,6,6.0,7,7,7,7.0,7,7,5,7,7,6.6,report_as_spam,2.0,report_phishing,2.0,use_public_wifi,0.0,create_joint_account,2.0,ignore_small_amount,0.0,5,6.96197542137092,-0.36197542137092054,As expected,4,7,4,25,Mobile,2024-10-22,2024-12-01,4,2
P0247,40,Male,3,4,5,6,1,3,3,3,3.0,3,3,3,3.0,5,5,5,5.0,3,3,3,3.0,2,2,2,3,3,2.4,ignore_message,1.0,delete_email,1.0,use_mobile_data,2.0,refuse_completely,2.0,wait_and_see,0.0,5,2.7644332302805874,-0.3644332302805875,As expected,6,4,1,11,Mobile,2024-10-02,2024-11-03,3,7
P0248,26,Female,1,2,5,5,1,5,5,5,5.0,2,2,2,2.0,4,4,4,4.0,4,3,4,3.6666666666666665,2,3,3,3,3,2.8,call_bank_official,2.0,forward_to_friend,0.0,use_public_wifi,0.0,log_in_for_them,1.0,contact_bank_immediately,2.0,6,3.4640235954623093,-0.6640235954623095,Under-performer,6,5,6,3,Tablet,2024-10-30,2024-12-04,9,20
P0249,34,Female,4,6,4,2,1,7,7,7,7.0,7,7,7,7.0,6,6,6,6.0,7,7,7,7.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,5,5,6,30,Tablet,2024-10-09,Missing,8,Missing
P0250,35,Female,3,2,2,3,0,4,4,4,4.0,5,5,5,5.0,2,2,2,2.0,5,6,5,5.333333333333333,5,4,3,4,5,4.2,report_as_spam,2.0,verify_with_bank,2.0,use_public_wifi,0.0,refuse_completely,2.0,contact_bank_immediately,2.0,7,5.2129995084166145,-1.0129995084166143,Under-performer,5,5,3,2,Desktop,2024-10-26,2024-11-24,6,9
P0251,23,Female,4,6,4,5,0,6,6,6,6.0,5,5,5,5.0,5,5,5,5.0,6,6,6,6.0,7,5,5,6,7,6.0,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,6,5.912589873598337,0.08741012640166268,As expected,3,5,2,6,Mobile,2024-10-21,2024-11-18,9,7
P0252,48,Female,1,1,5,3,Missing,6,7,7,6.666666666666667,7,7,7,7.0,6,6,6,6.0,7,7,7,7.0,7,7,6,7,7,6.8,call_bank_official,2.0,verify_with_bank,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,6.96197542137092,-0.16197542137092036,As expected,4,7,6,9,Mobile,2024-10-21,2024-11-22,7,6
P0253,20,Female,4,4,3,4,Missing,3,3,3,3.0,7,7,7,7.0,4,4,4,4.0,3,3,3,3.0,3,3,2,4,3,3.0,call_bank_official,2.0,click_and_update,0.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,2.7644332302805874,0.2355667697194126,As expected,3,7,4,2,Desktop,2024-09-05,2024-10-16,7,4
P0254,56,Female,6,6,1,5,0,7,7,7,7.0,6,6,6,6.0,6,6,6,6.0,6,6,6,6.0,6,7,5,6,5,5.8,ignore_message,1.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,5.912589873598337,-0.1125898735983375,As expected,4,5,6,25,Desktop,2024-10-12,2024-11-09,7,6
P0255,18,Male,2,Missing,4,7,0,5,4,5,4.666666666666667,3,4,4,3.6666666666666665,7,7,7,7.0,5,4,5,4.666666666666667,7,6,5,5,6,5.8,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,ignore_small_amount,0.0,10,4.5134091432348935,1.2865908567651063,Over-performer,5,4,2,1,Mobile,2024-10-28,2024-11-30,18,8
P0256,53,Male,4,7,4,4,0,6,4,5,5.0,2,2,2,2.0,4,4,4,4.0,5,5,5,5.0,6,6,5,5,5,5.4,call_bank_official,2.0,report_phishing,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.5367956741742459,Over-performer,6,6,6,4,Mobile,2024-10-25,2024-11-30,4,7
P0257,34,Male,2,3,4,6,0,5,5,5,5.0,4,4,4,4.0,5,5,5,5.0,4,4,5,4.333333333333333,6,4,3,4,4,4.2,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.163613960644032,0.036386039355968514,As expected,6,5,6,1,Tablet,2024-09-29,2024-11-03,6,10
P0258,28,Female,4,Missing,5,7,0,7,7,7,7.0,5,5,5,5.0,7,7,7,7.0,5,5,6,5.333333333333333,6,7,7,5,5,6.0,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,5.2129995084166145,0.7870004915833855,Over-performer,5,5,5,16,Tablet,2024-10-06,2024-11-14,3,12
P0259,48,Female,4,4,5,7,0,7,7,7,7.0,7,7,7,7.0,3,3,3,3.0,7,7,7,7.0,7,7,6,7,6,6.6,report_as_spam,2.0,report_phishing,2.0,ask_for_password,1.0,create_joint_account,2.0,ignore_small_amount,0.0,8,6.96197542137092,-0.36197542137092054,As expected,5,4,2,2,Mobile,2024-10-09,2024-11-11,15,5
P0260,38,Male,3,3,5,5,0,5,5,5,5.0,4,4,4,4.0,5,4,5,4.666666666666667,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,3,3,4,0,Multiple,2024-10-20,Missing,9,Missing
P0261,31,Male,4,2,6,2,0,6,5,5,5.333333333333333,6,7,6,6.333333333333333,4,4,4,4.0,5,5,5,5.0,6,6,4,5,5,5.2,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,7,4.8632043258257545,0.3367956741742457,As expected,3,5,6,0,Desktop,2024-09-11,2024-10-15,6,14
P0262,52,Female,5,3,2,5,0,7,7,7,7.0,6,6,6,6.0,6,6,6,6.0,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,verify_with_bank,2.0,ask_for_password,1.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,6.96197542137092,0.03802457862907982,As expected,5,4,2,4,Tablet,2024-10-03,2024-11-11,4,5
P0263,18,Male,2,1,5,6,Missing,6,6,6,6.0,5,5,4,4.666666666666667,5,5,5,5.0,6,6,6,6.0,5,6,5,7,6,5.8,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,5.912589873598337,-0.1125898735983375,As expected,6,5,4,5,Mobile,2024-10-24,2024-11-26,10,10
P0264,38,Male,1,2,5,5,0,6,6,6,6.0,4,4,4,4.0,4,4,4,4.0,5,5,5,5.0,4,5,4,4,4,4.2,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,-0.6632043258257543,Under-performer,4,7,5,0,Tablet,2024-09-04,2024-10-08,5,8
P0265,43,Male,5,1,3,7,1,6,6,6,6.0,6,6,6,6.0,3,3,4,3.3333333333333335,4,4,4,4.0,5,3,4,4,4,4.0,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,ignore_small_amount,0.0,9,3.8138187780531707,0.1861812219468293,As expected,3,5,3,0,Mobile,2024-10-18,2024-11-16,6,16
P0266,20,Female,4,3,2,6,1,5,5,5,5.0,2,2,2,2.0,5,5,5,5.0,5,5,5,5.0,6,5,5,6,5,5.4,call_bank_official,2.0,click_and_update,0.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,4.8632043258257545,0.5367956741742459,Over-performer,4,6,6,0,Mobile,2024-10-25,2024-11-28,6,11
P0267,40,Male,5,5,3,5,0,5,5,6,5.333333333333333,5,5,5,5.0,5,5,5,5.0,5,5,5,5.0,6,6,5,5,5,5.4,click_immediately,0.0,report_phishing,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,3,4.8632043258257545,0.5367956741742459,Over-performer,4,6,6,8,Mobile,2024-10-03,2024-11-09,10,3
P0268,20,Male,4,2,3,6,0,4,5,4,4.333333333333333,6,6,6,6.0,4,4,4,4.0,6,6,6,6.0,7,5,6,7,5,6.0,call_bank_official,2.0,click_and_update,0.0,wait_until_home,2.0,share_password,0.0,contact_bank_immediately,2.0,10,5.912589873598337,0.08741012640166268,As expected,3,6,5,2,Mobile,2024-09-01,2024-10-02,3,3
P0269,48,Male,5,2,5,5,0,6,6,6,6.0,6,6,6,6.0,5,5,5,5.0,6,5,6,5.666666666666667,5,7,5,6,4,5.4,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,6,5.562794691007476,-0.162794691007476,As expected,7,5,5,6,Desktop,2024-09-21,2024-10-23,16,5
P0270,43,Male,3,4,3,2,0,7,7,7,7.0,4,4,4,4.0,7,7,7,7.0,5,5,5,5.0,5,5,7,4,5,5.2,call_bank_official,2.0,verify_with_bank,2.0,use_public_wifi,0.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.3367956741742457,As expected,6,6,4,0,Mobile,2024-09-17,2024-10-25,5,6
P0271,37,Male,4,2,3,4,0,7,6,6,6.333333333333333,7,7,7,7.0,4,4,4,4.0,6,6,6,6.0,6,7,4,7,6,6.0,report_as_spam,2.0,verify_with_bank,2.0,ask_for_password,1.0,create_joint_account,2.0,wait_and_see,0.0,10,5.912589873598337,0.08741012640166268,As expected,2,6,5,17,Mobile,2024-10-04,2024-11-14,4,3
P0272,31,Male,6,1,3,6,0,6,6,6,6.0,3,3,3,3.0,5,4,5,4.666666666666667,6,6,6,6.0,7,5,5,6,6,5.8,call_bank_official,2.0,verify_with_bank,2.0,use_public_wifi,0.0,refuse_completely,2.0,ask_family_members,1.0,9,5.912589873598337,-0.1125898735983375,As expected,2,5,4,2,Mobile,2024-09-29,2024-11-02,15,6
P0273,26,Female,4,Missing,6,4,0,4,4,3,3.6666666666666665,7,7,7,7.0,6,6,5,5.666666666666667,6,6,6,6.0,6,6,4,5,6,5.4,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,ignore_small_amount,0.0,10,5.912589873598337,-0.512589873598337,Under-performer,4,6,4,12,Desktop,2024-09-03,2024-10-10,10,14
P0274,40,Male,2,6,4,5,Missing,5,5,5,5.0,5,5,5,5.0,4,4,4,4.0,6,6,6,6.0,5,5,5,6,5,5.2,call_bank_official,2.0,forward_to_friend,0.0,use_mobile_data,2.0,create_joint_account,2.0,ignore_small_amount,0.0,7,5.912589873598337,-0.7125898735983371,Under-performer,3,4,4,14,Mobile,2024-10-19,2024-11-26,16,14
P0275,37,Male,3,5,4,4,1,3,2,2,2.3333333333333335,2,2,2,2.0,2,2,2,2.0,4,4,4,4.0,3,2,2,3,2,2.4,report_as_spam,2.0,verify_with_bank,2.0,ask_for_password,1.0,create_joint_account,2.0,ignore_small_amount,0.0,7,3.8138187780531707,-1.4138187780531708,Under-performer,7,5,6,35,Mobile,2024-09-24,2024-10-23,6,6
P0276,41,Male,2,3,4,7,0,5,5,5,5.0,5,5,5,5.0,3,3,3,3.0,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,delete_email,1.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,7,6.96197542137092,0.03802457862907982,As expected,4,5,6,10,Mobile,2024-10-04,2024-11-01,12,3
P0277,36,Female,3,Missing,6,7,1,7,6,6,6.333333333333333,5,4,5,4.666666666666667,4,4,4,4.0,6,6,6,6.0,6,5,6,6,5,5.6,call_bank_official,2.0,click_and_update,0.0,use_mobile_data,2.0,create_joint_account,2.0,ignore_small_amount,0.0,8,5.912589873598337,-0.3125898735983377,As expected,5,5,3,4,Tablet,2024-09-02,2024-10-04,5,10
P0278,29,Female,3,4,3,4,0,6,6,6,6.0,3,3,3,3.0,4,4,4,4.0,5,5,5,5.0,5,4,4,4,6,4.6,report_as_spam,2.0,click_and_update,0.0,wait_until_home,2.0,log_in_for_them,1.0,ask_family_members,1.0,9,4.8632043258257545,-0.2632043258257548,As expected,4,7,6,1,Tablet,2024-10-01,2024-11-07,3,15
P0279,29,Male,4,Missing,6,5,0,6,6,6,6.0,5,5,4,4.666666666666667,7,7,7,7.0,6,6,6,6.0,7,7,6,7,7,6.8,click_immediately,0.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.8874101264016625,Over-performer,3,5,3,0,Mobile,2024-10-10,2024-11-07,25,9
P0280,40,Male,4,5,4,4,2,7,7,7,7.0,5,5,5,5.0,6,6,6,6.0,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,ask_family_members,1.0,8,6.96197542137092,0.03802457862907982,As expected,6,7,7,17,Desktop,2024-09-07,2024-10-17,14,7
P0281,46,Male,3,4,4,6,2,5,5,5,5.0,3,3,2,2.6666666666666665,5,5,5,5.0,6,6,6,6.0,5,5,5,6,6,5.4,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,9,5.912589873598337,-0.512589873598337,Under-performer,6,5,7,4,Desktop,2024-10-21,2024-11-23,9,11
P0282,29,Male,4,2,7,5,0,5,5,5,5.0,5,5,5,5.0,5,5,5,5.0,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,5,5,7,11,Tablet,2024-09-29,Missing,12,Missing
P0283,41,Male,2,1,3,6,0,5,5,5,5.0,5,5,5,5.0,6,6,7,6.333333333333333,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,6,6.96197542137092,0.03802457862907982,As expected,7,5,5,5,Mobile,2024-10-23,2024-12-02,17,14
P0284,31,Male,2,Missing,4,5,0,5,5,5,5.0,6,6,7,6.333333333333333,6,6,6,6.0,5,5,5,5.0,6,5,5,5,4,5.0,call_bank_official,2.0,delete_email,1.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.13679567417424554,As expected,5,6,4,16,Mobile,2024-10-21,2024-11-19,11,5
P0285,19,Male,2,6,3,7,0,4,5,5,4.666666666666667,2,2,2,2.0,3,3,2,2.6666666666666665,5,5,5,5.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,4,6,4,11,Mobile,2024-09-11,Missing,7,Missing
P0286,18,Male,4,Missing,5,4,1,6,6,6,6.0,4,5,4,4.333333333333333,4,4,4,4.0,5,5,5,5.0,6,3,4,4,5,4.4,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,log_in_for_them,1.0,contact_bank_immediately,2.0,10,4.8632043258257545,-0.4632043258257541,As expected,7,2,5,0,Tablet,2024-10-13,2024-11-19,8,19
P0287,53,Male,3,6,6,3,2,5,5,5,5.0,5,5,5,5.0,7,7,7,7.0,5,5,5,5.0,4,7,7,5,4,5.4,call_bank_official,2.0,report_phishing,2.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,4.8632043258257545,0.5367956741742459,Over-performer,5,5,3,11,Multiple,2024-10-23,2024-11-21,3,4
P0288,18,Female,3,8,6,4,0,4,4,4,4.0,5,5,5,5.0,3,3,3,3.0,6,7,6,6.333333333333333,5,7,6,6,5,5.8,call_bank_official,2.0,click_and_update,0.0,wait_until_home,2.0,create_joint_account,2.0,ignore_small_amount,0.0,10,6.262385056189198,-0.46238505618919845,As expected,7,3,1,2,Tablet,2024-09-25,2024-10-31,10,5
P0289,20,Female,3,2,6,3,0,5,5,5,5.0,7,7,7,7.0,4,5,5,4.666666666666667,6,6,6,6.0,7,5,6,7,7,6.4,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.48741012640166304,As expected,5,6,4,11,Tablet,2024-09-19,2024-10-28,8,11
P0290,20,Male,5,5,4,3,Missing,6,6,6,6.0,6,6,6,6.0,6,5,6,5.666666666666667,5,5,5,5.0,6,6,6,5,6,5.8,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,wait_and_see,0.0,8,4.8632043258257545,0.9367956741742454,Over-performer,1,6,5,23,Mobile,2024-09-11,2024-10-11,5,2
P0291,43,Female,1,4,4,4,0,4,4,4,4.0,4,3,4,3.6666666666666665,4,4,3,3.6666666666666665,5,5,5,5.0,6,4,5,5,6,5.2,call_bank_official,2.0,report_phishing,2.0,wait_until_home,2.0,log_in_for_them,1.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.3367956741742457,As expected,3,5,5,21,Mobile,2024-10-15,2024-11-24,5,13
P0292,18,Female,4,7,2,4,1,7,7,7,7.0,5,5,5,5.0,7,7,7,7.0,6,6,6,6.0,6,7,7,6,6,6.4,report_as_spam,2.0,delete_email,1.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,6,5.912589873598337,0.48741012640166304,As expected,6,5,5,1,Mobile,2024-10-05,2024-11-09,3,23
P0293,39,Female,4,8,7,4,1,6,6,5,5.666666666666667,4,4,4,4.0,4,4,4,4.0,5,5,5,5.0,5,4,4,4,4,4.2,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,-0.6632043258257543,Under-performer,4,4,5,0,Desktop,2024-10-03,2024-11-06,17,6
P0294,32,Female,5,5,5,5,0,2,2,1,1.6666666666666667,4,4,4,4.0,7,7,7,7.0,3,3,3,3.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,5,5,6,12,Desktop,2024-09-05,Missing,11,Missing
P0295,52,Female,6,2,4,4,0,7,7,7,7.0,7,6,6,6.333333333333333,7,7,7,7.0,6,5,5,5.333333333333333,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,10,,,Missing,6,5,3,9,Mobile,2024-10-05,Missing,24,Missing
P0296,18,Female,1,5,6,5,0,5,4,5,4.666666666666667,4,4,4,4.0,4,4,4,4.0,5,6,5,5.333333333333333,6,5,4,6,5,5.2,call_bank_official,2.0,verify_with_bank,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,5.2129995084166145,-0.012999508416614347,As expected,5,5,4,1,Mobile,2024-09-03,2024-10-07,8,5
P0297,52,Male,2,1,3,6,0,6,5,5,5.333333333333333,7,7,7,7.0,5,5,5,5.0,4,5,4,4.333333333333333,5,5,4,4,3,4.2,call_bank_official,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,wait_and_see,0.0,8,4.163613960644032,0.036386039355968514,As expected,4,6,7,9,Mobile,2024-10-01,2024-11-01,3,15
P0298,49,Male,5,5,5,4,1,7,7,7,7.0,6,6,6,6.0,6,6,6,6.0,5,6,7,6.0,6,7,6,6,7,6.4,call_bank_official,2.0,verify_with_bank,2.0,ask_for_password,1.0,refuse_completely,2.0,contact_bank_immediately,2.0,10,5.912589873598337,0.48741012640166304,As expected,5,7,1,0,Tablet,2024-09-12,2024-10-13,5,12
P0299,42,Female,4,6,4,4,0,7,7,7,7.0,5,5,5,5.0,6,6,6,6.0,6,7,7,6.666666666666667,7,7,7,6,7,6.8,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,9,6.61218023878006,0.1878197612199397,As expected,5,6,6,7,Mobile,2024-09-04,2024-10-13,18,9
P0300,39,Female,4,3,5,5,0,5,5,5,5.0,4,4,4,4.0,4,5,5,4.666666666666667,4,4,4,4.0,5,5,4,4,3,4.2,report_as_spam,2.0,verify_with_bank,2.0,use_mobile_data,2.0,refuse_completely,2.0,wait_and_see,0.0,9,3.8138187780531707,0.38618122194682947,As expected,4,5,5,14,Tablet,2024-10-02,2024-10-30,3,7
P0301,22,Male,4,4,4,2,0,5,5,5,5.0,6,5,5,5.333333333333333,4,4,4,4.0,6,6,6,6.0,Missing,Missing,Missing,Missing,Missing,,Missing,,Missing,,Missing,,Missing,,Missing,,8,,,Missing,3,4,4,8,Mobile,2024-10-20,Missing,3,Missing
P0302,39,Female,4,3,2,2,1,5,5,6,5.333333333333333,3,3,3,3.0,2,2,2,2.0,6,6,6,6.0,5,4,4,7,5,5.0,report_as_spam,2.0,verify_with_bank,2.0,wait_until_home,2.0,log_in_for_them,1.0,wait_and_see,0.0,8,5.912589873598337,-0.9125898735983373,Under-performer,4,5,6,0,Mobile,2024-10-20,2024-11-17,15,7
P0303,23,Male,6,3,4,5,0,5,5,5,5.0,3,3,3,3.0,5,5,5,5.0,4,4,4,4.0,4,4,2,4,4,3.6,call_bank_official,2.0,click_and_update,0.0,wait_until_home,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,8,3.8138187780531707,-0.21381877805317062,As expected,5,6,5,37,Mobile,2024-09-24,2024-11-03,6,2
P0304,33,Male,7,3,6,5,1,6,6,6,6.0,7,7,7,7.0,7,7,7,7.0,7,7,7,7.0,7,7,7,7,7,7.0,report_as_spam,2.0,delete_email,1.0,use_mobile_data,2.0,refuse_completely,2.0,contact_bank_immediately,2.0,6,6.96197542137092,0.03802457862907982,As expected,3,5,3,3,Desktop,2024-10-21,2024-11-21,20,4
P0305,41,Male,4,Missing,4,7,1,5,5,5,5.0,5,6,6,5.666666666666667,3,3,3,3.0,5,5,5,5.0,5,5,3,4,4,4.2,call_bank_official,2.0,verify_with_bank,2.0,wait_until_home,2.0,share_password,0.0,ask_family_members,1.0,5,4.8632043258257545,-0.6632043258257543,Under-performer,4,4,3,3,Desktop,2024-10-06,2024-11-05,16,7
P0306,33,Female,3,7,5,5,1,5,5,5,5.0,5,5,5,5.0,5,5,5,5.0,4,5,4,4.333333333333333,5,3,5,5,4,4.4,report_as_spam,2.0,report_phishing,2.0,use_mobile_data,2.0,refuse_completely,2.0,ignore_small_amount,0.0,6,4.163613960644032,0.2363860393559687,As expected,4,6,4,0,Desktop,2024-09-02,2024-10-12,10,8
P0307,33,Male,5,7,3,6,0,4,4,4,4.0,5,5,5,5.0,4,4,4,4.0,5,5,5,5.0,3,4,4,5,4,4.0,report_as_spam,2.0,delete_email,1.0,use_mobile_data,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,-0.8632043258257545,Under-performer,3,6,2,1,Mobile,2024-09-05,2024-10-03,4,11
P0308,23,Female,1,Missing,4,5,0,4,4,4,4.0,4,5,4,4.333333333333333,7,7,7,7.0,5,5,5,5.0,5,6,5,5,6,5.4,report_as_spam,2.0,report_phishing,2.0,wait_until_home,2.0,create_joint_account,2.0,contact_bank_immediately,2.0,10,4.8632043258257545,0.5367956741742459,Over-performer,5,4,4,2,Mobile,2024-09-12,2024-10-16,3,10
