sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,preheat_temp_c,weld_angle_deg,overlap_ratio,atmosphere,material_compatibility,process_intensity,energy_density,thermal_mass_anode
WS_003040,aluminum,nickel,136.3357383039631,Rough,Friction_Stir,9002.870644014229,,3204.9343404017154,24.247190579768567,19.42658517681334,,46.309546513273744,4.70041970804427,0.1521741643612675,Air,87.07499999999999,218294.3202704168,484352.53985868214,331295844.0786303
WS_003041,aluminum,copper,130.64986072328628,Polished,Resistance_Spot,4094.166416427745,,2121.6479993152434,0.457119043687653,,,95.69690587098606,30.201806357589433,0.37192973682920805,Nitrogen,91.20800000000001,1871.521436975556,239854.34454173967,317479161.55758566
WS_003042,copper,aluminum,88.43514567064182,Polished,Resistance_Spot,4672.272058024993,,2100.19983053014,0.35369416099152956,,,39.53990236153912,16.237800875240847,0.7383942175931222,Argon,91.20800000000001,1652.5553454873173,597418.0390212022,305065878.505446
WS_003043,aluminum,nickel,104.10726155777799,Polished,Laser,1659.0155435496306,,347.08413639942233,0.09764104302736659,23.35435140137899,51.20811515348833,90.92484262680476,37.794511919395305,0.2064541226970687,Argon,87.07499999999999,161.98800807079945,153069.41032660077,252980645.5854005
WS_003044,copper,titanium,123.50160738063465,Rough,Friction_Stir,13806.859054810098,,4464.250339917749,27.90757204347754,20.392620353935364,,157.2619930196323,15.143892395205746,0.4899175564525685,Vacuum,88.124,385315.91376625304,905210.6845215991,426031144.8202373
WS_003045,titanium,copper,83.26345652317475,Coated,Resistance_Spot,4510.338831345611,,4297.084558726465,0.5174224392335854,,,175.19754291732917,29.827083038408983,0.5069729124934147,Vacuum,88.124,2333.7505198848053,650579.3841701492,195960544.92729178
WS_003046,aluminum,nickel,111.26238838775377,Coated,Friction_Stir,8070.097669260352,,7551.125072898986,8.591259409591416,16.284100499856407,,95.25780187835784,19.131362838360904,0.15208020593783467,Nitrogen,87.07499999999999,69332.30253735476,651901.580675959,270367603.78224164
WS_003047,nickel,titanium,114.94922762122964,Rough,Resistance_Spot,5863.2838531653415,,4674.046288278445,0.5968033250198866,,,172.9432704189219,37.84241934440354,0.835355887159629,Vacuum,94.09700000000001,3499.227299104489,443740.23070717475,454233367.86805105
WS_003048,titanium,nickel,68.36418673421737,Oxidized,USW,1324.8706035024095,11.058273923751688,1631.1936667658151,1.9191478735078988,,,72.06797435041975,5.039350094363962,0.8628417145480025,Nitrogen,94.09700000000001,2542.622601384776,283475.91152569605,160895113.4789806
WS_003049,titanium,copper,88.1190528189402,Polished,USW,2658.382347416872,86.15320892154962,760.7745995892661,0.7611834990912504,,,188.57278086752066,1.1628512582410455,0.5642364104682167,Air,88.124,2023.5167771291867,342355.88980736875,207388190.80937576
WS_003050,aluminum,titanium,77.43822225277482,Anodized,Resistance_Spot,5589.184850581967,,4272.409420473416,0.5589371401679242,,,76.47135477764007,5.840171627482116,0.44972921021635826,Nitrogen,81.172,3124.002996254171,932046.8104115233,188174880.07424283
WS_003051,aluminum,nickel,55.267879007147705,Rough,Friction_Stir,10226.144029893341,,6977.2429630771,4.0108265524298545,136.32349327354217,,101.78240912645437,29.314810421182052,0.36093848762386194,Argon,87.07499999999999,41015.29000406825,3347852.448891264,134300945.98736894
WS_003052,nickel,titanium,110.74707951873225,Oxidized,USW,539.7641907705834,52.63021114153308,104.51825877153483,1.5016448453136206,,,121.8701204405612,4.94105003956787,0.7504090457975724,Nitrogen,94.09700000000001,810.5341147555242,44008.79772915361,437628159.4262223
WS_003053,titanium,copper,96.89758732255054,Coated,Friction_Stir,2903.543653191301,,3194.7315606469365,23.172895276032655,131.92340297480632,,75.22841341878572,42.12118966048395,0.26885298835990695,Vacuum,88.124,67283.5130047913,309244.81923337793,228048471.7636227
WS_003054,nickel,aluminum,71.66724625373375,Polished,Resistance_Spot,6034.656146890735,,2154.2210545357066,0.1256171909267352,,,59.04712241587802,34.59742440012262,0.31715324039751513,Nitrogen,87.07499999999999,758.0565533811697,1174927.5687078864,283200290.29625434
WS_003055,nickel,copper,140.26746075089466,Polished,Resistance_Spot,5385.351429860402,,3628.5527616414256,0.7614876289412974,,,179.85510941494567,12.716646493268636,0.2794561944228585,Nitrogen,94.02700000000002,4100.878491340023,273715.9964008716,554280897.9032353
WS_003056,titanium,copper,104.53623614377719,Anodized,USW,1822.7407076090733,41.199002480534276,374.40199201030066,1.6264490382849277,,,36.27950379123254,27.43323216103987,0.5754953380085249,Vacuum,88.124,2964.5948709335657,166798.12891722837,246026031.76437962
WS_003057,aluminum,titanium,104.63684856637758,Coated,Resistance_Spot,7527.456023301574,,574.1861092400097,0.08375813263425295,,,51.652583214971585,5.122713774974063,0.2533654167693902,Argon,81.172,630.4856599981995,687509.8498513976,254267542.01629752
WS_003058,aluminum,copper,51.58395475090051,Polished,Laser,1151.8481172714855,,13.594071882270836,0.08401642475124281,18.159034776378867,400.16170196575604,160.81219189282183,8.419086707832124,0.10805748435564598,Argon,91.20800000000001,96.77416066960046,432878.4313248148,125349010.04468824
WS_003059,nickel,copper,120.24311202211115,Rough,Friction_Stir,12724.712083800388,,5563.189840470383,12.846160832817507,186.87124312063924,,36.116317482110965,27.70065903500321,0.3737509729950216,Vacuum,94.02700000000002,163463.69797979618,880090.9376656649,475152681.46657443
WS_003060,copper,titanium,115.62108651425272,Oxidized,Laser,1186.0962346992083,,26.21108345197563,0.0793708272105646,15.057244731397605,693.7127316337636,156.885425261497,5.270231586277947,0.3367204511796513,Nitrogen,88.124,94.14143929941213,88724.96461332044,398846500.03956616
WS_003061,copper,nickel,86.63557533921526,Anodized,Friction_Stir,8646.564686524067,,4288.191787136271,13.996809000392096,181.35742330797098,,53.23582059743693,36.305258450556195,0.11455250626172431,Vacuum,94.02700000000002,121024.31442681252,1151996.2547491645,298858080.690157
WS_003062,aluminum,titanium,93.116054615427,Anodized,Friction_Stir,10206.436368140963,,3530.523533068425,3.55269684651658,105.95980967027627,,121.60743253186598,20.366551149279783,0.46642844346382517,Vacuum,81.172,36260.374299266536,1177131.5488019842,226272012.71548763
WS_003063,nickel,copper,84.82754262506337,Polished,USW,2231.5805916076715,48.82248887715191,1768.145843627579,1.8203697027021999,,,28.90649738685056,5.369606537079508,0.12210263948504121,Air,94.02700000000002,4062.3016981008564,310126.44688796066,335204517.4372004
WS_003064,aluminum,titanium,144.99637557751183,Oxidized,USW,1429.6375204930937,95.08544564917953,1367.6015726787712,1.2314320343560845,,,83.42420308835446,42.173279050701446,0.37018752018214174,Argon,81.172,1760.5014402525987,68000.42776032763,352341192.65335375
WS_003065,titanium,copper,96.31938481692727,Coated,Resistance_Spot,4411.917155498391,,4134.487170625799,0.30226403373590643,,,187.636786233236,43.01210999774868,0.7526530406120951,Vacuum,88.124,1333.56387592959,475554.12009741395,226687672.1666383
WS_003066,copper,titanium,116.59693690263396,Rough,Laser,645.8462234553177,,178.42686800613217,0.016122503527640313,22.27895984456217,81.24479909900657,96.88089524567233,15.296045959532677,0.370612357768078,Nitrogen,88.124,10.412658015971534,47506.69760740297,402212793.53932613
WS_003067,titanium,aluminum,83.56734946971659,Anodized,Resistance_Spot,5449.144912507094,,4044.7358396359996,0.6481272218068581,,,26.840242599612406,21.596828568534463,0.8927720509140344,Air,81.172,3531.7391533661976,780288.3127361543,196675756.97697797
WS_003068,copper,aluminum,35.76242121834898,Oxidized,USW,1849.6806046317574,32.3551768991784,595.8882492756331,1.538791672774589,,,81.6585076116362,2.3129852822600334,0.3749418287159847,Nitrogen,91.20800000000001,2846.2731117000153,1446248.4764828042,123366048.23481664
WS_003069,copper,aluminum,112.63247785485669,Oxidized,Resistance_Spot,6018.163180795792,,3492.820664093172,0.06532819612572852,,,157.05184111731913,5.750028661971901,0.8718569438320488,Nitrogen,91.20800000000001,393.15574459166567,474391.26354429923,388536995.6081136
WS_003070,titanium,aluminum,132.08272916909368,Oxidized,Resistance_Spot,1885.4012225731838,,2914.6617686217583,0.7137676047777745,,,130.34400710208553,19.07772295241161,0.29851428477004377,Air,81.172,1345.738314681149,108071.63362803898,310856703.09946203
WS_003071,copper,nickel,82.33626090595386,Coated,Friction_Stir,4732.9365003530165,,4458.554008506657,1.3573793660840723,181.59734848540037,,38.783301559762506,16.079816673993182,0.7740145714602104,Nitrogen,94.02700000000002,6424.390346565345,698149.4437612033,284027165.62117845
WS_003072,copper,titanium,119.49350582100939,Oxidized,Laser,1448.860476721265,,384.0345813435614,0.007651733910572075,21.228739569361508,295.83518751518346,32.70253493306099,18.566954858089293,0.5929387883305174,Nitrogen,88.124,11.086294841415727,101470.06985368115,412204797.680154
WS_003073,aluminum,nickel,161.0467383433605,Polished,USW,1279.2680499848993,98.78840179153373,232.45170589283836,1.182088186105097,,,66.83904413673375,0.08604052456305411,0.8902793099879768,Air,87.07499999999999,1512.2076487488541,49323.93154465195,391343574.174366
WS_003074,copper,aluminum,120.15547358847267,Coated,Resistance_Spot,4305.450061463593,,2337.741132204666,0.26314814389225977,,,100.65531366246458,44.39250912651345,0.558592529802875,Vacuum,91.20800000000001,1132.9711922949602,298216.3409338451,414488321.69079536
WS_003075,nickel,titanium,89.54799090811619,Rough,USW,1716.6727693797127,78.90695334092042,1794.7472499905289,0.7408381480664668,,,114.99300018954224,29.135170006538587,0.36294978315745174,Nitrogen,94.09700000000001,1271.776675303399,214079.86648573645,353857840.8725119
WS_003076,aluminum,copper,92.846162478767,Rough,Friction_Stir,2549.924193943444,,8119.844777656271,23.351808125029496,71.3591131777444,,105.0117215374747,30.114882261690624,0.8672990848511358,Air,91.20800000000001,59545.34051033781,295800.80615179514,225616174.8234038
WS_003077,aluminum,titanium,95.9878056296932,Polished,Friction_Stir,3503.00225421716,,6007.956166651348,16.5530859772816,171.27464374702765,,199.37928516538514,44.3780150589111,0.28904095654810325,Vacuum,81.172,57985.497492667906,380196.65357717715,233250367.68015447
WS_003078,copper,nickel,122.38721635618457,Rough,Laser,586.5496048387018,,418.0959856331735,0.045519264161512016,49.37396836112387,24.262035346270622,88.45676682457581,8.121377353729988,0.5444876215952428,Nitrogen,94.02700000000002,26.699306406483355,39159.09374580779,422186941.54229426
WS_003079,copper,titanium,164.27283575747444,Coated,Resistance_Spot,2446.098564716185,,4439.107335778153,0.3676591959376206,,,98.22505429262539,9.943627609959103,0.4402518944409177,Argon,88.124,899.3306314877204,90644.70593417739,566675574.2289839
WS_003080,nickel,titanium,140.01439890427972,Anodized,Resistance_Spot,7957.010674553106,,4068.2001363389973,0.49815380157327555,,,46.820485212637614,2.501657148678511,0.3171750904787539,Air,94.09700000000001,3963.8151166877633,405886.4377964667,553280898.7101518
WS_003081,aluminum,titanium,172.57251269334674,Anodized,Friction_Stir,4227.308152699295,,8145.213874632508,10.16317182359418,52.47210335115399,,194.53462742023532,36.11594694355946,0.6044967131562653,Nitrogen,81.172,42962.85910716344,141945.1839804185,419351205.84483254
WS_003082,nickel,aluminum,191.35556646071933,Rough,Friction_Stir,8495.721855499292,,1748.533165797589,7.998389527281513,145.35554776031597,,152.9956905638168,32.8379602756451,0.15211706723901816,Nitrogen,87.07499999999999,67952.0927157222,232016.08004646417,756160656.4261786
WS_003083,aluminum,titanium,86.3880832606651,Anodized,Laser,1728.3425125175072,,343.1854779088731,0.050502558327354743,41.88006407438442,805.5581329064696,20.907949491127347,21.54959840812924,0.13379688767025064,Vacuum,81.172,87.28571854806225,231591.24432387584,209923042.32341617
WS_003084,copper,copper,84.55358221492708,Rough,USW,2883.0051968827624,22.384580231658784,1959.5259811029553,0.1474863138631715,,,113.99010405927902,34.82519125403179,0.7323504820370035,Vacuum,100.0,425.2038093366056,403256.5235499694,291676037.20861244
WS_003085,aluminum,titanium,120.76094473114546,Coated,Laser,1039.6245260064015,,301.8856378159724,0.08479043729229975,16.331072036145535,523.6831206416637,21.526349784591417,30.934637989955693,0.25630837169187337,Vacuum,81.172,88.15021817988264,71289.16249518484,293449095.69668347
WS_003086,copper,nickel,120.2968053985138,Anodized,USW,2413.8691240699245,44.025186562898845,1975.628145088729,1.9007867656196382,,,147.3284728276904,39.7175365890804,0.4145404128562926,Air,94.02700000000002,4588.250484969981,166803.64281661957,414975859.9027132
WS_003087,aluminum,copper,168.22089549557413,Rough,Friction_Stir,8969.866954435707,,8781.107181462421,24.121076729660665,71.13120768685559,,35.736968640437055,7.29419409058776,0.3712766825917252,Argon,91.20800000000001,216362.84906279133,316975.81002108887,408776776.0542452
WS_003088,copper,titanium,164.08601614023203,Polished,Resistance_Spot,9206.074211403102,,2548.158084439402,0.8056882423429264,,,66.04703900166166,31.212195386484563,0.42412672352002867,Argon,88.124,7417.225750263907,341925.37330799596,566031121.2773445
WS_003089,nickel,titanium,84.834785527597,Polished,Resistance_Spot,1153.356184476747,,1077.7001276007486,0.6264297696896076,,,77.76293545464645,29.173905147144303,0.5063808985953095,Vacuum,94.09700000000001,722.4966490118533,160256.4493493539,335233138.49085236
WS_003090,nickel,nickel,115.19657583486557,Polished,USW,892.7366820369726,33.71761414956299,1914.7759626340383,0.5292875082058421,,,30.224864091417473,24.752226236062928,0.3095311660420581,Argon,100.0,472.51437391930045,67273.53358883361,455210789.0690548
WS_003091,copper,aluminum,75.0069828710426,Oxidized,USW,1547.073448506832,78.50183982203015,1608.2837749219127,0.25977033839471975,,,146.73260622206078,21.71573791545491,0.20708311459012432,Vacuum,91.20800000000001,401.8837932401058,274984.0725957011,258744088.11194855
WS_003092,aluminum,copper,113.35459225251651,Anodized,USW,2195.943255649864,87.9075208556914,1760.2664425768708,1.7353667618824304,,,47.57040478631479,11.298111011714042,0.5018602439420577,Nitrogen,91.20800000000001,3810.766936834667,170900.31978632466,275451659.17361516
WS_003093,aluminum,titanium,119.13824509429655,Rough,Resistance_Spot,2949.5402434642665,,4573.204702773044,0.4791815697128877,,,73.57807151596754,29.467511464728062,0.2694015687891248,Air,81.172,1413.3653237945402,207803.05534804758,289505935.5791406
WS_003094,titanium,copper,161.11945925051904,Oxidized,Laser,1424.529040159028,,16.89875517192539,0.013504232663620799,21.837687011539575,13.080602111202156,103.15385398107546,23.525628707925176,0.5972852780696657,Air,88.124,19.23717159439193,54875.09888382892,379194647.3460966
WS_003095,nickel,copper,81.71472994468625,Anodized,Friction_Stir,2336.7029667335914,,5863.306259035344,23.764470227966147,23.129166779224875,,94.37111574437355,14.693007286354584,0.8309325002816134,Vacuum,94.02700000000002,55530.508084540605,349947.4316121879,322903926.84942216
WS_003096,copper,nickel,60.34108046065251,Oxidized,USW,1212.6959194419292,86.63956997615162,945.4096288638935,1.464497722255088,,,39.96242983710209,24.508674910872426,0.8686607159542409,Argon,94.02700000000002,1775.9904118107447,333062.5107143811,208152591.15706688
WS_003097,titanium,nickel,98.99028247214704,Anodized,Friction_Stir,9512.225818382904,,7996.269869548849,15.232416603347462,167.82229633839944,,43.62971628327913,33.02539943162145,0.8543856732167828,Air,94.09700000000001,144894.18649072613,970726.8108919171,232973629.79819807
WS_003098,titanium,copper,91.20201137323645,Rough,Resistance_Spot,3109.277691420618,,4480.35314740269,0.29911109730807495,,,44.83636693257396,1.0203565241856265,0.33814427494225985,Nitrogen,88.124,930.019462116339,373809.7958788363,214643933.76691195
WS_003099,aluminum,nickel,139.07440056099176,Anodized,USW,2860.6889588430104,62.06618676564203,257.3446308306509,0.1597017570389966,,,39.4128314451037,26.617088398295202,0.14949728392356915,Nitrogen,87.07499999999999,456.8570530692866,147902.74907767202,337950793.36321
WS_003100,titanium,aluminum,122.3560318164575,Anodized,Resistance_Spot,1996.565599355643,,4770.862519975426,0.6262454151881033,,,30.804670898419854,2.800978492270627,0.5896977005593358,Argon,81.172,1250.340052718759,133362.2200576011,287964920.8800327
WS_003101,copper,nickel,82.17303314409894,Anodized,Resistance_Spot,2770.785578698644,,2183.9033401121515,0.5248962186102111,,,26.274018317950112,21.411226117003153,0.789719461931983,Nitrogen,94.02700000000002,1454.3748728386236,410340.40518723655,283464095.1338837
WS_003102,aluminum,nickel,88.22588214170494,Oxidized,Resistance_Spot,6263.039827972282,,2675.9986943044623,0.6700399643874321,,,117.68206291246507,17.918000309118103,0.6902053582493366,Nitrogen,87.07499999999999,4196.4869832916165,804624.3191227189,214388893.604343
WS_003103,titanium,nickel,66.95182559604724,Coated,USW,2639.619454576174,63.27667618409892,1415.2852876338336,1.7171480766546645,,,43.4203777811148,42.633327061450984,0.5379176723345805,Nitrogen,94.09700000000001,4532.617469525712,588865.9915089619,157571121.54029718
WS_003104,aluminum,copper,153.36832149343863,Polished,Friction_Stir,5880.249479099415,,3001.9253822805285,7.22364660091371,38.19617718655348,,96.82681802153202,11.742685876122643,0.815092380173667,Air,91.20800000000001,42476.8441622211,249991.0283246978,372685021.2290559
WS_003105,nickel,copper,95.9640178126722,Coated,Resistance_Spot,4299.428504012995,,3117.261739189488,0.23385993612321668,,,27.449540658377426,7.816511970614728,0.1369591500870426,Vacuum,94.02700000000002,1005.4640753148161,466867.7618074462,379211412.78855544
WS_003106,copper,aluminum,99.0589688637896,Coated,Friction_Stir,10164.11932590435,,1942.391980934825,26.73872594140335,184.3155446100519,,78.49222901290295,27.7208006346613,0.4938617201477695,Vacuum,91.20800000000001,271775.6010910778,1035814.8883052296,341713818.9925286
WS_003107,aluminum,nickel,76.52966090554398,Oxidized,USW,1064.7236731934688,60.25606200338208,1827.704338646385,1.1787260852094605,,,111.81269701369152,33.75582331131829,0.21809083602479185,Argon,87.07499999999999,1255.0175671331745,181793.07355947557,185967076.00047186
WS_003108,aluminum,nickel,167.428165058213,Polished,Resistance_Spot,2327.4488267793727,,979.3832729389104,0.92522755249134,,,24.45300335681896,4.746026781254361,0.4562438997164694,Air,87.07499999999999,2153.4197815499197,83027.7188126104,406850441.0914576
WS_003109,aluminum,copper,66.87707492244539,Anodized,Laser,1882.3447637116942,,389.7729395867683,0.027524459073855135,23.80686936493794,878.1564712969546,24.043540422600717,26.165982819091994,0.2855683289251174,Nitrogen,91.20800000000001,51.81052141166804,420866.76427815773,162511292.0615423
WS_003110,aluminum,nickel,95.70941913501436,Anodized,USW,2579.6715370595707,89.34793796628412,923.175805168082,0.8119072393810998,,,130.2858104634137,2.608850072606086,0.6530585284540777,Air,87.07499999999999,2094.4539961640344,281614.52500238625,232573888.4980849
WS_003111,aluminum,nickel,161.11436070462335,Oxidized,USW,2590.145976045087,58.70408724404428,1782.4836677416429,0.9099259878253599,,,77.08314531653568,43.82154213545166,0.6337447670673938,Vacuum,87.07499999999999,2356.8411358647068,99782.81139403344,391507896.51223475
WS_003112,aluminum,nickel,119.68280929396197,Coated,USW,1732.458467097763,47.7376805258063,1827.637094210907,1.0447707051685642,,,58.84789482191678,23.47212536212763,0.12753767993091306,Argon,87.07499999999999,1810.0218543449796,120948.16462536523,290829226.5843276
WS_003113,copper,aluminum,84.94995114836424,Coated,USW,1540.7022344424702,58.29492909670315,542.2257084786493,1.08170274647051,,,179.4720418329916,39.012412785559405,0.8518698250059847,Argon,91.20800000000001,1666.5818384896716,213497.32871940764,293043351.4813973
WS_003114,nickel,copper,139.24480584430546,Rough,Laser,1332.6803820868543,,109.69834658542126,0.009976610750269045,2.977405776356918,416.2297918932432,49.43516985045263,44.7066085619922,0.7387067107410251,Nitrogen,94.02700000000002,13.295633426600368,68733.42679501697,550239774.7743574
WS_003115,aluminum,copper,90.91663190627034,Rough,Friction_Stir,3236.142418855973,,8663.293664222138,9.393224757573094,138.9473380213629,,111.60638035915912,10.004701104198638,0.5142562389225661,Air,91.20800000000001,30397.813087830404,391508.27800561424,220927415.53223693
WS_003116,titanium,nickel,75.87952992376366,Anodized,Resistance_Spot,9626.43624452864,,1778.5481574874043,0.9394014375461996,,,129.2280661794254,33.53305046460294,0.8217288936347575,Argon,94.09700000000001,9043.088046557044,1671923.0119696562,178582473.67557776
WS_003117,titanium,nickel,82.97305594870218,Anodized,Resistance_Spot,2310.746966560926,,2990.7645500699,0.9776737479635192,,,161.69347923181118,33.63743181390464,0.6146470421837036,Vacuum,94.09700000000001,2259.1566473929533,335643.48377129063,195277087.1752706
WS_003118,nickel,titanium,99.18982643910627,Coated,USW,1309.0787431022404,63.20922932227354,1916.6777479490745,0.6152034927524427,,,104.951637991948,33.86229680392587,0.6528789480908673,Vacuum,94.09700000000001,805.3498150444759,133055.09522988202,391958518.1567724
WS_003119,nickel,copper,155.41791946000887,Coated,Laser,1289.0840304264727,,175.3935933593732,0.0819610387082547,30.15872741021698,9.610108871301467,32.37107628303196,33.868780175354345,0.45722223166815545,Air,94.02700000000002,105.65466611597712,53367.76883902337,614149450.538171
WS_003120,aluminum,nickel,79.8648034871109,Polished,Laser,660.7428386308061,,467.0234001672368,0.06277227670852743,40.03546385313762,4.279637367927203,101.05752815756489,39.19270888439801,0.370586626586177,Argon,87.07499999999999,41.47633229971085,103590.90089956984,194071472.4736795
WS_003121,aluminum,nickel,67.64350415199726,Polished,USW,781.4768275716675,22.142465975226973,520.0111127111303,1.3966149026167742,,,63.91311231287951,27.174192957977088,0.30521822377934793,Vacuum,87.07499999999999,1091.4221834362702,170790.57869708003,164373715.08935335
WS_003122,titanium,copper,106.57202499997814,Anodized,Resistance_Spot,4718.622322432431,,4349.234746098159,0.24851442433806475,,,131.90464193478044,39.2443297931826,0.8475283391251265,Vacuum,88.124,1172.6457101280378,415459.58400611574,250817260.83744854
WS_003123,nickel,titanium,77.04610989197046,Oxidized,USW,2448.630304739566,30.056021810736173,1108.9854391524207,0.7067699693565374,,,37.01222209577267,4.728575050047174,0.2091771765001206,Air,94.09700000000001,1730.6183654462716,412497.94424504804,304455407.8491105
WS_003124,aluminum,copper,153.93308085909356,Anodized,Resistance_Spot,9870.290567933513,,639.4666097337567,0.7071046752786677,,,24.766414049547798,32.821991004361664,0.40868016736322843,Air,91.20800000000001,6979.328606944723,416548.9219144898,374057386.48759735
WS_003125,copper,titanium,39.12688292377511,Polished,Friction_Stir,13760.064943511128,,2652.241993300315,27.700387034904416,36.63460074886332,,152.41913885891563,43.17503211805527,0.21789670540499018,Vacuum,88.124,381159.12456067844,8988143.178055536,134972095.33385462
WS_003126,copper,nickel,104.11630787214071,Oxidized,Laser,1225.2266008655702,,413.5343013721666,0.030594529219353968,13.55190782598666,796.0130389947784,149.36934271899713,10.152672202902771,0.1006690851004521,Air,94.02700000000002,37.48523104051143,113026.14083535508,359159615.6357366
WS_003127,copper,nickel,55.86494333604895,Polished,USW,1409.9553497443312,16.839189622595427,1634.6418295786953,0.6504602464502032,,,172.8074411259868,27.388935395587186,0.38296316647798245,Air,94.02700000000002,917.1199042784801,451779.6186667451,192711708.53203446
WS_003128,copper,aluminum,82.49525230585509,Oxidized,Laser,880.5971674122707,,431.6206462044249,0.022827479941410732,2.4224196380310246,573.7706995792279,78.43993023303901,44.30079022265772,0.18356276377230635,Air,91.20800000000001,20.101814175566716,129395.55982148825,284575622.35427773
WS_003129,titanium,aluminum,95.90458493505585,Oxidized,Resistance_Spot,7447.054047510552,,2167.725224609234,0.16100672869313634,,,45.12035222405698,36.56763448034687,0.6226188167671373,Air,81.172,1199.0258105906544,809665.7447626455,225711440.64465395
WS_003130,nickel,aluminum,45.0148012985319,Polished,Laser,1261.3279788914788,,154.25534684254168,0.05688193874380157,49.61532171211019,849.6205900922099,70.6303488907175,42.88294916627476,0.8851696891832928,Air,87.07499999999999,71.74678083114813,622468.4650765498,177880488.81127864
WS_003131,titanium,aluminum,97.96120391439798,Anodized,Friction_Stir,5968.649269405201,,7071.513638426883,27.493202131517062,104.7680571180085,,94.5943095419575,41.46890720343378,0.8792919341908262,Nitrogen,81.172,164097.28081588884,621967.7005456963,230551693.41253564
WS_003132,nickel,titanium,61.174747720564795,Polished,Resistance_Spot,1896.598706781956,,1777.9267549391627,0.868263377523827,,,75.2907254894305,21.15999153654699,0.5158466865756866,Nitrogen,94.09700000000001,1646.7471989578235,506793.54659078823,241738133.09258386
WS_003133,copper,nickel,103.7856454716129,Polished,USW,2710.426049732037,98.96839818656609,194.9462840413754,1.1528154259713834,,,67.03464528304671,37.45740750973668,0.3768584734198446,Argon,94.02700000000002,3124.6209610857723,251630.32661370188,358018962.61887586
WS_003134,nickel,copper,96.1399079633266,Anodized,Resistance_Spot,4270.841452338179,,1286.5232410893727,0.46092260388004896,,,109.70404064786399,21.527243893700614,0.7466643295034258,Air,94.02700000000002,1968.5273629705634,462068.1619724026,379906460.3078814
WS_003135,nickel,copper,108.06100373566568,Polished,USW,2679.3857799749044,51.89658349866162,1823.0298840010785,0.9437059426565337,,,182.5097992379854,34.96368631026178,0.2773183377541042,Vacuum,94.02700000000002,2528.5522832317292,229454.85628724052,427013862.3618565
WS_003136,aluminum,nickel,150.40829267218683,Polished,USW,664.3525710980506,97.15069219062755,740.1626788788902,1.7043051283744823,,,146.8055810342173,27.1862271519044,0.6481679616904095,Nitrogen,87.07499999999999,1132.2594939711805,29366.693946728203,365492151.193414
WS_003137,copper,nickel,85.3445248240759,Oxidized,Resistance_Spot,3275.2653999374306,,4932.168304509079,0.6466062249119529,,,110.23699125684233,35.162046612445295,0.5821603235799602,Argon,94.02700000000002,2117.8069958382794,449671.29798242403,294404472.83313227
WS_003138,aluminum,copper,68.19889266666489,Oxidized,Friction_Stir,3281.150940905464,,1675.204840655884,18.18852455571116,107.28076692366012,,84.6475744346194,25.475127863011405,0.15814075954973783,Vacuum,91.20800000000001,59679.294459653815,705458.6503176093,165723309.17999566
WS_003139,aluminum,copper,174.6989897004464,Rough,Laser,767.2590351209075,,443.70375743147883,0.07878652870102712,19.30714934441815,133.26218947824833,95.59460430195027,34.72750825281499,0.13504079756630497,Vacuum,91.20800000000001,60.449675991675754,25139.76562319856,424518544.9720847
WS_003140,nickel,copper,94.81405221019504,Coated,Laser,831.2757074566881,,110.64000273245242,0.08263103195889823,37.35802478518538,980.7721974539135,116.13347235621181,4.014261979895095,0.39421489731624715,Vacuum,94.02700000000002,68.68916954950933,92469.74778522538,374667208.71380675
WS_003141,aluminum,titanium,67.65967193402072,Polished,USW,501.4868951066435,96.72683608718536,937.7640917263317,0.12483256881186065,,,21.60894396224867,12.975865584803778,0.11115014296809474,Nitrogen,81.172,62.60189734164642,109546.82960466904,164413002.79967034
WS_003142,copper,aluminum,132.05504836153722,Rough,Friction_Stir,3098.690695151803,,1082.9628055050152,21.3728564795331,86.09703989276288,,71.83925726204437,20.123056841689984,0.15791431537850997,Vacuum,91.20800000000001,66227.87150194414,177692.1371775045,455537094.8279588
WS_003143,nickel,copper,91.8636103398479,Rough,Laser,110.1394657461874,,243.64459615306916,0.06546760453050401,1.6802993248747178,621.7389757720495,137.45574311903414,7.1148410207503545,0.44485934812520767,Argon,94.02700000000002,7.21056698667239,13051.36532118561,363008242.6189429
WS_003144,copper,aluminum,102.27140697841567,Oxidized,Resistance_Spot,8633.854211549635,,2284.96651832997,0.507159645330743,,,27.87278589882627,9.35267891068615,0.7663965266445087,Nitrogen,91.20800000000001,4378.742439766855,825460.4114393021,352795445.5127427
WS_003145,aluminum,titanium,69.71529459922853,Coated,Resistance_Spot,8124.7669980376,,614.6439182125555,0.6836003230714809,,,62.414112269086374,12.173413125944396,0.17304136528538586,Air,81.172,5554.09334473901,1671686.292264915,169408165.8761253
WS_003146,copper,nickel,125.32422581989216,Rough,USW,2992.7974929946013,54.89718264305866,707.155000432495,1.0564146514388526,,,67.46434314311023,1.3667925503530571,0.8116170306269717,Vacuum,94.02700000000002,3161.6351203889635,190549.26171837727,432318449.38829994
WS_003147,aluminum,titanium,103.09088577646162,Coated,Resistance_Spot,3484.288925115369,,3263.4696866913455,0.9437201327188977,,,43.87574432478828,35.96024782555022,0.5343934182464726,Nitrogen,81.172,3288.193606840861,327848.8149142112,250510852.43680176
