anode_material,cathode_material,surface_finish,welding_technique,power_W,amplitude_um,force_N,time_ms,frequency_Hz,speed_mm_s,tab_thickness_um,preheat_temp_C,energy_density_J_mm2,contact_resistance_uOhm,peak_temperature_C,weld_nugget_area_mm2,IMC_thickness_um,tensile_shear_strength_N,penetration_depth_pct,surface_indentation_um,hardness_HV,porosity_pct,microstructure_uniformity_score,thermal_cycles_to_failure,resistance_increase_after_cycling_pct,strength_retention_pct,crack_initiation_cycle,max_operating_temp_C,bond_separation_force_N,electrochemical_stability_score,energy_efficiency_score,process_stability_index,overall_quality_score,weld_quality_class
Ni-plated-Cu,Al,Oxide-Removed,Ultrasonic,3135.889959065474,41.89704086427712,1385.213302385166,1290.8144207319388,20000.0,0.0,50,100,8095.703961980406,42.68435038736921,569.0510864733432,10.965458381063671,11.947478646506442,1337.8955775237769,74.46433714785371,36.63578196470253,219.55827922688752,1.1613274383854006,100.0,916,200.0,100.0,230,91.90459142278324,1343.9996178427741,64.17180055402534,54.456503974416286,4.490084745649757,68.62641829426198,Poor
Ni-plated-Cu,Al,As-Received,Ultrasonic,2540.4223152809013,34.74445512860737,1554.8899512037542,322.0471474103032,20000.0,0.0,100,25,818.1357598536921,69.82076885568357,219.04921480692576,5.889914412944472,1.3197195954390613,976.8773080917376,56.43088191880473,26.847067620974737,103.30826718632824,5.356879874157172,61.12783428088826,2345,58.60331182831314,91.83298408711826,749,81.32653471341919,892.2416982819523,49.893984505427035,53.90950322801821,21.419866119640695,61.86887928505893,Poor
Ni-plated-Cu,Al-Alloy-3003,Cleaned,Laser,5009.708045744551,0.0,22.86251615249235,45.52636415419902,10.100810033209854,115.67452965755383,250,100,198.89216928607368,54.96857618642741,262.37837077391356,2.2293363964988564,2.4930372047501277,463.1960753821336,43.01119269000767,0.0,101.314841761778,6.338865312281428,57.26313083023427,2866,68.66338509217233,98.012488050619,763,82.79105710431166,468.0690225531163,46.338484905403845,51.83710969829163,14.172235123482642,62.951345466200735,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Laser,2295.3846707681114,0.0,55.98443123088295,6.676348982232625,43.90258257881189,11.723756884017742,250,60,18.66323510042371,70.13327002531003,220.89023674774492,3.1356704061140395,1.245000960329869,545.9672402494209,39.43965400511626,0.0,97.8592067057602,7.01505437200201,61.6241553903316,2122,77.33715543106976,98.06973531967306,710,75.60496233417211,574.6215832360888,43.91284071946597,61.3982392725456,15.825522982999962,60.16830232577303,Poor
Ni-plated-Cu,Al-Alloy-1050,Cleaned,Ultrasonic,3388.976011576984,23.674886641547445,1338.7194076411067,1404.8393477140244,20000.0,0.0,200,80,2380.483424761143,49.30323771963726,311.7502246068984,7.03766400981819,4.041971702985006,1092.5301587977615,50.736875498616804,39.810553447498705,122.59067063890855,4.111393355441577,72.85225443187608,886,78.26426651086408,100.0,298,94.26825193948167,1103.6422614266555,55.3068436629233,64.13651435042193,19.821293875846916,55.95107162897983,Poor
Cu-Alloy,Al-Alloy-6061,Ni-Plated,Ultrasonic,2812.952877596407,38.34288018410518,1052.4329991831594,181.0886447823176,20000.0,0.0,100,40,509.39382444045384,40.92238294995387,224.77993977238722,2.6485061423780953,1.3477739507050943,519.5272678121894,40.11353960227369,19.933899086553517,102.0220283471417,6.289893008620979,69.90765614588061,2519,50.88591940476974,100.0,788,90.02223272389942,513.9466569970168,68.28491086211062,57.27286986564563,21.20803802383061,72.32939920345021,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Resistance-Spot,1910.6036809144239,0.0,2395.6579898225564,61.06411240646068,0.0,0.0,150,25,22.158271834821413,42.68056077575061,206.68995706241606,3.80702595681881,0.8447418805408005,642.2021272294678,52.91914805354115,37.01157267499433,78.68956843382391,6.381632868685045,59.48573053660604,1818,63.64491116893827,88.77283433120269,532,81.98019226067161,550.5960183066588,46.995197449655095,56.96884680965729,17.651051611538193,56.497099150113996,Poor
Ni-plated-Cu,Al-Alloy-6061,Ni-Plated,Resistance-Spot,5783.067636245536,0.0,1614.7567659418708,173.13199982674965,0.0,0.0,250,80,167.33896564628623,51.546373511689815,228.6897374706759,3.6607246791124317,0.9703803122638792,669.4052542005694,46.136819872767546,21.753075240014823,76.09123220421824,4.455381069113271,57.82098601884961,1935,49.86924421976474,99.84162505247696,631,83.85442440375779,651.7899849139427,63.02863147676657,52.441361453583426,12.21321394651385,63.50052783004434,Poor
Cu,Al,Oxide-Removed,Ultrasonic,1395.1232929699777,43.59788658689887,1591.081004030248,422.0751562440075,20000.0,0.0,150,25,392.5645879066384,51.646307250686135,239.3658538673311,3.9211473472396325,1.9253507480583216,568.3884888230714,41.59128809541556,19.89750832629405,102.02829722443286,4.5372607411955785,65.28455339198749,2824,42.19560869269873,99.91863396391341,881,84.2028228672187,555.2851075821783,74.3420039551139,44.27469955503563,0.6049615761965619,68.20681149788052,Poor
Cu-Alloy,Al-Alloy-6061,Zn-Coated,Ultrasonic,3330.8477605027965,26.78909267704489,1349.346705795354,656.632157147912,20000.0,0.0,150,60,1458.0945000734953,38.54337024541065,272.73048502614415,5.409233674191281,2.8795901412554064,904.7470285401587,45.85194348556639,41.651094262736585,119.28105539373833,7.7997722750653695,68.52605758403718,2324,79.93191320756915,92.86065920608945,694,82.1454768458453,805.1812394982161,61.84899764631839,53.06037424292474,12.579726486134534,71.89406635246571,Poor
Cu,Al-Alloy-1050,Zn-Coated,Laser,1764.750332400974,0.0,21.31047040250833,2.5255700613410568,68.65001428382965,80.02000530751462,400,80,2.6482085667201156,79.4688380843703,260.9464812259589,0.65875528820172,2.6451207393117295,165.96641320550538,44.86921671942735,0.0,102.7368511316659,5.481758219327981,61.072975639349536,2345,59.697802671049914,100.0,687,80.32856933750953,117.77362769932654,61.483578922304524,58.61529738171963,18.119746062540273,54.50807733276412,Poor
Cu-Alloy,Al,As-Received,Ultrasonic,2829.7905583752254,40.83687378576208,1720.6098106103977,1165.4335873201985,20000.0,0.0,500,80,659.5865923624133,83.54886562846139,255.9619375531692,4.46705142111877,2.8640257459384433,756.2489171963554,43.624249801470455,14.974417568391994,122.07535737633657,4.046410163128256,58.724352021293,2145,47.09939452126847,100.0,602,81.64378210315309,769.9566021539587,58.03822572131357,37.693622927211734,25.278530560233115,57.28474986461245,Poor
Cu,Al-Alloy-6061,Zn-Coated,Laser,3891.5767298640594,0.0,79.65372909761763,24.594595224114954,20.557737006615504,33.78530051848458,200,80,60.73987581528683,58.851001411307045,278.00201784177955,2.597272223359924,3.314488204869747,549.7619108268657,37.09188481174627,0.0,104.50683547704163,6.556376319308024,60.83159372031621,1422,83.38305488033127,100.0,390,96.13790472955084,575.3512797289416,53.73213136866511,53.992298852452784,20.793166307149598,49.556636588406505,Poor
Cu-Alloy,Al-Alloy-6061,As-Received,Resistance-Spot,5560.636267615853,0.0,1314.813659880187,315.6187724985301,0.0,0.0,500,60,177.44788608314408,84.16283146492357,207.23177663038194,4.221342796853364,0.1,722.1083726511764,57.96777307915689,31.079732576173974,92.24543842941652,9.301307759622908,71.49882195175462,922,87.85908218491348,99.00778272651789,250,87.53610050951572,737.4132706842634,44.342972044520856,46.62204681370112,13.873562358524048,47.58936933577327,Poor
Cu,Al-Alloy-6061,Oxide-Removed,Laser,4242.511444976289,0.0,39.55450838799687,48.760292741663804,74.96988651342416,134.82693293725367,50,25,71.78808639166739,61.80859990506267,220.92999293188117,1.6625709198607288,0.8783769332170064,366.65051784865796,36.16448287916088,11.819312732931323,79.91369242047503,4.793226751270794,42.36966361735049,1703,52.044331312490954,87.86000939875719,559,79.2332489294029,359.9939868843771,59.838905965405154,53.48753952816692,10.381963132723323,50.68630580083304,Poor
Cu,Al-Alloy-6061,Ni-Plated,Laser,4620.389015057057,0.0,14.592207403514546,6.036827820140619,61.38140516597479,13.4898510187026,300,80,12.3628035907707,48.7674559441763,235.07082519078105,1.21519070457378,1.2480380341835506,391.9129834411281,41.56329474823862,0.0,91.60421961610483,6.092476406572403,55.672213541648716,2179,65.10482385911064,89.53031191437474,587,91.05755725606433,317.2273463767285,61.48130165248669,60.02788774226271,6.925238820987258,55.16804871216225,Poor
Cu-Alloy,Al-Alloy-6061,Cleaned,Ultrasonic,2053.134930154134,13.514659965793335,831.1284761765254,146.48435230791318,20000.0,0.0,300,40,100.25071348146031,80.98049165515299,211.72013892874182,2.691519852799914,0.8904248330016209,467.94453176819627,41.27804010669019,7.228348747943846,96.24425168150857,5.928931823735064,53.25866091822762,1827,57.43257252581672,86.79304159666313,571,64.14256001800659,429.5228325000487,49.65745912150457,54.25272330938913,0.6450604589947684,48.21680749577617,Poor
Cu-Alloy,Al-Alloy-3003,Cleaned,Laser,4312.566674524745,0.0,82.14407280098665,3.017991268684312,70.3346912518971,190.79449512751214,250,60,4.7491463767235755,82.28049140460429,216.33887671851483,2.525807549136585,0.7929645437964521,416.17423249807075,52.95051543605162,0.0,97.53821485271102,6.770641963094629,62.6362155756591,1731,76.77319717990659,95.13732601583476,502,76.24147696158904,413.8008288749212,53.54482153933684,65.22023389819223,16.14885983488629,51.20432444870727,Poor
Cu,Al-Alloy-1050,As-Received,Resistance-Spot,5290.609224059242,0.0,1247.0897158432845,470.84081688475686,0.0,0.0,500,40,337.66978264901746,78.31010902337569,213.6773854137738,2.6927109313433335,1.2972774784566128,396.4492415841869,51.23974900157066,8.166289269617074,87.40705332879949,4.906225393609629,61.74189438143664,2317,44.142657720845406,100.0,634,75.21368283270178,443.78162228860344,59.787733771320624,38.61118673765466,12.149366597351902,58.762358681882716,Poor
Cu-Alloy,Al-Alloy-3003,Ni-Plated,Resistance-Spot,1560.803924692726,0.0,2737.041640151319,296.4165692691813,0.0,0.0,100,40,72.67112696688531,31.428813949436314,243.6984736525756,4.603437578534502,1.6686564654753613,866.4293030817716,50.77501359292351,50.2452149710662,83.05021558275803,5.454780146916718,51.90690776938007,2907,54.19581054090189,92.42592891669197,894,81.02560175006118,782.9558650982488,70.72695156305204,43.19635289924946,12.012376478445358,75.5778433620542,Poor
Ni-plated-Cu,Al,Zn-Coated,Laser,2912.339690692461,0.0,72.48265598740583,30.07065376719876,68.52647672861085,101.06299642949459,150,40,66.21782363398417,55.00802431743177,234.5571904476328,1.7927263542104002,1.6042348310413168,416.5893441153304,35.98913661843456,3.005839838351658,93.78343989241951,4.286929103805196,51.85478597261439,2709,50.04451891691303,97.22478978820087,787,83.07188699593162,444.12490778130933,61.56903998317067,52.64366503716637,16.652821617886524,61.66443157794067,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Ultrasonic,2869.0955214274372,36.34831102003504,1096.7522896156502,877.5089713126837,20000.0,0.0,300,100,839.2190198685395,64.41749372398336,271.33854530258003,2.8577178307630113,2.580561655738827,442.81543906862305,41.66741376010187,18.734316813157392,112.29384033952707,5.059708092633656,76.75381158365299,2356,61.1281507759891,100.0,662,82.48680347063973,415.1058806295839,63.961479986775096,39.87362698631495,16.08292715080707,63.822805847102885,Poor
Cu,Al-Alloy-3003,Ni-Plated,Laser,2717.937486181075,0.0,22.056112492232327,21.501589644714983,28.32204523080184,169.68595719261737,50,100,25.212220042061332,53.51729070234838,312.57117627794423,0.7876813673985712,3.921567244111317,228.35982918633474,48.5131960232539,0.0,100.5633804313355,6.613713500378046,54.077018805684816,1164,100.48964569642354,100.0,364,81.54409808006868,214.6069956160694,68.14826896691582,55.37788047879347,2.9014072016639867,47.74161991530933,Poor
Cu,Al-Alloy-6061,Zn-Coated,Ultrasonic,1537.8049776408886,24.841550519384107,1977.769214724904,156.15286797747547,20000.0,0.0,500,25,48.02653152973246,64.90714509100899,151.41859329568962,5.227693901993717,0.1,899.9742722315973,39.69699505578423,37.20661999910832,87.53615047758832,4.131954006835555,60.11310281499204,1272,44.533922792937695,89.46485354803896,341,83.03009231720216,749.3922790949464,66.32221585351331,42.1509402598865,10.826469596600813,55.099743375032986,Poor
Cu-Alloy,Al,Cleaned,Laser,3787.479608907254,0.0,79.29560946056316,33.095457602773315,99.29199847066052,63.93236043564255,250,80,85.87752490832861,73.74223969341523,253.7337091686825,2.832584301627351,1.9200682608965203,436.34749643904524,43.14101530930299,5.150440270962365,114.79726567307357,4.33566408564656,59.13741917059301,2682,39.437081887583346,100.0,829,85.75436131831094,457.2187939834446,66.52404307461848,55.59139541500193,16.663154505100344,60.96747424271766,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Resistance-Spot,2650.544657714469,0.0,2440.0005175885735,232.38958238858453,0.0,0.0,300,40,132.10056908929957,48.163577784357905,212.90416179990444,5.407805214592421,0.40708661748507713,918.3746211807929,51.10934995505928,42.760965543956,71.02017615020472,5.044286845541275,50.8071480859012,1476,61.45993639589,96.34633163972379,403,91.5023751894017,909.8672473603937,65.99536988918209,49.69960122070448,0.0,57.3833942048542,Poor
Cu-Alloy,Al-Alloy-1050,Oxide-Removed,Ultrasonic,707.3983585598584,27.48661555267306,375.30810659639394,667.0291187124501,20000.0,0.0,400,25,117.96382592220402,64.77080634917262,209.94834602443177,2.245146757939171,1.2647947309429248,431.9247108079208,52.48680413360916,8.951421592767314,69.93153572172065,7.573333571425608,65.23368799475348,2168,69.87480824255992,92.77236705995692,610,84.29062865817231,417.58143477248717,62.96627948655967,34.06717704044082,20.18837841987449,62.71378099457967,Poor
Cu-Alloy,Al-Alloy-3003,As-Received,Resistance-Spot,3185.0363968751294,0.0,1497.6148653427776,436.0938142652176,0.0,0.0,250,25,165.07287710837872,80.66650378072345,181.40961151756025,3.8132099309536494,0.1,632.6111865027071,37.85537292529527,44.02706929854277,68.23039080060357,6.956181335664606,51.406495688579035,964,73.7532000293795,89.55724315283103,234,75.6767666237671,581.7656617063805,49.010436744533784,46.72744652887111,10.645969308160707,48.422189083748904,Poor
Cu,Al-Alloy-3003,Ni-Plated,Laser,904.2321103150696,0.0,16.975790508754073,26.468923479244864,40.33028587881577,167.4878395176958,50,100,21.335671270168096,45.788176101879074,315.376121509294,2.501894236215374,3.930641931018174,360.78692546553754,42.66454637881295,0.0,123.6504645564301,9.745869339744427,61.34529410584071,834,119.15222153592113,90.66094860234523,276,80.77830665175075,365.58791406809735,69.10134469932834,44.793747944256815,19.064179362289,42.34670427325602,Poor
Ni-plated-Cu,Al-Alloy-6061,As-Received,Ultrasonic,1001.1257237028497,16.704768651532707,266.00856848037733,1130.9628210918968,20000.0,0.0,250,25,452.89438909865663,102.95251654229094,221.22956674066575,4.0656870261798135,1.2445293802069373,805.7382246257916,45.02380092379095,0.0,88.40306339486514,4.420499792230069,53.059213444519855,1881,53.43650554198434,94.89986493442234,475,75.18440009818825,759.8308033398479,53.36887643629702,33.057426426103504,5.817212136052243,54.23100858319526,Poor
Cu,Al-Alloy-6061,Zn-Coated,Resistance-Spot,7077.89896359281,0.0,1014.6030250919206,100.36382872897755,0.0,0.0,100,40,183.99446693246531,53.060763393666086,249.17120298307174,3.548266782057384,1.9402010282993165,564.5180260540853,46.396215457278075,23.9377383856738,90.78977701876806,6.629996667959169,59.956393847268366,2859,58.39774171095971,100.0,884,78.69973192700432,530.4591468149819,64.84649469170802,53.06115002978041,32.83459075136638,71.01611490196308,Poor
Cu,Al-Alloy-6061,Cleaned,Ultrasonic,2420.008900510741,18.9880470789072,524.0187874509022,223.97781791253794,20000.0,0.0,150,80,361.3522085768773,53.43539374819487,259.153265504466,2.419622432798433,2.6372078757961193,396.5980077681461,44.271128698414316,17.441105405051253,98.11611416609594,4.63120236210866,67.66617139137533,2301,48.07654579332302,100.0,722,82.38451703929253,410.13022898576446,57.3258452357691,44.643706767970045,23.51971199627667,58.940931895783315,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Laser,5808.15283039825,0.0,0.49399809344096157,47.63877748573871,67.52079440339503,174.9044759588042,400,60,160.67049367498169,73.73137739171844,227.55897787646825,2.7226621136677625,1.336797637399419,428.640600312119,47.937758293181176,23.82890203057932,95.58775943047318,10.916111360783901,50.03238592780264,2160,101.76271564511912,96.8809862151602,602,76.49430177418778,447.1103784369636,44.504098359304635,57.644247273878364,15.39822271681372,53.71245755379987,Poor
Cu-Alloy,Al-Alloy-6061,Oxide-Removed,Laser,1610.193986676216,0.0,67.34324333249174,48.52569025925625,18.451064421047654,137.79440246277397,500,100,26.8658571804716,75.8484962024047,263.5949608140258,0.5,2.2999832387286974,227.6334918937884,40.48142787283957,0.0,107.8192064991587,4.4528207646413875,53.90277954205805,2715,55.3885062928065,100.0,733,81.27670758163167,267.63379890140584,60.45291697367017,58.64091794971453,6.179265034187476,54.10377498312221,Poor
Ni-plated-Cu,Al-Alloy-1050,As-Received,Resistance-Spot,7850.419011803713,0.0,1435.7419178494815,57.882195887928006,0.0,0.0,100,25,51.541771517997105,88.0218732124867,219.55949855504238,2.788252134825879,0.5748604935202265,422.94365180925234,41.54727547848849,30.118303966123506,94.21880285141587,4.604663299460267,56.35474406252668,1552,59.89004174322365,100.0,396,69.94252772328225,445.31041398848913,50.05442018378805,49.12926313727918,0.0,52.895027825462535,Poor
Ni-plated-Cu,Al-Alloy-6061,As-Received,Resistance-Spot,7516.640868548844,0.0,2223.8168775789027,354.4310235997609,0.0,0.0,150,100,347.39861543578286,76.51606249578136,292.9493975632191,4.722210920385944,3.194480172559103,740.5541089098152,40.85148784621698,36.55624451722719,115.54653578454334,4.0138946421750745,63.315614600253596,1584,45.766374486515474,100.0,489,77.35973652829738,751.8462983632971,53.95994923710532,46.883807263426526,0.0,50.953057084942486,Poor
Cu,Al-Alloy-1050,Zn-Coated,Laser,5996.7754917386665,0.0,4.821203886055603,48.881535026844546,46.621716465058356,175.44315556407923,50,100,152.86851461035283,62.090540928561055,303.04723824969693,2.7034862842533256,3.5656200330744294,490.8543743252214,39.610777296982704,6.299835598942236,107.97972727669863,9.83602678530922,46.661153868295465,1118,107.05509193474302,94.12749185977235,343,79.38632795905546,437.5796836114,65.35010636036878,63.24370651171475,8.402536456968354,48.16094690084196,Poor
Cu,Al-Alloy-3003,Zn-Coated,Laser,2722.771769080681,0.0,32.70331615632387,33.71207589261565,82.70613477471328,154.834175607557,50,60,34.349418954114114,56.89719390868496,245.51752669048943,2.629547030440265,1.9839932245083751,378.6958689906002,37.714005321192566,0.0,95.5575322706059,7.427139833497783,51.35810050225151,2763,62.03617755367958,100.0,819,72.72372443252524,397.334683678337,69.21432422257979,50.1445398168769,21.606611136515216,57.3611900316046,Poor
Cu,Al-Alloy-6061,As-Received,Ultrasonic,1473.7574897008108,24.658461394855916,913.1108448966597,1073.654089365807,20000.0,0.0,50,25,3164.6115111015233,76.109859597171,281.70855549540255,6.099978328284594,3.324954411456079,912.867256705934,57.20478596624022,24.136044963370757,117.26111252648147,1.56132637051875,76.80330818434976,1862,39.96714561314113,98.07031172540643,624,81.1109851615396,848.5415912792454,65.44169297733231,58.1575796176081,84.74098990102684,62.918972429503235,Poor
Cu,Al-Alloy-6061,As-Received,Resistance-Spot,2590.88739084206,0.0,682.9898094211092,321.55186702162007,0.0,0.0,300,40,100.1880422211861,94.72740683144627,222.04491758032415,2.697254018127804,1.4390631359551305,426.8749636867951,35.801412285942476,10.549186299018942,103.5119152746393,4.233179945629614,74.69741787443765,2555,45.03932766486979,91.96814816068172,713,76.32144342269638,356.2172222977058,62.358669044388236,46.43905221973189,10.698242249632912,59.3712474543378,Poor
Cu,Al-Alloy-3003,Oxide-Removed,Laser,5733.132078162951,0.0,84.71673613725741,45.797589281622024,83.23896594876278,30.694484950878973,250,40,144.53896456452614,59.57352925518443,206.66699414529,1.995581500913869,0.6676079839215803,439.1352373604348,51.71356029726364,0.0,90.68514995845729,5.556478130294139,57.96739185424802,1436,51.616028850600514,91.38115088254392,436,81.12510585582217,412.64331376580657,66.45694276962995,52.55079143149065,2.428812884090126,56.14918313753897,Poor
Ni-plated-Cu,Al-Alloy-6061,Zn-Coated,Resistance-Spot,3760.5572667284514,0.0,1873.5355960761333,386.09407226112023,0.0,0.0,200,60,218.37986465159182,47.546988763522926,246.26901325429395,4.686005101672248,1.6939775001200124,784.7776618310277,46.914369737196914,34.40619802091442,95.75927942596874,4.1512816494043845,59.22973418180891,2789,41.06429705513891,100.0,800,85.59041349156007,821.039029521268,55.26650329778335,41.6725931371042,16.85831693535019,73.76077915924316,Poor
Cu,Al-Alloy-3003,Ni-Plated,Resistance-Spot,7277.000028880857,0.0,678.2006751379098,479.59701351498836,0.0,0.0,200,60,616.5558142704241,48.012988235932,226.91908846927515,3.8333428588995595,1.3488073376242855,653.3107968453163,49.39143653772599,5.18578299058644,85.3331623156894,4.2353149072426355,58.609354853934754,2409,51.56402136825557,90.35970859416554,705,81.87855281647495,620.1227083757053,79.07278857784686,42.95713895056314,14.14506161186673,64.17546085467595,Poor
Cu,Al,Ni-Plated,Laser,1414.823842587282,0.0,61.73517574129742,26.63115150450745,70.30864311498476,186.62511671017793,200,60,19.29918893543065,62.90698228025042,236.8275061722833,2.008922040755574,1.3270506665324455,454.8843284824795,45.08606219235293,1.4964466839354702,72.57543055529123,7.058212850305438,71.5541702781559,2417,71.21396208672545,100.0,713,85.63383428820569,504.0984059433435,73.50077709577619,62.47636918975315,8.57147702422256,64.42691847533419,Poor
Cu-Alloy,Al-Alloy-6061,Cleaned,Laser,1999.4320040344357,0.0,41.354910152535155,6.9724185735104305,26.303441458121227,139.41239225334672,100,100,14.499652504175637,64.78698811225223,312.6170794285671,1.551111468605992,3.3374594438785237,271.5394170032218,35.35976786825631,0.0,97.00178424316412,4.2126092606487235,62.63273333639393,1659,54.54464167613951,100.0,398,81.42869788520625,217.78235589832283,61.94794587283828,63.92041916566129,12.109999558130868,57.29374907506742,Poor
Ni-plated-Cu,Al-Alloy-6061,As-Received,Laser,1518.756456010753,0.0,91.77524891713773,21.80184383462173,17.83350663288928,164.99224226581336,200,100,15.897082833554435,75.06243860404854,283.28369169564286,2.4216165889482912,3.127256262596304,482.80603975291024,40.00615855738107,0.0,109.29405990237058,6.1428012930086355,46.91978118027344,1681,69.74673281388658,82.38082642867049,378,82.27120971866798,427.63429096260353,53.580853678967124,54.30555516060612,14.523987812929473,50.63066014333649,Poor
Ni-plated-Cu,Al,Oxide-Removed,Laser,3764.4621301773095,0.0,79.37438503805163,32.683689757720146,25.729609854463945,78.54677863101396,100,25,112.65260140781255,70.98686832730283,233.36044942237356,2.2909850812595693,0.9265280634596799,562.9236217800473,47.049493936387805,3.5649409418007547,82.6328932966226,5.775603789123564,39.881410551836396,2082,56.710004596992945,94.10019607203611,651,78.07902101642648,518.5087912604503,54.28391799881402,66.02008780282851,6.1756054786933365,52.678482657779305,Poor
Cu,Al-Alloy-6061,Cleaned,Resistance-Spot,6958.219825969396,0.0,2178.561673826536,414.2884890957988,0.0,0.0,150,80,712.1447165641969,46.75180918865631,297.86456478146096,6.226313402220772,3.190258329279377,1068.1905885787671,53.30285648217853,41.760736941260745,121.83169617446816,4.927507897014026,51.84739851933881,1840,53.07680094389954,93.34792690715385,553,83.09179307055282,1015.5706850056197,59.93186077801324,52.041530422111826,8.31733912385627,59.91996075803533,Poor
Ni-plated-Cu,Al-Alloy-1050,Oxide-Removed,Resistance-Spot,2646.6490936138935,0.0,2673.1490616276315,262.80138453493197,0.0,0.0,250,25,163.69101334891363,49.23979740187832,214.4175967615778,4.83066697853617,0.968582461973405,912.1319579217698,50.893149287069654,40.79991096283161,78.80128616788562,4.076432634818749,58.7331456208601,2035,41.69333407801229,100.0,593,86.5717289499196,974.7247164239743,53.75573162680334,57.44896538414269,18.55596177731731,69.84845160583356,Poor
Cu,Al-Alloy-3003,Ni-Plated,Resistance-Spot,4826.8818889984905,0.0,1079.8677402899384,225.9076981574816,0.0,0.0,250,25,168.34457680946377,46.701726641051884,207.45247210385028,3.1089837550472934,1.2637050853092102,598.1169966468185,46.73607267288416,11.738639521489223,91.01042276179753,4.073803941656417,60.73948511269164,2362,41.77735974567679,93.47403368342285,683,93.38069614012447,534.6109480744307,68.16800891996088,54.235401936566014,15.531278541475283,60.637092047668204,Poor
Cu-Alloy,Al-Alloy-6061,Ni-Plated,Resistance-Spot,5866.011878333156,0.0,1510.7969202607303,242.68982671652665,0.0,0.0,400,25,181.4211520575715,34.748375514508304,184.45162050409473,3.063563903305895,0.1,573.8227168227025,42.51235167337048,24.413143069225114,84.29420700893589,8.845565588057298,62.2624678164973,1036,83.97269853872287,88.33032663186104,200,82.43323760074261,493.20288451332334,55.790746651485534,40.045868113326506,4.846839423044123,56.46023642026516,Poor
Ni-plated-Cu,Al-Alloy-6061,Zn-Coated,Laser,1072.6030716129148,0.0,72.43388171287411,29.340958933314045,34.67445999038253,25.089680107907455,500,100,11.504830977721944,64.43901995282044,246.81714515551874,3.3077042408462756,1.2877229886229047,585.4928753936204,31.889704200195947,4.562399392933225,73.5134320373756,4.083536754735721,69.386385630676,2339,42.68188491099983,100.0,707,80.43290284936057,587.339977295062,53.05822729262774,57.795901597704116,4.149725929143688,64.5852503850815,Poor
Ni-plated-Cu,Al,As-Received,Resistance-Spot,3404.9233234299277,0.0,2042.889458489117,249.08447141630128,0.0,0.0,200,40,110.32775338280535,81.90751264577506,215.64834736242068,4.241086915707101,0.9718516045975668,749.4510299513883,54.259174770123515,39.45959450020775,96.24589364954538,4.881684961803094,60.91312975275108,2181,52.11111675575422,94.12744047210015,614,84.88252491632618,690.7631957281943,53.52448436653389,58.71319602119873,3.166697791069934,61.57525669440602,Poor
Ni-plated-Cu,Al-Alloy-6061,Oxide-Removed,Laser,3760.4659540938246,0.0,68.01319311034514,12.310630268546591,51.11727803923318,46.16172393562288,100,80,21.486006458535265,66.25316222222649,286.5588230745902,2.2854660752824656,3.069581402239269,360.9609751982491,37.12984298046448,0.0,102.19965295325062,4.739715479806827,56.57837323251822,1855,50.99490882486859,92.51990933582626,509,84.12019389240848,350.7705065820516,67.07113180780229,61.77292481826646,21.91849489530945,54.14294159676861,Poor
Cu,Al-Alloy-3003,Cleaned,Resistance-Spot,4256.439285986027,0.0,650.355856501963,303.0335671450594,0.0,0.0,200,100,305.1353635937394,72.21701069950437,285.41108291610163,4.382773396398596,2.8343593507827496,792.4033922740267,37.402721720631035,3.108431599975182,80.62353190537011,5.04863640470956,57.76766527238583,2171,51.98287468728059,100.0,592,82.83791921378285,779.9507245381807,59.94798027224335,43.67714625492452,18.400653563197697,62.6069094164388,Poor
Ni-plated-Cu,Al-Alloy-3003,As-Received,Resistance-Spot,4750.793791311569,0.0,741.6911241167991,252.6669213161833,0.0,0.0,500,80,220.9402343274527,108.0416635459002,244.18290137547268,3.935195465503085,1.800990467292212,631.0199968455661,51.72094398696889,10.09757200002237,92.86801274216172,7.185860793334991,62.15921136344067,2576,74.55314109835507,100.0,769,63.304577304073995,674.6466016324246,53.29785908871212,39.73918897648909,2.7374372210995332,61.220792237690276,Poor
Ni-plated-Cu,Al-Alloy-6061,Oxide-Removed,Resistance-Spot,3795.211410665157,0.0,881.0400333260436,496.6175759712688,0.0,0.0,500,80,400.537633392216,58.95545264693137,257.9473592728385,2.250235230574706,2.1037865390734845,455.81243574735356,45.39644452752439,16.303642960809974,107.8064576333791,5.690529576988714,65.70235501869587,2963,64.9898342601407,100.0,862,83.27931650053019,425.276220048245,54.522674887352586,32.93333036573241,0.0,70.48500507299788,Poor
Cu-Alloy,Al,Zn-Coated,Laser,1913.7599653764394,0.0,78.7901988292265,43.369623409643474,64.76377713938122,106.2993020458917,200,40,126.1819832234497,59.79934490724703,249.5650514149108,3.190255715369669,2.0985086301575184,578.5012279318962,30.530367179588275,0.0,89.7271555923572,6.259798497094158,56.28562315079617,2712,65.80324231761907,95.82061257751394,738,85.4222139462019,494.80754051290944,67.12210268175609,61.194779110157555,8.687299072072387,65.27832775598226,Poor
