firm_id,state,geo_political_zone,location_type,industry,isic_code,firm_age_category,firm_age_years,employee_size_category,num_employees,annual_turnover_ngn,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,prior_entrepreneurial_experience,digital_literacy_score,digital_tools_adoption,advanced_tech_adoption,level_of_digitization,process_innovation,product_service_innovation,business_model_innovation,competitive_pressure,customer_demand_innovation,mgmt_attitude_innovation,financial_constraints,access_to_credit,cost_of_innovation,sufficiency_internal_capital,human_capital_constraints,skilled_employee_difficulty,cost_of_training,mgmt_capability_change,infrastructure_constraints,electricity_reliability,internet_quality,internet_cost,logistics_access,regulatory_constraints,regulation_burden,corruption_level,gov_support_effectiveness,market_constraints,competition_intensity,demand_uncertainty,intl_market_access,profitability_growth,sales_growth,market_share_growth,roi_satisfaction,overall_performance_satisfaction,turnover_growth_range,turnover_growth_percent,profit_growth_percent,employee_growth_percent,new_branches_3years,new_clients_3years,product_service_lines_increase,quality_improvement,customer_satisfaction_improvement,customer_retention_improvement,innovation_index,constraint_index,performance_index
NG_SME_0268,Sokoto,North-West,Urban,IT Services,62-63,0-2,1.5,26-50,38,809786.849983352,Partnership,47,Female,Diploma,Accounting,2.486228456351859,9.468432323350276,4.244462795710909,4.1755975207427545,5.0,4.047488144846757,4.216304887477286,2.4678687362967713,2.70315650094685,4.375038628601695,3.069524862156142,4.775469386127245,4.992902457951386,3.892875271757815,1.7056031441706236,3.6821055263082947,3.872489237481433,2.417295737624344,3.7401047168095563,3.8151490742016865,3.637178008015362,2.86737496789788,2.4054585843881284,3.9669069501696734,4.798532807375139,3.811167696209143,3.0719406122036252,3.07159485438735,3.64695884144744,3.6600170431638057,4.034842532714759,2.218331078281246,5.0,5.0,5.0,5.0,5.0,Rapid Growth (>50%),54.209532581299726,45.931340485467345,-18.384580569835848,1,22,5.0,5.0,5.0,5.0,3.744031141082931,4.143643127091961,5.0
NG_SME_0269,Ekiti,South-West,Urban,Agriculture,01-03,0-2,1.5,11-25,18,7778322.034604269,Sole Proprietorship,27,Male,Secondary,Business Administration,4.229005121663413,6.466306661211317,2.791613561379607,3.33262490688353,3.2094146167387625,2.4837855389827213,2.016535054714447,1.2476294266194397,2.219050430920424,4.62064383772712,3.1053067737533615,3.46815391264255,3.200670221267729,4.285470168817876,3.8743282811003654,3.5119613745593883,3.0448689151963197,4.092421027847258,1.8755201240449444,5.0,2.1959397164368064,2.3190188516275243,2.7471083460672734,4.095420702151305,2.402398833043338,4.633663049737036,4.7016861939653545,4.660810383796268,2.0057816964410327,4.5054901929646425,3.9341505088684077,2.3955493311985694,1.1309785441251299,2.3013063652853436,2.146195257669357,3.0020294316353926,2.510103249591827,Declining (0 to -10%),-8.694624304490365,-16.12897784368249,-11.549164612117961,1,16,2.85607438736967,2.6661624216549655,2.934483520305085,3.0854614952708506,2.134890895424054,3.277659163337262,2.0221458541679143
NG_SME_0270,Gombe,North-East,Rural,Manufacturing,10-33,6-10,8.0,11-25,18,525875.4959073851,Limited Liability Company,49,Male,PhD,Computer Science,5.893620601729781,10.0,4.2250747410749865,3.6804356405241228,5.0,2.9929612799282714,4.153666164060739,2.8196307787395125,3.4328621118686025,1.8556865368630528,3.452135269441289,4.432002138395488,3.8166866985485672,2.952856542160454,2.2412598949721096,5.0,2.9947587999495298,3.5983087393844557,2.5153096709756855,4.640402549628446,2.123670512820161,4.209332814378268,3.112592452334291,2.209660061358627,4.977548636245603,4.260103525330212,2.9183532619315313,3.8727419983775206,3.289623494346326,4.284639480556029,2.715761603745295,2.2706287510967935,2.6312227887256094,2.687100492191643,1.3891612230409374,2.2081007754475834,2.5748204090591638,Strong Growth (25-50%),39.151592639243916,32.83198267235226,-12.15305802378358,0,17,2.5402224082134754,2.0626763512839843,2.3404790042222694,3.109521313234607,3.547833240950877,4.467915363723173,2.3205762282543385
NG_SME_0271,Yobe,North-East,Rural,IT Services,62-63,6-10,8.0,11-25,18,1525256.6441895387,Sole Proprietorship,46,Female,Master,Computer Science,1.9971523364841794,8.045841330481842,4.042363563876099,3.742131719916911,3.3037624267168013,3.307248547238367,4.627661953949858,3.277881912466946,4.8004269881194075,4.4022606327135065,2.646516796932695,4.933076362058871,3.68334536422572,1.8575039198747647,2.0098464590944354,3.3014074652110756,4.595671328018009,5.0,3.1759219983987967,4.801230341127022,1.0,1.9448917573359346,4.452387053506743,2.7520634659173373,3.0107149709296963,2.212500536367366,4.485589518964396,2.3322719879400235,2.329989112652526,4.196622820440177,3.9033596371244306,2.9900390848492484,4.900184191476415,5.0,5.0,5.0,5.0,Declining (0 to -10%),-6.379314964127014,-17.612363550454496,38.222370201841386,1,36,5.0,5.0,5.0,5.0,3.813788994382817,3.6752836503958384,4.975046047869103
NG_SME_0272,Taraba,North-East,Urban,Professional Services,70-75,11-15,13.0,1-5,3,78903.04541690901,Cooperative,29,Female,Bachelor,Education,2.9016648771004543,5.895340636850371,1.0,1.0,1.8524805305227712,1.0,1.0,1.2280603337125653,3.292045951729491,3.1424338772412277,1.7874256993926567,4.495644556679748,3.496542816666907,3.2727087878946177,2.476233664505478,1.8756698190372487,3.386860931104552,3.5732763807236156,2.224295935578807,5.0,2.122283915152158,2.8996970638376047,4.003111253816289,3.820804779586385,2.981934510301604,2.8277393635985835,2.899705787564595,2.4462770981326503,2.6504992564239,2.31106977960839,2.9581923118761138,3.472705241296879,1.0,1.4170077629406843,1.0,1.5223524583912242,1.2704736961895418,Declining (>-10%),-30.0,-38.745992293234835,-20.0,1,12,1.380513722175598,1.0963514096828588,1.22534988970314,1.6694317303324953,1.0570150834281413,3.4007496284885,1.1718703647825566
NG_SME_0273,Akwa Ibom,South-South,Rural,Professional Services,70-75,0-2,1.5,1-5,3,279832.252545776,Sole Proprietorship,45,Female,Bachelor,Economics,2.3121373977546984,5.197245939749915,3.178995432178491,1.293593421663353,3.4110463647301597,2.6993269349293585,3.4245437413295328,2.5879015222945494,3.307544823232186,4.047377263704303,2.795806309842309,4.7756623091487596,1.8327548257398694,3.7993281657317794,3.3594876728626417,4.223467118310968,3.810236337998373,3.36687690702669,3.5563454074795544,4.040586451153,1.7004420632926438,5.0,3.755508912014997,3.4160334323149346,2.982106352343813,4.1509001615427925,3.9484306274861862,1.8794629324650973,3.675258523457185,4.216535959246341,2.829046308873226,1.510970268016533,1.673001500888505,2.4849203398451767,2.2226231556907896,1.7325095033383744,2.1749779197586783,Strong Growth (25-50%),41.00011040996333,42.98865378389304,10.68216761216607,0,7,2.8625829043723234,3.1776566191758056,2.893966688548272,2.9681486525809277,2.9726919076829827,3.939416150882745,2.1388807290457876
NG_SME_0274,Sokoto,North-West,Urban,Retail Trade,47,31-40,35.0,6-10,8,858106.2017409647,Partnership,48,Male,Bachelor,Agriculture,2.4798342190887004,9.76279208653753,5.0,3.575651714663037,5.0,3.279823455468982,3.061742034588586,2.9648301061220246,4.899887717200993,3.8689690849508507,4.35858616455928,4.554949158811699,2.2737636487393704,2.7672558294826968,3.044422610791594,2.5929467880359853,5.0,2.844793912134159,3.5240143287388803,5.0,3.748055071754548,4.352612335351801,3.385688321590266,3.241434508532957,2.8566298156140606,2.896784416209023,3.2497292101769473,2.8906262011950203,4.035314260201205,4.379941471433114,3.2160768202882832,1.3749420659647498,4.735220793458689,4.841764601149782,4.7481267700340455,4.6650947196803445,4.033637157434305,Slow Growth (0-10%),1.1551495624889094,-14.294545059769593,17.88919314496732,1,28,3.787012988525448,4.272113463980271,4.877570730933844,3.8975826780081992,3.5765988990448982,3.807968004532589,4.589687330519205
NG_SME_0275,Jigawa,North-West,Urban,Retail Trade,47,0-2,1.5,1-5,3,445279.8214294774,Sole Proprietorship,54,Female,Secondary,Business Administration,6.6231316571257395,7.114356696816671,2.146170686907072,1.8984835451876518,3.075455422120292,2.3674222660569497,2.156421268128164,1.2057969602701137,3.9732325217047633,3.082328400012659,2.333666633698399,4.515014227162401,1.995444267731686,3.63860468872379,2.850809629454233,3.526811568000132,5.0,4.821447305622764,5.0,5.0,2.818394706378866,3.136443116594169,3.739328345490598,3.0959893636437728,4.225631593968714,4.01535369254863,1.6285526866785571,3.8876048014461038,2.7896911020734927,4.428015793140971,2.7429959303750837,3.565858484100212,3.09497215151357,3.0519838193594473,2.678097759484613,3.5914400173984236,2.553988469299023,Strong Growth (25-50%),28.5453379877019,21.27184287830242,4.44860219520579,0,15,2.556161388137663,2.736312183357205,2.951021652178227,2.748164447170957,1.9689527953405748,4.011429698240947,2.8447605499141635
NG_SME_0276,Plateau,North-Central,Urban,Professional Services,70-75,0-2,1.5,6-10,8,165134.14090485958,Limited Liability Company,25,Male,Diploma,Economics,1.3183852369735056,5.916104874864657,4.996658443157797,5.0,5.0,4.896666454316013,4.737967846342591,4.233490340602209,4.534410196504254,3.4062426185070382,4.726639276105183,2.0819907151899164,2.2802835994336235,3.200402656771698,3.1806633772711885,2.870685746837317,3.8501530087807887,4.291603306418917,3.9976290554210925,3.2454934506122735,1.9014361910057844,3.3692495716733,2.0017684737281964,4.081774934741928,3.344008314616544,4.320923724897989,2.539758040785347,2.5783211523434617,3.86013569357452,1.0,2.7837151869864583,3.3550112683364177,4.506442064812641,3.8074274735095957,2.9007148872102366,3.7733827563893008,3.294376715559167,Declining (0 to -10%),-5.43357204731889,1.8376280993359408,25.35531935243858,0,13,3.344887388609317,3.064234527768061,2.9090470636327237,3.582608524555228,4.716195771104653,3.0804627841661145,3.62724028527291
NG_SME_0277,Taraba,North-East,Urban,Food & Beverage,10-11,0-2,1.5,11-25,18,506832.9662295864,Cooperative,49,Male,Bachelor,No Formal Education,0.7002788091683684,2.279800041933277,2.33209838785025,4.733541556760309,1.8580163987155447,4.001882814053658,2.7658713935329757,3.608322475617722,1.9951810834717187,1.662566940056175,3.716052254293934,2.9859897538346525,3.3731993117849726,2.9189229973010704,2.3070966777587705,4.520936523787846,4.287487944010358,3.598980911325795,2.602238285735951,4.905198514794054,1.5775463243402017,1.6298103726491067,3.3082545429876524,4.0548912995039075,1.7424162235598966,2.3372870973925206,2.8203049355161367,2.155073592559296,3.1761243293252845,1.7187251779690755,4.684233644520264,4.376973573135202,2.550186342583486,1.6167474266518054,1.9055613877284145,2.216698035437832,1.9025460948506299,Slow Growth (0-10%),3.5203941740405305,-12.365630735612475,-0.8718339710644072,1,18,1.380331352141209,1.6152360988191465,1.6130708713829458,2.2938898873855376,3.1770437677636516,3.4661330690603465,1.993760312953584
NG_SME_0278,Kaduna,North-West,Rural,Manufacturing,10-33,6-10,8.0,11-25,18,260037.43102527774,Limited Liability Company,58,Male,Master,Engineering,1.8279632199851301,10.0,3.9609842249466487,3.8064182036320204,4.395244966228407,2.8921344561601963,2.8063137629617794,1.7195028126919676,3.976702845263326,4.07000269406186,3.0047246417439495,2.706641335624603,4.540310556162224,4.460961841836613,3.7316727489811776,4.742843514374016,2.610825527481782,4.447674081059999,3.645347804147542,3.6401277104940264,3.331311794138312,2.73536147853069,2.3034983405034923,2.556083353769603,4.203914104999264,4.114420149080614,3.6637892520125215,4.352319291325726,3.1310605483426484,4.251240933094245,1.9897131972167823,2.4020038091566343,2.6011283303928545,3.400896640959957,3.5214205780288994,3.047096660626208,2.5264554067095024,Strong Growth (25-50%),27.437195017927998,-1.2725552491866736,12.122334346266094,1,14,2.2613392131760826,3.1947569121341113,2.8842420898191157,2.624090194744037,2.844733814190148,3.684917442766911,3.0124752390228036
NG_SME_0279,Sokoto,North-West,Urban,Agriculture,01-03,26-30,28.0,6-10,8,2424932.2315036505,Partnership,64,Male,Primary,Business Administration,0.6999043700762286,1.244951813955193,1.0763717795249095,1.1453419020484443,1.0,1.6411525184332514,1.071994295180023,3.1764645731377077,1.7237759049994938,5.0,1.9265435160556277,2.9259697345863263,3.8179620978524267,2.943486172050136,3.138198792858984,2.6935731126615066,3.6912755946431597,3.7028809108133305,3.4174475200763386,4.210238767999352,2.844782856676864,3.630762055910367,3.001795786906891,1.4183652664973292,3.9490784238210304,3.0405817464371037,3.226345944861281,3.6258716673220057,3.8161721782394165,5.0,5.0,2.953792403646119,4.164343875260649,3.514112183809362,3.429042271388432,3.565368277849924,3.7131046520540925,Declining (0 to -10%),-0.8336369399489478,-21.595583514432096,6.415098294885662,0,30,3.878819341303583,3.2312145281108338,3.3099723304832693,3.3308863047266795,1.741495791568973,3.5190064434615267,3.705150745628134
NG_SME_0280,Katsina,North-West,Urban,Wholesale Trade,46,11-15,13.0,11-25,18,11609.816266679585,Partnership,27,Female,Master,Computer Science,2.069859414816832,10.0,5.0,5.0,5.0,5.0,4.00447210543219,3.541206221953923,3.766643333216849,2.9565051218056215,5.0,3.010548202442854,3.804534315165824,4.525538399003152,3.5506292670900264,5.0,3.8680578535047965,1.769815801959092,4.127890659223503,3.3444226705425764,2.0170329146594694,2.3250093977710513,3.9221888598413415,4.087971907074147,3.481852757976495,1.9343011542038524,1.4744162449352873,3.0500703339950244,2.548429418909198,2.8071398868036175,4.411013375002852,2.821593523677325,4.344189663998623,4.365034303873489,4.4121054665560475,4.068839599061341,4.385252737937977,Rapid Growth (>50%),52.782903680690076,46.0607729998282,0.2611023012441427,0,17,4.988335823345281,4.516360212615142,5.0,4.57583733537482,4.386419581846528,3.477050609974224,4.376645543091534
NG_SME_0281,Kwara,North-Central,Rural,Education,85,21-25,23.0,11-25,18,39490.23342709378,Limited Liability Company,40,Male,Secondary,Marketing,7.01488880250669,2.909171506047552,2.5642917894189097,2.6439482514066794,1.6564868877271874,2.500777269428984,4.986097519856391,3.123287546247641,4.400652909765959,3.1621579123326655,2.869105711486344,5.0,2.2743708397113127,3.426420744899252,2.1002802245719683,4.063610819101282,3.8829476429446164,4.447282259761735,1.4073558223992972,4.332453062521979,3.465893267624826,3.024949368891661,2.7335050670769876,3.8756491684612793,3.9481487717652985,2.8748794672848,2.5774559120526535,1.0,4.217649527488892,3.351409388627277,1.9303527942071301,3.598238167535588,2.744025194925616,2.751339859365325,3.123449188035581,2.5533105416015585,2.6037899571262497,Strong Growth (25-50%),25.21984627370396,17.076826694304035,21.10147287466337,0,23,2.482420058472338,2.428642102700593,3.1497402093397655,2.46964643517191,3.293613531237981,4.31237243617549,2.805651049863193
NG_SME_0282,Kano,North-West,Rural,Manufacturing,10-33,0-2,1.5,6-10,8,1089814.3214009975,Limited Liability Company,41,Male,Bachelor,Economics,2.882558514471871,7.8081536426628615,4.725319097942942,3.2218034186426534,4.31075138258125,3.4360548212409765,2.719325204433682,2.885632421820274,1.8718464390529927,4.772418088264842,2.574933245498638,5.0,3.793109539750427,2.73455871326467,2.5866524082784697,4.330589060466255,3.6634012608910456,4.230309991784456,2.746979974291747,5.0,3.2272797329167986,4.852270047509347,4.555629104238274,3.605633150220388,3.8606435251314886,3.795332408053349,4.673487990155547,3.605185550834954,2.9349208792202512,1.0,3.7324236122386836,3.779414354359302,3.6485479980202307,3.937376304969112,3.5994906212771998,3.3927783954181425,4.395432984928318,Slow Growth (0-10%),1.9882987264589804,11.902659438785943,7.982426666860281,1,33,3.609643753370498,3.7979399679502635,4.2634139558579545,4.011188398872683,3.4415828863594684,4.225230692963599,3.895211977298715
NG_SME_0283,Niger,North-Central,Urban,Retail Trade,47,6-10,8.0,1-5,3,428633.21633225505,Cooperative,50,Female,Bachelor,Economics,5.802033589013064,8.060033475509917,5.0,4.959371590072195,5.0,3.62977181037474,3.6168314634398224,3.936611074539494,1.7047615093683879,1.7055874032702167,3.3009186979224303,4.643189824062908,3.6294631681088587,1.6753808765950644,3.6526563198301814,2.9377577653484757,2.810720108472559,2.4158493645922836,4.542234400620244,4.925956073194495,2.483185163661067,4.8708352548122775,3.7875638322746656,5.0,4.293500484671713,2.858375395101199,2.9051313107264063,1.866389389812709,5.0,3.704454006580937,3.5420228234795017,2.6592459091980594,4.630936675740055,4.697661538343019,3.921784550769438,3.353073992303208,4.2796215215892905,Moderate Growth (10-25%),14.024680528180385,16.740229571033996,6.141136992918845,0,26,4.24861670878829,4.514439729026726,4.839210537310123,4.142554990623653,4.045803587088514,4.3600808294555184,4.38250107161045
NG_SME_0284,Katsina,North-West,Urban,Transportation,49-53,6-10,8.0,1-5,3,348136.82791426574,Sole Proprietorship,40,Female,Bachelor,Marketing,0.5452524696958723,8.529702441858236,4.956112924714361,1.8018420575663427,5.0,3.5473078746028683,3.755891461066383,3.314721042676276,4.350998197060661,4.0036537842651665,3.653434989728474,3.3068112673136616,4.775566373972583,4.152653435038392,4.443127144601904,2.8631522118676105,3.6353269660609024,3.9285248906331445,3.594658530057054,1.6660658842738407,1.7775416120573877,4.977645430623369,3.2390606939014965,4.312521571890126,5.0,3.7907747677874126,1.8124281122325372,3.291709941823907,4.958319039725512,3.4850589627722566,3.3322224774242293,2.9350372645630873,1.7697590625376447,2.177292931880523,2.1826160773736953,1.5934395632629583,2.320518643008881,Slow Growth (0-10%),3.124423954320611,9.098455004281938,-15.343262607178646,2,22,1.8638170485870091,1.7363580416201474,2.09239718297774,1.796892775467167,3.893508325764972,3.558869680636125,2.112546678700186
NG_SME_0285,Ebonyi,South-East,Urban,Manufacturing,10-33,6-10,8.0,1-5,3,2167159.6268966463,Cooperative,33,Male,Secondary,Engineering,6.934078200778795,6.588567249645095,2.679298836767491,2.2728672637841547,4.174809808082998,2.5750974799517627,2.61160007176975,2.9030172363070257,3.9494128861413014,5.0,2.3543764069725923,3.077737909944992,3.4371759692174066,3.963686686492255,3.745704083562555,4.833125205179451,4.7450042078531816,2.64666155936344,3.5395110010846276,2.928010309890982,4.4420509380653375,3.1057639509994206,3.19192546918973,3.762167420365677,2.4296054987702593,2.7708621131793634,4.223966274941736,3.9080574893667115,2.5137992941924665,3.0501472556170306,3.081298308527709,3.0524352246584656,2.9763963829563127,2.4449840685738264,3.298794658635548,3.1226097394574954,3.7257537780429244,Strong Growth (25-50%),27.609748979448028,23.477520120123426,1.77232669009288,1,14,2.3910366785509587,3.1396020004299836,3.2873029828230313,3.2096508830141266,2.6922534061990073,3.1564556435956304,3.111482222052153
NG_SME_0286,Abuja,North-Central,Rural,Agriculture,01-03,0-2,1.5,1-5,3,35777.2929490772,Sole Proprietorship,44,Male,Bachelor,Agriculture,2.76230596150853,7.9808791173110025,4.104866518388175,3.98075660229333,5.0,4.149310712329033,3.50449832659315,4.040883151005522,2.401446174419232,2.570167536395145,3.5808529017246293,3.65400148348166,4.538689864873392,4.036461358629585,3.48747465907915,4.1159711361490565,5.0,3.215929057149686,2.6809107963445413,5.0,3.1032380150855965,2.7109583706934726,2.7191914232118313,2.08697111876492,5.0,5.0,3.1921636219697267,3.925501743981565,3.2253035938114074,4.863486897980221,3.5057453885819005,1.0,1.6979417330925939,2.4625199159202977,2.5561451109630386,1.3572930748542458,1.6559097149812732,Strong Growth (25-50%),38.571803971994235,27.868016233156798,6.582716011028655,1,20,1.439550084365739,1.949800676642744,1.6020198404582149,1.9267403519191548,3.94988967707897,4.199055242688425,2.093129118739301
NG_SME_0287,Adamawa,North-East,Urban,IT Services,62-63,11-15,13.0,1-5,3,109103.5916046876,Sole Proprietorship,37,Male,Bachelor,Business Administration,0.09682521108780898,6.991852241928746,3.7789783450938432,3.2138126137284373,4.168538910379189,3.599737627809461,4.333389748703932,3.867113457222898,4.044358417972016,3.5580121578712793,2.7202068570297646,3.5675703918524104,3.224702896953746,4.527615743243643,1.398708218467833,4.327150826793933,3.9999795687399073,3.836282415772361,3.068461481127924,4.100132239997409,2.841047823607861,3.9849157411522254,2.277958917449415,3.430420358239345,4.989255749540103,2.8028553484988588,4.103401258402639,2.1508730461172503,2.698770542871979,4.262372120783775,2.4285683223077954,2.4012808704316635,5.0,5.0,5.0,5.0,5.0,Strong Growth (25-50%),44.235003559319125,51.37930530954321,37.92771285262459,1,30,5.0,5.0,5.0,5.0,3.8948047947075337,3.936575950211167,5.0
NG_SME_0288,Kaduna,North-West,Rural,Wholesale Trade,46,6-10,8.0,1-5,3,91434.61575306453,Sole Proprietorship,48,Male,Secondary,Computer Science,3.008152836932207,5.193105448121263,2.4302077898069108,2.3490559993060667,1.620438706003551,1.0578131142657905,1.3846227172380328,1.215346146519981,2.9585614357881145,4.528465264941952,1.417834444438173,5.0,3.247993393179943,4.837599978355697,2.533018571154599,3.4885627132335437,5.0,3.6898654347891218,3.2416645005977625,4.568291609854376,1.2493826502945802,2.2632788829811377,2.787676643143251,2.7944347005071166,3.3130787568223448,4.308402286184227,2.7035349419241665,3.8759503038076835,2.9568211326115965,2.914165757884801,2.743088981811018,1.4972920016574525,3.202680898964461,4.432671761110044,3.5183050648756504,3.8979223309392905,3.84675403468114,Moderate Growth (10-25%),16.252290243410044,6.390344855932096,-2.894740679005615,2,28,4.361650505772669,3.6428845052033325,3.547319631016851,3.5151705381046083,1.521997441957679,3.8653508425043723,3.750102939907824
NG_SME_0289,Ebonyi,South-East,Urban,IT Services,62-63,16-20,18.0,6-10,8,7947.700608359676,Sole Proprietorship,32,Male,Secondary,Marketing,9.072207364981768,4.656362569767333,4.014675951998203,5.0,5.0,5.0,4.286852275950125,4.36775050806372,3.620853522472533,3.008773697790557,4.601093786648426,2.9427143871610477,4.2648849410937775,1.788452398886247,3.3589944454749965,4.372770142448267,3.0671291244058847,3.6263379225975005,2.5893564102860784,4.792769680850345,3.416786252798112,4.109164261666459,2.741372414643161,3.7333539762100836,3.8992709016873874,2.8977800365124367,2.380005264119908,3.2287013480292286,4.09192352485256,4.493983886739048,4.444967674441601,1.6943130118317808,4.071798117468927,3.8601671510240236,3.711384277953277,4.658036262318383,4.450272646602331,Moderate Growth (10-25%),13.978089577739452,3.8837314166987547,27.24717508419929,0,26,3.873317051183553,3.8426863478852495,3.795974875815385,3.693628919298904,4.417319684003012,4.019889727399922,4.02340554826214
NG_SME_0290,Plateau,North-Central,Urban,Agriculture,01-03,6-10,8.0,26-50,38,993177.0374241904,Limited Liability Company,29,Male,Bachelor,Law,0.24742975299445416,8.251753485106567,3.539146798458726,2.963218426220151,3.5758373927283116,2.4442167446265812,2.986502857242105,3.263937422848499,3.2316626100592143,4.361942042878944,1.4409090056948397,4.313891263386232,3.8503856145951962,1.784117945647052,1.5675107823199326,3.617890540702493,4.163681512695425,1.940162635365529,3.4674667915624746,1.3495201165640656,1.9460044378863592,4.372831106371947,3.4842112529346783,2.249538309970765,5.0,4.482209297957086,2.311732542366807,3.5231588783755567,3.7726940939630773,4.775492939798996,5.0,3.622778522553214,1.689985260942286,2.2807049962827657,1.6460532735663809,2.2726811582664506,2.0903459133387625,Rapid Growth (>50%),58.70161448973904,46.87493401482486,7.293335045382158,1,16,1.7204922893896697,2.09358655173147,2.4453087701512706,2.2024550025380174,3.058450955793978,3.610799202923174,1.926772361032549
NG_SME_0291,Kano,North-West,Urban,Retail Trade,47,0-2,1.5,1-5,3,148578.43803120242,Limited Liability Company,57,Male,Bachelor,Medicine,2.620096990475433,3.9522291864824224,2.528946291308163,2.645379391181799,3.236020922894058,2.835206303255875,2.6552577723922535,3.1931649948017586,2.6692798771584743,3.8755053607198042,2.5153813693321108,2.7260338145934417,2.0855907714990813,2.9750876894069602,2.8989781972892446,3.581917825669188,3.4874053905474476,3.4415679640544052,3.270166087750061,3.0041148774010806,3.600188841794754,5.0,2.4506225319462858,4.0584567265233265,4.57252964721475,3.295266492989203,3.3247732826482546,1.9254624896966583,2.646951944554634,2.890548075593992,1.5115232558819849,1.6744163092997129,2.445921866853702,2.5004311823233705,2.516985389715007,2.6600586030149884,2.289961714832404,Strong Growth (25-50%),29.940792906879757,34.11104499577817,-10.956699689180024,1,17,2.444771267431328,2.3253872702066447,2.8422414166339274,2.828613062045544,2.8031438404395126,3.3063096218866184,2.438325038431121
NG_SME_0292,Nasarawa,North-Central,Urban,Construction,41-43,11-15,13.0,11-25,18,108423.04827201283,Limited Liability Company,69,Female,Secondary,Marketing,7.412251668591462,5.850923064544829,3.4375823362950197,3.9932403863806187,4.198375907557953,2.7360698216077823,2.697041714512957,3.7688038902490906,4.401095688077111,4.635338111843632,2.8590155998753835,4.496023450836228,2.6071716294597547,3.9828557953810786,2.471815798608021,5.0,2.918055763809863,4.90532261058952,3.0821005858448416,4.789923548014627,3.490082713476866,2.0867680978174317,2.881578174315522,2.9033724298625305,4.482596528051138,5.0,5.0,1.5148357948351006,2.776580142007224,2.73846051424809,3.2367680912003536,2.7425148491988818,3.251944809324854,3.5436848927269557,4.074334185758508,3.0419591782932858,3.702744019825126,Strong Growth (25-50%),25.267016948591966,18.416928207126304,34.71645781927135,0,23,3.320756904604089,3.535279634035914,3.74880395570876,3.264652312121856,3.1598744406662127,4.309024733781843,3.643176976908861
NG_SME_0293,Niger,North-Central,Urban,Professional Services,70-75,0-2,1.5,6-10,8,206757.15575625916,Limited Liability Company,63,Male,Bachelor,Computer Science,0.02922741742480777,7.142656133225836,3.6827177764630115,2.070138590152448,3.4954902635503435,2.405425303628916,3.0795677128370844,2.628214539884136,2.4409336414264935,3.37250356460913,2.6896809309380165,3.6178301566035342,5.0,3.430954590087193,2.220303382181359,3.733752119197878,5.0,3.6433723190358003,2.7794225890844766,2.1192308313852033,2.2753013033471245,4.453198350324449,3.837563927993116,3.8322079103695366,5.0,2.862369120881218,2.778099262734218,5.0,3.9769799011150564,2.0261707051287527,3.565846886454656,2.5068919343991953,5.0,5.0,4.471129178825448,5.0,5.0,Slow Growth (0-10%),8.796888113534612,7.291992985528983,11.349630024312958,0,34,4.740590277293008,5.0,4.99377121936639,5.0,2.9489813332032866,3.689558601660335,4.8677822947063625
NG_SME_0294,Anambra,South-East,Rural,Financial Services,64-66,21-25,23.0,1-5,3,792397.052277464,Partnership,41,Male,Master,Business Administration,2.9901680734236065,10.0,5.0,4.876771694462376,5.0,3.634768488439366,2.8419705775010318,3.4196502437573493,3.59265430863071,4.7357878335613135,4.614167208821285,2.8780471348079546,2.8999640276640566,3.63270340106424,2.864993753664356,2.867966086575637,3.626984919883096,3.4389663745686003,2.3542481806286752,4.435847118454243,2.994036472448755,2.320480516687776,2.4051357829204694,2.5118537521413744,2.0919923441663895,3.149029031123429,3.600978259167396,4.465037717171441,2.4794484604132534,3.237845839152706,3.463048580567703,1.647572072536819,4.635124841543889,4.4177008417563215,4.67933249998966,4.743422234375117,4.162906030079266,Slow Growth (0-10%),8.277353764683209,-1.3742897844415758,-5.715211618195765,0,26,4.3104590014733235,4.232697964841708,4.432157645205156,3.82014590447921,3.724097327424437,2.9506602288834953,4.473766053342284
NG_SME_0295,Borno,North-East,Urban,Retail Trade,47,11-15,13.0,26-50,38,245641.55052206368,Limited Liability Company,54,Male,Primary,Engineering,1.9325127687264392,4.912671451260058,3.2634896247761302,1.4104394097728368,2.676731218091174,2.266390273546792,3.126653765620496,4.11246443688064,4.65205714932351,3.115043313493412,2.474910825481917,3.441917416652648,4.294702350055138,2.84366693664284,3.152904128412583,4.098223180295281,3.2349278967910675,4.02167315437725,4.308707692215075,2.038462439075954,2.501028771911617,4.918716740573378,2.139455595259779,3.3696389630186365,3.0040064624559792,4.520250622355237,5.0,1.1745718184166563,3.632156070960157,4.348107856373439,2.860964983584876,3.0024386582010094,4.755925852647518,4.035638605475462,4.204445284948487,4.639195740425084,4.036307623382524,Declining (0 to -10%),-1.7823706204449896,13.939492562388864,22.764003952825078,3,24,4.846958399303295,4.67110170767786,4.162779036212186,3.9404967473687154,3.192249525206014,3.242953113888004,4.258079341613498
