ParticipantID,Age,Gender,Education,Prior_Fraud_Experience,Tech_Savviness,T1_T2_TimeLag_Days,T1_ATT1,T1_ATT2,T1_ATT3,T1_ATT4,T1_ATT5,T1_ATT_Mean,T1_ATT_Z,T1_SN1,T1_SN2,T1_SN3,T1_SN4,T1_SN_Mean,T1_SN_Z,T1_PBC1,T1_PBC2,T1_PBC3,T1_PBC4,T1_PBC5,T1_PBC_Mean,T1_PBC_Z,T1_INT1,T1_INT2,T1_INT3,T1_INT4,T1_INT_Mean,T1_INT_Z,T2_SRB1_CheckStatements,T2_SRB2_StrongPasswords,T2_SRB3_TwoFactorAuth,T2_SRB4_LogOut,T2_SRB5_VerifyAlerts,T2_SRB_Mean,T2_SRB_Z,T2_SRB_Consistency,T2_Scenario1_PhishingSMS,T2_Scenario2_EmailAttachment,T2_Scenario3_PublicWiFi,T2_Scenario4_PasswordSharing,T2_Scenario5_Enable2FA,T2_Objective_Score,T2_Objective_Z,T2_Intention_Behavior_Gap,T2_Gap_Magnitude,T2_Gap_Direction
P0074,63,1,3,1,6,28,7,6,7,6,5,6.2,0.8238825444538207,6,6,5,5,5.5,0.5840742351004536,5,4,4,4,4,4.2,-1.001263721832353,4,4,4,4,4.0,-1.9467474461723937,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,1,1,1,1,5,-0.39400317365700077,-0.21584279857305333,0.21584279857305333,0
P0075,18,1,1,0,3,32,6,6,6,5,5,5.6,0.06769664263868864,4,4,4,4,4.0,-1.0255791687196936,4,4,5,4,4,4.2,-1.001263721832353,5,6,6,5,5.5,0.41226561612537105,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,0,0,1,2,-1.9262377378786706,-0.24153819557050848,0.24153819557050848,0
P0076,52,0,2,0,2,32,6,6,6,5,6,5.8,0.31975860991039934,4,3,4,5,4.0,-1.0255791687196936,5,6,6,7,6,6.0,0.803073076664165,5,5,5,4,4.75,-0.7672409150235113,5,5,5,6,6,5.4,-0.827188698402355,0.48989794855663565,1,0,1,1,1,4,-0.9047480283975574,-0.328690497071781,0.328690497071781,-1
P0077,41,0,3,0,1,30,5,6,4,5,6,5.2,-0.4364272919047316,4,4,3,4,3.75,-1.2938547360230515,7,6,6,6,5,6.0,0.803073076664165,5,6,6,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,0,1,0,3,-1.415492883138114,-0.4124874284034181,0.4124874284034181,-1
P0078,35,0,3,0,5,34,7,6,6,7,7,6.6,1.328006478997241,6,5,6,6,5.75,0.8523498024038115,6,5,6,5,6,5.6,0.40210934366493845,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,0,2,2,6,0.11674168108355583,0.41656333876367313,0.41656333876367313,1
P0079,41,0,1,1,5,26,6,6,5,7,5,5.8,0.31975860991039934,4,3,4,3,3.5,-1.5621303033264093,4,4,4,4,4,4.0,-1.2017455883319663,5,5,5,6,5.25,0.019096772409076933,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,2,1,1,0,0,4,-0.9047480283975574,-0.8705889627375987,0.8705889627375987,-1
P0080,18,1,2,0,5,29,6,6,5,5,5,5.4,-0.1843653246330209,4,5,5,6,5.0,0.04752310049373789,5,5,5,6,4,5.0,-0.1993362558339006,6,6,5,5,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,0,2,2,0,1,5,-0.39400317365700077,0.7584618044294915,0.7584618044294915,1
P0081,36,1,2,1,3,27,7,6,5,6,4,5.6,0.06769664263868864,3,3,4,4,3.5,-1.5621303033264093,6,5,5,5,4,5.0,-0.1993362558339006,5,6,6,5,5.5,0.41226561612537105,6,6,6,7,6,6.2,0.17200386222171388,0.39999999999999997,0,2,1,2,1,6,0.11674168108355583,-0.04153819557050831,0.04153819557050831,0
P0082,45,2,3,0,4,24,5,6,6,5,6,5.6,0.06769664263868864,7,6,6,6,6.25,1.3889009370105272,6,6,5,6,7,6.0,0.803073076664165,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,0,2,6,0.11674168108355583,0.41656333876367313,0.41656333876367313,1
P0083,62,2,1,0,5,29,3,3,4,4,4,3.6,-2.4529230300784155,5,5,6,6,5.5,0.5840742351004536,6,7,7,7,7,6.8,1.6050005426626173,5,5,5,4,4.75,-0.7672409150235113,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,1,1,2,2,7,0.6274865358241124,0.27130950292821865,0.27130950292821865,0
P0084,32,1,1,0,5,29,6,5,5,6,6,5.6,0.06769664263868864,4,6,5,6,5.25,0.31579866779709576,6,7,7,7,7,6.8,1.6050005426626173,5,5,6,5,5.25,0.019096772409076933,6,7,7,6,6,6.4,0.42180200237773136,0.48989794855663565,2,2,1,1,2,8,1.138231390564669,0.3294110372624015,0.3294110372624015,1
P0085,27,1,3,0,7,34,5,4,6,5,5,5.0,-0.6884892591764423,5,5,4,5,4.75,-0.22075246680962,6,5,6,5,4,5.2,0.001145610665712712,6,6,6,6,6.0,1.1986033035579593,7,6,6,6,6,6.2,0.17200386222171388,0.39999999999999997,1,2,1,2,2,8,1.138231390564669,-0.3834366612363267,0.3834366612363267,-1
P0086,32,1,2,0,3,31,5,5,6,5,5,5.2,-0.4364272919047316,5,6,6,7,6.0,1.1206253697071693,5,6,6,7,6,6.0,0.803073076664165,5,6,6,6,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,2,2,8,1.138231390564669,0.5875125715965819,0.5875125715965819,1
P0087,53,1,3,1,5,26,5,5,5,5,4,4.8,-0.9405512264481529,4,4,3,5,4.0,-1.0255791687196936,5,5,4,6,6,5.2,0.001145610665712712,6,6,6,5,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,1,1,2,7,0.6274865358241124,-0.4124874284034181,0.4124874284034181,-1
P0088,44,0,2,0,4,35,6,7,5,5,5,5.6,0.06769664263868864,5,4,4,5,4.5,-0.48902803411297785,6,5,5,5,6,5.4,0.20162747716532603,5,5,5,5,5.0,-0.3740720713072172,6,7,7,6,6,6.4,0.42180200237773136,0.48989794855663565,1,1,2,1,2,7,0.6274865358241124,0.5003602700953103,0.5003602700953103,1
P0089,32,0,1,1,4,33,6,4,5,5,5,5.0,-0.6884892591764423,6,5,4,6,5.25,0.31579866779709576,5,7,6,6,7,6.2,1.0035549431637782,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,1,0,2,6,0.11674168108355583,0.1003602700953099,0.1003602700953099,0
P0090,47,0,2,0,6,31,5,5,7,6,7,6.0,0.57182057718211,5,5,5,4,4.75,-0.22075246680962,7,7,7,7,7,7.0,1.8054824091622308,6,6,6,5,5.75,0.8054344598416652,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,2,2,2,8,1.138231390564669,0.5875125715965819,0.5875125715965819,1
P0091,41,1,3,1,5,29,7,7,7,7,6,6.8,1.5800684462689516,5,6,6,7,6.0,1.1206253697071693,7,7,6,5,6,6.2,1.0035549431637782,5,5,6,5,5.25,0.019096772409076933,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,1,1,2,7,0.6274865358241124,-0.07058896273759885,0.07058896273759885,0
P0092,54,1,4,1,7,27,6,6,6,6,7,6.2,0.8238825444538207,4,4,4,3,3.75,-1.2938547360230515,6,7,7,7,6,6.6,1.404518676163004,4,5,5,5,4.75,-0.7672409150235113,6,7,6,6,6,6.2,0.17200386222171388,0.39999999999999997,2,1,2,1,2,8,1.138231390564669,0.4713095029282188,0.4713095029282188,1
P0093,29,0,4,1,2,28,3,3,4,5,5,4.0,-1.9487990955349945,6,5,6,5,5.5,0.5840742351004536,5,6,6,5,4,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,0,1,0,1,3,-1.415492883138114,-0.8996397299046901,0.8996397299046901,-1
P0094,35,1,2,1,2,33,7,6,7,6,7,6.6,1.328006478997241,4,3,4,3,3.5,-1.5621303033264093,4,4,4,5,5,4.4,-0.8007818553327396,6,6,5,5,5.5,0.41226561612537105,6,5,5,5,6,5.4,-0.827188698402355,0.4898979485566356,1,2,1,1,2,7,0.6274865358241124,-0.8415381955705081,0.8415381955705081,-1
P0095,34,1,3,1,6,35,7,6,7,7,6,6.6,1.328006478997241,4,4,4,5,4.25,-0.7573036014163357,5,4,5,5,4,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,6,6,7,6,6,6.2,0.17200386222171388,0.39999999999999997,2,2,1,2,2,9,1.6489762453052257,-0.3834366612363267,0.3834366612363267,-1
P0096,18,0,2,0,5,34,5,5,7,7,6,6.0,0.57182057718211,4,4,4,5,4.25,-0.7573036014163357,4,3,4,4,5,4.0,-1.2017455883319663,5,5,6,5,5.25,0.019096772409076933,6,5,5,6,6,5.6,-0.5773905582463386,0.48989794855663565,0,1,1,2,2,6,0.11674168108355583,-0.4705889627375992,0.4705889627375992,-1
P0097,44,0,2,0,4,28,4,4,4,6,5,4.6,-1.1926131937198636,5,5,5,4,4.75,-0.22075246680962,6,6,6,6,5,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,6,7,6,6,6,6.2,0.17200386222171388,0.39999999999999997,1,2,2,2,2,9,1.6489762453052257,0.3003602700953101,0.3003602700953101,1
P0098,43,1,4,0,2,26,5,5,5,6,5,5.2,-0.4364272919047316,4,3,3,3,3.25,-1.8304058706297672,7,7,7,7,7,7.0,1.8054824091622308,5,6,5,6,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,0,1,1,3,-1.415492883138114,0.7584618044294915,0.7584618044294915,1
P0099,40,1,1,1,2,30,6,6,7,6,6,6.2,0.8238825444538207,5,5,6,5,5.25,0.31579866779709576,4,5,4,4,4,4.2,-1.001263721832353,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,0,1,1,2,4,-0.9047480283975574,-0.5834366612363269,0.5834366612363269,-1
P0100,36,1,1,0,6,24,6,7,7,6,7,6.6,1.328006478997241,6,7,6,6,6.25,1.3889009370105272,5,5,5,6,4,5.0,-0.1993362558339006,6,5,6,6,5.75,0.8054344598416652,5,6,6,5,6,5.6,-0.5773905582463386,0.48989794855663565,0,1,2,2,1,6,0.11674168108355583,-0.8124874284034185,0.8124874284034185,-1
P0101,18,1,2,1,3,30,5,4,5,5,4,4.6,-1.1926131937198636,4,4,4,4,4.0,-1.0255791687196936,5,5,5,5,6,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,7,6,6,7,7,6.6,0.6716001425337478,0.48989794855663565,0,1,0,0,2,3,-1.415492883138114,0.7003602700953095,0.7003602700953095,1
P0102,33,1,1,0,4,29,6,5,5,6,7,5.8,0.31975860991039934,4,3,4,5,4.0,-1.0255791687196936,4,4,4,4,4,4.0,-1.2017455883319663,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,1,0,0,3,-1.415492883138114,0.1003602700953099,0.1003602700953099,0
P0103,34,1,2,0,3,28,6,5,6,6,5,5.6,0.06769664263868864,6,4,4,4,4.5,-0.48902803411297785,6,5,6,6,6,5.8,0.6025912101645517,5,5,5,4,4.75,-0.7672409150235113,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,0,0,1,2,5,-0.39400317365700077,1.2713095029282186,1.2713095029282186,1
P0104,27,1,3,0,4,25,5,5,4,5,3,4.4,-1.4446751609915731,6,6,5,5,5.5,0.5840742351004536,3,4,3,4,3,3.4,-1.8031911878308058,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,0,0,1,2,3,-1.415492883138114,0.1003602700953099,0.1003602700953099,0
P0105,37,1,3,0,2,31,7,5,4,6,7,5.8,0.31975860991039934,5,5,6,6,5.5,0.5840742351004536,3,3,4,3,4,3.4,-1.8031911878308058,5,5,5,5,5.0,-0.3740720713072172,5,5,6,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,0,1,0,0,1,-2.436982592619227,-0.6996397299046899,0.6996397299046899,-1
P0106,46,0,4,0,5,28,6,5,6,5,6,5.6,0.06769664263868864,3,3,3,3,3.0,-2.098681437933125,5,5,5,6,6,5.4,0.20162747716532603,5,5,5,5,5.0,-0.3740720713072172,6,7,7,7,7,6.8,0.9213982826897652,0.39999999999999997,1,0,2,1,1,5,-0.39400317365700077,0.9003602700953097,0.9003602700953097,1
P0107,68,0,4,0,2,26,6,5,5,5,6,5.4,-0.1843653246330209,5,5,6,5,5.25,0.31579866779709576,3,4,4,5,3,3.8,-1.4022274548315796,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,2,0,1,1,2,6,0.11674168108355583,-0.8996397299046901,0.8996397299046901,-1
P0108,42,0,2,0,6,21,6,6,6,6,6,6.0,0.57182057718211,6,7,5,5,5.75,0.8523498024038115,4,5,6,5,5,5.0,-0.1993362558339006,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,0,1,2,2,6,0.11674168108355583,0.41656333876367313,0.41656333876367313,1
P0109,43,1,2,0,3,29,6,6,4,5,5,5.2,-0.4364272919047316,6,5,6,5,5.5,0.5840742351004536,5,5,7,5,5,5.4,0.20162747716532603,4,4,4,5,4.25,-1.5535786024560996,5,6,5,5,5,5.2,-1.0769868385583725,0.39999999999999997,1,1,1,0,2,5,-0.39400317365700077,-0.1867920314059628,0.1867920314059628,0
P0110,38,1,2,0,5,35,6,6,5,5,6,5.6,0.06769664263868864,4,3,3,3,3.25,-1.8304058706297672,5,5,6,4,6,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,0,1,1,1,4,-0.9047480283975574,-0.8996397299046901,0.8996397299046901,-1
P0111,18,1,3,0,6,34,7,6,7,7,7,6.8,1.5800684462689516,5,5,5,5,5.0,0.04752310049373789,5,6,6,6,4,5.4,0.20162747716532603,6,7,6,6,6.25,1.5917721472742534,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,2,1,2,8,1.138231390564669,0.24561410593076438,0.24561410593076438,0
P0112,39,0,2,1,5,28,6,5,5,6,5,5.4,-0.1843653246330209,5,4,5,4,4.5,-0.48902803411297785,4,5,4,5,5,4.6,-0.6002999888331272,6,6,6,6,6.0,1.1986033035579593,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,2,2,2,1,7,0.6274865358241124,-0.5834366612363269,0.5834366612363269,-1
P0113,40,0,3,0,5,28,6,5,5,6,4,5.2,-0.4364272919047316,4,4,5,2,3.75,-1.2938547360230515,7,6,5,5,5,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,1,1,0,2,4,-0.9047480283975574,0.1003602700953099,0.1003602700953099,0
P0114,75,0,3,0,4,31,7,6,6,6,6,6.2,0.8238825444538207,4,4,6,6,5.0,0.04752310049373789,5,5,6,6,7,5.8,0.6025912101645517,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,1,2,2,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0115,37,0,3,0,4,27,4,4,5,5,6,4.8,-0.9405512264481529,3,3,3,4,3.25,-1.8304058706297672,5,4,6,6,5,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,6,7,6,6,6,6.2,0.17200386222171388,0.39999999999999997,0,1,2,0,2,5,-0.39400317365700077,0.3003602700953101,0.3003602700953101,1
P0116,44,1,3,0,5,30,4,5,6,6,5,5.2,-0.4364272919047316,7,7,6,7,6.75,1.925452071617243,7,7,7,7,7,7.0,1.8054824091622308,7,6,6,7,6.5,1.9849409909905475,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,1,1,2,6,0.11674168108355583,0.07466487309785474,0.07466487309785474,0
P0117,39,0,2,0,7,32,7,7,6,7,6,6.6,1.328006478997241,6,7,7,7,6.75,1.925452071617243,5,5,4,4,5,4.6,-0.6002999888331272,6,6,5,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,1,1,2,2,7,0.6274865358241124,-0.4124874284034181,0.4124874284034181,-1
P0118,22,0,4,0,5,33,6,7,7,7,7,6.8,1.5800684462689516,6,6,6,6,6.0,1.1206253697071693,4,4,4,6,4,4.4,-0.8007818553327396,5,5,6,5,5.25,0.019096772409076933,5,5,5,5,5,5.0,-1.32678497871439,0.0,1,1,2,0,1,5,-0.39400317365700077,-1.0705889627375988,1.0705889627375988,-1
P0119,57,1,3,0,5,29,6,5,4,6,6,5.4,-0.1843653246330209,7,6,5,7,6.25,1.3889009370105272,4,5,4,5,4,4.4,-0.8007818553327396,5,5,5,6,5.25,0.019096772409076933,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,0,0,1,2,3,-1.415492883138114,-1.0705889627375988,1.0705889627375988,-1
P0120,51,0,1,0,6,29,6,7,7,7,7,6.8,1.5800684462689516,6,5,5,5,5.25,0.31579866779709576,5,5,6,5,5,5.2,0.001145610665712712,5,6,6,6,5.75,0.8054344598416652,6,6,6,6,5,5.8,-0.32759241809032114,0.39999999999999997,1,1,2,1,2,7,0.6274865358241124,-0.6124874284034183,0.6124874284034183,-1
P0121,51,1,4,0,5,27,5,5,5,5,5,5.0,-0.6884892591764423,6,6,6,6,6.0,1.1206253697071693,4,4,5,3,3,3.8,-1.4022274548315796,4,4,4,4,4.0,-1.9467474461723937,5,6,5,5,5,5.2,-1.0769868385583725,0.39999999999999997,0,2,2,1,0,5,-0.39400317365700077,-0.015842798573053152,0.015842798573053152,0
P0122,26,1,3,1,2,27,6,7,6,6,7,6.4,1.0759445117255313,6,6,5,5,5.5,0.5840742351004536,4,6,6,5,6,5.4,0.20162747716532603,6,5,5,6,5.5,0.41226561612537105,6,5,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,0,1,2,1,2,6,0.11674168108355583,-0.44153819557050866,0.44153819557050866,-1
P0123,61,0,4,1,5,29,6,7,7,7,7,6.8,1.5800684462689516,2,3,2,4,2.75,-2.366957005236483,4,5,3,5,4,4.2,-1.001263721832353,4,4,4,5,4.25,-1.5535786024560996,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,0,2,1,2,6,0.11674168108355583,0.613207968594037,0.613207968594037,1
P0124,18,1,3,0,7,31,6,7,7,6,6,6.4,1.0759445117255313,6,5,5,6,5.5,0.5840742351004536,5,4,4,5,6,4.8,-0.3998181223335139,5,5,6,5,5.25,0.019096772409076933,6,6,7,7,6,6.4,0.42180200237773136,0.48989794855663565,2,1,2,2,2,9,1.6489762453052257,0.3294110372624015,0.3294110372624015,1
P0125,48,1,3,0,3,32,6,6,5,7,7,6.2,0.8238825444538207,4,3,4,3,3.5,-1.5621303033264093,6,6,5,6,5,5.6,0.40210934366493845,5,5,6,6,5.5,0.41226561612537105,6,7,7,7,7,6.8,0.9213982826897652,0.39999999999999997,0,0,2,1,2,5,-0.39400317365700077,0.5584618044294913,0.5584618044294913,1
P0126,72,1,1,0,5,27,6,4,5,4,4,4.6,-1.1926131937198636,5,6,6,7,6.0,1.1206253697071693,4,4,3,4,5,4.0,-1.2017455883319663,5,5,5,5,5.0,-0.3740720713072172,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,0,1,5,-0.39400317365700077,1.10036027009531,1.10036027009531,1
P0127,25,0,2,0,3,34,6,6,7,7,7,6.6,1.328006478997241,5,4,5,5,4.75,-0.22075246680962,6,7,6,5,6,6.0,0.803073076664165,5,5,5,6,5.25,0.019096772409076933,6,6,6,6,6,6.0,-0.07779427793430362,0.0,1,2,0,0,2,5,-0.39400317365700077,-0.07058896273759885,0.07058896273759885,0
P0128,31,1,3,1,5,29,6,5,5,5,5,5.2,-0.4364272919047316,5,5,4,5,4.75,-0.22075246680962,5,5,5,5,4,4.8,-0.3998181223335139,4,5,5,4,4.5,-1.1604097587398055,6,6,6,6,6,6.0,-0.07779427793430362,0.0,0,0,1,2,2,5,-0.39400317365700077,0.4422587357611274,0.4422587357611274,1
P0129,41,1,3,0,2,29,6,5,6,6,5,5.6,0.06769664263868864,3,5,4,4,4.0,-1.0255791687196936,6,5,5,7,5,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,5,5,6,6,5,5.4,-0.827188698402355,0.48989794855663565,2,1,0,1,2,6,0.11674168108355583,-0.49963972990468974,0.49963972990468974,-1
P0130,32,0,2,0,5,27,6,6,5,6,5,5.6,0.06769664263868864,5,5,5,5,5.0,0.04752310049373789,4,5,6,5,5,5.0,-0.1993362558339006,4,5,4,4,4.25,-1.5535786024560996,5,6,7,6,5,5.8,-0.32759241809032114,0.7483314773547882,0,2,0,2,2,6,0.11674168108355583,0.41320796859403686,0.41320796859403686,1
P0131,18,0,1,0,6,22,5,6,6,5,6,5.6,0.06769664263868864,5,5,4,5,4.75,-0.22075246680962,4,3,3,3,4,3.4,-1.8031911878308058,5,5,5,5,5.0,-0.3740720713072172,6,5,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,2,1,1,1,2,7,0.6274865358241124,-0.09963972990469028,0.09963972990469028,0
P0132,41,2,4,0,4,32,6,4,5,5,4,4.8,-0.9405512264481529,4,4,4,3,3.75,-1.2938547360230515,7,7,7,7,7,7.0,1.8054824091622308,4,4,4,4,4.0,-1.9467474461723937,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,0,1,1,5,-0.39400317365700077,0.7841572014269467,0.7841572014269467,1
P0133,24,1,4,0,5,32,7,7,6,6,6,6.4,1.0759445117255313,4,4,4,4,4.0,-1.0255791687196936,7,6,5,6,7,6.2,1.0035549431637782,5,6,6,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,1,2,2,1,8,1.138231390564669,-0.4124874284034181,0.4124874284034181,-1
P0134,47,0,3,0,6,29,5,6,6,6,5,5.6,0.06769664263868864,6,6,6,6,6.0,1.1206253697071693,6,5,5,5,6,5.4,0.20162747716532603,5,5,6,6,5.5,0.41226561612537105,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,2,1,0,2,6,0.11674168108355583,0.7584618044294915,0.7584618044294915,1
P0135,26,1,2,0,7,30,5,5,5,6,6,5.4,-0.1843653246330209,7,6,6,5,6.0,1.1206253697071693,6,5,6,5,5,5.4,0.20162747716532603,4,4,4,4,4.0,-1.9467474461723937,6,6,7,7,7,6.6,0.6716001425337478,0.48989794855663565,2,0,0,2,2,6,0.11674168108355583,1.3841572014269463,1.3841572014269463,1
P0136,63,0,2,0,3,31,6,5,5,5,6,5.4,-0.1843653246330209,6,7,6,7,6.5,1.657176504313885,5,7,6,5,6,5.8,0.6025912101645517,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,1,0,1,4,-0.9047480283975574,0.1003602700953099,0.1003602700953099,0
P0137,28,0,1,0,4,25,5,5,5,6,5,5.2,-0.4364272919047316,5,5,6,6,5.5,0.5840742351004536,5,4,3,5,4,4.2,-1.001263721832353,6,5,6,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,0,1,0,2,5,-0.39400317365700077,-0.4124874284034181,0.4124874284034181,-1
P0138,35,0,4,0,3,28,7,5,5,5,6,5.6,0.06769664263868864,4,3,6,4,4.25,-0.7573036014163357,6,5,6,6,5,5.6,0.40210934366493845,5,5,5,5,5.0,-0.3740720713072172,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,2,0,1,1,6,0.11674168108355583,0.1003602700953099,0.1003602700953099,0
P0139,52,0,1,0,7,32,6,6,6,7,6,6.2,0.8238825444538207,4,4,4,4,4.0,-1.0255791687196936,7,6,6,5,7,6.2,1.0035549431637782,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,1,2,1,2,8,1.138231390564669,0.41656333876367313,0.41656333876367313,1
P0140,21,0,3,0,7,26,4,4,5,4,5,4.4,-1.4446751609915731,3,4,3,4,3.5,-1.5621303033264093,4,4,4,5,5,4.4,-0.8007818553327396,5,5,5,5,5.0,-0.3740720713072172,5,5,6,6,5,5.4,-0.827188698402355,0.48989794855663565,2,0,0,1,1,4,-0.9047480283975574,-0.49963972990468974,0.49963972990468974,-1
P0141,43,0,2,0,5,30,4,3,4,4,4,3.8,-2.2008610628067053,5,5,6,5,5.25,0.31579866779709576,4,6,5,5,5,5.0,-0.1993362558339006,5,5,5,5,5.0,-0.3740720713072172,6,7,6,6,6,6.2,0.17200386222171388,0.39999999999999997,2,1,0,1,2,6,0.11674168108355583,0.3003602700953101,0.3003602700953101,1
P0142,59,1,3,0,6,25,6,6,6,6,4,5.6,0.06769664263868864,4,4,4,5,4.25,-0.7573036014163357,6,6,7,6,6,6.2,1.0035549431637782,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,2,0,1,2,2,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0143,18,0,3,0,5,31,7,6,5,6,5,5.8,0.31975860991039934,6,7,7,6,6.5,1.657176504313885,7,7,7,7,7,7.0,1.8054824091622308,6,6,6,6,6.0,1.1986033035579593,7,7,7,7,7,7.0,1.1711964228457827,0.0,1,1,1,2,2,7,0.6274865358241124,0.41656333876367313,0.41656333876367313,1
P0144,42,0,4,0,5,29,6,6,5,5,6,5.6,0.06769664263868864,5,6,5,5,5.25,0.31579866779709576,4,4,3,3,4,3.6,-1.6027093213311925,5,4,5,5,4.75,-0.7672409150235113,5,5,5,5,5,5.0,-1.32678497871439,0.0,0,0,2,1,1,4,-0.9047480283975574,-0.7286904970717814,0.7286904970717814,-1
P0145,43,1,2,1,2,25,6,5,7,5,6,5.8,0.31975860991039934,5,5,6,5,5.25,0.31579866779709576,6,6,5,5,5,5.4,0.20162747716532603,5,4,5,5,4.75,-0.7672409150235113,5,6,6,6,6,5.8,-0.32759241809032114,0.39999999999999997,0,1,1,0,0,2,-1.9262377378786706,0.07130950292821847,0.07130950292821847,0
P0146,51,0,1,0,6,33,5,4,5,5,4,4.6,-1.1926131937198636,3,3,5,4,3.75,-1.2938547360230515,6,6,5,5,4,5.2,0.001145610665712712,5,5,5,5,5.0,-0.3740720713072172,6,5,6,6,5,5.6,-0.5773905582463386,0.4898979485566356,1,0,1,1,2,5,-0.39400317365700077,-0.29963972990469045,0.29963972990469045,0
P0147,21,1,1,0,2,27,5,5,5,5,5,5.0,-0.6884892591764423,5,4,6,6,5.25,0.31579866779709576,5,5,5,6,6,5.4,0.20162747716532603,6,5,5,5,5.25,0.019096772409076933,5,4,5,4,5,4.6,-1.826381259026425,0.48989794855663565,2,0,1,0,1,4,-0.9047480283975574,-1.4705889627375992,1.4705889627375992,-1
P0148,20,0,4,0,6,27,7,7,7,7,7,7.0,1.8321304135406622,5,6,6,5,5.5,0.5840742351004536,3,4,6,4,5,4.4,-0.8007818553327396,6,5,6,6,5.75,0.8054344598416652,6,6,6,6,6,6.0,-0.07779427793430362,0.0,2,2,1,1,0,6,0.11674168108355583,-0.4124874284034181,0.4124874284034181,-1
P0149,47,0,4,0,6,30,5,5,5,5,6,5.2,-0.4364272919047316,4,5,4,6,4.75,-0.22075246680962,7,7,6,5,4,5.8,0.6025912101645517,4,5,5,4,4.5,-1.1604097587398055,6,6,5,6,6,5.8,-0.32759241809032114,0.39999999999999997,2,2,2,1,2,9,1.6489762453052257,0.24225873576112722,0.24225873576112722,0
