anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa,weld_strength_MPa,electrical_resistance_uOhm,weld_area_mm2,heat_affected_zone_mm,porosity_percent,surface_roughness_um,microhardness_HV,grain_size_um,energy_density_J_mm3,min_temp_C,max_temp_C,cycle_count,thermal_fatigue_life_cycles,resistance_drift_percent,mechanical_degradation_percent,crack_propagation_rate_mm_cycle,thermal_shock_resistance_J_m2,long_term_reliability_score,temperature_range_C,material_mismatch,conductivity_ratio,density_mismatch,weld_quality_class,thermal_performance_class
Cu-Be,Al-6061,161.83861805615098,Oxide-removed,Friction,607.6363319974762,1.676786331619507,2969.8974208798813,2.727466108189414,1008.8534335066469,0.0,12.948392950317393,26.043843970747428,92792.82660898137,529.1621668834441,3.907190868987008,11.580047000359299,0.1,0.0,1.6320452399728251,2881.828384751729,27.952917167489044,10240.494645429024,-24.751278466043935,96.41008710467224,6665,1621969.6926633024,0.9467350622009975,1.2029889158612899,8.170745615524755e-09,6475.31434786921,89.286264748602,121.16136557071619,448,0.6287425149700598,5.55,Excellent,Excellent
Cu,Al,428.7948726404458,Ag-plated,Friction,1768.6239226381365,1.0894803285981314,1622.5642762567231,1.5251341400500704,1886.4516497717634,0.0,-10.0,55.541631907072336,101209.67309520576,154.58144550400704,12.878206623605081,5.4847935257876,0.1,5.8870472865464825,2.400818236421877,621.6799098084693,22.882790466390205,6290.627284590966,-36.729702709423364,82.55727895869343,478,461067.5717716267,1.5632995670055552,0.2535541443864908,5.384838505537667e-08,2355.7591389248587,65.47496559974554,119.2869816681168,425,1.6919831223628692,6.260000000000001,Good,Excellent
Cu-Be,Al-5052,96.91911273354712,Ni-plated,Friction,1409.476359650339,0.5993853806076355,1028.5252533175326,2.4735467774700157,1407.3666933202442,0.0,47.23708344937379,66.6046535760891,96582.43930384719,385.8104756911939,2.8555671715488953,3.4025547114181243,0.17495460931645895,0.9919717499527969,2.3456201700853403,8124.205992718586,15.463546766564567,35972.32381726599,-34.03415356613051,122.47125803680518,1293,1560101.741196515,0.8383398655720073,0.8033653887920851,5.297454523370972e-08,4618.728884437271,80.8870142730682,156.50541160293568,423,0.7608695652173914,5.57,Excellent,Excellent
Cu,Al-Mg,232.15046015177867,Oxide-removed,Laser,343.98125590063665,0.0,0.0,0.028329806873700864,40.46690358161767,9014.551701976898,32.54528025155747,46.48413587665719,102267.38941141758,47.012646665190196,22.76913402037207,0.1,0.1,9.469387718844347,0.7215549780576743,513.3090407172127,45.859990848683694,8.500310759059216,-32.916111932875864,114.51848610371007,1479,22673.49024874028,2.4313532472986443,1.3470557820243412,2.351162078204234e-07,10.0,22.103086888229843,147.43459803658595,455,2.603896103896104,6.300000000000001,Poor,High
Cu,Al,133.09164549882325,Ni-plated,RSW,1520.3660035500857,0.0,4515.035155263638,0.5750957591853714,0.0,50.0,15.440207492333181,31.825916818440003,102006.38299916031,159.42565361543882,4.472169491397985,24.46644721119144,0.1,6.796207071529154,2.146278474972559,642.717686447219,13.914012297940129,6569.578712279099,-31.42609141565314,81.0762844016662,9419,172573.0468815194,1.5405493289386107,3.595819699162708,4.872082623565023e-08,15366.550290662888,62.51571298931175,112.50237581731935,425,1.6919831223628692,6.260000000000001,Good,Excellent
Bronze,Al-5052,146.38498276553537,None,Laser,1364.110643088679,0.0,0.0,0.09240172096891934,79.42345436240788,7026.481116294521,29.869019220346015,70.77431272695483,99957.65763641939,65.89886999370232,39.737495628560666,0.1,0.1,8.763950662163383,1.5221743598162605,647.8120069918155,40.55962564503931,17.17516134294871,-25.778097606885243,134.9018045183593,8188,38714.83740249424,2.265952589183404,8.228319335751095,1.6037150644151562e-07,10.0,27.92553482325321,160.67990212524455,343,0.47101449275362317,6.120000000000001,Poor,High
Cu-Be,Al,88.74522660299587,Oxide-removed,USW,2179.242199937008,49.53387835110648,282.8869432726414,0.9653284884078902,0.0,39738.87605645997,2.92097619066827,33.16351436504842,104880.04677508761,108.9381241802952,8.124019466166759,1.3634055420890399,0.1,8.53284996055963,2.639782922522469,4703.772469826633,7.322140915679447,23704.7631660322,-28.525493946806794,122.01435103689857,2997,296226.5611089247,2.1999954118416434,1.8869503114978006,6.641015457838272e-08,1320.6139911041553,52.608133936644684,150.53984498370536,370,0.4430379746835443,5.55,Fair,Excellent
Brass,Al-Mg,318.2446524004361,None,Friction,991.8131755645263,1.9347615808434004,2541.7974761754294,2.0269546595074157,184.40698221405842,0.0,3.1778191149133193,53.18921916654896,109598.02332932183,288.88554461346416,11.729892713357799,10.974026410331302,0.1,3.781835198627985,2.2929338124662655,1422.296897657721,24.37882936222309,6317.027866478639,-21.82651064478758,116.46092720200207,4299,426027.73811977403,1.2729197817365674,2.5055971379221003,2.6522872394375636e-08,8095.547600990834,81.9367833817328,138.28743784678966,300,0.7077922077922078,5.84,Excellent,Excellent
Cu-Be,Al-1100,163.964449101176,Oxide-removed,USW,1200.861172513601,14.948837063287922,971.2244439292565,1.8850924901808133,0.0,27815.434840287795,13.12622557997112,39.55723000406885,97025.63281946359,115.45359571986693,13.990489203060749,3.4967579043170294,0.1,6.255556055688495,0.8022332602509343,2626.7783904151597,19.217346052201272,13806.251235950875,-27.916651680043444,113.8739362104561,3734,105458.65678200155,1.6396932755999511,3.034854616233096,7.009286563379226e-08,1071.7168440173918,62.70085871169243,141.79058789049952,387,0.47297297297297297,5.54,Good,Excellent
Bronze,Al-1100,195.22762627510508,Sn-plated,TIG,161.87704249019276,0.0,0.0,2.94181748294122,6.592926156689442,91.34706598033712,31.921774773960998,38.29016817604999,98769.30396522752,89.04781434734439,35.87137904002155,0.7299898801280168,0.1,8.952409362705543,1.7865293768516324,824.2417043106904,52.41355532357271,2439.2690869140233,-22.72146759709195,138.7963663877317,6245,42682.8691017066,2.383132677288614,3.406527396363967,1.0966711554647917e-07,55.21933461509764,33.287199939862205,161.51783398482365,307,0.2927927927927928,6.090000000000001,Fair,High
Cu,Al-5052,82.36044856495658,Ni-plated,RSW,6409.013328378415,0.0,3064.4879038690447,0.8979185118342135,0.0,50.0,29.69181603075605,30.986074651304413,96422.17161442722,278.72610205156514,1.6379737278643116,11.513666308802511,0.17312691499293562,4.658073213081603,1.5260352977454368,7629.610536508044,5.810416269920494,69873.00106317991,-26.464745847778943,143.04383881299626,6586,2907902.4832014227,1.3171164759772853,8.173443428887868,4.957679642631574e-08,35042.89752145142,72.02761134566349,169.5085846607752,478,2.9057971014492754,6.280000000000001,Good,Excellent
Bronze,Al-1100,116.01597504991192,None,TIG,245.75358101169232,0.0,0.0,2.3055877192607763,2.2240142729482195,5.358020951507725,39.509112982931725,58.14762578132719,100685.20040619264,76.4534484529953,17.64093911630311,0.7411958178172279,0.1,7.441016916727155,1.6365811405490558,995.019230338808,19.75617729599122,4883.865675405073,-26.014509413089293,138.66535349630462,1527,114783.87741304007,1.3053147129580909,1.5285686877377176,1.2534388663514953e-07,116.94063525522405,62.83909076192255,164.6798629093939,307,0.2927927927927928,6.090000000000001,Good,Excellent
Cu-Ni,Al-Mg,176.90729348788085,Ag-plated,RSW,3583.0700023090903,0.0,1218.4749224664122,0.5049564277398065,0.0,50.0,29.402796103642988,72.16857276938646,103686.71756107289,435.8426869243477,6.135634926407938,4.244872646618019,0.1,1.2376051334490445,2.888730033166597,2733.954153653734,7.515717138415731,10227.358030502037,-20.348569158333937,132.00567137355122,8474,2517617.16663085,1.2321004931686066,7.985144894670731,4.284776330535435e-08,16437.782326481116,100.0,152.35424053188515,540,0.2922077922077922,6.24,Excellent,Excellent
Cu-Ni,Al-5052,140.64573505236137,Oxide-removed,TIG,110.33848092488569,0.0,0.0,5.484144419698049,2.4247216111664116,110.06344306725948,18.066751686393534,20.7516824905229,112122.52721095987,249.6458161336417,9.32534464004213,0.7842916514167997,0.1,4.106456285010132,2.4677356122040854,1685.3338946589054,44.13076671232704,4302.3854524766975,-31.914973547200468,107.37892598984726,4521,330227.8653107341,1.0800523061683123,3.4798875375629565,5.578557276206936e-08,334.50421344395824,66.39664967243435,139.29389953704774,563,0.32608695652173914,6.220000000000001,Good,Excellent
Brass,Al,179.34420075876756,None,TIG,291.60837767092323,0.0,0.0,6.735089750253164,6.07950604551712,157.71518243560615,30.96637526279161,39.05886727878166,99068.51616085846,69.0737396495422,25.470147618286248,0.7963896501600224,0.1,8.126890621745998,2.506127381791051,1191.6143213902926,31.186690693382765,10951.057169566016,-30.450778889288372,110.65207093023633,3114,67592.12945896489,1.8048710964210328,2.173987166958492,6.017384522183436e-08,89.65777321125131,50.084627591201006,141.1028498195247,270,0.459915611814346,5.8,Fair,High
Bronze,Al-6061,347.85137407382877,Oxide-removed,RSW,1038.9700162900667,0.0,2129.852419377034,0.988280114763432,0.0,50.0,39.12850908114493,69.23082498430551,101020.73175340131,636.6772524115117,9.325692603579695,7.780771332216468,0.1,0.0,1.9340160461506024,1143.4288223146648,28.965426914172525,2951.81644651771,-34.034515366103534,102.07297814227127,9972,1111735.9765780782,1.0085462823157447,9.598507722436372,1.009222052421222e-08,6648.265406178016,100.0,136.1074935083748,368,0.38922155688622756,6.1000000000000005,Excellent,Excellent
Brass,Al,183.5488005195878,Oxide-removed,USW,2456.5476726986817,13.610688915321102,787.6279802605844,0.935741980836631,0.0,38364.59911512663,26.731980160948055,60.737862236262,104824.83038548456,96.97115168471659,16.3496236202818,2.7053370225565883,0.1,9.203144731155048,1.4604269711228228,1150.428421712634,11.022852388703491,12523.616491982308,-20.30836584746038,91.8010607083036,9124,229032.83108956678,2.522366271321597,4.523843935698121,3.0143331060158605e-07,1289.682655219279,54.237246316548934,112.10942655576397,270,0.459915611814346,5.8,Fair,Excellent
Brass,Al-Mg,125.35343849091815,Oxide-removed,TIG,196.54676614908198,0.0,0.0,1.6950305480146377,5.581659336532821,58.232733728834056,13.868750801501049,27.86772342587851,103184.54214613458,195.66145867209568,5.846396302804655,0.8140091820456592,0.1,6.435812145424373,3.081423921214115,956.6251791188586,29.665634349313383,2657.7074928847696,-28.52936561705851,81.67607329961172,7368,188186.2716031418,1.4481193693282222,5.279150326173599,4.5298010550460305e-08,208.1761058939918,60.096267664294764,110.20543891667023,300,0.7077922077922078,5.84,Good,Excellent
Cu-Ni,Al-5052,115.59479871591624,None,RSW,3370.9099512433368,0.0,1457.0770891984535,0.5128801451934851,0.0,50.0,48.64134314803786,43.816483263743706,103289.99914566248,381.2890901981459,6.753921567753154,4.37221205176232,0.12417824486366111,1.17523326662569,1.2288786840510166,3675.675293282297,8.439330548957807,14956.319872805816,-24.399383781944632,81.7875817300642,3473,1651836.573178035,0.6355921411011878,3.597890838865873,7.956120738830297e-09,7741.035716922884,98.94845737092963,106.18696551200884,563,0.32608695652173914,6.220000000000001,Excellent,Excellent
Brass,Al,110.44270800428343,None,RSW,5686.393599841366,0.0,4038.203397962364,0.7258481978319795,0.0,50.0,20.69997146040474,73.71393959261587,110691.09624971544,118.42681159759779,7.053457787528063,23.30861136499821,0.1219022837124834,6.536428130764818,3.4044417122150237,3440.495477325142,5.907600058144352,37371.942622486924,-33.40724365315599,127.40076329872909,1506,645164.6491200274,1.1971074422184547,1.701423937606598,9.268040561001181e-08,18834.19754443086,70.57213611151226,160.8080069518851,270,0.459915611814346,5.8,Good,Excellent
Cu-Ni,Al-5052,126.41614624347896,Oxide-removed,TIG,215.12834582144274,0.0,0.0,8.822953488518584,3.9913399295839276,43.31150506594636,38.71615189631857,57.45645452058177,105599.22429875041,293.65959172518535,6.525459574281603,0.8612236363073866,0.1320671205951818,4.909766233507266,1.047812304631952,3632.993674437068,16.91045361126105,15014.437994248223,-23.120699435458018,140.30320027151217,561,522555.59563901933,1.3652786470802543,0.4664059597005822,2.2565138663443617e-08,612.6548047684407,79.02580835736386,163.4238997069702,563,0.32608695652173914,6.220000000000001,Good,Excellent
Cu,Al-1100,128.5660718695447,Ag-plated,USW,723.5959977231012,16.6282518480465,468.9049755633132,1.8337442621921896,0.0,19512.923251183103,8.772559174947048,69.31767992329125,105814.98094581516,85.77745432016467,4.808291674406334,1.5670607883377168,0.1,10.829343669458543,1.656970222069568,820.2568979770343,24.22308333533801,10320.685618491616,-27.55713630421776,114.5896621787359,8073,118800.22886288368,2.364695789739815,2.98060083345227,1.7953717613444748e-07,272.0105937932058,51.98835989426815,142.14679848295367,442,1.8063063063063063,6.250000000000001,Fair,Excellent
Bronze,Al-6061,157.30731628466566,Ni-plated,Friction,640.9166382601927,0.860479411800234,924.0269008754441,1.0875565189594756,1150.986120415057,0.0,34.73916279181542,50.96518385302759,97121.44749289374,525.3568364339354,4.326720141741072,3.4902040649294537,0.1,0.0,2.7767409503029317,1448.3138821815392,20.32387453213779,4431.027650284894,-38.57316881205439,92.97220423465765,9656,1585597.5430458908,0.8535329042214581,9.188073779716873,7.649578285989246e-09,5742.305902344375,85.42783167207942,131.54537304671203,368,0.38922155688622756,6.1000000000000005,Excellent,Excellent
Brass,Al-Mg,185.29787710665738,Oxide-removed,Laser,1846.8293527587393,0.0,0.0,0.004012955865035915,49.46619821613561,8242.445902702337,11.12496344260172,34.49743487525436,104992.40275245064,71.94302361755223,30.29133386051769,0.1,0.1,5.693708189473245,1.0526565374040275,407.27885877563415,14.851951581653962,37.33517875558736,-35.644385307894474,147.38835622171862,5896,174367.77202277473,2.0274772410303608,7.241779909414345,9.05442674060556e-08,19.629383744616348,60.54805989932223,183.0327415296131,300,0.7077922077922078,5.84,Good,Excellent
Cu-Ni,Al,178.54075191675022,Ag-plated,Friction,867.8534405960181,0.9380743211939789,746.3555565879491,4.078284073524812,2235.736979746244,0.0,25.21659880006886,25.603609282461164,94546.36319128648,105.63609274442457,27.91982924816564,2.5881026882433944,0.13498579200877964,10.034560060201631,0.8477253664504231,3882.3485766098433,23.282569726925583,19823.781556531012,-24.95305564481026,94.80254050588817,1460,73947.74288644199,1.802404629366293,1.2040562470294263,4.096920571304094e-08,718.5654843490212,35.64711286726503,119.75559615069844,510,0.189873417721519,6.2,Fair,High
Cu-Be,Al-6061,158.13988466802203,Ni-plated,TIG,82.01592021068409,0.0,0.0,9.531663022920391,6.315609328237532,159.732483640982,37.010623922682555,63.14264116502637,101421.33613433425,294.6899563948216,6.573105020417144,0.9385845687800989,0.1,4.180902120845498,1.2459975738036857,1903.9253433865829,36.65343768869296,4943.396257080023,-23.478391233199652,83.05077209022612,1793,445035.3735240199,1.0053933493419238,0.9020953865600394,4.793412142364434e-08,392.9433648814395,68.5825845551268,106.52916332342576,448,0.6287425149700598,5.55,Good,Excellent
Brass,Al-Mg,162.56883781962986,Oxide-removed,TIG,240.9498216909025,0.0,0.0,5.671656635016278,7.727424598933509,47.94063422799354,38.6257718440862,22.78427110088965,97594.83392155975,189.81690147552945,8.224142454323534,0.7682235403124025,0.1,6.1500316559305865,0.7231456300351131,1537.030078634832,36.68039805679162,8406.19071420946,-26.507750053965253,133.10616545162,7156,199235.88329396283,1.7237746014280768,4.845814236349428,4.0231604077704975e-08,233.88815332350936,70.24127751333538,159.61391550558525,300,0.7077922077922078,5.84,Good,Excellent
Cu,Al-Mg,413.6022447842837,Ni-plated,RSW,1148.8475024514619,0.0,2368.304299489789,0.23725245390456534,0.0,50.0,33.72603448421843,38.934562369820526,100636.63392407853,120.47843591911742,13.44430602094397,9.926562810826098,0.1,11.89344657695062,2.427302710395347,513.499990610697,34.67377651939369,659.007277054067,-33.42361704029446,120.07144410606374,6735,88584.08529152539,2.115012481210176,6.918635316679163,6.167531456650822e-08,1915.4088242934788,55.44008620792265,153.49506114635818,455,2.603896103896104,6.300000000000001,Fair,High
Cu,Al-1100,112.35491828370884,Oxide-removed,USW,2952.701733816894,46.9450055731252,459.4479333404098,0.7535808711640608,0.0,27732.91926638755,39.665186002042496,36.65334859239975,104259.69222084367,97.11748411336222,4.846440758575001,1.531243335756653,0.1,1.9723762687768327,3.476501187631555,1390.141877593976,13.466414255287253,19804.202422529826,-22.16076967523408,149.31657846063098,2066,236356.1350154167,0.7591089193762576,1.7719366723589847,3.774549725359953e-07,622.9214496250506,80.91881637676666,171.47734813586504,442,1.8063063063063063,6.250000000000001,Excellent,Excellent
Cu-Be,Al-5052,147.8050327618674,None,USW,1496.822455269163,38.00074745976809,1106.3331871802368,1.1740000985601278,0.0,31940.989758568827,33.54914735194522,30.56304511878718,97644.141768288,326.1369157947048,4.587692436885958,3.387179637744847,0.11959399991678692,2.907442235583754,2.6274072239576443,3602.4392563166402,15.39741858024536,11889.10605530052,-22.336182518103705,93.11075543010826,1268,1143043.9977694144,0.7881371038189474,1.0949129553333603,3.351263974912038e-08,3749.0151913366153,86.79323305245585,115.44693794821197,423,0.7608695652173914,5.57,Excellent,Excellent
Cu-Ni,Al-5052,73.44413037226836,Oxide-removed,TIG,55.91691052736937,0.0,0.0,1.1118301752927835,2.6031149579969006,143.8018575046065,14.141898721026841,53.251868819590804,95592.4391235105,164.74306867572713,7.473558307295579,0.7641006625401771,0.1,1.7430344360481145,2.0827107635185382,870.990312307541,44.20935343929913,846.4952627031264,-37.581541628080736,93.7376493307083,7974,369985.3867509126,0.9382689924434358,1.0362984009203535,2.5007583733782112e-08,194.2124173756914,77.8826247307706,131.31919095878902,563,0.32608695652173914,6.220000000000001,Good,Excellent
Brass,Al-6061,128.69816542888577,Oxide-removed,USW,1101.0534939684107,46.807071830241966,341.29504356953214,1.2018266398434734,0.0,15638.67806580557,19.50906982484633,79.47254109641912,102799.10183984961,224.8987869555536,5.3174584668712965,1.6394280924278875,0.1,7.049655481473005,2.825909182212319,1800.7960971154585,12.754136585046643,10282.006868817163,-39.1403772511693,87.4330758229072,2468,738448.4125831062,1.1447376573291033,1.7714202625062512,4.413282610701424e-08,1522.3973487792703,55.897112251876926,126.5734530740765,348,0.6526946107784432,5.8,Fair,Excellent
Cu-Ni,Al-1100,104.70165719743399,Oxide-removed,Laser,1946.9112740027717,0.0,0.0,0.022153313155197807,121.65106945482741,9530.601095088039,29.981276685662188,72.75227451946805,107334.89771125717,31.95576394830731,50.89395092737234,0.1,0.1,9.553026561000296,2.3667090346785478,590.6707376773013,41.29851151424004,16.0040621321929,-21.95609969707046,131.70118194943075,2141,16155.152008189114,2.385155935229607,2.6944121455136663,3.051214667366569e-07,10.0,18.040844603662396,153.65728164650122,527,0.20270270270270271,6.19,Poor,High
Cu,Al-Mg,112.02173347129578,Oxide-removed,USW,575.9127549612831,30.50938565582306,1148.0839165912798,0.767821745492236,0.0,31363.817907290915,11.998452638196476,33.282484342774936,112547.40637657381,205.25639887491883,2.3715604284837206,3.7043905502814884,0.1,5.562971499171401,2.2395002289655914,990.2100077710214,13.025728459241622,3947.4334404843216,-34.45012059805323,126.41537424736953,8968,432731.80179517466,1.4875184867650997,12.265878024912634,2.8342960667052807e-08,1818.887599580863,58.942232590687645,160.86549484542275,455,2.603896103896104,6.300000000000001,Fair,Excellent
Cu-Ni,Al-1100,93.34754350025733,Ag-plated,USW,1856.324922327845,19.96565236113647,1469.5572994431811,0.9857250119948717,0.0,26757.763139212082,44.941038253227234,25.134231559687553,103438.96260158274,167.07576684593857,7.394315158231044,5.0095460593870165,0.10412619222742005,6.462888940080775,1.772301823529447,3416.236134954632,9.172155257249242,19602.293083619817,-24.34289367859121,148.78433537809389,3670,499188.90566696436,1.1115702289682332,5.225219207099636,6.018228401479007e-08,4079.744317100363,63.12324301951507,173.1272290566851,527,0.20270270270270271,6.19,Good,Excellent
Cu,Al-1100,87.33809756409646,Sn-plated,RSW,7663.442253636901,0.0,3140.1290959332127,0.8061915246510227,0.0,50.0,23.105798480211273,68.68298254830685,102087.8026327466,188.75967006831672,1.58050486080861,13.845772905411957,0.13567045773913375,5.25416950120766,1.6396345343199108,3630.9805033334037,4.557234070271473,70738.91425217374,-21.70399212530227,105.88732140870292,1593,1484712.4451751434,1.438724223727204,1.114146835124149,3.6379781155188564e-08,32961.52214859997,79.42533247291634,127.5913135340052,442,1.8063063063063063,6.250000000000001,Good,Excellent
Cu-Ni,Al-6061,157.5210295793755,Ag-plated,TIG,266.8467335268808,0.0,0.0,6.2265681321554265,8.077367925497848,62.253742030074854,26.061676632427112,61.37285826884693,96804.67230830442,321.54620386536334,9.816279100188078,0.8503810167071936,0.11439118591736899,2.7300297387700834,1.7326132272470713,4053.3849277511335,28.702761615064446,10548.047911983655,-38.62531601409737,112.55621155428281,9582,438678.5308900958,1.2838442849478988,10.635953663733227,3.77528231600083e-08,500.9644888426852,91.37388512190665,151.18152756838018,588,0.2694610778443114,6.2,Excellent,Excellent
Cu-Be,Al-5052,199.2914903801311,Ag-plated,USW,954.8150822709727,37.82155617905461,1867.146877595748,0.1807439450409636,0.0,34076.44190937349,14.689409337632377,58.502045604839374,95309.58585433509,244.67501660393006,7.499256874885661,5.033171528661853,0.1,3.178342206765402,1.780089092509394,1007.672990292132,25.98418866637406,865.9529035840527,-26.94338607443469,81.1802851489792,4975,368568.58374392014,1.2974945687133832,2.484242512092652,1.4435418052088744e-08,3335.1023535471245,78.61559743585715,108.12367122341388,423,0.7608695652173914,5.57,Good,Excellent
Bronze,Al-1100,110.16982221687748,None,TIG,57.09970551799077,0.0,0.0,5.127421022976298,7.094707146288648,81.35822534088355,32.37556671248102,51.954369975272314,109068.89933844951,69.10849113815149,21.528554912252392,0.7618384021828023,0.1,10.144137883921134,2.1124999431620726,645.7930779357376,50.08943995401553,2657.481192103168,-24.674939161768897,107.33738933457502,5784,59447.79677359552,2.4034137768752877,7.6092195022682505,1.570227258243934e-07,63.53864125257873,36.601940813791316,132.0123284963439,307,0.2927927927927928,6.090000000000001,Fair,High
Cu-Be,Al-1100,66.65487084037342,Oxide-removed,USW,1252.3765679004293,17.473458804092502,1960.1690448967568,1.1836004937082565,0.0,18196.11284337335,12.69870628442871,64.01071781021054,100501.36807742021,126.19288262913682,5.775892487297937,7.127042498862262,0.1,8.02523106088477,2.2170551178565634,4160.532410315712,14.700600402368243,22238.637707744987,-31.217217481521047,104.15342370094191,1999,316598.64020002855,1.123567956410848,1.9960012378923735,9.529506555396581e-08,2887.102848449894,64.40147801007406,135.37064118246298,387,0.47297297297297297,5.54,Good,Excellent
Cu-Be,Al-1100,156.81548527556657,Ag-plated,USW,620.3752884570247,19.73563128988915,1169.5251842031134,1.5287826414084165,0.0,39523.99242759391,8.091385083572487,50.939078302193174,100465.42415883354,102.00908332096363,12.142465328802418,3.379895768232634,0.1,8.266883942304192,2.30295373142987,1786.560677767814,22.12327417407628,6047.993095102909,-38.086808370393335,98.95812141595766,3089,96465.68037127699,1.9649922390375547,2.801479520694089,1.9113572058494075e-07,712.7134853603538,59.05706971617683,137.044929786351,387,0.47297297297297297,5.54,Fair,High
Bronze,Al,180.98584533563118,Ni-plated,USW,2584.866777284832,34.478738502049524,1399.6593029514393,1.0919325618194706,0.0,25864.345893728114,13.65397894985209,50.99297687967706,110536.1302556834,163.44425833776683,14.639620833425917,5.272290133014906,0.1,8.649153085797144,2.6338991607357194,1811.6453277867604,8.510548525813867,15595.143348632866,-31.86405829273933,102.33718459573261,2919,618194.0047396388,1.9598013262316287,1.1120718242616967,4.374478674834946e-08,5751.408142179037,49.84510497958896,134.20124288847194,290,0.2742616033755274,6.1000000000000005,Fair,Excellent
Bronze,Al-1100,196.3949120265757,Oxide-removed,RSW,6493.074192484215,0.0,1709.4276756212782,0.4005399125104667,0.0,50.0,25.090489602453168,43.25845511275094,103486.04002067704,166.0597743393651,15.608306473586289,6.482527284920416,0.1,5.742539310371606,1.676614683897533,2074.0246743418443,8.168941257071145,13242.376506320446,-28.051140316907766,132.21214404340358,2927,767884.2908381666,1.242187381079288,1.7460169690853027,7.587308011324998e-08,5484.891292204831,71.57011457331735,160.26328436031136,307,0.2927927927927928,6.090000000000001,Good,Excellent
Brass,Al-1100,99.69625036297815,None,USW,2946.7081955485737,32.86921551497477,1097.3179152372527,1.7164991446711382,0.0,34050.497071257385,21.203258446450285,68.7360509885824,107300.42952012602,115.4271302656478,7.542018565407009,3.610887098430088,0.16639574831603335,8.237997981860772,2.2428312453737127,4248.05311256907,8.048381378091172,50734.32630454112,-23.748919775728144,106.45372923498985,2123,524480.3601633611,1.3843451356901268,2.3469772533032285,5.317579804081341e-08,3078.660549371493,62.543914820078776,130.202649010718,287,0.49099099099099097,5.79,Good,Excellent
Brass,Al-Mg,117.71538335713068,None,Friction,989.0626730700892,1.2893270986449687,963.4782738097648,0.7383987912176768,2970.559898672337,0.0,48.8932253616189,29.097526900123828,101037.53540082127,246.14745785835154,5.056921464446187,3.151875691489011,0.1,6.040953798974554,2.513386034370629,1275.7924520126746,14.318127306267447,6204.139691902371,-32.3792126040592,109.60545380750452,5489,448722.98943992006,1.079240448295417,5.246190740188153,3.400136079562851e-08,3362.3419092506683,55.34161078182801,141.98466641156372,300,0.7077922077922078,5.84,Fair,Excellent
Cu-Be,Al,96.22470204272388,Ni-plated,Laser,1500.702994109984,0.0,0.0,0.09314576975339435,168.05854458619208,4281.316020472286,37.4160872021428,72.85614780506963,104824.22671683566,35.06879412725576,21.644405279834363,0.1,0.1,7.351278520354513,2.925750214742367,538.5691246328756,45.743682024166574,8.929644117799196,-22.588018243666006,84.36175338201637,4532,30071.393562776026,1.5229553056069791,2.472777484546663,2.776856993603843e-07,10.0,34.189013360706674,106.94977162568239,370,0.4430379746835443,5.55,Fair,High
Cu-Be,Al-1100,111.60065798434114,None,USW,2653.6024617378544,41.46797646237992,664.8589053840785,1.2837164318972432,0.0,22625.438247193106,25.526370897393214,58.92331650786999,104211.53723118789,96.42174543572183,8.725608768404108,1.942293320089632,0.115295215763419,9.778279873523177,2.1343433248411685,5331.335432924903,6.4857520487474,30523.772398670142,-22.682908181586694,124.83694835065575,7677,507512.10054633307,1.5625418619813431,2.3943747973708014,8.29513829713989e-08,1173.8737210198767,42.582194543610576,147.51985653224244,387,0.47297297297297297,5.54,Fair,Excellent
Cu,Al-1100,109.36900292889263,Oxide-removed,Friction,851.0532889222745,0.25529363910102415,1857.9017374446908,2.265919116770493,355.3313587889678,0.0,28.913398662438542,56.21482269786267,100086.22952015897,161.70149649382287,3.2694552300922424,7.036456617771444,0.1,9.639797512610143,1.6631437448372135,1225.0845965608244,14.290938133617905,17632.216305502614,-35.91150180177465,99.0496798559551,5625,272419.1402738529,1.7071923664279123,3.2067706555558226,5.075812211820192e-08,2748.716141393436,55.00081811211079,134.96118165772975,442,1.8063063063063063,6.250000000000001,Fair,Excellent
Cu,Al-6061,122.3299481772326,Sn-plated,TIG,229.58891185002702,0.0,0.0,7.507547047080086,3.117808755489919,191.203468055986,40.78088179858327,75.27784880901031,104508.47415977731,149.15603510768224,3.4887899812004837,0.8136841108409559,0.1,6.4795781021341465,1.7049416504210777,2241.569717512656,32.000223694017436,14090.168293905948,-34.03154235753297,106.25456975500722,9672,135588.7626241319,1.3131650334145035,9.056757334040235,6.607130295504329e-08,186.74017863484508,55.094336802843166,140.2861121125402,503,2.4011976047904193,6.260000000000001,Fair,Excellent
Brass,Al-6061,135.6476334710033,Sn-plated,RSW,6445.044071557907,0.0,4221.216972301367,0.10333125186790028,0.0,50.0,51.08965830949094,58.81728793045227,101442.42558208582,359.0226034367882,3.6178095802881143,21.716955481895415,0.1,2.9521865444250626,2.675633494252516,1284.5539602328347,5.144940388933955,4909.591529292912,-28.451900469694714,82.95398229203892,2011,3131556.0815011915,0.6198567696194431,1.7106937388495915,2.521203411088037e-08,63597.11964312428,88.70194505238074,111.40588276173364,348,0.6526946107784432,5.8,Excellent,Excellent
