participant_id,age,gender,education,income,tech_comfort,fraud_experience,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,perceived_severity,perceived_vulnerability,self_efficacy,response_efficacy,past_behavior,T2_security_steps_followed,T2_frequency_last_month,T2_consistency_score,T2_behavior_binary,T2_missing,response_time_seconds,straight_line_respondent,attitude_composite,subjective_norm_composite,pbc_composite,intention_composite,threat_appraisal_composite,coping_appraisal_composite
290,18,Female,High School,32930.0,5.584365216926599,1,2,2,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1.0,0,131.18571073975198,0,2.423145907687536,1.1992254959766366,1.1992254959766366,1.456146246874244,1.0,1.3721267701214868
291,21,Female,Bachelor's Degree,60955.0,5.724289485416872,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,,,,,1,38.135205187131334,0,1.0382630744287333,1.0382630744287333,1.551605898545566,1.0382630744287333,1.0,1.0
292,47,Female,Some College,33619.0,2.8266446056360097,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.0,0,28.240572351916533,0,1.7128980165765146,1.284171527934235,1.284171527934235,1.284171527934235,1.1504281179485916,1.0
293,18,Female,Master's Degree,94309.0,4.808015815499849,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.0,0,24.637275710278118,0,1.0885764164727187,1.0885764164727187,1.0885764164727187,1.0885764164727187,1.3020279020895837,1.1196028884044278
294,37,Male,Some College,39261.0,3.270229211348546,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,37.13296928305075,0,1.3468050677707109,1.139171480352872,1.139171480352872,1.139171480352872,1.1005020143781041,1.0
295,18,Male,High School,35060.0,6.8617652316973325,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,0,100.6106050973445,0,2.620803964739304,1.214870459102407,1.1686841789956315,1.1686841789956315,1.021414709357932,1.0
296,18,Male,High School,34535.0,5.120895623996194,0,3,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1.0,0,37.181400311637226,0,2.7017749390460626,1.1501294132851763,1.3261365727072272,1.6934351869826179,1.0335627724604555,1.0
297,25,Female,Bachelor's Degree,47963.0,4.948656765416491,0,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,0.0,0,49.40235301594664,0,1.4361405165796075,1.1734196088220745,1.588232808941336,1.1734196088220745,1.3914844226064291,1.0
298,18,Male,Some College,35773.0,6.365836531643206,0,1,,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,10.619603723718727,0,1.6617299271306103,1.276874256032015,1.276874256032015,1.276874256032015,1.7376403725153655,1.0
299,20,Female,Bachelor's Degree,64758.0,5.749022236684837,0,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,118.57062848914899,0,1.9282590033063407,1.3702310282757675,1.3306581568147828,1.3728491341850315,1.1804624259603742,1.6104068243244338
300,18,Female,High School,36994.0,3.7327751313070308,0,2,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,3,2,1.0,0,96.49462756238988,0,2.380477675769314,1.352773347879369,1.352773347879369,1.352773347879369,1.3251371435666899,1.325671647794606
301,18,Male,Some College,48625.0,5.107823028714421,0,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,2,3,3,1.0,0,26.130259230765304,0,1.161366850383479,1.161366850383479,1.161366850383479,1.161366850383479,1.3162572541802542,1.0
302,42,Female,Bachelor's Degree,59934.0,4.7642829348057,0,1,1,1,1,1,2,1,2,1,1,1,3,1,2,1,,,,,1,30.463265348127987,0,1.161319531939791,1.161319531939791,1.5831019113845066,1.161319531939791,1.7868107352168163,1.391765680799046
303,26,Female,Master's Degree,86668.0,2.93210724481213,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1.0,0,85.07114766370074,0,1.1305531075385244,1.1305531075385244,1.1305531075385244,1.1305531075385244,1.4832935560102585,1.0
304,42,Male,Master's Degree,64863.0,4.302640896791634,0,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1.0,0,349.4033173526234,0,1.9542853031843537,1.1139139607821218,1.1139139607821218,1.1139139607821218,1.2854462824618502,1.322485080655369
305,18,Female,High School,33648.0,4.961397581378595,1,1,1,1,1,1,1,1,,1,1,1,1,2,1,1,2,3,2,1.0,0,8.603548865403534,0,1.12609821252512,1.12609821252512,1.12609821252512,1.12609821252512,1.0,1.4462571933699775
306,37,Male,Some College,42340.0,5.050563789060605,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,22.004545019918897,0,1.1200217670186032,1.0,1.0,1.0,1.0692168369212327,1.0
307,18,Female,High School,44765.0,3.273099149219499,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,1.0,0,24.158745383827455,0,1.3121788785931758,1.3121788785931758,1.3121788785931758,1.3121788785931758,1.2256010585211476,1.0
308,25,Male,Bachelor's Degree,62652.0,6.697165257961719,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1.0,0,76.1550166133725,0,1.0230002850406468,1.0230002850406468,1.060921325984426,1.0230002850406468,1.4039526115969017,1.0
309,39,Female,Bachelor's Degree,69020.0,5.06726602344113,0,2,2,3,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,0.0,0,43.969494209976965,0,2.294061923022418,1.3340063576525973,1.9113895827580691,1.959999738546161,1.282180235713571,1.0
310,18,Female,Master's Degree,91971.0,5.248818999658732,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,21.979483223837306,0,1.1836408233305205,1.1836408233305205,1.1836408233305205,1.1836408233305205,1.0,1.3568931078528665
311,18,Male,Master's Degree,76701.0,5.720834129841788,0,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,3,4,3,1.0,0,10.665457620878131,0,1.1033225367694741,1.1033225367694741,1.6610873791473075,1.1033225367694741,1.0613285215477477,1.667651866460766
312,25,Female,Some College,43183.0,4.175500869925227,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1.0,0,74.36910376143796,0,1.0137117217262106,1.0137117217262106,1.0137117217262106,1.0137117217262106,1.7711401069579955,1.0
313,49,Female,Bachelor's Degree,59271.0,5.793262765072505,0,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,0.0,0,28.21343056670161,0,1.6577833275685847,1.2491562181231495,1.6571555344866435,1.2491562181231495,1.0,2.3645754687902505
314,18,Female,Master's Degree,74043.0,4.722802960176362,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,0,13.11407542181004,0,1.640373853532009,1.0319697175719418,1.0405060952353278,1.5978435012106544,1.0,1.1939237369812352
315,36,Female,Master's Degree,80515.0,4.034438797158651,0,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,1.0,0,19.18714038579231,0,2.299525781373731,1.136706787743711,1.2708438356779217,1.136706787743711,1.0,1.0
316,64,Female,High School,33971.0,5.945481741362019,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1.0,0,23.566893044569984,0,1.845489991073485,1.2871978498960752,1.343457148956272,1.385660984914297,1.639172984507123,1.5856886280789506
317,37,Female,Some College,51866.0,7.0,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1.0,0,26.049639216462126,0,1.1775854449155485,1.1775854449155485,1.339532985502191,1.1775854449155485,1.0,1.2925114574500385
318,21,Male,Some College,30362.0,6.142278185531581,0,4,4,4,,4,4,4,4,4,4,1,1,2,1,1,1,2,1,1.0,0,14.356763627073237,1,4.1441700809342015,4.1441700809342015,4.1441700809342015,4.1441700809342015,1.0,1.6964064675494774
319,32,Female,High School,41029.0,6.39987083468256,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,,,1,14.502350604655161,0,1.2818199263525185,1.1913972981906336,1.5427053031365177,1.1913972981906336,1.0,1.1128943744488295
320,18,Female,High School,30316.0,4.523180211469011,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,220.43929611210558,0,1.3024373347563618,1.3024373347563618,1.3024373347563618,1.3024373347563618,1.0,1.0
321,26,Female,High School,28139.0,3.1230943520810066,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,43.10348647315585,0,1.1504092526480982,1.1504092526480982,1.276760185857648,1.1504092526480982,1.1561601928903182,1.0
322,22,Female,Bachelor's Degree,66349.0,7.0,1,1,2,3,1,1,3,2,3,2,1,2,1,3,2,1,1,1,1,1.0,0,23.827783976416853,0,2.0052598495138745,1.2105154215082488,3.036508922767197,1.6823937272298475,1.5295571912652601,2.3897128241005174
323,32,Male,Some College,46769.0,7.0,0,4,4,4,4,4,4,4,4,4,4,1,1,2,1,2,2,2,2,1.0,0,44.807581723098146,1,4.275077745010457,4.275077745010457,4.275077745010457,4.275077745010457,1.0,1.3362726302354915
324,18,Female,High School,41272.0,7.0,0,5,5,4,1,1,3,2,2,3,2,1,2,2,1,1,2,2,2,1.0,0,37.654229550151896,0,4.493422031898404,1.1313115386699466,2.25743740798447,2.205511740665909,1.7617995562998205,1.4306145590314947
325,33,Male,High School,39003.0,4.763478279326326,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0.0,0,16.03341690133281,1,4.138746642956009,4.138746642956009,4.138746642956009,4.138746642956009,1.150143263199353,1.2032138909245016
326,18,Female,Master's Degree,109031.0,3.6989753596525023,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,1.0,0,7.153824217356805,0,1.2332657455762452,1.2332657455762452,1.2332657455762452,1.2332657455762452,1.6581548476246208,1.0
327,45,Male,Master's Degree,91518.0,3.8146124928345637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,21.656283119492727,0,1.2131116694713282,1.2131116694713282,1.2131116694713282,1.2131116694713282,1.0,1.0
328,19,Female,Bachelor's Degree,56326.0,3.011147662101737,1,2,2,2,1,2,1,2,1,3,2,2,1,1,1,1,1,1,1,0.0,0,28.61647717894076,0,1.615668714512901,1.7443782023640524,1.4235371835505832,2.3706882457199017,1.5246464578472818,1.2131409624668736
329,18,Male,Some College,44500.0,5.060407796066941,1,4,4,4,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1.0,0,30.33657426992501,0,3.927779541533681,1.1350799863546126,1.2144441664172978,1.7993304324495105,1.0226432856736407,1.4896424616638808
330,18,Female,Doctorate/Professional,161941.0,7.0,1,1,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0.0,0,7.651205377751946,0,1.1528723033260015,1.1528723033260015,1.2837837594745183,1.1528723033260015,1.274168265741138,1.0
331,25,Female,High School,31103.0,5.0158385785660835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,240.82106794203656,0,1.1697652164595196,1.1697652164595196,1.1697652164595196,1.1697652164595196,1.192799668232441,1.0
332,73,Female,High School,31740.0,5.5930197704527576,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,226.37047710180275,1,1.078863449192081,1.078863449192081,1.078863449192081,1.078863449192081,1.6181973281574056,1.1903345746596161
333,44,Female,Some College,40697.0,6.988276053595471,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0.0,0,47.26920368511707,0,1.168429395154484,1.168429395154484,1.9960827522152016,1.168429395154484,1.071463646903163,1.3600749842954412
334,18,Male,High School,24477.0,4.6746760946178805,0,4,4,3,1,1,2,2,2,3,3,1,1,1,2,4,3,2,3,1.0,0,33.79775342748462,0,3.5721334640995708,1.2897954812638783,2.0715987822640973,2.6964265987129235,1.1673711068644963,1.5365825850767902
335,18,Female,Some College,43305.0,7.0,0,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,,,,,1,21.076174909778892,1,4.107178800002736,4.107178800002736,4.107178800002736,4.107178800002736,1.5395181893067411,1.1340233687871621
336,54,Female,Master's Degree,62995.0,7.0,0,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,3,3,3,1.0,0,52.60552415095477,0,1.4671709594305404,1.4032896761670899,1.8233836283743488,1.8467946398812214,1.0,1.8626069394321174
337,39,Male,Bachelor's Degree,57897.0,5.029555259715373,0,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,,,,,1,30.156354876043604,0,1.3184827259729854,1.1863788959887298,1.9793661830440314,1.1863788959887298,1.0,1.0
338,80,Female,Some College,47547.0,4.449205456775023,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,90.17775331775088,0,1.5965478495581369,1.1331496569247468,1.1331496569247468,1.1331496569247468,1.0130662397970875,1.0
339,18,Male,Master's Degree,79436.0,6.1064094603074075,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,68.80510009058808,0,1.4249233007590785,1.1580247206135763,1.2532277832665069,1.1580247206135763,1.2878559191545822,1.0
340,18,Male,High School,43385.0,4.7482175747254844,0,1,1,1,,1,1,1,1,1,,1,3,1,1,1,,,,,1,16.769149102884903,0,1.2753052377926788,1.1538686656449317,1.1538686656449317,1.1538686656449317,2.2002994367604503,1.0
341,26,Female,High School,27697.0,3.696478217812463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,19.10252791927094,0,1.1828362564911703,1.1828362564911703,1.1828362564911703,1.1828362564911703,1.0,1.0
342,18,Male,Bachelor's Degree,66434.0,6.865610249579874,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,71.93283201696958,0,1.1909830311375305,1.1909830311375305,1.1909830311375305,1.1909830311375305,1.0,1.051197087262947
343,50,Female,Bachelor's Degree,62563.0,6.781381603460204,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,57.72614056789999,0,1.4130987888099371,1.2195456188638836,1.2538744875514791,1.2195456188638836,1.2102192252145874,1.0297987854032153
344,18,Female,High School,26419.0,5.402165084892629,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,13.591159686239276,0,1.4557885337968421,1.3398185560253166,1.3398185560253166,1.3398185560253166,1.0,1.0
345,20,Female,Some College,58312.0,3.558275820153369,1,1,1,1,1,1,,,1,1,1,1,2,1,1,1,1,1,1,1.0,0,22.972990087406004,0,1.0288646981425145,1.0288646981425145,1.0288646981425145,1.0288646981425145,1.6053552754240394,1.0
346,18,Female,Bachelor's Degree,57021.0,3.601615873417398,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,29.277876160258614,0,1.6914855030500544,1.105777258603251,1.105777258603251,1.105777258603251,1.0119331470969164,1.0
347,42,Male,Bachelor's Degree,50918.0,5.339398074944898,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,0,32.1559377443743,0,1.3442173286485708,1.279267115228778,1.279267115228778,1.279267115228778,1.1783738378875195,1.0
348,18,Male,Bachelor's Degree,46946.0,4.550167655143458,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1.0,0,31.26479476287787,0,1.289837403804064,1.289837403804064,1.289837403804064,1.289837403804064,1.2643089878780918,1.0
349,33,Female,Some College,41216.0,4.75657918821591,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,2,2,2,1.0,0,67.99209681284923,0,1.410598906883635,1.2061040867738138,1.2061040867738138,1.2061040867738138,1.0781423502138425,1.0
350,80,Female,High School,34362.0,6.528552101578005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,37.211553537103185,0,1.1267371919517706,1.1267371919517706,1.1607196373471975,1.1267371919517706,1.0,1.0
351,18,Male,Some College,43098.0,6.153133112649325,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,35.32535804820651,0,1.1941063138471948,1.0,1.0,1.0,1.0,1.1305544892126178
352,66,Female,High School,33511.0,6.991585484646897,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1.0,0,18.07602030407316,0,1.227539180784447,1.227539180784447,1.2472705391748864,1.227539180784447,1.0,1.6982438986330197
353,30,Female,Master's Degree,92387.0,3.9121898096095653,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,0,37.86565260464581,0,1.310067743674228,1.310067743674228,1.3376150939991884,1.310067743674228,1.0,1.0
354,18,Female,Bachelor's Degree,54592.0,4.7538509607072745,0,2,2,3,1,1,2,1,1,1,2,1,1,1,1,1,,,,,1,32.3632379498525,0,2.544029712516729,1.3812515681038744,1.58721293252699,1.4415162299897908,1.0,1.0496503178430774
355,27,Male,Some College,31212.0,6.186676204098147,0,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,1.0,0,22.558530138272612,0,1.147416911703485,1.147416911703485,1.3999316837579179,1.147416911703485,1.0,1.0
356,41,Female,Bachelor's Degree,56379.0,5.782501843316759,0,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,13.19009789907396,0,1.224217264927814,1.224217264927814,1.3771584128506054,1.4052044820777327,1.0,1.0
357,18,Male,Bachelor's Degree,39743.0,7.0,0,3,3,3,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1.0,0,91.97880718449464,0,3.0284779639392263,1.2026115509846849,1.4655405267680706,1.6684787378318289,1.0,2.005341230277377
358,35,Male,Some College,44563.0,5.74669771767529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,137.5211914995874,0,1.0571047736680255,1.0571047736680255,1.0571047736680255,1.0571047736680255,1.0,1.4451381844287605
359,70,Female,Master's Degree,73574.0,7.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,40.26979660876128,0,1.229276191758687,1.2222709355026409,1.2222709355026409,1.2222709355026409,1.0,1.1020387717967643
360,18,Female,Master's Degree,86905.0,5.9020231422400835,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1.0,0,104.3426529536596,0,1.3062138085613504,1.0027100416661814,1.0027100416661814,1.0027100416661814,1.0,1.0
361,18,Male,Bachelor's Degree,67355.0,6.580817681865259,1,2,2,3,1,1,2,2,1,1,1,2,1,1,3,1,,,,,1,39.79048221016365,0,2.3973378121418594,1.173145905252984,1.5524064683829255,1.2923507275998964,1.3799957023729785,1.7794653257195063
362,22,Female,High School,30256.0,4.779430569180206,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,10.91907428937259,0,1.2811866326865147,1.2811866326865147,1.2811866326865147,1.2811866326865147,1.10596141794057,1.0
363,26,Male,Bachelor's Degree,65459.0,5.218573375449186,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,42.10789466459727,0,1.3096851100342808,1.3096851100342808,1.3096851100342808,1.3096851100342808,1.0,1.0
364,52,Male,Bachelor's Degree,54249.0,6.384227724991318,0,2,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1.0,0,25.239144648650935,0,2.682253993986785,1.1880495618538411,1.6985525438747213,1.312656253155871,1.0,1.0590436590633225
365,22,Male,High School,43765.0,7.0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1.0,0,48.4570431836665,0,1.3900440828350835,1.3900440828350835,1.3900440828350835,1.3900440828350835,1.0,1.406798287796751
366,18,Male,High School,33174.0,6.148008034103979,0,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,,,,,1,116.35348436788917,0,1.1556322777323889,1.1556322777323889,1.688507864884748,1.1556322777323889,1.4766836280100437,1.2391037976760946
367,18,Male,Master's Degree,75194.0,5.091876696484995,0,3,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,22.079256520873827,0,2.620170878459964,1.0653380870428277,1.0653380870428277,1.1004010555713744,1.471409714651653,1.0
368,18,Male,High School,38436.0,6.990535538386845,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1.0,0,45.15064802461885,0,1.287180600369064,1.287180600369064,1.42312036986779,1.287180600369064,1.0,1.6302185246461058
369,18,Female,Bachelor's Degree,54231.0,2.350427746836155,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,65.95014268216299,0,1.2157151701129394,1.2157151701129394,1.2157151701129394,1.2157151701129394,1.10591488887873,1.0970979966054133
370,18,Female,Bachelor's Degree,51189.0,3.3510951480410647,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,0,97.84149733279774,0,1.082494194912792,1.082494194912792,1.082494194912792,1.082494194912792,1.0,1.0
371,20,Female,Some College,39712.0,6.086124490768906,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.0,0,72.86559007610123,0,1.1919685924904453,1.1919685924904453,1.3246772452335127,1.1919685924904453,1.0867984156702206,1.1805188554207522
372,18,Male,High School,34776.0,5.218340863129063,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.0,0,13.572549452718173,0,1.2600661681711094,1.1644508265278883,1.1644508265278883,1.1644508265278883,1.0,1.2572405174380492
373,23,Female,Master's Degree,100658.0,5.987167746461415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1.0,0,13.559868112501642,0,1.3459483179203409,1.3459483179203409,1.3459483179203409,1.3459483179203409,1.0,1.571012589016323
374,80,Male,Some College,31217.0,5.283729779161525,0,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,0.0,0,61.065166109429555,0,1.2757451441565402,2.764369202366219,1.2757451441565402,1.3031250651231414,1.2141839782505397,1.0249520913071437
375,53,Female,Bachelor's Degree,57673.0,5.942229402985035,0,2,2,,1,1,1,2,,1,2,1,1,1,1,1,1,1,1,0.0,0,24.344426403343103,0,2.261812441841778,1.1276670655004657,1.5369360646044563,1.4858955431286596,1.0,1.063277714364237
376,20,Male,Bachelor's Degree,62186.0,4.141276332708852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,15.073141370388976,0,1.2027631669884784,1.2027631669884784,1.2027631669884784,1.2027631669884784,1.002854925431888,1.0
377,80,Female,Bachelor's Degree,58950.0,5.941631911903598,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,85.68468488683084,0,1.1414277062908393,1.1459071948356372,1.1414277062908393,1.210151385557356,1.0,1.0
378,26,Male,Doctorate/Professional,163380.0,6.49273888666986,0,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1.0,0,24.63732827701498,0,1.337314973843774,1.3373149738437742,1.7613302536306297,1.3373149738437742,1.509093593946667,1.0
379,29,Female,Bachelor's Degree,56942.0,6.786715785110602,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0.0,0,122.03354601728371,0,1.1958203452218221,1.142882771552381,1.142882771552381,1.142882771552381,1.0919456684723634,1.5076146728834934
380,22,Female,Some College,41423.0,7.0,0,1,2,1,1,1,2,2,3,2,2,1,1,1,1,1,,,,,1,23.280578192548386,0,1.5954610996290841,1.1224794112363896,2.2619128595330253,2.2126638828923744,1.0735033244949,1.0
381,24,Female,Doctorate/Professional,147833.0,5.517327976553103,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,,,,,1,18.220542697634205,0,1.0936508185395737,1.323322285587102,1.257118446887577,1.0936508185395737,1.7698984410766527,1.0
382,18,Male,Bachelor's Degree,58244.0,5.556084412901333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,31.453718940968933,0,1.2589305341968489,1.2589305341968489,1.2589305341968489,1.2589305341968489,1.0,1.0044170471465825
383,20,Female,Some College,40222.0,3.219875796573998,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,60.7407786543253,0,1.222018704050611,1.222018704050611,1.222018704050611,1.222018704050611,1.0,1.0
384,66,Female,High School,37580.0,4.509165178520048,0,3,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.0,0,41.86057789495644,0,2.511215363165609,1.1250813370318151,1.1250813370318151,1.1250813370318151,1.7434503078587784,1.0799110115469954
385,57,Male,Master's Degree,77387.0,4.948993303791403,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.0,0,150.406705739438,0,1.1860649395292775,1.1238612610943093,1.309484670227554,1.1238612610943093,1.0,1.0
386,18,Male,Some College,38934.0,6.565415417959262,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1.0,0,37.9854585560556,0,1.4020247791972629,1.4020247791972629,1.5806670689119267,1.4020247791972629,1.0,1.5832212831842492
387,18,Male,Bachelor's Degree,53540.0,4.405698538683482,1,5,4,4,2,2,1,1,1,2,2,1,3,1,2,1,2,2,2,1.0,0,28.754062460049592,0,4.391705373303394,1.8775250092473463,1.3659785686018677,2.2378337621819018,2.214312538842936,1.313633170487463
388,18,Female,Bachelor's Degree,67648.0,6.235242025673482,1,2,2,2,1,1,3,3,2,1,1,2,1,1,1,1,1,1,2,1.0,0,110.75538180106543,0,2.0650295626757464,1.2019305042403845,2.4775528535604026,1.2019305042403845,1.2911700850300627,1.0
389,47,Female,High School,18894.0,5.197891767947606,0,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,,,,,1,53.311746076666054,0,1.2873673882389993,1.2873673882389993,1.6188479303697438,1.2873673882389993,1.0,1.569837002980342
390,58,Male,Bachelor's Degree,60466.0,4.9696814503508095,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,,,,,1,23.786925262958675,0,1.2604030096250656,1.1612183119526596,1.3795627597129776,1.1612183119526596,1.0,1.0
391,41,Female,High School,35171.0,5.523562159873234,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,40.08039112501921,0,1.6448862162307787,1.2034704889008636,1.2034704889008636,1.2034704889008636,1.0,1.148619640076559
392,18,Male,Some College,32694.0,4.691496716071304,0,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,39.43020433441021,0,2.7822041056592277,1.3078304593431194,1.3078304593431194,1.3078304593431194,1.1468126339757112,1.0
393,18,Female,Bachelor's Degree,59822.0,4.642251577479535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0,28.096758757532854,0,1.2085933913786795,1.2085933913786795,1.2085933913786795,1.2085933913786795,1.1069649512233628,1.0
394,35,Female,Some College,45275.0,2.983778322472851,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,1,38.31850071603903,0,1.0862374249282714,1.0862374249282714,1.0862374249282714,1.0862374249282714,1.2712661415718796,1.0
395,20,Female,Bachelor's Degree,61922.0,4.877659530473744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,0,11.821383507850099,0,1.1342044753390392,1.1342044753390392,1.1342044753390392,1.1342044753390392,1.16585141800471,1.0
396,18,Female,Master's Degree,54062.0,4.576041410006655,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,24.907995404385908,0,1.2279879217579177,1.2279879217579177,1.2279879217579177,1.2279879217579177,1.0,1.0408252527730153
397,18,Female,Bachelor's Degree,67747.0,4.5292247138461965,1,2,3,3,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1.0,0,46.75895115878828,0,2.575041527908356,1.263743023837129,1.6390935839187855,1.6120715071438254,1.0,1.3194603665258091
