sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,coating,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,current_a,voltage_v,rotation_speed_rpm,travel_speed_mm_s,tool_diameter_mm,pulse_duration_ms,spot_size_mm,pre_heat_temperature_c,humidity_percent,atmospheric_pressure_kpa,weld_position,joint_type,joint_geometry,cleaning_method,pre_treatment
WS_003151,Titanium,Copper,326.11388654536296,Cleaned_Alcohol,Gold,Laser_Welding,319.07103542945833,,,,43.418708036055875,865.675042017146,,,,,,11.921541667381549,0.6089801798004927,25.06358792700064,20.08572825001845,95.72907389722539,Horizontal,Butt,Square,Alcohol,Annealing
WS_003152,Nickel,Aluminum,286.78945931083797,Anodized,Diamond_Like_Carbon,Friction_Stir_Welding,,,19838.108628488797,,,,,,1870.1813566449396,7.370167909070009,8.434713795567415,,,63.59071526070464,29.324170989745333,99.60052079128778,Horizontal,Butt,U-Groove,Ultrasonic,Stress_Relief
WS_003153,Nickel,Copper,61.21481770501762,As_received,Titanium_Nitride,Laser_Welding,3646.6876753119145,,,,6.892405444620994,330.7138983582754,,,,,,0.4390343853332338,0.5466728885932817,106.98655739925859,30.65680474938724,100.9965553442064,Flat,Edge,V-Groove,Alcohol,Stress_Relief
WS_003154,Steel,Nickel,338.1322626279887,Anodized,Aluminum_Oxide,Friction_Stir_Welding,,,14978.033605446702,,,,,,507.60743485779085,14.073562957408665,13.467987905341028,,,57.82157942680113,34.45771010135046,101.52786808909181,Horizontal,Lap,Square,Plasma,None
WS_003155,Steel,Nickel,373.51031615266004,Cleaned_Alcohol,None,Laser_Welding,4414.52923667905,,,,11.50408574850536,588.1012947633317,,,,,,10.747496775517071,0.4859061228755023,100.60187076500415,47.90875132693242,97.4062263870144,Overhead,Lap,U-Groove,Acetone,Annealing
WS_003156,Nickel,Copper,429.0733285850808,Polished,Titanium_Nitride,Resistance_Spot_Welding,,,4435.484169972368,0.6808441530806651,,,6864.04722608719,6.243254767882494,,,,,,157.67776740641176,44.936498832837415,96.32821245933167,Flat,Lap,J-Groove,Alcohol,Stress_Relief
WS_003157,Aluminum,Steel,377.4267232155307,As_received,Diamond_Like_Carbon,Resistance_Spot_Welding,,,1786.328037331979,0.4341459894745589,,,5285.259870313567,4.251789332384376,,,,,,184.25692989184353,59.51751327057528,98.59494649222702,Overhead,Corner,Square,Ultrasonic,Stress_Relief
WS_003158,Copper,Aluminum,150.48921997131902,Rough,Tin,Ultrasonic_Welding,278.2044046625262,53.580715245811696,1007.6238073151669,0.9663254272861873,,20000.0,,,,,,,,160.08726779269145,25.98661161353507,101.70010023999878,Flat,Corner,V-Groove,Ultrasonic,Annealing
WS_003159,Copper,Titanium,153.9126471121681,Coated_Zn,Diamond_Like_Carbon,Laser_Welding,4746.968892439602,,,,20.292338141830072,358.7687469021795,,,,,,3.331872243826192,1.882776772674954,164.13406010232293,33.26065934131353,98.32674427748331,Flat,Edge,J-Groove,Plasma,Stress_Relief
WS_003160,Copper,Steel,472.67849554894843,Etched,Titanium_Nitride,Ultrasonic_Welding,288.0210090442673,38.244032443903876,279.15388404721386,1.486639945814733,,20000.0,,,,,,,,20.634299553821684,47.8713308844751,104.99808973445325,Flat,Edge,V-Groove,Acetone,None
WS_003161,Nickel,Titanium,414.8806760864133,Polished,Tin,Laser_Welding,4728.881177243712,,,,15.540429675978034,794.4500732766376,,,,,,1.2876847556325328,1.118929500838557,82.83791667629882,21.80006631068821,101.55799354409172,Flat,T-Joint,V-Groove,None,Annealing
WS_003162,Nickel,Steel,208.58294319995213,Cleaned_Alcohol,None,Ultrasonic_Welding,283.96117739120507,96.91327368034837,1817.935453733765,1.0181641052383106,,20000.0,,,,,,,,118.73803411711964,70.31736499473273,101.48838359594257,Horizontal,Corner,V-Groove,Alcohol,Stress_Relief
WS_003163,Steel,Titanium,332.7642371229981,Polished,Zinc,Ultrasonic_Welding,974.0914269388636,53.176878383064796,1308.1289554059722,0.18412765210269766,,20000.0,,,,,,,,34.17668120002571,39.610609386350845,99.16822500501722,Vertical,T-Joint,U-Groove,None,Solution_Treatment
WS_003164,Titanium,Copper,161.88425433735654,As_received,Silver,Laser_Welding,4957.399799638874,,,,2.761909445728064,121.42497397406606,,,,,,4.878123579722874,0.9335711162145239,113.32127606880661,26.283108270119882,95.73673898621028,Overhead,Corner,V-Groove,None,None
WS_003165,Copper,Nickel,393.8033264425472,Polished,Nickel,Ultrasonic_Welding,1465.3567469183024,89.79380163541671,408.40051995215435,1.4559356789126152,,20000.0,,,,,,,,183.73196283672607,27.277740140040994,101.3505998006331,Vertical,Lap,Square,None,Stress_Relief
WS_003166,Steel,Titanium,304.9938545023181,Cleaned_Acetone,Aluminum_Oxide,Friction_Stir_Welding,,,14185.711253867423,,,,,,1801.5988456969865,5.955112098550191,13.117835835170514,,,123.2779481705339,38.9087191502553,99.99586154726275,Flat,Lap,U-Groove,Acetone,Solution_Treatment
WS_003167,Aluminum,Titanium,411.4704471901525,Oxidized,Titanium_Nitride,Laser_Welding,4073.7257932871225,,,,18.348242184519837,846.9835804248978,,,,,,6.589978196159793,1.4976362628249544,40.745211950010635,23.73203309871301,102.3757590572291,Overhead,Edge,Square,Acetone,Stress_Relief
WS_003168,Steel,Titanium,361.13106628641043,Polished,Diamond_Like_Carbon,Laser_Welding,1419.67446904421,,,,15.406690244384986,305.98105106361106,,,,,,6.627836479297642,1.4243174365267397,68.73646579856101,37.15532929102889,100.70414583515951,Horizontal,Butt,J-Groove,Plasma,Solution_Treatment
WS_003169,Steel,Titanium,152.69547077946598,Rough,Zinc,Ultrasonic_Welding,493.4023174009782,26.079082760783088,1912.2900245716523,0.9892623814604338,,20000.0,,,,,,,,137.21745633248906,72.4059366313754,98.22177652037809,Vertical,Butt,Square,Ultrasonic,Stress_Relief
WS_003170,Copper,Aluminum,75.35393535767979,Oxidized,Titanium_Nitride,Resistance_Spot_Welding,,,4787.002551529124,0.7960530195531764,,,2188.11049052869,6.533828784089376,,,,,,130.15527509167254,20.03354563417548,99.29064268491197,Horizontal,Corner,V-Groove,Plasma,Annealing
WS_003171,Titanium,Copper,53.1159336790486,Cleaned_Acetone,Zinc,Resistance_Spot_Welding,,,4439.059842756771,0.722891855540735,,,8684.048692046494,9.302626781812895,,,,,,123.9191966550677,78.31438155014969,104.55398861389918,Vertical,Butt,V-Groove,Ultrasonic,Annealing
WS_003172,Titanium,Copper,338.19448607045626,Anodized,Gold,Resistance_Spot_Welding,,,1711.855346806418,0.1959754482717113,,,1415.2263290653323,9.858783086810027,,,,,,84.65990125048395,33.23110810413519,99.91768473427493,Vertical,Lap,U-Groove,Plasma,Solution_Treatment
WS_003173,Nickel,Titanium,224.34408560510897,Cleaned_Acetone,Polymer,Laser_Welding,757.6971273361062,,,,23.336663116793567,602.3564314741761,,,,,,19.468218933991256,0.5822653457466433,24.74028358739904,64.16090641023132,97.35169575971537,Flat,Butt,U-Groove,Ultrasonic,Solution_Treatment
WS_003174,Copper,Aluminum,155.1768700466614,Cleaned_Alcohol,Polymer,Laser_Welding,4190.077576465103,,,,25.158355951866827,246.88175377763892,,,,,,19.008961232230398,0.33761935747037475,42.124059538047845,34.71709155257445,95.76772121653251,Horizontal,Lap,V-Groove,Alcohol,None
WS_003175,Copper,Nickel,156.88334783688293,Anodized,None,Friction_Stir_Welding,,,13994.793344192103,,,,,,962.8464549922992,7.406173659179678,13.443185866070202,,,116.49915490030048,33.945944417777255,98.36241798891699,Overhead,Lap,U-Groove,Plasma,None
WS_003176,Nickel,Copper,406.7895040148509,Oxidized,Titanium_Nitride,Resistance_Spot_Welding,,,2822.7598687113978,0.5896394830252373,,,3700.631590332539,6.635060523689065,,,,,,156.3903959512279,26.195202840104336,99.80124729431395,Overhead,Butt,Square,None,Stress_Relief
WS_003177,Nickel,Aluminum,342.44121931423564,Oxidized,Diamond_Like_Carbon,Resistance_Spot_Welding,,,3696.9893976395483,0.42802527066424506,,,9466.958049523817,1.2763554372669665,,,,,,66.84090652793134,28.00347423054884,100.41290672202003,Flat,Butt,V-Groove,Acetone,None
WS_003178,Steel,Copper,150.40446846393337,Coated_Ni,Tin,Ultrasonic_Welding,227.2036679697288,72.29334027704883,1729.4595774597062,1.9057144381797035,,20000.0,,,,,,,,29.815601126095494,23.716135292349982,104.30404888333462,Vertical,T-Joint,V-Groove,Alcohol,Annealing
WS_003179,Copper,Titanium,325.95029523743335,Etched,Silver,Laser_Welding,3727.480331886804,,,,29.56295749636129,907.5516326635956,,,,,,18.73383943134786,0.5585279657616737,162.10281534317318,77.41992363791238,97.66649516734806,Overhead,Lap,U-Groove,None,None
WS_003180,Titanium,Copper,407.5083329305279,Rough,Nickel,Ultrasonic_Welding,1687.0595533640058,66.53494027351118,1955.9265190617668,1.5111732263529607,,20000.0,,,,,,,,150.9865980160494,35.891958946959114,100.0485975097254,Overhead,Edge,V-Groove,None,Annealing
WS_003181,Copper,Aluminum,80.20369597268905,Polished,Tin,Ultrasonic_Welding,1883.0387653035764,96.98275175074089,644.0750041779195,0.5943698175322928,,20000.0,,,,,,,,38.792935946324214,74.29513559484013,100.86863925299905,Horizontal,Edge,U-Groove,Plasma,None
WS_003182,Nickel,Steel,215.89018532235477,Rough,Diamond_Like_Carbon,Friction_Stir_Welding,,,10537.983708336793,,,,,,322.95630901972993,17.508203405134793,11.173169196685265,,,62.19991303071669,30.09229294124109,103.35772617962914,Overhead,Lap,Square,Plasma,None
WS_003183,Aluminum,Nickel,429.52808212232054,Oxidized,Aluminum_Oxide,Friction_Stir_Welding,,,5162.475156224913,,,,,,232.3349830368025,18.762357685176585,5.815637618142099,,,189.94385751000954,69.43864100710019,95.81925389716635,Horizontal,T-Joint,Square,Plasma,None
WS_003184,Titanium,Nickel,319.8349986474081,As_received,Zinc,Ultrasonic_Welding,691.8443812601836,62.839224479307745,384.27066787321445,1.4503483582915664,,20000.0,,,,,,,,92.6587488595467,76.97433773811903,101.29870945215725,Flat,T-Joint,U-Groove,None,Solution_Treatment
WS_003185,Aluminum,Nickel,157.10713802459816,Coated_Zn,Diamond_Like_Carbon,Laser_Welding,2315.6705390494744,,,,20.030786216446398,311.55271927296167,,,,,,15.079681205698819,0.12322606251987105,72.83796119457875,28.497035418374217,96.28769315899947,Overhead,Lap,J-Groove,None,Solution_Treatment
WS_003186,Aluminum,Copper,202.53731790961302,Anodized,Tin,Resistance_Spot_Welding,,,2459.052180441431,0.10244567635599088,,,1134.4054131250143,2.1457633773041915,,,,,,152.8363150032593,47.97858424290031,99.45167245067738,Vertical,T-Joint,U-Groove,Acetone,Solution_Treatment
WS_003187,Copper,Titanium,428.91480700509817,Polished,Gold,Ultrasonic_Welding,1652.675547400402,96.81552773913931,1266.2140212184495,0.2297282655804711,,20000.0,,,,,,,,120.38387697432492,50.57135829285766,95.57563798155698,Flat,Butt,V-Groove,Plasma,Stress_Relief
WS_003188,Steel,Nickel,390.6402068675416,Rough,Aluminum_Oxide,Resistance_Spot_Welding,,,3734.7148303739054,0.15666649909779712,,,4409.463797726218,2.2916452012486475,,,,,,68.72871733879334,79.07088664120907,96.07675656069384,Horizontal,Butt,J-Groove,Ultrasonic,Annealing
WS_003189,Steel,Copper,340.2438701148605,Anodized,Diamond_Like_Carbon,Ultrasonic_Welding,1734.0843630355425,75.25528581464596,716.2308255201632,0.763891938175074,,20000.0,,,,,,,,172.06303012274822,75.65490427436293,101.02425910885316,Horizontal,T-Joint,V-Groove,Alcohol,Annealing
WS_003190,Steel,Aluminum,174.56150504061185,Rough,Silver,Friction_Stir_Welding,,,19329.34695014029,,,,,,1356.0502854541667,11.099646034369735,5.159859591445187,,,90.39878111230703,22.14586121602208,102.61685418472368,Flat,Corner,Square,Acetone,Stress_Relief
WS_003191,Nickel,Steel,320.38714797686816,Coated_Zn,Nickel,Resistance_Spot_Welding,,,1806.3778459743162,0.07186654912870272,,,3697.4812403147807,8.538389095790919,,,,,,86.04755177636522,31.595705933597607,104.02067543420904,Vertical,Corner,V-Groove,Alcohol,Stress_Relief
WS_003192,Titanium,Steel,428.63254460746884,Coated_Zn,Silver,Ultrasonic_Welding,1782.6278539009593,50.541547485790886,1301.8261416934492,0.40881618203072656,,20000.0,,,,,,,,29.46486112793759,29.605110584287843,97.51845235845407,Flat,Butt,V-Groove,Alcohol,Annealing
WS_003193,Titanium,Aluminum,125.55514732738966,Polished,Titanium_Nitride,Resistance_Spot_Welding,,,4273.775466699645,0.11717584648097579,,,6499.418785685702,7.009088433593382,,,,,,92.0249849269977,74.67300350027452,95.5070061170902,Horizontal,Lap,U-Groove,Alcohol,Stress_Relief
WS_003194,Copper,Steel,467.9163967236244,Cleaned_Alcohol,Aluminum_Oxide,Resistance_Spot_Welding,,,2809.7388160639925,0.35355620826380085,,,5049.841707296599,5.511915776292947,,,,,,108.38351874439103,77.6665673248171,97.81788452800238,Horizontal,Lap,V-Groove,Ultrasonic,Solution_Treatment
WS_003195,Aluminum,Steel,266.56429059325137,Anodized,Silver,Resistance_Spot_Welding,,,2291.1178786453374,0.06528604808097213,,,6698.549640425774,9.29427753002395,,,,,,109.353934802987,75.70548207735757,98.54100723662542,Flat,Butt,J-Groove,Plasma,Solution_Treatment
WS_003196,Titanium,Nickel,306.48009266429034,Polished,Titanium_Nitride,Resistance_Spot_Welding,,,2144.890791050516,0.7485057227588471,,,6809.6680411659645,8.002882297482419,,,,,,179.68947039412058,35.80435067047342,98.15035871263882,Vertical,Corner,Square,Alcohol,Solution_Treatment
WS_003197,Steel,Titanium,370.5395556340278,Polished,Gold,Resistance_Spot_Welding,,,3273.236630323606,0.19962908779931174,,,3000.039421236427,2.7330258267679364,,,,,,89.20379782397511,31.98061738746322,104.26395967942389,Flat,Corner,J-Groove,Alcohol,Stress_Relief
WS_003198,Copper,Titanium,326.89348892890786,Anodized,Titanium_Nitride,Laser_Welding,1302.7895264299111,,,,38.432526071419225,16.348085086535807,,,,,,1.221346226433747,1.6878922553802596,121.5625882806775,42.398460501803,102.40458359866635,Horizontal,Butt,Square,Ultrasonic,Solution_Treatment
WS_003199,Nickel,Aluminum,268.81207204966233,Coated_Ni,Zinc,Ultrasonic_Welding,288.89537450312423,56.65903712428576,1728.224026579036,1.1222857529362078,,20000.0,,,,,,,,154.5959626152351,52.877456711472526,100.460545603729,Overhead,Lap,U-Groove,Alcohol,Solution_Treatment
WS_003200,Copper,Aluminum,423.0459982867372,Coated_Ni,Nickel,Ultrasonic_Welding,1534.2712217071999,93.62670703445453,1229.9255180749549,0.8301270652306116,,20000.0,,,,,,,,197.39155701086423,21.56975750864643,103.32173166446526,Overhead,Edge,Square,Plasma,Stress_Relief
WS_003201,Nickel,Titanium,75.1870970878283,Coated_Zn,Aluminum_Oxide,Ultrasonic_Welding,1534.929009886546,92.01041148488805,283.3867966796802,0.3670884193560864,,20000.0,,,,,,,,188.97959923150117,65.95847955937855,100.39751456014804,Vertical,Lap,Square,None,Annealing
WS_003202,Steel,Copper,273.1683114134314,Oxidized,Polymer,Laser_Welding,4257.552683630401,,,,46.93983877298196,780.4281732414347,,,,,,3.649849157518777,0.4271198258816149,150.70018972824943,46.45205695612384,102.78803855430232,Flat,Butt,Square,Alcohol,Annealing
WS_003203,Aluminum,Nickel,295.32108026459025,Polished,Zinc,Ultrasonic_Welding,899.8414320373192,57.78667362728258,1977.372685584479,0.7256944245151329,,20000.0,,,,,,,,58.96149922717934,46.909666569843374,100.24320510609053,Vertical,Edge,V-Groove,Alcohol,Annealing
WS_003204,Copper,Nickel,81.16721434861381,Cleaned_Alcohol,Gold,Ultrasonic_Welding,723.8335827344732,25.143154186286253,1767.6673050431548,1.142137153458148,,20000.0,,,,,,,,173.43921722695106,79.11351746284096,100.50206680834476,Horizontal,Corner,J-Groove,None,Solution_Treatment
WS_003205,Titanium,Aluminum,348.5060741490367,Oxidized,Polymer,Friction_Stir_Welding,,,6709.667607149917,,,,,,834.3897741177615,11.05572104799907,19.59809969703178,,,133.09968919276147,29.284169660373667,103.43144088235029,Vertical,Lap,J-Groove,Plasma,None
WS_003206,Copper,Titanium,377.4377686437246,Rough,Aluminum_Oxide,Laser_Welding,1899.1406982958194,,,,43.64976793212532,171.23406548105012,,,,,,7.691368260116365,1.786952604284762,22.754796658145008,76.87201971968682,103.98900419795484,Vertical,Edge,V-Groove,None,Annealing
WS_003207,Nickel,Aluminum,461.0300955606419,Anodized,Diamond_Like_Carbon,Ultrasonic_Welding,1565.1061931473291,14.357480394671889,699.6722132197534,0.9072321668056732,,20000.0,,,,,,,,111.2799975072521,20.19195508169116,99.86765327412112,Vertical,Butt,J-Groove,Alcohol,Stress_Relief
WS_003208,Nickel,Copper,470.63729298482355,Cleaned_Acetone,Silver,Resistance_Spot_Welding,,,3549.8829792967776,0.6986640165782392,,,4708.950946061606,1.8838936288400627,,,,,,88.76160475115552,79.54147294662647,100.55034680279257,Vertical,Butt,U-Groove,Ultrasonic,Stress_Relief
WS_003209,Titanium,Steel,336.84467249599095,Oxidized,Polymer,Laser_Welding,3298.1268479819255,,,,21.838295818202884,500.77733549194045,,,,,,10.909540190752262,1.072630559992296,36.25913999425259,44.300061962877635,97.04331423327157,Flat,Corner,U-Groove,Plasma,Annealing
WS_003210,Aluminum,Titanium,169.35060467412833,Oxidized,Tin,Resistance_Spot_Welding,,,771.6646641029776,0.3271363247387661,,,7927.332682614273,7.761526833792509,,,,,,35.67265140601924,76.0305376421914,97.38818809896985,Overhead,Butt,Square,None,Solution_Treatment
WS_003211,Nickel,Aluminum,314.699821067353,As_received,Zinc,Laser_Welding,4293.919620759928,,,,10.687944436713236,363.19214099443076,,,,,,6.465744031701226,0.7408349026544745,185.36259833429443,46.495623350821475,97.67968230206382,Flat,Butt,J-Groove,Ultrasonic,Annealing
WS_003212,Steel,Aluminum,56.67683607714969,Coated_Ni,Aluminum_Oxide,Friction_Stir_Welding,,,8502.459058281936,,,,,,836.7347064994624,7.997350665887373,5.596849415337356,,,155.7044320161324,32.91156394042332,98.24410495976291,Overhead,T-Joint,J-Groove,None,None
WS_003213,Copper,Nickel,424.9216524230742,Polished,Polymer,Ultrasonic_Welding,203.0036132172709,71.40078885882647,1244.021314201306,1.3210546217111945,,20000.0,,,,,,,,166.42916570666796,37.21513853658969,101.77068071434383,Overhead,T-Joint,U-Groove,Ultrasonic,None
WS_003214,Nickel,Titanium,371.168701916755,Coated_Zn,None,Resistance_Spot_Welding,,,1977.4994652774062,0.4880756497525012,,,7592.373450605429,2.4954861056165383,,,,,,67.2218085707626,29.285119751784237,102.68081612892293,Vertical,T-Joint,U-Groove,Acetone,Annealing
WS_003215,Aluminum,Steel,399.73894544229563,Cleaned_Acetone,None,Laser_Welding,2847.027229164992,,,,25.92252681665645,663.5020753960474,,,,,,18.01016257283707,1.313144736536456,161.8979151359196,48.81630511148272,100.89571940498104,Vertical,Corner,U-Groove,Plasma,Stress_Relief
WS_003216,Titanium,Nickel,79.22825764123682,Coated_Zn,Zinc,Resistance_Spot_Welding,,,1427.7705268863947,0.5035828670300624,,,7844.439836293155,6.125265868425285,,,,,,89.27516082523123,59.908452613922115,101.6589320787491,Vertical,T-Joint,Square,Plasma,Stress_Relief
WS_003217,Nickel,Copper,267.9317028666435,As_received,Titanium_Nitride,Friction_Stir_Welding,,,13412.175307534057,,,,,,1895.8164716686063,9.566474589537767,3.887172707830503,,,146.0761161360738,35.294645298125474,98.23854553457579,Horizontal,Corner,Square,Ultrasonic,Solution_Treatment
WS_003218,Nickel,Steel,277.6684261792837,Anodized,None,Ultrasonic_Welding,1775.4061980210952,87.36808992378607,172.606476667586,1.7467263804551536,,20000.0,,,,,,,,29.159252121686798,29.247319052758556,96.11550002075926,Vertical,T-Joint,J-Groove,Alcohol,None
WS_003219,Copper,Aluminum,226.33296459798595,Coated_Ni,Zinc,Friction_Stir_Welding,,,2572.720672886171,,,,,,1773.9848036683672,7.749577709256918,11.478346586052977,,,164.5508083169236,42.39008269210361,103.6795475059374,Overhead,T-Joint,J-Groove,None,Stress_Relief
WS_003220,Steel,Copper,405.26020047086485,Oxidized,Silver,Resistance_Spot_Welding,,,1055.104901174482,0.21677614364136835,,,7984.121998567819,9.018689540857855,,,,,,121.3105376792664,77.47829748414051,102.2803025120546,Overhead,T-Joint,V-Groove,Plasma,None
WS_003221,Nickel,Steel,365.03975132591376,Polished,Aluminum_Oxide,Friction_Stir_Welding,,,16123.57608641153,,,,,,1756.0619677529544,8.448335194802567,14.317347274400289,,,25.46527652662261,31.83500876478059,100.70263922333446,Overhead,T-Joint,J-Groove,Ultrasonic,Annealing
WS_003222,Titanium,Copper,255.97828972046946,As_received,None,Resistance_Spot_Welding,,,2829.572930721577,0.8444273471451172,,,1151.8741408578364,2.83157495832261,,,,,,113.77255810878015,53.13476149595002,95.86333264052358,Vertical,Butt,Square,Alcohol,None
WS_003223,Nickel,Steel,257.11772866554963,Polished,Silver,Resistance_Spot_Welding,,,2820.9815585469005,0.8717350521478292,,,5330.315362732057,6.168947281049466,,,,,,43.1849365653275,70.15983451069613,99.22292131683803,Vertical,Lap,J-Groove,Acetone,Solution_Treatment
WS_003224,Nickel,Copper,229.37678568575012,Oxidized,Nickel,Laser_Welding,4893.154867786789,,,,33.90117568298801,959.259110526036,,,,,,14.667888776015118,0.24423856616662007,180.07415684709528,31.935175816080374,103.64789338988342,Flat,Butt,Square,Alcohol,Annealing
WS_003225,Nickel,Titanium,444.5650690799633,As_received,Diamond_Like_Carbon,Ultrasonic_Welding,1225.3377016376921,85.7521710724255,1153.5589364915656,0.3463384483929265,,20000.0,,,,,,,,75.11045282597487,60.09480739966331,101.46824752909646,Flat,T-Joint,J-Groove,Ultrasonic,None
WS_003226,Nickel,Aluminum,192.1716077631423,Coated_Zn,None,Ultrasonic_Welding,1819.0869806780222,56.53304635379487,858.4241861683166,1.6787731642554282,,20000.0,,,,,,,,155.47984041158745,72.03639318255156,101.55731057452408,Overhead,Lap,Square,Acetone,Solution_Treatment
WS_003227,Copper,Titanium,319.66744373305005,Cleaned_Alcohol,Diamond_Like_Carbon,Resistance_Spot_Welding,,,1099.604988375818,0.5768628726824028,,,6817.122012672441,1.3072700510241215,,,,,,32.14363594435331,25.11346429624776,103.52277444867714,Flat,Edge,U-Groove,Ultrasonic,Solution_Treatment
WS_003228,Nickel,Titanium,230.50683244695585,Coated_Zn,Zinc,Laser_Welding,1996.477811012064,,,,18.09173329759284,125.61179491151553,,,,,,9.622250238269054,1.5960181417593264,177.57783328658564,77.77155548764176,102.85292485700452,Vertical,T-Joint,J-Groove,Ultrasonic,Solution_Treatment
WS_003229,Titanium,Nickel,357.1477217582929,Cleaned_Alcohol,Gold,Laser_Welding,3297.59568879613,,,,46.99748997363773,866.5033055888117,,,,,,2.66513489815261,0.12213863618001244,89.19405355679864,71.91979930152254,97.30125992710168,Flat,T-Joint,J-Groove,Plasma,Stress_Relief
WS_003230,Titanium,Copper,218.6346860999689,Anodized,Zinc,Resistance_Spot_Welding,,,1799.2916736104307,0.6642426373024836,,,9536.516974871247,6.462313459127387,,,,,,63.587633998491704,69.82740038812864,95.12542520696834,Vertical,Edge,Square,None,Annealing
WS_003231,Aluminum,Copper,62.74350496324487,Cleaned_Alcohol,Aluminum_Oxide,Friction_Stir_Welding,,,9244.237623878418,,,,,,653.2842877541972,4.814540911427869,8.97159224925889,,,128.42040475114217,58.903451403143784,97.97347161063625,Horizontal,Lap,Square,Alcohol,Stress_Relief
WS_003232,Aluminum,Titanium,256.9769368964984,Cleaned_Alcohol,Tin,Ultrasonic_Welding,1851.4315697984055,49.769947390109564,809.253783803944,1.240223626846416,,20000.0,,,,,,,,153.25940203810626,58.73659363093839,95.01154670817043,Overhead,T-Joint,J-Groove,Plasma,Stress_Relief
WS_003233,Titanium,Copper,284.97224166314595,Polished,Nickel,Friction_Stir_Welding,,,8865.192915181335,,,,,,1972.0596838478,2.720955548465485,15.214973739810047,,,66.82419287174875,45.18740601998569,99.18192927994163,Vertical,Edge,U-Groove,Plasma,Annealing
WS_003234,Steel,Copper,158.87959593392512,Etched,Polymer,Resistance_Spot_Welding,,,4352.815312474126,0.4344256611730583,,,4793.2167445663345,5.404696129603939,,,,,,71.53472567406402,49.4930761854482,98.75763116440076,Horizontal,Lap,J-Groove,None,None
WS_003235,Nickel,Titanium,288.6400829678129,Etched,Zinc,Ultrasonic_Welding,714.7042625870783,86.84058136031022,1024.5598594479015,1.696828616212084,,20000.0,,,,,,,,65.33624968413535,43.37447511066048,103.23618586028445,Flat,Edge,Square,None,None
WS_003236,Copper,Nickel,272.6838546545065,Rough,Gold,Laser_Welding,2638.733621489706,,,,49.41176831025278,134.37345143856496,,,,,,13.561733983660416,0.5667417019151786,54.42098991570158,44.49504486092512,98.67461620085764,Horizontal,Corner,U-Groove,Alcohol,None
WS_003237,Copper,Aluminum,277.5751252156987,Polished,Zinc,Laser_Welding,1764.8426904954447,,,,35.12703738465686,976.6887667552207,,,,,,4.214974130361464,0.561768666710481,80.71446383559136,47.95625809299832,101.97698695340536,Flat,Butt,V-Groove,Plasma,Stress_Relief
WS_003238,Aluminum,Copper,466.12956337491084,Polished,Zinc,Ultrasonic_Welding,1622.2055591814865,70.66179890346794,478.4654342889066,1.1001687419875583,,20000.0,,,,,,,,130.53273725112808,32.0165622688186,96.44949335812517,Flat,Edge,Square,Ultrasonic,Annealing
WS_003239,Titanium,Copper,466.3457180135591,Polished,None,Laser_Welding,689.7430774105512,,,,11.81745604076739,122.83387093555999,,,,,,9.23271844938633,0.7644103549746321,84.18602806149178,29.412097579730766,101.59742554405788,Vertical,Butt,V-Groove,Acetone,Stress_Relief
WS_003240,Steel,Nickel,65.24222669500575,Etched,Nickel,Ultrasonic_Welding,842.6158248569332,30.745097722466824,55.37519644520914,1.3599772689484455,,20000.0,,,,,,,,99.3527427272343,30.247233532972597,104.7222394911965,Overhead,Lap,J-Groove,Alcohol,Stress_Relief
WS_003241,Aluminum,Nickel,172.7429549886695,Polished,Silver,Friction_Stir_Welding,,,12503.86983220312,,,,,,171.14868631034994,3.5098103326882635,3.3753634901301885,,,116.20580708210404,49.496393640606854,98.30922514459249,Overhead,Butt,J-Groove,Ultrasonic,None
WS_003242,Nickel,Copper,180.95476771184627,Cleaned_Alcohol,Tin,Friction_Stir_Welding,,,6172.449612354717,,,,,,1132.1194074221933,5.702030996599752,6.150083669646655,,,70.79175241259807,57.73354915045294,100.15838030770736,Flat,Corner,Square,Ultrasonic,Annealing
WS_003243,Steel,Copper,480.90172991458314,Anodized,Diamond_Like_Carbon,Laser_Welding,4717.400345277698,,,,49.929495675360734,102.16490411195748,,,,,,12.170949532879574,0.874392902104905,115.87962573265231,38.526041960199095,95.4806883805843,Flat,Corner,Square,Acetone,Annealing
WS_003244,Titanium,Steel,214.0999382636852,Coated_Ni,None,Friction_Stir_Welding,,,11045.509109226088,,,,,,1386.0580666700687,14.156190150504406,13.898558985463378,,,48.93499189495256,61.566572702409225,95.03218084111684,Vertical,Corner,J-Groove,Alcohol,Annealing
WS_003245,Steel,Nickel,391.47133659023405,As_received,Diamond_Like_Carbon,Resistance_Spot_Welding,,,1941.1588330300392,0.6233331989300734,,,4242.9794307020575,6.10582575321181,,,,,,97.78975826885433,28.992105292236687,102.80101147396927,Flat,T-Joint,V-Groove,Alcohol,Annealing
WS_003246,Titanium,Nickel,315.06223679685417,As_received,Silver,Laser_Welding,1647.3156164861086,,,,38.47300589158625,746.9688586300415,,,,,,6.973495527636941,1.0284304978536207,139.61340803676745,40.59495307292096,101.29009411001176,Overhead,Lap,V-Groove,Alcohol,Annealing
