anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa
Cu,Al-1100,137.62807660356378,None,TIG,89.62204875038569,0.0,0.0,2.338484825033219,2.5183101368394425,118.56836151137172,21.80369719267859,75.92494217499564,104518.96876420194
Cu-Ni,Al,84.4430320801971,Ni-plated,TIG,153.79297837135624,0.0,0.0,4.47296051497986,2.1480246327727555,76.52749724986637,30.343642922608232,24.220742790046387,98269.29958165175
Cu-Be,Al,149.51841941752758,None,Friction,1066.9848086851284,1.2795473153308279,1471.0242479120184,2.3844290636835845,890.37458184799,0.0,31.06981186730845,30.63589102942754,101267.8849771647
Cu-Ni,Al-6061,83.41138094566735,Sn-plated,RSW,1920.527383515792,0.0,2200.043542217647,0.13848880630499913,0.0,50.0,25.680009609938484,42.37399895665796,97249.1066900998
Cu-Be,Al-1100,164.64986597031967,None,Laser,487.04894050137074,0.0,0.0,0.03317029284513875,37.672795465936744,6650.031583873083,14.027966129877317,36.972311413151054,103621.71777847697
Bronze,Al,206.60881644799656,Sn-plated,RSW,2965.3551976032513,0.0,3462.1102949235647,0.6794970511095744,0.0,50.0,52.32049308242743,57.81537265055126,100035.79785954664
Brass,Al-Mg,137.5342113777396,Ag-plated,Friction,1170.93241763471,0.9533022423018336,1953.6581562390045,1.6810535847732617,161.61040485602012,0.0,21.71733689503997,22.402328661832897,109536.10487108261
Bronze,Al-1100,164.51771831364218,Oxide-removed,Laser,1325.546736076879,0.0,0.0,0.0612440129977253,100.51240224961734,8757.780339474133,17.074145908117067,54.97095484990762,100783.44075334104
Cu-Ni,Al-6061,163.4311749525101,None,RSW,4560.373829174852,0.0,2213.978654823113,0.7421792083867446,0.0,50.0,42.46641746375185,53.11002358191517,98239.66325081504
Brass,Al-1100,210.26636442792068,Ag-plated,TIG,290.60088009911266,0.0,0.0,7.631909990359372,9.17963095662258,22.9864985181916,7.062366883309739,22.482143658600357,86830.17090425311
Cu-Be,Al-5052,155.46575819577487,None,TIG,80.2465830192723,0.0,0.0,2.3914513564696893,7.325689931397623,78.24655906002795,24.603857379419146,42.53876146872608,103186.726528646
Brass,Al-5052,132.25670529026635,Ag-plated,Friction,1216.5666936239072,0.5976482189134017,2340.2645169425023,4.304065921554836,564.6209920670201,0.0,5.591928695306457,75.25745492832519,93787.48570498456
Cu,Al,206.48163054704582,Ni-plated,TIG,98.18353161546293,0.0,0.0,4.054606898127991,3.5214993541476316,106.54155009084245,9.391609036882073,31.56401536087747,105695.76707615866
Brass,Al-5052,159.82165996972878,Ag-plated,RSW,6268.054479610116,0.0,4173.094777823095,0.28760471897429624,0.0,50.0,20.642016649912897,75.77735942301784,102236.30211592748
Cu,Al-6061,63.842081827090134,Sn-plated,Friction,763.3727812130219,0.7910191233551309,869.3099070133537,0.9130867956610832,803.4865097572617,0.0,29.055486214174977,63.84356208146863,96287.61201617529
Brass,Al,130.38878984341272,Ni-plated,USW,1484.8594422332308,33.51366663128725,1501.9018391212767,0.5233418622017403,0.0,35466.595075853504,37.995638961789126,35.54972948770139,101181.21721514926
Cu,Al-6061,121.96898405007344,Ni-plated,Friction,550.5061423351003,0.9436873938007525,2082.691364790663,1.8106881241934079,2082.7066461308805,0.0,10.26847414134092,20.509873554241114,95163.01314596726
Cu-Ni,Al-6061,159.1136919255452,Sn-plated,TIG,266.763368826171,0.0,0.0,1.804296884427972,5.613043798558713,4.244715374356228,49.40608116058317,45.368656461206,97258.45896361863
Bronze,Al-5052,152.41873260918067,None,Laser,631.1911437704517,0.0,0.0,0.01455708753549808,128.6122509171895,2487.58798697087,24.3302421811581,55.94743505486802,102838.90455787694
Cu-Be,Al-5052,68.75102853465218,Ni-plated,Friction,923.5972546289654,0.49069755483252864,1109.5062623839517,1.512995969212974,2123.8268306443733,0.0,18.654649356694364,26.47297533087297,97172.24530899683
Brass,Al-6061,82.59479125855619,None,RSW,7690.6727987809045,0.0,2960.9256996272843,0.6403490161413469,0.0,50.0,39.1427316785297,23.807884023100122,98689.33436272352
Bronze,Al-5052,102.4619075015242,Oxide-removed,Friction,1727.159215081688,1.0046016809092262,1255.0609193295536,4.779386696718303,2727.854001953742,0.0,32.194818819849544,22.67430559759297,98777.51796028976
Cu-Be,Al-5052,153.91758970402327,Ag-plated,TIG,105.08994070684369,0.0,0.0,7.327688025186051,6.824255828743684,130.1017535054478,17.43257449159503,65.46099859480037,96070.14809293362
Cu-Be,Al-5052,230.4818287509588,Ag-plated,Friction,1745.90452841507,1.3808006802237904,1795.0096075675733,4.307296697211142,868.038894298607,0.0,30.212797148193225,66.1739748130045,97325.77778269818
Cu,Al-1100,78.97866887350816,Sn-plated,RSW,5754.578653165263,0.0,3806.0811147657723,0.8832881895791831,0.0,50.0,24.010507232034545,59.92663271810691,99713.67351916445
Cu-Ni,Al-6061,114.63914365172126,Sn-plated,RSW,7988.153458063816,0.0,3230.205172788057,0.5359725359825389,0.0,50.0,21.17127375401652,63.03512167939041,101493.63904808127
Cu-Ni,Al-Mg,147.1195649250213,Ag-plated,TIG,200.17080772054828,0.0,0.0,6.928098531794534,7.416858022484421,56.60350207361191,0.9939172995667178,40.83472604240055,111104.76983223206
Bronze,Al-6061,103.34528821204603,Oxide-removed,RSW,4409.226724009465,0.0,2483.682318365177,0.13489595448344327,0.0,50.0,18.156312366146537,27.16226733532042,97741.60815419864
Cu-Ni,Al,155.33551945722184,Sn-plated,TIG,202.38085910779176,0.0,0.0,8.873330703156732,9.293254318440844,103.72601873709635,36.35698742547184,28.140594084415547,99439.34198637737
Brass,Al-5052,193.78422029235898,Oxide-removed,Friction,1648.826865279778,1.4535842067830307,1072.2449414325547,0.7830974462471614,2268.7835743332303,0.0,32.84831685141462,38.877069617486924,99643.57742628355
Cu-Ni,Al-5052,110.82039677886664,Sn-plated,Friction,924.0415859580696,1.143826655672771,1810.1609408978402,4.180432575093599,1969.4724165745322,0.0,33.57552567327052,42.465565455427935,104819.6755243275
Bronze,Al-Mg,171.00087662769266,Ni-plated,USW,2617.8682833282073,40.08943926310968,1999.696373720002,1.7413624408035697,0.0,20276.91501540041,22.916675301912857,74.47489681994503,98774.40100180729
Cu-Ni,Al,143.28384783996054,None,TIG,290.34722978582863,0.0,0.0,4.061208777678185,6.4705602130017965,188.29946928236342,44.06961972286051,42.609455657722116,102086.55285860586
Brass,Al-1100,94.72656829456304,Ag-plated,Laser,506.91404077444025,0.0,0.0,0.08587259724623156,191.0989949706932,8537.64772765275,24.162684973003522,46.16671117040371,109533.23120141924
Cu,Al-6061,141.78086268667008,None,TIG,254.79283223310227,0.0,0.0,3.3815292963610144,4.6638969390873015,152.1866397283535,15.113591783069381,45.79324499664743,106028.87004174414
Bronze,Al-1100,180.0620805138324,Ag-plated,Friction,677.2481299577889,1.7879078094908938,1025.6424179595183,3.041630062491838,404.67256813957,0.0,35.325589789610355,63.711205318159486,106366.98954322316
Cu,Al,264.04842015355973,Sn-plated,Friction,777.7849199749414,1.212450117031638,2086.605403700708,1.713881835189049,445.382213303068,0.0,31.50966535188138,21.75755307302415,99599.17422872594
Cu,Al-Mg,289.55138914363215,None,RSW,4846.891500696503,0.0,4362.551357833225,0.2813010324101912,0.0,50.0,25.97661526672402,46.83085623980416,101191.18877231996
Cu,Al,119.52928485129299,Oxide-removed,USW,2228.913274127882,25.435242794670586,1897.5585138133617,0.2568889818901767,0.0,15999.20885971124,56.55309332464978,72.13147648545262,106086.86700378684
Cu-Be,Al-Mg,116.68253391096664,Sn-plated,Laser,336.18569763146485,0.0,0.0,0.07846203917451819,185.32624923719413,8224.94397564978,62.443984412634705,72.35820968807013,109932.66227903051
Cu-Be,Al-1100,152.44308980749224,Ni-plated,USW,2294.5800273297104,12.303386322972054,584.860863034653,1.8772202189312786,0.0,30569.82650909582,34.60137406354596,64.37263666933933,111087.52470753067
Cu,Al-1100,120.72998210663326,None,TIG,167.08105186479236,0.0,0.0,6.870808962506007,2.607343840316349,178.62735795000222,27.84264464728159,44.0778392467604,100691.05494596458
Bronze,Al,243.6781494611934,None,TIG,214.0759070542632,0.0,0.0,5.241200272562286,5.1163803120860765,164.56431857910206,18.45668633060116,35.06365181892228,91591.5893207571
Brass,Al,156.16475779536157,Ni-plated,Friction,961.8028096066646,0.3605504223577015,964.1738609054089,0.865111968142753,1572.8024882781783,0.0,23.411906947455453,25.464642739214323,105578.95029036075
Brass,Al-5052,153.35150402834662,Ag-plated,RSW,5740.8073509693195,0.0,4735.940804936028,0.7757334766091745,0.0,50.0,38.239204989722694,48.89547619415775,104638.6520616448
Cu-Ni,Al-Mg,194.0194489382993,Sn-plated,Laser,1207.9103578234326,0.0,0.0,0.08653143961133539,179.520481438196,7124.144029349498,12.022432881944463,71.3905214769184,105380.12159881851
Bronze,Al-5052,159.90338107737435,Ni-plated,RSW,1393.9921595418782,0.0,2167.0492554993048,0.40256736253185,0.0,50.0,18.66620857214584,40.909707477139776,103805.20218264693
Cu-Be,Al-6061,169.47969960705876,Oxide-removed,Laser,1995.0246860886655,0.0,0.0,0.0469520950505401,154.75819673585315,8138.158941965415,23.40547484217089,50.81171108467497,114400.92952913014
Cu,Al-6061,166.65264628475845,Sn-plated,USW,2133.1502974435716,10.73105856565241,234.82907099171666,1.6556780415306687,0.0,33480.9993357842,11.496506402641602,39.69147487931474,107430.318559111
Cu-Ni,Al,141.56798997153115,Ni-plated,Friction,1304.1747929906342,0.5728448613022228,716.7842489005434,1.2392076499163913,1782.9389457746024,0.0,-1.2090446149581418,44.16940674009314,109264.00860454852
Brass,Al-1100,104.54942746036313,Ni-plated,RSW,4820.786451375652,0.0,4765.067712512633,0.961549046267811,0.0,50.0,-10.0,28.405905256720573,98797.63020575636
Cu-Be,Al-6061,303.1549618967376,None,TIG,194.00171160598333,0.0,0.0,8.572893401849736,8.310245644999737,150.5991251034396,20.01809023825486,61.6146263218225,99132.63714551214
Cu-Be,Al-6061,104.41170746695458,None,Friction,1156.0070231488335,0.8398719952944458,1160.3349348955826,4.716927538583005,2519.8335147543844,0.0,17.137707394774743,22.956684176664602,97585.72583577775
Cu,Al-5052,290.71037638546375,None,Laser,436.51997331061966,0.0,0.0,0.02599384600347384,120.45224420426224,4136.584135670527,29.86740656918799,78.44974043673182,94762.5576402577
Brass,Al-5052,171.95147986373544,Sn-plated,Friction,820.8464687150554,1.6031974482810076,503.88282181116114,2.044744400620687,2795.1147464414485,0.0,2.144482310088602,43.04417607320929,97546.3805170703
Bronze,Al-6061,117.91944269202793,Ag-plated,TIG,240.19199953662857,0.0,0.0,4.611564802257471,9.358555767241155,180.2102395434965,1.352721621602452,36.288384936819924,102990.89564757107
Cu-Be,Al,187.27503870740796,Sn-plated,TIG,63.14593097833716,0.0,0.0,2.151469875585272,4.485072681142942,185.91483148565212,36.13073337566345,55.38596716669444,94646.5108726409
Cu,Al-5052,205.4087155869283,None,Laser,1703.989822556319,0.0,0.0,0.005728409705891488,107.34287817140945,7202.8127008361025,17.527755307456047,74.15971785681495,93098.64586019635
Bronze,Al-6061,298.24519394448345,None,Friction,913.8840292155905,1.4727965495974582,1424.3137209713923,1.7332542530632213,1238.4379983891463,0.0,25.355729545524145,73.0307939816147,104251.26940322208
Brass,Al-1100,88.62175657186185,Sn-plated,RSW,7655.607001989893,0.0,4621.177503728455,0.9225561578636203,0.0,50.0,45.22372957495226,75.51070177667455,102945.72169080486
Cu-Be,Al-5052,141.83069458535567,Ni-plated,Friction,1876.068662686193,0.4387207731417446,2740.1534976389753,1.4552439609365018,2530.5932914212613,0.0,2.6664562867655164,25.65178224867723,105072.6524677568
Bronze,Al-6061,260.2178635714672,Ni-plated,TIG,185.47472149662917,0.0,0.0,3.159660497922412,4.586683716934218,86.95894759541832,32.702738281750264,33.59735920551478,102616.30414889296
Bronze,Al-Mg,202.19982371631696,None,Laser,1493.0253774413068,0.0,0.0,0.060996125683231726,165.18861017497937,3968.653068987089,18.733708414236496,24.40275357868086,108123.88603099658
Bronze,Al-5052,182.18857862930622,None,USW,2358.976339213867,41.71218003401756,313.6597099980064,0.8137125155678105,0.0,37149.73731253012,11.710222653188277,25.580199926790876,98082.36031938912
Cu-Be,Al-Mg,270.9760266866294,Ag-plated,USW,2262.439796058632,26.737853896807128,529.3536545393637,0.28356059018356417,0.0,20733.77022457847,29.906834885598798,31.286081514763474,108827.04023406033
Cu-Be,Al-5052,139.58294773091995,Ni-plated,Friction,867.0386632840491,0.8042576971173346,942.3041064082286,1.157213903227849,2547.619593059562,0.0,28.45504867718318,27.216679289894298,103440.72344605108
Cu-Ni,Al-5052,57.47909807139544,Ag-plated,TIG,112.38456054229408,0.0,0.0,6.054448322861468,2.7936959323117643,98.60482447494343,38.416937513279684,39.91507743763863,95758.03262794626
Brass,Al-Mg,129.5455003892599,None,Friction,915.0680203260449,0.26491938842716783,2955.4395739348165,2.5601275244122625,1239.8374550364435,0.0,22.194935675988024,44.514827100086926,108030.25553146182
Cu,Al,335.40470336692,None,Laser,478.33204781733735,0.0,0.0,0.050041222158765164,130.69160723828548,3047.196131109368,12.017355933771439,40.347419544734606,103329.3886359827
Bronze,Al-6061,169.02145792931495,Ag-plated,RSW,4362.92880288161,0.0,1948.3241800548535,0.5749417735512127,0.0,50.0,2.6229107779552514,44.50059297708893,101522.77325869922
Cu-Ni,Al,107.08930279400494,Ag-plated,USW,2468.0362003842365,12.408537846823942,1132.110141617416,0.8587898563922859,0.0,16851.033538207757,8.38781575939738,72.0717884550833,107965.85957934901
Cu,Al,255.7721684744284,None,Friction,1910.7635973656027,0.5937016704184337,1911.5288374620563,2.176791129854116,886.2848503741437,0.0,13.295817546115822,69.66712568467138,106634.85644615778
Cu-Ni,Al-6061,210.30954213685712,Oxide-removed,TIG,181.7951626555547,0.0,0.0,7.20125736817125,8.069816807777629,126.9679327713022,-0.19152713041896874,77.75854201544746,102876.63180073828
Cu-Be,Al-1100,159.08521378977977,None,USW,1815.7399745711798,41.09046598060302,1131.420619615587,1.951030990106904,0.0,28168.51760654922,9.677967887958692,67.2521848677074,93882.52312864352
Bronze,Al,189.5566851368459,Ni-plated,USW,1293.117861394704,27.854479608025645,1081.9821409204192,0.6386235666381233,0.0,18968.57063173068,27.254507770978783,70.51484724431165,105689.27631968765
Cu,Al,99.85641797962525,None,RSW,4019.6838993691,0.0,4588.131278551067,0.32997805521807466,0.0,50.0,2.6924540263355894,61.632604730021924,97216.62419298477
Cu,Al,129.77418951433452,Sn-plated,Friction,1042.7279973609232,1.5396737288893443,705.6832303512201,4.212817479491687,2188.8085734068636,0.0,43.96931205325521,30.459474306434977,105542.64209274785
Cu,Al-1100,146.15428389911727,None,RSW,4848.348985294238,0.0,1837.9151772907876,0.18341070505011886,0.0,50.0,37.26276201879326,76.19360891889609,104780.90494218834
Cu,Al-5052,232.82898474751659,Oxide-removed,TIG,107.92977716597608,0.0,0.0,7.853457153773866,9.401451571269835,147.7086942724026,25.579418986953943,32.551840087819926,102433.03737321314
Cu,Al-Mg,120.43817890540595,Ni-plated,TIG,181.9042554319637,0.0,0.0,9.556144636035961,8.457106054355696,131.3395455146546,47.06799264042185,60.653094996322224,102244.7200591306
Cu-Ni,Al-Mg,148.46294709490786,None,Friction,556.8570458245293,0.6466936654315094,1270.5252284125224,2.0626036825807494,1229.2184055964387,0.0,4.808080073817521,33.783812674137124,104409.37287498952
Bronze,Al-1100,266.9421295088534,Ag-plated,USW,2848.423180286557,39.67489632397444,1445.4829767028948,0.9103784217422963,0.0,23438.740207536182,13.385302065922703,25.38059316003777,109369.20521557437
Cu-Be,Al,411.72929446230603,Ni-plated,Laser,327.19856247305154,0.0,0.0,0.045896051885995666,49.01505134037768,3910.7130270263515,-0.7727934313698164,31.76691134801768,109457.64027333152
Cu-Be,Al-Mg,105.88777462288489,Ni-plated,RSW,2094.7388236942747,0.0,2375.983640854053,0.13868143293155472,0.0,50.0,14.800018867891158,33.92562244901227,98341.65149373336
Cu-Be,Al-1100,158.63696140150276,Oxide-removed,USW,515.0580023887303,44.79636891525584,1354.2753924051633,1.216566642852475,0.0,27844.850408199192,20.83969268542704,42.829760693567145,103443.95260113715
Cu-Be,Al-6061,82.06028239938638,Ag-plated,TIG,231.68229432409157,0.0,0.0,7.625490445254872,9.41726231148811,49.259894750170076,25.418380926957184,24.152700640846742,104051.3559001979
Cu-Ni,Al-Mg,149.13246272285662,Sn-plated,TIG,246.29970246708325,0.0,0.0,9.920419662032234,1.26119673577034,75.11009243333129,50.45717883602495,55.14180490955083,95635.71617655682
Brass,Al-6061,133.56570298613065,None,USW,1590.0896690248474,42.873293266728325,224.7381476567396,1.237377111056631,0.0,37314.47025038231,22.20385207558909,67.93212443228171,103034.59718131502
Bronze,Al,247.4103963425237,Sn-plated,USW,869.0676461313044,14.62294467451919,1999.6155896720052,1.6693219759280802,0.0,32435.462885352597,34.863093167536185,65.86838568740527,99928.82906932147
Cu,Al-Mg,93.82891209414743,Ag-plated,TIG,149.74530814886305,0.0,0.0,8.685666767519955,9.304957049869097,146.6155053390471,19.14302161089651,70.24377249792002,97857.09839378117
Brass,Al-1100,88.82268504874845,Ni-plated,RSW,3786.6634582254424,0.0,3334.1484313408546,0.18866553667578084,0.0,50.0,32.8008590406476,78.76748532782963,98631.5962340432
Cu-Be,Al-5052,275.6161634193292,Oxide-removed,RSW,2106.1433257533718,0.0,4132.149371568563,0.12638392493780085,0.0,50.0,16.4394785174249,79.74913964308837,90956.02771849904
Brass,Al-Mg,116.44073256438219,Oxide-removed,USW,622.9899932559616,30.32093966343811,506.9526972656735,0.6580377475365142,0.0,24970.785619676048,15.374096523914446,44.62807109584121,98877.52710690502
Bronze,Al-Mg,162.3261772385737,Ni-plated,Friction,1283.3831009783557,0.638715970426866,1708.8661727312235,2.1680806061980924,334.9902177762485,0.0,47.00333452143283,50.12570336232251,91959.88851339136
Cu,Al-Mg,168.78962567396772,Oxide-removed,TIG,266.78184575881403,0.0,0.0,3.532293128847259,6.484359395325774,114.175142946741,36.448467700502604,49.890986677125085,99147.33577743705
Cu,Al-Mg,109.47640484871998,Sn-plated,Laser,478.4168864643606,0.0,0.0,0.003965858872609671,172.81696881427695,4977.400864917192,26.36068603667736,58.52317289771477,90696.5703019659
Bronze,Al-1100,109.52303732105851,Ni-plated,TIG,153.61687868817856,0.0,0.0,7.866194635282142,1.2984302954555567,153.1604491018159,48.181264815406124,34.74143753824909,104772.77193513274
Bronze,Al-1100,235.4265953820855,None,RSW,3862.4012436160638,0.0,3206.494821281332,0.7771953164918874,0.0,50.0,20.05487424748371,66.35494081547311,103323.82301835003
Cu-Be,Al-5052,196.65759688501504,None,RSW,4827.674144163479,0.0,1247.0888938460441,0.7557408021067469,0.0,50.0,31.05557003872886,27.600892864899905,107883.68030250882
Cu,Al-1100,149.06169940389069,Ag-plated,Laser,1594.0491045938925,0.0,0.0,0.04672742264581872,93.42128720025941,2520.0036707957433,18.06764407434798,77.07192542321695,97972.43723117573
Brass,Al-1100,142.01299452680533,Ni-plated,RSW,5509.139302017951,0.0,4527.954055956518,0.6903718667784857,0.0,50.0,16.260062005768244,27.48438604578205,101856.3523877699
Cu-Ni,Al,170.25199244869435,Sn-plated,Laser,1565.517289117996,0.0,0.0,0.08390810882246161,52.96739672015731,4021.6412368367774,19.498615654548633,64.55991108877251,98682.40386229577
Cu-Ni,Al,174.77771715476084,Ni-plated,RSW,4051.7173063558153,0.0,3235.6014595243178,0.14426390920233784,0.0,50.0,33.16916022857361,43.83003402534328,99660.96934063268
Bronze,Al-6061,248.41320353719533,Ni-plated,Laser,1217.9736249430402,0.0,0.0,0.009763626854959857,163.24827934331245,9630.256855293323,-10.0,58.03094551870203,103129.14387877626
Cu-Be,Al-5052,148.75383855012808,Sn-plated,Friction,934.6385088436914,1.062568737140789,2557.968862516921,1.915943027212863,557.5553107115595,0.0,13.374848794869893,38.858609073849806,103663.81543583458
Cu-Ni,Al,179.0790974397113,Oxide-removed,TIG,234.76563092546854,0.0,0.0,7.285254590402089,6.12950914604954,188.91514068906196,61.816609866975064,27.181488573388528,101841.30382107782
Cu,Al-5052,199.9179059771217,Sn-plated,RSW,7685.856124264112,0.0,4446.19772152415,0.3637180768767342,0.0,50.0,52.99223928977166,76.28340214595127,96884.66056284949
Bronze,Al-5052,201.33000347764278,Ni-plated,USW,1063.4148268808142,43.42962777175293,1372.4496044275625,0.8526394577366101,0.0,25243.911914181303,9.127501969018804,50.60532407205917,107100.746977326
Brass,Al-Mg,267.8757164184497,Ni-plated,Laser,1721.3311474881762,0.0,0.0,0.01716147905917002,189.35494786128646,6332.519719822854,15.558253604965866,38.031293757464496,104181.28059445892
Bronze,Al-5052,149.2465718212561,Ni-plated,Laser,1603.5796934114064,0.0,0.0,0.03771578888771468,121.5103084491575,7500.154949119905,48.63603835559027,57.46975286049911,105735.30968680288
Brass,Al-Mg,119.61621404982164,Ni-plated,Laser,926.7469471948971,0.0,0.0,0.04930569781901786,120.59516748418481,635.0065023241089,18.079883918392035,35.47469899716812,104902.7523063192
Bronze,Al-6061,129.98903292799852,Ag-plated,RSW,7042.305649505894,0.0,4466.711743010157,0.35327590552628585,0.0,50.0,41.499428150142265,22.427089403364704,103570.43613078065
Bronze,Al-6061,193.82699207172064,Oxide-removed,TIG,269.95563419305,0.0,0.0,7.7067532689287574,5.348722670683621,69.87892293325349,36.642144203870814,67.61935455090394,104405.0322128996
Bronze,Al-6061,143.6521507217123,Ni-plated,USW,1498.4473006335616,31.37675661725076,942.5372634048643,0.8984528158073891,0.0,20078.08434058867,27.334802397633762,79.7519109396791,99962.03737786837
Brass,Al-Mg,374.4110818387923,Ag-plated,Laser,1444.8428097967626,0.0,0.0,0.06134956572210651,198.4612825341083,1413.3007978204994,19.082802354250106,77.38662501893741,97906.28825867563
Brass,Al-Mg,150.75724096579452,Ni-plated,Laser,316.10286259653964,0.0,0.0,0.05207729761444425,38.87824506691408,6106.600889515752,44.08270974431768,72.78496209438059,96750.32247735168
Bronze,Al-6061,102.37616990692878,Oxide-removed,Laser,472.6187064711153,0.0,0.0,0.048816851289232854,126.14917547005989,4580.9498495602,11.607584253039064,64.84537311612937,108751.43509541161
Cu-Ni,Al-Mg,170.6672852747295,Oxide-removed,Laser,707.9720787346515,0.0,0.0,0.07844929217866656,172.38502462190982,2781.2202926314826,24.67415029748342,29.716856760731595,96627.57006272822
Cu-Be,Al-1100,277.5941567386259,Sn-plated,USW,2533.4843366761934,25.665360793532635,1077.7225492865443,0.5403244068852311,0.0,30643.09439404057,28.534259576694918,29.34715822615489,100700.70192083906
Cu-Be,Al-1100,108.23787703867988,Ag-plated,Laser,291.7607618762123,0.0,0.0,0.05957211507110322,198.04643554841329,7534.909605919,24.624798219515732,28.98062302686666,100255.19389576887
Cu-Be,Al-Mg,106.99549256949243,Oxide-removed,USW,2737.5982715860628,28.567821607783955,455.7896125441964,0.6480775982669135,0.0,16225.741855453249,37.73077891510718,47.576747357952385,91886.79791276601
Brass,Al-Mg,139.19963780345068,None,USW,1754.5274310673715,35.98667487573415,964.0699507620059,1.1700893080688373,0.0,23017.556208053516,26.95034085035042,48.560207768444855,96590.5284386512
Brass,Al,115.8470828972182,Ni-plated,Laser,263.13037853447645,0.0,0.0,0.043767900251776654,114.08158111859817,9826.36529609314,25.225167912422478,54.65543475724622,100825.99794832204
Cu-Ni,Al,87.40461245305667,Oxide-removed,Friction,1020.9101068885943,1.387762349206294,2556.561102905617,2.0092582746907244,2796.800593497757,0.0,27.564939081205168,33.603194527349196,98039.88179552603
Cu-Be,Al-5052,80.9884829532224,Ag-plated,USW,1347.0782179248743,48.79217238991279,203.88245217076567,1.3049293144384895,0.0,34748.15619375382,13.462794279810566,22.382843808104745,101492.20493818409
Cu-Be,Al-5052,164.614559081507,Ag-plated,Friction,920.0906284374685,0.3223955200368307,560.9211022105588,0.834831213630984,1674.7987240128,0.0,24.965521113627997,26.04574097778645,95730.61583539502
Bronze,Al-5052,199.66731108283693,Ag-plated,USW,2597.9185088640374,12.525234610619545,403.72468027718367,0.10969570401677688,0.0,22056.934969089456,13.249022351945152,24.16404582662147,96149.59194348218
Brass,Al-6061,113.31477949828039,Sn-plated,RSW,7448.724702777359,0.0,2105.1519914531937,0.4967330023091393,0.0,50.0,-6.402566210848313,67.56872298449295,95336.70175609179
Cu-Be,Al-1100,145.82799589708426,Ni-plated,Laser,440.01905192813825,0.0,0.0,0.012512169106250116,44.65494485551782,2105.117907976674,39.35477727074101,28.081690781228474,92957.52089106475
Cu-Ni,Al-6061,161.51856101275672,None,RSW,1912.0217804618605,0.0,4166.212046013091,0.5295210745513564,0.0,50.0,25.066729125408308,65.02742336137352,100636.88800947875
Cu-Ni,Al-Mg,96.40341889895744,Ag-plated,USW,1849.4235689037232,24.986023011702297,579.3371135354894,0.27841316263040666,0.0,16898.14257661472,22.552603877749743,26.426094582935075,104460.45760367627
Cu-Be,Al,211.49039270714925,Ni-plated,RSW,2295.994180219836,0.0,4400.704773194384,0.29489067062057567,0.0,50.0,37.73679518249582,49.75012947254176,99268.74650869757
Brass,Al-Mg,163.26839279847366,Ag-plated,Laser,774.1572242319796,0.0,0.0,0.057702412731266244,107.16848995165529,6658.540476685449,6.3574835011606865,37.27157409458205,101844.06053586601
Cu-Ni,Al-Mg,185.01296393667647,Ag-plated,Laser,469.1981761470038,0.0,0.0,0.052880843941879675,155.872340293654,3875.682040588884,28.869736617631172,59.08578672980566,94017.44431050056
Bronze,Al,196.88558240138906,None,USW,2929.7359959701544,33.11797731570938,1414.6878040735683,0.9722667053444132,0.0,36446.27109881837,44.086208740785395,28.758907039713172,99766.61606703768
Cu-Ni,Al-Mg,395.81245212314593,Ni-plated,USW,1628.7173099917195,47.69121254338481,753.4829773793527,1.7450568709289682,0.0,30983.829341909448,53.475110986870924,55.31684945392914,109569.87630102714
Cu,Al-5052,99.5635441998188,Ag-plated,Friction,1698.5820041084767,0.17163244072655093,1193.199129383131,4.311854842137183,1023.1677109251011,0.0,16.96474230033461,54.29535740115923,102122.10161764557
Cu,Al,104.95461272574539,Sn-plated,TIG,228.16383834006808,0.0,0.0,9.929699331232808,2.594518747018326,83.80041513049643,22.417144106442688,44.17717159520551,106309.71917934898
Brass,Al-Mg,294.0662964126984,Ag-plated,RSW,2155.886975363038,0.0,1617.1458180436398,0.6697385438532324,0.0,50.0,27.458670766715354,48.9494728978666,99445.27935340787
Cu-Be,Al-5052,194.71297024827302,Ni-plated,Friction,787.0640551512183,1.0170425029805923,2944.8536840549227,1.9990826691744146,2633.5265553878417,0.0,7.736499265057333,28.818631815940794,97421.19440299355
Brass,Al-5052,154.1993403898379,Oxide-removed,RSW,3774.5554299266737,0.0,2051.4596424497668,0.4026265328041686,0.0,50.0,32.65615212457766,68.63084412432718,99228.78417524522
Brass,Al-1100,123.89081853026283,Ag-plated,Laser,342.6043069532029,0.0,0.0,0.06821953043942254,106.71378949038056,6138.690800985621,30.87661137976147,56.285472968476185,105374.11643688662
Brass,Al-5052,136.71257536526178,Sn-plated,USW,1257.731944325304,36.138598616388094,496.27799892496546,1.3396981604022773,0.0,17028.453954606848,27.10180029110186,27.166880147904813,98345.40970712982
Brass,Al-6061,137.77790987346998,Sn-plated,RSW,3801.912088871073,0.0,3439.0121948285896,0.8697857901482893,0.0,50.0,39.757332677015455,75.05227042022995,106123.99954305336
Bronze,Al,82.48727166515431,Ag-plated,TIG,253.10375652370962,0.0,0.0,5.742550693158291,8.950336276313287,101.42764156786185,14.092090912430864,57.357587637392534,97371.17371099192
Bronze,Al,221.387547171977,Ni-plated,Laser,1082.6167596809673,0.0,0.0,0.07233481102105739,176.7786413265163,6027.5622464245625,15.39618227886405,30.340183843507965,109766.41009400744
