participant_id,age,gender,education,income_level,employment_status,banking_experience_years,previous_fraud_experience,technology_comfort,financial_literacy,risk_tolerance,trust_in_banks,privacy_concerns,ATT1,ATT2,ATT3,ATT4,ATT5,SN1,SN2,SN3,SN4,PBC1,PBC2,PBC3,PBC4,PBC5,INT1,INT2,INT3,INT4,Perceived_Severity,Perceived_Vulnerability,Threat_Probability,Threat_Consequences,Self_Efficacy,Response_Efficacy,Response_Cost,Coping_Confidence,Past_Behavior,Behavior_Frequency,Behavior_Consistency
353,57,Male,High School,$25k-$50k,Full-time,26,1,3.2092141980281417,2.574966647736115,5.199133324949905,3.20650665702357,4.304219054520603,5,4,4,3,4,5,6,5,6,4,5,4,5,5,5,2,3,4,5,5,4,4,3,3,4,5,3,4,3
354,42,Female,Bachelor's Degree,$25k-$50k,Retired,30,1,4.391283420608947,4.59741154797471,3.626220275255214,5.892831771834727,1.5808088902666033,4,4,3,4,5,5,4,4,5,4,4,5,5,5,6,6,6,5,2,2,4,2,5,5,5,5,5,5,6
355,44,Male,High School,Under $25k,Self-employed,14,1,4.265244254686185,4.916867499628209,2.108530558298745,4.2869550385049315,4.556058137929636,4,5,5,6,6,5,5,6,5,4,5,4,4,4,4,6,6,5,5,5,6,5,5,4,5,4,5,5,5
356,29,Male,Some College,$75k-$100k,Self-employed,26,0,3.6723932222515607,5.143567492450437,1.7142757084887563,6.621004487608758,5.141409571606864,5,6,4,5,6,4,3,3,4,5,6,4,4,6,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5
357,44,Female,Master's Degree,$25k-$50k,Part-time,11,1,7.0,4.65408060406047,3.86820335115133,2.7742694895214175,4.9502505662463285,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,4,4,4,6,5,5,5,5,4,4,4,4,5,4
358,40,Male,Some College,Under $25k,Part-time,24,0,3.3553404698317864,3.847550307129518,5.3986551517552135,6.716084855102226,7.0,5,6,6,5,6,5,2,4,3,6,6,6,5,5,3,4,5,4,6,6,5,6,4,6,6,5,4,4,4
359,49,Other,Doctorate,$25k-$50k,Part-time,17,1,6.007395441101825,5.492202651358162,5.379964088543661,4.166242805003845,5.73239664500654,4,4,5,4,4,5,4,5,4,5,6,5,6,4,7,6,6,6,5,5,4,4,5,5,5,4,7,7,6
360,32,Male,Some College,$100k-$150k,Part-time,19,1,3.910798474678287,4.285603046835694,3.955232704049972,4.144624892785907,5.683497038398065,5,4,4,4,4,4,4,5,5,3,4,5,5,4,5,5,5,6,6,5,5,5,5,5,4,4,6,5,6
361,52,Male,Bachelor's Degree,$100k-$150k,Full-time,19,0,2.8700457166720774,3.5956000813258635,6.612473186734579,4.8338065827827155,3.292404061972694,4,4,4,4,4,2,4,3,3,5,4,5,4,5,2,3,3,2,3,3,4,3,4,3,4,4,1,1,1
362,67,Male,Bachelor's Degree,$50k-$75k,Student,0,1,4.654221364732603,3.965150603340563,3.653251487683352,3.7635053046391636,4.698893740471154,6,5,4,5,4,7,7,7,7,4,3,4,4,4,4,3,4,5,5,5,7,5,5,4,5,4,3,4,3
363,43,Male,Master's Degree,$50k-$75k,Part-time,3,0,5.473640076581251,1.9302402577825237,3.6060053272436248,4.513205198437231,4.564670911943934,4,3,5,5,5,4,4,3,4,5,5,6,6,6,3,3,3,3,5,5,6,5,3,3,2,3,2,3,3
364,51,Male,Bachelor's Degree,Over $150k,Self-employed,16,0,5.880764362598518,3.9630856285678995,1.0,3.7148484816749745,4.235310681311191,4,4,4,4,3,6,6,5,6,5,6,4,5,5,6,7,6,6,4,3,5,3,4,5,5,5,7,7,7
365,55,Female,Bachelor's Degree,$25k-$50k,Unemployed,0,0,6.843397665982604,5.09496747583707,3.173691871174298,3.7587237628249754,4.220131267935319,6,5,5,4,3,3,3,4,3,6,5,7,5,6,5,5,5,5,5,5,4,5,6,5,5,5,5,4,5
366,38,Other,Some College,$25k-$50k,Full-time,23,1,7.0,4.6417179287809995,4.9928210488718925,5.184263140360686,3.1110647506642133,5,5,5,5,4,4,4,4,4,6,5,6,6,5,3,3,2,2,5,4,5,5,4,5,4,5,4,2,3
367,48,Male,Some College,$25k-$50k,Full-time,23,0,4.875771305633395,6.176863424875542,5.989545871603585,3.5181214056357804,3.6965614748505384,4,5,5,5,5,7,6,6,7,4,3,4,4,5,6,5,5,5,5,4,4,5,3,5,5,5,5,5,5
368,45,Female,Master's Degree,$25k-$50k,Full-time,18,0,3.505361739261918,3.8581326117795847,2.6376715128658015,3.678166917993421,6.061502743041443,6,6,6,6,4,4,5,3,5,2,3,2,3,3,7,7,7,7,6,6,6,6,3,4,3,3,6,7,7
369,46,Female,Some College,$50k-$75k,Full-time,3,0,5.179311490192337,4.833507111969311,4.447153261010268,2.952650500304309,4.942793838807499,4,3,3,4,4,4,5,7,5,6,5,4,5,5,5,5,6,5,4,4,4,4,6,5,5,4,5,5,6
370,33,Female,Some College,Over $150k,Self-employed,28,1,4.100680574390262,5.230562229197504,5.265630645252602,3.9952831840463925,4.542957339898233,5,4,3,3,4,6,6,7,5,4,5,6,4,5,3,3,3,4,5,4,5,4,4,5,5,4,3,3,3
371,45,Male,Master's Degree,$75k-$100k,Full-time,35,0,5.888949194778345,7.0,3.8156914144742586,6.173922435668706,5.094047531882021,4,5,6,5,6,2,4,4,3,5,5,5,5,5,7,6,5,6,4,5,5,5,5,5,5,6,7,7,6
372,52,Male,Some College,$50k-$75k,Full-time,16,1,2.5542535554514174,4.388195138452932,1.0,3.5848796318764373,6.384129746571266,5,5,4,5,5,2,3,4,2,4,3,3,4,3,4,5,4,4,7,7,7,7,5,4,4,4,5,4,2
373,66,Male,Doctorate,Over $150k,Full-time,20,1,7.0,2.84255666747677,4.1462059994039535,3.7220400817753103,5.104631572963364,3,4,3,4,3,2,2,4,2,5,6,6,6,6,3,3,4,4,4,4,5,5,4,4,5,3,4,4,5
374,59,Female,Bachelor's Degree,Under $25k,Full-time,17,0,5.78407214216327,5.302307379361867,4.86600287368525,4.832706335777842,5.694411544024142,5,6,6,6,4,6,7,7,6,5,5,4,6,6,4,4,4,6,6,6,6,5,5,5,6,6,5,5,4
375,77,Female,Bachelor's Degree,$25k-$50k,Part-time,20,0,1.973993973305753,6.625445562758994,2.473607946974157,4.155044279440568,4.168734673372916,5,6,5,5,4,6,6,6,7,3,5,4,4,4,6,4,5,5,5,4,4,5,5,7,6,6,4,4,4
376,33,Male,Master's Degree,$75k-$100k,Self-employed,13,0,3.4364566465275415,3.7806866767053924,3.444183656775858,7.0,4.419507054178609,5,6,6,5,6,6,6,6,6,3,5,5,5,4,3,4,5,4,5,5,5,6,4,4,4,4,3,3,3
377,58,Male,High School,$75k-$100k,Full-time,14,1,5.724121566170908,5.293406000188341,2.18230554101973,4.404966442388492,5.489374573570043,5,4,6,4,5,3,4,3,3,6,6,5,5,6,3,3,4,4,5,5,4,6,5,5,6,6,3,3,2
378,47,Female,Some College,Under $25k,Full-time,24,1,6.264516084257182,5.797346471797597,1.0,5.002262015460846,7.0,6,6,6,6,6,4,4,4,5,5,6,5,5,4,4,4,4,5,6,5,6,6,5,5,4,5,3,4,3
379,77,Female,Bachelor's Degree,$50k-$75k,Full-time,38,0,2.591643559152055,5.5221852071612,5.237806176502719,5.732522541759186,6.672752345466361,4,4,4,4,4,4,4,4,4,3,3,3,2,3,4,3,4,4,6,5,5,4,5,4,5,5,5,5,5
380,32,Prefer not to say,Some College,$75k-$100k,Full-time,0,1,5.5695387756494235,4.363226079215652,3.7947520526774077,5.709493439035421,5.741110876401753,5,5,4,4,4,4,5,3,3,5,5,4,6,6,6,5,6,6,5,5,4,4,5,5,5,6,5,6,6
381,32,Female,Bachelor's Degree,$75k-$100k,Full-time,13,0,1.5789901910071151,3.29198411432291,6.036744995386975,4.8799450978688546,5.26657713617679,5,6,5,5,6,4,4,4,4,5,4,4,3,4,4,3,2,2,5,5,5,5,5,5,4,5,2,3,3
382,36,Male,Master's Degree,$75k-$100k,Student,3,0,4.365996201793431,4.0943365875823385,5.000251068668648,4.406647015976798,6.641176291189888,4,5,5,5,5,4,3,3,2,3,4,4,3,4,3,4,2,2,6,7,7,6,2,4,4,3,2,3,3
383,18,Female,Bachelor's Degree,$50k-$75k,Full-time,30,1,6.16807026315481,4.79618059004092,3.304106333668371,7.0,5.9741461553496364,7,6,6,6,6,3,3,3,4,5,5,4,5,4,5,5,5,5,5,7,6,6,4,5,4,4,5,5,5
384,37,Female,Some College,Under $25k,Full-time,9,0,3.6727264048455295,5.380689281319248,3.6835470758538276,4.4802876696228795,2.576971775392272,4,5,4,4,5,5,5,6,5,3,2,3,2,3,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4
385,33,Male,Doctorate,$50k-$75k,Full-time,0,1,2.2396165512929795,4.634128562398751,4.592648347078241,4.069971874685823,3.9406760673592554,4,5,5,5,5,4,3,4,3,3,2,1,2,2,4,5,5,4,5,5,4,4,3,4,4,2,4,2,4
386,47,Female,Bachelor's Degree,$25k-$50k,Part-time,21,0,4.719322194566339,3.70611964349725,5.15363678345804,3.8249812140471775,5.471954357893725,4,6,4,6,5,5,6,5,4,3,4,4,4,4,4,4,3,4,7,7,5,6,2,3,3,4,4,2,3
387,50,Female,Bachelor's Degree,Over $150k,Part-time,32,1,3.592921700046783,4.921993552994699,4.251738883038816,2.5278361567518925,3.13433567789393,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,5,4,4,4,3
388,73,Male,Some College,$50k-$75k,Part-time,21,0,5.444337549098753,5.318110588065666,5.347830403405277,5.585938902684595,4.112652094767451,5,4,4,4,4,5,4,5,6,4,6,5,5,6,3,3,2,4,3,3,3,2,5,5,4,5,3,2,3
389,59,Female,Master's Degree,$50k-$75k,Full-time,17,0,3.1720103516729097,4.693493073338825,3.3846637686557397,1.7823179234790079,4.330203561976228,3,3,3,2,3,4,5,5,5,3,2,3,3,1,2,2,1,2,5,6,6,6,4,3,3,3,1,1,2
390,36,Female,Bachelor's Degree,$100k-$150k,Unemployed,19,1,3.3410446655203496,3.1129567511001777,2.403999034500039,4.593132590914095,4.818217503129582,4,5,4,5,4,5,5,5,6,5,6,5,5,5,6,5,4,4,5,4,4,4,5,5,5,5,5,5,5
391,31,Female,Master's Degree,$50k-$75k,Full-time,29,0,1.468496518685635,3.9641721548676534,3.7092670450144176,4.3541672388743375,4.783826770951171,4,4,4,4,4,6,5,4,5,2,3,4,2,3,4,4,5,5,5,5,4,5,3,4,3,5,5,5,6
392,52,Male,Master's Degree,$50k-$75k,Full-time,6,0,4.7549170665772245,5.432167009336207,4.087258847030657,7.0,4.78196753011649,7,5,5,6,6,5,5,5,4,6,5,6,5,5,6,6,6,6,4,6,5,6,5,5,7,5,7,7,7
393,25,Male,Some College,$100k-$150k,Full-time,13,1,4.258642592585102,2.402076848632184,2.117850447364998,2.402018525543648,6.007838268964345,4,4,4,4,4,5,4,4,5,4,4,4,5,4,6,5,5,5,5,5,5,5,3,3,3,2,7,5,6
394,72,Female,Bachelor's Degree,$100k-$150k,Full-time,10,0,2.7174229938898935,1.478868570891493,1.9285890821947291,3.518676055618771,4.808253748004412,5,4,6,4,4,5,5,6,6,4,4,3,2,3,4,4,5,5,6,6,5,5,3,3,5,4,3,5,4
395,62,Male,Master's Degree,$75k-$100k,Unemployed,3,1,4.790698070650638,6.160507705187227,4.426340815062798,4.4366842495820205,4.676906854721643,5,4,5,5,7,4,4,4,5,5,4,5,5,5,5,6,6,5,7,6,6,7,5,5,6,5,5,5,5
396,37,Female,Some College,Under $25k,Retired,11,0,6.040605450966209,4.864839831528444,3.231100408081407,4.362964795036998,3.615910685442132,5,6,4,4,5,4,4,4,4,5,5,4,6,5,4,4,4,4,5,4,3,4,4,5,4,3,3,4,3
397,19,Female,Master's Degree,$75k-$100k,Full-time,26,0,4.176648084871575,4.988749003276139,3.567822732073197,3.9405464910279457,6.226780822184407,5,4,4,4,5,3,4,4,4,4,5,4,5,4,2,3,4,3,5,5,7,6,5,6,4,6,3,2,3
398,65,Male,Master's Degree,$100k-$150k,Unemployed,20,1,4.90225042473296,2.800137934284827,3.296430268018847,4.502814508717399,4.361352734657765,5,5,4,5,4,5,5,5,5,5,5,5,5,6,4,6,5,4,5,4,4,4,4,3,4,5,6,5,5
399,43,Female,Bachelor's Degree,$25k-$50k,Self-employed,21,0,4.909966874377746,5.1587864825065,5.928841262468496,3.08852472535631,3.904266639198597,4,3,3,3,3,4,6,5,4,3,4,3,4,3,4,5,4,4,5,5,4,5,3,3,3,4,5,5,5
400,63,Female,Bachelor's Degree,$25k-$50k,Retired,16,0,2.6935052592315594,4.557823293838874,5.5664656245529995,5.028631454793927,5.334399632355868,4,4,3,5,5,4,5,4,3,3,3,3,5,4,3,3,2,3,5,6,4,5,5,4,5,5,1,3,3
401,21,Male,Master's Degree,$100k-$150k,Full-time,20,0,7.0,2.140374148797084,2.0677048339451645,1.8142175895069057,4.256364611378631,4,4,4,4,4,3,3,2,3,5,4,5,5,4,4,4,5,4,4,4,4,4,3,2,3,3,5,4,4
402,36,Female,Master's Degree,Under $25k,Full-time,6,1,3.7937252548165743,6.051568438556015,3.054089501687374,4.569076772947291,4.5214519862262765,5,5,5,5,5,6,5,4,6,4,3,3,3,4,4,4,4,4,4,5,6,5,6,5,4,5,3,3,3
403,45,Female,Some College,$100k-$150k,Full-time,11,0,5.484174302790406,4.4062883207043475,4.99000597515743,3.8795719668837116,5.384306191750976,4,4,4,2,4,2,2,2,2,4,5,4,5,5,6,4,5,5,5,5,5,5,4,3,4,4,5,4,6
404,45,Female,High School,$50k-$75k,Self-employed,16,0,5.653822915843574,3.6850908440969508,4.642710731944539,5.819545531307963,4.740869113842487,5,4,5,5,4,6,6,6,6,6,6,7,6,5,4,4,4,2,5,5,4,4,4,4,5,5,4,4,3
405,38,Female,Bachelor's Degree,$50k-$75k,Full-time,17,0,4.290607309326372,3.708613330219217,3.7419588527383,6.706373284759965,7.0,4,5,6,5,4,5,4,4,4,4,3,3,2,3,6,6,7,6,5,3,5,5,2,3,3,3,7,7,6
406,54,Male,Bachelor's Degree,Under $25k,Full-time,18,0,5.410192537589452,1.5802115229379106,2.2073597130500704,4.20273739749957,5.017688602348882,5,5,5,6,6,4,4,4,5,6,6,6,5,5,7,6,6,6,6,5,4,5,3,3,3,5,6,6,7
407,28,Female,Bachelor's Degree,$100k-$150k,Full-time,13,0,4.8687288327245835,4.971337579520773,2.844443935385036,6.268871114969716,5.779622040767144,4,5,5,5,5,3,2,2,2,4,5,6,5,5,4,3,3,3,5,6,5,4,5,6,6,4,3,3,3
408,42,Female,Bachelor's Degree,$50k-$75k,Full-time,11,0,2.373540364158891,4.540414369419443,3.076525405435194,4.220660463243506,2.96413654775776,4,5,5,5,4,6,4,6,6,2,3,3,3,4,5,4,3,5,4,3,4,3,5,5,4,4,3,3,3
409,46,Female,Some College,$50k-$75k,Part-time,46,0,4.001590948124868,3.9476958279669767,4.18779206356674,3.4406481722450915,4.153285954893796,5,5,5,4,5,3,3,3,3,4,5,5,6,4,5,5,6,4,5,4,4,5,6,4,4,4,5,5,5
410,52,Female,Bachelor's Degree,$75k-$100k,Unemployed,24,0,3.5811736464689075,5.862030769687174,6.185218016576132,6.6950843586227435,3.9043949355916157,6,5,6,5,5,6,7,6,6,4,4,4,4,5,4,5,5,6,5,5,4,4,5,6,6,6,4,5,4
411,55,Male,Some College,$75k-$100k,Part-time,19,0,3.8073824379808094,2.400983275305401,2.838367671296621,5.224931733680807,4.050182304367108,5,6,5,5,6,6,5,6,6,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,4,3,4,3,3
412,28,Female,Bachelor's Degree,Over $150k,Unemployed,12,0,2.543995233245043,3.4241957807221004,2.3635506534226636,4.605326227131777,5.557091793220702,4,6,5,4,5,7,7,7,7,3,4,3,4,3,4,4,3,5,5,6,4,5,3,5,4,4,4,5,4
413,21,Male,Bachelor's Degree,$50k-$75k,Full-time,10,0,6.189650575119045,3.0949892688114984,3.6479789324408793,5.424612970118377,6.239121574555151,5,5,5,5,4,6,5,5,5,3,3,4,4,4,4,5,5,5,5,4,4,5,4,2,3,2,4,3,4
414,64,Male,Some College,$50k-$75k,Full-time,13,1,6.902988981920119,3.8375665262969814,5.244434572719682,4.929058042156201,5.479093555097961,4,4,5,5,4,6,6,6,6,5,5,5,6,6,7,5,5,6,3,5,5,5,4,4,4,5,6,5,5
415,49,Male,Some College,Over $150k,Full-time,17,0,5.967004463997613,4.28771103283439,1.7743638465350156,4.516936710470178,4.8506909140770595,5,7,6,5,6,6,5,6,6,5,5,5,6,5,4,5,3,4,6,6,6,6,6,5,5,6,4,4,3
416,33,Other,Bachelor's Degree,$75k-$100k,Full-time,0,0,6.405793836220714,4.759017580954762,5.835087811224927,3.008278207230404,4.4060594574163385,3,4,3,3,3,4,3,2,4,6,6,5,6,6,5,5,4,6,4,4,4,4,5,5,5,5,5,5,6
417,68,Female,Bachelor's Degree,$25k-$50k,Full-time,0,0,3.9830477444877657,3.748934510963348,3.5591560930380624,4.27535591540648,6.32495972630516,4,4,4,6,5,5,5,4,5,4,6,5,5,6,5,5,4,4,5,6,6,6,6,5,6,4,5,5,4
418,46,Female,Some College,$25k-$50k,Part-time,8,0,3.545614747520945,3.059437544298638,2.7719519967612767,5.347906508150167,7.0,6,6,6,6,7,4,4,3,4,4,5,4,3,2,7,7,6,6,7,6,7,7,5,4,4,4,7,6,6
419,62,Female,Doctorate,$100k-$150k,Full-time,17,1,3.332119429782433,6.391809034701578,1.559734998532977,4.452674289175827,5.24856127526206,4,5,5,5,4,7,7,7,7,6,4,5,6,4,4,5,4,5,6,4,5,6,6,6,6,6,5,5,5
420,46,Female,Bachelor's Degree,$50k-$75k,Part-time,12,1,5.466097384435834,7.0,4.789129082788878,5.682790913356463,6.1332993704787295,5,5,5,7,6,6,5,4,5,5,4,5,4,4,5,4,5,5,6,6,6,6,5,5,6,5,5,4,5
421,75,Female,Doctorate,$75k-$100k,Full-time,29,0,4.840594579716225,4.3862726734466335,3.560360326661851,5.0603860286401465,5.477707384775022,6,6,5,6,4,4,5,5,5,4,3,4,4,4,5,5,5,3,6,5,6,6,4,4,4,4,5,6,5
422,71,Female,Bachelor's Degree,$50k-$75k,Full-time,0,0,4.384167432602362,3.216185522872873,4.038987675856309,3.5462364182975117,5.931055397112148,5,4,4,5,4,5,5,4,5,5,4,3,3,4,4,4,4,4,5,4,3,5,3,4,4,3,4,3,3
423,41,Male,Bachelor's Degree,$25k-$50k,Full-time,7,0,6.442722816293014,6.118090370354983,2.5388635625840905,3.016993650601451,3.8189985440788714,6,5,5,6,5,4,5,3,4,5,5,4,4,5,4,4,4,4,6,6,6,5,4,4,4,5,5,3,3
424,59,Male,Master's Degree,$75k-$100k,Full-time,30,0,5.107412030723014,2.3192157617729956,3.353265552048567,4.4113858000837975,4.563050091843663,5,5,6,5,5,6,6,7,7,3,3,2,3,2,3,3,4,2,4,4,6,4,2,2,3,3,3,3,3
425,54,Female,Bachelor's Degree,Under $25k,Full-time,16,1,3.242013543719123,3.7647946778837245,3.118786255103367,3.9709258622744947,5.5350163840501425,5,3,5,4,3,2,3,4,3,3,4,5,4,3,5,5,7,6,5,5,5,4,4,5,4,3,4,6,6
426,65,Female,Bachelor's Degree,$50k-$75k,Full-time,23,0,3.478636756296458,3.295047833249808,3.659169652470509,5.003586171546023,6.433740038490177,5,4,5,5,6,3,3,3,3,3,4,3,5,3,7,6,6,6,5,5,6,6,4,5,3,3,6,7,6
427,30,Male,Some College,$50k-$75k,Full-time,35,0,5.522989948881218,2.6926037844143647,2.862626743073865,3.738234809484724,4.200052356198557,3,4,5,4,4,4,5,3,5,5,5,6,6,6,3,3,2,2,5,4,5,5,5,4,3,4,2,2,1
428,55,Male,Bachelor's Degree,$50k-$75k,Full-time,8,0,6.062599278981896,3.8359684972016996,1.6521466550378898,3.8615292090941473,2.86337097785586,5,4,4,5,4,5,4,4,4,4,4,6,5,4,6,5,6,6,5,5,4,3,4,3,4,3,5,6,5
429,60,Female,High School,$75k-$100k,Full-time,14,0,5.327520348383954,3.0765762970738457,7.0,5.863683661113894,4.551909130914625,4,5,5,4,6,6,7,6,7,5,5,5,5,5,4,4,4,3,5,4,4,4,3,3,3,4,4,4,5
430,18,Male,Some College,$100k-$150k,Part-time,12,0,7.0,4.216450803393251,1.8912340537274803,4.777843562353477,6.211143785783075,5,4,5,5,4,5,5,4,4,7,6,4,6,7,6,5,5,6,6,6,5,5,4,6,6,5,5,5,7
431,27,Female,High School,$100k-$150k,Part-time,0,1,6.9525107485971285,4.235330317974204,4.054042609719555,3.756727521487248,3.357714849803365,5,5,6,5,5,2,1,1,1,4,5,5,4,4,4,5,5,5,4,4,5,5,4,3,4,4,3,6,4
432,18,Other,High School,Under $25k,Full-time,11,0,5.161553752276144,3.392268759421427,1.3191610402063407,4.621170170482023,3.805388118655257,5,7,5,6,6,6,5,5,4,4,5,5,4,5,6,7,5,6,4,5,4,5,4,4,5,3,6,6,6
433,40,Male,Doctorate,$25k-$50k,Self-employed,23,0,3.2421290107777465,3.7183326364279696,1.004133588734835,6.254693491602019,5.271510444656223,5,4,6,6,5,6,6,6,5,5,6,4,6,5,4,5,5,5,6,5,4,4,5,5,6,5,4,6,5
434,55,Male,Some College,$50k-$75k,Part-time,20,0,2.5350187324023485,3.8998963417251766,3.936957088593174,4.952544025929667,4.972431621962389,5,5,4,4,5,4,4,5,5,4,3,3,4,4,5,5,4,4,4,3,4,4,5,6,5,4,4,4,5
435,67,Female,Bachelor's Degree,Over $150k,Part-time,21,0,3.9189273824779276,5.252799879455255,4.044114622875624,5.311540971310155,5.7539131297085495,6,6,5,6,5,3,2,3,3,2,3,3,3,2,5,6,5,5,7,6,5,6,3,4,2,3,7,6,6
436,46,Female,Master's Degree,$100k-$150k,Full-time,11,0,5.629820169624235,4.007041778616559,5.566098587123337,3.6973185561670685,3.7484005635098625,5,5,4,5,4,4,4,3,4,6,5,5,7,5,7,5,7,7,5,4,5,5,5,7,5,5,6,7,7
437,69,Female,Bachelor's Degree,$100k-$150k,Full-time,8,0,7.0,5.272112263021927,4.359365577421988,5.83170325256152,4.742523546414465,7,6,6,7,6,5,5,4,5,5,5,6,6,5,4,4,4,4,5,6,6,5,4,5,5,6,4,3,5
438,24,Other,Some College,$50k-$75k,Part-time,27,0,5.1261705516162,4.961556878621052,3.5902649937558926,7.0,6.414703942643407,6,6,6,7,5,4,5,4,4,6,5,6,6,6,4,6,4,4,6,5,7,5,6,6,5,6,4,4,5
439,19,Male,Bachelor's Degree,$50k-$75k,Full-time,10,0,6.253084191346855,4.942989905970965,2.4705596583089937,3.650238828984575,3.787814186999537,5,5,4,6,5,3,5,4,4,5,6,6,6,5,4,3,3,2,5,5,5,5,5,4,5,5,4,3,3
440,44,Female,Bachelor's Degree,$50k-$75k,Retired,17,1,4.132038770718297,6.004199761449765,5.898616895526968,3.181727230753612,6.724603525941296,5,5,4,5,4,4,4,5,4,5,5,5,5,4,4,4,3,5,7,5,6,6,6,6,5,4,4,5,4
441,50,Female,Bachelor's Degree,$25k-$50k,Self-employed,16,0,5.4341536878413255,2.744791856330317,5.100391744470313,4.810650692602177,3.925841315522442,6,5,3,4,5,6,7,5,5,3,3,3,3,3,4,4,3,3,5,5,5,6,2,2,2,2,3,4,3
442,44,Female,Master's Degree,Under $25k,Full-time,29,1,5.735035244215759,3.5848619618007525,2.0551387311522054,5.650606059813292,6.034319735115372,6,6,6,6,6,5,5,5,5,5,5,4,5,5,4,4,4,4,5,7,6,7,4,3,4,4,3,4,4
443,18,Male,Doctorate,Over $150k,Full-time,24,0,1.5306085862212075,6.492288440389441,3.853149219494889,4.490332393539686,4.689745638765562,3,5,4,5,3,3,4,3,3,5,3,4,4,4,5,5,5,5,5,4,4,5,6,6,6,6,5,5,6
444,43,Female,Bachelor's Degree,$25k-$50k,Full-time,2,0,3.8798417964352345,3.8654885492339526,4.0016731241370955,3.336152324748804,3.8406009165971255,5,5,5,5,5,5,6,6,6,3,3,3,3,3,4,5,5,5,5,5,5,5,4,3,3,3,5,5,6
445,25,Female,Some College,$25k-$50k,Full-time,3,0,5.924550576416804,1.0,3.3160848807520633,4.469699005863531,4.5534110481321415,5,4,4,4,4,6,5,5,6,5,6,5,4,5,3,4,2,4,4,3,5,5,4,2,3,3,3,2,3
446,55,Male,Bachelor's Degree,Under $25k,Full-time,20,1,4.911702503454848,3.9361411539077493,4.8805906801295125,5.317710727332945,5.699422106996893,6,5,6,5,5,7,6,7,7,5,6,5,4,5,3,3,4,3,5,5,4,6,4,4,4,4,4,3,3
447,50,Male,High School,Over $150k,Full-time,14,0,2.7052274277736004,4.3754213892122245,4.9644263936874475,4.111561807664728,5.09246060560836,4,5,3,4,4,4,4,5,3,2,3,3,3,3,5,6,5,4,6,5,5,5,4,3,3,3,5,5,5
448,30,Female,Master's Degree,$75k-$100k,Full-time,10,0,1.0,1.0,3.533320023072852,5.328706021305906,6.330316352587678,4,3,5,4,4,5,5,5,5,3,4,3,3,3,4,4,3,4,5,4,5,4,3,3,4,3,3,4,4
449,37,Male,High School,$75k-$100k,Full-time,25,0,3.9513288820469903,5.934116331854333,3.406783055883278,5.997652942287892,6.679314067028369,4,5,4,5,4,5,5,6,5,4,4,4,5,5,5,7,7,7,5,6,5,6,5,5,6,6,7,7,7
450,29,Male,Some College,Over $150k,Retired,16,0,4.392621460659181,3.2721737969747173,5.898541847734544,4.888276750924537,3.798666268150364,4,4,4,5,4,4,4,3,4,5,4,6,5,5,4,5,5,4,3,5,5,5,4,4,4,5,5,4,5
451,44,Male,Master's Degree,$50k-$75k,Full-time,15,0,3.174115575257482,4.6271320497437705,5.105974449307132,4.566462674466049,3.71810394059862,5,6,5,5,6,5,6,6,6,4,3,3,4,3,5,5,4,4,5,6,5,5,4,4,6,3,4,5,3
452,59,Female,Bachelor's Degree,$75k-$100k,Retired,22,1,4.714627405541991,3.9062239910527192,3.901304545871738,5.595212710271538,3.6647268490170735,4,4,6,5,5,5,4,5,5,4,5,4,4,4,4,4,4,3,5,5,4,5,4,4,4,4,5,4,3
453,30,Female,Some College,Under $25k,Retired,11,0,5.259580120849342,2.525143155034746,1.519107345287925,3.5726790070753234,4.110884294347178,4,4,4,4,4,3,4,4,3,6,4,7,6,5,3,3,3,3,5,6,4,6,4,4,4,3,1,2,2
454,52,Female,Bachelor's Degree,$25k-$50k,Full-time,30,0,5.506030756089349,2.808339424973954,4.28160014882705,3.454348199568493,6.314635972901719,4,4,3,4,5,4,3,3,4,5,5,4,4,5,3,3,2,2,5,5,5,6,3,4,4,3,2,2,2
455,37,Male,Master's Degree,$100k-$150k,Part-time,7,0,1.0,2.9843923126441894,4.777316850884735,4.280113258085217,5.716398145733408,6,5,5,5,4,6,5,5,5,4,2,4,3,3,6,7,6,7,4,5,4,5,4,5,2,5,7,7,7
456,33,Female,Some College,$100k-$150k,Full-time,21,0,2.52857235328782,5.611373481938729,1.0,4.009744654222639,4.500469669785325,5,5,4,5,5,4,3,5,3,3,4,4,4,3,5,6,5,6,5,5,6,6,6,5,5,4,6,6,7
457,43,Female,Master's Degree,$50k-$75k,Part-time,29,0,4.043066027467897,4.0082003554698025,4.152617227645235,3.635989629651429,5.087787150314882,5,5,6,4,4,3,3,2,4,3,5,5,4,4,3,4,3,3,5,5,4,5,4,5,4,4,3,3,3
458,29,Female,High School,$50k-$75k,Full-time,1,1,5.358259696556195,3.5215748284827297,3.2166312184859702,6.796562169998529,6.644736055682532,6,6,6,7,6,4,5,5,6,6,6,6,6,5,5,6,5,6,6,7,6,6,4,4,6,6,5,6,5
