sample_id,operating_temperature_C,fuel_utilization,current_density_A_per_cm2_max,anode_porosity,vi_curve_path,T_stack_C,eta_elec
854,803.850,0.82690,0.21222,0.47779,/workspace/data/lf/curves/vi_curve_00854.csv,807.113,0.69052
855,825.005,0.60433,0.13227,0.45115,/workspace/data/lf/curves/vi_curve_00855.csv,824.763,0.65000
856,880.987,0.74438,0.39790,0.44246,/workspace/data/lf/curves/vi_curve_00856.csv,882.873,0.72216
857,865.125,0.68143,0.69480,0.44972,/workspace/data/lf/curves/vi_curve_00857.csv,865.654,0.66657
858,720.378,0.62098,0.63063,0.24801,/workspace/data/lf/curves/vi_curve_00858.csv,726.033,0.63415
859,812.418,0.66009,0.81360,0.49822,/workspace/data/lf/curves/vi_curve_00859.csv,813.841,0.64664
860,883.566,0.63242,0.35852,0.46442,/workspace/data/lf/curves/vi_curve_00860.csv,885.380,0.65734
861,821.739,0.75715,0.93151,0.35160,/workspace/data/lf/curves/vi_curve_00861.csv,825.322,0.68922
862,821.306,0.70769,0.17620,0.37622,/workspace/data/lf/curves/vi_curve_00862.csv,822.104,0.71202
863,795.066,0.60658,0.69436,0.43402,/workspace/data/lf/curves/vi_curve_00863.csv,799.387,0.62169
864,778.215,0.88266,0.61292,0.27683,/workspace/data/lf/curves/vi_curve_00864.csv,776.070,0.63303
865,824.880,0.85385,1.08217,0.29721,/workspace/data/lf/curves/vi_curve_00865.csv,829.534,0.62216
866,726.105,0.81359,1.15217,0.27080,/workspace/data/lf/curves/vi_curve_00866.csv,728.999,0.64212
867,705.321,0.67266,1.30088,0.24229,/workspace/data/lf/curves/vi_curve_00867.csv,707.117,0.62494
868,854.563,0.78297,0.21652,0.47011,/workspace/data/lf/curves/vi_curve_00868.csv,859.918,0.71663
869,818.453,0.83670,0.20442,0.42675,/workspace/data/lf/curves/vi_curve_00869.csv,818.309,0.68511
870,744.655,0.85006,0.39970,0.36107,/workspace/data/lf/curves/vi_curve_00870.csv,746.308,0.66539
871,728.499,0.72514,1.19913,0.48740,/workspace/data/lf/curves/vi_curve_00871.csv,730.912,0.66253
872,743.645,0.78911,1.37236,0.32677,/workspace/data/lf/curves/vi_curve_00872.csv,746.125,0.64359
873,825.084,0.77133,1.42400,0.41786,/workspace/data/lf/curves/vi_curve_00873.csv,827.898,0.65116
874,739.396,0.85699,0.93443,0.35709,/workspace/data/lf/curves/vi_curve_00874.csv,743.846,0.62914
875,843.647,0.82578,1.43899,0.46820,/workspace/data/lf/curves/vi_curve_00875.csv,844.298,0.61759
876,888.481,0.86660,1.12196,0.26179,/workspace/data/lf/curves/vi_curve_00876.csv,891.350,0.61212
877,869.603,0.83456,0.61148,0.25459,/workspace/data/lf/curves/vi_curve_00877.csv,867.815,0.66197
878,721.194,0.72218,1.40620,0.39383,/workspace/data/lf/curves/vi_curve_00878.csv,724.573,0.64834
879,701.730,0.60774,1.21484,0.47025,/workspace/data/lf/curves/vi_curve_00879.csv,703.965,0.59115
880,850.786,0.74655,0.27344,0.44418,/workspace/data/lf/curves/vi_curve_00880.csv,849.118,0.73092
881,763.369,0.64497,1.42174,0.41720,/workspace/data/lf/curves/vi_curve_00881.csv,767.569,0.60108
882,876.110,0.71770,1.14785,0.24330,/workspace/data/lf/curves/vi_curve_00882.csv,876.314,0.66115
883,801.034,0.67889,0.57010,0.37367,/workspace/data/lf/curves/vi_curve_00883.csv,804.941,0.67253
884,773.495,0.82419,0.60872,0.31760,/workspace/data/lf/curves/vi_curve_00884.csv,776.310,0.66837
885,704.220,0.80700,0.57440,0.45485,/workspace/data/lf/curves/vi_curve_00885.csv,708.067,0.68074
886,713.112,0.80482,1.46829,0.36241,/workspace/data/lf/curves/vi_curve_00886.csv,715.510,0.62841
887,890.807,0.81812,0.47518,0.27516,/workspace/data/lf/curves/vi_curve_00887.csv,896.419,0.68002
888,826.527,0.82731,0.65203,0.42843,/workspace/data/lf/curves/vi_curve_00888.csv,829.625,0.66389
889,805.692,0.80867,0.33489,0.37362,/workspace/data/lf/curves/vi_curve_00889.csv,804.096,0.69411
890,723.700,0.86827,0.60264,0.39324,/workspace/data/lf/curves/vi_curve_00890.csv,725.150,0.64228
891,720.780,0.70910,1.47699,0.30194,/workspace/data/lf/curves/vi_curve_00891.csv,727.202,0.63624
892,818.494,0.74515,0.80445,0.44277,/workspace/data/lf/curves/vi_curve_00892.csv,819.141,0.69823
893,804.785,0.74403,0.31698,0.41300,/workspace/data/lf/curves/vi_curve_00893.csv,807.315,0.72680
894,838.006,0.72673,0.95385,0.40488,/workspace/data/lf/curves/vi_curve_00894.csv,840.055,0.67821
895,840.610,0.68736,0.11986,0.46953,/workspace/data/lf/curves/vi_curve_00895.csv,841.660,0.69982
896,740.941,0.67996,1.27178,0.41005,/workspace/data/lf/curves/vi_curve_00896.csv,745.016,0.63107
897,810.370,0.88199,1.34899,0.31503,/workspace/data/lf/curves/vi_curve_00897.csv,811.502,0.58927
898,852.652,0.66210,0.18419,0.23156,/workspace/data/lf/curves/vi_curve_00898.csv,852.203,0.68466
899,748.025,0.84363,0.46004,0.36327,/workspace/data/lf/curves/vi_curve_00899.csv,746.635,0.66562
900,788.462,0.71237,0.66139,0.39016,/workspace/data/lf/curves/vi_curve_00900.csv,788.694,0.68714
901,895.300,0.86476,1.05486,0.35068,/workspace/data/lf/curves/vi_curve_00901.csv,895.123,0.61725
902,755.194,0.89396,0.36557,0.28602,/workspace/data/lf/curves/vi_curve_00902.csv,753.160,0.64109
903,760.529,0.73469,0.43020,0.38389,/workspace/data/lf/curves/vi_curve_00903.csv,760.945,0.71440
904,845.515,0.64943,1.49656,0.28920,/workspace/data/lf/curves/vi_curve_00904.csv,848.973,0.59926
905,836.732,0.60196,1.43159,0.49808,/workspace/data/lf/curves/vi_curve_00905.csv,838.574,0.57468
906,894.316,0.78025,0.31355,0.35624,/workspace/data/lf/curves/vi_curve_00906.csv,896.394,0.71244
907,766.189,0.70737,0.22265,0.22868,/workspace/data/lf/curves/vi_curve_00907.csv,764.331,0.71046
908,875.251,0.86164,0.99232,0.39509,/workspace/data/lf/curves/vi_curve_00908.csv,879.329,0.62287
909,877.579,0.72612,1.13309,0.40873,/workspace/data/lf/curves/vi_curve_00909.csv,880.813,0.66709
910,747.940,0.61120,1.34735,0.21022,/workspace/data/lf/curves/vi_curve_00910.csv,751.941,0.58528
911,871.951,0.73986,0.90978,0.48601,/workspace/data/lf/curves/vi_curve_00911.csv,872.745,0.68873
912,793.404,0.67310,0.31521,0.22374,/workspace/data/lf/curves/vi_curve_00912.csv,796.343,0.68435
913,741.543,0.79509,1.43844,0.40041,/workspace/data/lf/curves/vi_curve_00913.csv,745.885,0.63604
914,850.021,0.60974,0.31339,0.30108,/workspace/data/lf/curves/vi_curve_00914.csv,851.909,0.64644
915,790.475,0.83717,1.21113,0.43448,/workspace/data/lf/curves/vi_curve_00915.csv,792.778,0.62443
916,726.492,0.67714,1.30788,0.28963,/workspace/data/lf/curves/vi_curve_00916.csv,727.727,0.62721
917,793.919,0.78206,1.33370,0.46280,/workspace/data/lf/curves/vi_curve_00917.csv,799.686,0.65014
918,838.318,0.66923,0.31441,0.23605,/workspace/data/lf/curves/vi_curve_00918.csv,837.434,0.68207
919,783.443,0.61450,1.40689,0.34597,/workspace/data/lf/curves/vi_curve_00919.csv,785.240,0.58369
920,787.262,0.75662,0.46884,0.26144,/workspace/data/lf/curves/vi_curve_00920.csv,787.622,0.71730
921,896.453,0.80806,1.23079,0.31334,/workspace/data/lf/curves/vi_curve_00921.csv,897.795,0.64072
922,750.504,0.75456,1.05505,0.42350,/workspace/data/lf/curves/vi_curve_00922.csv,755.141,0.68336
923,890.747,0.64488,1.08321,0.49228,/workspace/data/lf/curves/vi_curve_00923.csv,896.096,0.62134
924,808.876,0.78262,0.33243,0.38605,/workspace/data/lf/curves/vi_curve_00924.csv,808.622,0.70988
925,745.090,0.71752,1.28685,0.35398,/workspace/data/lf/curves/vi_curve_00925.csv,749.104,0.65270
926,747.249,0.69372,0.31981,0.41221,/workspace/data/lf/curves/vi_curve_00926.csv,746.056,0.69644
927,874.522,0.74690,0.15847,0.32244,/workspace/data/lf/curves/vi_curve_00927.csv,876.680,0.73554
928,895.443,0.61313,1.47946,0.24664,/workspace/data/lf/curves/vi_curve_00928.csv,897.342,0.57851
929,883.859,0.85919,1.39560,0.32256,/workspace/data/lf/curves/vi_curve_00929.csv,887.198,0.60015
930,854.007,0.83910,0.24581,0.23163,/workspace/data/lf/curves/vi_curve_00930.csv,852.870,0.68119
931,782.409,0.63717,1.45437,0.45331,/workspace/data/lf/curves/vi_curve_00931.csv,785.347,0.59444
932,765.465,0.82519,1.17541,0.45755,/workspace/data/lf/curves/vi_curve_00932.csv,764.301,0.63376
933,751.513,0.66929,0.77782,0.44556,/workspace/data/lf/curves/vi_curve_00933.csv,752.658,0.65430
934,870.816,0.61642,0.40866,0.45107,/workspace/data/lf/curves/vi_curve_00934.csv,872.063,0.64473
935,738.361,0.79705,0.95744,0.47020,/workspace/data/lf/curves/vi_curve_00935.csv,737.252,0.66373
936,824.100,0.88084,1.01984,0.37660,/workspace/data/lf/curves/vi_curve_00936.csv,826.172,0.60970
937,861.780,0.87448,1.00311,0.24112,/workspace/data/lf/curves/vi_curve_00937.csv,861.666,0.61453
938,834.894,0.65161,1.41530,0.41422,/workspace/data/lf/curves/vi_curve_00938.csv,834.770,0.60545
939,701.395,0.82726,0.64904,0.39591,/workspace/data/lf/curves/vi_curve_00939.csv,704.717,0.66410
940,757.399,0.81462,0.42313,0.22844,/workspace/data/lf/curves/vi_curve_00940.csv,757.053,0.68524
941,768.893,0.84461,0.16748,0.34119,/workspace/data/lf/curves/vi_curve_00941.csv,767.726,0.68063
942,847.903,0.70839,0.19239,0.44331,/workspace/data/lf/curves/vi_curve_00942.csv,850.403,0.71243
943,865.072,0.86372,0.38938,0.35144,/workspace/data/lf/curves/vi_curve_00943.csv,866.880,0.65781
944,726.076,0.77076,0.30630,0.49762,/workspace/data/lf/curves/vi_curve_00944.csv,723.154,0.71856
945,882.400,0.79322,0.11592,0.28908,/workspace/data/lf/curves/vi_curve_00945.csv,883.895,0.71147
946,705.791,0.76299,0.93981,0.27269,/workspace/data/lf/curves/vi_curve_00946.csv,705.463,0.68522
947,758.619,0.88377,1.00572,0.43887,/workspace/data/lf/curves/vi_curve_00947.csv,759.464,0.60880
948,802.872,0.87175,0.38857,0.27774,/workspace/data/lf/curves/vi_curve_00948.csv,804.458,0.65304
949,885.595,0.73550,1.24696,0.26215,/workspace/data/lf/curves/vi_curve_00949.csv,888.839,0.66588
950,860.783,0.81210,1.15401,0.38968,/workspace/data/lf/curves/vi_curve_00950.csv,863.912,0.64290
951,870.187,0.77787,1.17626,0.21824,/workspace/data/lf/curves/vi_curve_00951.csv,867.923,0.66210
952,731.282,0.64845,0.15215,0.40087,/workspace/data/lf/curves/vi_curve_00952.csv,734.637,0.67647
953,852.610,0.67172,0.41475,0.35017,/workspace/data/lf/curves/vi_curve_00953.csv,853.146,0.67755
954,762.353,0.82854,0.50720,0.36031,/workspace/data/lf/curves/vi_curve_00954.csv,760.097,0.67184
955,701.424,0.79781,0.12761,0.31365,/workspace/data/lf/curves/vi_curve_00955.csv,703.029,0.70872
956,793.217,0.83502,0.51542,0.30867,/workspace/data/lf/curves/vi_curve_00956.csv,793.915,0.66746
957,753.995,0.81163,1.13377,0.43544,/workspace/data/lf/curves/vi_curve_00957.csv,757.102,0.64440
958,741.435,0.62885,1.20571,0.36892,/workspace/data/lf/curves/vi_curve_00958.csv,740.974,0.60437
959,886.243,0.81402,0.34374,0.25555,/workspace/data/lf/curves/vi_curve_00959.csv,886.483,0.69036
960,773.264,0.67025,0.48654,0.26385,/workspace/data/lf/curves/vi_curve_00960.csv,777.188,0.67236
961,843.867,0.76751,0.34759,0.46125,/workspace/data/lf/curves/vi_curve_00961.csv,841.114,0.71804
962,765.453,0.88459,0.18398,0.43689,/workspace/data/lf/curves/vi_curve_00962.csv,765.987,0.65665
963,818.358,0.74034,0.32258,0.39183,/workspace/data/lf/curves/vi_curve_00963.csv,820.845,0.72425
964,759.978,0.67814,0.47727,0.31845,/workspace/data/lf/curves/vi_curve_00964.csv,764.087,0.67765
965,798.379,0.78149,0.24933,0.37728,/workspace/data/lf/curves/vi_curve_00965.csv,800.361,0.71555
966,738.019,0.77460,0.84505,0.43099,/workspace/data/lf/curves/vi_curve_00966.csv,739.090,0.68394
967,801.978,0.85222,0.28882,0.22820,/workspace/data/lf/curves/vi_curve_00967.csv,800.723,0.67074
968,840.177,0.85850,1.30442,0.27971,/workspace/data/lf/curves/vi_curve_00968.csv,842.933,0.60604
969,748.486,0.79739,0.53315,0.35461,/workspace/data/lf/curves/vi_curve_00969.csv,747.311,0.68898
970,712.875,0.60510,1.33045,0.32524,/workspace/data/lf/curves/vi_curve_00970.csv,714.769,0.58263
971,835.140,0.60108,1.40652,0.27636,/workspace/data/lf/curves/vi_curve_00971.csv,837.776,0.57566
972,871.755,0.68405,1.10885,0.42974,/workspace/data/lf/curves/vi_curve_00972.csv,874.639,0.64330
973,745.838,0.72502,1.18631,0.20927,/workspace/data/lf/curves/vi_curve_00973.csv,745.897,0.66324
974,814.622,0.66398,0.98960,0.38207,/workspace/data/lf/curves/vi_curve_00974.csv,813.952,0.63841
975,700.382,0.71939,0.69614,0.37226,/workspace/data/lf/curves/vi_curve_00975.csv,702.222,0.68927
976,762.667,0.84571,1.39408,0.38135,/workspace/data/lf/curves/vi_curve_00976.csv,762.711,0.60833
977,851.973,0.74340,1.14527,0.29314,/workspace/data/lf/curves/vi_curve_00977.csv,850.295,0.67672
978,771.152,0.75813,0.19899,0.34661,/workspace/data/lf/curves/vi_curve_00978.csv,767.992,0.73252
979,820.356,0.67294,1.26789,0.29534,/workspace/data/lf/curves/vi_curve_00979.csv,823.341,0.62709
980,759.689,0.79422,0.96668,0.25533,/workspace/data/lf/curves/vi_curve_00980.csv,764.400,0.66486
981,814.152,0.62540,0.16446,0.43813,/workspace/data/lf/curves/vi_curve_00981.csv,814.232,0.66264
982,757.164,0.60843,1.10843,0.30571,/workspace/data/lf/curves/vi_curve_00982.csv,759.044,0.59795
983,724.077,0.81100,0.84120,0.38014,/workspace/data/lf/curves/vi_curve_00983.csv,728.884,0.66233
984,759.967,0.86535,0.90158,0.37372,/workspace/data/lf/curves/vi_curve_00984.csv,762.361,0.62610
985,751.049,0.66235,0.81830,0.27280,/workspace/data/lf/curves/vi_curve_00985.csv,753.635,0.64771
986,717.368,0.89473,0.55779,0.44250,/workspace/data/lf/curves/vi_curve_00986.csv,721.191,0.62910
987,854.106,0.72108,0.26816,0.26801,/workspace/data/lf/curves/vi_curve_00987.csv,852.247,0.71596
988,876.021,0.82822,0.41251,0.48842,/workspace/data/lf/curves/vi_curve_00988.csv,877.616,0.67772
989,741.367,0.83037,1.37216,0.46276,/workspace/data/lf/curves/vi_curve_00989.csv,739.891,0.61885
990,702.272,0.74899,0.90967,0.48793,/workspace/data/lf/curves/vi_curve_00990.csv,707.096,0.69421
991,863.995,0.77831,0.31800,0.28356,/workspace/data/lf/curves/vi_curve_00991.csv,859.788,0.71333
992,790.474,0.81328,0.33729,0.37619,/workspace/data/lf/curves/vi_curve_00992.csv,789.613,0.69120
993,709.310,0.77370,1.40389,0.45895,/workspace/data/lf/curves/vi_curve_00993.csv,713.281,0.65095
994,783.123,0.63615,0.46806,0.26196,/workspace/data/lf/curves/vi_curve_00994.csv,782.985,0.65301
995,708.480,0.68555,0.22189,0.41795,/workspace/data/lf/curves/vi_curve_00995.csv,712.399,0.69742
996,862.609,0.70620,1.40016,0.43484,/workspace/data/lf/curves/vi_curve_00996.csv,866.992,0.63911
997,783.235,0.62048,1.35311,0.29455,/workspace/data/lf/curves/vi_curve_00997.csv,785.440,0.59050
998,827.503,0.81566,0.99723,0.45721,/workspace/data/lf/curves/vi_curve_00998.csv,829.523,0.65017
999,897.458,0.75051,0.62406,0.49000,/workspace/data/lf/curves/vi_curve_00999.csv,899.118,0.71165
1000,822.949,0.77271,0.76030,0.43091,/workspace/data/lf/curves/vi_curve_01000.csv,824.549,0.69016
1001,857.800,0.65161,0.27072,0.28944,/workspace/data/lf/curves/vi_curve_01001.csv,858.118,0.67412
1002,877.276,0.79515,0.38972,0.40812,/workspace/data/lf/curves/vi_curve_01002.csv,874.944,0.69893
1003,830.096,0.77901,1.07123,0.48098,/workspace/data/lf/curves/vi_curve_01003.csv,834.784,0.66772
1004,732.281,0.80698,1.35911,0.47676,/workspace/data/lf/curves/vi_curve_01004.csv,734.634,0.63366
1005,843.951,0.69789,0.77236,0.31129,/workspace/data/lf/curves/vi_curve_01005.csv,845.958,0.67179
1006,779.788,0.66309,1.23517,0.23074,/workspace/data/lf/curves/vi_curve_01006.csv,779.959,0.62315
1007,733.384,0.70225,0.54314,0.44628,/workspace/data/lf/curves/vi_curve_01007.csv,740.567,0.68816
1008,798.245,0.78440,0.77051,0.21291,/workspace/data/lf/curves/vi_curve_01008.csv,795.651,0.68253
1009,837.523,0.85557,1.00358,0.23907,/workspace/data/lf/curves/vi_curve_01009.csv,840.476,0.62584
1010,863.486,0.78819,0.26233,0.34183,/workspace/data/lf/curves/vi_curve_01010.csv,863.101,0.71075
1011,809.653,0.80855,0.85522,0.22589,/workspace/data/lf/curves/vi_curve_01011.csv,810.013,0.66296
1012,888.816,0.63817,1.49845,0.30782,/workspace/data/lf/curves/vi_curve_01012.csv,890.562,0.59239
1013,883.693,0.80774,0.93034,0.26422,/workspace/data/lf/curves/vi_curve_01013.csv,885.336,0.65893
1014,865.978,0.83411,0.20397,0.23981,/workspace/data/lf/curves/vi_curve_01014.csv,866.400,0.68670
1015,700.683,0.60017,0.69399,0.45610,/workspace/data/lf/curves/vi_curve_01015.csv,702.067,0.61786
1016,851.120,0.76835,0.65477,0.37258,/workspace/data/lf/curves/vi_curve_01016.csv,852.913,0.69910
1017,780.784,0.88095,0.56418,0.22388,/workspace/data/lf/curves/vi_curve_01017.csv,782.136,0.63698
1018,835.666,0.85557,0.57108,0.26956,/workspace/data/lf/curves/vi_curve_01018.csv,838.591,0.65180
1019,825.250,0.80326,0.62184,0.25852,/workspace/data/lf/curves/vi_curve_01019.csv,825.198,0.68013
1020,880.859,0.87113,1.02259,0.40416,/workspace/data/lf/curves/vi_curve_01020.csv,883.476,0.61537
1021,871.473,0.80878,0.86938,0.23259,/workspace/data/lf/curves/vi_curve_01021.csv,873.103,0.66197
1022,788.612,0.71317,1.18859,0.38132,/workspace/data/lf/curves/vi_curve_01022.csv,791.611,0.65599
1023,802.656,0.79981,0.77464,0.43164,/workspace/data/lf/curves/vi_curve_01023.csv,803.043,0.67304
1024,811.880,0.63257,0.85712,0.26708,/workspace/data/lf/curves/vi_curve_01024.csv,814.720,0.62752
1025,776.995,0.77228,0.87786,0.25377,/workspace/data/lf/curves/vi_curve_01025.csv,779.450,0.68336
1026,830.232,0.75918,0.21786,0.41489,/workspace/data/lf/curves/vi_curve_01026.csv,826.808,0.73082
1027,748.014,0.88518,1.34185,0.21929,/workspace/data/lf/curves/vi_curve_01027.csv,750.401,0.58778
1028,853.706,0.82193,0.53571,0.49986,/workspace/data/lf/curves/vi_curve_01028.csv,855.243,0.67410
1029,767.599,0.77177,1.05113,0.43611,/workspace/data/lf/curves/vi_curve_01029.csv,769.810,0.67327
1030,862.326,0.77992,0.66765,0.42666,/workspace/data/lf/curves/vi_curve_01030.csv,864.856,0.69139
1031,778.159,0.68498,1.47115,0.36899,/workspace/data/lf/curves/vi_curve_01031.csv,783.073,0.62212
1032,713.362,0.85987,1.23377,0.43085,/workspace/data/lf/curves/vi_curve_01032.csv,716.287,0.60945
1033,826.177,0.70658,0.85602,0.29393,/workspace/data/lf/curves/vi_curve_01033.csv,824.779,0.67199
1034,807.712,0.89220,1.24292,0.39180,/workspace/data/lf/curves/vi_curve_01034.csv,808.202,0.58950
1035,885.102,0.65615,1.02691,0.20651,/workspace/data/lf/curves/vi_curve_01035.csv,885.145,0.63148
1036,836.306,0.82415,1.00221,0.43361,/workspace/data/lf/curves/vi_curve_01036.csv,835.712,0.64478
1037,838.215,0.62567,0.66292,0.36984,/workspace/data/lf/curves/vi_curve_01037.csv,836.383,0.63502
1038,865.155,0.89169,1.22291,0.33470,/workspace/data/lf/curves/vi_curve_01038.csv,866.923,0.59101
1039,897.037,0.60362,0.20510,0.30992,/workspace/data/lf/curves/vi_curve_01039.csv,900.501,0.64927
1040,866.246,0.60101,1.45754,0.22586,/workspace/data/lf/curves/vi_curve_01040.csv,866.889,0.57255
1041,885.715,0.84449,1.14949,0.47968,/workspace/data/lf/curves/vi_curve_01041.csv,887.424,0.62374
1042,775.288,0.74466,0.75438,0.31808,/workspace/data/lf/curves/vi_curve_01042.csv,772.114,0.70093
1043,711.874,0.64287,0.20826,0.39340,/workspace/data/lf/curves/vi_curve_01043.csv,712.221,0.67263
1044,817.791,0.64329,1.14431,0.38388,/workspace/data/lf/curves/vi_curve_01044.csv,817.486,0.61672
1045,717.612,0.67830,1.40015,0.21176,/workspace/data/lf/curves/vi_curve_01045.csv,718.173,0.62237
1046,763.650,0.86269,1.12802,0.46339,/workspace/data/lf/curves/vi_curve_01046.csv,765.333,0.61410
1047,734.974,0.89127,1.12587,0.38188,/workspace/data/lf/curves/vi_curve_01047.csv,741.039,0.59709
1048,841.613,0.72023,0.35799,0.37008,/workspace/data/lf/curves/vi_curve_01048.csv,840.423,0.71006
1049,779.979,0.74275,0.59009,0.48990,/workspace/data/lf/curves/vi_curve_01049.csv,782.526,0.70965
1050,708.670,0.86258,1.35603,0.42318,/workspace/data/lf/curves/vi_curve_01050.csv,711.823,0.60049
1051,736.447,0.83727,0.91123,0.25575,/workspace/data/lf/curves/vi_curve_01051.csv,742.955,0.64236
1052,761.468,0.87234,1.05656,0.38909,/workspace/data/lf/curves/vi_curve_01052.csv,766.639,0.61261
1053,876.520,0.85237,1.47292,0.37650,/workspace/data/lf/curves/vi_curve_01053.csv,881.505,0.59960
1054,779.739,0.67620,0.23830,0.20110,/workspace/data/lf/curves/vi_curve_01054.csv,783.882,0.69082
1055,894.727,0.85461,0.21828,0.40447,/workspace/data/lf/curves/vi_curve_01055.csv,892.001,0.67353
1056,815.990,0.67843,1.29536,0.47759,/workspace/data/lf/curves/vi_curve_01056.csv,816.372,0.62873
1057,775.166,0.65702,1.08458,0.26748,/workspace/data/lf/curves/vi_curve_01057.csv,773.510,0.62854
1058,787.008,0.73903,0.95549,0.37617,/workspace/data/lf/curves/vi_curve_01058.csv,789.761,0.68549
1059,772.707,0.72122,1.26543,0.44767,/workspace/data/lf/curves/vi_curve_01059.csv,771.634,0.65621
1060,792.676,0.81984,1.07474,0.29275,/workspace/data/lf/curves/vi_curve_01060.csv,795.508,0.64301
1061,727.792,0.86808,1.19351,0.33240,/workspace/data/lf/curves/vi_curve_01061.csv,731.110,0.60694
1062,888.261,0.84436,1.12377,0.43433,/workspace/data/lf/curves/vi_curve_01062.csv,889.334,0.62536
1063,729.384,0.72146,1.31177,0.42084,/workspace/data/lf/curves/vi_curve_01063.csv,735.487,0.65357
1064,820.585,0.75058,1.03068,0.44323,/workspace/data/lf/curves/vi_curve_01064.csv,824.254,0.68721
1065,703.906,0.63727,0.13889,0.22741,/workspace/data/lf/curves/vi_curve_01065.csv,702.230,0.66976
1066,818.592,0.71739,1.42353,0.43909,/workspace/data/lf/curves/vi_curve_01066.csv,822.432,0.64442
1067,804.947,0.61876,0.23113,0.45540,/workspace/data/lf/curves/vi_curve_01067.csv,805.647,0.65679
1068,824.927,0.75618,1.02906,0.44413,/workspace/data/lf/curves/vi_curve_01068.csv,825.542,0.68395
1069,770.930,0.87894,1.11883,0.24763,/workspace/data/lf/curves/vi_curve_01069.csv,774.310,0.60491
1070,800.454,0.71662,0.31029,0.39502,/workspace/data/lf/curves/vi_curve_01070.csv,800.538,0.71076
1071,719.984,0.67877,0.14275,0.28757,/workspace/data/lf/curves/vi_curve_01071.csv,721.138,0.69466
1072,791.924,0.63102,0.74877,0.40288,/workspace/data/lf/curves/vi_curve_01072.csv,792.669,0.63309
1073,854.651,0.85051,0.48001,0.49190,/workspace/data/lf/curves/vi_curve_01073.csv,853.373,0.66030
1074,897.158,0.73473,1.28018,0.20431,/workspace/data/lf/curves/vi_curve_01074.csv,900.740,0.66343
1075,874.536,0.60908,0.21428,0.40715,/workspace/data/lf/curves/vi_curve_01075.csv,874.232,0.65199
1076,771.374,0.89195,0.20459,0.35614,/workspace/data/lf/curves/vi_curve_01076.csv,772.242,0.65195
1077,829.342,0.78985,0.28901,0.47551,/workspace/data/lf/curves/vi_curve_01077.csv,833.961,0.70815
1078,710.334,0.83448,0.47718,0.35925,/workspace/data/lf/curves/vi_curve_01078.csv,713.422,0.67008
1079,741.641,0.84293,0.58594,0.21832,/workspace/data/lf/curves/vi_curve_01079.csv,745.982,0.65848
1080,823.347,0.87908,0.68496,0.21333,/workspace/data/lf/curves/vi_curve_01080.csv,825.954,0.63086
1081,835.056,0.66616,0.45355,0.47220,/workspace/data/lf/curves/vi_curve_01081.csv,835.772,0.67188
1082,833.879,0.63667,0.24693,0.33915,/workspace/data/lf/curves/vi_curve_01082.csv,831.490,0.66658
1083,809.954,0.89233,1.21577,0.46405,/workspace/data/lf/curves/vi_curve_01083.csv,812.565,0.59106
1084,827.097,0.60282,0.94786,0.49910,/workspace/data/lf/curves/vi_curve_01084.csv,830.514,0.60422
1085,853.835,0.83885,1.27543,0.27792,/workspace/data/lf/curves/vi_curve_01085.csv,854.916,0.61956
1086,760.288,0.68962,0.99098,0.46295,/workspace/data/lf/curves/vi_curve_01086.csv,764.594,0.65371
1087,719.835,0.87431,1.47437,0.23765,/workspace/data/lf/curves/vi_curve_01087.csv,723.510,0.58635
1088,743.036,0.72940,0.36744,0.20442,/workspace/data/lf/curves/vi_curve_01088.csv,745.283,0.71499
1089,756.273,0.76581,1.46677,0.24693,/workspace/data/lf/curves/vi_curve_01089.csv,759.872,0.65191
1090,760.758,0.67810,1.16245,0.49196,/workspace/data/lf/curves/vi_curve_01090.csv,761.895,0.63651
1091,763.765,0.77998,0.96186,0.27969,/workspace/data/lf/curves/vi_curve_01091.csv,765.962,0.67370
1092,845.109,0.77285,0.22030,0.22653,/workspace/data/lf/curves/vi_curve_01092.csv,843.901,0.72247
1093,894.420,0.71900,1.17051,0.39724,/workspace/data/lf/curves/vi_curve_01093.csv,898.349,0.66057
1094,830.954,0.67526,0.54670,0.32112,/workspace/data/lf/curves/vi_curve_01094.csv,832.083,0.67175
1095,747.008,0.82368,0.77765,0.43793,/workspace/data/lf/curves/vi_curve_01095.csv,748.652,0.65854
1096,790.528,0.80839,1.23704,0.23893,/workspace/data/lf/curves/vi_curve_01096.csv,792.436,0.64014
1097,832.496,0.69201,0.29068,0.46828,/workspace/data/lf/curves/vi_curve_01097.csv,832.890,0.69716
1098,761.781,0.77052,0.24513,0.31668,/workspace/data/lf/curves/vi_curve_01098.csv,763.675,0.72238
1099,755.721,0.70850,0.28484,0.34875,/workspace/data/lf/curves/vi_curve_01099.csv,754.320,0.70741
1100,791.983,0.80652,0.51792,0.37161,/workspace/data/lf/curves/vi_curve_01100.csv,792.440,0.68441
1101,800.099,0.60812,1.44746,0.30198,/workspace/data/lf/curves/vi_curve_01101.csv,800.434,0.57742
1102,817.479,0.62770,0.61734,0.23474,/workspace/data/lf/curves/vi_curve_01102.csv,816.667,0.63898
1103,874.423,0.71468,0.99077,0.20600,/workspace/data/lf/curves/vi_curve_01103.csv,872.549,0.66876
1104,828.070,0.80549,0.10565,0.41216,/workspace/data/lf/curves/vi_curve_01104.csv,828.328,0.70410
