respondent_id,ATT1,ATT2,ATT3,SN1,SN2,PBC1,PBC2,PBC3,INT1,INT2,SEV1,SEV2,VULN1,VULN2,SE1,SE2,SE3,RE1,RE2,RE3,PB1,PB2
300,6,2,5,3,5,5,4,3,7,7,7,5,7,2,5,3,6,7,7,7,4,1
301,1,2,1,5,6,1,1,2,1,1,1,2,2,2,5,5,3,5,4,4,1,1
302,2,5,6,3,3,5,2,4,4,3,1,1,2,2,2,5,2,5,4,6,4,5
303,7,5,7,4,4,5,6,6,7,6,2,3,2,3,4,5,1,6,7,3,5,5
304,2,3,4,6,7,4,2,4,1,5,1,1,5,2,2,2,1,4,3,1,6,2
305,1,4,1,5,7,5,2,5,7,6,5,1,1,2,3,2,5,4,6,5,6,3
306,2,3,4,1,2,3,6,6,3,6,6,2,2,6,7,7,4,7,7,7,5,5
307,6,7,7,4,4,6,5,7,5,4,4,2,7,6,5,2,1,2,5,3,6,3
308,6,7,7,4,1,7,6,7,7,7,6,4,5,2,2,5,5,7,7,7,6,7
309,2,3,5,1,6,3,4,6,4,5,3,3,3,6,4,5,5,5,6,4,5,1
310,7,7,7,1,1,3,6,7,5,6,6,7,2,1,7,6,4,7,7,6,4,3
311,5,5,1,1,4,2,1,3,4,5,1,5,3,5,3,4,7,3,5,4,3,5
312,6,4,4,5,6,3,3,5,5,6,1,2,6,4,4,3,7,3,4,5,5,6
313,2,4,4,5,6,3,3,1,7,7,6,5,1,4,7,7,7,7,7,7,7,5
314,2,1,1,1,1,3,4,1,1,1,6,1,1,3,2,4,5,1,3,1,5,4
315,6,7,6,5,7,4,5,4,5,2,1,1,1,1,2,1,3,5,3,2,4,1
316,4,3,5,1,1,3,4,5,1,4,5,4,1,6,2,4,2,7,2,3,2,1
317,1,1,2,5,6,7,4,3,2,6,2,2,1,3,4,5,4,4,3,5,5,4
318,4,6,1,2,2,5,5,5,4,5,1,2,5,7,6,3,3,4,2,3,4,7
319,1,1,1,2,3,5,2,4,2,3,5,4,5,6,2,1,5,2,3,5,6,4
320,7,7,6,7,5,4,7,7,7,6,3,1,3,2,7,7,7,4,3,2,2,2
321,1,2,1,1,2,5,3,2,4,2,1,1,5,4,7,5,3,6,6,7,5,4
322,5,3,4,6,4,7,7,7,6,5,1,2,2,2,2,4,4,6,2,5,2,6
323,3,2,2,5,3,3,4,5,2,5,3,5,3,1,7,6,5,1,3,2,4,5
324,3,2,2,1,1,6,4,3,3,2,3,3,3,1,3,5,3,7,6,7,2,7
325,6,7,7,7,6,7,7,7,6,4,6,5,6,7,2,2,5,5,7,7,4,6
326,5,2,4,2,6,1,2,7,2,3,1,1,4,6,3,4,6,1,2,1,3,1
327,7,2,2,3,5,5,2,2,2,1,2,4,5,2,1,1,1,3,1,3,1,2
328,4,1,2,7,5,1,1,1,4,2,5,1,7,7,2,1,1,1,2,1,2,3
329,7,6,6,6,7,6,7,7,5,6,6,6,1,2,7,7,7,6,2,2,4,7
330,1,1,2,2,4,3,1,3,1,2,5,5,7,5,7,6,4,3,6,6,1,4
331,7,7,5,6,6,5,7,5,4,4,3,6,3,2,6,4,3,3,6,5,3,6
332,2,3,3,2,2,4,4,4,4,4,6,6,5,6,1,1,3,5,3,7,5,7
333,6,7,7,4,1,2,1,1,2,4,3,5,5,6,3,5,2,2,2,3,6,3
334,6,6,6,7,3,4,4,7,4,3,2,6,5,6,7,6,3,2,2,1,6,6
335,1,1,1,5,3,3,4,5,4,4,2,2,4,4,5,1,1,1,4,2,7,5
336,5,5,5,4,5,7,7,6,7,7,6,7,5,7,7,7,7,6,5,7,7,7
337,7,6,7,2,4,5,6,5,7,7,4,1,4,5,7,3,7,3,2,3,4,6
338,7,7,7,4,1,7,5,5,6,7,1,1,2,3,5,5,2,7,7,4,5,5
339,5,5,3,3,3,3,6,6,2,2,6,5,1,2,7,3,7,2,3,2,4,5
340,4,4,4,7,7,7,6,5,6,5,6,7,1,2,4,7,4,6,6,3,2,7
341,4,7,5,3,7,2,3,1,7,6,4,4,7,6,6,6,7,3,6,6,5,7
342,7,7,4,5,4,7,7,7,7,5,7,3,3,3,3,3,4,7,7,3,6,1
343,3,2,5,3,3,1,4,4,2,4,6,7,3,4,3,5,7,6,7,6,4,3
344,7,5,7,5,7,2,4,7,6,7,3,5,1,1,3,6,6,6,6,6,5,2
345,2,4,1,3,2,1,2,5,2,3,1,4,3,3,2,1,1,2,1,1,3,5
346,6,6,5,7,5,7,7,7,7,7,7,1,3,7,6,7,5,5,7,7,6,2
347,2,2,1,1,3,1,4,4,1,1,5,1,3,1,4,4,5,3,5,2,6,4
348,3,1,1,3,1,1,2,3,1,3,7,5,1,5,2,1,2,4,5,2,1,1
349,1,4,6,5,4,3,2,6,4,2,6,6,2,3,6,5,3,1,3,2,4,5
350,2,5,3,6,4,5,6,4,6,6,5,3,4,3,2,2,4,3,1,3,1,4
351,7,4,6,4,1,7,7,6,7,7,6,2,4,6,7,7,7,7,6,6,5,6
352,6,6,3,5,5,7,5,6,7,5,5,7,6,5,6,2,6,6,4,7,3,6
353,6,2,1,5,6,4,7,5,1,4,2,5,1,2,1,5,2,3,4,2,2,4
354,1,1,1,6,4,3,2,4,2,1,3,1,1,1,1,1,1,1,1,4,4,1
355,4,7,4,5,6,6,5,5,4,3,4,1,3,2,2,4,4,4,2,3,5,6
356,5,6,6,4,5,3,3,4,3,3,7,6,7,7,1,1,5,3,4,4,2,1
357,2,2,2,2,5,4,4,6,7,7,7,5,4,3,7,4,7,3,2,6,5,7
358,6,5,6,4,7,1,1,1,5,6,6,7,4,3,5,4,7,3,2,6,6,7
359,6,3,4,2,2,2,3,2,1,3,6,7,7,7,5,4,7,7,7,6,6,2
360,2,3,5,2,5,2,5,2,2,6,1,2,2,3,6,1,3,4,4,7,5,6
361,2,4,6,2,6,1,1,1,3,7,5,5,7,3,1,1,1,5,4,3,4,2
362,7,7,7,7,7,6,3,2,3,4,6,7,7,7,1,2,1,5,6,5,2,1
363,7,7,7,7,7,4,4,5,6,6,2,3,2,5,1,7,2,5,7,7,7,7
364,3,4,4,7,7,2,4,3,2,1,1,3,4,1,4,2,5,5,6,4,5,2
365,3,7,6,5,5,1,3,1,7,6,7,7,7,2,6,5,4,3,2,1,4,6
366,7,2,2,4,2,2,6,4,5,5,3,3,6,3,7,6,7,7,6,5,7,5
367,5,6,5,5,2,6,4,7,4,3,7,4,7,7,7,7,6,6,3,6,7,6
368,5,4,3,7,7,5,4,6,6,7,2,1,2,6,7,5,2,1,4,2,5,5
369,7,7,6,5,6,5,4,2,5,6,4,3,1,6,3,1,2,4,1,1,4,6
370,1,4,1,6,3,1,1,2,1,1,3,6,6,2,5,3,1,2,1,2,2,2
371,4,4,4,2,1,5,6,3,4,4,7,6,4,5,6,4,6,5,4,3,4,5
372,1,3,1,1,2,2,2,5,1,1,6,7,3,5,2,1,1,3,5,2,7,3
373,4,1,2,6,6,2,1,1,3,1,5,1,3,1,5,6,6,5,5,4,6,3
374,6,6,5,6,6,2,5,3,6,5,1,1,5,5,7,7,6,4,6,5,1,3
375,7,6,7,5,5,4,6,7,7,7,5,6,6,2,6,5,6,7,7,7,7,7
376,2,3,5,3,5,6,7,6,3,5,5,3,6,7,2,4,5,7,7,6,3,7
377,1,4,3,7,7,7,7,7,3,6,4,5,6,6,5,7,7,6,6,3,5,6
378,5,3,3,3,5,1,1,2,1,1,7,6,7,6,3,7,3,2,5,3,3,2
379,2,3,5,1,6,1,2,5,1,2,5,3,5,2,6,4,4,1,5,5,1,2
380,1,4,7,7,7,4,4,4,5,3,4,3,4,6,4,5,1,4,2,4,4,2
381,1,1,1,4,3,2,2,1,3,2,1,5,5,4,2,2,1,2,6,4,1,2
382,4,7,6,4,1,6,7,6,7,6,2,2,3,3,7,4,4,7,6,7,7,7
383,7,7,4,7,7,7,6,7,7,7,3,4,5,7,4,6,5,5,7,6,6,6
384,7,3,7,6,4,4,7,2,7,4,3,6,2,3,1,2,1,3,2,6,5,6
385,4,3,5,6,1,3,4,5,1,3,6,7,3,7,4,4,3,4,2,1,4,6
386,4,4,6,6,7,7,7,6,7,7,3,5,1,6,7,6,7,5,7,5,6,2
387,2,1,1,1,4,2,1,1,1,1,2,3,3,2,2,1,2,2,1,1,3,2
388,3,3,2,5,2,1,4,2,4,4,7,3,6,7,5,3,1,5,7,3,7,6
389,6,5,7,1,4,7,4,7,7,7,5,7,7,7,7,7,5,6,7,5,7,6
390,1,3,4,1,2,3,4,3,3,5,6,5,5,2,4,1,1,4,4,2,1,2
391,7,6,5,4,3,3,1,1,5,4,6,5,4,6,3,6,7,7,7,6,6,6
392,1,1,1,1,1,3,2,1,1,1,4,6,3,5,6,4,2,5,2,1,1,1
393,2,2,3,6,4,7,7,6,7,4,6,6,5,5,3,6,6,1,1,1,5,5
394,2,3,1,2,6,3,3,3,1,1,4,1,6,4,2,2,2,1,3,1,5,4
395,7,7,6,4,6,7,7,6,5,6,5,7,5,5,7,6,5,7,6,6,3,5
396,5,7,3,6,5,7,3,7,7,5,6,3,6,3,7,6,2,2,2,5,4,5
397,2,3,1,5,2,4,6,6,1,3,1,4,3,2,2,3,1,4,2,1,5,7
398,4,4,4,3,7,5,4,6,5,6,2,1,7,5,5,5,4,3,6,5,6,4
399,4,3,3,7,7,2,1,1,1,2,5,3,5,5,4,4,6,4,5,4,2,7
400,3,3,3,4,6,3,4,3,6,2,5,5,5,4,5,2,5,2,2,2,6,4
401,3,2,2,1,1,1,1,1,1,1,5,1,6,3,1,1,1,1,1,2,2,1
402,6,6,7,3,7,6,6,6,5,3,1,5,3,2,5,4,2,2,3,3,3,6
403,3,3,6,3,1,4,3,3,2,3,1,1,2,2,6,2,5,2,5,2,4,1
404,5,2,2,2,1,3,2,7,1,3,2,1,2,2,4,3,3,1,2,1,4,3
405,4,2,3,2,6,2,5,1,6,6,7,7,2,2,4,4,5,4,5,2,7,5
406,5,3,2,2,3,5,7,7,7,5,2,5,4,1,6,7,5,7,7,5,7,7
407,6,6,4,2,4,6,4,5,5,4,1,1,3,3,5,6,7,1,1,1,7,7
408,4,2,3,3,5,2,2,4,4,5,7,7,1,5,3,2,2,1,2,2,7,6
409,7,7,7,7,5,6,5,7,5,7,2,7,6,7,6,4,7,6,7,7,2,1
410,2,3,1,6,5,1,1,3,5,3,1,1,1,2,4,3,2,4,6,6,6,5
411,3,4,1,4,1,5,5,3,4,3,3,3,2,2,3,7,7,6,4,4,4,2
412,2,3,5,6,1,5,6,3,3,3,2,2,3,1,3,4,2,5,1,2,4,4
413,6,6,7,3,5,4,5,3,6,7,7,7,6,7,6,5,4,7,5,6,1,2
414,4,7,4,6,7,7,4,4,5,4,6,7,3,4,3,2,3,4,6,7,5,7
415,6,3,6,2,6,6,7,4,6,7,5,3,5,4,7,4,5,6,7,7,7,7
416,5,4,3,5,3,2,4,4,3,5,3,3,1,3,5,6,5,2,5,4,5,6
417,7,7,7,2,1,3,6,2,7,6,6,7,3,2,2,3,5,6,7,1,7,6
418,2,2,1,2,6,2,3,6,3,2,3,1,4,7,3,6,4,3,4,1,2,1
419,2,3,4,5,7,3,3,2,5,4,2,4,6,3,4,5,7,4,4,3,4,6
420,2,2,4,2,2,6,6,5,3,4,7,7,5,7,4,4,6,4,5,5,3,1
421,5,3,5,3,5,7,7,7,6,7,1,6,5,4,2,6,4,5,4,5,6,5
422,4,7,7,3,6,7,7,5,7,6,3,3,6,5,6,7,5,6,3,5,6,7
423,5,7,3,6,7,6,6,4,7,7,7,6,6,7,4,4,2,7,5,3,7,2
424,6,3,3,4,7,7,4,5,6,5,3,4,7,7,3,2,5,4,2,5,6,5
425,7,7,7,3,6,4,4,2,4,6,2,3,1,1,1,1,2,4,2,2,6,4
426,7,7,6,6,2,4,3,1,3,4,5,3,5,6,3,2,4,4,4,7,3,2
427,3,5,4,2,4,7,5,7,5,4,7,4,3,1,3,7,6,6,5,7,6,5
428,1,1,1,1,1,4,4,2,1,2,4,7,5,5,2,3,2,3,2,1,1,1
429,4,6,2,2,4,2,5,4,7,5,4,5,7,5,4,2,5,3,4,6,3,2
430,1,1,2,5,3,5,1,2,3,2,3,6,4,5,5,3,5,6,3,3,5,3
431,7,3,4,4,2,7,6,5,3,3,5,6,3,4,5,5,5,5,1,4,3,3
432,2,7,7,3,7,3,5,2,6,5,6,1,7,6,7,7,7,4,4,4,5,1
433,4,7,5,5,6,7,7,7,7,4,1,6,2,2,3,5,5,7,7,5,2,4
434,6,7,5,3,7,7,7,7,6,4,2,1,2,3,4,3,5,1,4,2,5,5
435,1,2,2,6,3,5,7,2,2,4,6,6,7,6,2,2,1,3,3,4,5,1
436,4,4,6,5,5,4,6,3,3,6,5,2,7,5,3,4,5,6,6,6,5,5
437,4,3,7,1,1,5,1,2,2,3,3,4,5,7,5,1,1,5,4,2,6,3
438,4,6,2,2,6,5,6,6,7,7,4,4,1,2,3,2,6,6,7,7,3,4
439,2,3,1,1,1,3,3,1,1,2,3,5,1,1,2,4,7,2,2,2,5,5
440,6,5,5,7,5,3,4,3,2,1,2,1,6,2,2,2,1,6,4,2,5,3
441,5,7,4,7,6,3,5,3,4,7,6,5,5,6,3,3,5,2,6,7,5,6
442,1,3,2,5,7,1,1,1,1,2,6,7,4,6,1,1,3,1,1,4,3,7
443,5,6,5,7,6,6,5,5,6,5,6,2,6,6,7,7,5,7,3,7,2,6
444,6,4,4,1,6,4,5,5,3,5,7,7,6,6,7,4,4,7,7,4,1,1
445,1,1,3,7,3,2,3,2,2,2,3,3,5,6,2,4,2,1,2,1,5,1
446,3,4,3,3,1,5,4,5,2,2,7,3,7,7,5,4,5,6,4,5,7,6
447,5,5,6,3,7,5,5,4,6,6,5,1,3,3,2,2,6,1,1,2,2,5
448,6,4,6,6,6,5,4,3,4,3,1,1,4,3,1,6,4,1,5,5,2,4
449,5,7,3,6,7,7,7,5,7,6,3,4,6,6,4,4,4,7,6,5,4,2
450,1,1,2,1,1,7,4,5,2,2,7,7,6,7,5,4,6,5,5,6,2,2
451,6,3,7,1,2,6,6,4,6,6,2,1,6,7,6,4,3,3,2,5,4,6
452,3,3,1,2,6,1,1,5,2,2,4,1,5,4,1,1,2,4,2,5,2,2
453,2,1,1,2,2,2,2,2,2,1,2,6,6,5,1,2,1,1,1,1,4,1
454,2,1,5,1,1,5,6,7,2,4,4,2,3,4,6,2,1,3,4,3,4,3
455,6,6,7,5,6,4,6,2,7,5,2,3,7,3,6,2,6,6,7,5,6,3
456,2,2,2,5,4,3,2,6,3,6,1,3,6,6,3,6,6,6,4,1,2,3
457,3,5,6,4,1,1,5,4,1,1,5,4,1,2,1,3,1,3,1,1,2,3
458,3,3,6,7,3,6,3,7,6,5,6,7,6,7,5,6,5,5,5,5,5,7
459,5,2,3,4,6,1,1,2,2,2,5,1,1,1,2,7,5,3,1,2,4,3
460,5,5,5,3,2,7,6,3,4,5,1,2,7,6,5,1,2,1,1,3,5,3
461,3,2,3,3,5,5,5,2,6,6,4,4,2,6,6,3,3,6,7,6,6,7
462,7,5,6,4,7,4,5,4,6,2,7,7,5,7,5,2,6,4,5,5,1,4
463,7,6,7,7,5,3,4,4,2,1,1,1,3,1,4,2,5,4,5,4,1,4
464,2,1,5,5,6,6,7,6,7,5,2,1,7,6,7,7,7,2,4,3,6,6
465,5,7,4,2,6,2,1,5,1,2,5,4,4,2,2,2,5,4,2,4,1,1
466,1,3,2,3,1,3,4,5,3,6,3,1,5,5,4,1,4,3,2,1,1,1
467,1,1,1,6,2,1,5,5,4,6,4,4,3,2,6,4,7,7,5,1,5,3
468,6,3,7,3,1,4,5,6,3,1,6,6,3,2,7,7,7,7,6,6,6,2
469,1,1,2,4,1,1,2,2,1,2,5,5,6,5,1,5,5,6,7,5,3,3
470,7,4,2,1,1,5,4,5,6,6,5,5,3,5,5,5,2,7,6,3,4,3
471,5,5,4,5,3,2,1,1,2,5,6,1,6,6,1,2,1,6,5,6,5,3
472,7,5,4,5,3,6,3,6,5,7,3,6,6,5,5,4,7,4,5,2,7,5
473,1,3,1,1,2,1,2,1,1,1,3,4,5,3,3,4,6,2,1,1,4,5
474,3,4,3,1,4,5,3,6,2,1,6,7,3,2,3,2,1,5,4,5,3,3
475,3,1,3,5,5,1,1,3,6,5,3,6,4,4,2,4,3,4,5,6,3,6
476,3,5,1,5,5,6,7,3,5,6,7,7,4,4,3,5,6,7,6,4,2,7
477,3,5,5,1,2,3,2,2,2,3,4,1,1,6,4,3,4,1,2,3,4,2
478,5,4,3,3,3,2,3,2,5,2,5,2,7,4,3,4,7,1,1,1,2,3
479,7,4,6,5,2,2,5,1,4,5,3,5,7,5,4,6,5,7,5,6,4,6
480,5,4,2,1,4,3,5,6,5,3,4,7,3,3,4,4,5,3,6,5,7,3
481,5,7,2,3,1,5,5,6,2,4,5,4,3,2,6,7,5,7,5,4,2,1
482,7,3,7,7,7,7,7,7,7,7,1,4,5,1,7,7,7,6,7,7,5,7
483,5,2,4,3,1,1,1,4,1,2,3,4,2,2,2,4,2,4,7,4,3,3
484,2,4,5,1,1,2,5,3,2,2,7,7,3,3,1,1,3,3,3,1,2,2
485,1,2,1,1,1,2,2,1,1,2,7,7,7,7,5,2,2,1,1,3,2,2
486,7,6,6,4,3,2,6,5,4,5,4,5,2,6,7,5,5,2,6,4,3,2
487,3,1,6,4,5,5,5,2,6,3,5,4,7,5,5,1,4,2,2,7,2,2
488,6,2,6,3,1,1,2,6,3,4,5,5,2,1,6,1,2,3,2,2,1,3
489,7,7,7,5,6,2,3,1,5,5,4,5,6,3,3,5,3,3,3,6,7,5
490,4,6,4,3,6,7,6,4,7,5,6,2,3,5,7,4,6,1,5,7,2,5
491,3,5,4,1,2,4,5,1,3,1,1,2,7,6,2,7,5,6,5,3,2,1
492,7,4,7,7,6,6,5,7,6,7,3,6,7,6,5,3,7,7,7,7,4,4
493,1,1,1,6,7,5,4,4,3,2,5,6,3,3,7,7,6,7,6,7,5,5
494,1,1,1,4,2,1,4,1,1,1,4,3,2,1,2,5,3,2,1,3,2,4
495,2,3,1,6,3,5,7,7,7,6,3,4,5,6,6,6,7,5,7,4,7,7
496,3,1,2,1,3,2,1,6,1,1,6,6,4,2,2,2,1,2,4,1,1,1
497,1,1,1,2,2,2,1,1,1,1,2,3,2,6,4,2,1,1,1,2,4,2
498,3,5,3,1,4,7,7,6,7,7,1,1,1,1,2,5,4,3,3,7,2,6
499,5,5,4,3,2,7,6,7,4,6,2,4,5,6,3,1,4,1,4,4,2,4
500,4,5,3,2,3,5,4,6,6,5,2,6,5,4,3,3,2,4,2,1,3,1
501,7,7,7,2,4,3,1,4,5,5,6,6,4,2,1,1,3,4,6,6,2,1
502,7,6,7,5,6,7,7,7,7,7,6,2,7,7,5,7,6,4,4,3,6,7
503,4,2,3,7,7,5,6,2,2,4,6,4,7,6,1,2,1,6,3,3,1,5
504,2,5,3,2,1,6,3,5,3,6,1,7,7,3,2,2,3,1,1,1,3,7
505,7,5,6,7,7,3,4,7,7,7,7,7,4,5,6,3,5,6,6,7,6,7
506,2,2,2,1,1,1,1,1,2,3,1,4,5,5,1,2,2,7,7,7,6,2
507,3,6,7,4,2,6,6,3,4,2,4,7,7,5,1,3,3,6,2,4,2,4
508,3,4,5,2,2,2,2,4,5,5,3,4,2,4,1,1,1,3,6,4,2,2
509,2,1,1,7,2,2,3,1,4,1,6,1,4,5,4,1,4,1,2,2,4,6
510,4,6,7,2,4,1,1,2,6,3,6,6,5,6,5,5,4,4,5,5,4,2
511,2,1,3,4,2,3,6,1,3,2,5,4,5,2,1,2,2,1,2,3,7,3
512,4,4,2,4,7,4,2,1,4,4,2,7,1,3,1,5,3,5,6,2,6,6
513,7,7,6,5,7,1,2,1,2,6,6,6,7,6,6,6,6,6,5,7,5,5
514,1,1,1,2,3,2,5,3,3,4,1,1,3,7,6,2,4,5,4,6,2,5
515,3,1,7,6,4,6,7,7,7,5,5,7,4,5,4,6,5,5,6,7,6,5
516,5,5,5,1,1,1,3,4,7,5,5,3,3,1,2,2,4,5,3,4,7,4
517,3,2,2,7,7,3,2,2,3,2,1,1,2,2,4,3,1,4,6,3,5,3
518,5,5,5,5,4,3,5,4,4,3,6,4,5,5,5,3,3,4,6,7,4,7
519,4,2,3,3,1,1,1,3,3,1,3,7,5,6,3,2,2,2,1,2,3,2
520,5,2,1,7,7,5,5,5,5,2,3,2,4,3,4,2,4,2,1,1,1,3
521,1,3,3,3,2,2,3,1,2,3,4,6,6,6,3,2,2,6,1,5,3,4
522,7,7,7,2,2,2,1,2,3,4,2,3,2,2,2,2,2,7,6,5,7,1
523,4,3,3,1,1,3,5,4,2,1,7,6,5,7,5,6,2,2,1,2,3,1
524,3,4,2,3,3,4,6,6,4,3,7,6,6,7,6,6,7,1,3,2,7,5
525,7,6,2,3,3,5,5,6,5,4,5,5,3,4,7,4,7,5,6,6,2,5
526,7,3,4,5,7,5,7,7,5,1,5,3,6,6,5,2,2,3,1,1,5,1
527,6,6,6,5,5,5,3,7,3,6,3,1,2,1,5,4,5,7,7,4,2,3
528,6,7,6,7,7,7,7,7,7,7,5,6,5,7,5,4,7,7,7,7,4,6
529,1,1,1,1,2,5,4,2,1,1,6,6,4,2,4,6,5,3,1,2,6,3
530,1,1,1,1,3,2,1,3,1,1,1,2,1,3,4,1,4,1,1,2,2,3
531,7,5,6,6,6,5,3,7,5,6,1,1,7,7,3,4,3,4,5,4,4,6
532,5,6,4,7,7,2,3,3,6,7,4,6,6,6,4,3,3,4,5,2,5,3
533,3,2,2,3,7,6,4,1,3,3,5,7,3,1,6,2,6,2,3,2,6,5
534,3,2,6,3,2,4,1,3,1,1,1,1,4,1,6,2,4,4,3,2,3,3
535,3,1,2,3,2,3,3,4,1,3,3,3,4,4,2,2,3,2,6,6,6,2
536,7,7,7,2,1,4,1,4,7,7,4,5,7,6,7,5,3,7,6,5,7,7
537,3,3,3,2,5,3,1,2,4,6,4,4,4,3,2,1,2,4,1,4,7,3
538,1,1,1,2,3,2,3,6,1,1,3,4,6,1,2,1,2,2,2,1,2,1
539,7,5,4,7,4,6,7,7,4,7,7,7,7,7,4,1,2,3,3,4,4,6
540,4,6,4,5,3,2,4,3,5,3,6,3,7,3,6,4,3,4,6,3,6,4
541,6,6,3,7,7,2,4,2,5,6,4,3,2,3,1,3,5,4,6,1,7,4
542,3,6,3,4,6,1,6,3,3,6,5,6,4,7,6,6,3,1,2,2,3,3
543,2,1,2,4,2,7,6,5,7,5,6,3,5,5,7,7,6,4,3,2,6,1
544,1,1,2,2,1,5,2,7,2,3,2,1,5,3,2,4,7,5,3,2,7,7
545,4,2,4,1,1,4,3,2,1,2,1,6,3,3,4,1,1,1,3,3,3,1
546,4,4,6,7,7,2,3,6,4,5,5,2,4,6,2,6,3,1,1,1,2,3
547,7,6,6,6,7,6,4,7,5,7,3,5,7,6,5,7,4,3,2,2,3,3
548,6,6,6,7,3,4,4,1,6,4,5,6,2,2,4,6,7,5,3,2,3,2
549,2,1,1,4,3,4,5,1,6,5,1,1,5,7,1,1,1,5,6,6,7,1
550,6,3,6,5,7,7,7,3,6,4,1,2,3,4,6,7,7,7,3,5,7,5
551,5,5,7,3,1,5,5,5,6,6,2,3,1,2,7,7,7,3,3,4,3,4
552,1,2,2,1,1,6,4,3,5,2,4,3,6,7,4,4,2,3,3,4,2,6
553,4,3,5,4,5,5,6,6,3,4,1,3,2,2,3,2,6,4,5,1,3,2
554,5,2,2,7,7,4,1,1,4,3,1,1,4,6,4,5,6,5,6,7,5,7
555,6,7,7,3,6,5,7,4,7,7,1,2,5,7,6,7,5,1,6,4,1,2
556,5,6,5,6,5,5,4,3,2,6,5,3,7,7,1,5,6,5,5,3,5,6
557,1,5,5,4,3,5,3,4,5,5,3,3,2,3,1,5,2,2,1,4,6,3
558,3,2,2,2,1,7,7,6,1,1,6,5,1,5,6,1,3,3,1,2,4,2
559,5,3,5,3,1,2,1,6,1,1,7,5,4,7,1,1,3,6,5,4,3,6
560,6,7,5,7,6,7,7,5,7,7,1,4,7,6,3,7,7,6,5,5,3,6
561,1,5,1,7,4,2,1,1,4,3,1,1,3,5,1,2,5,1,1,1,3,2
562,5,6,7,1,3,7,6,7,7,6,4,2,1,1,2,6,7,7,7,6,4,2
563,3,6,7,6,6,5,3,2,5,6,5,6,2,3,3,4,4,2,5,4,4,5
564,1,2,1,5,3,2,1,1,4,2,6,6,3,2,4,2,2,5,6,3,2,1
565,5,7,5,2,2,3,3,7,6,7,6,1,5,4,4,6,4,5,7,6,3,4
566,7,7,5,6,5,1,1,5,4,6,1,5,5,3,3,1,3,6,5,7,1,1
567,5,6,2,1,3,1,1,2,1,1,2,4,2,2,2,3,2,3,1,3,6,6
568,6,4,4,6,4,3,4,2,4,7,5,7,7,6,1,6,4,1,4,2,6,5
569,1,1,2,1,2,3,2,7,1,2,3,3,4,3,1,5,1,2,1,6,3,4
570,2,6,6,2,2,1,2,5,2,1,5,6,2,1,2,1,1,6,3,2,2,1
571,1,4,2,3,2,2,4,1,3,2,7,7,1,2,1,1,5,5,6,2,2,2
572,5,1,6,2,4,3,2,2,2,2,3,6,2,1,4,3,3,1,2,1,1,4
573,7,7,6,7,7,6,7,7,7,5,5,6,7,7,1,4,1,2,6,2,1,7
574,3,5,6,3,5,6,5,5,6,7,2,1,1,3,5,2,3,6,1,2,6,4
575,3,3,2,6,5,7,6,5,4,4,6,3,6,3,7,5,5,2,1,2,2,4
576,7,2,5,4,2,7,6,1,3,5,6,7,4,6,4,6,5,2,1,4,6,6
577,3,2,1,5,5,1,1,4,5,5,5,6,5,7,1,2,3,6,6,3,3,2
578,1,1,1,3,7,3,5,3,1,2,3,6,6,7,1,4,4,3,1,1,6,6
579,1,4,5,4,3,1,6,3,5,3,6,5,2,4,6,6,6,6,4,7,7,6
580,2,3,6,5,1,7,7,2,4,4,7,2,3,3,4,3,7,7,7,7,2,3
581,6,5,5,2,6,1,2,3,1,6,1,1,2,2,2,4,4,5,4,5,5,7
582,1,3,4,3,1,3,1,1,2,3,2,5,6,6,6,6,2,3,5,4,2,2
583,3,1,2,1,1,4,1,2,4,4,1,7,3,3,3,5,3,3,4,5,4,2
584,3,5,5,3,7,3,6,3,6,2,4,4,1,4,5,6,7,6,4,2,2,6
585,1,1,2,6,7,2,2,5,5,4,4,4,3,6,3,5,3,4,2,5,5,2
586,5,7,7,3,6,7,7,6,6,5,4,2,6,7,7,7,7,5,7,7,4,7
587,5,4,2,3,7,5,6,2,5,3,6,3,1,4,6,5,6,2,3,5,4,6
588,3,3,4,2,1,4,2,3,7,5,6,3,1,6,4,6,5,7,4,6,2,3
589,4,2,1,1,6,3,5,6,1,1,3,1,7,6,2,5,1,2,1,2,1,1
590,3,1,1,5,6,3,2,6,4,2,6,7,7,7,1,4,2,2,1,3,2,6
591,4,4,1,4,7,3,4,1,3,6,7,2,3,2,2,2,2,3,3,3,7,6
592,2,2,2,1,6,5,6,7,1,6,7,6,7,7,4,4,3,6,5,5,3,3
593,3,7,2,3,7,5,4,1,4,5,7,5,6,4,4,5,5,4,6,7,4,1
594,1,2,3,6,2,1,1,1,1,2,2,3,3,3,1,2,1,2,1,1,1,1
595,3,3,1,4,2,6,6,5,3,7,2,2,2,7,7,5,4,7,7,7,7,5
596,3,5,5,6,3,3,3,4,5,2,6,6,4,7,2,1,2,3,1,4,4,4
597,3,4,3,2,1,1,1,1,1,2,4,3,2,2,1,3,1,3,2,3,1,1
598,2,5,4,3,5,4,3,3,5,2,3,6,1,4,5,7,2,6,4,7,6,6
599,7,7,7,5,6,6,7,5,5,7,5,2,7,7,5,6,1,6,5,5,6,7
600,5,7,7,7,7,4,6,5,7,7,3,2,7,1,4,4,4,5,6,7,7,6
601,2,4,4,2,6,2,2,3,4,1,1,2,6,2,2,5,3,6,4,6,3,1
