firm_id,state,geo_zone,location_type,sector,isic_section,isic_2digit,firm_age_years,employees_full_time,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,owner_prior_entre_experience,owner_digital_literacy_0_100,B1_digital_tools_computers,B1_digital_tools_accounting_software,B1_digital_tools_crm,B1_digital_tools_ecommerce,B1_digital_tools_cloud,B1_digital_tools_social_media,B2_advanced_ai_ml,B2_advanced_iot,B2_advanced_blockchain,B2_advanced_robotics,B3_process_new_methods,B3_process_supply_chain_software,B3_process_support_techniques,B4_product_new_or_improved,B4_product_launch_frequency,B5_bmi_revenue_model_changes,B5_bmi_value_prop_changes,B5_bmi_customer_engagement_changes,B6_drivers_competitive_pressure,B6_drivers_customer_demand,B6_drivers_top_mgmt_attitude,B_comp_digital_tools_mean_1_5,B_comp_advanced_tech_mean_1_5,B_comp_process_innovation_mean_1_5,B_comp_product_innovation_mean_1_5,B_comp_bmi_mean_1_5,B_comp_level_digitization_1_5,B_comp_level_digitization_score_0_100,C1_financial_access_to_credit,C1_financial_cost_of_innovation,C1_financial_internal_capital_sufficiency,C2_human_skill_shortage,C2_human_training_cost,C2_human_mgmt_capability_for_change,C3_infra_power_reliability,C3_infra_internet_quality_cost,C3_infra_logistics_access,C4_regulatory_burden_taxes,C4_regulatory_corruption_informal_charges,C4_regulatory_govt_program_effectiveness,C5_market_competition_intensity,C5_market_demand_uncertainty,C5_market_international_access,D1_subj_profitability_growth,D1_subj_sales_growth,D1_subj_market_share_growth,D1_subj_roi,D1_subj_overall_perf_satisfaction,D_comp_subjective_performance_mean_1_5,D2_obj_annual_turnover_naira,D2_obj_profit_naira,D2_obj_turnover_band,D2_obj_profit_band,D2_obj_employee_growth_rate_pct,D2_obj_num_new_branches_clients,D3_nonfin_increase_product_lines,D3_nonfin_quality_improved,D3_nonfin_customer_satisfaction_retention
F2025000449,Delta,South South,Rural,IT & Professional Services,J,62,4,2,2588564.232400213,Limited Liability,42,Female,Tertiary,Arts/Social Sciences,1,57.882162671061664,5,5,5,5,4,5,2,3,2,2,4,3,4,3,4,2,2,2,3,4,3,4.833333333333333,2.25,3.6666666666666665,3.5,2.0,2.0,25.0,2,3,4,4,1,3,5,5,2,2,1,2,2,4,1,5,5,5,5,4,4.8,2588564.232400213,603358.092106105,₦1m–₦5m,₦0.5m–₦2m,1.4315215042553269,0,3,4,1
F2025000450,Abuja FCT,North Central,Urban,Retail & Wholesale,G,47,21,10,4745233.23566391,Sole Proprietorship,39,Male,Tertiary,Sciences,1,82.18865634374203,4,2,3,2,2,1,1,1,1,1,1,2,2,5,4,4,5,4,4,3,5,2.3333333333333335,1.0,1.6666666666666667,4.5,4.333333333333333,4.0,75.0,3,4,4,4,2,1,2,1,1,3,2,1,3,2,3,5,5,4,5,5,4.8,4745233.23566391,1432259.1702332287,₦1m–₦5m,₦0.5m–₦2m,0.8417334370992301,1,5,5,5
F2025000451,Kwara,North Central,Rural,Retail & Wholesale,G,47,9,8,10408792.94637228,Sole Proprietorship,42,Female,Tertiary,Arts/Social Sciences,0,70.26295393342238,4,4,5,2,5,4,3,4,3,3,4,2,5,3,2,3,3,1,2,3,3,4.0,3.25,3.6666666666666665,2.5,2.3333333333333335,4.0,75.0,1,1,1,1,3,2,3,3,4,1,5,2,2,3,3,4,5,5,5,5,4.8,10408792.94637228,2841860.6955842166,₦5m–₦20m,₦2m–₦10m,7.432271760270827,0,3,3,1
F2025000452,Anambra,South East,Urban,Transport & Logistics,H,49,12,7,8122835.643723658,Sole Proprietorship,33,Female,Tertiary,Sciences,1,76.32428493563802,2,2,1,2,2,2,4,4,4,3,5,3,3,4,5,4,3,2,5,1,3,1.8333333333333333,3.75,3.6666666666666665,4.5,3.0,4.0,75.0,4,5,5,5,3,4,2,4,2,4,3,4,3,5,4,5,5,2,5,5,4.4,8122835.643723658,1327363.9361208305,₦5m–₦20m,₦0.5m–₦2m,-7.981399598845027,0,5,5,3
F2025000453,Edo,South South,Rural,IT & Professional Services,J,62,13,25,20243883.195055265,Sole Proprietorship,34,Male,Tertiary,Arts/Social Sciences,0,71.28831006209106,2,3,2,4,3,1,4,4,4,4,1,4,2,5,4,2,1,3,1,5,3,2.5,4.0,2.3333333333333335,4.5,2.0,5.0,100.0,1,1,1,1,4,2,2,2,3,4,2,2,4,3,2,5,5,5,5,5,5.0,20243883.195055265,7195723.948603337,₦20m–₦100m,₦2m–₦10m,15.812147245213154,0,4,1,2
F2025000454,Oyo,South West,Urban,Manufacturing,C,10,8,11,63205861.087399274,Limited Liability,42,Male,Tertiary,Arts/Social Sciences,1,61.435091720963456,4,2,3,5,1,2,1,1,1,1,5,2,3,1,3,5,5,3,3,1,4,2.8333333333333335,1.0,3.3333333333333335,2.0,4.333333333333333,1.0,0.0,3,1,3,1,4,4,2,1,2,2,2,3,4,4,4,4,5,4,5,5,4.6,,,₦20m–₦100m,₦10m–₦50m,7.557868200936508,0,2,3,1
F2025000455,Edo,South South,Urban,Construction,F,41,10,4,5670392.4368422795,Limited Liability,27,Male,Postgraduate,Engineering/Technology,1,81.08299186161277,5,4,2,5,5,2,1,1,1,1,4,5,4,5,3,1,4,2,2,5,5,3.8333333333333335,1.0,4.333333333333333,4.0,2.3333333333333335,4.0,75.0,4,3,2,1,3,1,1,2,5,5,1,1,4,4,3,5,5,5,5,4,4.8,5670392.4368422795,1176526.521019357,₦5m–₦20m,₦0.5m–₦2m,22.224044430746453,0,5,5,2
F2025000456,Lagos,South West,Urban,Manufacturing,C,10,6,7,20099274.56609092,Partnership,50,Female,Secondary,Business/Management,1,55.44466048991193,3,4,1,2,1,5,5,5,5,5,3,5,3,4,2,1,2,4,4,4,4,2.6666666666666665,5.0,3.6666666666666665,3.0,2.3333333333333335,4.0,75.0,3,3,1,3,4,2,3,2,5,3,4,2,3,2,1,5,5,5,5,5,5.0,20099274.56609092,5019193.07321571,₦20m–₦100m,₦2m–₦10m,2.6693882007452934,1,4,5,1
F2025000457,Sokoto,North West,Rural,IT & Professional Services,J,62,14,4,5351081.273972647,Partnership,43,Female,Secondary,Other,0,55.48294896811522,4,5,4,3,3,5,5,5,5,5,4,2,4,5,2,4,5,5,5,2,5,4.0,5.0,3.3333333333333335,3.5,4.666666666666667,4.0,75.0,2,1,2,3,4,2,2,1,4,2,4,3,3,1,3,5,4,4,5,3,4.2,5351081.273972647,1623963.816725449,₦5m–₦20m,₦0.5m–₦2m,-2.461810388324468,0,2,3,4
F2025000458,Lagos,South West,Urban,Construction,F,41,8,11,5881310.479765481,Sole Proprietorship,22,Female,Tertiary,Arts/Social Sciences,1,80.12423308212607,5,5,4,5,4,5,5,5,5,5,5,5,4,2,1,5,4,4,1,4,4,4.666666666666667,5.0,4.666666666666667,1.5,4.333333333333333,5.0,100.0,1,1,1,5,2,3,1,2,3,2,1,3,1,3,4,5,5,5,5,5,5.0,5881310.479765481,1624725.7702233463,₦5m–₦20m,₦0.5m–₦2m,2.661091969571844,0,2,5,4
F2025000459,Abuja FCT,North Central,Rural,Retail & Wholesale,G,47,0,9,7767360.782275258,Limited Liability,41,Male,Tertiary,Business/Management,0,58.3071365565441,3,4,1,3,3,1,4,5,4,4,1,2,3,3,3,5,5,5,2,4,1,2.5,4.25,2.0,3.0,5.0,5.0,100.0,1,1,3,3,5,1,5,4,2,2,2,3,2,2,5,5,5,5,5,5,5.0,7767360.782275258,1303339.3331070386,₦5m–₦20m,₦0.5m–₦2m,8.259185263344927,1,4,1,4
F2025000460,Rivers,South South,Urban,Manufacturing,C,10,10,2,4502619.516243094,Sole Proprietorship,22,Male,Secondary,Engineering/Technology,0,54.6359923948816,5,5,4,5,5,5,1,1,1,1,5,5,5,1,3,4,4,4,4,5,1,4.833333333333333,1.0,5.0,2.0,4.0,1.0,0.0,2,3,5,2,1,3,2,2,2,3,4,4,3,4,4,5,4,2,4,4,3.8,,,₦1m–₦5m,₦0.5m–₦2m,5.882831274764178,1,4,3,5
F2025000461,Kwara,North Central,Rural,Retail & Wholesale,G,47,2,6,4032119.3071278827,Sole Proprietorship,24,Male,Postgraduate,Agric/Environment,1,68.16050289931431,2,2,3,5,4,5,5,5,5,5,5,4,5,1,1,3,2,2,5,2,4,3.5,5.0,4.666666666666667,1.0,2.3333333333333335,4.0,75.0,5,2,4,3,3,4,4,3,2,4,3,2,5,5,5,3,5,5,5,5,4.6,4032119.3071278827,904241.9500216104,₦1m–₦5m,₦0.5m–₦2m,2.0354623449729567,1,3,5,2
F2025000462,Kano,North West,Rural,Retail & Wholesale,G,47,0,5,21142716.47249068,Limited Liability,46,Female,Tertiary,Sciences,1,58.55573928162926,5,5,3,5,5,4,5,5,5,5,2,5,2,5,5,1,1,1,4,2,3,4.5,5.0,3.0,5.0,1.0,3.0,50.0,2,1,2,4,1,1,5,4,5,1,1,1,5,5,3,5,4,5,5,5,4.8,21142716.47249068,4359625.424869283,₦20m–₦100m,₦2m–₦10m,11.495404685992924,0,5,3,2
F2025000463,Lagos,South West,Rural,Construction,F,41,7,9,10796506.373755377,Limited Liability,37,Male,Secondary,Business/Management,1,55.044035212842495,3,3,4,4,2,4,2,2,2,1,2,2,4,3,1,3,3,2,3,2,4,3.3333333333333335,1.75,2.6666666666666665,2.0,2.6666666666666665,5.0,100.0,2,1,2,3,3,4,2,2,3,2,5,4,3,2,1,5,5,5,5,5,5.0,10796506.373755377,1537427.1925806177,₦5m–₦20m,₦0.5m–₦2m,2.7647650053584174,1,2,3,3
F2025000464,Kwara,North Central,Urban,IT & Professional Services,J,62,0,3,4865314.67005605,Sole Proprietorship,19,Male,Primary,Business/Management,0,51.21694235221758,4,3,3,2,5,3,5,5,5,5,3,3,1,5,4,5,5,4,2,4,2,3.3333333333333335,5.0,2.3333333333333335,4.5,4.666666666666667,5.0,100.0,4,2,5,5,4,5,1,1,1,1,1,1,4,3,4,4,4,5,5,4,4.4,,,₦1m–₦5m,₦0.5m–₦2m,8.692626498927083,2,5,3,4
F2025000465,Ogun,South West,Rural,IT & Professional Services,J,62,5,32,13408390.87958642,Partnership,28,Female,Tertiary,Arts/Social Sciences,1,68.41230744604292,5,3,5,3,4,3,2,2,1,1,1,2,2,4,3,5,5,2,5,3,3,3.8333333333333335,1.5,1.6666666666666667,3.5,4.0,4.0,75.0,4,3,2,5,4,1,3,3,3,3,5,3,4,5,5,5,3,5,5,5,4.6,13408390.87958642,3495963.167386207,₦5m–₦20m,₦2m–₦10m,17.77716453837512,2,5,2,5
F2025000466,Lagos,South West,Rural,Retail & Wholesale,G,47,5,3,5396963.661725388,Limited Liability,36,Female,Secondary,Business/Management,1,46.52449354850576,2,1,1,1,3,1,1,1,1,1,2,1,1,4,2,5,4,3,5,3,3,1.5,1.0,1.3333333333333333,3.0,4.0,2.0,25.0,5,5,4,5,5,5,3,2,2,4,2,4,5,3,5,2,4,3,5,5,3.8,5396963.661725388,453626.68731359206,₦5m–₦20m,Loss/Break-even,15.061377504977767,1,4,2,5
F2025000467,Ogun,South West,Rural,Retail & Wholesale,G,47,11,10,24290262.34228735,Sole Proprietorship,51,Female,Tertiary,Engineering/Technology,0,60.3884752044494,2,4,3,4,1,3,2,2,1,1,1,1,1,4,4,4,5,5,3,3,4,2.8333333333333335,1.5,1.0,4.0,4.666666666666667,5.0,100.0,4,5,4,1,2,3,1,2,4,2,1,3,5,5,5,5,5,3,4,4,4.2,24290262.34228735,5660989.026275954,₦20m–₦100m,₦2m–₦10m,0.802655420898348,1,4,1,4
F2025000468,Lagos,South West,Rural,Other Services,S,96,12,6,4700811.9375622235,Partnership,40,Male,Tertiary,Engineering/Technology,1,81.53972555091809,1,4,3,4,3,3,4,5,4,4,3,5,3,1,1,1,1,2,4,1,4,3.0,4.25,3.6666666666666665,1.0,1.3333333333333333,4.0,75.0,1,2,1,4,5,4,1,3,2,5,4,2,2,3,3,5,5,5,5,4,4.8,4700811.9375622235,901207.6599828692,₦1m–₦5m,₦0.5m–₦2m,18.11352794076501,1,1,2,4
F2025000469,Kaduna,North West,Urban,Retail & Wholesale,G,47,10,19,13133463.451691031,Sole Proprietorship,44,Male,Tertiary,Arts/Social Sciences,1,71.45003313349947,5,4,4,5,4,3,3,4,3,3,1,2,5,3,5,5,4,4,3,5,3,4.166666666666667,3.25,2.6666666666666665,4.0,4.333333333333333,4.0,75.0,5,3,5,3,2,1,4,4,3,2,2,3,4,2,4,2,5,4,5,4,4.0,13133463.451691031,2904180.658175965,₦5m–₦20m,₦2m–₦10m,-11.630619656479038,1,5,3,5
F2025000470,Lagos,South West,Urban,Agriculture,A,01,11,19,23971693.44357078,Sole Proprietorship,41,Male,Postgraduate,Engineering/Technology,1,83.27172475773558,5,3,5,3,4,5,3,3,2,2,2,2,5,4,1,4,2,1,4,2,5,4.166666666666667,2.5,3.0,2.5,2.3333333333333335,4.0,75.0,3,3,2,2,1,3,2,4,5,1,1,3,1,3,2,5,5,5,5,5,5.0,23971693.44357078,5873459.74742856,₦20m–₦100m,₦2m–₦10m,13.199058461319257,2,3,1,5
F2025000471,Lagos,South West,Rural,Hospitality & Food Services,I,56,1,5,6736326.715079656,Sole Proprietorship,52,Female,Tertiary,Arts/Social Sciences,1,73.96885973546665,1,1,1,2,1,1,1,1,1,1,5,2,4,2,1,4,4,2,2,2,3,1.1666666666666667,1.0,3.6666666666666665,1.5,3.3333333333333335,3.0,50.0,1,1,2,4,5,3,3,4,5,1,2,2,3,2,3,5,3,5,5,3,4.2,,,₦5m–₦20m,₦0.5m–₦2m,0.062295949419497856,1,1,1,2
F2025000472,Abia,South East,Rural,Agriculture,A,01,5,12,11579603.327793632,Sole Proprietorship,28,Female,Tertiary,Engineering/Technology,1,81.88649793164834,2,4,2,3,4,4,4,4,3,3,2,2,1,1,1,5,2,4,3,4,5,3.1666666666666665,3.5,1.6666666666666667,1.0,3.6666666666666665,2.0,25.0,1,4,2,3,3,3,2,4,1,2,4,3,4,2,1,5,5,4,5,5,4.8,11579603.327793632,1482803.3446724105,₦5m–₦20m,₦0.5m–₦2m,-0.5748263752041196,2,1,1,4
F2025000473,Kaduna,North West,Urban,Other Services,S,96,12,7,7666335.781050457,Sole Proprietorship,40,Female,Tertiary,Engineering/Technology,0,74.47315022540047,4,5,5,4,4,5,5,5,4,4,2,4,3,3,4,1,5,3,1,4,1,4.5,4.5,3.0,3.5,3.0,5.0,100.0,4,2,1,2,4,3,2,1,1,3,3,3,3,4,4,5,4,4,5,5,4.6,7666335.781050457,1863937.2618477808,₦5m–₦20m,₦0.5m–₦2m,8.442151870323542,4,2,1,1
F2025000474,Anambra,South East,Urban,Retail & Wholesale,G,47,4,5,11322502.653754508,Sole Proprietorship,26,Male,Tertiary,Business/Management,0,79.48128427088632,3,4,2,3,2,3,2,3,2,2,1,2,1,4,1,4,5,5,5,4,5,2.8333333333333335,2.25,1.3333333333333333,2.5,4.666666666666667,2.0,25.0,4,3,1,4,2,5,5,4,4,2,2,3,3,5,1,5,5,5,5,5,5.0,11322502.653754508,867540.8489904858,₦5m–₦20m,₦0.5m–₦2m,8.055069618310498,1,2,2,2
F2025000475,Oyo,South West,Urban,Retail & Wholesale,G,47,4,3,1729601.3843742716,Limited Liability,44,Male,Postgraduate,Agric/Environment,1,94.54621929838983,5,5,4,5,5,5,2,2,1,1,5,4,3,5,5,4,1,3,1,4,1,4.833333333333333,1.5,4.0,5.0,2.6666666666666665,3.0,50.0,2,2,3,4,4,4,1,1,1,4,4,2,4,4,4,5,5,5,2,5,4.4,1729601.3843742716,501585.4090264661,₦1m–₦5m,₦0.5m–₦2m,10.663581411370036,0,5,4,4
F2025000476,Kano,North West,Rural,Other Services,S,96,11,56,48118224.38702988,Sole Proprietorship,46,Male,Secondary,Business/Management,1,30.50994030992281,4,3,5,5,1,5,4,5,4,4,5,3,3,5,3,2,2,1,2,1,3,3.8333333333333335,4.25,3.6666666666666665,4.0,1.6666666666666667,5.0,100.0,2,3,3,5,3,2,5,4,4,4,4,4,2,4,4,5,5,3,5,5,4.6,48118224.38702988,10052151.223200869,₦20m–₦100m,₦10m–₦50m,2.279496941011176,0,4,4,2
F2025000477,Taraba,North East,Rural,Retail & Wholesale,G,47,14,12,15310845.674395295,Limited Liability,38,Male,Tertiary,Engineering/Technology,1,71.95995365766876,5,4,5,5,2,5,3,4,3,3,4,4,2,2,3,4,5,5,4,1,4,4.333333333333333,3.25,3.3333333333333335,2.5,4.666666666666667,3.0,50.0,3,5,4,5,5,4,5,4,4,1,1,2,4,3,3,5,5,5,5,5,5.0,,,₦5m–₦20m,₦2m–₦10m,5.795016301381474,1,3,3,5
F2025000478,Kwara,North Central,Urban,Manufacturing,C,10,7,3,1423290.8826152394,Sole Proprietorship,42,Male,Primary,Business/Management,1,30.66961986291854,4,3,2,4,4,1,5,5,5,5,3,5,5,3,3,4,4,4,5,2,4,3.0,5.0,4.333333333333333,3.0,4.0,5.0,100.0,4,1,1,3,4,5,4,4,2,5,4,3,4,5,5,4,5,2,5,4,4.0,1423290.8826152394,337388.7042583805,₦1m–₦5m,Loss/Break-even,15.18014673350817,1,3,2,2
F2025000479,Adamawa,North East,Rural,Agriculture,A,01,0,16,4850891.3722282415,Limited Liability,40,Male,Tertiary,Other,0,59.06456186716589,3,5,5,4,4,3,4,4,4,3,3,2,3,4,4,1,1,1,2,3,2,4.0,3.75,2.6666666666666665,4.0,1.0,5.0,100.0,1,1,2,2,5,5,1,1,1,4,2,4,4,3,3,5,2,4,5,5,4.2,4850891.3722282415,1321423.674661053,₦1m–₦5m,₦0.5m–₦2m,-13.940049276663416,2,4,2,2
F2025000480,Kebbi,North West,Urban,Agriculture,A,01,9,4,6490329.256948613,Sole Proprietorship,27,Male,Tertiary,Business/Management,1,76.08476562982966,4,5,4,5,5,5,4,4,4,4,5,4,3,5,3,3,2,2,5,4,3,4.666666666666667,4.0,4.0,4.0,2.3333333333333335,3.0,50.0,2,1,1,1,4,5,2,2,3,1,3,1,5,3,5,5,4,5,5,2,4.2,6490329.256948613,1367556.0227627591,₦5m–₦20m,₦0.5m–₦2m,5.688496870518135,0,3,5,4
F2025000481,Rivers,South South,Rural,IT & Professional Services,J,62,13,2,6803305.604604439,Sole Proprietorship,53,Female,Postgraduate,Engineering/Technology,1,73.71457818495928,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,1,4,3,4.833333333333333,4.75,5.0,5.0,5.0,5.0,100.0,4,4,3,3,2,3,5,4,5,3,1,1,4,2,1,5,5,5,5,5,5.0,6803305.604604439,2072800.886777472,₦5m–₦20m,₦2m–₦10m,3.69728175786421,3,5,5,5
F2025000482,Lagos,South West,Rural,Transport & Logistics,H,49,3,4,10033369.76040239,Sole Proprietorship,19,Female,Secondary,Business/Management,0,74.29733559173675,2,3,4,3,2,2,5,5,5,4,4,5,3,4,3,1,1,1,4,4,1,2.6666666666666665,4.75,4.0,3.5,1.0,2.0,25.0,2,4,3,4,5,5,2,2,1,1,2,1,1,1,1,5,5,5,5,5,5.0,10033369.76040239,2042614.1696688926,₦5m–₦20m,₦2m–₦10m,10.098513054646318,1,3,5,1
F2025000483,Cross River,South South,Rural,Manufacturing,C,10,8,5,4189561.4315293985,Sole Proprietorship,38,Female,Primary,Agric/Environment,0,22.680569662428958,5,5,2,5,5,4,1,1,1,1,4,3,4,4,2,3,4,4,1,3,4,4.333333333333333,1.0,3.6666666666666665,3.0,3.6666666666666665,4.0,75.0,3,4,2,3,3,1,4,2,3,2,3,4,5,4,5,5,4,5,4,5,4.6,4189561.4315293985,1269461.473939704,₦1m–₦5m,₦0.5m–₦2m,10.307453709663799,0,2,3,5
F2025000484,Lagos,South West,Urban,Manufacturing,C,10,2,11,26193452.728290062,Sole Proprietorship,39,Female,Secondary,Engineering/Technology,0,41.78497537696879,5,4,4,1,5,4,5,5,5,5,2,2,2,2,3,3,1,2,3,4,3,3.8333333333333335,5.0,2.0,2.5,2.0,5.0,100.0,5,2,5,2,3,1,2,3,3,1,1,1,4,3,1,5,5,5,5,2,4.4,26193452.728290062,8520239.567158837,₦20m–₦100m,₦2m–₦10m,13.041958926292127,1,2,3,2
F2025000485,Enugu,South East,Urban,Manufacturing,C,10,11,10,16750601.112523336,Partnership,39,Male,Tertiary,Arts/Social Sciences,1,55.6853684718121,2,3,3,2,1,3,1,1,1,1,5,5,5,1,3,5,5,4,4,5,4,2.3333333333333335,1.0,5.0,2.0,4.666666666666667,3.0,50.0,3,1,2,1,2,1,1,1,1,5,2,5,1,1,1,5,5,5,5,5,5.0,16750601.112523336,6325301.122669623,₦5m–₦20m,₦2m–₦10m,14.942109614516822,0,4,4,5
F2025000486,Abuja FCT,North Central,Rural,Manufacturing,C,10,2,4,5977789.295637312,Limited Liability,38,Male,Tertiary,Other,0,75.15836024495911,1,1,1,4,2,1,4,4,4,3,1,4,4,2,5,2,4,1,4,2,2,1.6666666666666667,3.75,3.0,3.5,2.3333333333333335,5.0,100.0,1,1,3,5,5,1,4,3,2,3,4,5,4,3,5,5,5,5,5,5,5.0,5977789.295637312,1493015.3921120241,₦5m–₦20m,₦0.5m–₦2m,5.518647773388967,0,3,2,3
F2025000487,Anambra,South East,Urban,Retail & Wholesale,G,47,2,9,6799975.480254439,Limited Liability,41,Male,Tertiary,Engineering/Technology,1,75.4545341303683,1,2,3,3,1,1,2,2,1,1,4,1,3,3,4,4,2,2,3,5,2,1.8333333333333333,1.5,2.6666666666666665,3.5,2.6666666666666665,5.0,100.0,1,4,1,2,4,2,4,2,2,5,3,4,3,2,2,5,5,5,5,4,4.8,6799975.480254439,1588197.898559465,₦5m–₦20m,₦0.5m–₦2m,15.024017410262871,1,4,4,1
F2025000488,Delta,South South,Urban,IT & Professional Services,J,62,0,5,14686048.494601637,Sole Proprietorship,32,Female,Secondary,Agric/Environment,0,57.816422609690726,4,4,4,4,5,4,1,1,1,1,5,5,5,3,3,5,1,4,3,5,2,4.166666666666667,1.0,5.0,3.0,3.3333333333333335,5.0,100.0,1,1,4,1,2,2,4,2,1,2,3,5,1,1,3,5,5,5,5,5,5.0,,,₦5m–₦20m,₦2m–₦10m,5.83195208909541,0,4,3,2
F2025000489,Lagos,South West,Rural,IT & Professional Services,J,62,14,12,7716208.496479266,Sole Proprietorship,38,Female,Tertiary,Business/Management,1,70.13173107985394,5,5,4,5,4,3,1,2,1,1,5,5,5,5,4,5,2,5,5,5,4,4.333333333333333,1.25,5.0,4.5,4.0,4.0,75.0,4,5,3,4,5,4,4,3,5,3,1,3,5,5,5,3,5,5,4,5,4.4,7716208.496479266,2398698.4405522617,₦5m–₦20m,₦2m–₦10m,8.931099724532086,1,3,5,4
F2025000490,Lagos,South West,Urban,Transport & Logistics,H,49,5,6,18826627.430873103,Limited Liability,36,Male,Tertiary,Sciences,0,76.37576441946437,5,5,4,5,3,4,4,4,4,4,2,3,4,1,4,1,3,4,3,5,5,4.333333333333333,4.0,3.0,2.5,2.6666666666666665,3.0,50.0,5,3,3,4,1,1,4,4,2,5,5,3,3,2,3,5,5,4,5,5,4.8,18826627.430873103,3368909.198396201,₦5m–₦20m,₦2m–₦10m,-3.414666263309343,0,3,3,3
F2025000491,Katsina,North West,Rural,Retail & Wholesale,G,47,10,3,1233346.3753845394,Sole Proprietorship,53,Male,Tertiary,Business/Management,1,52.35507042267164,3,4,4,4,3,4,3,3,3,2,1,1,2,5,4,1,1,1,4,4,3,3.6666666666666665,2.75,1.3333333333333333,4.5,1.0,3.0,50.0,1,2,1,1,5,4,3,3,5,1,2,2,4,3,3,5,4,1,5,5,4.0,,,₦1m–₦5m,Loss/Break-even,13.678946839771772,0,5,1,3
F2025000492,Ondo,South West,Urban,Agriculture,A,01,1,2,2074944.1594306217,Sole Proprietorship,37,Male,Primary,Engineering/Technology,1,44.26116677221902,4,2,4,2,4,2,5,5,5,5,2,5,4,5,3,4,5,3,3,3,3,3.0,5.0,3.6666666666666665,4.0,4.0,5.0,100.0,4,3,3,3,5,4,4,1,3,3,2,4,3,4,2,5,5,3,5,5,4.6,,,₦1m–₦5m,Loss/Break-even,26.00549815687095,1,4,4,2
F2025000493,Kaduna,North West,Urban,Construction,F,41,11,4,10914518.192809775,Sole Proprietorship,35,Male,Secondary,Engineering/Technology,1,53.53773302634459,4,4,3,4,2,5,4,5,4,4,4,4,5,1,2,3,3,5,1,2,4,3.6666666666666665,4.25,4.333333333333333,1.5,3.6666666666666665,3.0,50.0,5,5,5,1,1,1,2,4,3,1,1,1,3,1,2,5,4,5,5,5,4.8,10914518.192809775,1493989.6501398797,₦5m–₦20m,₦0.5m–₦2m,11.64132545260682,1,2,4,5
F2025000494,Ogun,South West,Rural,Manufacturing,C,10,5,6,10838316.140178,Sole Proprietorship,43,Male,Tertiary,Business/Management,1,65.65036277024436,3,2,5,4,2,1,1,1,1,1,3,2,3,4,2,5,5,5,4,2,5,2.8333333333333335,1.0,2.6666666666666665,3.0,5.0,4.0,75.0,2,2,3,3,1,2,1,1,2,1,1,3,2,3,4,5,5,5,4,5,4.8,10838316.140178,3103444.268953924,₦5m–₦20m,₦2m–₦10m,27.81741571595891,1,5,1,5
F2025000495,Nasarawa,North Central,Rural,Construction,F,41,0,36,41398448.71092187,Sole Proprietorship,42,Female,Tertiary,Other,0,80.45340484739009,5,5,5,4,5,4,5,5,5,5,5,4,2,3,4,5,4,2,2,1,4,4.666666666666667,5.0,3.6666666666666665,3.5,3.6666666666666665,5.0,100.0,5,5,4,1,1,1,5,5,4,3,4,5,3,4,3,5,5,5,5,5,5.0,41398448.71092187,7710891.664673595,₦20m–₦100m,₦2m–₦10m,26.351797863090802,0,2,4,2
F2025000496,Lagos,South West,Urban,Manufacturing,C,10,2,14,25029565.28254165,Sole Proprietorship,54,Female,Tertiary,Agric/Environment,1,80.77774925190475,5,5,5,4,5,4,5,5,5,5,3,5,4,5,5,4,3,4,3,5,4,4.666666666666667,5.0,4.0,5.0,3.6666666666666665,5.0,100.0,3,3,2,3,4,4,1,3,1,4,4,4,3,5,4,5,5,5,5,5,5.0,,,₦20m–₦100m,₦2m–₦10m,15.099726498020141,1,3,5,5
F2025000497,Abia,South East,Rural,Retail & Wholesale,G,47,5,11,8746274.837603096,Limited Liability,27,Male,Secondary,Agric/Environment,0,36.63386433003094,5,2,4,3,3,4,5,5,5,5,5,5,5,3,4,4,5,4,5,5,1,3.5,5.0,5.0,3.5,4.333333333333333,5.0,100.0,3,5,5,5,2,4,5,5,4,3,2,1,2,4,4,5,5,5,5,5,5.0,8746274.837603096,2276731.9808939374,₦5m–₦20m,₦2m–₦10m,5.638172992881499,2,3,5,5
F2025000498,Lagos,South West,Rural,Education & Health,P/Q,86,6,3,7932890.022948675,Partnership,36,Male,Tertiary,Arts/Social Sciences,0,47.43960200733798,1,2,4,5,4,3,1,1,1,1,1,1,1,2,1,3,2,4,3,3,3,3.1666666666666665,1.0,1.0,1.5,3.0,2.0,25.0,4,3,4,1,2,3,4,4,5,2,1,4,4,3,5,4,2,5,5,5,4.2,7932890.022948675,234702.81442682355,₦5m–₦20m,Loss/Break-even,4.969774348285153,0,4,1,1
F2025000499,Kano,North West,Rural,Other Services,S,96,3,4,3562426.8026189357,Sole Proprietorship,39,Male,Postgraduate,Agric/Environment,0,80.33577703906039,1,3,5,4,5,5,3,4,3,3,4,4,4,5,5,5,5,5,4,3,5,3.8333333333333335,3.25,4.0,5.0,5.0,5.0,100.0,2,2,2,1,3,3,5,5,5,3,4,4,4,3,4,5,5,5,5,5,5.0,3562426.8026189357,898617.0101226321,₦1m–₦5m,₦0.5m–₦2m,18.222563795328533,0,5,5,5
