respondent_id,Country,Country_label,Age,Gender,Gender_label,Education,Education_label,Income_Level,Income_Level_label,Bank_Type,Bank_Type_label,Years_with_Account,Frequency_of_Use,Frequency_of_Use_label,Past_Victim,Past_Victim_label
2745,1,Nigeria,41,2,Female,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,4,1,Daily,0,No
2746,1,Nigeria,66,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,19,2,Several times a week,0,No
2747,2,Ghana,50,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,13,1,Daily,0,No
2748,1,Nigeria,34,2,Female,4,Vocational/Technical,3,"₦100,001–₦250,000",1,Traditional Commercial,13,2,Several times a week,0,No
2749,2,Ghana,50,2,Female,6,Postgraduate,3,"₵1,001–₵2,500",2,Digital-Only Bank,33,1,Daily,0,No
2750,2,Ghana,26,1,Male,2,Primary,1,<₵500,1,Traditional Commercial,12,1,Daily,0,No
2751,2,Ghana,42,3,Other/Prefer not to say,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,9,5,Less than monthly,0,No
2752,1,Nigeria,32,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,14,2,Several times a week,0,No
2753,1,Nigeria,51,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,19,1,Daily,0,No
2754,2,Ghana,41,1,Male,5,Undergraduate,1,<₵500,1,Traditional Commercial,4,2,Several times a week,0,No
2755,1,Nigeria,30,2,Female,4,Vocational/Technical,3,"₦100,001–₦250,000",2,Digital-Only Bank,9,2,Several times a week,0,No
2756,1,Nigeria,51,1,Male,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,24,1,Daily,1,Yes
2757,2,Ghana,39,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,16,5,Less than monthly,0,No
2758,2,Ghana,32,2,Female,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,2,1,Daily,0,No
2759,1,Nigeria,40,1,Male,6,Postgraduate,1,"<₦50,000",1,Traditional Commercial,15,4,Monthly,1,Yes
2760,1,Nigeria,49,2,Female,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,19,3,Weekly,0,No
2761,1,Nigeria,28,2,Female,2,Primary,2,"₦50,000–₦100,000",3,Microfinance,6,3,Weekly,0,No
2762,1,Nigeria,22,1,Male,4,Vocational/Technical,2,"₦50,000–₦100,000",1,Traditional Commercial,5,1,Daily,0,No
2763,1,Nigeria,36,2,Female,4,Vocational/Technical,4,"₦250,001–₦500,000",3,Microfinance,13,5,Less than monthly,1,Yes
2764,2,Ghana,45,2,Female,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,16,5,Less than monthly,0,No
2765,1,Nigeria,56,2,Female,3,Secondary,1,"<₦50,000",2,Digital-Only Bank,2,3,Weekly,0,No
2766,1,Nigeria,26,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,6,2,Several times a week,0,No
2767,1,Nigeria,32,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,9,2,Several times a week,0,No
2768,1,Nigeria,32,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,5,3,Weekly,0,No
2769,1,Nigeria,44,1,Male,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,31,2,Several times a week,0,No
2770,1,Nigeria,36,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,4,3,Weekly,0,No
2771,2,Ghana,57,2,Female,5,Undergraduate,5,">₵5,000",3,Microfinance,27,4,Monthly,0,No
2772,1,Nigeria,64,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",3,Microfinance,37,2,Several times a week,0,No
2773,2,Ghana,67,2,Female,3,Secondary,1,<₵500,1,Traditional Commercial,4,2,Several times a week,0,No
2774,1,Nigeria,35,1,Male,6,Postgraduate,1,"<₦50,000",2,Digital-Only Bank,15,1,Daily,0,No
2775,1,Nigeria,55,2,Female,6,Postgraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,19,3,Weekly,0,No
2776,1,Nigeria,46,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,21,1,Daily,0,No
2777,2,Ghana,35,2,Female,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,8,1,Daily,0,No
2778,1,Nigeria,33,1,Male,2,Primary,4,"₦250,001–₦500,000",1,Traditional Commercial,4,2,Several times a week,1,Yes
2779,2,Ghana,27,2,Female,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,3,1,Daily,0,No
2780,2,Ghana,65,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,5,1,Daily,0,No
2781,1,Nigeria,66,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,12,2,Several times a week,0,No
2782,1,Nigeria,39,2,Female,3,Secondary,1,"<₦50,000",3,Microfinance,5,2,Several times a week,0,No
2783,2,Ghana,40,1,Male,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,7,2,Several times a week,0,No
2784,1,Nigeria,42,1,Male,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,25,3,Weekly,0,No
2785,1,Nigeria,27,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,9,4,Monthly,0,No
2786,1,Nigeria,58,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,23,2,Several times a week,0,No
2787,1,Nigeria,31,2,Female,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,7,2,Several times a week,0,No
2788,2,Ghana,60,1,Male,6,Postgraduate,5,">₵5,000",1,Traditional Commercial,9,1,Daily,0,No
2789,1,Nigeria,37,2,Female,4,Vocational/Technical,2,"₦50,000–₦100,000",1,Traditional Commercial,5,3,Weekly,0,No
2790,1,Nigeria,70,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,7,2,Several times a week,0,No
2791,2,Ghana,22,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",3,Microfinance,8,1,Daily,0,No
2792,2,Ghana,54,2,Female,3,Secondary,5,">₵5,000",1,Traditional Commercial,6,2,Several times a week,0,No
2793,2,Ghana,60,2,Female,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,38,3,Weekly,1,Yes
2794,1,Nigeria,40,2,Female,2,Primary,3,"₦100,001–₦250,000",2,Digital-Only Bank,16,1,Daily,1,Yes
2795,2,Ghana,46,1,Male,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,9,3,Weekly,0,No
2796,1,Nigeria,32,2,Female,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,16,3,Weekly,1,Yes
2797,1,Nigeria,49,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",3,Microfinance,7,4,Monthly,0,No
2798,1,Nigeria,46,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,24,2,Several times a week,0,No
2799,1,Nigeria,58,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,13,2,Several times a week,0,No
2800,1,Nigeria,35,2,Female,4,Vocational/Technical,3,"₦100,001–₦250,000",1,Traditional Commercial,11,1,Daily,0,No
2801,1,Nigeria,30,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,7,3,Weekly,0,No
2802,1,Nigeria,35,2,Female,3,Secondary,5,">₦500,000",1,Traditional Commercial,3,5,Less than monthly,0,No
2803,2,Ghana,50,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,27,2,Several times a week,0,No
2804,1,Nigeria,38,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,13,3,Weekly,0,No
2805,2,Ghana,65,2,Female,1,No formal,3,"₵1,001–₵2,500",1,Traditional Commercial,25,3,Weekly,0,No
2806,1,Nigeria,55,2,Female,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,29,4,Monthly,0,No
2807,1,Nigeria,30,2,Female,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,11,2,Several times a week,0,No
2808,1,Nigeria,44,1,Male,2,Primary,1,"<₦50,000",1,Traditional Commercial,10,2,Several times a week,1,Yes
2809,1,Nigeria,70,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,42,2,Several times a week,1,Yes
2810,1,Nigeria,56,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,15,4,Monthly,0,No
2811,1,Nigeria,33,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",2,Digital-Only Bank,2,1,Daily,0,No
2812,1,Nigeria,46,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,13,4,Monthly,0,No
2813,2,Ghana,29,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,8,3,Weekly,1,Yes
2814,1,Nigeria,36,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,6,5,Less than monthly,1,Yes
2815,1,Nigeria,27,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,4,5,Less than monthly,0,No
2816,1,Nigeria,61,2,Female,3,Secondary,1,"<₦50,000",1,Traditional Commercial,14,1,Daily,0,No
2817,1,Nigeria,34,1,Male,1,No formal,2,"₦50,000–₦100,000",2,Digital-Only Bank,5,1,Daily,0,No
2818,2,Ghana,49,2,Female,5,Undergraduate,1,<₵500,3,Microfinance,11,2,Several times a week,0,No
2819,1,Nigeria,33,2,Female,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,2,2,Several times a week,0,No
2820,2,Ghana,53,2,Female,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,3,4,Monthly,0,No
2821,1,Nigeria,68,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,26,2,Several times a week,0,No
2822,2,Ghana,62,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,22,4,Monthly,0,No
2823,1,Nigeria,33,1,Male,3,Secondary,3,"₦100,001–₦250,000",3,Microfinance,15,5,Less than monthly,0,No
2824,1,Nigeria,26,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,9,1,Daily,0,No
2825,1,Nigeria,36,2,Female,3,Secondary,1,"<₦50,000",3,Microfinance,7,5,Less than monthly,1,Yes
2826,1,Nigeria,49,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,13,3,Weekly,0,No
2827,1,Nigeria,51,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,13,3,Weekly,0,No
2828,1,Nigeria,44,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,13,2,Several times a week,0,No
2829,1,Nigeria,40,2,Female,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,17,3,Weekly,0,No
2830,2,Ghana,42,1,Male,6,Postgraduate,2,"₵500–₵1,000",1,Traditional Commercial,13,1,Daily,1,Yes
2831,2,Ghana,38,2,Female,5,Undergraduate,5,">₵5,000",3,Microfinance,20,1,Daily,0,No
2832,2,Ghana,38,2,Female,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,6,1,Daily,0,No
2833,1,Nigeria,38,2,Female,2,Primary,1,"<₦50,000",1,Traditional Commercial,23,2,Several times a week,0,No
2834,1,Nigeria,29,2,Female,5,Undergraduate,1,"<₦50,000",1,Traditional Commercial,6,3,Weekly,0,No
2835,1,Nigeria,57,1,Male,5,Undergraduate,5,">₦500,000",1,Traditional Commercial,38,1,Daily,0,No
2836,2,Ghana,39,2,Female,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,5,3,Weekly,0,No
2837,1,Nigeria,39,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,4,4,Monthly,0,No
2838,1,Nigeria,43,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,9,1,Daily,0,No
2839,1,Nigeria,48,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,30,2,Several times a week,0,No
2840,1,Nigeria,29,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",2,Digital-Only Bank,4,3,Weekly,0,No
2841,2,Ghana,34,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,13,1,Daily,0,No
2842,1,Nigeria,24,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,4,2,Several times a week,0,No
2843,2,Ghana,28,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,6,2,Several times a week,0,No
2844,2,Ghana,38,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,4,1,Daily,0,No
2845,2,Ghana,34,2,Female,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,8,2,Several times a week,0,No
2846,2,Ghana,43,2,Female,4,Vocational/Technical,2,"₵500–₵1,000",1,Traditional Commercial,4,4,Monthly,1,Yes
2847,1,Nigeria,20,2,Female,2,Primary,2,"₦50,000–₦100,000",2,Digital-Only Bank,8,3,Weekly,0,No
2848,1,Nigeria,42,1,Male,6,Postgraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,6,4,Monthly,0,No
2849,1,Nigeria,35,1,Male,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,5,3,Weekly,0,No
2850,2,Ghana,33,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,1,1,Daily,0,No
2851,1,Nigeria,24,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",2,Digital-Only Bank,9,2,Several times a week,1,Yes
2852,1,Nigeria,36,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,11,3,Weekly,0,No
2853,1,Nigeria,40,2,Female,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,23,1,Daily,0,No
2854,2,Ghana,41,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,20,3,Weekly,1,Yes
2855,2,Ghana,41,1,Male,3,Secondary,2,"₵500–₵1,000",3,Microfinance,5,2,Several times a week,1,Yes
2856,1,Nigeria,55,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,40,2,Several times a week,0,No
2857,1,Nigeria,60,2,Female,3,Secondary,5,">₦500,000",1,Traditional Commercial,15,4,Monthly,1,Yes
2858,1,Nigeria,35,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",2,Digital-Only Bank,10,5,Less than monthly,0,No
2859,1,Nigeria,40,1,Male,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,21,2,Several times a week,0,No
2860,1,Nigeria,25,2,Female,4,Vocational/Technical,5,">₦500,000",2,Digital-Only Bank,5,1,Daily,1,Yes
2861,2,Ghana,56,1,Male,2,Primary,3,"₵1,001–₵2,500",1,Traditional Commercial,35,2,Several times a week,1,Yes
2862,2,Ghana,40,1,Male,3,Secondary,2,"₵500–₵1,000",2,Digital-Only Bank,10,2,Several times a week,0,No
2863,1,Nigeria,42,2,Female,3,Secondary,5,">₦500,000",1,Traditional Commercial,13,3,Weekly,0,No
2864,1,Nigeria,52,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,9,1,Daily,0,No
2865,1,Nigeria,44,2,Female,4,Vocational/Technical,4,"₦250,001–₦500,000",3,Microfinance,14,4,Monthly,0,No
2866,2,Ghana,55,2,Female,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,5,3,Weekly,0,No
2867,1,Nigeria,34,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,5,2,Several times a week,0,No
2868,1,Nigeria,51,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,9,1,Daily,0,No
2869,2,Ghana,42,1,Male,2,Primary,1,<₵500,1,Traditional Commercial,20,1,Daily,0,No
2870,2,Ghana,52,1,Male,3,Secondary,3,"₵1,001–₵2,500",1,Traditional Commercial,30,4,Monthly,0,No
2871,2,Ghana,51,2,Female,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,18,5,Less than monthly,1,Yes
2872,2,Ghana,44,1,Male,3,Secondary,3,"₵1,001–₵2,500",3,Microfinance,3,1,Daily,0,No
2873,1,Nigeria,46,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,3,3,Weekly,0,No
2874,1,Nigeria,41,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,8,1,Daily,0,No
2875,1,Nigeria,54,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,15,2,Several times a week,0,No
2876,2,Ghana,37,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,18,1,Daily,0,No
2877,1,Nigeria,31,1,Male,6,Postgraduate,1,"<₦50,000",2,Digital-Only Bank,10,3,Weekly,0,No
2878,2,Ghana,44,2,Female,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,18,1,Daily,1,Yes
2879,1,Nigeria,37,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,6,3,Weekly,0,No
2880,2,Ghana,34,2,Female,2,Primary,1,<₵500,3,Microfinance,10,2,Several times a week,1,Yes
2881,1,Nigeria,25,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,10,3,Weekly,0,No
2882,1,Nigeria,48,2,Female,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,27,1,Daily,0,No
2883,2,Ghana,58,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,36,4,Monthly,0,No
2884,1,Nigeria,34,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,9,5,Less than monthly,0,No
2885,1,Nigeria,57,2,Female,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,23,3,Weekly,0,No
2886,1,Nigeria,29,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,3,2,Several times a week,1,Yes
2887,1,Nigeria,24,1,Male,3,Secondary,1,"<₦50,000",3,Microfinance,8,4,Monthly,0,No
2888,2,Ghana,62,2,Female,5,Undergraduate,1,<₵500,3,Microfinance,38,3,Weekly,1,Yes
2889,1,Nigeria,38,2,Female,3,Secondary,4,"₦250,001–₦500,000",3,Microfinance,22,5,Less than monthly,0,No
2890,1,Nigeria,28,1,Male,2,Primary,2,"₦50,000–₦100,000",1,Traditional Commercial,10,5,Less than monthly,0,No
2891,2,Ghana,47,2,Female,2,Primary,2,"₵500–₵1,000",1,Traditional Commercial,4,1,Daily,0,No
2892,1,Nigeria,47,2,Female,5,Undergraduate,5,">₦500,000",3,Microfinance,13,1,Daily,0,No
2893,1,Nigeria,55,1,Male,3,Secondary,4,"₦250,001–₦500,000",2,Digital-Only Bank,39,1,Daily,0,No
2894,1,Nigeria,67,1,Male,5,Undergraduate,2,"₦50,000–₦100,000",3,Microfinance,32,5,Less than monthly,0,No
2895,1,Nigeria,51,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,16,4,Monthly,0,No
2896,1,Nigeria,61,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,38,4,Monthly,0,No
2897,2,Ghana,55,1,Male,6,Postgraduate,5,">₵5,000",1,Traditional Commercial,25,3,Weekly,0,No
2898,2,Ghana,67,1,Male,2,Primary,2,"₵500–₵1,000",2,Digital-Only Bank,48,1,Daily,0,No
2899,2,Ghana,49,1,Male,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,15,2,Several times a week,0,No
2900,2,Ghana,41,1,Male,5,Undergraduate,1,<₵500,1,Traditional Commercial,18,3,Weekly,0,No
2901,1,Nigeria,73,2,Female,4,Vocational/Technical,1,"<₦50,000",3,Microfinance,53,2,Several times a week,0,No
2902,1,Nigeria,57,1,Male,5,Undergraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,16,2,Several times a week,0,No
2903,1,Nigeria,50,1,Male,6,Postgraduate,5,">₦500,000",1,Traditional Commercial,16,1,Daily,0,No
2904,1,Nigeria,51,1,Male,5,Undergraduate,5,">₦500,000",3,Microfinance,7,2,Several times a week,0,No
2905,1,Nigeria,39,2,Female,4,Vocational/Technical,4,"₦250,001–₦500,000",1,Traditional Commercial,12,2,Several times a week,0,No
2906,2,Ghana,51,1,Male,3,Secondary,1,<₵500,2,Digital-Only Bank,10,4,Monthly,0,No
2907,1,Nigeria,32,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,2,2,Several times a week,0,No
2908,1,Nigeria,44,2,Female,2,Primary,4,"₦250,001–₦500,000",1,Traditional Commercial,29,3,Weekly,0,No
2909,1,Nigeria,29,2,Female,3,Secondary,1,"<₦50,000",2,Digital-Only Bank,4,1,Daily,0,No
2910,2,Ghana,22,2,Female,3,Secondary,2,"₵500–₵1,000",1,Traditional Commercial,3,1,Daily,0,No
2911,1,Nigeria,53,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,19,2,Several times a week,0,No
2912,1,Nigeria,35,1,Male,6,Postgraduate,1,"<₦50,000",1,Traditional Commercial,13,1,Daily,0,No
2913,1,Nigeria,45,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,14,4,Monthly,0,No
2914,1,Nigeria,69,1,Male,4,Vocational/Technical,5,">₦500,000",1,Traditional Commercial,26,1,Daily,0,No
2915,1,Nigeria,38,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,7,4,Monthly,0,No
2916,1,Nigeria,28,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,10,2,Several times a week,1,Yes
2917,1,Nigeria,37,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,6,2,Several times a week,0,No
2918,2,Ghana,27,1,Male,2,Primary,3,"₵1,001–₵2,500",1,Traditional Commercial,6,2,Several times a week,0,No
2919,1,Nigeria,52,1,Male,4,Vocational/Technical,3,"₦100,001–₦250,000",2,Digital-Only Bank,21,4,Monthly,0,No
2920,2,Ghana,39,2,Female,2,Primary,4,"₵2,501–₵5,000",1,Traditional Commercial,15,1,Daily,0,No
2921,1,Nigeria,47,2,Female,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,10,4,Monthly,0,No
2922,2,Ghana,35,1,Male,5,Undergraduate,1,<₵500,2,Digital-Only Bank,14,1,Daily,0,No
2923,2,Ghana,33,2,Female,3,Secondary,5,">₵5,000",1,Traditional Commercial,7,1,Daily,0,No
2924,2,Ghana,36,2,Female,3,Secondary,1,<₵500,1,Traditional Commercial,7,1,Daily,0,No
2925,1,Nigeria,36,2,Female,6,Postgraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,5,1,Daily,0,No
2926,1,Nigeria,54,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,29,1,Daily,0,No
2927,1,Nigeria,61,2,Female,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,26,1,Daily,0,No
2928,1,Nigeria,21,1,Male,2,Primary,4,"₦250,001–₦500,000",1,Traditional Commercial,0,1,Daily,1,Yes
2929,1,Nigeria,57,2,Female,2,Primary,3,"₦100,001–₦250,000",2,Digital-Only Bank,15,4,Monthly,0,No
2930,1,Nigeria,22,2,Female,4,Vocational/Technical,2,"₦50,000–₦100,000",1,Traditional Commercial,3,2,Several times a week,1,Yes
2931,2,Ghana,42,1,Male,6,Postgraduate,3,"₵1,001–₵2,500",1,Traditional Commercial,17,2,Several times a week,0,No
2932,1,Nigeria,41,2,Female,5,Undergraduate,2,"₦50,000–₦100,000",1,Traditional Commercial,15,4,Monthly,0,No
2933,1,Nigeria,47,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,16,3,Weekly,0,No
2934,2,Ghana,51,1,Male,5,Undergraduate,3,"₵1,001–₵2,500",3,Microfinance,13,3,Weekly,0,No
2935,1,Nigeria,35,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,18,5,Less than monthly,0,No
2936,2,Ghana,33,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,4,1,Daily,0,No
2937,2,Ghana,30,1,Male,5,Undergraduate,1,<₵500,2,Digital-Only Bank,14,3,Weekly,1,Yes
2938,1,Nigeria,50,1,Male,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,18,2,Several times a week,0,No
2939,1,Nigeria,62,2,Female,6,Postgraduate,3,"₦100,001–₦250,000",1,Traditional Commercial,18,2,Several times a week,0,No
2940,1,Nigeria,38,2,Female,3,Secondary,2,"₦50,000–₦100,000",2,Digital-Only Bank,15,1,Daily,0,No
2941,2,Ghana,26,1,Male,5,Undergraduate,4,"₵2,501–₵5,000",2,Digital-Only Bank,5,3,Weekly,0,No
2942,2,Ghana,58,1,Male,6,Postgraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,32,1,Daily,0,No
2943,2,Ghana,48,2,Female,3,Secondary,4,"₵2,501–₵5,000",1,Traditional Commercial,23,1,Daily,0,No
2944,1,Nigeria,42,2,Female,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,13,5,Less than monthly,1,Yes
2945,2,Ghana,43,2,Female,5,Undergraduate,4,"₵2,501–₵5,000",1,Traditional Commercial,13,5,Less than monthly,0,No
2946,1,Nigeria,35,1,Male,2,Primary,4,"₦250,001–₦500,000",1,Traditional Commercial,6,2,Several times a week,0,No
2947,1,Nigeria,38,1,Male,3,Secondary,5,">₦500,000",1,Traditional Commercial,19,3,Weekly,0,No
2948,1,Nigeria,44,1,Male,5,Undergraduate,4,"₦250,001–₦500,000",1,Traditional Commercial,28,2,Several times a week,0,No
2949,2,Ghana,26,1,Male,3,Secondary,3,"₵1,001–₵2,500",2,Digital-Only Bank,5,2,Several times a week,1,Yes
2950,2,Ghana,30,1,Male,6,Postgraduate,2,"₵500–₵1,000",2,Digital-Only Bank,14,2,Several times a week,0,No
2951,1,Nigeria,54,1,Male,3,Secondary,2,"₦50,000–₦100,000",1,Traditional Commercial,13,1,Daily,0,No
2952,2,Ghana,44,2,Female,5,Undergraduate,2,"₵500–₵1,000",1,Traditional Commercial,21,1,Daily,0,No
2953,1,Nigeria,36,1,Male,3,Secondary,1,"<₦50,000",1,Traditional Commercial,6,3,Weekly,0,No
2954,1,Nigeria,47,1,Male,6,Postgraduate,5,">₦500,000",1,Traditional Commercial,11,3,Weekly,0,No
2955,2,Ghana,32,2,Female,5,Undergraduate,5,">₵5,000",1,Traditional Commercial,3,1,Daily,0,No
2956,2,Ghana,37,2,Female,1,No formal,2,"₵500–₵1,000",1,Traditional Commercial,4,3,Weekly,0,No
2957,2,Ghana,36,1,Male,3,Secondary,5,">₵5,000",1,Traditional Commercial,17,3,Weekly,0,No
2958,2,Ghana,69,2,Female,2,Primary,2,"₵500–₵1,000",3,Microfinance,8,3,Weekly,0,No
2959,2,Ghana,32,1,Male,3,Secondary,4,"₵2,501–₵5,000",2,Digital-Only Bank,16,3,Weekly,0,No
2960,2,Ghana,24,2,Female,6,Postgraduate,2,"₵500–₵1,000",2,Digital-Only Bank,4,1,Daily,0,No
2961,1,Nigeria,54,1,Male,3,Secondary,4,"₦250,001–₦500,000",1,Traditional Commercial,9,1,Daily,0,No
2962,1,Nigeria,25,2,Female,6,Postgraduate,5,">₦500,000",1,Traditional Commercial,6,2,Several times a week,1,Yes
2963,1,Nigeria,56,1,Male,3,Secondary,3,"₦100,001–₦250,000",1,Traditional Commercial,26,1,Daily,0,No
