date,site_name,flared_mscf
2024-12-18,Soku,51110
2024-12-18,Bonga Offshore,42035
2024-12-18,Akpo Offshore,6754
2024-12-18,Egina Offshore,58897
2024-12-19,Escravos,73093
2024-12-19,Forcados,8584
2024-12-19,Bonny,85814
2024-12-19,Brass,115865
2024-12-19,Ebocha,46159
2024-12-19,Ughelli,40854
2024-12-19,Ogbogu,66601
2024-12-19,Utorogu,11376
2024-12-19,Agbada,81263
2024-12-19,Nembe,93085
2024-12-19,Obite,72895
2024-12-19,Soku,85811
2024-12-19,Bonga Offshore,40639
2024-12-19,Akpo Offshore,6351
2024-12-19,Egina Offshore,48939
2024-12-20,Escravos,66134
2024-12-20,Forcados,10026
2024-12-20,Bonny,109541
2024-12-20,Brass,121076
2024-12-20,Ebocha,32751
2024-12-20,Ughelli,52527
2024-12-20,Ogbogu,48582
2024-12-20,Utorogu,17501
2024-12-20,Agbada,66974
2024-12-20,Nembe,102690
2024-12-20,Obite,67330
2024-12-20,Soku,84495
2024-12-20,Bonga Offshore,45662
2024-12-20,Akpo Offshore,6116
2024-12-20,Egina Offshore,46652
2024-12-21,Escravos,82230
2024-12-21,Forcados,10388
2024-12-21,Bonny,115789
2024-12-21,Brass,106924
2024-12-21,Ebocha,35469
2024-12-21,Ughelli,51444
2024-12-21,Ogbogu,49094
2024-12-21,Utorogu,19409
2024-12-21,Agbada,89211
2024-12-21,Nembe,83930
2024-12-21,Obite,63107
2024-12-21,Soku,73608
2024-12-21,Bonga Offshore,44443
2024-12-21,Akpo Offshore,5580
2024-12-21,Egina Offshore,60951
2024-12-22,Escravos,66224
2024-12-22,Forcados,7956
2024-12-22,Bonny,100463
2024-12-22,Brass,114064
2024-12-22,Ebocha,35930
2024-12-22,Ughelli,43509
2024-12-22,Ogbogu,49751
2024-12-22,Utorogu,12362
2024-12-22,Agbada,61512
2024-12-22,Nembe,90955
2024-12-22,Obite,69929
2024-12-22,Soku,61677
2024-12-22,Bonga Offshore,54128
2024-12-22,Akpo Offshore,6502
2024-12-22,Egina Offshore,48749
2024-12-23,Escravos,62935
2024-12-23,Forcados,8132
2024-12-23,Bonny,102621
2024-12-23,Brass,108971
2024-12-23,Ebocha,45899
2024-12-23,Ughelli,47207
2024-12-23,Ogbogu,48116
2024-12-23,Utorogu,14553
2024-12-23,Agbada,66142
2024-12-23,Nembe,98330
2024-12-23,Obite,71646
2024-12-23,Soku,79846
2024-12-23,Bonga Offshore,53252
2024-12-23,Akpo Offshore,6945
2024-12-23,Egina Offshore,51944
2024-12-24,Escravos,86439
2024-12-24,Forcados,9696
2024-12-24,Bonny,122477
2024-12-24,Brass,106435
2024-12-24,Ebocha,33110
2024-12-24,Ughelli,41606
2024-12-24,Ogbogu,53581
2024-12-24,Utorogu,16470
2024-12-24,Agbada,82334
2024-12-24,Nembe,111598
2024-12-24,Obite,80800
2024-12-24,Soku,71343
2024-12-24,Bonga Offshore,34433
2024-12-24,Akpo Offshore,5328
2024-12-24,Egina Offshore,46233
2024-12-25,Escravos,88935
2024-12-25,Forcados,11898
2024-12-25,Bonny,114325
2024-12-25,Brass,94189
2024-12-25,Ebocha,46412
2024-12-25,Ughelli,38555
2024-12-25,Ogbogu,53634
2024-12-25,Utorogu,14780
2024-12-25,Agbada,85172
2024-12-25,Nembe,122179
2024-12-25,Obite,71522
2024-12-25,Soku,61545
2024-12-25,Bonga Offshore,38097
2024-12-25,Akpo Offshore,5369
2024-12-25,Egina Offshore,44655
2024-12-26,Escravos,66568
2024-12-26,Forcados,9221
2024-12-26,Bonny,127947
2024-12-26,Brass,85554
2024-12-26,Ebocha,42002
2024-12-26,Ughelli,47953
2024-12-26,Ogbogu,49034
2024-12-26,Utorogu,16629
2024-12-26,Agbada,81068
2024-12-26,Nembe,98384
2024-12-26,Obite,60431
2024-12-26,Soku,77198
2024-12-26,Bonga Offshore,38113
2024-12-26,Akpo Offshore,4406
2024-12-26,Egina Offshore,53047
2024-12-27,Escravos,72271
2024-12-27,Forcados,9421
2024-12-27,Bonny,115885
2024-12-27,Brass,104083
2024-12-27,Ebocha,44260
2024-12-27,Ughelli,37695
2024-12-27,Ogbogu,67693
2024-12-27,Utorogu,13961
2024-12-27,Agbada,92675
2024-12-27,Nembe,104476
2024-12-27,Obite,64876
2024-12-27,Soku,71696
2024-12-27,Bonga Offshore,42715
2024-12-27,Akpo Offshore,5864
2024-12-27,Egina Offshore,47148
2024-12-28,Escravos,84242
2024-12-28,Forcados,7176
2024-12-28,Bonny,86496
2024-12-28,Brass,119655
2024-12-28,Ebocha,37029
2024-12-28,Ughelli,42240
2024-12-28,Ogbogu,66612
2024-12-28,Utorogu,14711
2024-12-28,Agbada,84978
2024-12-28,Nembe,96645
2024-12-28,Obite,74813
2024-12-28,Soku,78349
2024-12-28,Bonga Offshore,45189
2024-12-28,Akpo Offshore,5350
2024-12-28,Egina Offshore,45188
2024-12-29,Escravos,74234
2024-12-29,Forcados,7379
2024-12-29,Bonny,114689
2024-12-29,Brass,112172
2024-12-29,Ebocha,40724
2024-12-29,Ughelli,46129
2024-12-29,Ogbogu,57690
2024-12-29,Utorogu,15169
2024-12-29,Agbada,70207
2024-12-29,Nembe,107496
2024-12-29,Obite,78392
2024-12-29,Soku,64200
2024-12-29,Bonga Offshore,45498
2024-12-29,Akpo Offshore,5938
2024-12-29,Egina Offshore,48493
2024-12-30,Escravos,71026
2024-12-30,Forcados,10686
2024-12-30,Bonny,128950
2024-12-30,Brass,91487
2024-12-30,Ebocha,36074
2024-12-30,Ughelli,42967
2024-12-30,Ogbogu,49165
2024-12-30,Utorogu,16438
2024-12-30,Agbada,80532
2024-12-30,Nembe,113827
2024-12-30,Obite,63194
2024-12-30,Soku,69330
2024-12-30,Bonga Offshore,41747
2024-12-30,Akpo Offshore,4837
2024-12-30,Egina Offshore,46074
2024-12-31,Escravos,71051
2024-12-31,Forcados,9469
2024-12-31,Bonny,115641
2024-12-31,Brass,116285
2024-12-31,Ebocha,37977
2024-12-31,Ughelli,37839
2024-12-31,Ogbogu,68063
2024-12-31,Utorogu,18586
2024-12-31,Agbada,68397
2024-12-31,Nembe,115597
2024-12-31,Obite,62867
2024-12-31,Soku,67941
2024-12-31,Bonga Offshore,37742
2024-12-31,Akpo Offshore,5515
2024-12-31,Egina Offshore,39471
2025-01-01,Escravos,72527
2025-01-01,Forcados,8613
2025-01-01,Bonny,112678
2025-01-01,Brass,114251
2025-01-01,Ebocha,43793
2025-01-01,Ughelli,38118
2025-01-01,Ogbogu,66390
2025-01-01,Utorogu,18261
2025-01-01,Agbada,77402
2025-01-01,Nembe,109548
2025-01-01,Obite,61558
2025-01-01,Soku,60702
2025-01-01,Bonga Offshore,47567
2025-01-01,Akpo Offshore,4728
2025-01-01,Egina Offshore,48322
2025-01-02,Escravos,61711
2025-01-02,Forcados,9085
2025-01-02,Bonny,140207
2025-01-02,Brass,101121
2025-01-02,Ebocha,43144
2025-01-02,Ughelli,42350
2025-01-02,Ogbogu,63121
2025-01-02,Utorogu,17959
2025-01-02,Agbada,56371
2025-01-02,Nembe,106822
2025-01-02,Obite,67784
2025-01-02,Soku,83550
2025-01-02,Bonga Offshore,44404
2025-01-02,Akpo Offshore,6315
2025-01-02,Egina Offshore,59375
2025-01-03,Escravos,75389
2025-01-03,Forcados,10273
2025-01-03,Bonny,123745
2025-01-03,Brass,104454
2025-01-03,Ebocha,44143
2025-01-03,Ughelli,48988
2025-01-03,Ogbogu,50982
2025-01-03,Utorogu,15182
2025-01-03,Agbada,83275
2025-01-03,Nembe,119154
2025-01-03,Obite,85982
2025-01-03,Soku,81060
2025-01-03,Bonga Offshore,34122
2025-01-03,Akpo Offshore,5644
2025-01-03,Egina Offshore,56904
2025-01-04,Escravos,85323
2025-01-04,Forcados,8411
2025-01-04,Bonny,115427
2025-01-04,Brass,112708
2025-01-04,Ebocha,40981
2025-01-04,Ughelli,39135
2025-01-04,Ogbogu,70266
2025-01-04,Utorogu,11274
2025-01-04,Agbada,75494
2025-01-04,Nembe,109401
2025-01-04,Obite,69390
2025-01-04,Soku,72115
2025-01-04,Bonga Offshore,50182
2025-01-04,Akpo Offshore,5838
2025-01-04,Egina Offshore,50678
2025-01-05,Escravos,76849
2025-01-05,Forcados,9323
2025-01-05,Bonny,103759
2025-01-05,Brass,113776
2025-01-05,Ebocha,34030
2025-01-05,Ughelli,36230
2025-01-05,Ogbogu,63415
2025-01-05,Utorogu,15280
2025-01-05,Agbada,81377
2025-01-05,Nembe,121627
2025-01-05,Obite,77368
2025-01-05,Soku,76186
2025-01-05,Bonga Offshore,47200
2025-01-05,Akpo Offshore,5242
2025-01-05,Egina Offshore,56085
2025-01-06,Escravos,93738
2025-01-06,Forcados,9921
2025-01-06,Bonny,135198
2025-01-06,Brass,107832
2025-01-06,Ebocha,43729
2025-01-06,Ughelli,36545
2025-01-06,Ogbogu,47407
2025-01-06,Utorogu,15836
2025-01-06,Agbada,64408
2025-01-06,Nembe,115617
2025-01-06,Obite,62140
2025-01-06,Soku,81988
2025-01-06,Bonga Offshore,44815
2025-01-06,Akpo Offshore,5303
2025-01-06,Egina Offshore,46374
2025-01-07,Escravos,81674
2025-01-07,Forcados,10608
2025-01-07,Bonny,99587
2025-01-07,Brass,112191
2025-01-07,Ebocha,38474
2025-01-07,Ughelli,55001
2025-01-07,Ogbogu,57484
2025-01-07,Utorogu,13737
2025-01-07,Agbada,84055
2025-01-07,Nembe,97427
2025-01-07,Obite,64964
2025-01-07,Soku,70312
2025-01-07,Bonga Offshore,46939
2025-01-07,Akpo Offshore,5723
2025-01-07,Egina Offshore,46757
2025-01-08,Escravos,73739
2025-01-08,Forcados,8360
2025-01-08,Bonny,114644
2025-01-08,Brass,97091
2025-01-08,Ebocha,41398
2025-01-08,Ughelli,38750
2025-01-08,Ogbogu,56094
2025-01-08,Utorogu,16625
2025-01-08,Agbada,78100
2025-01-08,Nembe,91298
2025-01-08,Obite,76397
2025-01-08,Soku,78853
2025-01-08,Bonga Offshore,42427
2025-01-08,Akpo Offshore,5920
2025-01-08,Egina Offshore,54686
2025-01-09,Escravos,83959
2025-01-09,Forcados,9840
2025-01-09,Bonny,136106
2025-01-09,Brass,128704
2025-01-09,Ebocha,41169
2025-01-09,Ughelli,43723
2025-01-09,Ogbogu,59084
2025-01-09,Utorogu,17172
2025-01-09,Agbada,94137
2025-01-09,Nembe,109109
2025-01-09,Obite,65273
2025-01-09,Soku,81050
2025-01-09,Bonga Offshore,50916
2025-01-09,Akpo Offshore,6773
2025-01-09,Egina Offshore,53258
2025-01-10,Escravos,67700
2025-01-10,Forcados,10085
2025-01-10,Bonny,108388
2025-01-10,Brass,129706
2025-01-10,Ebocha,42797
2025-01-10,Ughelli,38525
2025-01-10,Ogbogu,58422
2025-01-10,Utorogu,12590
2025-01-10,Agbada,96326
2025-01-10,Nembe,97650
2025-01-10,Obite,85720
2025-01-10,Soku,66475
2025-01-10,Bonga Offshore,37768
2025-01-10,Akpo Offshore,5840
2025-01-10,Egina Offshore,58700
2025-01-11,Escravos,79128
2025-01-11,Forcados,9536
2025-01-11,Bonny,126688
2025-01-11,Brass,90345
2025-01-11,Ebocha,39520
2025-01-11,Ughelli,29396
2025-01-11,Ogbogu,51687
2025-01-11,Utorogu,16624
2025-01-11,Agbada,75924
2025-01-11,Nembe,106346
2025-01-11,Obite,73827
2025-01-11,Soku,77961
2025-01-11,Bonga Offshore,37212
2025-01-11,Akpo Offshore,5558
2025-01-11,Egina Offshore,54075
2025-01-12,Escravos,93317
2025-01-12,Forcados,9233
2025-01-12,Bonny,101584
2025-01-12,Brass,102502
2025-01-12,Ebocha,45425
2025-01-12,Ughelli,39839
2025-01-12,Ogbogu,60180
2025-01-12,Utorogu,16860
2025-01-12,Agbada,73544
2025-01-12,Nembe,119766
2025-01-12,Obite,70445
2025-01-12,Soku,75404
2025-01-12,Bonga Offshore,43614
2025-01-12,Akpo Offshore,5722
2025-01-12,Egina Offshore,60095
2025-01-13,Escravos,68937
2025-01-13,Forcados,9645
2025-01-13,Bonny,133485
2025-01-13,Brass,120377
2025-01-13,Ebocha,42824
2025-01-13,Ughelli,42626
2025-01-13,Ogbogu,49704
2025-01-13,Utorogu,14832
2025-01-13,Agbada,66364
2025-01-13,Nembe,100649
2025-01-13,Obite,68624
2025-01-13,Soku,69090
2025-01-13,Bonga Offshore,38261
2025-01-13,Akpo Offshore,5531
2025-01-13,Egina Offshore,50719
2025-01-14,Escravos,84564
2025-01-14,Forcados,10627
2025-01-14,Bonny,93257
2025-01-14,Brass,112964
2025-01-14,Ebocha,34662
2025-01-14,Ughelli,52490
2025-01-14,Ogbogu,59861
2025-01-14,Utorogu,15846
2025-01-14,Agbada,86895
2025-01-14,Nembe,109846
2025-01-14,Obite,83128
2025-01-14,Soku,87270
2025-01-14,Bonga Offshore,46972
2025-01-14,Akpo Offshore,6179
2025-01-14,Egina Offshore,58842
2025-01-15,Escravos,68691
2025-01-15,Forcados,8103
2025-01-15,Bonny,127105
2025-01-15,Brass,103089
2025-01-15,Ebocha,43820
2025-01-15,Ughelli,36680
2025-01-15,Ogbogu,52391
2025-01-15,Utorogu,14624
2025-01-15,Agbada,103381
2025-01-15,Nembe,118692
2025-01-15,Obite,71988
2025-01-15,Soku,65139
2025-01-15,Bonga Offshore,39363
2025-01-15,Akpo Offshore,5251
2025-01-15,Egina Offshore,41650
2025-01-16,Escravos,65329
2025-01-16,Forcados,10685
2025-01-16,Bonny,113186
2025-01-16,Brass,109446
2025-01-16,Ebocha,42959
2025-01-16,Ughelli,39099
2025-01-16,Ogbogu,58239
2025-01-16,Utorogu,15145
2025-01-16,Agbada,78063
2025-01-16,Nembe,115609
2025-01-16,Obite,79758
2025-01-16,Soku,83711
2025-01-16,Bonga Offshore,49473
2025-01-16,Akpo Offshore,5291
2025-01-16,Egina Offshore,59236
2025-01-17,Escravos,77254
2025-01-17,Forcados,9551
2025-01-17,Bonny,131574
2025-01-17,Brass,119242
2025-01-17,Ebocha,39711
2025-01-17,Ughelli,41086
2025-01-17,Ogbogu,59263
2025-01-17,Utorogu,14004
2025-01-17,Agbada,84465
2025-01-17,Nembe,120209
2025-01-17,Obite,73620
2025-01-17,Soku,80787
2025-01-17,Bonga Offshore,53189
2025-01-17,Akpo Offshore,6513
2025-01-17,Egina Offshore,48405
2025-01-18,Escravos,88749
2025-01-18,Forcados,8592
2025-01-18,Bonny,137724
2025-01-18,Brass,118194
2025-01-18,Ebocha,45153
2025-01-18,Ughelli,44608
2025-01-18,Ogbogu,69946
2025-01-18,Utorogu,11642
2025-01-18,Agbada,81391
2025-01-18,Nembe,109796
2025-01-18,Obite,63200
2025-01-18,Soku,88465
2025-01-18,Bonga Offshore,48553
2025-01-18,Akpo Offshore,6586
2025-01-18,Egina Offshore,54788
2025-01-19,Escravos,79654
2025-01-19,Forcados,9445
2025-01-19,Bonny,118434
2025-01-19,Brass,125736
2025-01-19,Ebocha,37380
2025-01-19,Ughelli,42727
2025-01-19,Ogbogu,55299
2025-01-19,Utorogu,14352
2025-01-19,Agbada,99746
2025-01-19,Nembe,103270
2025-01-19,Obite,71099
2025-01-19,Soku,75428
2025-01-19,Bonga Offshore,51321
2025-01-19,Akpo Offshore,6390
2025-01-19,Egina Offshore,44701
2025-01-20,Escravos,74377
2025-01-20,Forcados,7573
2025-01-20,Bonny,117554
2025-01-20,Brass,107078
2025-01-20,Ebocha,49758
2025-01-20,Ughelli,43670
2025-01-20,Ogbogu,62426
2025-01-20,Utorogu,15245
2025-01-20,Agbada,89289
2025-01-20,Nembe,126895
2025-01-20,Obite,60354
2025-01-20,Soku,71244
2025-01-20,Bonga Offshore,48786
2025-01-20,Akpo Offshore,6785
2025-01-20,Egina Offshore,52513
2025-01-21,Escravos,95229
2025-01-21,Forcados,8357
2025-01-21,Bonny,86321
2025-01-21,Brass,107979
2025-01-21,Ebocha,41521
2025-01-21,Ughelli,51625
2025-01-21,Ogbogu,61520
2025-01-21,Utorogu,19755
2025-01-21,Agbada,92367
2025-01-21,Nembe,82315
2025-01-21,Obite,70541
2025-01-21,Soku,75365
2025-01-21,Bonga Offshore,42105
2025-01-21,Akpo Offshore,5454
2025-01-21,Egina Offshore,43353
2025-01-22,Escravos,64544
2025-01-22,Forcados,11725
2025-01-22,Bonny,125251
2025-01-22,Brass,111648
2025-01-22,Ebocha,45029
2025-01-22,Ughelli,42518
2025-01-22,Ogbogu,64471
2025-01-22,Utorogu,17686
2025-01-22,Agbada,103592
2025-01-22,Nembe,130917
2025-01-22,Obite,63681
2025-01-22,Soku,81439
2025-01-22,Bonga Offshore,36859
2025-01-22,Akpo Offshore,5972
2025-01-22,Egina Offshore,49585
2025-01-23,Escravos,87239
2025-01-23,Forcados,9784
2025-01-23,Bonny,121061
2025-01-23,Brass,129263
2025-01-23,Ebocha,43654
2025-01-23,Ughelli,42017
2025-01-23,Ogbogu,56177
2025-01-23,Utorogu,20084
2025-01-23,Agbada,75178
2025-01-23,Nembe,89415
2025-01-23,Obite,78523
2025-01-23,Soku,60738
2025-01-23,Bonga Offshore,50753
2025-01-23,Akpo Offshore,6023
2025-01-23,Egina Offshore,49666
2025-01-24,Escravos,68304
2025-01-24,Forcados,9811
2025-01-24,Bonny,92265
2025-01-24,Brass,142320
2025-01-24,Ebocha,44677
2025-01-24,Ughelli,39744
2025-01-24,Ogbogu,73412
2025-01-24,Utorogu,14969
2025-01-24,Agbada,73340
2025-01-24,Nembe,130700
2025-01-24,Obite,63204
2025-01-24,Soku,72829
2025-01-24,Bonga Offshore,40754
2025-01-24,Akpo Offshore,7005
2025-01-24,Egina Offshore,53032
2025-01-25,Escravos,90031
2025-01-25,Forcados,9220
2025-01-25,Bonny,120371
2025-01-25,Brass,125780
2025-01-25,Ebocha,42808
2025-01-25,Ughelli,48835
2025-01-25,Ogbogu,47652
2025-01-25,Utorogu,17032
2025-01-25,Agbada,86618
2025-01-25,Nembe,124456
2025-01-25,Obite,63798
2025-01-25,Soku,85459
2025-01-25,Bonga Offshore,40368
2025-01-25,Akpo Offshore,6315
2025-01-25,Egina Offshore,52017
2025-01-26,Escravos,61681
2025-01-26,Forcados,9580
2025-01-26,Bonny,127309
2025-01-26,Brass,99603
2025-01-26,Ebocha,47093
2025-01-26,Ughelli,46864
2025-01-26,Ogbogu,60629
2025-01-26,Utorogu,19994
2025-01-26,Agbada,81149
2025-01-26,Nembe,128609
2025-01-26,Obite,67179
2025-01-26,Soku,73854
2025-01-26,Bonga Offshore,42507
2025-01-26,Akpo Offshore,6398
2025-01-26,Egina Offshore,51308
2025-01-27,Escravos,76452
2025-01-27,Forcados,8541
2025-01-27,Bonny,141019
2025-01-27,Brass,107064
2025-01-27,Ebocha,36489
2025-01-27,Ughelli,45751
2025-01-27,Ogbogu,55358
2025-01-27,Utorogu,14072
2025-01-27,Agbada,71396
2025-01-27,Nembe,117897
2025-01-27,Obite,71254
2025-01-27,Soku,81341
2025-01-27,Bonga Offshore,48212
2025-01-27,Akpo Offshore,6400
2025-01-27,Egina Offshore,50647
2025-01-28,Escravos,84822
2025-01-28,Forcados,10983
2025-01-28,Bonny,109217
2025-01-28,Brass,89832
2025-01-28,Ebocha,42955
2025-01-28,Ughelli,35549
2025-01-28,Ogbogu,68873
2025-01-28,Utorogu,16862
2025-01-28,Agbada,84673
2025-01-28,Nembe,106424
2025-01-28,Obite,59674
2025-01-28,Soku,82317
2025-01-28,Bonga Offshore,47996
2025-01-28,Akpo Offshore,6127
2025-01-28,Egina Offshore,50257
2025-01-29,Escravos,74782
2025-01-29,Forcados,8095
2025-01-29,Bonny,122001
2025-01-29,Brass,111001
2025-01-29,Ebocha,47435
2025-01-29,Ughelli,41314
2025-01-29,Ogbogu,66308
2025-01-29,Utorogu,12778
2025-01-29,Agbada,67104
2025-01-29,Nembe,103962
2025-01-29,Obite,69535
2025-01-29,Soku,66515
2025-01-29,Bonga Offshore,41699
2025-01-29,Akpo Offshore,5369
2025-01-29,Egina Offshore,56611
2025-01-30,Escravos,87671
2025-01-30,Forcados,12198
2025-01-30,Bonny,113131
2025-01-30,Brass,112271
2025-01-30,Ebocha,46307
2025-01-30,Ughelli,51561
2025-01-30,Ogbogu,63613
2025-01-30,Utorogu,15699
2025-01-30,Agbada,90722
2025-01-30,Nembe,115686
2025-01-30,Obite,89081
2025-01-30,Soku,78761
2025-01-30,Bonga Offshore,41350
2025-01-30,Akpo Offshore,6722
2025-01-30,Egina Offshore,44916
2025-01-31,Escravos,75937
2025-01-31,Forcados,8734
2025-01-31,Bonny,102185
2025-01-31,Brass,114709
2025-01-31,Ebocha,40203
2025-01-31,Ughelli,36344
2025-01-31,Ogbogu,64036
2025-01-31,Utorogu,15055
2025-01-31,Agbada,93270
2025-01-31,Nembe,110028
2025-01-31,Obite,81155
2025-01-31,Soku,77996
2025-01-31,Bonga Offshore,45283
2025-01-31,Akpo Offshore,5686
2025-01-31,Egina Offshore,55188
2025-02-01,Escravos,91682
2025-02-01,Forcados,7119
2025-02-01,Bonny,93585
2025-02-01,Brass,127779
2025-02-01,Ebocha,40770
2025-02-01,Ughelli,44933
2025-02-01,Ogbogu,57982
2025-02-01,Utorogu,16399
2025-02-01,Agbada,76929
2025-02-01,Nembe,106005
2025-02-01,Obite,75291
2025-02-01,Soku,85922
2025-02-01,Bonga Offshore,59559
2025-02-01,Akpo Offshore,6012
2025-02-01,Egina Offshore,45394
2025-02-02,Escravos,68310
2025-02-02,Forcados,11189
2025-02-02,Bonny,144877
2025-02-02,Brass,107611
2025-02-02,Ebocha,46632
2025-02-02,Ughelli,41528
2025-02-02,Ogbogu,51121
2025-02-02,Utorogu,13875
2025-02-02,Agbada,74488
2025-02-02,Nembe,126856
2025-02-02,Obite,62551
2025-02-02,Soku,84463
2025-02-02,Bonga Offshore,41744
2025-02-02,Akpo Offshore,5678
2025-02-02,Egina Offshore,51034
2025-02-03,Escravos,74656
2025-02-03,Forcados,8172
2025-02-03,Bonny,121370
2025-02-03,Brass,122365
2025-02-03,Ebocha,34669
2025-02-03,Ughelli,41190
2025-02-03,Ogbogu,65945
2025-02-03,Utorogu,15177
2025-02-03,Agbada,89593
2025-02-03,Nembe,121997
2025-02-03,Obite,72634
2025-02-03,Soku,62330
2025-02-03,Bonga Offshore,40188
2025-02-03,Akpo Offshore,6948
2025-02-03,Egina Offshore,54602
2025-02-04,Escravos,67249
2025-02-04,Forcados,11222
2025-02-04,Bonny,118806
2025-02-04,Brass,113844
2025-02-04,Ebocha,49235
2025-02-04,Ughelli,46937
2025-02-04,Ogbogu,49557
2025-02-04,Utorogu,15643
2025-02-04,Agbada,66680
2025-02-04,Nembe,126115
2025-02-04,Obite,63006
2025-02-04,Soku,75369
2025-02-04,Bonga Offshore,50738
2025-02-04,Akpo Offshore,6175
2025-02-04,Egina Offshore,59102
2025-02-05,Escravos,63444
2025-02-05,Forcados,9752
2025-02-05,Bonny,100724
2025-02-05,Brass,114038
2025-02-05,Ebocha,44645
2025-02-05,Ughelli,43107
2025-02-05,Ogbogu,54952
2025-02-05,Utorogu,15298
2025-02-05,Agbada,72056
2025-02-05,Nembe,123889
2025-02-05,Obite,68445
2025-02-05,Soku,74379
2025-02-05,Bonga Offshore,39616
2025-02-05,Akpo Offshore,7351
2025-02-05,Egina Offshore,51945
2025-02-06,Escravos,90598
2025-02-06,Forcados,9707
2025-02-06,Bonny,109695
2025-02-06,Brass,117533
2025-02-06,Ebocha,50219
2025-02-06,Ughelli,37576
2025-02-06,Ogbogu,63989
2025-02-06,Utorogu,18355
2025-02-06,Agbada,66835
2025-02-06,Nembe,121319
2025-02-06,Obite,72399
2025-02-06,Soku,66545
2025-02-06,Bonga Offshore,46533
2025-02-06,Akpo Offshore,6165
2025-02-06,Egina Offshore,61279
2025-02-07,Escravos,86231
2025-02-07,Forcados,8722
2025-02-07,Bonny,112264
2025-02-07,Brass,114929
2025-02-07,Ebocha,46127
2025-02-07,Ughelli,38615
2025-02-07,Ogbogu,53390
2025-02-07,Utorogu,13417
2025-02-07,Agbada,88841
2025-02-07,Nembe,115282
2025-02-07,Obite,82154
2025-02-07,Soku,68905
2025-02-07,Bonga Offshore,51014
2025-02-07,Akpo Offshore,6227
2025-02-07,Egina Offshore,61843
2025-02-08,Escravos,93174
2025-02-08,Forcados,10695
2025-02-08,Bonny,129170
2025-02-08,Brass,118112
2025-02-08,Ebocha,51146
2025-02-08,Ughelli,31593
2025-02-08,Ogbogu,60405
2025-02-08,Utorogu,15769
2025-02-08,Agbada,81152
2025-02-08,Nembe,105839
2025-02-08,Obite,54999
2025-02-08,Soku,92806
2025-02-08,Bonga Offshore,47406
2025-02-08,Akpo Offshore,4454
2025-02-08,Egina Offshore,53776
2025-02-09,Escravos,79966
2025-02-09,Forcados,11593
2025-02-09,Bonny,123435
2025-02-09,Brass,118454
2025-02-09,Ebocha,39173
2025-02-09,Ughelli,40563
2025-02-09,Ogbogu,63782
2025-02-09,Utorogu,13873
2025-02-09,Agbada,84811
2025-02-09,Nembe,111561
2025-02-09,Obite,73359
2025-02-09,Soku,66879
2025-02-09,Bonga Offshore,54342
2025-02-09,Akpo Offshore,6285
2025-02-09,Egina Offshore,52608
2025-02-10,Escravos,92560
2025-02-10,Forcados,11148
2025-02-10,Bonny,135296
2025-02-10,Brass,98802
2025-02-10,Ebocha,43847
2025-02-10,Ughelli,45979
2025-02-10,Ogbogu,74207
2025-02-10,Utorogu,21315
2025-02-10,Agbada,86981
2025-02-10,Nembe,98233
2025-02-10,Obite,75073
2025-02-10,Soku,63425
2025-02-10,Bonga Offshore,47373
2025-02-10,Akpo Offshore,6566
2025-02-10,Egina Offshore,64240
2025-02-11,Escravos,82451
2025-02-11,Forcados,9879
2025-02-11,Bonny,122104
2025-02-11,Brass,114451
2025-02-11,Ebocha,46898
2025-02-11,Ughelli,39992
2025-02-11,Ogbogu,58258
2025-02-11,Utorogu,19613
2025-02-11,Agbada,96244
2025-02-11,Nembe,109851
2025-02-11,Obite,81531
2025-02-11,Soku,80625
2025-02-11,Bonga Offshore,43621
2025-02-11,Akpo Offshore,5233
2025-02-11,Egina Offshore,47622
2025-02-12,Escravos,80697
2025-02-12,Forcados,11843
2025-02-12,Bonny,115608
2025-02-12,Brass,118302
2025-02-12,Ebocha,40332
2025-02-12,Ughelli,43773
2025-02-12,Ogbogu,66122
2025-02-12,Utorogu,17097
2025-02-12,Agbada,93692
2025-02-12,Nembe,103779
2025-02-12,Obite,83776
2025-02-12,Soku,78052
2025-02-12,Bonga Offshore,44423
2025-02-12,Akpo Offshore,5130
2025-02-12,Egina Offshore,38043
2025-02-13,Escravos,93619
2025-02-13,Forcados,10572
2025-02-13,Bonny,113466
2025-02-13,Brass,104788
2025-02-13,Ebocha,40067
2025-02-13,Ughelli,36255
2025-02-13,Ogbogu,54861
2025-02-13,Utorogu,19355
2025-02-13,Agbada,86779
2025-02-13,Nembe,126866
2025-02-13,Obite,65154
2025-02-13,Soku,80456
2025-02-13,Bonga Offshore,41204
2025-02-13,Akpo Offshore,5708
2025-02-13,Egina Offshore,41556
2025-02-14,Escravos,76474
2025-02-14,Forcados,11497
2025-02-14,Bonny,118426
2025-02-14,Brass,112319
2025-02-14,Ebocha,41893
2025-02-14,Ughelli,37597
2025-02-14,Ogbogu,63654
2025-02-14,Utorogu,13895
2025-02-14,Agbada,86017
2025-02-14,Nembe,124415
2025-02-14,Obite,90182
2025-02-14,Soku,69768
2025-02-14,Bonga Offshore,44737
2025-02-14,Akpo Offshore,5076
2025-02-14,Egina Offshore,47862
2025-02-15,Escravos,71099
2025-02-15,Forcados,9473
2025-02-15,Bonny,151805
2025-02-15,Brass,137255
2025-02-15,Ebocha,45594
2025-02-15,Ughelli,44062
2025-02-15,Ogbogu,69869
