month,state,petrol_retail_price_ngn_per_l,diesel_retail_price_ngn_per_l,currency
2024-04-01,Edo,567.5,1159.6,NGN
2024-04-01,Ekiti,641.6,1187.9,NGN
2024-04-01,Enugu,624.3,1048.3,NGN
2024-04-01,FCT Abuja,605.3,1085.9,NGN
2024-04-01,Gombe,591.3,1085.0,NGN
2024-04-01,Imo,644.6,1114.7,NGN
2024-04-01,Jigawa,598.1,1232.9,NGN
2024-04-01,Kaduna,596.1,1015.9,NGN
2024-04-01,Kano,559.9,1041.0,NGN
2024-04-01,Katsina,605.6,1213.0,NGN
2024-04-01,Kebbi,618.2,1115.1,NGN
2024-04-01,Kogi,610.5,1100.1,NGN
2024-04-01,Kwara,600.0,1009.6,NGN
2024-04-01,Lagos,648.0,1065.7,NGN
2024-04-01,Nasarawa,552.0,1176.1,NGN
2024-04-01,Niger,613.2,1197.1,NGN
2024-04-01,Ogun,633.3,992.8,NGN
2024-04-01,Ondo,646.5,1109.2,NGN
2024-04-01,Osun,614.0,1077.1,NGN
2024-04-01,Oyo,638.8,1001.4,NGN
2024-04-01,Plateau,631.5,1069.4,NGN
2024-04-01,Rivers,618.1,1151.8,NGN
2024-04-01,Sokoto,574.9,1048.7,NGN
2024-04-01,Taraba,579.5,1116.8,NGN
2024-04-01,Yobe,563.2,1061.7,NGN
2024-04-01,Zamfara,595.9,1000.4,NGN
2024-05-01,Abia,589.5,1191.1,NGN
2024-05-01,Adamawa,616.0,1105.2,NGN
2024-05-01,Akwa Ibom,695.9,1006.6,NGN
2024-05-01,Anambra,624.6,1045.7,NGN
2024-05-01,Bauchi,589.4,1034.0,NGN
2024-05-01,Bayelsa,597.3,1150.8,NGN
2024-05-01,Benue,634.1,1236.2,NGN
2024-05-01,Borno,590.7,1229.3,NGN
2024-05-01,Cross River,628.4,1095.8,NGN
2024-05-01,Delta,686.4,1159.5,NGN
2024-05-01,Ebonyi,650.8,1169.9,NGN
2024-05-01,Edo,643.6,1104.4,NGN
2024-05-01,Ekiti,703.1,1059.0,NGN
2024-05-01,Enugu,681.8,1116.8,NGN
2024-05-01,FCT Abuja,686.8,1109.9,NGN
2024-05-01,Gombe,607.4,1019.6,NGN
2024-05-01,Imo,688.6,1025.4,NGN
2024-05-01,Jigawa,662.4,1185.4,NGN
2024-05-01,Kaduna,650.8,1108.3,NGN
2024-05-01,Kano,596.7,1207.0,NGN
2024-05-01,Katsina,622.9,1127.2,NGN
2024-05-01,Kebbi,606.8,1151.6,NGN
2024-05-01,Kogi,690.8,1161.5,NGN
2024-05-01,Kwara,696.0,1066.7,NGN
2024-05-01,Lagos,633.3,1138.2,NGN
2024-05-01,Nasarawa,635.0,1122.6,NGN
2024-05-01,Niger,676.3,1051.0,NGN
2024-05-01,Ogun,618.2,1142.7,NGN
2024-05-01,Ondo,615.8,1151.0,NGN
2024-05-01,Osun,591.4,1206.3,NGN
2024-05-01,Oyo,616.8,1076.1,NGN
2024-05-01,Plateau,684.8,1182.7,NGN
2024-05-01,Rivers,677.4,1224.9,NGN
2024-05-01,Sokoto,668.7,1022.4,NGN
2024-05-01,Taraba,658.9,1005.5,NGN
2024-05-01,Yobe,680.6,1216.6,NGN
2024-05-01,Zamfara,633.8,1098.9,NGN
2024-06-01,Abia,691.9,1111.0,NGN
2024-06-01,Adamawa,735.5,1025.7,NGN
2024-06-01,Akwa Ibom,704.8,1141.1,NGN
2024-06-01,Anambra,659.8,1218.3,NGN
2024-06-01,Bauchi,701.3,1087.1,NGN
2024-06-01,Bayelsa,663.5,1169.2,NGN
2024-06-01,Benue,645.6,1246.2,NGN
2024-06-01,Borno,708.9,1086.2,NGN
2024-06-01,Cross River,733.7,1143.7,NGN
2024-06-01,Delta,635.5,1225.8,NGN
2024-06-01,Ebonyi,733.2,1158.4,NGN
2024-06-01,Edo,623.1,1179.6,NGN
2024-06-01,Ekiti,738.2,1096.0,NGN
2024-06-01,Enugu,625.2,1042.7,NGN
2024-06-01,FCT Abuja,708.4,1111.9,NGN
2024-06-01,Gombe,632.0,1153.5,NGN
2024-06-01,Imo,681.3,1161.0,NGN
2024-06-01,Jigawa,674.9,1056.5,NGN
2024-06-01,Kaduna,643.4,1123.5,NGN
2024-06-01,Kano,638.4,1042.3,NGN
2024-06-01,Katsina,716.5,1244.5,NGN
2024-06-01,Kebbi,693.2,1214.8,NGN
2024-06-01,Kogi,671.3,1264.6,NGN
2024-06-01,Kwara,705.1,1133.9,NGN
2024-06-01,Lagos,710.1,1206.6,NGN
2024-06-01,Nasarawa,693.2,1139.6,NGN
2024-06-01,Niger,696.9,1206.9,NGN
2024-06-01,Ogun,735.3,1190.5,NGN
2024-06-01,Ondo,679.5,1239.7,NGN
2024-06-01,Osun,654.4,1179.7,NGN
2024-06-01,Oyo,622.6,1168.9,NGN
2024-06-01,Plateau,640.4,1086.8,NGN
2024-06-01,Rivers,715.1,1167.2,NGN
2024-06-01,Sokoto,622.5,1149.1,NGN
2024-06-01,Taraba,730.0,1250.6,NGN
2024-06-01,Yobe,623.8,1080.8,NGN
2024-06-01,Zamfara,739.3,1139.1,NGN
2024-07-01,Abia,723.2,1061.0,NGN
2024-07-01,Adamawa,709.5,1167.8,NGN
2024-07-01,Akwa Ibom,726.9,1181.4,NGN
2024-07-01,Anambra,728.2,1246.8,NGN
2024-07-01,Bauchi,721.2,1249.9,NGN
2024-07-01,Bayelsa,691.0,1174.8,NGN
2024-07-01,Benue,709.8,1221.5,NGN
2024-07-01,Borno,698.7,1283.7,NGN
2024-07-01,Cross River,753.4,1218.6,NGN
2024-07-01,Delta,750.1,1145.4,NGN
2024-07-01,Ebonyi,729.1,1192.3,NGN
2024-07-01,Edo,683.7,1153.4,NGN
2024-07-01,Ekiti,687.6,1281.1,NGN
2024-07-01,Enugu,660.4,1041.6,NGN
2024-07-01,FCT Abuja,770.9,1062.4,NGN
2024-07-01,Gombe,649.8,1110.9,NGN
2024-07-01,Imo,708.1,1223.4,NGN
2024-07-01,Jigawa,691.4,1146.6,NGN
2024-07-01,Kaduna,660.2,1205.9,NGN
2024-07-01,Kano,714.3,1241.7,NGN
2024-07-01,Katsina,691.1,1083.3,NGN
2024-07-01,Kebbi,735.4,1106.5,NGN
2024-07-01,Kogi,662.9,1152.5,NGN
2024-07-01,Kwara,674.3,1106.7,NGN
2024-07-01,Lagos,751.0,1142.5,NGN
2024-07-01,Nasarawa,742.8,1277.5,NGN
2024-07-01,Niger,708.5,1202.1,NGN
2024-07-01,Ogun,702.8,1180.2,NGN
2024-07-01,Ondo,726.3,1219.0,NGN
2024-07-01,Osun,722.9,1061.3,NGN
2024-07-01,Oyo,688.3,1155.1,NGN
2024-07-01,Plateau,727.4,1262.7,NGN
2024-07-01,Rivers,668.2,1092.0,NGN
2024-07-01,Sokoto,661.1,1098.5,NGN
2024-07-01,Taraba,691.1,1209.0,NGN
2024-07-01,Yobe,675.3,1118.1,NGN
2024-07-01,Zamfara,664.0,1278.3,NGN
2024-08-01,Abia,737.4,1232.9,NGN
2024-08-01,Adamawa,695.3,1100.9,NGN
2024-08-01,Akwa Ibom,744.5,1236.4,NGN
2024-08-01,Anambra,801.6,1186.0,NGN
2024-08-01,Bauchi,773.2,1097.2,NGN
2024-08-01,Bayelsa,706.7,1207.9,NGN
2024-08-01,Benue,688.9,1130.0,NGN
2024-08-01,Borno,702.4,1127.6,NGN
2024-08-01,Cross River,680.0,1101.1,NGN
2024-08-01,Delta,717.3,1058.2,NGN
2024-08-01,Ebonyi,701.1,1259.4,NGN
2024-08-01,Edo,767.9,1119.7,NGN
2024-08-01,Ekiti,706.0,1046.3,NGN
2024-08-01,Enugu,792.1,1102.0,NGN
2024-08-01,FCT Abuja,735.4,1240.1,NGN
2024-08-01,Gombe,750.1,1270.2,NGN
2024-08-01,Imo,770.0,1128.3,NGN
2024-08-01,Jigawa,720.0,1141.0,NGN
2024-08-01,Kaduna,699.4,1123.0,NGN
2024-08-01,Kano,682.7,1055.7,NGN
2024-08-01,Katsina,713.8,1226.5,NGN
2024-08-01,Kebbi,752.5,1229.5,NGN
2024-08-01,Kogi,748.4,1195.6,NGN
2024-08-01,Kwara,756.8,1245.9,NGN
2024-08-01,Lagos,736.6,1206.8,NGN
2024-08-01,Nasarawa,802.5,1047.1,NGN
2024-08-01,Niger,736.9,1130.5,NGN
2024-08-01,Ogun,801.7,1038.0,NGN
2024-08-01,Ondo,689.9,1094.1,NGN
2024-08-01,Osun,733.2,1112.9,NGN
2024-08-01,Oyo,805.3,1076.1,NGN
2024-08-01,Plateau,721.2,1083.4,NGN
2024-08-01,Rivers,766.4,1110.9,NGN
2024-08-01,Sokoto,750.6,1239.9,NGN
2024-08-01,Taraba,678.4,1159.5,NGN
2024-08-01,Yobe,705.0,1065.5,NGN
2024-08-01,Zamfara,693.0,1242.2,NGN
2024-09-01,Abia,758.8,1190.1,NGN
2024-09-01,Adamawa,768.1,1128.5,NGN
2024-09-01,Akwa Ibom,783.2,1099.9,NGN
2024-09-01,Anambra,742.9,1338.2,NGN
2024-09-01,Bauchi,815.2,1096.8,NGN
2024-09-01,Bayelsa,768.9,1082.8,NGN
2024-09-01,Benue,769.4,1096.0,NGN
2024-09-01,Borno,848.5,1186.6,NGN
2024-09-01,Cross River,727.6,1276.6,NGN
2024-09-01,Delta,748.0,1104.2,NGN
2024-09-01,Ebonyi,778.5,1322.7,NGN
2024-09-01,Edo,794.2,1270.0,NGN
2024-09-01,Ekiti,847.9,1231.1,NGN
2024-09-01,Enugu,761.7,1129.1,NGN
2024-09-01,FCT Abuja,812.9,1315.4,NGN
2024-09-01,Gombe,855.1,1197.2,NGN
2024-09-01,Imo,722.4,1212.5,NGN
2024-09-01,Jigawa,784.8,1143.6,NGN
2024-09-01,Kaduna,826.8,1299.0,NGN
2024-09-01,Kano,792.9,1248.6,NGN
2024-09-01,Katsina,748.1,1284.9,NGN
2024-09-01,Kebbi,817.6,1148.7,NGN
2024-09-01,Kogi,836.4,1314.5,NGN
2024-09-01,Kwara,721.5,1253.0,NGN
2024-09-01,Lagos,793.6,1276.5,NGN
2024-09-01,Nasarawa,843.6,1108.5,NGN
2024-09-01,Niger,717.5,1197.0,NGN
2024-09-01,Ogun,756.0,1095.1,NGN
2024-09-01,Ondo,743.7,1165.5,NGN
2024-09-01,Osun,762.9,1165.2,NGN
2024-09-01,Oyo,835.5,1223.3,NGN
2024-09-01,Plateau,784.5,1294.5,NGN
2024-09-01,Rivers,824.0,1127.7,NGN
2024-09-01,Sokoto,780.2,1240.5,NGN
2024-09-01,Taraba,766.8,1251.3,NGN
2024-09-01,Yobe,819.4,1231.3,NGN
2024-09-01,Zamfara,825.8,1199.0,NGN
2024-10-01,Abia,901.6,1085.7,NGN
2024-10-01,Adamawa,770.4,1247.0,NGN
2024-10-01,Akwa Ibom,864.3,1286.0,NGN
2024-10-01,Anambra,847.1,1203.4,NGN
2024-10-01,Bauchi,761.8,1159.1,NGN
2024-10-01,Bayelsa,785.0,1319.8,NGN
2024-10-01,Benue,779.4,1124.5,NGN
2024-10-01,Borno,834.9,1210.7,NGN
2024-10-01,Cross River,863.7,1280.5,NGN
2024-10-01,Delta,784.3,1094.7,NGN
2024-10-01,Ebonyi,861.9,1105.9,NGN
2024-10-01,Edo,843.1,1322.3,NGN
2024-10-01,Ekiti,903.6,1274.9,NGN
2024-10-01,Enugu,792.0,1100.6,NGN
2024-10-01,FCT Abuja,786.9,1204.5,NGN
2024-10-01,Gombe,852.7,1273.3,NGN
2024-10-01,Imo,872.6,1285.2,NGN
2024-10-01,Jigawa,778.7,1246.7,NGN
2024-10-01,Kaduna,838.7,1154.5,NGN
2024-10-01,Kano,797.6,1199.2,NGN
2024-10-01,Katsina,763.0,1202.7,NGN
2024-10-01,Kebbi,830.3,1189.9,NGN
2024-10-01,Kogi,813.5,1123.7,NGN
2024-10-01,Kwara,825.9,1161.0,NGN
2024-10-01,Lagos,870.1,1079.6,NGN
2024-10-01,Nasarawa,822.8,1313.8,NGN
2024-10-01,Niger,773.9,1098.2,NGN
2024-10-01,Ogun,814.0,1211.2,NGN
2024-10-01,Ondo,896.9,1281.3,NGN
2024-10-01,Osun,786.1,1105.6,NGN
2024-10-01,Oyo,807.9,1295.4,NGN
2024-10-01,Plateau,778.1,1155.0,NGN
2024-10-01,Rivers,841.4,1132.0,NGN
2024-10-01,Sokoto,774.0,1293.4,NGN
2024-10-01,Taraba,895.7,1113.8,NGN
2024-10-01,Yobe,800.3,1129.0,NGN
2024-10-01,Zamfara,776.2,1202.6,NGN
2024-11-01,Abia,848.4,1350.5,NGN
2024-11-01,Adamawa,881.7,1320.4,NGN
2024-11-01,Akwa Ibom,864.7,1176.8,NGN
2024-11-01,Anambra,835.3,1269.8,NGN
2024-11-01,Bauchi,927.4,1211.2,NGN
2024-11-01,Bayelsa,909.7,1376.3,NGN
2024-11-01,Benue,839.9,1131.4,NGN
2024-11-01,Borno,847.4,1215.2,NGN
2024-11-01,Cross River,884.2,1377.8,NGN
2024-11-01,Delta,937.0,1215.3,NGN
2024-11-01,Ebonyi,828.2,1258.0,NGN
2024-11-01,Edo,892.9,1183.1,NGN
2024-11-01,Ekiti,823.4,1341.3,NGN
2024-11-01,Enugu,868.7,1217.5,NGN
2024-11-01,FCT Abuja,839.7,1324.7,NGN
2024-11-01,Gombe,843.8,1187.4,NGN
2024-11-01,Imo,872.2,1171.3,NGN
2024-11-01,Jigawa,928.6,1313.6,NGN
2024-11-01,Kaduna,940.2,1182.6,NGN
2024-11-01,Kano,800.3,1277.8,NGN
2024-11-01,Katsina,897.4,1315.4,NGN
2024-11-01,Kebbi,816.6,1135.7,NGN
2024-11-01,Kogi,902.5,1285.5,NGN
2024-11-01,Kwara,862.2,1381.0,NGN
2024-11-01,Lagos,833.1,1251.6,NGN
2024-11-01,Nasarawa,854.8,1315.1,NGN
2024-11-01,Niger,866.6,1371.1,NGN
2024-11-01,Ogun,915.4,1250.2,NGN
2024-11-01,Ondo,930.4,1384.4,NGN
2024-11-01,Osun,929.5,1131.4,NGN
2024-11-01,Oyo,835.5,1174.9,NGN
2024-11-01,Plateau,909.5,1244.9,NGN
2024-11-01,Rivers,828.9,1141.8,NGN
2024-11-01,Sokoto,917.4,1206.4,NGN
2024-11-01,Taraba,856.6,1220.9,NGN
2024-11-01,Yobe,936.5,1188.4,NGN
2024-11-01,Zamfara,880.1,1310.7,NGN
2024-12-01,Abia,981.5,1404.9,NGN
2024-12-01,Adamawa,850.0,1363.8,NGN
2024-12-01,Akwa Ibom,894.9,1316.1,NGN
2024-12-01,Anambra,937.2,1264.6,NGN
2024-12-01,Bauchi,965.4,1261.4,NGN
2024-12-01,Bayelsa,976.9,1280.0,NGN
2024-12-01,Benue,994.0,1330.1,NGN
2024-12-01,Borno,914.0,1161.7,NGN
2024-12-01,Cross River,980.7,1210.7,NGN
2024-12-01,Delta,849.2,1149.8,NGN
2024-12-01,Ebonyi,955.9,1134.9,NGN
2024-12-01,Edo,847.0,1360.1,NGN
2024-12-01,Ekiti,919.8,1180.9,NGN
2024-12-01,Enugu,954.5,1321.3,NGN
2024-12-01,FCT Abuja,859.0,1204.6,NGN
2024-12-01,Gombe,976.1,1147.8,NGN
2024-12-01,Imo,861.5,1141.8,NGN
2024-12-01,Jigawa,844.2,1275.8,NGN
2024-12-01,Kaduna,968.5,1221.4,NGN
2024-12-01,Kano,847.7,1361.3,NGN
2024-12-01,Katsina,878.0,1200.4,NGN
2024-12-01,Kebbi,892.4,1205.0,NGN
2024-12-01,Kogi,946.1,1353.9,NGN
2024-12-01,Kwara,881.5,1355.0,NGN
2024-12-01,Lagos,981.4,1308.6,NGN
2024-12-01,Nasarawa,924.9,1310.3,NGN
2024-12-01,Niger,880.1,1204.5,NGN
2024-12-01,Ogun,993.7,1300.4,NGN
2024-12-01,Ondo,902.1,1339.0,NGN
2024-12-01,Osun,904.9,1350.8,NGN
2024-12-01,Oyo,987.9,1156.3,NGN
2024-12-01,Plateau,844.3,1190.4,NGN
2024-12-01,Rivers,976.6,1359.6,NGN
2024-12-01,Sokoto,915.6,1172.2,NGN
2024-12-01,Taraba,961.5,1171.6,NGN
2024-12-01,Yobe,983.6,1332.0,NGN
2024-12-01,Zamfara,921.1,1242.6,NGN
2025-01-01,Abia,914.8,1356.0,NGN
2025-01-01,Adamawa,1038.1,1396.5,NGN
2025-01-01,Akwa Ibom,927.2,1458.8,NGN
2025-01-01,Anambra,975.4,1444.1,NGN
2025-01-01,Bauchi,1026.5,1404.7,NGN
2025-01-01,Bayelsa,878.8,1487.2,NGN
2025-01-01,Benue,904.0,1414.3,NGN
2025-01-01,Borno,883.0,1372.9,NGN
2025-01-01,Cross River,908.3,1227.8,NGN
2025-01-01,Delta,923.3,1478.0,NGN
2025-01-01,Ebonyi,936.1,1230.9,NGN
2025-01-01,Edo,955.6,1267.6,NGN
2025-01-01,Ekiti,941.5,1483.8,NGN
2025-01-01,Enugu,919.1,1226.5,NGN
2025-01-01,FCT Abuja,880.4,1397.6,NGN
2025-01-01,Gombe,995.5,1201.4,NGN
2025-01-01,Imo,1005.7,1386.8,NGN
2025-01-01,Jigawa,947.3,1231.2,NGN
2025-01-01,Kaduna,880.0,1285.4,NGN
2025-01-01,Kano,889.3,1408.8,NGN
2025-01-01,Katsina,1016.7,1387.0,NGN
2025-01-01,Kebbi,960.4,1281.7,NGN
2025-01-01,Kogi,999.9,1327.1,NGN
2025-01-01,Kwara,957.1,1466.4,NGN
2025-01-01,Lagos,984.4,1259.3,NGN
2025-01-01,Nasarawa,945.7,1273.9,NGN
2025-01-01,Niger,1032.2,1408.4,NGN
2025-01-01,Ogun,915.9,1294.4,NGN
2025-01-01,Ondo,947.9,1489.4,NGN
2025-01-01,Osun,934.5,1398.7,NGN
2025-01-01,Oyo,945.8,1430.1,NGN
2025-01-01,Plateau,889.9,1220.9,NGN
2025-01-01,Rivers,954.4,1234.3,NGN
2025-01-01,Sokoto,1015.0,1282.0,NGN
2025-01-01,Taraba,924.0,1339.2,NGN
2025-01-01,Yobe,928.1,1428.0,NGN
2025-01-01,Zamfara,999.6,1320.8,NGN
2025-02-01,Abia,972.3,1228.9,NGN
2025-02-01,Adamawa,1026.8,1362.6,NGN
2025-02-01,Akwa Ibom,1018.3,1411.1,NGN
2025-02-01,Anambra,917.5,1373.7,NGN
2025-02-01,Bauchi,915.6,1211.4,NGN
2025-02-01,Bayelsa,953.3,1449.5,NGN
2025-02-01,Benue,982.0,1360.0,NGN
2025-02-01,Borno,1019.8,1260.8,NGN
2025-02-01,Cross River,1007.9,1432.5,NGN
2025-02-01,Delta,945.5,1205.7,NGN
2025-02-01,Ebonyi,955.5,1248.4,NGN
2025-02-01,Edo,1019.6,1392.4,NGN
2025-02-01,Ekiti,1084.5,1424.8,NGN
2025-02-01,Enugu,1000.1,1330.9,NGN
2025-02-01,FCT Abuja,913.5,1368.0,NGN
2025-02-01,Gombe,1049.3,1193.4,NGN
2025-02-01,Imo,1008.2,1307.7,NGN
2025-02-01,Jigawa,915.3,1346.2,NGN
2025-02-01,Kaduna,986.1,1400.8,NGN
2025-02-01,Kano,1066.4,1344.4,NGN
2025-02-01,Katsina,1063.2,1405.0,NGN
2025-02-01,Kebbi,1033.5,1271.6,NGN
2025-02-01,Kogi,983.9,1413.6,NGN
2025-02-01,Kwara,1017.2,1322.2,NGN
2025-02-01,Lagos,1011.0,1362.4,NGN
2025-02-01,Nasarawa,1046.6,1426.0,NGN
2025-02-01,Niger,1073.2,1200.2,NGN
2025-02-01,Ogun,1035.6,1335.9,NGN
2025-02-01,Ondo,927.5,1210.5,NGN
2025-02-01,Osun,1023.6,1395.2,NGN
2025-02-01,Oyo,1055.9,1368.0,NGN
2025-02-01,Plateau,1070.2,1347.8,NGN
2025-02-01,Rivers,1000.1,1413.1,NGN
2025-02-01,Sokoto,1074.9,1406.3,NGN
2025-02-01,Taraba,1019.5,1196.6,NGN
2025-02-01,Yobe,965.3,1205.6,NGN
2025-02-01,Zamfara,946.2,1268.2,NGN
2025-03-01,Abia,1087.0,1288.5,NGN
2025-03-01,Adamawa,974.8,1298.4,NGN
2025-03-01,Akwa Ibom,1095.2,1375.3,NGN
2025-03-01,Anambra,1071.4,1391.2,NGN
2025-03-01,Bauchi,1090.9,1382.1,NGN
2025-03-01,Bayelsa,971.5,1269.5,NGN
2025-03-01,Benue,1020.5,1266.6,NGN
2025-03-01,Borno,1107.2,1226.6,NGN
2025-03-01,Cross River,982.8,1337.2,NGN
2025-03-01,Delta,1103.6,1264.0,NGN
2025-03-01,Ebonyi,988.2,1425.3,NGN
2025-03-01,Edo,1061.5,1394.9,NGN
2025-03-01,Ekiti,1107.0,1312.5,NGN
2025-03-01,Enugu,988.7,1268.7,NGN
2025-03-01,FCT Abuja,1011.0,1294.4,NGN
2025-03-01,Gombe,960.0,1308.2,NGN
2025-03-01,Imo,1124.4,1259.0,NGN
2025-03-01,Jigawa,1004.2,1399.1,NGN
2025-03-01,Kaduna,1105.1,1364.1,NGN
2025-03-01,Kano,1106.1,1350.7,NGN
2025-03-01,Katsina,1045.4,1360.7,NGN
2025-03-01,Kebbi,983.3,1208.3,NGN
2025-03-01,Kogi,1102.6,1438.7,NGN
2025-03-01,Kwara,1099.6,1431.2,NGN
2025-03-01,Lagos,968.7,1338.9,NGN
2025-03-01,Nasarawa,1102.8,1297.2,NGN
2025-03-01,Niger,1027.2,1277.6,NGN
2025-03-01,Ogun,1079.2,1207.9,NGN
2025-03-01,Ondo,1057.0,1366.6,NGN
2025-03-01,Osun,1044.7,1472.4,NGN
2025-03-01,Oyo,1000.9,1386.2,NGN
2025-03-01,Plateau,1095.2,1347.3,NGN
2025-03-01,Rivers,962.8,1212.7,NGN
2025-03-01,Sokoto,1053.9,1406.0,NGN
2025-03-01,Taraba,1098.2,1421.1,NGN
2025-03-01,Yobe,1104.2,1222.9,NGN
2025-03-01,Zamfara,1049.3,1457.6,NGN
2025-04-01,Abia,1184.4,1537.0,NGN
2025-04-01,Adamawa,1089.0,1487.0,NGN
2025-04-01,Akwa Ibom,1088.0,1360.6,NGN
2025-04-01,Anambra,1183.8,1461.2,NGN
2025-04-01,Bauchi,1101.1,1536.0,NGN
2025-04-01,Bayelsa,1127.6,1311.4,NGN
2025-04-01,Benue,1005.2,1327.1,NGN
2025-04-01,Borno,1158.9,1378.6,NGN
2025-04-01,Cross River,1068.0,1545.8,NGN
2025-04-01,Delta,1176.4,1554.3,NGN
2025-04-01,Ebonyi,1104.0,1269.5,NGN
2025-04-01,Edo,1077.5,1496.7,NGN
2025-04-01,Ekiti,1041.8,1465.9,NGN
2025-04-01,Enugu,1173.3,1364.1,NGN
2025-04-01,FCT Abuja,1134.3,1516.1,NGN
2025-04-01,Gombe,1053.9,1375.6,NGN
2025-04-01,Imo,1127.2,1497.6,NGN
2025-04-01,Jigawa,1050.0,1282.2,NGN
2025-04-01,Kaduna,1047.9,1518.5,NGN
2025-04-01,Kano,1054.6,1445.7,NGN
2025-04-01,Katsina,1077.1,1408.7,NGN
2025-04-01,Kebbi,1056.9,1386.5,NGN
2025-04-01,Kogi,1133.3,1408.0,NGN
2025-04-01,Kwara,1118.5,1539.8,NGN
2025-04-01,Lagos,1134.9,1420.3,NGN
2025-04-01,Nasarawa,1138.3,1312.9,NGN
2025-04-01,Niger,1104.2,1499.4,NGN
2025-04-01,Ogun,1031.0,1374.9,NGN
2025-04-01,Ondo,1037.4,1415.0,NGN
2025-04-01,Osun,1024.9,1532.9,NGN
2025-04-01,Oyo,1063.4,1557.9,NGN
2025-04-01,Plateau,1027.5,1471.5,NGN
2025-04-01,Rivers,1054.1,1476.2,NGN
2025-04-01,Sokoto,1131.5,1354.5,NGN
2025-04-01,Taraba,1060.1,1426.1,NGN
2025-04-01,Yobe,1020.7,1396.4,NGN
2025-04-01,Zamfara,1039.5,1559.1,NGN
2025-05-01,Abia,1122.4,1440.5,NGN
2025-05-01,Adamawa,1059.1,1441.4,NGN
2025-05-01,Akwa Ibom,1072.7,1441.1,NGN
2025-05-01,Anambra,1161.7,1266.6,NGN
2025-05-01,Bauchi,1063.6,1515.9,NGN
2025-05-01,Bayelsa,1155.4,1354.3,NGN
2025-05-01,Benue,1058.6,1511.7,NGN
2025-05-01,Borno,1153.4,1350.8,NGN
2025-05-01,Cross River,1178.4,1508.2,NGN
2025-05-01,Delta,1182.2,1501.5,NGN
2025-05-01,Ebonyi,1152.7,1364.2,NGN
2025-05-01,Edo,1112.6,1573.6,NGN
2025-05-01,Ekiti,1214.0,1556.1,NGN
2025-05-01,Enugu,1076.8,1517.7,NGN
2025-05-01,FCT Abuja,1087.7,1489.8,NGN
2025-05-01,Gombe,1050.0,1296.8,NGN
2025-05-01,Imo,1162.7,1471.0,NGN
2025-05-01,Jigawa,1146.8,1320.4,NGN
2025-05-01,Kaduna,1175.7,1342.9,NGN
2025-05-01,Kano,1102.2,1446.4,NGN
2025-05-01,Katsina,1091.1,1423.8,NGN
2025-05-01,Kebbi,1046.8,1464.0,NGN
2025-05-01,Kogi,1203.2,1506.9,NGN
2025-05-01,Kwara,1089.5,1423.8,NGN
2025-05-01,Lagos,1114.8,1505.8,NGN
2025-05-01,Nasarawa,1076.7,1420.7,NGN
2025-05-01,Niger,1209.2,1440.3,NGN
2025-05-01,Ogun,1126.9,1563.8,NGN
2025-05-01,Ondo,1090.4,1504.6,NGN
2025-05-01,Osun,1049.3,1504.4,NGN
2025-05-01,Oyo,1173.7,1398.5,NGN
2025-05-01,Plateau,1043.3,1441.0,NGN
2025-05-01,Rivers,1162.0,1514.5,NGN
2025-05-01,Sokoto,1228.4,1399.7,NGN
2025-05-01,Taraba,1189.2,1508.4,NGN
2025-05-01,Yobe,1157.9,1269.8,NGN
2025-05-01,Zamfara,1083.8,1297.4,NGN
2025-06-01,Abia,1167.3,1499.6,NGN
2025-06-01,Adamawa,1239.3,1469.5,NGN
2025-06-01,Akwa Ibom,1126.7,1620.0,NGN
2025-06-01,Anambra,1110.4,1434.7,NGN
2025-06-01,Bauchi,1105.3,1490.1,NGN
2025-06-01,Bayelsa,1114.8,1506.3,NGN
2025-06-01,Benue,1077.7,1373.8,NGN
2025-06-01,Borno,1142.2,1434.7,NGN
2025-06-01,Cross River,1253.7,1469.0,NGN
2025-06-01,Delta,1089.9,1334.5,NGN
2025-06-01,Ebonyi,1232.7,1470.2,NGN
2025-06-01,Edo,1242.7,1520.0,NGN
2025-06-01,Ekiti,1196.1,1383.0,NGN
2025-06-01,Enugu,1216.5,1627.3,NGN
2025-06-01,FCT Abuja,1113.3,1600.0,NGN
2025-06-01,Gombe,1226.3,1499.0,NGN
2025-06-01,Imo,1057.7,1331.0,NGN
2025-06-01,Jigawa,1072.2,1477.7,NGN
2025-06-01,Kaduna,1190.3,1464.3,NGN
2025-06-01,Kano,1165.5,1339.3,NGN
2025-06-01,Katsina,1071.3,1445.2,NGN
2025-06-01,Kebbi,1228.2,1486.6,NGN
2025-06-01,Kogi,1240.2,1528.3,NGN
2025-06-01,Kwara,1076.0,1629.4,NGN
2025-06-01,Lagos,1138.6,1492.9,NGN
2025-06-01,Nasarawa,1239.2,1353.4,NGN
2025-06-01,Niger,1145.0,1459.4,NGN
2025-06-01,Ogun,1143.5,1514.2,NGN
2025-06-01,Ondo,1204.5,1415.3,NGN
2025-06-01,Osun,1104.5,1483.6,NGN
2025-06-01,Oyo,1161.6,1501.2,NGN
2025-06-01,Plateau,1112.8,1574.6,NGN
2025-06-01,Rivers,1153.6,1618.1,NGN
2025-06-01,Sokoto,1110.1,1438.1,NGN
2025-06-01,Taraba,1077.3,1351.6,NGN
2025-06-01,Yobe,1195.8,1473.7,NGN
2025-06-01,Zamfara,1193.7,1315.4,NGN
