date,site_name,operator,latitude,longitude,daily_flaring_mmscf,monthly_flaring_mmscf,annual_flaring_bcf,co2_emissions_tonnes_per_day,energy_wasted_gj_per_day,sofc_potential_mw,distance_to_grid_km,local_power_demand_mw,flaring_efficiency_percent,gas_heating_value_btu_per_scf,regulatory_penalty_usd
2020-07-07,Obite,Shell,4.8,6.9,23.12,693.74,8.44,1.27,23.98,0.15,10.717396260710178,55.227851583136754,97.24510205942485,1033.7755761493586,80.94
2020-07-07,Alakiri,Shell,4.6,7.0,19.64,589.22,7.17,1.08,20.37,0.13,39.80089010675433,85.4992972454609,96.46747357714491,1076.0831030019451,68.74
2020-07-08,Escravos,Chevron,5.2,5.1,99.54,2986.3,36.33,5.48,103.23,0.65,10.599051960824598,41.054578238985115,95.55020844590055,1099.826897620407,348.4
2020-07-08,Bonny,Shell,4.4,7.2,70.58,2117.53,25.76,3.89,73.2,0.46,25.344208507567288,37.056873572350796,97.28540626282778,1014.9977024151544,247.05
2020-07-08,Forcados,Shell,5.4,5.4,79.95,2398.47,29.18,4.41,82.91,0.52,31.61041654093888,74.40753124602634,98.55616847076064,1083.5787436452201,279.82
2020-07-08,Brass,Agip,4.3,6.2,54.26,1627.65,19.8,2.99,56.26,0.35,27.64421015337338,79.18613140409224,98.5101821702379,1010.3781928176672,189.89
2020-07-08,Qua Iboe,ExxonMobil,4.5,7.9,55.88,1676.46,20.4,3.08,57.95,0.36,24.424329316728244,39.90049876596555,96.64529078729308,1060.284474678635,195.59
2020-07-08,Amenam,Total,4.7,6.8,43.39,1301.74,15.84,2.39,45.0,0.28,14.382251372941724,24.65619177511853,95.16939898990566,1055.8817234918322,151.87
2020-07-08,Okwori,Shell,5.1,6.3,36.11,1083.26,13.18,1.99,37.44,0.23,36.28982329036552,76.69963374667127,96.03639282152845,1034.4099764029736,126.38
2020-07-08,Utorogu,Shell,5.6,5.8,37.72,1131.54,13.77,2.08,39.11,0.24,39.23607522902458,50.7452883966946,98.17337931144391,1076.9023238782647,132.01
2020-07-08,Obite,Shell,4.8,6.9,30.12,903.46,10.99,1.66,31.23,0.2,47.264832269495834,62.19849884068755,95.94987562889098,1039.8628961644074,105.4
2020-07-08,Alakiri,Shell,4.6,7.0,25.48,764.46,9.3,1.4,26.42,0.17,13.000925235436194,14.611558703178224,97.73184637416826,1025.1079024029345,89.19
2020-07-09,Escravos,Chevron,5.2,5.1,105.22,3156.63,38.41,5.8,109.11,0.68,30.32000512953499,17.497232480061676,95.74232094713422,1021.9328184030919,368.27
2020-07-09,Bonny,Shell,4.4,7.2,78.66,2359.67,28.71,4.33,81.57,0.51,27.678460092142707,28.284403452778804,95.27021937382275,1017.1432204474718,275.29
2020-07-09,Forcados,Shell,5.4,5.4,86.78,2603.49,31.68,4.78,89.99,0.56,44.03054771159506,86.3877220001959,97.04607822985149,1070.6687708460543,303.74
2020-07-09,Brass,Agip,4.3,6.2,46.87,1406.04,17.11,2.58,48.6,0.3,17.257306066848027,84.88558870787357,95.33489653243564,1077.3138672885277,164.04
2020-07-09,Qua Iboe,ExxonMobil,4.5,7.9,49.66,1489.92,18.13,2.74,51.5,0.32,18.689203316075165,68.89540283475174,96.95000911448112,1036.6303145262339,173.82
2020-07-09,Amenam,Total,4.7,6.8,39.85,1195.44,14.54,2.2,41.32,0.26,6.857138631857984,92.69675702947939,97.43632662008406,1080.7314300769053,139.47
2020-07-09,Okwori,Shell,5.1,6.3,34.67,1040.12,12.65,1.91,35.95,0.22,44.09828383105238,47.336317282884075,97.13863826699634,1002.0194923084333,121.35
2020-07-09,Utorogu,Shell,5.6,5.8,27.9,836.86,10.18,1.54,28.93,0.18,37.26396054787447,62.434084310604945,95.57324014510245,1044.5405428577835,97.63
2020-07-09,Obite,Shell,4.8,6.9,25.74,772.35,9.4,1.42,26.7,0.17,44.164806554934245,79.82752947927867,95.33595800555663,1089.0309197774563,90.11
2020-07-09,Alakiri,Shell,4.6,7.0,23.03,690.76,8.4,1.27,23.88,0.15,11.301765406895846,70.36475731363433,95.94530407043783,1043.8380897140933,80.59
2020-07-10,Escravos,Chevron,5.2,5.1,80.41,2412.16,29.35,4.43,83.38,0.52,9.14362219056289,31.57697556444326,95.40007236009728,1069.1910026619562,281.42
2020-07-10,Bonny,Shell,4.4,7.2,71.02,2130.55,25.92,3.91,73.65,0.46,11.331852387150843,95.06453114601072,98.73237629243941,1022.5503102520962,248.56
2020-07-10,Forcados,Shell,5.4,5.4,72.97,2189.14,26.63,4.02,75.67,0.47,46.93048443730284,57.06885773725387,95.17289260567111,1034.2499993008137,255.4
2020-07-10,Brass,Agip,4.3,6.2,43.22,1296.55,15.77,2.38,44.82,0.28,35.14668539725954,52.29009172372956,96.53488869887782,1011.9157045540464,151.26
2020-07-10,Qua Iboe,ExxonMobil,4.5,7.9,49.45,1483.5,18.05,2.72,51.28,0.32,41.337442924549734,22.171584518625032,97.38149346619558,1034.2740413588847,173.07
2020-07-10,Amenam,Total,4.7,6.8,32.63,978.82,11.91,1.8,33.83,0.21,25.56510392196233,46.01309205561032,97.37140801956889,1049.126762849,114.2
2020-07-10,Okwori,Shell,5.1,6.3,33.77,1013.04,12.33,1.86,35.02,0.22,35.127435944781254,12.402384272816885,96.8634869156307,1005.7683284583544,118.19
2020-07-10,Utorogu,Shell,5.6,5.8,28.05,841.46,10.24,1.55,29.09,0.18,43.978501186951135,89.45251112696364,95.27977604055452,1041.9105086286706,98.17
2020-07-10,Obite,Shell,4.8,6.9,27.34,820.24,9.98,1.51,28.35,0.18,39.444449753514725,76.9811732593515,98.61336405482717,1000.8486012083443,95.69
2020-07-10,Alakiri,Shell,4.6,7.0,20.8,624.06,7.59,1.15,21.57,0.13,35.17610228721209,90.49508683286417,95.22871861812106,1059.6963965716443,72.81
2020-07-11,Escravos,Chevron,5.2,5.1,101.3,3039.13,36.98,5.58,105.05,0.66,28.10849346106176,64.85682801789318,95.76517269680843,1027.3329583124662,354.56
2020-07-11,Bonny,Shell,4.4,7.2,91.17,2735.18,33.28,5.02,94.55,0.59,43.610614590574706,40.81435894082695,96.0666386335528,1098.4865940344844,319.1
2020-07-11,Forcados,Shell,5.4,5.4,81.26,2437.82,29.66,4.48,84.27,0.53,39.682787688795464,19.930129644268266,95.10994077931748,1027.369551596635,284.41
2020-07-11,Brass,Agip,4.3,6.2,49.07,1472.18,17.91,2.7,50.89,0.32,36.98002606742758,98.34484845988129,97.84605160124727,1041.8255553256047,171.75
2020-07-11,Qua Iboe,ExxonMobil,4.5,7.9,64.49,1934.81,23.54,3.55,66.88,0.42,36.95638471531376,78.55132203822865,98.75346006076104,1011.3651261311684,225.73
2020-07-11,Amenam,Total,4.7,6.8,40.4,1211.93,14.75,2.23,41.89,0.26,47.94703700994019,28.987236074052944,97.01571603089698,1068.0554847644482,141.39
2020-07-11,Okwori,Shell,5.1,6.3,33.07,992.1,12.07,1.82,34.29,0.21,16.591045212409973,40.011131847848254,96.76607478604346,1052.9190098746567,115.75
2020-07-11,Utorogu,Shell,5.6,5.8,31.23,936.93,11.4,1.72,32.39,0.2,18.43649403297317,24.306858462036754,95.18939990930735,1019.5978722491668,109.31
2020-07-11,Obite,Shell,4.8,6.9,28.97,869.11,10.57,1.6,30.04,0.19,12.616141884930254,19.76998219953836,97.997161442197,1030.515833053729,101.4
2020-07-11,Alakiri,Shell,4.6,7.0,27.42,822.65,10.01,1.51,28.44,0.18,19.70402212593639,36.058847301433445,97.09479354508524,1007.9144668278209,95.98
2020-07-12,Escravos,Chevron,5.2,5.1,84.62,2538.5,30.89,4.66,87.75,0.55,39.86256169870521,56.247162334221024,95.04226849109777,1067.351652747211,296.16
2020-07-12,Bonny,Shell,4.4,7.2,84.02,2520.48,30.67,4.63,87.12,0.54,14.6352309535821,59.66040055546932,98.91661295900596,1007.3444691005761,294.06
2020-07-12,Forcados,Shell,5.4,5.4,65.05,1951.45,23.74,3.58,67.46,0.42,16.18471898380308,44.083572180883955,98.27243913897667,1091.2858689964387,227.67
2020-07-12,Brass,Agip,4.3,6.2,46.46,1393.75,16.96,2.56,48.18,0.3,33.66045374744661,56.96447269274604,96.73630557678767,1019.1975505859238,162.6
2020-07-12,Qua Iboe,ExxonMobil,4.5,7.9,56.37,1690.96,20.57,3.11,58.45,0.37,40.80035131260213,78.72439232466957,95.53599472482269,1008.8519052563067,197.28
2020-07-12,Amenam,Total,4.7,6.8,42.23,1266.85,15.41,2.33,43.79,0.27,43.60104217771658,15.233600850976103,97.10606246608653,1053.9426514576237,147.8
2020-07-12,Okwori,Shell,5.1,6.3,40.19,1205.6,14.67,2.21,41.67,0.26,15.820050365415918,46.58844824983118,98.46336590167977,1093.8883315070566,140.65
2020-07-12,Utorogu,Shell,5.6,5.8,39.78,1193.3,14.52,2.19,41.25,0.26,5.267379012995948,14.293750730848483,95.59042727663035,1034.8862096770274,139.22
2020-07-12,Obite,Shell,4.8,6.9,32.05,961.57,11.7,1.77,33.24,0.21,13.407548283256236,65.76977364577378,98.66944794026111,1046.3731735931322,112.18
2020-07-12,Alakiri,Shell,4.6,7.0,19.1,572.9,6.97,1.05,19.8,0.12,21.910770602962575,61.98921964594063,96.75463473762841,1001.7345926853718,66.84
2020-07-13,Escravos,Chevron,5.2,5.1,123.75,3712.57,45.17,6.82,128.33,0.8,26.313383996807428,95.91556343536486,95.62344147034831,1018.9237602545248,433.13
2020-07-13,Bonny,Shell,4.4,7.2,95.13,2853.85,34.72,5.24,98.65,0.62,40.96521978311871,34.43801346176523,95.1327505209,1051.7014723886716,332.95
2020-07-13,Forcados,Shell,5.4,5.4,65.56,1966.87,23.93,3.61,67.99,0.43,33.85398349544667,93.12424011801261,98.13195342906295,1018.0775954840727,229.47
2020-07-13,Brass,Agip,4.3,6.2,59.6,1788.03,21.75,3.28,61.81,0.39,35.102823879228126,84.90365973731339,97.29529627675576,1046.6003514353013,208.6
2020-07-13,Qua Iboe,ExxonMobil,4.5,7.9,59.16,1774.85,21.59,3.26,61.35,0.38,13.216870898919469,65.49290542641218,95.93539347634191,1007.9915109346607,207.07
2020-07-13,Amenam,Total,4.7,6.8,29.24,877.23,10.67,1.61,30.32,0.19,21.296695256610658,77.70798736061104,96.5007055932524,1048.6003448238228,102.34
2020-07-13,Okwori,Shell,5.1,6.3,35.58,1067.36,12.99,1.96,36.9,0.23,21.026262290673568,96.7390884948078,98.74458794639412,1084.8027902657282,124.53
2020-07-13,Utorogu,Shell,5.6,5.8,37.09,1112.6,13.54,2.04,38.46,0.24,29.139367855527144,76.788333330242,97.78458369975417,1089.067859560547,129.8
2020-07-13,Obite,Shell,4.8,6.9,31.05,931.5,11.33,1.71,32.2,0.2,20.682760992421596,84.96979680154762,97.79053929133066,1069.1386445215019,108.68
2020-07-13,Alakiri,Shell,4.6,7.0,21.75,652.39,7.94,1.2,22.55,0.14,45.51692100564196,29.669361536850666,97.50198734846681,1039.2134829102774,76.11
2020-07-14,Escravos,Chevron,5.2,5.1,122.84,3685.33,44.84,6.77,127.39,0.8,15.274407820862422,44.367186269964925,97.61535355926651,1007.6089371349576,429.95
2020-07-14,Bonny,Shell,4.4,7.2,93.7,2810.95,34.2,5.16,97.17,0.61,43.26632544460327,16.090618299218505,98.97355951495628,1069.872692370388,327.94
2020-07-14,Forcados,Shell,5.4,5.4,60.26,1807.87,22.0,3.32,62.49,0.39,12.707718633146811,85.43583286171646,95.08655729978065,1023.3147303618086,210.92
2020-07-14,Brass,Agip,4.3,6.2,58.4,1751.88,21.31,3.22,60.56,0.38,40.22310696620863,77.15354534441092,95.20240554848722,1089.251141909415,204.39
2020-07-14,Qua Iboe,ExxonMobil,4.5,7.9,51.15,1534.59,18.67,2.82,53.05,0.33,33.99296704375004,25.176538979658584,98.9049250268039,1048.815595608731,179.04
2020-07-14,Amenam,Total,4.7,6.8,30.97,928.99,11.3,1.71,32.11,0.2,31.382052943697065,72.92738781832387,97.1007031597369,1083.4737954776967,108.38
2020-07-14,Okwori,Shell,5.1,6.3,29.02,870.64,10.59,1.6,30.1,0.19,26.13417603812115,16.8943254682339,97.82362667730663,1039.366341405564,101.57
2020-07-14,Utorogu,Shell,5.6,5.8,27.69,830.61,10.11,1.53,28.71,0.18,37.39236402874792,85.04283779855756,96.580162142726,1056.4217977033366,96.9
2020-07-14,Obite,Shell,4.8,6.9,24.63,738.97,8.99,1.36,25.54,0.16,5.546185624184023,53.97795073888826,97.57682192736277,1091.8191773229735,86.21
2020-07-14,Alakiri,Shell,4.6,7.0,22.22,666.75,8.11,1.22,23.05,0.14,31.895916347457533,93.43109016325725,96.59351070263773,1031.9095339872988,77.79
2020-07-15,Escravos,Chevron,5.2,5.1,113.99,3419.82,41.61,6.28,118.21,0.74,11.137342682015456,17.416399112564,98.37243982630561,1001.0607423370319,398.98
2020-07-15,Bonny,Shell,4.4,7.2,98.66,2959.84,36.01,5.44,102.31,0.64,5.1811375484286835,46.148065949083765,95.74720336418014,1062.4400487472162,345.31
2020-07-15,Forcados,Shell,5.4,5.4,78.05,2341.44,28.49,4.3,80.94,0.51,6.823378644785149,69.05159239304817,98.36815513442208,1072.0324277326401,273.17
2020-07-15,Brass,Agip,4.3,6.2,57.85,1735.5,21.12,3.19,59.99,0.38,44.999957284541715,38.99741055831665,95.05361925700797,1084.339164632907,202.47
2020-07-15,Qua Iboe,ExxonMobil,4.5,7.9,68.2,2045.87,24.89,3.76,70.72,0.44,15.41464837085411,32.65700178542774,96.86637149374248,1089.783107960142,238.68
2020-07-15,Amenam,Total,4.7,6.8,32.04,961.06,11.69,1.77,33.22,0.21,18.108626391731768,82.77275524861881,98.68108479040616,1042.749387199432,112.12
2020-07-15,Okwori,Shell,5.1,6.3,35.43,1062.98,12.93,1.95,36.74,0.23,28.82672970707273,71.60041436168774,97.49131694784472,1015.2888845644796,124.01
2020-07-15,Utorogu,Shell,5.6,5.8,35.29,1058.75,12.88,1.94,36.6,0.23,46.952696483185136,32.55141622799331,97.93552389309497,1028.4655393493592,123.52
2020-07-15,Obite,Shell,4.8,6.9,24.91,747.28,9.09,1.37,25.83,0.16,38.65515143117375,60.11336061724538,98.53180982338999,1030.7372719204045,87.18
2020-07-15,Alakiri,Shell,4.6,7.0,25.1,752.91,9.16,1.38,26.03,0.16,11.816695086348119,46.053042158783,96.93126997740164,1035.5687389894374,87.84
2020-07-16,Escravos,Chevron,5.2,5.1,97.22,2916.68,35.49,5.36,100.82,0.63,14.713987894676986,73.84516707260158,98.74017678556292,1056.5197521177752,340.28
2020-07-16,Bonny,Shell,4.4,7.2,86.89,2606.73,31.72,4.79,90.11,0.56,43.90146066280227,35.6903008479879,97.46020466211426,1097.9112169744803,304.12
2020-07-16,Forcados,Shell,5.4,5.4,77.24,2317.12,28.19,4.26,80.1,0.5,25.039382820068834,15.432925916355163,98.19039739795916,1003.4998841263986,270.33
2020-07-16,Brass,Agip,4.3,6.2,54.29,1628.71,19.82,2.99,56.3,0.35,43.80373564595018,24.187243224968253,97.0570859817702,1059.7150704483147,190.02
2020-07-16,Qua Iboe,ExxonMobil,4.5,7.9,55.36,1660.85,20.21,3.05,57.41,0.36,26.051643328143726,38.027417849304285,96.75248938832345,1035.891299099803,193.77
2020-07-16,Amenam,Total,4.7,6.8,36.26,1087.75,13.23,2.0,37.6,0.24,49.48954497113056,55.0782958043949,95.77664830965804,1047.7066749567273,126.9
2020-07-16,Okwori,Shell,5.1,6.3,39.98,1199.37,14.59,2.2,41.46,0.26,35.579935359828,59.317101711453525,95.67823197748054,1081.7476439304921,139.93
2020-07-16,Utorogu,Shell,5.6,5.8,29.66,889.71,10.82,1.63,30.75,0.19,42.26563363356055,67.46725415724981,98.59303633469929,1062.9883703671198,103.8
2020-07-16,Obite,Shell,4.8,6.9,30.89,926.7,11.27,1.7,32.03,0.2,7.4632836159471605,79.84440629824422,97.4548259273983,1006.9507796515193,108.12
2020-07-16,Alakiri,Shell,4.6,7.0,21.99,659.81,8.03,1.21,22.81,0.14,38.11762407754501,59.185154250809475,98.81429414964919,1018.3135371571769,76.98
2020-07-17,Escravos,Chevron,5.2,5.1,104.48,3134.35,38.13,5.76,108.34,0.68,32.632924312732925,75.03847321247709,97.88921731731816,1081.507399068261,365.67
2020-07-17,Bonny,Shell,4.4,7.2,95.02,2850.66,34.68,5.24,98.54,0.62,20.447022068258185,71.84102683238251,96.99434514956485,1019.0675946754792,332.58
2020-07-17,Forcados,Shell,5.4,5.4,73.82,2214.5,26.94,4.07,76.55,0.48,22.55172249444373,82.87783456920974,96.63039333532872,1002.6454505480424,258.36
2020-07-17,Brass,Agip,4.3,6.2,44.65,1339.47,16.3,2.46,46.3,0.29,48.22703645056346,71.95684028101368,96.45747317640033,1093.8600315794727,156.27
2020-07-17,Qua Iboe,ExxonMobil,4.5,7.9,62.77,1883.16,22.91,3.46,65.09,0.41,39.46335368166542,44.12253841953331,96.91480880340315,1018.6132154368099,219.7
2020-07-17,Amenam,Total,4.7,6.8,34.01,1020.4,12.41,1.87,35.27,0.22,45.22902763473987,75.20143809262706,96.86069478662655,1008.6509268939748,119.05
2020-07-17,Okwori,Shell,5.1,6.3,29.65,889.5,10.82,1.63,30.75,0.19,25.871977344544838,64.82085599919671,95.02595808554798,1098.9722890466305,103.78
2020-07-17,Utorogu,Shell,5.6,5.8,31.11,933.45,11.36,1.71,32.27,0.2,29.073501754943198,21.739550908001185,98.19026221013809,1070.9827074919876,108.9
2020-07-17,Obite,Shell,4.8,6.9,27.68,830.29,10.1,1.52,28.7,0.18,8.936582258791763,69.02640537164868,98.6449806230172,1009.3244919221358,96.87
2020-07-17,Alakiri,Shell,4.6,7.0,21.38,641.47,7.8,1.18,22.17,0.14,17.7954759418907,68.85493049619336,97.13927265977257,1059.6327605003862,74.84
2020-07-18,Escravos,Chevron,5.2,5.1,97.65,2929.52,35.64,5.38,101.26,0.63,7.184005282835104,76.98528453647478,97.98437384877691,1067.0725740078724,341.78
2020-07-18,Bonny,Shell,4.4,7.2,89.42,2682.51,32.64,4.93,92.73,0.58,6.005522019483104,82.78438571968957,96.96455414278331,1030.6838130702617,312.96
2020-07-18,Forcados,Shell,5.4,5.4,58.86,1765.82,21.48,3.24,61.04,0.38,20.69900248078298,82.42633582902465,98.67489499733531,1089.6751364613065,206.01
2020-07-18,Brass,Agip,4.3,6.2,63.64,1909.07,23.23,3.51,65.99,0.41,28.725113822017814,29.747407470121345,98.19218633134729,1021.3712974852579,222.72
2020-07-18,Qua Iboe,ExxonMobil,4.5,7.9,50.57,1517.03,18.46,2.79,52.44,0.33,28.174208166311264,38.96447573521719,95.61662419850137,1045.3173411893883,176.99
2020-07-18,Amenam,Total,4.7,6.8,41.86,1255.91,15.28,2.31,43.41,0.27,44.52510226494142,27.628496657122366,95.66789549469021,1057.5577125698421,146.52
2020-07-18,Okwori,Shell,5.1,6.3,36.44,1093.24,13.3,2.01,37.79,0.24,40.75820559620517,77.61765660869588,98.76904469463425,1039.8256409157011,127.54
2020-07-18,Utorogu,Shell,5.6,5.8,28.28,848.42,10.32,1.56,29.33,0.18,9.983440408603352,35.99660109984683,95.83155222105258,1039.6563716797082,98.98
2020-07-18,Obite,Shell,4.8,6.9,22.11,663.16,8.07,1.22,22.92,0.14,34.555730208351434,64.92240804608244,97.83343574415464,1066.0386440271343,77.37
2020-07-18,Alakiri,Shell,4.6,7.0,18.9,567.06,6.9,1.04,19.6,0.12,10.828697445515857,85.86751618437069,97.9876146214221,1020.1527002918242,66.16
2020-07-19,Escravos,Chevron,5.2,5.1,100.48,3014.45,36.68,5.54,104.2,0.65,31.737171104584316,82.10400375710415,96.05836413907491,1021.0052920179305,351.69
2020-07-19,Bonny,Shell,4.4,7.2,98.04,2941.11,35.78,5.4,101.66,0.64,35.64400681452936,59.73711236462745,97.25431337110619,1073.5697505306255,343.13
2020-07-19,Forcados,Shell,5.4,5.4,65.31,1959.38,23.84,3.6,67.73,0.42,44.22365467340248,37.7978680910942,97.1852382855172,1070.2639464006684,228.59
2020-07-19,Brass,Agip,4.3,6.2,62.67,1880.1,22.87,3.45,64.99,0.41,24.26417944812247,85.83295414903007,98.22201244503945,1073.1075881734548,219.34
2020-07-19,Qua Iboe,ExxonMobil,4.5,7.9,55.4,1662.11,20.22,3.05,57.45,0.36,32.39287171631819,88.86009638184768,98.53510983283435,1010.8498345070439,193.91
2020-07-19,Amenam,Total,4.7,6.8,35.04,1051.06,12.79,1.93,36.33,0.23,48.99269153856889,71.0198213718326,96.62898566904828,1002.6057885985593,122.62
2020-07-19,Okwori,Shell,5.1,6.3,36.03,1080.98,13.15,1.99,37.37,0.23,42.55024808064934,77.72667945133259,96.84203663963271,1042.92107795417,126.11
2020-07-19,Utorogu,Shell,5.6,5.8,36.25,1087.65,13.23,2.0,37.6,0.24,16.205898294804687,94.52776895431859,98.23698334701393,1082.0625593067195,126.89
2020-07-19,Obite,Shell,4.8,6.9,23.23,696.84,8.48,1.28,24.09,0.15,6.17132974177107,31.333735802681204,98.0967619668573,1024.003841876415,81.3
2020-07-19,Alakiri,Shell,4.6,7.0,24.31,729.3,8.87,1.34,25.21,0.16,22.788162407780224,98.48460609202675,95.97924692513654,1037.6370627298268,85.09
2020-07-20,Escravos,Chevron,5.2,5.1,91.37,2741.24,33.35,5.03,94.76,0.59,27.045236395887123,44.082159699970205,97.77954834322912,1081.7594546951545,319.81
2020-07-20,Bonny,Shell,4.4,7.2,84.36,2530.84,30.79,4.65,87.48,0.55,32.851506030562476,14.985165701884528,97.4654252943961,1068.5029949269187,295.26
2020-07-20,Forcados,Shell,5.4,5.4,65.95,1978.59,24.07,3.63,68.39,0.43,45.998830920832184,83.17782677024377,96.22043676084833,1058.6643012445634,230.84
2020-07-20,Brass,Agip,4.3,6.2,60.25,1807.61,21.99,3.32,62.48,0.39,41.90125200194413,10.852761813552688,95.0145868111387,1075.9711660338967,210.89
2020-07-20,Qua Iboe,ExxonMobil,4.5,7.9,64.78,1943.4,23.64,3.57,67.18,0.42,46.8512077049673,20.61156806382558,95.92793993993476,1090.3724920373807,226.73
2020-07-20,Amenam,Total,4.7,6.8,32.04,961.06,11.69,1.77,33.22,0.21,28.870835001836692,17.487430916635653,96.14105464776613,1052.0372216440967,112.12
2020-07-20,Okwori,Shell,5.1,6.3,42.38,1271.26,15.47,2.33,43.94,0.27,32.984742265471986,54.642960094727336,96.19473593525653,1011.9244911319261,148.31
2020-07-20,Utorogu,Shell,5.6,5.8,29.42,882.57,10.74,1.62,30.51,0.19,14.497515017008277,48.92350382853939,96.67442074268766,1004.4295430996992,102.97
2020-07-20,Obite,Shell,4.8,6.9,28.44,853.25,10.38,1.57,29.49,0.18,8.514693680941079,94.88467472143954,95.39753111580345,1085.4834151237337,99.55
2020-07-20,Alakiri,Shell,4.6,7.0,18.86,565.89,6.88,1.04,19.56,0.12,5.887387949194065,78.20308287029044,96.44676324520101,1073.821680013632,66.02
2020-07-21,Escravos,Chevron,5.2,5.1,95.02,2850.71,34.68,5.24,98.54,0.62,39.537801292791386,16.41274167892285,98.68848174384487,1005.0974035791661,332.58
2020-07-21,Bonny,Shell,4.4,7.2,87.6,2628.02,31.97,4.83,90.84,0.57,22.696090915641697,29.55101271331912,98.0363638455841,1078.4294704788726,306.6
2020-07-21,Forcados,Shell,5.4,5.4,84.27,2528.2,30.76,4.64,87.39,0.55,27.78132805237971,42.681559856146485,96.02832728740547,1075.1032961537608,294.96
2020-07-21,Brass,Agip,4.3,6.2,48.84,1465.34,17.83,2.69,50.65,0.32,23.165314593081252,74.13951030820712,98.67118250444273,1066.6756061307378,170.96
2020-07-21,Qua Iboe,ExxonMobil,4.5,7.9,57.93,1737.9,21.14,3.19,60.07,0.38,33.843709585496185,15.454932140603214,95.38265434567536,1003.7916944073634,202.75
2020-07-21,Amenam,Total,4.7,6.8,36.61,1098.4,13.36,2.02,37.97,0.24,19.08874262081084,44.57441647832335,98.63790843347157,1083.6903445316655,128.15
2020-07-21,Okwori,Shell,5.1,6.3,38.04,1141.07,13.88,2.1,39.44,0.25,10.266866720979959,11.445294041210234,95.42804269041768,1029.2596443623943,133.13
2020-07-21,Utorogu,Shell,5.6,5.8,31.27,938.0,11.41,1.72,32.42,0.2,11.130250024330206,26.297263207714693,97.52792837193323,1061.5789798980124,109.43
2020-07-21,Obite,Shell,4.8,6.9,27.26,817.87,9.95,1.5,28.27,0.18,21.70038610484294,18.702074470396873,95.90584241503223,1089.770522647258,95.42
2020-07-21,Alakiri,Shell,4.6,7.0,27.52,825.58,10.04,1.52,28.54,0.18,46.25704814105391,67.84677103612826,95.13278594442188,1099.676258498641,96.32
2020-07-22,Escravos,Chevron,5.2,5.1,87.85,2635.49,32.07,4.84,91.1,0.57,16.377629138365553,45.27830016162641,97.58373673920376,1043.6487349307706,307.47
2020-07-22,Bonny,Shell,4.4,7.2,76.76,2302.93,28.02,4.23,79.6,0.5,20.369665261542934,96.33915140573923,98.1944520636938,1045.85487714794,268.67
2020-07-22,Forcados,Shell,5.4,5.4,65.97,1978.98,24.08,3.63,68.41,0.43,12.073211222376809,28.941599542780306,96.46405356736061,1088.034819585199,230.88
2020-07-22,Brass,Agip,4.3,6.2,43.26,1297.77,15.79,2.38,44.86,0.28,27.22887447373697,34.87694869843072,97.27491176659264,1045.1636684683224,151.41
2020-07-22,Qua Iboe,ExxonMobil,4.5,7.9,53.7,1610.86,19.6,2.96,55.68,0.35,11.347236061242807,83.8970719702165,98.54353095028698,1023.468353288525,187.93
2020-07-22,Amenam,Total,4.7,6.8,29.35,880.45,10.71,1.62,30.43,0.19,32.37339261838535,74.3817891250185,96.49123995681282,1067.967586749064,102.72
2020-07-22,Okwori,Shell,5.1,6.3,41.12,1233.71,15.01,2.27,42.65,0.27,7.919313702579826,27.30625509079718,95.27410395038795,1086.799393333611,143.93
2020-07-22,Utorogu,Shell,5.6,5.8,35.87,1076.13,13.09,1.98,37.2,0.23,8.764853452303242,34.59811227883476,96.19087939223407,1056.0743196015417,125.55
2020-07-22,Obite,Shell,4.8,6.9,23.74,712.05,8.66,1.31,24.61,0.15,37.88430358339847,36.91721904898702,96.8094967080932,1012.7666634982305,83.07
2020-07-22,Alakiri,Shell,4.6,7.0,25.69,770.77,9.38,1.42,26.64,0.17,45.571353179443825,54.59244067588,98.76570268727151,1089.1868204381326,89.92
2020-07-23,Escravos,Chevron,5.2,5.1,110.26,3307.74,40.24,6.08,114.34,0.72,19.53899362825485,42.90779464337902,95.18191180522415,1058.9200906763854,385.9
2020-07-23,Bonny,Shell,4.4,7.2,96.61,2898.15,35.26,5.32,100.18,0.63,11.74173287207465,49.97431650812503,95.70745284837567,1066.2127348854249,338.12
2020-07-23,Forcados,Shell,5.4,5.4,65.24,1957.29,23.81,3.59,67.66,0.42,15.3785590547636,36.226203965942034,98.403625288604,1045.8467610145724,228.35
2020-07-23,Brass,Agip,4.3,6.2,42.51,1275.34,15.52,2.34,44.08,0.28,8.804450092105537,98.68102468185796,97.35244628182241,1025.6532617610978,148.79
2020-07-23,Qua Iboe,ExxonMobil,4.5,7.9,56.35,1690.43,20.57,3.1,58.43,0.37,40.995108692096764,93.27952484777474,98.49777755282464,1034.1757602298562,197.22
2020-07-23,Amenam,Total,4.7,6.8,32.24,967.21,11.77,1.78,33.43,0.21,34.313016141541254,58.14143057708154,96.83738548530937,1090.7630953334708,112.84
2020-07-23,Okwori,Shell,5.1,6.3,30.2,906.04,11.02,1.66,31.32,0.2,8.299240345434445,30.103429404463203,95.13314219705383,1050.2843710643135,105.7
2020-07-23,Utorogu,Shell,5.6,5.8,28.67,860.01,10.46,1.58,29.73,0.19,38.753783372689796,28.400619360927703,97.75042040397517,1034.926490584764,100.33
