date,state,petrol_price_naira_per_liter,diesel_price_naira_per_liter,kerosene_price_naira_per_liter,lpg_price_naira_per_kg,fuel_scarcity_factor,black_market_premium_percent,supply_disruption_days,nearest_depot_distance_km,local_consumption_million_liters
2020-08-01,Niger,193.9,200.4,170.34,120.24,1.24,19.5,0,120,29.772455974000053
2020-08-01,Ogun,182.4,188.52,160.24,113.11,1.15,6.5,0,35,40.00495307921599
2020-08-01,Ondo,190.05,196.43,166.96,117.86,1.17,13.0,1,70,39.86981362050403
2020-08-01,Osun,198.46,205.11,174.35,123.07,1.2,10.4,0,75,10.454768658071321
2020-08-01,Oyo,181.82,187.92,159.73,112.75,1.19,7.8,1,50,11.781747589471436
2020-08-01,Plateau,188.67,195.0,165.75,117.0,1.22,13.0,3,130,28.04920445529094
2020-08-01,Rivers,160.95,166.35,141.4,99.81,1.16,5.2,1,10,17.67177589177335
2020-08-01,Sokoto,215.64,222.87,189.44,133.72,1.17,26.0,3,180,47.41056387053121
2020-08-01,Taraba,211.15,218.23,185.49,130.94,1.24,36.4,6,220,35.81773178291235
2020-08-01,Yobe,225.44,233.0,198.05,139.8,1.27,45.5,5,280,14.481125957864576
2020-08-01,Zamfara,215.96,223.2,189.72,133.92,1.3,39.0,4,160,7.106402372811868
2020-09-01,Abia,159.59,191.77,163.01,115.06,1.04,9.0,1,60,10.679733595619684
2020-09-01,Adamawa,176.93,212.61,180.72,127.57,1.13,25.0,7,250,33.95424707072985
2020-09-01,Akwa Ibom,159.42,191.57,162.83,114.94,1.08,8.0,0,80,23.868869174492282
2020-09-01,Anambra,162.61,195.4,166.09,117.24,1.1,6.0,1,45,22.430807883551054
2020-09-01,Bauchi,167.2,200.92,170.78,120.55,1.05,12.0,4,180,43.37301773968677
2020-09-01,Bayelsa,165.22,198.53,168.75,119.12,1.03,15.0,2,90,27.222474402123172
2020-09-01,Benue,170.53,204.91,174.18,122.95,1.13,12.0,3,110,49.78640892833094
2020-09-01,Borno,210.47,252.92,214.98,151.75,1.19,40.0,6,300,21.282540333683528
2020-09-01,Cross River,162.34,195.08,165.82,117.05,1.04,10.0,2,120,33.03140057745303
2020-09-01,Delta,139.87,168.07,142.86,100.84,1.11,6.0,3,15,37.02370850018088
2020-09-01,Ebonyi,163.32,196.26,166.82,117.76,1.05,12.0,4,100,9.036303856270408
2020-09-01,Edo,163.21,196.13,166.71,117.68,1.06,8.0,3,40,25.349782988727526
2020-09-01,Ekiti,167.1,200.8,170.68,120.48,1.13,12.0,2,85,32.915701453172076
2020-09-01,Enugu,170.83,205.29,174.49,123.17,1.08,7.0,1,65,32.919906267397955
2020-09-01,FCT,152.95,183.79,156.22,110.27,1.0,5.0,0,25,33.635445406100146
2020-09-01,Gombe,161.71,194.32,165.17,116.59,1.08,14.0,2,200,36.33906309053158
2020-09-01,Imo,160.1,192.38,163.52,115.43,1.08,8.0,1,55,39.78596308087257
2020-09-01,Jigawa,167.91,201.77,171.51,121.06,1.03,15.0,1,150,15.107232119356782
2020-09-01,Kaduna,145.77,175.17,148.89,105.1,1.1,7.0,2,20,31.570706586426986
2020-09-01,Kano,153.24,184.15,156.52,110.49,1.06,8.0,2,30,43.54675382262757
2020-09-01,Katsina,169.26,203.4,172.89,122.04,1.11,12.0,4,140,6.32531979854212
2020-09-01,Kebbi,168.37,202.32,171.97,121.39,1.11,18.0,2,200,21.60543563069035
2020-09-01,Kogi,164.57,197.75,168.09,118.65,1.12,10.0,1,100,10.10749328637063
2020-09-01,Kwara,171.27,205.81,174.94,123.48,1.11,8.0,0,95,12.722642512541789
2020-09-01,Lagos,143.17,172.05,146.24,103.23,1.01,3.0,0,5,32.929330153284
2020-09-01,Nasarawa,164.2,197.31,167.71,118.39,1.04,8.0,1,90,24.727898262408015
2020-09-01,Niger,162.83,195.66,166.31,117.4,1.13,15.0,3,120,49.61542395994481
2020-09-01,Ogun,152.49,183.24,155.75,109.94,1.09,5.0,0,35,22.155086824879227
2020-09-01,Ondo,157.54,189.3,160.91,113.58,1.04,10.0,4,70,14.8219169104889
2020-09-01,Osun,156.69,188.29,160.05,112.97,1.11,8.0,1,75,25.144201279966403
2020-09-01,Oyo,170.07,204.36,173.71,122.62,1.12,6.0,4,50,14.58036695282021
2020-09-01,Plateau,166.35,199.9,169.91,119.94,1.12,10.0,1,130,32.787795417682574
2020-09-01,Rivers,139.0,167.03,141.97,100.22,1.06,4.0,1,10,20.022252897787354
2020-09-01,Sokoto,185.83,223.31,189.81,133.98,1.08,20.0,2,180,8.012511529944426
2020-09-01,Taraba,168.4,202.36,172.01,121.42,1.11,28.0,0,220,49.75294552239083
2020-09-01,Yobe,194.28,233.46,198.44,140.08,1.19,35.0,10,280,45.239897249070644
2020-09-01,Zamfara,191.3,229.88,195.4,137.93,1.17,30.0,5,160,33.236876120230356
2020-10-01,Abia,167.57,206.75,175.73,124.05,1.04,9.0,0,60,41.14765445594909
2020-10-01,Adamawa,172.08,212.3,180.45,127.38,1.18,25.0,4,250,36.047021762298826
2020-10-01,Akwa Ibom,158.72,195.82,166.45,117.49,1.13,8.0,1,80,42.28711742962342
2020-10-01,Anambra,156.59,193.19,164.21,115.91,1.1,6.0,1,45,5.707539817836897
2020-10-01,Bauchi,160.84,198.44,168.67,119.06,1.05,12.0,4,180,45.188970596300145
2020-10-01,Bayelsa,165.58,204.28,173.64,122.57,1.13,15.0,3,90,18.84051869693703
2020-10-01,Benue,161.25,198.95,169.1,119.37,1.07,12.0,1,110,46.58800065917141
2020-10-01,Borno,214.24,264.32,224.67,158.59,1.22,40.0,5,300,23.29672135657774
2020-10-01,Cross River,170.23,210.02,178.52,126.01,1.08,10.0,0,120,32.024332626961325
2020-10-01,Delta,142.58,175.9,149.52,105.54,1.06,6.0,0,15,10.02762095515388
2020-10-01,Ebonyi,161.22,198.9,169.07,119.34,1.12,12.0,2,100,45.52295636905889
2020-10-01,Edo,162.96,201.05,170.89,120.63,1.1,8.0,1,40,12.74455982303852
2020-10-01,Ekiti,160.51,198.03,168.32,118.82,1.06,12.0,2,85,31.518072054096194
2020-10-01,Enugu,159.58,196.88,167.35,118.13,1.13,7.0,1,65,25.771269347712376
2020-10-01,FCT,156.14,192.64,163.75,115.59,1.0,5.0,0,25,24.054356778860715
2020-10-01,Gombe,176.74,218.05,185.35,130.83,1.11,14.0,3,200,8.426313249507665
2020-10-01,Imo,162.43,200.4,170.34,120.24,1.12,8.0,1,55,6.859001391843909
2020-10-01,Jigawa,165.54,204.23,173.6,122.54,1.11,15.0,1,150,41.920403395412386
2020-10-01,Kaduna,150.3,185.43,157.62,111.26,1.05,7.0,0,20,12.71528846690099
2020-10-01,Kano,159.21,196.42,166.96,117.85,1.09,8.0,0,30,34.29862496212148
2020-10-01,Katsina,159.34,196.59,167.1,117.95,1.03,12.0,1,140,13.760701208623995
2020-10-01,Kebbi,172.2,212.45,180.58,127.47,1.03,18.0,4,200,44.12105544922071
2020-10-01,Kogi,169.57,209.21,177.83,125.53,1.1,10.0,0,100,7.348837903219918
2020-10-01,Kwara,158.05,195.0,165.75,117.0,1.08,8.0,2,95,19.957122027457082
2020-10-01,Lagos,144.95,178.83,152.0,107.3,1.03,3.0,0,5,6.0306718558920585
2020-10-01,Nasarawa,159.03,196.2,166.77,117.72,1.1,8.0,0,90,41.278985019264795
2020-10-01,Niger,171.98,212.18,180.36,127.31,1.05,15.0,2,120,32.71814047200263
2020-10-01,Ogun,148.19,182.84,155.41,109.7,1.12,5.0,0,35,21.614691742765793
2020-10-01,Ondo,160.15,197.59,167.95,118.55,1.03,10.0,5,70,48.072827681835555
2020-10-01,Osun,168.65,208.08,176.86,124.85,1.05,8.0,1,75,46.420360681723295
2020-10-01,Oyo,172.88,213.29,181.3,127.98,1.04,6.0,0,50,42.74050512262762
2020-10-01,Plateau,157.4,194.19,165.06,116.51,1.11,10.0,1,130,33.925986598853186
2020-10-01,Rivers,140.71,173.6,147.56,104.16,0.99,4.0,1,10,22.703621384624544
2020-10-01,Sokoto,183.1,225.9,192.02,135.54,1.1,20.0,1,180,39.355361487693045
2020-10-01,Taraba,176.06,217.21,184.63,130.33,1.11,28.0,3,220,32.94740405940084
2020-10-01,Yobe,200.97,247.95,210.76,148.77,1.19,35.0,6,280,46.50811709537888
2020-10-01,Zamfara,181.18,223.54,190.01,134.12,1.18,30.0,6,160,18.616399367335603
2020-11-01,Abia,143.64,255.95,217.56,153.57,1.05,9.0,1,60,13.753151667532068
2020-11-01,Adamawa,151.55,270.05,229.54,162.03,1.13,25.0,4,250,38.46446463446182
2020-11-01,Akwa Ibom,156.21,278.36,236.61,167.02,1.07,8.0,2,80,13.539735748503048
2020-11-01,Anambra,147.36,262.58,223.19,157.55,1.08,6.0,1,45,44.898965382422986
2020-11-01,Bauchi,158.99,283.3,240.8,169.98,1.03,12.0,3,180,16.56862138924115
2020-11-01,Bayelsa,149.01,265.52,225.69,159.31,1.05,15.0,2,90,20.35055595217265
2020-11-01,Benue,150.37,267.94,227.75,160.76,1.11,12.0,2,110,42.45260600488245
2020-11-01,Borno,190.54,339.53,288.6,203.72,1.29,40.0,7,300,36.44040818101213
2020-11-01,Cross River,152.63,271.97,231.17,163.18,1.08,10.0,6,120,5.013076407626666
2020-11-01,Delta,137.65,245.29,208.49,147.17,1.05,6.0,1,15,19.4818859900208
2020-11-01,Ebonyi,145.59,259.42,220.51,155.65,1.11,12.0,5,100,46.2697684178422
2020-11-01,Edo,143.69,256.04,217.63,153.62,1.11,8.0,0,40,46.22646673849297
2020-11-01,Ekiti,145.31,258.93,220.09,155.36,1.04,12.0,2,85,7.695471596542852
2020-11-01,Enugu,153.96,274.35,233.2,164.61,1.12,7.0,1,65,10.818667574347216
2020-11-01,FCT,138.73,247.21,210.13,148.32,0.96,5.0,0,25,18.585694335719197
2020-11-01,Gombe,145.53,259.32,220.42,155.59,1.06,14.0,0,200,47.330254596559215
2020-11-01,Imo,155.73,277.5,235.88,166.5,1.05,8.0,2,55,35.277699023336396
2020-11-01,Jigawa,149.45,266.3,226.35,159.78,1.1,15.0,0,150,43.671591928149105
2020-11-01,Kaduna,140.41,250.2,212.67,150.12,1.04,7.0,1,20,10.54643209884651
2020-11-01,Kano,138.61,247.0,209.95,148.2,1.03,8.0,2,30,17.984218918469765
2020-11-01,Katsina,147.1,262.13,222.81,157.28,1.1,12.0,2,140,8.037062082196247
2020-11-01,Kebbi,153.94,274.3,233.16,164.58,1.11,18.0,4,200,28.721649211079946
2020-11-01,Kogi,150.82,268.74,228.43,161.25,1.07,10.0,2,100,49.82680161899275
2020-11-01,Kwara,156.71,279.25,237.36,167.55,1.1,8.0,3,95,37.37526849195193
2020-11-01,Lagos,133.33,237.57,201.94,142.54,1.01,3.0,0,5,27.403264839736014
2020-11-01,Nasarawa,155.91,277.82,236.15,166.69,1.04,8.0,2,90,23.775319763728543
2020-11-01,Niger,153.41,273.37,232.36,164.02,1.1,15.0,1,120,39.990106471918324
2020-11-01,Ogun,136.21,242.72,206.31,145.63,1.13,5.0,0,35,11.976637290020367
2020-11-01,Ondo,151.39,269.76,229.29,161.85,1.11,10.0,0,70,37.40097826441648
2020-11-01,Osun,145.85,259.89,220.91,155.94,1.05,8.0,0,75,13.604349001247279
2020-11-01,Oyo,151.64,270.2,229.67,162.12,1.13,6.0,1,50,22.520329953204687
2020-11-01,Plateau,143.05,254.91,216.67,152.94,1.11,10.0,0,130,37.35587459814038
2020-11-01,Rivers,134.97,240.5,204.43,144.3,1.0,4.0,3,10,29.817435575460806
2020-11-01,Sokoto,169.29,301.66,256.41,181.0,1.09,20.0,2,180,11.619479848957475
2020-11-01,Taraba,161.82,288.34,245.09,173.01,1.17,28.0,5,220,19.146514000953108
2020-11-01,Yobe,173.79,309.68,263.23,185.81,1.15,35.0,13,280,24.854875766216733
2020-11-01,Zamfara,171.98,306.46,260.49,183.88,1.12,30.0,6,160,17.98141922627426
2020-12-01,Abia,167.89,294.1,249.99,176.46,1.18,13.5,1,60,37.42745620019667
2020-12-01,Adamawa,170.87,299.34,254.43,179.6,1.28,37.5,7,250,24.803605132934134
2020-12-01,Akwa Ibom,172.96,303.0,257.55,181.8,1.15,12.0,0,80,39.30301373261124
2020-12-01,Anambra,159.82,279.97,237.97,167.98,1.23,9.0,1,45,22.774559663303624
2020-12-01,Bauchi,179.52,314.47,267.3,188.68,1.2,18.0,0,180,23.372908905392762
2020-12-01,Bayelsa,160.49,281.15,238.97,168.69,1.21,22.5,1,90,49.7438626470291
2020-12-01,Benue,169.55,297.01,252.46,178.2,1.14,18.0,1,110,37.679491628699296
2020-12-01,Borno,202.34,354.45,301.28,212.67,1.33,60.0,9,300,11.73800041903403
2020-12-01,Cross River,174.39,305.5,259.67,183.3,1.24,15.0,2,120,47.845207921611774
2020-12-01,Delta,151.22,264.91,225.17,158.95,1.14,9.0,0,15,49.08940356478289
2020-12-01,Ebonyi,166.71,292.04,248.23,175.22,1.14,18.0,0,100,28.842591704881176
2020-12-01,Edo,165.4,289.75,246.29,173.85,1.22,12.0,1,40,36.30729232604974
2020-12-01,Ekiti,173.84,304.54,258.86,182.72,1.19,18.0,2,85,8.716863593994855
2020-12-01,Enugu,163.51,286.43,243.47,171.86,1.17,10.5,0,65,19.299820184982412
2020-12-01,FCT,149.48,261.86,222.59,157.12,1.1,7.5,0,25,26.750188216392104
2020-12-01,Gombe,179.88,315.11,267.84,189.07,1.23,21.0,4,200,8.71280898809016
2020-12-01,Imo,168.74,295.6,251.26,177.36,1.18,12.0,1,55,30.889473465509948
2020-12-01,Jigawa,179.06,313.68,266.62,188.21,1.15,22.5,1,150,44.889399794751185
2020-12-01,Kaduna,160.45,281.07,238.91,168.64,1.21,10.5,0,20,47.84165260946867
2020-12-01,Kano,169.12,296.26,251.82,177.76,1.11,12.0,1,30,31.645401696350405
2020-12-01,Katsina,170.62,298.89,254.05,179.33,1.14,18.0,3,140,31.320842588649267
2020-12-01,Kebbi,177.71,311.31,264.61,186.78,1.17,27.0,3,200,37.07284827400018
2020-12-01,Kogi,176.01,308.34,262.09,185.0,1.21,15.0,0,100,14.810531039229579
2020-12-01,Kwara,163.34,286.14,243.22,171.68,1.18,12.0,1,95,26.621110058384218
2020-12-01,Lagos,139.32,244.06,207.46,146.44,1.16,4.5,0,5,32.96083363846756
2020-12-01,Nasarawa,166.97,292.49,248.62,175.5,1.15,12.0,1,90,49.26285906853542
2020-12-01,Niger,169.5,296.93,252.39,178.16,1.15,22.5,2,120,42.21155378288613
2020-12-01,Ogun,156.48,274.12,233.0,164.47,1.19,7.5,0,35,31.690180912488017
2020-12-01,Ondo,176.74,309.6,263.16,185.76,1.15,15.0,0,70,31.854959421630724
2020-12-01,Osun,172.22,301.7,256.45,181.02,1.24,12.0,0,75,23.3502147893683
2020-12-01,Oyo,173.61,304.13,258.51,182.48,1.19,9.0,1,50,11.578290488081471
2020-12-01,Plateau,171.96,301.24,256.05,180.74,1.2,15.0,2,130,17.32671535594873
2020-12-01,Rivers,143.42,251.25,213.56,150.75,1.14,6.0,1,10,12.228091681394446
2020-12-01,Sokoto,192.78,337.71,287.05,202.63,1.14,30.0,0,180,28.17864966795291
2020-12-01,Taraba,180.77,316.67,269.17,190.0,1.3,42.0,3,220,9.245265881633527
2020-12-01,Yobe,213.62,374.22,318.09,224.53,1.26,52.5,6,280,39.71471433655759
2020-12-01,Zamfara,188.73,330.62,281.03,198.37,1.26,45.0,11,160,15.165895914697446
2021-01-01,Abia,176.19,282.47,240.1,169.48,1.22,13.5,1,60,20.05068944657677
2021-01-01,Adamawa,180.89,290.01,246.51,174.01,1.27,37.5,10,250,8.298445043704252
2021-01-01,Akwa Ibom,172.83,277.1,235.53,166.26,1.17,12.0,1,80,49.41952257187966
2021-01-01,Anambra,167.65,268.78,228.46,161.27,1.21,9.0,1,45,11.502522019816828
2021-01-01,Bauchi,163.66,262.39,223.03,157.43,1.22,18.0,5,180,7.116206325660954
2021-01-01,Bayelsa,172.66,276.82,235.3,166.09,1.23,22.5,7,90,20.234814859845244
2021-01-01,Benue,176.02,282.2,239.87,169.32,1.15,18.0,0,110,33.82189057730294
2021-01-01,Borno,208.43,334.18,284.05,200.51,1.4,60.0,12,300,25.46588784542699
2021-01-01,Cross River,175.86,281.95,239.66,169.17,1.14,15.0,2,120,9.31942055290246
2021-01-01,Delta,149.54,239.76,203.79,143.85,1.19,9.0,0,15,15.52907061425664
2021-01-01,Ebonyi,163.08,261.46,222.24,156.88,1.19,18.0,2,100,5.341434030666658
2021-01-01,Edo,175.53,281.43,239.21,168.86,1.15,12.0,2,40,40.12401095104403
2021-01-01,Ekiti,171.74,275.34,234.04,165.2,1.2,18.0,1,85,29.122209392170394
2021-01-01,Enugu,167.08,267.87,227.69,160.72,1.17,10.5,3,65,40.98094890926308
2021-01-01,FCT,154.88,248.32,211.07,148.99,1.13,7.5,0,25,7.943445816605253
2021-01-01,Gombe,174.96,280.51,238.43,168.31,1.16,21.0,9,200,29.692365331318328
2021-01-01,Imo,174.26,279.39,237.48,167.63,1.24,12.0,0,55,39.70654841536529
2021-01-01,Jigawa,173.26,277.79,236.12,166.67,1.22,22.5,3,150,22.76904511270974
2021-01-01,Kaduna,157.41,252.37,214.52,151.42,1.16,10.5,3,20,26.142498937116205
2021-01-01,Kano,165.34,265.08,225.32,159.05,1.12,12.0,1,30,17.443105326174255
2021-01-01,Katsina,176.06,282.27,239.93,169.36,1.14,18.0,4,140,27.74297330119392
2021-01-01,Kebbi,173.69,278.47,236.7,167.08,1.23,27.0,1,200,28.843849736303955
2021-01-01,Kogi,175.11,280.75,238.63,168.45,1.2,15.0,1,100,48.676012006889174
2021-01-01,Kwara,167.68,268.83,228.51,161.3,1.15,12.0,0,95,35.06869411593851
2021-01-01,Lagos,144.86,232.25,197.41,139.35,1.08,4.5,0,5,8.878422615759323
2021-01-01,Nasarawa,168.03,269.39,228.98,161.63,1.22,12.0,0,90,10.124002894252598
2021-01-01,Niger,168.8,270.63,230.03,162.38,1.19,22.5,3,120,6.509868850685132
2021-01-01,Ogun,151.78,243.34,206.84,146.01,1.18,7.5,0,35,45.20941941750082
2021-01-01,Ondo,172.86,277.13,235.56,166.28,1.2,15.0,1,70,18.464520065054842
2021-01-01,Osun,174.2,279.28,237.39,167.57,1.14,12.0,0,75,47.807070371740885
2021-01-01,Oyo,171.15,274.4,233.24,164.64,1.21,9.0,1,50,35.70307795199784
2021-01-01,Plateau,167.99,269.33,228.93,161.6,1.15,15.0,2,130,14.410203890842626
2021-01-01,Rivers,145.8,233.76,198.7,140.26,1.14,6.0,0,10,21.15457131048116
2021-01-01,Sokoto,176.37,282.77,240.36,169.66,1.15,30.0,5,180,6.530887646856154
2021-01-01,Taraba,180.76,289.81,246.34,173.89,1.31,42.0,3,220,33.81041977137996
2021-01-01,Yobe,193.24,309.82,263.35,185.89,1.28,52.5,3,280,7.517872688018548
2021-01-01,Zamfara,195.69,313.74,266.68,188.24,1.28,45.0,3,160,24.76056774205492
2021-02-01,Abia,181.19,271.92,231.13,163.15,1.09,9.0,2,60,28.736777490440037
2021-02-01,Adamawa,200.47,300.85,255.72,180.51,1.17,25.0,3,250,47.401654542205584
2021-02-01,Akwa Ibom,174.92,262.51,223.13,157.51,1.03,8.0,1,80,9.823262044770164
2021-02-01,Anambra,183.38,275.2,233.92,165.12,1.04,6.0,1,45,16.831772152012828
2021-02-01,Bauchi,178.89,268.47,228.2,161.08,1.04,12.0,1,180,39.6711257450641
2021-02-01,Bayelsa,174.23,261.47,222.25,156.88,1.07,15.0,1,90,33.198090445691996
2021-02-01,Benue,174.25,261.51,222.28,156.91,1.12,12.0,1,110,12.466209094452832
2021-02-01,Borno,237.17,355.93,302.54,213.56,1.23,40.0,8,300,21.900376242377508
2021-02-01,Cross River,186.14,279.34,237.44,167.6,1.12,10.0,3,120,26.20927780940076
2021-02-01,Delta,167.6,251.52,213.79,150.91,1.11,6.0,0,15,7.728278551979838
2021-02-01,Ebonyi,185.83,278.88,237.05,167.33,1.1,12.0,2,100,33.765637864571644
2021-02-01,Edo,175.38,263.19,223.72,157.92,1.11,8.0,1,40,6.787414343971189
2021-02-01,Ekiti,181.72,272.71,231.8,163.63,1.12,12.0,5,85,23.111512922578303
2021-02-01,Enugu,184.63,277.08,235.52,166.25,1.12,7.0,1,65,16.60205085331621
2021-02-01,FCT,169.4,254.23,216.09,152.54,0.97,5.0,0,25,21.856970026550304
2021-02-01,Gombe,181.32,272.11,231.29,163.26,1.12,14.0,2,200,40.51634057869968
2021-02-01,Imo,175.36,263.16,223.69,157.9,1.09,8.0,1,55,46.78965378481788
2021-02-01,Jigawa,188.67,283.15,240.68,169.89,1.09,15.0,4,150,32.32466930227662
2021-02-01,Kaduna,166.69,250.16,212.63,150.09,1.09,7.0,1,20,32.1496056843573
2021-02-01,Kano,175.82,263.85,224.27,158.31,1.04,8.0,1,30,5.65940857342236
2021-02-01,Katsina,175.3,263.08,223.62,157.85,1.07,12.0,1,140,37.565113796338295
2021-02-01,Kebbi,198.82,298.38,253.62,179.03,1.12,18.0,5,200,30.498973141864322
2021-02-01,Kogi,188.8,283.34,240.84,170.0,1.04,10.0,1,100,6.1669597751180305
2021-02-01,Kwara,186.17,279.39,237.48,167.63,1.1,8.0,2,95,46.46089415534636
2021-02-01,Lagos,163.57,245.47,208.65,147.28,1.07,3.0,0,5,38.23364876316444
2021-02-01,Nasarawa,189.22,283.97,241.37,170.38,1.05,8.0,1,90,19.732287206231348
2021-02-01,Niger,188.45,282.82,240.39,169.69,1.1,15.0,4,120,8.672607093740474
2021-02-01,Ogun,168.15,252.34,214.49,151.41,1.11,5.0,0,35,46.735303507086265
2021-02-01,Ondo,185.13,277.84,236.16,166.7,1.13,10.0,4,70,15.433698825340539
2021-02-01,Osun,177.82,266.86,226.83,160.11,1.04,8.0,1,75,40.0384532599693
2021-02-01,Oyo,178.92,268.51,228.24,161.11,1.12,6.0,3,50,49.469204549166996
2021-02-01,Plateau,177.63,266.57,226.59,159.94,1.03,10.0,2,130,25.151446247357544
2021-02-01,Rivers,154.71,232.18,197.35,139.31,0.98,4.0,1,10,11.592590458377163
2021-02-01,Sokoto,197.56,296.49,252.02,177.89,1.03,20.0,1,180,15.141601885208336
2021-02-01,Taraba,199.68,299.67,254.72,179.8,1.14,28.0,3,220,16.4763302185378
2021-02-01,Yobe,208.41,312.77,265.86,187.66,1.19,35.0,5,280,45.490316672796375
2021-02-01,Zamfara,216.79,325.34,276.54,195.2,1.23,30.0,8,160,22.030472888785802
2021-03-01,Abia,212.69,301.44,256.23,180.87,1.05,9.0,0,60,6.715590979389215
2021-03-01,Adamawa,232.02,328.84,279.52,197.3,1.16,25.0,4,250,45.14717916141975
2021-03-01,Akwa Ibom,217.65,308.47,262.2,185.08,1.08,8.0,2,80,30.114714371118563
2021-03-01,Anambra,203.37,288.23,244.99,172.94,1.1,6.0,0,45,21.213466539468588
2021-03-01,Bauchi,223.3,316.48,269.01,189.89,1.13,12.0,5,180,14.654720105424492
2021-03-01,Bayelsa,207.75,294.44,250.28,176.67,1.12,15.0,4,90,42.08967448166486
2021-03-01,Benue,218.12,309.14,262.77,185.49,1.05,12.0,1,110,39.58971854053218
2021-03-01,Borno,274.43,388.95,330.61,233.37,1.29,40.0,3,300,27.994638925773327
2021-03-01,Cross River,205.48,291.22,247.54,174.73,1.12,10.0,1,120,46.31048449608943
2021-03-01,Delta,195.04,276.42,234.96,165.85,1.12,6.0,0,15,28.822314896522684
2021-03-01,Ebonyi,205.15,290.75,247.14,174.45,1.09,12.0,1,100,29.853425584189
2021-03-01,Edo,203.83,288.88,245.55,173.33,1.06,8.0,0,40,31.341629340484833
2021-03-01,Ekiti,213.36,302.4,257.04,181.44,1.07,12.0,4,85,22.097272833447544
2021-03-01,Enugu,205.63,291.43,247.72,174.86,1.12,7.0,1,65,42.4088406700701
2021-03-01,FCT,200.28,283.86,241.28,170.31,1.02,5.0,0,25,38.584983891039535
2021-03-01,Gombe,224.96,318.83,271.0,191.3,1.08,14.0,5,200,16.726028283395515
2021-03-01,Imo,214.14,303.49,257.97,182.09,1.11,8.0,0,55,14.031060880663057
2021-03-01,Jigawa,228.65,324.05,275.45,194.43,1.12,15.0,3,150,20.50801939426104
2021-03-01,Kaduna,190.41,269.87,229.39,161.92,1.04,7.0,1,20,24.901010999178983
2021-03-01,Kano,207.67,294.32,250.17,176.59,1.07,8.0,1,30,46.28627069030635
2021-03-01,Katsina,218.74,310.01,263.51,186.01,1.09,12.0,3,140,8.177613465623326
2021-03-01,Kebbi,227.15,321.93,273.64,193.16,1.1,18.0,2,200,34.902707750110714
2021-03-01,Kogi,213.17,302.12,256.8,181.27,1.08,10.0,1,100,18.09592875817487
2021-03-01,Kwara,215.52,305.45,259.63,183.27,1.1,8.0,0,95,17.05866687405479
2021-03-01,Lagos,191.41,271.28,230.59,162.77,0.98,3.0,0,5,36.207587954181626
2021-03-01,Nasarawa,212.18,300.72,255.61,180.43,1.03,8.0,0,90,41.07402795620745
2021-03-01,Niger,214.32,303.75,258.19,182.25,1.03,15.0,1,120,30.25578001102861
2021-03-01,Ogun,194.56,275.75,234.38,165.45,1.11,5.0,0,35,15.714448282000442
2021-03-01,Ondo,210.79,298.75,253.94,179.25,1.07,10.0,0,70,22.53157504834896
2021-03-01,Osun,209.88,297.46,252.85,178.48,1.04,8.0,1,75,43.167492269975995
2021-03-01,Oyo,213.57,302.69,257.29,181.62,1.03,6.0,1,50,37.93526496571971
2021-03-01,Plateau,215.84,305.91,260.02,183.55,1.11,10.0,1,130,48.42654514349038
2021-03-01,Rivers,183.78,260.47,221.4,156.28,1.07,4.0,0,10,21.07184378726386
2021-03-01,Sokoto,243.0,344.4,292.74,206.64,1.12,20.0,3,180,35.210795104861496
2021-03-01,Taraba,238.92,338.62,287.83,203.17,1.13,28.0,4,220,48.23119468719625
2021-03-01,Yobe,259.52,367.81,312.64,220.69,1.17,35.0,3,280,7.91750289046565
2021-03-01,Zamfara,243.8,345.53,293.7,207.32,1.15,30.0,8,160,34.44955468036629
2021-04-01,Abia,213.45,275.75,234.38,165.45,1.14,11.7,2,60,44.669981612549215
2021-04-01,Adamawa,219.03,282.96,240.51,169.77,1.25,32.5,6,250,6.661519522745509
2021-04-01,Akwa Ibom,225.03,290.7,247.1,174.42,1.18,10.4,0,80,31.816427562131338
2021-04-01,Anambra,202.68,261.83,222.56,157.1,1.18,7.8,1,45,19.315041053931964
2021-04-01,Bauchi,220.88,285.35,242.55,171.21,1.2,15.6,3,180,47.251822702958606
2021-04-01,Bayelsa,203.52,262.92,223.48,157.75,1.19,19.5,3,90,26.62334825514559
2021-04-01,Benue,219.58,283.67,241.12,170.2,1.19,15.6,1,110,25.17396903233983
2021-04-01,Borno,262.76,339.45,288.53,203.67,1.36,52.0,7,300,38.5958900461279
2021-04-01,Cross River,227.22,293.54,249.51,176.12,1.15,13.0,1,120,48.90580014191474
2021-04-01,Delta,185.35,239.45,203.53,143.67,1.24,7.8,1,15,47.95723697861642
2021-04-01,Ebonyi,211.06,272.66,231.76,163.6,1.22,15.6,4,100,12.17386519537187
2021-04-01,Edo,220.95,285.44,242.62,171.26,1.15,10.4,0,40,27.623068765289
2021-04-01,Ekiti,215.94,278.97,237.13,167.38,1.2,15.6,2,85,31.495240382940093
2021-04-01,Enugu,216.61,279.83,237.86,167.9,1.14,9.1,1,65,6.544184636091025
2021-04-01,FCT,188.94,244.09,207.48,146.45,1.12,6.5,0,25,46.77627288606902
2021-04-01,Gombe,228.67,295.41,251.1,177.24,1.14,18.2,5,200,5.624872254058538
2021-04-01,Imo,225.57,291.41,247.7,174.85,1.14,10.4,3,55,28.06995453113435
2021-04-01,Jigawa,212.2,274.13,233.01,164.48,1.2,19.5,0,150,7.941257220919187
