date,pipeline_name,operator,length_km,diameter_inches,max_capacity_mmscf_per_day,actual_flow_mmscf_per_day,utilization_percent,start_latitude,start_longitude,end_latitude,end_longitude,operating_pressure_psi,compressor_stations,maintenance_cost_usd_per_km,throughput_revenue_usd,status
2023-10-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1209.91,55.0,7.6,6.7,12.0,8.5,1132.0918863981803,6,2981.530991154043,3445.81,operational
2023-11-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,846.54,84.65,5.2,5.1,6.5,3.4,918.7967177285303,11,4227.695273001349,2115.66,operational
2023-11-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,2014.13,91.55,5.0,6.5,5.2,6.8,1036.345903727687,1,2426.555378068155,5696.99,operational
2023-11-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,542.3,67.79,5.6,5.8,5.5,5.8,1114.7186226306112,2,1533.1033946073283,1969.09,operational
2023-11-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1283.3,58.33,7.6,6.7,12.0,8.5,1101.1569021185012,6,1809.780615538748,4547.23,operational
2023-12-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,768.05,76.8,5.2,5.1,6.5,3.4,1001.6155976346947,11,4064.5490455218155,1678.22,operational
2023-12-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1985.51,90.25,5.0,6.5,5.2,6.8,939.3377877041845,1,2527.460128955612,5060.92,operational
2023-12-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,600.75,75.09,5.6,5.8,5.5,5.8,1081.4280373381216,2,1210.824148658073,2316.1,operational
2023-12-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1310.33,59.56,7.6,6.7,12.0,8.5,980.7123819826384,6,2942.7074939227887,4035.98,operational
2024-01-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,691.76,69.18,5.2,5.1,6.5,3.4,1061.6649426683007,11,3311.043636864241,2611.8,operational
2024-01-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1737.45,78.98,5.0,6.5,5.2,6.8,935.7139485581642,1,4698.538441111381,6713.91,operational
2024-01-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,528.83,66.1,5.6,5.8,5.5,5.8,893.2887131920625,2,3574.0189748600546,1147.63,operational
2024-01-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1236.9,56.22,7.6,6.7,12.0,8.5,1181.961461515659,6,4112.877405055188,2926.53,operational
2024-02-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,725.82,72.58,5.2,5.1,6.5,3.4,1131.387161138307,11,3201.585553440623,2143.63,operational
2024-02-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1789.16,81.33,5.0,6.5,5.2,6.8,1099.5112934128729,1,2900.5063113790243,6167.26,operational
2024-02-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,526.12,65.76,5.6,5.8,5.5,5.8,820.9228289359323,2,3282.914121200169,1218.96,operational
2024-02-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1089.57,49.53,7.6,6.7,12.0,8.5,968.7856434898745,6,1130.1386775448887,3403.01,operational
2024-03-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,686.32,68.63,5.2,5.1,6.5,3.4,815.6110698073852,11,1254.0584941915304,1635.56,operational
2024-03-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1830.58,83.21,5.0,6.5,5.2,6.8,937.5044041997322,1,1502.3295404501225,7089.49,operational
2024-03-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,509.39,63.67,5.6,5.8,5.5,5.8,890.7764397311666,2,1145.8865457301383,1936.57,operational
2024-03-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1132.14,51.46,7.6,6.7,12.0,8.5,858.758733311,6,1821.23150039655,2673.93,operational
2024-04-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,795.95,79.59,5.2,5.1,6.5,3.4,949.9435952879146,11,1274.8147501805684,2592.32,operational
2024-04-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1786.75,81.22,5.0,6.5,5.2,6.8,1190.8494662245705,1,1154.3179637598291,4242.13,operational
2024-04-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,576.23,72.03,5.6,5.8,5.5,5.8,1085.220355635251,2,1836.4486084354717,1606.58,operational
2024-04-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1305.0,59.32,7.6,6.7,12.0,8.5,943.9213746268285,6,2044.4846864481328,4219.91,operational
2024-05-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,834.27,83.43,5.2,5.1,6.5,3.4,911.6144057292781,11,4296.049253813511,3322.71,operational
2024-05-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1749.03,79.5,5.0,6.5,5.2,6.8,1098.701971525481,1,1331.317361206203,5059.77,operational
2024-05-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,557.55,69.69,5.6,5.8,5.5,5.8,805.0263074286177,2,1602.1714010036421,1421.7,operational
2024-05-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1209.03,54.96,7.6,6.7,12.0,8.5,857.9686990874528,6,4283.202415690119,3676.09,operational
2024-06-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,774.95,77.5,5.2,5.1,6.5,3.4,897.5901029491783,11,3020.9443277540995,2373.23,operational
2024-06-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1967.99,89.45,5.0,6.5,5.2,6.8,1012.5667286991277,1,1153.1738942770407,6100.85,operational
2024-06-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,605.02,75.63,5.6,5.8,5.5,5.8,1089.020076849164,2,2918.3330478457965,1486.06,operational
2024-06-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1227.04,55.77,7.6,6.7,12.0,8.5,941.1699201796649,6,3769.463667933681,3220.74,operational
2024-07-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,792.5,79.25,5.2,5.1,6.5,3.4,1065.3873580045952,11,4767.361515573768,1820.71,operational
2024-07-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1997.12,90.78,5.0,6.5,5.2,6.8,1046.8533650733375,1,1038.4815585514757,7567.63,operational
2024-07-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,568.34,71.04,5.6,5.8,5.5,5.8,946.8921867827681,2,1697.1594270283488,1820.96,operational
2024-07-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1184.75,53.85,7.6,6.7,12.0,8.5,1121.0770144831665,6,3572.50891499238,4545.64,operational
2024-08-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,806.08,80.61,5.2,5.1,6.5,3.4,827.7623835928732,11,2439.2371181211147,1690.78,operational
2024-08-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1841.54,83.71,5.0,6.5,5.2,6.8,869.2210112359074,1,4420.346422031965,4923.31,operational
2024-08-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,547.95,68.49,5.6,5.8,5.5,5.8,1019.2150684356634,2,2912.148363397589,1713.31,operational
2024-08-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1186.8,53.95,7.6,6.7,12.0,8.5,1115.6977968966748,6,2503.554052223077,3285.01,operational
2024-09-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,823.46,82.35,5.2,5.1,6.5,3.4,842.2684939764247,11,3535.5240382585175,1935.76,operational
2024-09-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1857.74,84.44,5.0,6.5,5.2,6.8,1066.9323043925217,1,4028.775913000285,6387.19,operational
2024-09-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,542.0,67.75,5.6,5.8,5.5,5.8,1070.7344232867433,2,4906.41295689877,1968.93,operational
2024-09-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1242.54,56.48,7.6,6.7,12.0,8.5,1181.7453637082565,6,1271.0498537245094,3958.55,operational
2024-10-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,741.34,74.13,5.2,5.1,6.5,3.4,913.7518357454481,11,1917.8098591070136,1550.19,operational
2024-10-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,2015.14,91.6,5.0,6.5,5.2,6.8,1072.2996802152131,1,4073.486649902324,4298.52,operational
2024-10-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,571.68,71.46,5.6,5.8,5.5,5.8,1156.8447873952814,2,3827.556830599334,1163.72,operational
2024-10-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1219.84,55.45,7.6,6.7,12.0,8.5,1048.7323296663726,6,3658.9738377537105,3930.25,operational
2024-11-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,821.59,82.16,5.2,5.1,6.5,3.4,1068.0354955647879,11,1853.51909333439,2458.73,operational
2024-11-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1912.05,86.91,5.0,6.5,5.2,6.8,886.3683320637426,1,1080.6434937902027,5474.96,operational
2024-11-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,517.86,64.73,5.6,5.8,5.5,5.8,876.4567896371029,2,3884.256017405315,2012.22,operational
2024-11-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1290.02,58.64,7.6,6.7,12.0,8.5,819.8256193609219,6,4161.413690640918,3736.62,operational
2024-12-01,Escravos-Lagos Pipeline System (ELPS),Nigerian Gas Company,1100,24,1000,844.89,84.49,5.2,5.1,6.5,3.4,846.6092081810169,11,2822.6846997027433,2601.16,operational
2024-12-01,Obiafu-Obrikom-Oben (OB3) Pipeline,Shell,150,48,2200,1953.62,88.8,5.0,6.5,5.2,6.8,1052.4289100307678,1,4390.686706974731,7744.1,operational
2024-12-01,Eastern Gas Gathering System (EGGS),Shell,200,36,800,548.82,68.6,5.6,5.8,5.5,5.8,963.6266816104292,2,4001.9039608990065,1416.5,operational
2024-12-01,Ajaokuta-Kaduna-Kano (AKK) Pipeline,NNPC,614,40,2200,1143.55,51.98,7.6,6.7,12.0,8.5,1169.4462781280786,6,4672.885420242699,2873.32,operational
