# SYNTHETIC/ILLUSTRATIVE DATA - NOT ACTUAL MEASUREMENTS
# Based on published literature ranges for educational purposes only
# DO NOT use directly in publications - cite original sources
Position_x_mm,Position_y_mm,T_SteadyState_K,T_Startup_5Cmin_K,T_LoadChange_K,dTdx_K_per_mm
58,55,1111.27,989.0,1128.8,-0.309
58,60,1109.85,989.0,1119.26,-0.297
58,65,1107.52,989.0,1106.85,-0.278
58,70,1104.34,989.0,1094.85,-0.253
58,75,1100.4,989.0,1085.45,-0.221
58,80,1095.77,989.0,1079.26,-0.184
58,85,1090.59,989.0,1075.78,-0.142
58,90,1084.97,989.0,1074.09,-0.097
58,95,1079.06,989.0,1073.38,-0.049
58,100,1073.0,989.0,1073.11,-0.0
60,0,1073.0,993.0,1073.12,-0.0
60,5,1078.95,993.0,1073.38,-0.061
60,10,1084.76,993.0,1074.1,-0.12
60,15,1090.27,993.0,1075.81,-0.176
60,20,1095.36,993.0,1079.32,-0.228
60,25,1099.9,993.0,1085.58,-0.275
60,30,1103.78,993.0,1095.07,-0.314
60,35,1106.9,993.0,1107.19,-0.346
60,40,1109.18,993.0,1119.73,-0.369
60,45,1110.57,993.0,1129.36,-0.384
60,50,1111.04,993.0,1133.0,-0.388
60,55,1110.57,993.0,1129.36,-0.384
60,60,1109.18,993.0,1119.73,-0.369
60,65,1106.9,993.0,1107.19,-0.346
60,70,1103.78,993.0,1095.07,-0.314
60,75,1099.9,993.0,1085.58,-0.275
60,80,1095.36,993.0,1079.32,-0.228
60,85,1090.27,993.0,1075.81,-0.176
60,90,1084.76,993.0,1074.1,-0.12
60,95,1078.95,993.0,1073.38,-0.061
60,100,1073.0,993.0,1073.12,-0.0
62,0,1073.0,997.0,1073.11,-0.0
62,5,1078.82,997.0,1073.38,-0.072
62,10,1084.49,997.0,1074.09,-0.143
62,15,1089.88,997.0,1075.78,-0.21
62,20,1094.86,997.0,1079.26,-0.272
62,25,1099.3,997.0,1085.45,-0.327
62,30,1103.09,997.0,1094.85,-0.374
62,35,1106.14,997.0,1106.85,-0.412
62,40,1108.37,997.0,1119.26,-0.44
62,45,1109.73,997.0,1128.8,-0.457
62,50,1110.19,997.0,1132.4,-0.463
62,55,1109.73,997.0,1128.8,-0.457
62,60,1108.37,997.0,1119.26,-0.44
62,65,1106.14,997.0,1106.85,-0.412
62,70,1103.09,997.0,1094.85,-0.374
62,75,1099.3,997.0,1085.45,-0.327
62,80,1094.86,997.0,1079.26,-0.272
62,85,1089.88,997.0,1075.78,-0.21
62,90,1084.49,997.0,1074.09,-0.143
62,95,1078.82,997.0,1073.38,-0.072
62,100,1073.0,997.0,1073.11,-0.0
64,0,1073.0,1001.0,1073.11,-0.0
64,5,1078.66,1001.0,1073.36,-0.084
64,10,1084.18,1001.0,1074.06,-0.165
64,15,1089.43,1001.0,1075.7,-0.243
64,20,1094.27,1001.0,1079.08,-0.314
64,25,1098.59,1001.0,1085.08,-0.378
64,30,1102.28,1001.0,1094.21,-0.433
64,35,1105.25,1001.0,1105.85,-0.477
64,40,1107.42,1001.0,1117.9,-0.509
64,45,1108.75,1001.0,1127.15,-0.528
64,50,1109.19,1001.0,1130.65,-0.535
64,55,1108.75,1001.0,1127.15,-0.528
64,60,1107.42,1001.0,1117.9,-0.509
64,65,1105.25,1001.0,1105.85,-0.477
64,70,1102.28,1001.0,1094.21,-0.433
64,75,1098.59,1001.0,1085.08,-0.378
64,80,1094.27,1001.0,1079.08,-0.314
64,85,1089.43,1001.0,1075.7,-0.243
64,90,1084.18,1001.0,1074.06,-0.165
64,95,1078.66,1001.0,1073.36,-0.084
64,100,1073.0,1001.0,1073.11,-0.0
66,0,1073.0,1005.0,1073.11,-0.0
66,5,1078.48,1005.0,1073.35,-0.095
66,10,1083.83,1005.0,1074.0,-0.187
66,15,1088.91,1005.0,1075.56,-0.275
66,20,1093.6,1005.0,1078.78,-0.356
66,25,1097.79,1005.0,1084.49,-0.428
66,30,1101.36,1005.0,1093.17,-0.49
66,35,1104.23,1005.0,1104.24,-0.539
66,40,1106.34,1005.0,1115.71,-0.576
66,45,1107.62,1005.0,1124.51,-0.598
66,50,1108.05,1005.0,1127.84,-0.605
66,55,1107.62,1005.0,1124.51,-0.598
66,60,1106.34,1005.0,1115.71,-0.576
66,65,1104.23,1005.0,1104.24,-0.539
66,70,1101.36,1005.0,1093.17,-0.49
66,75,1097.79,1005.0,1084.49,-0.428
66,80,1093.6,1005.0,1078.78,-0.356
66,85,1088.91,1005.0,1075.56,-0.275
66,90,1083.83,1005.0,1074.0,-0.187
66,95,1078.48,1005.0,1073.35,-0.095
66,100,1073.0,1005.0,1073.11,-0.0
68,0,1073.0,1009.0,1073.1,-0.0
68,5,1078.28,1009.0,1073.32,-0.105
68,10,1083.44,1009.0,1073.94,-0.208
68,15,1088.33,1009.0,1075.39,-0.306
68,20,1092.85,1009.0,1078.39,-0.396
68,25,1096.88,1009.0,1083.72,-0.476
68,30,1100.32,1009.0,1091.81,-0.545
68,35,1103.09,1009.0,1102.13,-0.6
68,40,1105.12,1009.0,1112.82,-0.64
68,45,1106.36,1009.0,1121.03,-0.665
68,50,1106.77,1009.0,1124.13,-0.673
68,55,1106.36,1009.0,1121.03,-0.665
68,60,1105.12,1009.0,1112.82,-0.64
68,65,1103.09,1009.0,1102.13,-0.6
68,70,1100.32,1009.0,1091.81,-0.545
68,75,1096.88,1009.0,1083.72,-0.476
68,80,1092.85,1009.0,1078.39,-0.396
68,85,1088.33,1009.0,1075.39,-0.306
68,90,1083.44,1009.0,1073.94,-0.208
68,95,1078.28,1009.0,1073.32,-0.105
68,100,1073.0,1009.0,1073.1,-0.0
70,0,1073.0,1013.0,1073.09,-0.0
70,5,1078.06,1013.0,1073.3,-0.116
70,10,1083.0,1013.0,1073.86,-0.228
70,15,1087.69,1013.0,1075.19,-0.335
70,20,1092.02,1013.0,1077.93,-0.434
70,25,1095.88,1013.0,1082.79,-0.522
70,30,1099.18,1013.0,1090.19,-0.598
70,35,1101.83,1013.0,1099.62,-0.658
70,40,1103.78,1013.0,1109.39,-0.702
70,45,1104.96,1013.0,1116.9,-0.73
70,50,1105.36,1013.0,1119.73,-0.739
70,55,1104.96,1013.0,1116.9,-0.73
70,60,1103.78,1013.0,1109.39,-0.702
70,65,1101.83,1013.0,1099.62,-0.658
70,70,1099.18,1013.0,1090.19,-0.598
70,75,1095.88,1013.0,1082.79,-0.522
70,80,1092.02,1013.0,1077.93,-0.434
70,85,1087.69,1013.0,1075.19,-0.335
70,90,1083.0,1013.0,1073.86,-0.228
70,95,1078.06,1013.0,1073.3,-0.116
70,100,1073.0,1013.0,1073.09,-0.0
72,0,1073.0,1017.0,1073.08,-0.0
72,5,1077.82,1017.0,1073.26,-0.125
72,10,1082.52,1017.0,1073.77,-0.248
72,15,1086.99,1017.0,1074.96,-0.364
72,20,1091.12,1017.0,1077.41,-0.471
72,25,1094.79,1017.0,1081.77,-0.566
72,30,1097.93,1017.0,1088.4,-0.648
72,35,1100.46,1017.0,1096.85,-0.714
72,40,1102.31,1017.0,1105.6,-0.762
72,45,1103.44,1017.0,1112.32,-0.791
72,50,1103.82,1017.0,1114.86,-0.801
72,55,1103.44,1017.0,1112.32,-0.791
72,60,1102.31,1017.0,1105.6,-0.762
72,65,1100.46,1017.0,1096.85,-0.714
72,70,1097.93,1017.0,1088.4,-0.648
72,75,1094.79,1017.0,1081.77,-0.566
72,80,1091.12,1017.0,1077.41,-0.471
72,85,1086.99,1017.0,1074.96,-0.364
72,90,1082.52,1017.0,1073.77,-0.248
72,95,1077.82,1017.0,1073.26,-0.125
72,100,1073.0,1017.0,1073.08,-0.0
74,0,1073.0,1021.0,1073.07,-0.0
74,5,1077.56,1021.0,1073.23,-0.135
74,10,1082.01,1021.0,1073.67,-0.266
74,15,1086.24,1021.0,1074.72,-0.391
74,20,1090.14,1021.0,1076.87,-0.506
74,25,1093.62,1021.0,1080.7,-0.608
74,30,1096.59,1021.0,1086.52,-0.696
74,35,1098.98,1021.0,1093.94,-0.766
74,40,1100.73,1021.0,1101.63,-0.818
74,45,1101.8,1021.0,1107.53,-0.85
74,50,1102.16,1021.0,1109.76,-0.86
74,55,1101.8,1021.0,1107.53,-0.85
74,60,1100.73,1021.0,1101.63,-0.818
74,65,1098.98,1021.0,1093.94,-0.766
74,70,1096.59,1021.0,1086.52,-0.696
74,75,1093.62,1021.0,1080.7,-0.608
74,80,1090.14,1021.0,1076.87,-0.506
74,85,1086.24,1021.0,1074.72,-0.391
74,90,1082.01,1021.0,1073.67,-0.266
74,95,1077.56,1021.0,1073.23,-0.135
74,100,1073.0,1021.0,1073.07,-0.0
76,0,1073.0,1025.0,1073.06,-0.0
76,5,1077.28,1025.0,1073.2,-0.143
76,10,1081.46,1025.0,1073.58,-0.283
76,15,1085.43,1025.0,1074.48,-0.416
76,20,1089.09,1025.0,1076.33,-0.538
76,25,1092.36,1025.0,1079.63,-0.648
76,30,1095.15,1025.0,1084.64,-0.741
76,35,1097.4,1025.0,1091.03,-0.816
76,40,1099.04,1025.0,1097.64,-0.871
76,45,1100.04,1025.0,1102.72,-0.905
76,50,1100.38,1025.0,1104.64,-0.916
76,55,1100.04,1025.0,1102.72,-0.905
76,60,1099.04,1025.0,1097.64,-0.871
76,65,1097.4,1025.0,1091.03,-0.816
76,70,1095.15,1025.0,1084.64,-0.741
76,75,1092.36,1025.0,1079.63,-0.648
76,80,1089.09,1025.0,1076.33,-0.538
76,85,1085.43,1025.0,1074.48,-0.416
76,90,1081.46,1025.0,1073.58,-0.283
76,95,1077.28,1025.0,1073.2,-0.143
76,100,1073.0,1025.0,1073.06,-0.0
78,0,1073.0,1029.0,1073.05,-0.0
78,5,1076.99,1029.0,1073.17,-0.151
78,10,1080.88,1029.0,1073.49,-0.299
78,15,1084.58,1029.0,1074.25,-0.44
78,20,1087.99,1029.0,1075.81,-0.569
78,25,1091.03,1029.0,1078.59,-0.685
78,30,1093.63,1029.0,1082.82,-0.783
78,35,1095.72,1029.0,1088.21,-0.863
78,40,1097.25,1029.0,1093.79,-0.921
78,45,1098.18,1029.0,1098.07,-0.956
78,50,1098.5,1029.0,1099.69,-0.968
78,55,1098.18,1029.0,1098.07,-0.956
78,60,1097.25,1029.0,1093.79,-0.921
78,65,1095.72,1029.0,1088.21,-0.863
78,70,1093.63,1029.0,1082.82,-0.783
78,75,1091.03,1029.0,1078.59,-0.685
78,80,1087.99,1029.0,1075.81,-0.569
78,85,1084.58,1029.0,1074.25,-0.44
78,90,1080.88,1029.0,1073.49,-0.299
78,95,1076.99,1029.0,1073.17,-0.151
78,100,1073.0,1029.0,1073.05,-0.0
80,0,1073.0,1033.0,1073.04,-0.0
80,5,1076.68,1033.0,1073.14,-0.159
80,10,1080.27,1033.0,1073.4,-0.314
80,15,1083.67,1033.0,1074.03,-0.462
80,20,1086.82,1033.0,1075.33,-0.598
80,25,1089.63,1033.0,1077.63,-0.719
80,30,1092.02,1033.0,1081.12,-0.822
80,35,1093.95,1033.0,1085.58,-0.906
80,40,1095.36,1033.0,1090.19,-0.967
80,45,1096.22,1033.0,1093.74,-1.004
80,50,1096.51,1033.0,1095.07,-1.017
80,55,1096.22,1033.0,1093.74,-1.004
80,60,1095.36,1033.0,1090.19,-0.967
80,65,1093.95,1033.0,1085.58,-0.906
80,70,1092.02,1033.0,1081.12,-0.822
80,75,1089.63,1033.0,1077.63,-0.719
80,80,1086.82,1033.0,1075.33,-0.598
80,85,1083.67,1033.0,1074.03,-0.462
80,90,1080.27,1033.0,1073.4,-0.314
80,95,1076.68,1033.0,1073.14,-0.159
80,100,1073.0,1033.0,1073.04,-0.0
82,0,1073.0,1037.0,1073.03,-0.0
82,5,1076.35,1037.0,1073.11,-0.166
82,10,1079.62,1037.0,1073.33,-0.328
82,15,1082.73,1037.0,1073.84,-0.482
82,20,1085.6,1037.0,1074.89,-0.624
82,25,1088.16,1037.0,1076.75,-0.75
82,30,1090.34,1037.0,1079.58,-0.858
82,35,1092.1,1037.0,1083.19,-0.945
82,40,1093.38,1037.0,1086.93,-1.009
82,45,1094.17,1037.0,1089.81,-1.048
82,50,1094.43,1037.0,1090.89,-1.061
82,55,1094.17,1037.0,1089.81,-1.048
82,60,1093.38,1037.0,1086.93,-1.009
82,65,1092.1,1037.0,1083.19,-0.945
82,70,1090.34,1037.0,1079.58,-0.858
82,75,1088.16,1037.0,1076.75,-0.75
82,80,1085.6,1037.0,1074.89,-0.624
82,85,1082.73,1037.0,1073.84,-0.482
82,90,1079.62,1037.0,1073.33,-0.328
82,95,1076.35,1037.0,1073.11,-0.166
82,100,1073.0,1037.0,1073.03,-0.0
84,0,1073.0,1041.0,1073.03,-0.0
84,5,1076.01,1041.0,1073.09,-0.172
84,10,1078.95,1041.0,1073.26,-0.34
84,15,1081.75,1041.0,1073.66,-0.5
84,20,1084.33,1041.0,1074.5,-0.647
84,25,1086.63,1041.0,1075.98,-0.779
84,30,1088.59,1041.0,1078.23,-0.891
84,35,1090.17,1041.0,1081.1,-0.981
84,40,1091.33,1041.0,1084.07,-1.047
84,45,1092.03,1041.0,1086.35,-1.088
84,50,1092.27,1041.0,1087.22,-1.101
84,55,1092.03,1041.0,1086.35,-1.088
84,60,1091.33,1041.0,1084.07,-1.047
84,65,1090.17,1041.0,1081.1,-0.981
84,70,1088.59,1041.0,1078.23,-0.891
84,75,1086.63,1041.0,1075.98,-0.779
84,80,1084.33,1041.0,1074.5,-0.647
84,85,1081.75,1041.0,1073.66,-0.5
84,90,1078.95,1041.0,1073.26,-0.34
84,95,1076.01,1041.0,1073.09,-0.172
84,100,1073.0,1041.0,1073.03,-0.0
86,0,1073.0,1045.0,1073.02,-0.0
86,5,1075.66,1045.0,1073.07,-0.178
86,10,1078.26,1045.0,1073.2,-0.351
86,15,1080.73,1045.0,1073.52,-0.516
86,20,1083.01,1045.0,1074.17,-0.668
86,25,1085.04,1045.0,1075.32,-0.804
86,30,1086.78,1045.0,1077.07,-0.92
86,35,1088.17,1045.0,1079.31,-1.013
86,40,1089.2,1045.0,1081.62,-1.081
86,45,1089.82,1045.0,1083.4,-1.123
86,50,1090.03,1045.0,1084.07,-1.137
86,55,1089.82,1045.0,1083.4,-1.123
86,60,1089.2,1045.0,1081.62,-1.081
86,65,1088.17,1045.0,1079.31,-1.013
86,70,1086.78,1045.0,1077.07,-0.92
86,75,1085.04,1045.0,1075.32,-0.804
86,80,1083.01,1045.0,1074.17,-0.668
86,85,1080.73,1045.0,1073.52,-0.516
86,90,1078.26,1045.0,1073.2,-0.351
86,95,1075.66,1045.0,1073.07,-0.178
86,100,1073.0,1045.0,1073.02,-0.0
88,0,1073.0,1049.0,1073.02,-0.0
88,5,1075.3,1049.0,1073.05,-0.183
88,10,1077.55,1049.0,1073.15,-0.361
88,15,1079.69,1049.0,1073.4,-0.53
88,20,1081.66,1049.0,1073.89,-0.687
88,25,1083.41,1049.0,1074.77,-0.826
88,30,1084.91,1049.0,1076.11,-0.945
88,35,1086.12,1049.0,1077.82,-1.041
88,40,1087.0,1049.0,1079.58,-1.111
88,45,1087.54,1049.0,1080.94,-1.154
88,50,1087.72,1049.0,1081.45,-1.168
88,55,1087.54,1049.0,1080.94,-1.154
88,60,1087.0,1049.0,1079.58,-1.111
88,65,1086.12,1049.0,1077.82,-1.041
88,70,1084.91,1049.0,1076.11,-0.945
88,75,1083.41,1049.0,1074.77,-0.826
88,80,1081.66,1049.0,1073.89,-0.687
88,85,1079.69,1049.0,1073.4,-0.53
88,90,1077.55,1049.0,1073.15,-0.361
88,95,1075.3,1049.0,1073.05,-0.183
88,100,1073.0,1049.0,1073.02,-0.0
90,0,1073.0,1053.0,1073.01,-0.0
90,5,1074.93,1053.0,1073.04,-0.187
90,10,1076.82,1053.0,1073.12,-0.369
90,15,1078.61,1053.0,1073.3,-0.543
90,20,1080.27,1053.0,1073.67,-0.702
90,25,1081.74,1053.0,1074.33,-0.845
90,30,1083.0,1053.0,1075.33,-0.967
90,35,1084.01,1053.0,1076.6,-1.065
90,40,1084.76,1053.0,1077.93,-1.137
90,45,1085.21,1053.0,1078.94,-1.18
90,50,1085.36,1053.0,1079.32,-1.195
90,55,1085.21,1053.0,1078.94,-1.18
90,60,1084.76,1053.0,1077.93,-1.137
90,65,1084.01,1053.0,1076.6,-1.065
90,70,1083.0,1053.0,1075.33,-0.967
90,75,1081.74,1053.0,1074.33,-0.845
90,80,1080.27,1053.0,1073.67,-0.702
90,85,1078.61,1053.0,1073.3,-0.543
90,90,1076.82,1053.0,1073.12,-0.369
90,95,1074.93,1053.0,1073.04,-0.187
90,100,1073.0,1053.0,1073.01,-0.0
92,0,1073.0,1057.0,1073.01,-0.0
92,5,1074.56,1057.0,1073.03,-0.19
92,10,1076.07,1057.0,1073.08,-0.376
92,15,1077.52,1057.0,1073.22,-0.553
92,20,1078.85,1057.0,1073.49,-0.715
92,25,1080.03,1057.0,1073.97,-0.861
92,30,1081.05,1057.0,1074.71,-0.985
92,35,1081.86,1057.0,1075.64,-1.084
92,40,1082.46,1057.0,1076.61,-1.158
92,45,1082.83,1057.0,1077.36,-1.202
92,50,1082.95,1057.0,1077.64,-1.217
92,55,1082.83,1057.0,1077.36,-1.202
92,60,1082.46,1057.0,1076.61,-1.158
92,65,1081.86,1057.0,1075.64,-1.084
92,70,1081.05,1057.0,1074.71,-0.985
92,75,1080.03,1057.0,1073.97,-0.861
92,80,1078.85,1057.0,1073.49,-0.715
92,85,1077.52,1057.0,1073.22,-0.553
92,90,1076.07,1057.0,1073.08,-0.376
92,95,1074.56,1057.0,1073.03,-0.19
92,100,1073.0,1057.0,1073.01,-0.0
94,0,1073.0,1061.0,1073.01,-0.0
94,5,1074.17,1061.0,1073.02,-0.193
94,10,1075.32,1061.0,1073.06,-0.381
94,15,1076.4,1061.0,1073.16,-0.56
94,20,1077.41,1061.0,1073.35,-0.726
94,25,1078.3,1061.0,1073.7,-0.873
94,30,1079.06,1061.0,1074.23,-0.999
94,35,1079.68,1061.0,1074.9,-1.1
94,40,1080.13,1061.0,1075.6,-1.174
94,45,1080.4,1061.0,1076.13,-1.219
94,50,1080.5,1061.0,1076.33,-1.234
94,55,1080.4,1061.0,1076.13,-1.219
94,60,1080.13,1061.0,1075.6,-1.174
94,65,1079.68,1061.0,1074.9,-1.1
94,70,1079.06,1061.0,1074.23,-0.999
94,75,1078.3,1061.0,1073.7,-0.873
94,80,1077.41,1061.0,1073.35,-0.726
94,85,1076.4,1061.0,1073.16,-0.56
94,90,1075.32,1061.0,1073.06,-0.381
94,95,1074.17,1061.0,1073.02,-0.193
94,100,1073.0,1061.0,1073.01,-0.0
96,0,1073.0,1065.0,1073.0,-0.0
96,5,1073.78,1065.0,1073.01,-0.195
96,10,1074.55,1065.0,1073.04,-0.385
96,15,1075.28,1065.0,1073.11,-0.566
96,20,1075.95,1065.0,1073.25,-0.733
96,25,1076.54,1065.0,1073.49,-0.882
96,30,1077.06,1065.0,1073.86,-1.009
96,35,1077.47,1065.0,1074.34,-1.111
96,40,1077.77,1065.0,1074.83,-1.186
96,45,1077.95,1065.0,1075.21,-1.231
96,50,1078.01,1065.0,1075.35,-1.247
96,55,1077.95,1065.0,1075.21,-1.231
96,60,1077.77,1065.0,1074.83,-1.186
96,65,1077.47,1065.0,1074.34,-1.111
96,70,1077.06,1065.0,1073.86,-1.009
96,75,1076.54,1065.0,1073.49,-0.882
96,80,1075.95,1065.0,1073.25,-0.733
96,85,1075.28,1065.0,1073.11,-0.566
96,90,1074.55,1065.0,1073.04,-0.385
96,95,1073.78,1065.0,1073.01,-0.195
96,100,1073.0,1065.0,1073.0,-0.0
98,0,1073.0,1069.0,1073.0,-0.0
98,5,1073.39,1069.0,1073.01,-0.196
98,10,1073.78,1069.0,1073.03,-0.388
98,15,1074.14,1069.0,1073.08,-0.569
98,20,1074.48,1069.0,1073.17,-0.737
98,25,1074.78,1069.0,1073.34,-0.887
98,30,1075.03,1069.0,1073.6,-1.015
98,35,1075.24,1069.0,1073.92,-1.117
98,40,1075.39,1069.0,1074.26,-1.193
98,45,1075.48,1069.0,1074.52,-1.239
98,50,1075.51,1069.0,1074.62,-1.254
98,55,1075.48,1069.0,1074.52,-1.239
98,60,1075.39,1069.0,1074.26,-1.193
98,65,1075.24,1069.0,1073.92,-1.117
98,70,1075.03,1069.0,1073.6,-1.015
98,75,1074.78,1069.0,1073.34,-0.887
98,80,1074.48,1069.0,1073.17,-0.737
98,85,1074.14,1069.0,1073.08,-0.569
98,90,1073.78,1069.0,1073.03,-0.388
98,95,1073.39,1069.0,1073.01,-0.196
98,100,1073.0,1069.0,1073.0,-0.0
100,0,1073.0,1073.0,1073.0,-0.0
100,5,1073.0,1073.0,1073.01,-0.197
100,10,1073.0,1073.0,1073.02,-0.388
100,15,1073.0,1073.0,1073.05,-0.571
100,20,1073.0,1073.0,1073.12,-0.739
100,25,1073.0,1073.0,1073.23,-0.889
100,30,1073.0,1073.0,1073.4,-1.017
100,35,1073.0,1073.0,1073.63,-1.12
100,40,1073.0,1073.0,1073.86,-1.195
100,45,1073.0,1073.0,1074.03,-1.241
100,50,1073.0,1073.0,1074.1,-1.257
100,55,1073.0,1073.0,1074.03,-1.241
100,60,1073.0,1073.0,1073.86,-1.195
100,65,1073.0,1073.0,1073.63,-1.12
100,70,1073.0,1073.0,1073.4,-1.017
100,75,1073.0,1073.0,1073.23,-0.889
100,80,1073.0,1073.0,1073.12,-0.739
100,85,1073.0,1073.0,1073.05,-0.571
100,90,1073.0,1073.0,1073.02,-0.388
100,95,1073.0,1073.0,1073.01,-0.197
100,100,1073.0,1073.0,1073.0,-0.0
