technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J
USW,Copper,Cu,Aluminum,Al,74.7,Bare,1668.63,,25.0,281.05,208.9,,,27.6,73.1,14.25,,211.071
USW,Nickel,Ni,Copper,Cu,171.7,Carbon-coated,1454.25,,16.68,648.16,367.5,,,79.5,26.8,24.59,,298.92
USW,Nickel,Ni,Aluminum,Al,135.6,Nickel-plated,2254.42,,34.57,481.77,131.3,,,-1.1,65.6,4.2,,194.975
USW,Aluminum,Al,Aluminum,Al,175.4,Carbon-coated,1565.26,,51.26,687.45,150.8,,,29.7,32.9,19.31,,177.329
USW,Copper,Cu,Aluminum,Al,94.4,Oxide,2070.44,,34.92,547.84,181.3,,,45.2,43.5,14.43,,247.988
USW,Aluminum,Al,Aluminum,Al,76.2,Bare,1751.18,,54.99,810.56,315.0,,,-1.5,31.7,16.34,,425.952
USW,Copper,Cu,Aluminum,Al,203.9,Tin-plated,1664.53,,39.93,653.68,388.7,,,69.2,50.3,6.36,,445.501
USW,Copper,Cu,Aluminum,Al,66.0,Tin-plated,1419.2,,38.49,1099.83,185.1,,,111.0,59.6,15.35,,178.768
USW,Copper,Cu,Aluminum,Al,95.5,Tin-plated,1939.98,,47.59,761.98,319.0,,,111.9,64.4,22.92,,452.442
USW,Nickel,Ni,Aluminum,Al,102.3,Tin-plated,1639.8,,57.55,928.99,521.3,,,97.1,72.3,11.32,,672.195
USW,Copper,Cu,Aluminum,Al,190.8,Nickel-plated,2291.46,,52.74,1011.0,249.6,,,47.3,50.9,22.84,,434.513
USW,Copper,Cu,Copper,Cu,48.0,Bare,1761.2,,28.47,1163.76,562.7,,,107.9,41.6,10.89,,619.228
USW,Nickel,Ni,Copper,Cu,139.2,Oxide,1382.44,,38.55,237.15,463.1,,,93.3,24.4,14.98,,435.842
USW,Copper,Cu,Aluminum,Al,216.8,Bare,1091.52,,59.37,666.27,369.4,,,55.4,62.6,5.72,,321.15
USW,Nickel,Ni,Aluminum,Al,35.0,Oxide,2332.93,,52.97,751.5,523.0,,,64.9,72.1,17.79,,928.358
USW,Aluminum,Al,Aluminum,Al,62.5,Oxide,1770.4,,24.95,978.78,144.7,,,65.0,35.9,23.42,,155.068
USW,Copper,Cu,Aluminum,Al,196.0,Nickel-plated,2137.6,,45.1,354.92,436.7,,,55.6,62.6,19.73,,669.482
USW,Nickel,Ni,Copper,Cu,158.6,Bare,1665.28,,53.38,1184.0,253.7,,,5.8,26.9,24.13,,322.424
USW,Copper,Cu,Aluminum,Al,39.3,Bare,2252.7,,50.89,1048.36,458.6,,,5.8,60.6,15.15,,774.18
USW,Copper,Cu,Aluminum,Al,187.2,Bare,1286.5,,46.37,976.37,348.1,,,104.3,31.0,5.46,,324.355
USW,Aluminum,Al,Aluminum,Al,181.8,Nickel-plated,1736.7,,24.4,404.09,409.3,,,109.0,15.5,16.59,,428.138
USW,Copper,Cu,Copper,Cu,244.8,Oxide,1333.44,,58.0,622.88,223.2,,,60.8,78.3,13.03,,234.749
USW,Nickel,Ni,Aluminum,Al,137.2,Bare,2354.44,,19.56,454.69,296.4,,,96.7,26.8,11.28,,401.547
USW,Copper,Cu,Aluminum,Al,82.8,Nickel-plated,2310.52,,39.51,592.92,482.9,,,7.4,45.6,13.6,,765.529
USW,Copper,Cu,Aluminum,Al,144.7,Bare,737.38,,46.72,582.82,117.5,,,108.8,30.6,9.35,,62.909
USW,StainlessSteel,SS304,Nickel,Ni,169.6,Bare,2236.27,,56.36,580.07,232.8,,,50.0,76.4,15.24,,405.948
USW,StainlessSteel,SS304,Nickel,Ni,150.3,Bare,616.55,,21.42,590.68,311.1,,,-5.1,56.8,24.58,,112.341
USW,Aluminum,Al,Aluminum,Al,178.8,Nickel-plated,1758.02,,41.64,983.96,563.3,,,3.3,54.4,15.11,,691.199
USW,Aluminum,Al,Aluminum,Al,87.2,Tin-plated,2320.53,,43.2,876.66,101.8,,,-4.2,44.7,23.27,,166.933
USW,Aluminum,Al,Aluminum,Al,165.0,Nickel-plated,1239.8,,58.24,267.48,453.5,,,89.3,29.5,9.66,,444.263
USW,Nickel,Ni,Copper,Cu,59.9,Nickel-plated,2376.53,,15.96,1166.23,503.0,,,59.9,72.5,13.52,,663.854
USW,StainlessSteel,SS304,Nickel,Ni,214.6,Oxide,2131.33,,16.58,470.32,204.1,,,92.5,63.0,20.29,,243.11
USW,Aluminum,Al,Aluminum,Al,150.6,Nickel-plated,2523.6,,25.01,395.74,302.4,,,-1.5,44.5,19.7,,462.09
USW,Aluminum,Al,Aluminum,Al,187.8,Nickel-plated,825.43,,57.82,352.65,513.0,,,97.8,16.6,17.08,,333.594
USW,StainlessSteel,SS304,Nickel,Ni,59.3,Bare,679.04,,26.79,837.97,185.2,,,14.2,18.9,7.5,,77.4
USW,Nickel,Ni,Aluminum,Al,108.3,Nickel-plated,2115.92,,17.98,209.43,445.1,,,69.5,60.7,4.15,,533.56
USW,Nickel,Ni,Copper,Cu,65.1,Bare,2280.38,,43.95,212.47,341.4,,,25.4,49.6,20.4,,553.318
USW,Copper,Cu,Aluminum,Al,195.1,Nickel-plated,1774.76,,48.09,648.4,472.2,,,72.5,20.1,13.78,,614.999
USW,Nickel,Ni,Aluminum,Al,69.0,Bare,1197.09,,21.49,454.09,232.5,,,64.7,24.3,14.42,,163.114
USW,Copper,Cu,Copper,Cu,53.7,Oxide,984.84,,32.22,603.2,443.8,,,17.8,39.3,5.08,,282.173
USW,Aluminum,Al,Aluminum,Al,182.8,Bare,902.89,,16.58,774.28,489.7,,,9.4,38.0,23.62,,247.074
USW,Nickel,Ni,Aluminum,Al,155.7,Bare,1766.78,,15.45,638.09,402.5,,,43.8,19.5,24.13,,392.854
USW,Copper,Cu,Aluminum,Al,205.5,Anodized,1522.79,,42.69,243.95,476.3,,,21.6,33.3,4.55,,510.513
USW,Aluminum,Al,Aluminum,Al,148.9,Bare,1618.63,,54.81,837.84,347.8,,,10.8,17.6,4.87,,434.136
USW,Copper,Cu,Aluminum,Al,232.9,Oxide,2184.69,,59.95,266.51,183.6,,,97.1,32.1,19.61,,320.753
USW,StainlessSteel,SS304,Nickel,Ni,86.5,Bare,2556.74,,52.13,947.56,246.6,,,51.6,10.4,5.13,,476.756
USW,Nickel,Ni,Aluminum,Al,172.5,Bare,1029.35,,41.45,943.1,171.0,,,13.9,20.1,11.19,,122.642
USW,Nickel,Ni,Aluminum,Al,97.1,Oxide,1548.92,,23.11,797.88,204.1,,,85.0,50.8,20.75,,188.144
USW,Copper,Cu,Copper,Cu,233.0,Nickel-plated,1531.24,,51.83,906.21,112.1,,,35.9,16.6,5.66,,129.472
USW,Copper,Cu,Aluminum,Al,109.0,Nickel-plated,674.11,,19.76,753.72,155.2,,,113.2,67.9,6.35,,60.316
USW,Aluminum,Al,Aluminum,Al,207.2,Nickel-plated,2114.9,,27.85,786.98,367.9,,,109.9,16.4,12.5,,483.52
USW,Aluminum,Al,Aluminum,Al,245.7,Tin-plated,1527.22,,59.96,1103.25,350.1,,,45.6,71.5,6.66,,427.626
USW,Aluminum,Al,Aluminum,Al,126.4,Tin-plated,2553.44,,19.93,184.16,245.8,,,-6.9,62.4,24.5,,362.369
USW,Copper,Cu,Aluminum,Al,118.8,Tin-plated,2466.58,,49.58,1139.51,200.8,,,46.8,13.1,20.05,,367.571
USW,Nickel,Ni,Copper,Cu,101.7,Bare,1619.72,,27.17,1141.78,119.5,,,6.6,23.8,15.35,,119.578
USW,Copper,Cu,Aluminum,Al,90.4,Bare,619.46,,17.97,324.82,471.7,,,115.5,38.7,19.0,,165.538
USW,Nickel,Ni,Aluminum,Al,228.6,Bare,1035.61,,17.74,169.08,359.5,,,9.3,11.0,8.37,,210.439
USW,Copper,Cu,Aluminum,Al,82.6,Bare,1632.32,,40.73,967.05,599.6,,,82.9,38.2,4.1,,678.241
USW,Copper,Cu,Aluminum,Al,240.1,Oxide,2105.94,,43.25,1011.42,169.4,,,93.8,11.6,12.07,,252.247
USW,Nickel,Ni,Aluminum,Al,147.0,Oxide,2080.03,,42.8,557.61,370.9,,,86.5,50.7,19.26,,543.449
USW,Copper,Cu,Aluminum,Al,237.4,Oxide,1560.06,,26.61,407.19,125.3,,,118.6,76.6,15.5,,120.15
USW,Nickel,Ni,Copper,Cu,180.5,Bare,793.56,,52.58,1150.75,141.2,,,116.4,46.1,6.49,,85.044
USW,Nickel,Ni,Aluminum,Al,152.2,Bare,1602.5,,49.17,1161.0,254.5,,,31.4,56.4,9.44,,301.747
USW,Copper,Cu,Aluminum,Al,32.6,Bare,1078.35,,33.58,181.47,260.8,,,23.8,69.4,10.8,,183.725
USW,Copper,Cu,Copper,Cu,184.9,Oxide,896.54,,17.42,211.49,169.0,,,22.5,50.7,13.07,,85.353
USW,Nickel,Ni,Copper,Cu,148.6,Bare,2441.3,,44.37,689.01,398.2,,,95.3,59.4,14.65,,693.331
USW,StainlessSteel,SS304,Nickel,Ni,61.0,Nickel-plated,740.06,,26.79,491.0,168.0,,,9.4,72.3,14.52,,76.514
USW,Nickel,Ni,Aluminum,Al,98.5,Anodized,2591.49,,15.78,459.39,179.7,,,72.8,23.5,8.67,,258.206
USW,Nickel,Ni,Copper,Cu,103.0,Nickel-plated,2476.54,,43.28,975.62,587.3,,,113.6,48.6,18.42,,1028.393
USW,Copper,Cu,Aluminum,Al,55.2,Bare,945.79,,17.49,597.79,111.8,,,76.5,72.5,13.76,,59.602
USW,Aluminum,Al,Aluminum,Al,36.5,Tin-plated,951.56,,59.26,283.51,467.5,,,57.9,42.1,19.66,,354.064
USW,Aluminum,Al,Aluminum,Al,174.1,Bare,1348.52,,37.4,600.85,475.7,,,35.6,18.8,15.18,,432.661
USW,Nickel,Ni,Copper,Cu,195.9,Bare,2541.29,,28.75,336.59,172.2,,,105.9,73.9,19.23,,274.045
USW,StainlessSteel,SS304,Nickel,Ni,211.5,Bare,1265.79,,15.31,674.18,471.8,,,100.8,31.0,17.06,,329.455
USW,Copper,Cu,Aluminum,Al,62.8,Bare,1443.71,,37.1,580.32,184.5,,,85.1,44.4,15.73,,179.246
USW,Nickel,Ni,Copper,Cu,130.9,Anodized,2573.73,,37.92,1039.67,451.8,,,87.4,18.8,12.28,,787.62
USW,Copper,Cu,Aluminum,Al,63.6,Bare,2512.79,,42.96,614.03,598.9,,,80.8,38.0,24.65,,1061.478
USW,Aluminum,Al,Aluminum,Al,167.2,Nickel-plated,1924.78,,41.02,821.07,280.8,,,101.3,28.9,21.43,,375.391
USW,StainlessSteel,SS304,Nickel,Ni,140.1,Nickel-plated,891.15,,25.59,1057.3,505.8,,,4.2,45.7,10.33,,274.449
USW,Copper,Cu,Aluminum,Al,113.2,Bare,773.76,,50.58,604.46,226.4,,,44.5,61.7,6.32,,130.968
USW,Copper,Cu,Aluminum,Al,67.9,Anodized,1152.82,,27.74,1009.28,483.2,,,36.4,50.2,17.86,,345.799
USW,Nickel,Ni,Copper,Cu,151.1,Nickel-plated,605.04,,45.09,395.18,212.7,,,54.1,23.7,13.74,,92.283
USW,Nickel,Ni,Copper,Cu,207.4,Tin-plated,1154.45,,51.06,713.68,596.5,,,55.1,70.5,15.09,,516.742
USW,Nickel,Ni,Aluminum,Al,209.6,Anodized,922.0,,54.52,476.55,428.3,,,-7.6,69.3,7.82,,303.853
USW,Nickel,Ni,Copper,Cu,56.1,Nickel-plated,2087.95,,38.76,154.4,573.0,,,14.2,70.4,10.53,,815.886
USW,Copper,Cu,Aluminum,Al,114.7,Anodized,724.96,,46.45,260.29,323.4,,,84.9,71.1,8.26,,169.892
USW,Copper,Cu,Copper,Cu,49.7,Bare,1019.71,,56.35,648.59,158.4,,,108.6,13.5,23.71,,125.937
USW,Copper,Cu,Copper,Cu,132.7,Tin-plated,2161.35,,19.72,811.86,294.0,,,87.2,51.3,12.71,,366.135
USW,Nickel,Ni,Copper,Cu,165.7,Tin-plated,1614.65,,19.43,830.41,522.7,,,112.2,57.9,5.07,,484.977
USW,Nickel,Ni,Copper,Cu,32.1,Bare,1475.1,,25.06,706.61,453.1,,,32.7,35.5,8.33,,404.926
USW,Nickel,Ni,Aluminum,Al,214.2,Nickel-plated,875.2,,36.06,948.48,457.5,,,62.6,57.3,4.07,,267.086
USW,Nickel,Ni,Aluminum,Al,181.9,Bare,2551.9,,21.96,1088.45,438.4,,,3.8,11.9,16.93,,658.596
USW,Aluminum,Al,Aluminum,Al,137.9,Bare,1277.7,,25.2,619.78,309.6,,,118.4,27.6,8.16,,239.994
USW,Nickel,Ni,Aluminum,Al,150.3,Tin-plated,1332.67,,30.84,1060.49,350.3,,,-9.1,65.9,19.04,,297.787
USW,Copper,Cu,Copper,Cu,205.6,Bare,2528.02,,22.3,1015.45,295.4,,,77.0,30.5,22.4,,440.949
USW,StainlessSteel,SS304,Nickel,Ni,151.3,Oxide,1932.76,,15.9,990.89,441.1,,,68.3,63.4,9.45,,473.166
USW,Aluminum,Al,Aluminum,Al,216.9,Carbon-coated,2097.14,,54.49,299.14,260.9,,,79.7,27.2,11.66,,420.998
USW,Nickel,Ni,Copper,Cu,115.4,Bare,1035.17,,31.38,1178.19,577.5,,,106.3,67.6,23.48,,383.191
USW,Nickel,Ni,Copper,Cu,216.7,Tin-plated,1840.01,,53.96,756.78,244.3,,,106.1,21.0,18.59,,344.489
USW,Aluminum,Al,Aluminum,Al,230.8,Tin-plated,2218.98,,51.63,482.21,214.3,,,18.7,10.7,16.61,,358.343
USW,Copper,Cu,Aluminum,Al,110.2,Oxide,1376.27,,28.09,898.56,222.5,,,-0.7,43.3,15.55,,190.712
USW,Nickel,Ni,Aluminum,Al,151.0,Bare,2240.37,,54.62,439.94,349.3,,,102.1,26.3,10.84,,602.723
USW,StainlessSteel,SS304,Nickel,Ni,158.7,Nickel-plated,1240.11,,26.11,503.81,472.2,,,53.8,67.4,24.14,,358.221
USW,Copper,Cu,Aluminum,Al,128.8,Nickel-plated,867.97,,41.65,953.33,348.9,,,61.0,15.3,20.95,,211.385
USW,Copper,Cu,Aluminum,Al,170.7,Oxide,1523.72,,25.22,552.52,176.8,,,10.1,69.8,21.05,,163.418
USW,Aluminum,Al,Aluminum,Al,199.8,Nickel-plated,882.69,,31.11,613.62,113.7,,,86.0,79.4,13.71,,64.161
USW,Nickel,Ni,Copper,Cu,207.2,Tin-plated,2589.82,,48.87,655.21,461.3,,,50.3,35.3,14.09,,881.923
USW,Aluminum,Al,Aluminum,Al,33.5,Bare,2242.68,,52.82,678.42,262.2,,,29.9,26.0,13.29,,446.911
USW,Copper,Cu,Aluminum,Al,103.1,Oxide,1656.15,,59.16,1088.18,193.0,,,-3.5,49.4,12.28,,254.171
USW,Copper,Cu,Aluminum,Al,85.1,Bare,1354.49,,24.31,652.15,133.8,,,-4.1,39.2,17.71,,109.049
USW,Copper,Cu,Aluminum,Al,242.7,Nickel-plated,876.73,,42.17,378.78,364.5,,,34.0,60.9,12.77,,224.0
USW,Nickel,Ni,Copper,Cu,177.8,Bare,2437.05,,38.55,563.05,439.7,,,69.0,38.5,9.53,,729.574
USW,Copper,Cu,Copper,Cu,87.1,Bare,1649.65,,52.54,960.6,337.1,,,91.4,64.4,4.53,,421.875
USW,Nickel,Ni,Copper,Cu,217.8,Nickel-plated,617.67,,23.63,839.05,260.8,,,114.4,32.9,9.4,,96.337
USW,Nickel,Ni,Copper,Cu,140.0,Bare,1472.67,,18.46,889.69,113.8,,,55.0,71.7,9.35,,95.408
USW,Aluminum,Al,Aluminum,Al,76.2,Nickel-plated,1510.88,,24.28,212.62,188.0,,,9.1,22.7,21.58,,170.9
USW,Copper,Cu,Aluminum,Al,213.9,Oxide,1580.19,,42.3,1167.15,153.3,,,3.4,63.3,17.68,,169.983
USW,Nickel,Ni,Copper,Cu,111.8,Bare,1408.3,,39.91,184.0,187.9,,,10.5,71.8,21.58,,182.116
USW,Aluminum,Al,Aluminum,Al,218.4,Bare,960.37,,33.59,1159.14,384.3,,,65.2,24.5,4.62,,241.125
USW,Copper,Cu,Aluminum,Al,179.3,Bare,721.1,,39.59,1061.77,325.3,,,117.3,28.6,21.41,,161.051
USW,Nickel,Ni,Copper,Cu,47.7,Carbon-coated,2157.06,,54.97,869.51,570.7,,,109.8,66.4,13.36,,950.382
USW,Copper,Cu,Aluminum,Al,70.4,Carbon-coated,1047.75,,20.09,998.76,180.0,,,14.0,68.5,11.91,,109.034
USW,Aluminum,Al,Aluminum,Al,31.2,Bare,2082.87,,49.03,491.35,130.4,,,117.3,74.1,15.82,,200.783
USW,Copper,Cu,Copper,Cu,101.5,Tin-plated,1809.42,,20.72,885.75,595.7,,,69.7,79.1,8.6,,627.063
USW,Aluminum,Al,Aluminum,Al,55.9,Bare,695.52,,58.87,741.37,314.6,,,1.3,72.6,11.31,,173.687
USW,Aluminum,Al,Aluminum,Al,102.8,Bare,1705.93,,28.67,1176.09,394.1,,,44.6,37.7,22.12,,420.77
USW,Nickel,Ni,Copper,Cu,189.0,Nickel-plated,1202.71,,15.13,935.59,596.9,,,66.2,11.6,15.47,,395.315
USW,Nickel,Ni,Copper,Cu,32.3,Tin-plated,2519.66,,53.0,774.77,183.0,,,-7.2,13.1,6.17,,350.854
USW,Nickel,Ni,Aluminum,Al,224.1,Bare,1118.1,,40.76,186.32,212.6,,,91.0,76.1,4.68,,164.745
USW,Copper,Cu,Aluminum,Al,31.4,Bare,681.47,,51.43,1101.16,502.7,,,15.0,24.4,11.51,,257.744
USW,StainlessSteel,SS304,Nickel,Ni,79.8,Bare,2035.83,,55.39,387.34,302.4,,,4.8,71.9,10.9,,476.742
USW,Aluminum,Al,Aluminum,Al,75.8,Bare,985.5,,22.3,1042.29,297.1,,,62.8,58.7,20.29,,172.883
USW,Aluminum,Al,Aluminum,Al,106.3,Tin-plated,1890.22,,20.51,1023.24,494.3,,,-9.1,47.6,15.31,,542.519
USW,Copper,Cu,Aluminum,Al,201.6,Tin-plated,2415.35,,42.53,795.53,575.7,,,104.4,14.0,12.25,,977.42
USW,Copper,Cu,Aluminum,Al,135.8,Bare,920.11,,55.79,553.13,397.6,,,54.5,23.9,11.81,,284.143
USW,Copper,Cu,Copper,Cu,105.2,Anodized,864.88,,32.8,229.81,214.5,,,63.6,73.1,6.05,,120.4
USW,Copper,Cu,Aluminum,Al,218.1,Bare,1935.56,,37.89,1113.7,225.9,,,42.1,76.1,10.69,,296.138
USW,Nickel,Ni,Aluminum,Al,123.7,Nickel-plated,652.9,,40.7,316.26,470.9,,,81.2,72.3,20.1,,212.999
USW,Copper,Cu,Aluminum,Al,72.0,Tin-plated,1982.17,,53.7,522.36,258.9,,,103.7,28.9,5.32,,392.589
USW,Nickel,Ni,Copper,Cu,53.1,Bare,1634.85,,34.87,1113.19,330.5,,,8.1,50.7,21.67,,356.826
USW,Aluminum,Al,Aluminum,Al,193.1,Oxide,786.85,,39.54,893.61,227.2,,,116.6,36.2,7.22,,122.686
USW,Copper,Cu,Aluminum,Al,160.0,Tin-plated,1205.02,,39.42,667.27,315.7,,,111.1,65.4,24.35,,260.86
USW,Nickel,Ni,Copper,Cu,81.6,Bare,1716.38,,30.94,525.87,408.8,,,15.8,24.6,16.38,,448.01
USW,Copper,Cu,Aluminum,Al,241.2,Bare,1267.09,,37.66,973.61,467.6,,,83.1,56.6,22.55,,400.46
USW,Nickel,Ni,Copper,Cu,100.5,Nickel-plated,869.95,,50.48,168.89,354.0,,,60.4,78.1,20.67,,230.062
USW,Copper,Cu,Aluminum,Al,97.1,Bare,2349.79,,48.17,234.16,392.8,,,66.0,21.8,20.38,,677.74
USW,Copper,Cu,Aluminum,Al,196.1,Nickel-plated,2191.63,,57.02,576.02,478.5,,,13.9,34.5,11.41,,821.549
USW,Aluminum,Al,Aluminum,Al,197.3,Carbon-coated,781.28,,57.56,982.56,222.8,,,61.8,23.2,17.57,,136.921
USW,Copper,Cu,Aluminum,Al,203.4,Nickel-plated,1388.84,,52.42,615.55,167.2,,,64.5,51.6,17.76,,175.976
USW,Copper,Cu,Aluminum,Al,214.6,Anodized,988.41,,18.0,1027.75,423.5,,,98.0,34.0,11.59,,237.216
USW,Copper,Cu,Aluminum,Al,48.6,Bare,1001.58,,42.86,291.19,248.9,,,-0.3,61.6,11.79,,175.73
USW,Copper,Cu,Aluminum,Al,31.3,Bare,2463.53,,21.46,660.15,118.6,,,66.9,36.8,24.27,,171.234
USW,Aluminum,Al,Aluminum,Al,212.8,Bare,2340.62,,32.59,379.31,362.9,,,110.1,62.4,24.49,,550.129
USW,Copper,Cu,Aluminum,Al,68.2,Bare,2252.32,,44.66,1050.26,436.6,,,64.4,26.0,5.89,,702.946
USW,Nickel,Ni,Aluminum,Al,32.7,Carbon-coated,1166.23,,19.19,607.04,168.6,,,15.8,38.7,16.96,,112.729
USW,Copper,Cu,Aluminum,Al,93.3,Carbon-coated,957.35,,36.14,1089.5,361.7,,,35.4,73.0,8.13,,231.114
USW,Aluminum,Al,Aluminum,Al,218.9,Bare,1184.63,,43.07,197.25,238.7,,,109.4,12.2,9.27,,199.632
USW,Copper,Cu,Aluminum,Al,142.6,Nickel-plated,2271.79,,37.25,796.27,194.4,,,32.6,33.8,24.96,,297.476
USW,Copper,Cu,Aluminum,Al,78.2,Bare,755.54,,37.33,379.98,272.7,,,104.7,30.1,20.2,,138.866
USW,Nickel,Ni,Copper,Cu,86.2,Nickel-plated,931.02,,54.34,961.35,284.9,,,55.1,37.2,24.95,,203.824
USW,Nickel,Ni,Copper,Cu,39.1,Tin-plated,1631.44,,48.03,429.53,426.4,,,7.8,49.2,7.63,,510.267
USW,Copper,Cu,Aluminum,Al,104.2,Carbon-coated,2487.21,,22.85,560.36,239.3,,,34.1,45.1,14.12,,353.248
USW,Aluminum,Al,Aluminum,Al,157.9,Bare,1123.7,,34.23,469.96,523.2,,,-7.9,65.9,15.21,,386.178
USW,Nickel,Ni,Copper,Cu,240.4,Nickel-plated,1514.07,,32.83,543.94,371.1,,,28.2,41.9,9.79,,364.696
USW,Copper,Cu,Copper,Cu,86.4,Nickel-plated,1958.87,,32.45,395.53,376.7,,,101.3,71.5,13.81,,477.404
USW,StainlessSteel,SS304,Nickel,Ni,224.1,Bare,1635.06,,42.4,185.24,129.9,,,-1.3,56.1,11.83,,149.156
USW,Nickel,Ni,Aluminum,Al,32.4,Nickel-plated,1995.01,,44.24,1029.51,292.5,,,11.7,69.0,11.02,,415.787
USW,Copper,Cu,Aluminum,Al,37.3,Carbon-coated,1095.96,,27.02,596.05,354.6,,,43.5,71.8,8.79,,239.685
USW,Copper,Cu,Aluminum,Al,34.9,Nickel-plated,2375.33,,20.41,1129.67,191.5,,,73.8,56.6,18.72,,263.88
USW,Aluminum,Al,Aluminum,Al,171.3,Oxide,2142.19,,35.35,829.39,315.5,,,101.5,73.8,16.9,,448.052
USW,Nickel,Ni,Copper,Cu,40.3,Nickel-plated,1429.42,,28.71,1003.87,448.2,,,77.9,66.6,8.31,,401.155
USW,Nickel,Ni,Aluminum,Al,118.0,Tin-plated,2588.51,,29.52,173.0,435.4,,,55.5,43.7,10.61,,710.738
USW,Copper,Cu,Aluminum,Al,42.9,Tin-plated,2129.99,,49.42,722.32,300.7,,,97.7,58.6,15.78,,474.794
USW,Copper,Cu,Aluminum,Al,43.5,Bare,1755.76,,58.3,1091.13,107.4,,,40.8,23.1,20.02,,149.092
USW,Nickel,Ni,Copper,Cu,142.0,Nickel-plated,1733.3,,39.14,317.73,160.0,,,65.6,63.7,18.13,,189.726
USW,Nickel,Ni,Copper,Cu,200.0,Bare,2075.08,,56.49,710.59,511.2,,,115.6,63.9,5.9,,827.919
USW,Copper,Cu,Aluminum,Al,36.6,Tin-plated,1973.93,,44.92,1171.1,143.5,,,42.7,30.4,16.42,,202.944
USW,StainlessSteel,SS304,Nickel,Ni,162.3,Bare,2150.17,,42.47,589.47,113.4,,,29.3,79.3,9.93,,171.309
USW,Copper,Cu,Aluminum,Al,126.6,Bare,1814.52,,22.31,1199.31,216.0,,,70.2,67.4,9.43,,231.478
USW,Nickel,Ni,Copper,Cu,208.6,Tin-plated,1987.48,,51.99,229.11,462.3,,,26.1,65.0,20.44,,694.226
USW,Aluminum,Al,Aluminum,Al,169.5,Anodized,1043.59,,20.13,1077.18,363.9,,,101.8,10.4,9.69,,219.653
USW,Nickel,Ni,Copper,Cu,173.1,Bare,2442.02,,44.62,1096.32,427.0,,,109.7,17.2,20.22,,745.125
USW,Copper,Cu,Aluminum,Al,55.2,Bare,912.15,,43.39,194.66,539.9,,,112.1,64.2,16.58,,348.534
USW,Aluminum,Al,Aluminum,Al,227.6,Anodized,918.67,,21.76,323.88,572.9,,,60.1,46.2,5.38,,309.252
USW,Copper,Cu,Copper,Cu,215.3,Bare,1921.03,,15.87,304.67,353.8,,,90.2,68.3,23.88,,377.104
USW,Copper,Cu,Aluminum,Al,132.7,Bare,1679.67,,34.03,771.95,156.2,,,63.4,54.9,5.58,,172.008
USW,Nickel,Ni,Aluminum,Al,133.9,Bare,666.19,,21.01,167.58,412.5,,,101.6,22.0,4.33,,160.291
USW,Copper,Cu,Copper,Cu,122.7,Tin-plated,1161.22,,24.83,993.22,290.7,,,94.6,79.6,22.53,,204.118
USW,Copper,Cu,Copper,Cu,210.7,Nickel-plated,957.29,,48.11,460.0,431.0,,,33.4,46.5,4.12,,302.792
USW,Copper,Cu,Aluminum,Al,119.7,Bare,2452.07,,58.06,631.46,224.3,,,75.5,36.2,5.89,,434.105
USW,Nickel,Ni,Aluminum,Al,209.6,Tin-plated,1353.45,,49.25,150.81,559.1,,,64.1,38.4,9.25,,560.209
USW,Copper,Cu,Aluminum,Al,181.7,Bare,1996.8,,34.12,676.29,139.6,,,7.3,63.5,11.45,,182.899
USW,Aluminum,Al,Aluminum,Al,179.5,Anodized,2254.14,,27.24,1071.04,355.0,,,37.7,75.9,22.35,,494.545
USW,Copper,Cu,Aluminum,Al,139.7,Nickel-plated,2024.6,,33.5,1199.02,580.4,,,83.2,41.6,9.81,,767.02
USW,Copper,Cu,Aluminum,Al,200.6,Anodized,1770.61,,20.82,760.55,383.5,,,42.4,42.5,12.56,,395.398
USW,Nickel,Ni,Aluminum,Al,59.7,Bare,1809.66,,32.41,324.07,305.4,,,105.4,73.4,9.39,,357.392
USW,Copper,Cu,Aluminum,Al,129.8,Carbon-coated,953.84,,55.16,545.8,592.6,,,44.2,15.1,16.25,,437.036
USW,Nickel,Ni,Aluminum,Al,231.3,Nickel-plated,1696.32,,24.69,939.07,467.4,,,75.4,20.8,23.98,,478.759
USW,Copper,Cu,Aluminum,Al,129.2,Bare,1467.66,,28.55,409.41,362.6,,,56.9,59.7,23.24,,332.751
USW,Nickel,Ni,Aluminum,Al,208.9,Bare,1655.76,,23.53,952.66,142.3,,,95.0,72.7,8.2,,140.775
USW,Aluminum,Al,Aluminum,Al,93.7,Bare,1996.79,,56.85,304.13,408.5,,,-6.2,72.8,24.56,,638.218
USW,Copper,Cu,Aluminum,Al,175.5,Oxide,2062.18,,40.38,378.61,159.1,,,93.0,61.9,22.29,,226.72
USW,Nickel,Ni,Copper,Cu,169.8,Nickel-plated,1782.87,,39.31,826.65,516.4,,,54.4,20.7,6.78,,630.711
USW,Copper,Cu,Aluminum,Al,59.8,Carbon-coated,2539.24,,44.2,208.39,191.3,,,92.2,75.8,10.92,,346.023
USW,Copper,Cu,Aluminum,Al,123.9,Nickel-plated,1844.77,,26.75,1101.03,300.3,,,64.1,43.9,20.81,,340.886
