sample_id,anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,tab_width_mm,overlap_length_mm,preheat_celsius,usw_power_w,usw_amplitude_um,usw_force_n,usw_time_ms,laser_power_w,laser_speed_mm_s,laser_pulse_frequency_hz,laser_energy_per_pulse_j,laser_spot_diameter_mm,rsw_current_ka,rsw_voltage_v,rsw_weld_time_ms,rsw_squeeze_time_ms,rsw_hold_time_ms,rsw_force_n,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
2625,Copper,Aluminum,196.518,gold_plated,RSW,4.167,3.273,20.0,,,,,,,,,,11.89637,2.484908,126.10429,95.774446,50.0,1849.750359,11188.000877,820.197679,995661.391,13.640615,4.167466,35.0,25.0,12.0,350.0,0.0,411.779993,4.208997,305,22.13608,37.42297,1.0,interfacial_delamination
2626,Copper,Copper,133.888,nickel_plated,USW,7.134,4.651,37.948,1702.89638,40.338559,456.528596,363.498876,,,,,,,,,,,,286.640566,8.640053,13137.713,31.070853,6.289725,35.0,8.847841,1.595897,350.0,0.39927,1708.667717,3.019286,1267,14.099314,59.975248,0.576364,porosity_cracking
2627,Copper,StainlessSteel,28.195,tin_plated,USW,8.321,3.363,51.098,1009.00995,30.865908,1004.751643,549.72142,,,,,,,,,,,,437.19396,15.622716,105907.105,27.984505,5.969169,35.0,25.0,6.741831,350.0,0.0,815.782221,14.720737,64,17.173844,50.103754,0.821614,interfacial_delamination
2628,Copper,Aluminum,110.664,graphite_coated,USW,6.718,8.447,27.634,1475.311344,40.54866,991.069755,241.584558,,,,,,,,,,,,221.579875,3.904838,8445.132,52.995075,8.214343,7.079596,0.260292,2.082191,273.336244,0.770865,2934.546347,1.677716,3238,8.637387,87.764826,0.136463,tearing
2629,Aluminum,Nickel,143.034,nickel_plated,USW,6.247,3.544,46.468,2164.150018,23.156508,563.035364,304.87321,,,,,,,,,,,,319.916611,14.452433,23196.789,21.377215,5.217118,35.0,25.0,6.690044,350.0,0.0,638.803836,4.920841,50,15.990352,31.505634,0.902248,interfacial_delamination
2630,Aluminum,Nickel,129.218,bare,Laser,6.641,3.12,36.703,,,,,517.760826,78.403991,277.555704,0.913007,0.267396,,,,,,,288.598971,13.927051,24730.587,20.309401,5.085148,35.0,25.0,12.0,350.0,0.0,618.018364,5.281464,272,19.052499,38.214843,0.965906,interfacial_delamination
2631,Copper,StainlessSteel,105.429,nickel_plated,USW,3.858,6.567,57.496,1988.430969,32.676022,1025.351381,477.61796,,,,,,,,,,,,716.271513,28.271489,51285.861,25.335472,5.679624,35.0,25.0,12.0,350.0,0.0,724.212612,15.731601,243,13.42301,35.468727,0.937812,interfacial_delamination
2632,Copper,Nickel,20.0,gold_plated,USW,6.771,7.708,20.0,1763.040851,19.090577,696.865249,181.178647,,,,,,,,,,,,155.715895,2.983405,28597.792,41.29748,7.251316,4.103228,0.0,1.674327,350.0,0.662241,2272.147087,1.242434,2798,9.002152,82.133633,0.156993,pullout
2633,Copper,Aluminum,185.402,bare,USW,5.867,8.02,20.0,1704.705088,32.304348,701.352501,130.088092,,,,,,,,,,,,124.45149,2.644776,3422.991,35.158469,6.690677,6.471142,0.94372,1.830673,170.02791,0.645008,1965.892764,1.638956,2647,13.36959,80.528458,0.137269,pullout
2634,Aluminum,Nickel,88.467,gold_plated,USW,6.488,7.004,62.394,1873.689752,30.025619,691.32414,347.206452,,,,,,,,,,,,414.031033,9.111462,23659.631,45.210974,7.587121,35.0,9.725359,5.02862,350.0,0.175278,1478.251161,3.664813,665,18.161042,56.59723,0.739313,interfacial_delamination
2635,Copper,Copper,149.612,nickel_plated,Laser,5.763,5.113,51.171,,,,,360.76835,13.776742,0.0,0.0,0.294185,,,,,,,892.296424,30.284844,41142.049,28.150838,5.986882,35.0,25.0,7.962479,350.0,0.0,794.336357,3.237985,245,14.399413,42.116683,0.931348,interfacial_delamination
2636,Copper,Aluminum,223.871,bare,USW,6.278,7.407,48.084,1451.620408,33.177046,442.905699,391.85659,,,,,,,,,,,,251.388688,5.405543,5808.138,41.791045,7.294519,14.64733,1.427644,3.686912,239.444025,0.452614,1796.962792,1.881215,1831,13.736711,66.990006,0.373249,pullout
2637,Copper,Nickel,83.099,silver_plated,Laser,4.971,8.579,54.876,,,,,856.039834,38.40222,199.061467,0.606272,0.319664,,,,,,,1463.864434,34.327951,79195.273,39.729148,7.112294,35.0,25.0,12.0,350.0,0.0,1112.01538,3.993234,50,17.883651,38.580858,1.0,interfacial_delamination
2638,Copper,Nickel,142.537,bare,Laser,4.996,7.428,32.059,,,,,490.440325,39.487219,0.0,0.0,0.325516,,,,,,,527.055639,14.202724,19121.438,34.371748,6.615396,35.0,25.0,9.24939,350.0,0.0,977.691141,4.347177,209,19.684673,38.683085,0.921416,interfacial_delamination
2639,Copper,Titanium,124.132,nickel_plated,USW,6.908,7.41,40.261,2083.336994,29.923968,571.77542,289.627714,,,,,,,,,,,,338.636824,6.615453,13128.485,48.709371,7.875195,32.278752,4.456386,3.320103,350.0,0.388288,2295.952406,6.244859,1263,16.6408,70.456534,0.649578,porosity_cracking
2640,Copper,Nickel,132.212,nickel_plated,Laser,7.412,6.284,35.516,,,,,272.501564,37.625639,0.0,0.0,0.18252,,,,,,,589.862236,12.664477,18386.692,46.576122,7.700816,35.0,25.0,8.968257,350.0,0.0,1323.252595,3.943312,147,13.006633,35.143537,0.925942,interfacial_delamination
2641,Copper,Aluminum,142.633,nickel_plated,Laser,6.541,7.378,22.657,,,,,678.622373,37.342979,0.0,0.0,0.158652,,,,,,,2267.770845,46.987986,78610.064,48.26278,7.83901,35.0,25.0,12.0,350.0,0.0,1366.302445,3.583837,258,18.214527,26.243812,0.928058,interfacial_delamination
2642,Copper,Aluminum,118.196,bare,Laser,7.161,9.627,21.953,,,,,832.927745,35.064011,199.44923,1.014311,0.128344,,,,,,,6809.774613,98.780061,199387.828,68.938757,9.368861,35.0,25.0,12.0,350.0,0.0,1928.120015,3.34646,50,17.558662,39.89924,1.0,interfacial_delamination
2643,Copper,Titanium,104.191,graphite_coated,Laser,7.928,9.064,38.158,,,,,168.884289,41.303815,0.0,0.0,0.177779,,,,,,,492.326446,6.851438,16187.602,71.857392,9.565128,35.0,3.853717,5.408023,350.0,0.089881,2178.693337,6.531041,457,12.86873,47.101388,0.808981,interfacial_delamination
2644,Copper,Copper,113.691,brushed,USW,6.654,7.069,50.626,2377.1589,25.54509,444.826768,252.533319,,,,,,,,,,,,290.216019,6.169599,11066.497,43.059276,7.404375,23.897937,3.55679,1.389428,316.990564,0.512238,2307.595027,2.375551,2036,13.491575,69.858408,0.351491,porosity_cracking
2645,Aluminum,StainlessSteel,126.089,graphite_coated,RSW,5.425,4.66,65.08,,,,,,,,,,14.675895,2.617962,90.055012,94.110021,88.952728,649.193291,117377.153039,4643.429097,8632918.701,21.392275,5.218955,35.0,25.0,12.0,350.0,0.0,635.093678,20.447059,302,17.769027,32.614169,0.978893,interfacial_delamination
2646,Aluminum,Titanium,138.935,nickel_plated,USW,8.39,6.3,24.876,814.01831,42.375693,572.157746,235.82322,,,,,,,,,,,,90.303722,1.708442,3896.283,30.403958,6.221858,8.30386,0.459691,1.396382,174.184715,0.449264,1618.248686,5.302119,1950,14.391972,73.884778,0.154972,mixed
2647,Copper,Aluminum,73.299,tin_plated,USW,9.174,5.399,42.697,1884.861252,25.873764,812.61395,200.485438,,,,,,,,,,,,243.335837,4.913053,16032.41,47.822209,7.803149,13.146708,0.0,3.644852,350.0,0.567449,2117.838304,1.672783,2066,11.66678,80.69623,0.31929,tearing
2648,Copper,StainlessSteel,147.949,tin_plated,Laser,4.117,8.17,54.331,,,,,373.753357,18.766405,227.179319,0.469331,0.280135,,,,,,,1055.675656,31.382948,40577.528,32.579861,6.44065,35.0,25.0,12.0,350.0,0.0,917.835653,13.266364,189,17.09989,33.545236,0.971561,interfacial_delamination
2649,Aluminum,Titanium,103.459,graphite_coated,Laser,5.201,6.645,50.935,,,,,487.680685,76.990236,341.704928,1.082074,0.208049,,,,,,,687.456764,19.890492,60578.836,34.562079,6.633687,35.0,25.0,12.0,350.0,0.0,983.538444,11.014246,88,13.72281,27.941808,0.993416,interfacial_delamination
2650,Aluminum,Nickel,189.587,nickel_plated,Laser,3.071,6.951,84.126,,,,,995.507864,7.275679,271.078809,0.835392,0.230403,,,,,,,6850.698842,320.96325,387966.962,21.344185,5.213085,35.0,25.0,12.0,350.0,0.0,631.737821,4.909662,226,16.573329,40.014916,0.956179,interfacial_delamination
2651,Copper,Copper,108.781,brushed,Laser,3.32,9.293,49.244,,,,,803.628386,56.722371,180.163732,0.867804,0.285497,,,,,,,780.205624,25.284937,47233.214,29.732115,6.152731,35.0,25.0,6.358677,350.0,0.0,884.18106,3.281569,168,13.668242,38.286763,0.913957,interfacial_delamination
2652,Aluminum,StainlessSteel,165.721,silver_plated,USW,6.216,4.541,20.0,1720.563449,33.084411,657.851954,267.769894,,,,,,,,,,,,261.24623,9.255804,13112.744,27.859677,5.955841,35.0,10.89333,5.23728,350.0,0.110286,914.327095,13.094467,531,14.500283,44.257885,0.866306,interfacial_delamination
2653,Aluminum,StainlessSteel,191.667,brushed,USW,5.321,6.642,20.0,892.072289,39.523739,932.369302,210.305728,,,,,,,,,,,,103.529041,2.929433,3602.867,29.07835,6.084711,3.903826,0.0,2.085727,176.686072,0.691062,1607.619336,10.131703,2985,12.098422,75.338358,0.172701,pullout
2654,Aluminum,StainlessSteel,139.207,brushed,USW,6.558,8.601,20.0,1819.277009,37.46115,884.368982,321.723655,,,,,,,,,,,,371.498363,6.585955,11110.481,56.407669,8.474696,33.277734,2.39933,3.709536,346.324048,0.360385,2439.038782,8.202724,1160,15.276601,57.275231,0.675372,interfacial_delamination
2655,Copper,Copper,60.493,bare,Laser,2.067,6.554,36.326,,,,,808.456249,29.983852,0.0,0.0,0.357501,,,,,,,436.348833,32.207255,108114.871,12.170305,3.93646,35.0,25.0,7.619987,350.0,0.0,368.144258,4.281687,302,13.376332,30.778807,0.817466,interfacial_delamination
2656,Copper,Copper,98.487,brushed,USW,9.662,5.211,38.648,2173.494968,24.255371,884.476989,346.362077,,,,,,,,,,,,468.715455,9.309701,19227.262,50.346996,8.006484,35.0,9.750417,0.815823,350.0,0.449796,2450.223016,2.907009,1472,10.039822,69.331921,0.493415,porosity_cracking
2657,Copper,Aluminum,110.971,bare,Laser,3.037,2.45,45.321,,,,,622.195458,63.349404,138.09922,0.282434,0.243718,,,,,,,127.610848,17.150011,36912.476,7.440861,3.077986,35.0,25.0,12.0,350.0,0.0,230.542461,6.115044,192,13.122545,25.087772,0.98124,interfacial_delamination
2658,Copper,StainlessSteel,146.697,oxide_heavy,USW,2.575,2.455,50.857,2070.440537,43.399993,730.065889,230.543009,,,,,,,,,,,,233.470047,36.935437,48150.755,6.321031,2.836933,35.0,25.0,12.0,350.0,0.0,232.873533,25.0,68,17.233602,34.904243,0.988129,interfacial_delamination
2659,Copper,StainlessSteel,166.335,brushed,USW,8.301,7.945,38.072,1239.103363,34.502971,747.254773,270.951371,,,,,,,,,,,,199.203785,3.020515,3507.21,53.104839,8.222845,1.772391,0.186709,1.330527,165.349093,0.67414,2784.225689,5.559387,2846,10.567524,92.159193,0.116923,mixed
2660,Copper,Nickel,137.939,tin_plated,RSW,2.666,8.951,20.0,,,,,,,,,,8.188315,3.282295,249.339846,84.277425,123.379482,2143.428264,17505.187196,733.584054,1018870.9,23.862551,5.512054,35.0,25.0,12.0,350.0,0.0,677.58178,4.797634,147,19.243159,39.808762,0.961902,interfacial_delamination
2661,Aluminum,Aluminum,64.336,gold_plated,USW,5.864,8.083,52.203,1802.964961,37.956707,978.007506,406.770971,,,,,,,,,,,,514.226852,10.848951,49083.403,47.398764,7.768525,35.0,17.287639,1.491988,350.0,0.499431,2546.44413,2.903475,1664,11.975716,69.79428,0.567659,porosity_cracking
2662,Aluminum,StainlessSteel,127.518,bare,USW,8.027,6.446,39.275,2054.102825,41.798454,736.638763,55.813354,,,,,,,,,,,,60.479034,1.16893,2188.145,25.781089,5.729354,14.53545,0.523183,1.577918,141.912415,0.319786,1415.106163,8.598396,1433,16.919505,69.828343,0.243835,tearing
2663,Aluminum,StainlessSteel,146.842,graphite_coated,USW,4.516,5.452,68.866,1477.003348,27.990669,630.433263,432.935114,,,,,,,,,,,,356.681642,14.485059,23192.849,24.194483,5.550259,35.0,25.0,7.265933,350.0,0.0,710.265865,20.387026,159,15.091492,42.810512,0.910904,interfacial_delamination
2664,Copper,Aluminum,61.958,graphite_coated,RSW,7.124,6.986,49.645,,,,,,,,,,6.475437,3.497084,229.861922,112.50442,85.148269,1974.802006,3109.278207,62.478452,240607.241,49.765609,7.960122,35.0,25.0,12.0,350.0,0.0,1409.048042,3.707766,105,19.921381,41.544491,0.940674,interfacial_delamination
2665,Aluminum,Aluminum,122.899,bare,Laser,3.79,7.459,56.052,,,,,525.399499,56.11521,417.668671,1.330361,0.239582,,,,,,,864.532741,30.584932,72416.626,28.266623,5.999182,35.0,25.0,7.885108,350.0,0.0,810.447281,3.810115,275,12.454287,31.210053,0.839591,interfacial_delamination
2666,Copper,Aluminum,130.512,brushed,USW,5.881,6.726,46.257,1213.759879,32.736458,1214.9258,510.111357,,,,,,,,,,,,472.101875,11.935888,21863.078,39.553142,7.096522,35.0,23.380364,7.209014,350.0,0.0,1092.991922,3.304395,245,15.282174,37.835556,0.891608,interfacial_delamination
2667,Copper,StainlessSteel,144.691,silver_plated,USW,7.982,6.734,20.0,1524.43648,26.592084,326.799568,318.610143,,,,,,,,,,,,215.091833,4.001974,5303.925,43.713232,7.46039,3.546406,0.636728,1.472204,203.344961,0.658508,2364.036382,6.082546,2735,8.169161,76.338754,0.128273,mixed
2668,Aluminum,Nickel,176.47,tin_plated,USW,5.994,5.844,20.0,1779.975514,45.156481,583.62831,447.942604,,,,,,,,,,,,339.208118,9.682881,12591.499,33.954018,6.575074,35.0,12.850606,4.621371,350.0,0.122153,1200.029392,4.206007,548,13.458051,51.95993,0.757644,interfacial_delamination
2669,Aluminum,Nickel,95.813,brushed,USW,7.824,2.365,20.0,1228.44036,34.911877,852.468876,226.238243,,,,,,,,,,,,192.628904,10.411215,24916.153,18.502058,4.853612,35.0,13.755061,5.335144,350.0,0.114246,604.951172,4.796473,638,11.977352,44.908266,0.855886,interfacial_delamination
2670,Aluminum,Aluminum,187.591,graphite_coated,USW,6.0,5.663,28.484,1426.92071,33.927736,571.304259,218.18719,,,,,,,,,,,,159.024471,4.680969,7283.94,30.629127,6.244855,12.794971,0.0,0.522015,231.373305,0.64618,1432.871583,2.175345,2469,9.875067,80.67557,0.127261,pullout
2671,Aluminum,Nickel,80.128,silver_plated,Laser,5.969,9.062,24.24,,,,,754.962598,29.685083,181.493183,1.763765,0.237836,,,,,,,3467.889853,64.108666,183335.032,54.093932,8.299068,35.0,25.0,12.0,350.0,0.0,1533.44831,3.58398,190,16.868238,36.006044,0.966421,interfacial_delamination
2672,Aluminum,StainlessSteel,191.088,silver_plated,RSW,8.375,9.09,73.458,,,,,,,,,,10.582824,3.068237,153.538899,105.079605,50.0,2421.778212,40880.238702,537.035496,658887.386,76.122042,9.844877,35.0,25.0,12.0,350.0,0.0,2112.555984,6.844389,50,16.15576,38.285697,0.999082,interfacial_delamination
2673,Copper,Aluminum,184.129,bare,USW,7.269,4.048,20.0,1646.035949,41.308131,765.020681,273.028066,,,,,,,,,,,,225.467383,7.662212,9946.981,29.425888,6.120964,35.0,4.492776,4.878607,337.082914,0.212742,982.66655,3.239732,837,19.421447,47.622316,0.769448,interfacial_delamination
2674,Aluminum,Aluminum,71.074,gold_plated,USW,3.871,5.012,36.292,2090.665977,15.40208,960.589758,255.93155,,,,,,,,,,,,242.678168,12.508568,51208.72,19.400956,4.970117,35.0,25.0,1.746798,350.0,0.46981,1080.940456,3.426556,1676,13.864084,64.204019,0.551006,porosity_cracking
2675,Aluminum,StainlessSteel,114.243,oxide_heavy,RSW,8.902,6.339,88.78,,,,,,,,,,15.496377,3.097573,151.676898,92.533023,76.232519,2307.751427,287993.506878,5103.439932,10472064.34,56.431252,8.476468,35.0,25.0,12.0,350.0,0.0,1567.565469,15.999988,211,14.668642,39.244653,0.96816,interfacial_delamination
2676,Copper,StainlessSteel,130.475,oxide_heavy,USW,8.692,6.621,20.815,2251.578971,29.987926,1089.047201,267.288442,,,,,,,,,,,,442.644157,7.691063,11281.965,57.553052,8.560305,35.0,4.871375,4.032129,350.0,0.30628,2301.003608,15.045031,839,15.979879,50.86124,0.712811,interfacial_delamination
2677,Aluminum,Nickel,74.85,silver_plated,USW,4.747,6.162,27.27,1039.565515,21.480743,821.606429,197.376681,,,,,,,,,,,,114.016531,3.898259,11959.9,26.532209,5.812216,6.26913,0.0,2.76076,350.0,0.749897,1416.511633,2.091869,2903,9.73223,80.479602,0.178111,tearing
2678,Aluminum,StainlessSteel,122.457,bare,USW,7.767,7.345,29.118,1034.210428,41.319748,549.153539,308.805254,,,,,,,,,,,,154.496273,2.707919,5212.887,41.50841,7.269811,4.171366,0.231404,1.967173,207.281451,0.620287,2273.925223,7.028081,2862,13.688561,82.714115,0.165846,mixed
2679,Copper,Aluminum,78.775,brushed,USW,4.621,3.98,20.0,1396.623433,31.690087,645.726998,183.446973,,,,,,,,,,,,159.849966,8.69207,26342.135,18.074636,4.797222,35.0,7.284705,5.315558,350.0,0.069866,622.000181,4.001232,233,18.435367,45.052024,0.844154,interfacial_delamination
2680,Copper,Nickel,107.794,bare,Laser,3.926,4.619,20.0,,,,,732.091852,16.967409,208.763902,0.397321,0.185486,,,,,,,1963.46635,108.265223,192436.265,18.135707,4.80532,35.0,25.0,12.0,350.0,0.0,530.016619,5.291846,265,13.17104,36.016526,0.94253,interfacial_delamination
2681,Aluminum,StainlessSteel,120.197,nickel_plated,USW,6.427,2.0,23.632,1319.239657,32.073139,406.973186,50.0,,,,,,,,,,,,32.725002,2.545815,4988.719,8.752117,3.338194,4.932135,1.11487,1.73345,200.103142,0.591544,504.505827,25.0,2529,13.515656,78.380926,0.158158,tearing
2682,Copper,Nickel,63.959,nickel_plated,Laser,6.408,7.073,24.658,,,,,709.682547,53.558828,219.44295,1.083022,0.189325,,,,,,,1757.033198,38.765951,116142.245,45.324134,7.59661,35.0,25.0,12.0,350.0,0.0,1283.828455,3.785655,293,13.446203,39.646905,0.989113,interfacial_delamination
2683,Copper,Nickel,31.999,nickel_plated,Laser,6.246,4.842,52.601,,,,,919.721469,7.316183,0.0,0.0,0.219405,,,,,,,7557.773103,249.899276,1496179.039,30.243277,6.205396,35.0,25.0,12.0,350.0,0.0,895.203435,4.268729,50,18.694246,40.784888,0.982873,interfacial_delamination
2684,Copper,Nickel,161.756,tin_plated,USW,2.238,2.0,20.0,1494.157734,30.451443,813.812169,504.285865,,,,,,,,,,,,472.09971,105.483165,124951.015,4.475593,2.387154,35.0,25.0,12.0,350.0,0.0,174.995507,12.155141,146,16.082621,41.661457,0.995876,interfacial_delamination
2685,Copper,Aluminum,109.755,graphite_coated,USW,4.087,3.823,32.54,1643.253178,19.327391,765.261223,388.783192,,,,,,,,,,,,313.159092,20.042554,43595.049,15.62471,4.460269,35.0,25.0,12.0,350.0,0.0,484.81635,4.756872,144,19.665779,35.142207,1.0,interfacial_delamination
2686,Copper,StainlessSteel,147.659,nickel_plated,Laser,8.601,5.729,20.0,,,,,282.62796,47.229793,0.0,0.0,0.25958,,,,,,,365.160675,7.410888,9608.099,48.181354,7.832395,35.0,4.389784,5.902052,342.5866,0.0,1413.136932,9.346707,399,14.501336,37.510356,0.830316,interfacial_delamination
2687,Copper,Titanium,102.863,brushed,RSW,7.293,8.31,61.926,,,,,,,,,,14.587535,4.412717,78.427131,77.329834,51.178858,1105.886664,24002.001902,396.047063,945633.133,54.165649,8.304568,35.0,25.0,12.0,350.0,0.0,1504.17646,6.275337,50,14.825952,32.980747,0.953726,interfacial_delamination
2688,Aluminum,Nickel,93.491,brushed,USW,4.288,7.456,20.0,1326.546234,17.09267,636.239611,377.85621,,,,,,,,,,,,218.825075,6.84479,16794.364,31.009829,6.283545,33.064497,4.987867,3.547581,350.0,0.378338,1380.080289,3.866898,1329,16.682405,60.033488,0.69823,interfacial_delamination
2689,Copper,Titanium,140.35,silver_plated,USW,8.521,2.0,92.258,789.185716,43.316029,518.642907,86.694254,,,,,,,,,,,,30.521504,1.791017,3226.224,9.910127,3.552178,6.0331,0.0,0.973402,154.360145,0.486192,540.486253,11.290079,1898,14.310745,73.646107,0.131552,tearing
2690,Copper,Aluminum,71.337,nickel_plated,Laser,4.987,4.571,52.292,,,,,928.646463,49.157092,111.254046,0.606092,0.13704,,,,,,,1472.19583,64.574681,215991.077,22.798344,5.387741,35.0,25.0,12.0,350.0,0.0,664.57587,4.024336,224,17.778382,41.512137,1.0,interfacial_delamination
2691,Aluminum,Nickel,29.839,oxide_heavy,USW,2.0,7.099,32.291,1692.449147,19.9471,659.396597,393.779343,,,,,,,,,,,,328.384125,23.128494,177620.953,14.053138,4.230013,35.0,25.0,11.129179,350.0,0.0,439.27877,9.63206,50,16.132385,39.285597,0.971487,interfacial_delamination
2692,Copper,StainlessSteel,115.179,nickel_plated,USW,7.546,5.227,30.244,1819.437408,35.409334,842.120065,179.841382,,,,,,,,,,,,219.332961,5.561392,9254.516,39.181544,7.063108,16.059427,1.406061,2.800677,298.093558,0.649643,2026.544525,9.544539,2270,12.331247,78.542437,0.269597,pullout
2693,Aluminum,Nickel,155.25,graphite_coated,USW,5.902,3.376,50.767,1823.075437,22.788803,612.279592,301.711586,,,,,,,,,,,,268.191029,13.459268,19913.768,19.48715,4.981145,35.0,25.0,6.023616,350.0,0.0,601.005254,5.903551,314,16.998391,39.551248,0.821178,interfacial_delamination
2694,Copper,Aluminum,161.307,nickel_plated,RSW,6.802,5.218,26.727,,,,,,,,,,19.61347,3.579056,272.663012,77.30003,153.491536,1811.823444,34102.082875,960.763681,1420883.01,35.328447,6.706831,35.0,25.0,12.0,350.0,0.0,999.882197,3.516959,66,15.512701,39.704474,0.969274,interfacial_delamination
2695,Copper,Aluminum,103.253,bare,USW,5.102,6.744,55.654,1124.254424,33.378477,457.978346,311.489294,,,,,,,,,,,,182.944093,5.31669,12339.181,30.947595,6.277237,12.725102,1.835626,3.424315,350.0,0.590124,1444.625379,1.772951,2112,15.728714,76.466036,0.29402,pullout
2696,Aluminum,Nickel,100.715,brushed,Laser,5.087,7.923,20.0,,,,,647.142358,45.458765,153.206059,0.924386,0.057077,,,,,,,4961.697018,123.107352,280074.758,40.303824,7.163548,35.0,25.0,12.0,350.0,0.0,1149.970964,4.079368,97,14.672303,39.655335,0.930045,interfacial_delamination
2697,Copper,Nickel,54.786,silver_plated,Laser,5.513,2.0,51.959,,,,,200.644377,28.813208,10.0,1.123687,0.217141,,,,,,,113.481831,10.292271,36042.255,11.025928,3.746818,35.0,14.455765,7.090868,350.0,0.0,363.262069,6.002165,400,14.642151,37.131969,0.915748,interfacial_delamination
2698,Copper,Copper,174.34,brushed,Laser,3.145,7.201,20.0,,,,,391.428919,58.694881,199.518856,0.299943,0.160513,,,,,,,377.36606,16.662104,19420.88,22.648163,5.369966,35.0,25.0,4.746737,350.0,0.218523,778.957227,3.475636,1077,9.224809,54.753404,0.737303,interfacial_delamination
2699,Copper,Nickel,140.846,bare,RSW,5.488,7.95,34.326,,,,,,,,,,5.282514,1.475969,199.436115,96.072047,94.925207,997.115308,1934.112413,44.327068,60327.734,38.411778,6.993382,35.0,25.0,12.0,350.0,0.0,1079.199741,4.110772,50,20.368357,39.117209,0.998118,interfacial_delamination
2700,Copper,Aluminum,115.038,nickel_plated,USW,5.636,5.875,59.329,788.245162,19.146472,617.708663,271.260268,,,,,,,,,,,,97.541194,2.946029,6168.512,25.53501,5.701946,5.363751,0.752169,1.975689,225.891928,0.633972,1429.146342,1.643301,2760,16.837225,83.506609,0.185877,tearing
2701,Copper,Aluminum,98.304,brushed,USW,4.877,7.884,43.278,1554.185968,25.106174,1200.362635,274.564873,,,,,,,,,,,,299.312733,7.784812,18934.571,38.448293,6.996705,35.0,4.223648,4.999476,350.0,0.193392,1260.171727,3.143284,791,14.306022,44.671544,0.789916,interfacial_delamination
2702,Copper,Nickel,75.884,bare,USW,6.423,3.683,32.914,1554.404533,29.747721,969.052559,213.743581,,,,,,,,,,,,249.265345,10.536516,26633.77,23.657283,5.488296,35.0,17.293583,3.764627,350.0,0.34889,1024.928009,4.306564,1334,11.331746,54.851083,0.704142,interfacial_delamination
2703,Copper,Nickel,139.003,silver_plated,USW,5.799,6.868,42.398,1276.119512,27.063107,537.453948,427.584638,,,,,,,,,,,,283.339052,7.114382,9847.696,37.763725,6.934138,35.0,3.707672,3.132412,313.694887,0.36316,1879.538199,3.2827,1180,13.171439,61.607934,0.676852,porosity_cracking
2704,Copper,Copper,131.356,nickel_plated,USW,7.42,9.084,49.563,1769.650031,28.275465,507.358597,218.289047,,,,,,,,,,,,201.116149,2.983765,4660.649,50.835,8.045193,1.579809,0.0,0.05,172.821718,0.617929,2078.506232,0.740283,2673,8.857457,76.003186,0.074816,tearing
2705,Copper,Copper,80.705,brushed,USW,8.868,8.061,33.592,1292.101956,28.082678,390.404262,325.344294,,,,,,,,,,,,205.997568,2.88152,7281.414,51.55415,8.1019,4.300016,0.0,1.010418,237.081457,0.613448,2580.427969,0.930102,2672,9.507519,80.706796,0.077375,pullout
2706,Copper,Aluminum,88.978,tin_plated,Laser,4.497,8.583,20.0,,,,,495.652155,28.499946,145.864598,0.850156,0.199051,,,,,,,1574.72246,40.794171,109391.033,38.601654,7.010646,35.0,25.0,12.0,350.0,0.0,1070.570657,3.638545,50,19.861061,37.736986,0.993564,interfacial_delamination
2707,Copper,Nickel,171.64,bare,USW,5.992,7.527,20.0,1160.471875,29.156848,723.324764,50.0,,,,,,,,,,,,33.462401,0.741981,848.171,18.811691,4.894056,10.763667,1.538784,0.372901,101.038224,0.338914,878.792613,2.268676,1445,21.724385,60.876665,0.199485,mixed
2708,Copper,Aluminum,106.145,nickel_plated,Laser,7.695,6.881,65.434,,,,,230.111428,72.951277,288.834004,0.391789,0.121991,,,,,,,633.003551,11.954027,26931.374,52.953166,8.211094,35.0,23.770263,12.0,350.0,0.0,1488.753242,3.562656,140,15.569384,41.520447,0.963891,interfacial_delamination
2709,Aluminum,Nickel,39.647,gold_plated,USW,7.261,7.216,36.692,1366.480683,24.33035,987.680434,138.361922,,,,,,,,,,,,127.090232,2.425438,14053.122,39.564723,7.097561,8.337655,0.0,1.877407,350.0,0.599352,2196.595655,1.885065,2506,15.166083,70.169274,0.170828,mixed
2710,Aluminum,Nickel,88.327,gold_plated,Laser,6.326,7.669,50.238,,,,,467.822509,13.350072,140.738805,1.290087,0.195792,,,,,,,4420.897895,91.127605,236431.399,48.513268,7.859326,35.0,25.0,12.0,350.0,0.0,1382.443099,3.372629,265,18.79554,30.211654,0.974549,interfacial_delamination
2711,Aluminum,Nickel,78.917,brushed,RSW,5.801,7.301,75.113,,,,,,,,,,10.290124,1.164038,121.395915,139.480171,71.603751,2269.426644,5687.168261,134.279996,389923.572,42.353056,7.343404,35.0,25.0,12.0,350.0,0.0,1176.631709,4.036172,50,17.295505,48.40235,0.977136,interfacial_delamination
