nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J
5.621,24.811,7.667,1.974,134.8,0.316,0.3888,5016.2,3231.8,83.0,82.5,True,7.442,140.773
3.505,9.647,13.483,3.459,202.3,0.13,0.6625,1482.1,941.6,63.2,91.0,False,46.053,34.408
5.497,23.73,8.807,4.145,217.4,0.276,0.4073,3818.3,2432.0,80.6,89.1,True,48.552,134.954
5.663,25.183,8.328,3.14,225.6,0.334,0.4447,4853.0,3175.0,82.6,112.6,True,28.263,153.712
4.271,14.326,10.683,1.502,164.2,0.194,0.5344,2680.4,1748.1,72.6,113.1,True,66.738,69.123
4.357,14.911,11.739,1.743,178.8,0.184,0.3574,2653.2,1712.8,75.0,87.4,True,39.835,62.155
5.408,22.972,9.945,2.141,152.2,0.245,0.3289,5397.3,3506.3,78.3,100.0,True,63.984,128.421
5.172,21.006,8.697,4.041,226.8,0.239,0.2942,3477.9,2275.8,82.6,93.3,True,42.521,108.938
2.595,5.289,11.8,1.556,148.7,0.108,0.4261,915.5,591.6,67.5,86.7,True,80.855,19.234
3.099,7.544,15.799,1.471,127.6,0.123,0.1668,1153.7,754.8,58.1,96.4,False,186.802,29.623
5.018,19.775,9.572,1.97,191.8,0.343,0.5191,4358.2,2828.4,80.4,117.4,True,9.248,103.353
6.0,28.274,2.052,7.375,264.9,0.534,0.3032,3697.0,2388.1,88.8,93.4,True,50.026,312.096
5.622,24.827,9.248,3.597,182.8,0.275,0.2766,4243.7,2787.9,78.5,91.2,True,22.458,134.3
6.0,28.274,3.63,4.083,179.2,0.382,0.408,5254.2,3449.8,93.1,93.4,True,52.089,207.81
4.37,15.0,11.697,2.077,178.2,0.186,0.3345,2891.4,1867.5,73.2,103.3,True,27.47,64.052
4.651,16.991,16.719,1.861,144.2,0.239,0.8443,2617.7,1690.7,57.4,79.2,False,42.889,94.96
4.498,15.89,10.431,3.063,183.2,0.192,0.4017,2813.8,1837.2,74.1,97.3,True,59.74,76.807
4.803,18.12,10.862,1.543,157.8,0.249,0.2822,3219.3,2115.8,73.6,79.3,True,107.014,100.929
5.436,23.213,6.019,3.189,210.8,0.278,0.4618,4527.2,2928.8,86.3,79.8,True,28.398,118.426
6.0,28.274,6.876,8.734,245.3,0.806,0.3396,3294.8,2177.7,82.6,94.1,True,20.41,498.978
6.0,28.274,4.293,6.613,342.5,0.922,0.2974,3739.1,2406.7,86.7,110.6,True,73.098,434.227
6.0,28.274,4.583,3.802,193.7,0.526,0.3308,5274.8,3407.8,92.6,90.9,True,20.484,265.973
6.0,28.274,3.895,5.094,147.0,0.462,0.2948,4601.5,3000.7,90.1,100.7,True,19.02,262.46
4.333,14.745,10.771,2.894,231.6,0.215,0.6942,2774.2,1801.6,75.8,104.5,True,11.17,69.745
6.0,28.274,4.594,8.087,300.0,1.213,0.1106,3595.4,2354.2,73.3,131.7,True,162.685,686.65
4.759,17.79,9.38,1.584,121.1,0.233,0.4181,3255.2,2116.7,77.2,86.5,True,15.799,91.579
2.873,6.481,13.818,1.989,158.4,0.116,0.5579,1095.2,737.6,65.0,89.1,False,25.623,24.912
6.0,28.274,2.951,4.355,199.8,0.664,0.2184,5401.0,3483.3,93.9,120.5,True,31.658,353.928
5.548,24.177,9.806,3.641,238.5,0.322,1.0092,4060.5,2677.1,75.5,88.7,True,15.629,144.334
3.655,10.49,15.269,3.115,204.6,0.152,0.8633,1560.3,1053.2,64.8,98.3,False,17.632,49.749
6.0,28.274,6.228,2.452,163.5,0.379,0.3119,5900.6,3820.9,75.7,82.1,True,28.733,178.482
6.0,28.274,3.382,3.85,221.7,0.379,0.1877,6500.0,4207.7,95.2,106.1,True,36.737,232.667
6.0,28.274,5.164,3.67,230.8,0.738,0.1756,6154.5,3984.5,85.3,122.3,True,148.851,258.353
6.0,28.274,4.545,6.113,222.9,0.379,0.4183,3834.7,2482.3,86.5,95.7,True,37.859,205.187
6.0,28.274,3.056,4.155,235.5,0.473,0.4741,5291.5,3454.1,98.1,88.1,True,38.476,234.52
6.0,28.274,5.014,9.231,260.2,0.825,0.2215,3414.8,2254.0,75.8,105.4,True,137.755,512.147
4.615,16.728,8.23,1.93,139.3,0.245,0.3711,3312.8,2162.9,79.3,78.8,True,13.133,98.713
4.926,19.059,14.269,3.264,198.2,0.221,1.09,2936.3,1860.8,61.0,90.8,False,17.465,97.02
6.0,28.274,4.641,5.62,309.7,0.839,0.3209,4373.0,2827.1,94.5,105.0,True,26.973,391.368
6.0,28.274,4.134,3.14,144.7,0.378,0.3389,6500.0,4241.8,90.4,107.1,True,14.466,231.684
6.0,28.274,5.228,5.859,363.2,0.99,0.2556,4564.0,2923.0,86.7,114.2,True,35.774,357.47
6.0,28.274,3.763,7.74,355.6,0.973,0.233,3489.8,2280.2,85.6,95.9,True,56.008,532.957
6.0,28.274,9.314,5.775,249.2,0.351,0.2463,3616.4,2335.8,75.2,98.3,True,118.457,186.428
3.678,10.622,10.016,1.077,100.0,0.161,0.147,1964.1,1274.1,70.3,108.9,True,164.795,48.882
3.257,8.329,17.93,1.573,126.0,0.138,0.3838,1173.0,750.6,55.1,81.7,False,164.794,39.617
5.172,21.007,13.921,2.908,134.8,0.246,0.7825,3368.7,2176.4,64.2,92.3,False,14.561,113.815
4.438,15.467,12.284,2.735,171.0,0.191,0.3635,2695.9,1772.5,69.7,90.7,False,39.891,76.554
6.0,28.274,7.332,3.729,214.1,0.4,0.4502,4949.8,3199.1,78.4,88.9,True,36.352,190.884
6.0,28.274,4.043,4.705,240.2,0.718,0.3493,4822.6,3165.8,90.6,92.9,True,59.963,380.802
4.145,13.493,11.521,2.538,161.3,0.172,0.1713,2468.8,1585.8,76.2,93.4,True,56.405,63.539
6.0,28.274,6.444,2.894,205.8,0.468,0.5985,5862.5,3786.9,90.3,109.0,True,25.789,200.011
4.06,12.947,11.142,2.876,189.1,0.161,0.3379,2252.1,1470.4,70.0,96.1,True,80.67,55.517
6.0,28.274,6.629,2.859,176.9,0.42,0.4268,5862.9,3804.7,79.6,106.1,True,10.578,175.166
4.771,17.881,12.619,2.339,131.3,0.236,0.1024,3121.9,2039.0,64.0,94.9,False,228.651,106.909
6.0,28.274,6.349,4.609,243.8,0.428,0.2214,4552.7,2951.9,84.3,85.7,True,77.181,207.368
6.0,28.274,3.61,4.791,227.1,0.546,0.2402,5003.1,3239.5,100.0,121.8,True,23.228,282.332
6.0,28.274,4.611,2.964,188.2,0.404,0.08,5831.0,3797.5,88.3,94.8,True,257.097,193.07
5.596,24.594,8.944,3.87,251.5,0.352,0.3973,4313.8,2837.5,69.1,99.3,True,27.557,140.417
6.0,28.274,7.64,6.445,174.8,0.624,0.3008,3338.5,2186.8,77.9,97.0,True,39.753,374.171
6.0,28.274,4.103,6.466,257.0,0.444,0.2121,3619.2,2333.3,84.8,94.6,True,54.05,250.378
4.272,14.336,8.745,4.42,224.9,0.21,0.2363,2291.5,1519.2,76.3,91.7,True,50.848,89.654
6.0,28.274,6.716,4.474,262.0,0.588,0.2639,4634.5,3027.4,80.2,91.8,True,121.207,302.968
5.541,24.117,7.774,3.452,191.0,0.278,0.3215,4321.0,2791.7,87.5,93.7,True,55.901,135.996
6.0,28.274,7.723,5.58,252.1,0.354,0.445,3827.3,2536.6,84.4,94.4,True,24.28,188.334
6.0,28.274,5.253,5.124,207.7,0.407,0.4047,4382.0,2865.8,89.3,97.8,True,27.531,224.612
6.0,28.274,5.947,4.803,217.8,0.35,0.3751,4510.6,2966.5,86.8,96.5,True,24.195,185.367
5.767,26.121,6.848,2.84,122.7,0.293,0.336,5120.5,3289.8,85.8,97.7,True,48.542,146.715
2.974,6.948,12.307,1.255,115.7,0.121,0.428,1089.1,699.1,64.7,94.6,False,62.152,28.271
4.803,18.121,12.197,2.821,228.8,0.243,0.4113,3247.5,2073.5,66.5,110.5,False,59.699,83.993
6.0,28.274,4.025,5.792,193.7,0.582,0.3179,4121.3,2696.2,86.7,90.9,True,54.652,344.658
6.0,28.274,8.113,8.031,281.0,0.569,0.2752,3130.8,2049.5,80.6,91.5,True,164.057,335.86
6.0,28.274,3.854,7.382,336.7,0.896,0.285,3480.6,2262.8,87.5,92.9,True,31.964,486.612
4.172,13.673,11.33,1.878,103.2,0.181,0.3904,2435.4,1537.4,70.8,96.3,True,33.088,69.143
6.0,28.274,6.54,3.436,183.5,0.386,0.3122,6383.5,4129.0,86.1,112.3,True,15.47,238.279
6.0,28.274,7.231,4.77,203.2,0.374,0.5287,4359.0,2826.2,75.8,94.5,True,8.019,201.725
5.677,25.31,6.582,3.182,131.5,0.3,0.3702,4838.9,3138.3,82.8,91.3,True,44.282,151.418
6.0,28.274,4.664,6.922,202.9,0.648,0.1326,3488.3,2280.0,81.5,86.3,True,78.182,390.374
5.189,21.149,8.22,3.848,193.5,0.259,0.1983,3590.4,2319.4,75.0,95.9,True,61.128,123.068
6.0,28.274,5.967,5.852,175.4,0.568,0.3017,3868.5,2563.4,86.3,94.0,True,35.492,335.393
4.708,17.406,8.844,2.184,157.6,0.2,0.403,4192.0,2758.0,81.8,106.6,True,24.267,93.299
6.0,28.274,3.701,4.0,255.6,0.467,0.3627,5196.0,3369.4,78.8,83.6,True,59.749,231.153
6.0,28.274,5.707,4.951,211.5,0.409,0.4413,4418.9,2873.2,86.0,103.5,True,24.173,226.266
6.0,28.274,4.904,8.038,346.7,1.129,0.2792,3395.1,2214.0,92.6,86.4,True,86.536,625.91
6.0,28.274,6.46,6.087,260.4,0.73,0.5749,3662.4,2351.5,82.1,85.1,True,8.441,387.947
6.0,28.274,6.922,4.183,169.8,0.44,0.298,4767.2,3099.0,83.4,99.1,True,57.398,247.573
6.0,28.274,6.759,4.488,196.4,0.347,0.2235,4624.5,2991.4,85.7,96.3,True,84.87,183.515
3.995,12.535,10.61,2.313,100.6,0.161,0.166,2393.7,1564.5,68.8,93.2,True,90.072,55.901
4.796,18.067,7.348,3.17,180.9,0.199,0.1769,3392.2,2221.1,88.3,95.4,True,164.538,82.005
6.0,28.274,7.024,4.487,187.1,0.688,0.3369,4823.6,3108.0,88.8,113.8,True,49.558,368.391
6.0,28.274,5.358,8.2,239.8,0.722,0.2692,3414.9,2249.4,85.0,102.3,True,69.838,441.361
4.925,19.05,11.346,3.952,205.2,0.223,0.4218,2940.3,1895.1,71.4,90.3,True,22.927,98.272
5.177,21.047,7.028,1.819,119.9,0.295,0.3017,4490.8,2923.6,87.8,99.3,True,25.064,110.963
6.0,28.274,5.629,4.928,221.5,0.376,0.2003,4526.5,2944.5,84.6,98.0,True,120.684,203.389
6.0,28.274,6.31,4.471,254.1,0.561,0.3733,4696.4,3051.1,85.4,87.0,True,31.083,286.927
5.471,23.509,11.067,3.065,143.9,0.283,0.2109,4057.4,2629.6,74.1,94.5,True,46.644,139.423
4.286,14.429,14.07,2.449,161.5,0.179,0.2835,2459.7,1615.1,63.6,88.5,False,75.819,68.284
6.0,28.274,5.378,4.175,209.6,0.549,0.2802,5224.8,3387.8,89.4,114.0,True,59.062,284.367
5.239,21.558,9.38,3.538,204.5,0.235,0.2152,4399.8,2849.0,68.8,101.2,True,172.358,120.504
6.0,28.274,5.947,3.75,178.4,0.346,0.4573,5207.2,3392.9,83.4,88.1,True,23.513,182.814
6.0,28.274,7.842,2.289,140.9,0.358,0.2497,6036.2,3923.9,81.7,119.7,True,54.615,168.49
6.0,28.274,7.516,3.451,207.6,0.502,0.08,5125.6,3288.4,86.1,94.1,True,162.913,251.931
4.867,18.606,8.817,2.506,188.3,0.263,0.3017,3785.5,2487.3,72.5,101.5,True,86.448,94.309
3.893,11.902,16.855,2.358,166.1,0.16,0.9895,1825.5,1206.6,56.3,88.3,False,26.028,55.239
3.859,11.697,9.25,2.692,222.7,0.166,0.355,2346.3,1499.1,86.3,114.0,True,16.217,52.235
6.0,28.274,2.764,3.199,194.9,0.536,0.4466,6208.6,4005.5,93.7,101.2,True,15.682,234.872
6.0,28.274,6.259,7.626,272.6,0.553,0.4975,3319.5,2163.0,82.2,90.9,True,87.754,325.229
6.0,28.274,5.932,3.02,203.6,0.423,0.3927,5872.3,3807.7,80.0,117.4,True,32.065,207.61
6.0,28.274,5.529,4.558,304.2,0.774,0.3458,5486.2,3574.2,82.8,117.5,True,33.031,272.701
6.0,28.274,4.132,7.674,341.1,1.057,0.4016,3523.6,2326.9,88.0,98.3,True,36.898,582.875
6.0,28.274,5.7,3.431,178.4,0.632,0.2586,5648.1,3669.8,82.2,105.7,True,36.011,284.55
5.787,26.298,11.235,2.39,157.0,0.327,0.9883,5083.0,3289.4,75.0,106.4,True,10.028,149.631
5.211,21.324,7.173,2.564,163.1,0.26,0.3009,4323.0,2821.3,80.1,94.8,True,19.496,123.991
4.982,19.494,10.651,2.688,168.3,0.239,0.3084,3552.3,2323.8,76.1,95.9,True,76.236,109.106
6.0,28.274,2.589,4.286,271.3,0.882,0.2281,6042.0,3974.8,90.8,119.9,True,83.206,314.827
6.0,28.274,6.82,6.653,267.8,0.841,0.5136,3458.6,2234.2,81.0,124.1,True,14.59,461.231
5.883,27.179,7.46,3.142,169.0,0.32,0.259,5134.7,3320.9,78.0,85.7,True,104.773,164.723
5.861,26.983,5.28,2.433,146.3,0.353,0.5646,5768.2,3730.3,80.6,80.7,True,10.126,162.664
4.131,13.401,11.372,3.376,186.8,0.175,0.4723,2160.7,1411.0,68.5,92.7,True,20.185,65.578
4.363,14.953,9.947,1.103,135.7,0.232,0.4861,2782.4,1792.7,70.4,103.4,True,22.031,78.455
5.285,21.94,7.309,3.359,161.0,0.264,0.3384,3986.9,2590.5,75.6,105.5,True,49.386,126.546
4.519,16.039,13.022,1.652,112.7,0.181,0.3542,3236.7,2110.2,68.1,104.2,False,105.58,78.236
3.049,7.302,12.626,0.697,105.7,0.118,0.5661,1321.4,856.2,69.6,108.7,False,41.148,29.726
6.0,28.274,5.478,7.751,220.3,0.746,0.2772,3412.5,2214.5,78.2,101.0,True,110.427,457.562
4.353,14.879,9.584,1.592,100.0,0.187,0.3518,2719.4,1770.0,74.6,98.2,True,75.845,73.595
4.565,16.364,14.31,2.805,172.7,0.202,0.6149,2616.4,1685.2,66.8,88.8,False,43.2,84.011
5.638,24.964,9.02,3.808,193.1,0.287,0.1541,4195.4,2733.5,73.0,91.1,True,53.713,142.597
6.0,28.274,4.626,7.848,246.0,0.662,0.3081,3495.1,2282.0,78.4,100.4,True,24.107,399.886
4.587,16.528,8.227,2.078,171.9,0.233,0.2155,3484.0,2262.9,75.0,108.1,True,152.231,92.868
6.0,28.274,6.239,6.518,221.5,0.612,0.199,3404.1,2243.8,83.2,91.2,True,123.457,365.806
4.239,14.113,9.784,2.776,153.5,0.186,0.3032,2548.3,1666.5,70.9,101.0,True,55.619,73.177
6.0,28.274,6.576,9.064,267.6,0.758,0.3685,3296.1,2135.2,76.0,102.9,True,66.043,465.717
6.0,28.274,6.917,5.763,299.0,0.758,0.3445,3831.6,2500.3,89.4,92.9,True,64.175,404.768
4.981,19.483,5.385,2.568,112.3,0.233,0.3041,4090.3,2663.1,80.8,104.0,True,71.417,105.254
5.255,21.691,9.523,2.579,192.8,0.297,0.2784,4275.1,2774.8,75.2,107.5,True,24.744,111.621
4.845,18.437,10.693,1.837,134.3,0.206,0.3364,3394.4,2209.6,79.7,100.9,True,38.422,86.905
4.127,13.377,13.982,2.053,189.9,0.215,0.8692,2404.1,1556.2,67.1,93.5,False,12.265,69.614
5.386,22.785,8.109,4.608,225.5,0.263,0.3566,3536.6,2308.3,80.4,98.0,True,15.208,125.536
6.0,28.274,4.697,7.855,240.2,0.699,0.227,3443.9,2239.2,81.8,103.6,True,50.679,425.729
4.89,18.782,7.809,2.031,178.7,0.238,0.4463,4025.4,2604.1,75.1,126.7,True,11.234,95.915
3.26,8.348,17.657,1.838,181.4,0.123,0.928,1553.6,991.0,50.4,100.9,False,39.406,33.726
6.0,28.274,4.909,3.567,152.3,0.517,0.3259,5411.8,3488.5,95.9,86.1,True,19.853,260.483
6.0,28.274,9.863,7.301,245.5,0.552,0.6421,3038.4,1974.7,80.6,92.9,True,56.228,324.625
6.0,28.274,2.84,5.368,285.8,0.642,0.1807,4456.4,2908.4,91.8,94.9,True,200.411,335.129
6.0,28.274,4.764,4.613,263.6,0.529,0.2864,4796.5,3130.7,90.9,91.9,True,58.524,268.154
6.0,28.274,6.554,3.984,253.8,0.469,0.3223,5171.3,3353.9,87.4,113.1,True,69.688,235.972
5.701,25.525,8.027,2.687,115.0,0.251,0.2655,5982.8,3876.1,70.9,111.0,True,62.224,132.833
6.0,28.274,4.089,4.452,258.1,0.503,0.2423,5203.5,3410.8,88.6,113.3,True,66.649,256.671
4.239,14.113,16.744,3.626,192.4,0.191,0.9528,1922.2,1262.3,56.0,96.4,False,27.026,76.063
3.142,7.756,12.098,3.256,196.7,0.129,0.5076,1236.8,783.6,67.4,95.5,False,44.846,33.914
6.0,28.274,5.547,4.031,150.5,0.339,0.2172,4979.4,3214.2,90.9,104.0,True,65.176,177.782
5.33,22.312,8.541,1.958,163.1,0.239,0.567,5303.3,3457.8,72.8,102.0,True,17.242,123.302
5.491,23.684,7.349,3.156,219.5,0.301,0.2406,4653.7,2998.6,72.8,114.9,True,44.9,133.686
4.026,12.733,11.531,1.692,108.6,0.166,0.4459,2248.0,1463.6,68.6,98.7,True,47.038,58.935
4.571,16.41,8.226,2.382,209.8,0.188,0.4565,3948.7,2564.7,85.4,105.0,True,26.786,83.984
5.927,27.588,6.686,4.683,223.5,0.321,0.329,4473.7,2902.3,84.7,95.6,True,43.749,165.289
5.288,21.96,5.022,4.831,235.7,0.266,0.3405,3607.2,2352.1,81.5,83.5,True,78.634,127.587
6.0,28.274,7.089,4.314,256.3,0.424,0.3422,4710.4,3063.6,83.8,83.1,True,35.063,205.484
4.328,14.71,11.945,1.502,148.6,0.233,0.0901,2975.3,1909.5,74.2,111.6,True,144.148,60.077
5.91,27.433,4.81,3.6,141.9,0.303,0.2337,5207.7,3394.6,84.6,96.2,True,23.528,153.296
3.1,7.549,13.953,2.337,203.9,0.113,0.3247,1576.5,1007.2,60.0,101.5,False,47.502,25.925
5.612,24.733,6.517,3.534,238.9,0.388,0.1994,4776.8,3130.9,74.5,109.2,True,139.106,158.773
5.297,22.036,8.662,1.747,161.2,0.283,0.2826,4450.3,2875.0,75.1,108.9,True,14.909,123.219
6.0,28.274,4.329,2.813,184.1,0.446,0.1641,5979.8,3880.1,88.2,86.8,True,95.391,218.499
6.0,28.274,4.996,4.17,236.0,0.386,0.3368,6076.8,3938.4,88.2,110.3,True,26.566,237.767
5.209,21.311,7.54,2.864,163.7,0.235,0.3554,4091.2,2632.5,87.3,100.4,True,40.39,106.421
6.0,28.274,8.313,3.889,211.1,0.585,0.2107,4758.8,3071.5,78.6,90.8,True,60.735,301.079
5.423,23.094,13.153,2.941,150.6,0.248,0.5049,3776.6,2460.4,68.9,98.0,False,9.538,115.751
4.672,17.145,11.811,1.942,150.0,0.216,0.3458,3066.0,1978.0,70.0,83.6,True,64.932,81.209
4.554,16.29,10.971,1.966,141.1,0.199,0.4538,3024.9,1997.3,69.9,94.6,True,49.959,81.773
6.0,28.274,1.824,2.586,174.8,0.329,0.2211,6500.0,4205.2,100.0,105.3,True,100.735,193.93
6.0,28.274,3.027,3.946,169.1,0.335,0.3694,5359.0,3464.9,92.3,96.9,True,10.332,175.485
5.746,25.928,9.709,2.393,124.9,0.336,0.419,4969.6,3239.9,74.1,82.4,True,12.078,153.005
6.0,28.274,6.935,6.253,216.5,0.518,0.5776,3563.3,2304.6,80.3,100.6,True,51.336,301.079
3.494,9.585,14.48,2.282,178.3,0.149,0.3839,1617.2,1043.8,64.5,96.9,False,60.151,47.406
6.0,28.274,5.279,3.93,248.4,0.334,0.223,5137.6,3352.5,91.3,85.7,True,82.985,151.355
5.347,22.453,7.992,2.028,148.6,0.246,0.4474,5442.9,3561.5,83.4,102.9,True,56.942,129.093
5.297,22.039,12.013,3.054,195.0,0.257,0.7312,4493.2,2923.9,75.8,100.0,False,21.074,137.448
5.703,25.545,8.728,3.415,152.3,0.296,0.3704,4510.3,2901.6,76.0,97.5,True,35.224,148.327
6.0,28.274,6.434,4.236,286.5,0.801,0.454,5655.2,3678.2,78.7,118.2,True,37.222,283.319
6.0,28.274,6.321,2.14,155.2,0.397,0.2961,6022.8,3919.9,77.3,83.3,True,47.418,189.151
5.448,23.31,13.976,2.518,124.8,0.276,0.409,3908.0,2522.0,63.4,93.6,False,98.565,134.423
6.0,28.274,5.569,3.941,213.6,0.54,0.4678,5381.9,3520.7,85.1,116.6,True,21.789,279.031
6.0,28.274,5.177,4.453,258.3,0.412,0.1365,5815.8,3763.7,87.1,102.1,True,112.814,258.148
6.0,28.274,5.582,5.072,178.6,0.495,0.3071,4434.0,2900.4,88.2,100.1,True,71.06,285.534
6.0,28.274,5.152,4.674,222.6,0.795,0.3941,4946.5,3178.0,85.0,103.8,True,19.326,368.805
4.939,19.16,11.708,1.842,138.6,0.243,0.7094,3488.3,2275.5,70.2,81.7,True,32.102,97.386
6.0,28.274,3.514,4.33,179.8,0.33,0.3428,5095.6,3295.5,88.2,97.6,True,57.937,171.639
3.402,9.092,9.61,2.194,182.8,0.141,0.2618,1765.4,1144.0,76.5,95.4,True,59.953,42.06
4.518,16.034,11.067,2.666,200.9,0.209,0.3876,3028.2,1957.9,69.3,102.5,True,17.191,77.903
6.0,28.274,6.238,3.287,162.5,0.496,0.329,5670.8,3682.9,83.5,109.2,True,10.874,252.179
6.0,28.274,6.813,6.213,294.9,0.969,0.3396,3795.4,2477.6,86.3,99.8,True,55.978,458.151
6.0,28.274,4.961,4.867,175.5,0.445,0.1998,4587.4,2977.3,88.7,92.4,True,80.627,250.731
5.629,24.888,6.078,4.513,212.0,0.302,0.3423,4079.5,2692.8,86.6,91.2,True,30.844,152.713
4.519,16.041,8.367,3.6,196.1,0.22,0.3896,2769.0,1805.0,76.6,92.9,True,18.465,96.479
6.0,28.274,4.092,5.993,241.6,0.389,0.1472,3966.8,2553.1,94.4,81.5,True,148.936,212.04
6.0,28.274,5.999,5.357,171.7,0.429,0.2726,4185.5,2702.3,85.6,91.9,True,95.905,239.992
5.048,20.01,6.929,2.285,177.1,0.257,0.4021,4391.0,2846.3,83.5,113.9,True,17.832,107.35
6.0,28.274,6.437,4.786,262.5,0.503,0.0863,4651.9,3043.8,77.9,114.4,True,94.944,256.446
5.708,25.59,8.16,2.776,170.6,0.281,0.2065,5973.6,3894.2,79.7,104.6,True,36.639,156.715
5.266,21.78,9.004,2.314,137.1,0.253,0.3099,4295.8,2788.2,79.2,95.7,True,53.392,118.912
6.0,28.274,3.475,6.774,188.6,0.601,0.3022,3540.9,2266.8,91.1,98.1,True,16.74,358.236
6.0,28.274,4.947,5.339,225.5,0.336,0.436,4262.1,2784.5,82.1,98.3,True,16.898,176.256
6.0,28.274,6.274,5.79,330.0,1.215,0.2534,4510.1,2911.4,82.8,109.0,True,74.5,445.858
6.0,28.274,6.616,6.906,261.0,0.421,0.3734,3320.2,2161.5,79.5,99.7,True,47.073,234.68
6.0,28.274,5.544,5.667,232.2,0.401,0.1622,4009.4,2592.5,83.5,98.7,True,43.382,220.326
5.262,21.746,11.11,2.721,128.2,0.255,0.5092,3929.3,2564.0,64.9,88.2,True,70.198,120.478
5.676,25.305,10.743,2.276,153.4,0.315,0.556,5032.2,3252.5,79.2,103.1,True,50.273,142.644
6.0,28.274,5.454,3.005,190.7,0.443,0.2327,5725.8,3748.7,90.0,91.5,True,48.218,216.817
5.818,26.587,5.256,2.255,152.0,0.355,0.4302,6104.5,3975.2,82.0,102.0,True,68.593,166.793
4.937,19.143,10.002,2.768,220.8,0.26,0.3376,3517.2,2250.4,72.0,77.2,True,83.114,107.398
4.217,13.969,12.579,2.727,213.7,0.18,0.2926,2878.2,1840.6,63.3,108.9,False,37.039,77.508
3.968,12.368,19.077,2.031,110.3,0.161,0.7537,1789.7,1157.0,60.5,99.5,False,36.55,55.537
4.851,18.481,9.822,3.33,181.4,0.249,0.4369,3243.0,2108.6,81.6,103.4,True,21.878,116.285
6.0,28.274,5.795,6.106,240.8,0.394,0.3564,3676.3,2396.9,82.5,100.0,True,63.514,215.53
6.0,28.274,7.385,6.634,247.2,0.52,0.2869,3255.4,2098.9,81.5,100.2,True,57.198,302.621
6.0,28.274,5.097,5.085,191.8,0.425,0.5757,4382.2,2855.5,82.6,99.0,True,39.63,237.387
6.0,28.274,8.622,7.916,444.6,1.495,0.2414,3580.0,2351.2,71.9,124.4,True,204.13,555.795
4.51,15.976,10.475,1.55,137.6,0.212,0.3611,2906.7,1863.1,77.9,89.8,True,28.699,78.801
3.372,8.928,8.929,1.07,147.5,0.149,0.4518,1647.2,1023.1,80.5,120.7,True,27.977,42.081
4.166,13.631,13.373,1.856,135.6,0.165,0.4868,2829.3,1837.0,74.2,104.0,False,66.027,65.781
5.233,21.509,7.996,2.961,135.1,0.278,0.6561,4007.8,2602.3,82.3,93.9,True,24.245,136.222
5.802,26.44,6.543,2.905,150.2,0.274,0.2238,5198.3,3400.9,74.2,92.0,True,127.754,133.313
6.0,28.274,5.493,4.068,177.3,0.329,0.352,5033.3,3301.3,75.8,95.7,True,41.062,171.208
5.937,27.688,5.089,5.699,239.4,0.335,0.2083,4019.7,2613.9,88.4,93.8,True,143.572,175.585
6.0,28.274,5.335,4.64,295.3,0.679,0.3395,5437.2,3575.2,91.9,125.9,True,41.948,235.144
4.572,16.42,11.213,2.324,216.3,0.242,0.56,3230.4,2098.3,71.4,104.2,True,22.372,83.576
5.6,24.628,6.885,4.494,198.1,0.293,0.3237,4030.1,2601.3,82.0,102.3,True,55.488,146.506
6.0,28.274,5.395,4.285,246.5,0.41,0.2058,5120.3,3330.4,89.2,119.3,True,159.237,200.027
6.0,28.274,6.742,5.877,245.7,0.404,0.2343,3770.7,2404.7,83.2,97.2,True,41.088,222.322
4.321,14.663,7.292,3.721,210.2,0.172,0.1944,2573.5,1663.5,84.6,98.7,True,140.956,63.399
6.0,28.274,5.814,5.07,233.9,0.915,0.359,4581.7,2977.2,82.3,99.8,True,11.81,430.644
6.0,28.274,7.789,7.734,230.3,0.641,0.1757,3202.7,2073.8,65.4,90.4,True,55.808,385.811
3.279,8.445,14.098,1.129,115.1,0.121,0.0962,1236.8,830.4,64.6,94.4,False,188.835,28.277
4.329,14.72,8.365,3.433,184.1,0.196,0.285,2634.6,1694.5,67.3,91.5,True,63.539,79.588
3.531,9.792,12.081,1.729,163.3,0.131,0.7081,2122.6,1368.2,70.8,94.9,False,28.239,39.774
6.0,28.274,4.973,3.168,162.8,0.459,0.187,5961.8,3889.9,83.6,107.0,True,67.374,229.427
6.0,28.274,7.712,3.487,192.1,0.345,0.632,6155.7,4027.5,78.4,105.8,True,17.864,205.85
4.593,16.567,7.962,2.054,191.4,0.234,0.08,3362.3,2157.4,78.9,89.0,True,218.383,91.727
6.0,28.274,10.592,4.634,190.1,0.664,0.8008,4069.6,2643.5,68.2,85.3,True,22.696,348.356
4.976,19.445,14.03,4.56,227.2,0.236,0.6184,2553.7,1657.2,63.6,89.8,False,60.242,107.471
4.917,18.991,10.701,2.656,183.8,0.289,0.6175,3646.8,2392.2,66.4,99.6,True,10.68,107.817
6.0,28.274,4.571,6.838,276.8,0.64,0.2937,4198.0,2713.1,85.6,105.9,True,68.857,435.936
3.825,11.49,11.973,2.84,225.3,0.192,0.6011,2057.0,1380.1,66.0,106.9,True,30.95,57.578
5.864,27.005,4.717,3.392,235.5,0.278,0.2484,6389.8,4149.1,84.4,104.6,True,53.991,153.995
