sample_id,cycles_to_failure,resistance_growth_pct_1000,retained_strength_pct_1000,delamination_probability,failure_mode
2169,2665,13.264487,79.950974,0.166035,mixed
2170,1109,17.176941,59.950362,0.76776,interfacial_delamination
2171,203,16.051479,36.76163,0.994271,interfacial_delamination
2172,50,16.217648,31.542734,0.990884,interfacial_delamination
2173,2277,12.087462,80.077147,0.139753,mixed
2174,144,15.112906,35.03732,0.997927,interfacial_delamination
2175,157,17.636735,32.215117,0.980491,interfacial_delamination
2176,101,17.688952,38.280452,0.916918,interfacial_delamination
2177,1676,8.351072,75.389486,0.344284,porosity_cracking
2178,2548,12.516146,78.828216,0.10636,mixed
2179,336,18.082195,29.700868,0.948166,interfacial_delamination
2180,2130,13.102128,73.933895,0.351765,porosity_cracking
2181,1257,17.364993,58.704908,0.590792,porosity_cracking
2182,92,13.03179,35.318231,0.839735,interfacial_delamination
2183,2567,9.850559,73.521179,0.232603,pullout
2184,248,18.169076,37.555753,0.991717,interfacial_delamination
2185,248,18.245303,30.728077,0.983322,interfacial_delamination
2186,104,18.676662,37.906093,0.946442,interfacial_delamination
2187,903,13.571562,52.278826,0.716519,interfacial_delamination
2188,61,16.93706,39.944668,0.932179,interfacial_delamination
2189,1684,16.360345,58.161742,0.401853,porosity_cracking
2190,386,18.743872,36.388792,0.95993,interfacial_delamination
2191,357,15.386223,43.878776,0.794115,interfacial_delamination
2192,1888,10.907872,76.50545,0.391747,tearing
2193,934,14.250688,54.589647,0.750525,interfacial_delamination
2194,2662,13.523393,72.501765,0.200122,tearing
2195,191,16.304456,38.520269,0.943355,interfacial_delamination
2196,2827,10.401178,84.002216,0.13688,pullout
2197,160,18.155928,40.207066,0.944917,interfacial_delamination
2198,61,17.882166,30.813614,0.969988,interfacial_delamination
2199,380,16.105266,48.33503,0.80707,interfacial_delamination
2200,292,13.763633,32.366857,0.95631,interfacial_delamination
2201,156,11.475593,32.445057,0.956293,interfacial_delamination
2202,377,15.644415,34.464184,0.962728,interfacial_delamination
2203,960,16.064634,47.116848,0.778935,interfacial_delamination
2204,2581,12.144048,74.405184,0.192949,tearing
2205,249,17.94754,26.836324,0.979829,interfacial_delamination
2206,2798,12.700553,86.995995,0.119837,mixed
2207,2694,11.43435,68.657712,0.097103,pullout
2208,2363,11.615366,74.324838,0.204908,tearing
2209,758,15.203083,42.513841,0.835929,interfacial_delamination
2210,92,23.997148,42.070871,0.961298,interfacial_delamination
2211,85,17.031913,45.373631,0.864133,interfacial_delamination
2212,230,17.056801,35.373372,0.949008,interfacial_delamination
2213,1879,16.53712,66.655,0.204023,tearing
2214,83,17.219572,29.089319,0.968922,interfacial_delamination
2215,1521,13.785578,62.00662,0.55152,porosity_cracking
2216,81,18.633595,37.455808,0.980966,interfacial_delamination
2217,143,14.978902,32.449931,0.822455,interfacial_delamination
2218,304,18.140676,38.984923,0.969244,interfacial_delamination
2219,225,21.32535,40.483112,1.0,interfacial_delamination
2220,2102,10.559001,70.728277,0.35959,porosity_cracking
2221,3268,11.52235,90.902964,0.085928,mixed
2222,91,17.370677,32.051709,0.966946,interfacial_delamination
2223,371,17.236919,28.548663,0.957917,interfacial_delamination
2224,319,12.551858,42.410292,0.990628,interfacial_delamination
2225,50,19.619353,28.878556,0.903819,interfacial_delamination
2226,1189,16.440556,56.555334,0.561655,porosity_cracking
2227,88,12.179448,31.736681,1.0,interfacial_delamination
2228,65,15.935942,32.253709,0.967075,interfacial_delamination
2229,50,15.350409,42.064827,0.895378,interfacial_delamination
2230,2833,13.836453,84.119019,0.244654,tearing
2231,211,13.564766,39.451008,0.958199,interfacial_delamination
2232,2777,7.626311,93.759911,0.11843,mixed
2233,690,9.575017,51.679013,0.801093,interfacial_delamination
2234,244,17.44844,34.984168,0.866118,interfacial_delamination
2235,2077,13.928963,68.805576,0.426575,porosity_cracking
2236,2750,12.669633,80.569702,0.160802,pullout
2237,1216,19.28477,64.010735,0.677555,interfacial_delamination
2238,1351,15.520806,65.674143,0.661932,interfacial_delamination
2239,1683,14.390108,64.882206,0.56588,porosity_cracking
2240,101,16.070271,38.334445,0.918408,interfacial_delamination
2241,99,18.300855,38.221442,1.0,interfacial_delamination
2242,1165,9.393903,60.736143,0.697015,porosity_cracking
2243,418,20.693298,46.750599,0.8266,interfacial_delamination
2244,363,11.230948,38.970491,0.947245,interfacial_delamination
2245,1521,16.469211,65.285264,0.581109,porosity_cracking
2246,50,17.353743,33.779645,0.955994,interfacial_delamination
2247,50,18.892135,40.290349,0.958298,interfacial_delamination
2248,1362,12.478999,68.308144,0.511578,porosity_cracking
2249,294,14.160546,45.663487,0.959412,interfacial_delamination
2250,155,17.736552,40.639671,0.962817,interfacial_delamination
2251,3306,8.22232,83.549904,0.187139,pullout
2252,155,17.717435,37.286019,0.915912,interfacial_delamination
2253,255,17.287507,38.664231,0.989942,interfacial_delamination
2254,332,20.396278,38.561602,0.909105,interfacial_delamination
2255,331,12.586006,25.674218,0.948528,interfacial_delamination
2256,3211,9.767624,82.388846,0.096052,pullout
2257,50,15.185887,39.870933,0.941342,interfacial_delamination
2258,112,15.624953,43.598489,0.88739,interfacial_delamination
2259,371,15.092147,35.574382,0.960664,interfacial_delamination
2260,1329,18.870225,63.440781,0.202963,mixed
2261,104,14.375343,38.965361,0.957637,interfacial_delamination
2262,187,16.260964,30.791239,0.951097,interfacial_delamination
2263,284,19.839333,34.311164,0.966992,interfacial_delamination
2264,1422,13.362569,61.105252,0.51858,porosity_cracking
2265,922,14.179315,51.680272,0.72948,interfacial_delamination
2266,307,16.647196,42.065211,0.867254,interfacial_delamination
2267,164,12.253599,32.393389,0.906016,interfacial_delamination
2268,299,15.267977,32.820562,0.879342,interfacial_delamination
2269,2569,8.957354,84.773291,0.185464,mixed
2270,50,14.868148,30.770453,0.941811,interfacial_delamination
2271,272,17.076334,46.446007,0.985385,interfacial_delamination
2272,2930,10.106157,79.086582,0.151194,mixed
2273,2725,11.601097,72.666252,0.108825,tearing
2274,209,19.413393,37.544417,0.909582,interfacial_delamination
2275,82,18.842183,35.907386,0.950941,interfacial_delamination
2276,289,19.847666,44.814828,0.816491,interfacial_delamination
2277,1273,9.539596,60.750474,0.595577,porosity_cracking
2278,1960,9.384075,63.23064,0.28294,porosity_cracking
2279,155,12.812477,31.931286,0.947266,interfacial_delamination
2280,2073,13.782404,75.524465,0.181098,pullout
2281,94,16.061134,36.317748,0.933396,interfacial_delamination
2282,190,11.833946,35.281869,0.948798,interfacial_delamination
2283,1588,12.825291,68.185106,0.520533,porosity_cracking
2284,2346,13.075923,72.831505,0.206804,pullout
2285,363,18.416106,36.633269,0.865957,interfacial_delamination
2286,2036,12.950664,65.243607,0.358584,mixed
2287,459,13.19274,42.473785,0.874476,interfacial_delamination
2288,528,15.947681,43.610464,0.857042,interfacial_delamination
2289,2055,13.580835,71.620954,0.387563,porosity_cracking
2290,50,16.194026,39.073058,0.900953,interfacial_delamination
2291,66,14.2131,36.98018,1.0,interfacial_delamination
2292,265,13.313022,37.177921,0.933491,interfacial_delamination
2293,150,16.121191,37.649508,0.947395,interfacial_delamination
2294,126,17.029012,45.993004,0.981416,interfacial_delamination
2295,102,16.553509,36.590916,0.917396,interfacial_delamination
2296,3151,12.085235,78.679344,0.180069,mixed
2297,137,17.420384,32.429515,1.0,interfacial_delamination
2298,157,14.930061,43.05033,0.926262,interfacial_delamination
2299,190,18.488471,38.319492,0.950049,interfacial_delamination
2300,2567,13.734644,81.122566,0.171806,mixed
2301,208,19.67015,33.851929,0.989164,interfacial_delamination
2302,50,17.63496,29.81768,0.953382,interfacial_delamination
2303,50,13.858546,31.045337,0.986577,interfacial_delamination
2304,50,12.073541,32.195619,0.994474,interfacial_delamination
2305,333,14.442655,33.086707,0.91769,interfacial_delamination
2306,2521,9.727798,78.41035,0.141073,mixed
2307,297,14.226614,37.56285,0.962736,interfacial_delamination
2308,1298,14.715345,65.738013,0.687192,interfacial_delamination
2309,1951,13.308321,63.398769,0.40118,porosity_cracking
2310,119,19.93912,35.961758,0.997871,interfacial_delamination
2311,170,12.100465,33.094713,0.938211,interfacial_delamination
2312,241,19.257074,41.08832,0.945913,interfacial_delamination
2313,152,17.429468,34.453699,0.935157,interfacial_delamination
2314,1291,12.307108,66.447162,0.681567,porosity_cracking
2315,50,15.508227,35.071069,0.96698,interfacial_delamination
2316,101,17.990186,38.258097,0.989084,interfacial_delamination
2317,224,14.603991,38.768427,0.982332,interfacial_delamination
2318,51,14.420087,34.439346,0.933173,interfacial_delamination
2319,744,17.861055,39.265787,0.808645,interfacial_delamination
2320,288,17.033549,45.800106,0.995775,interfacial_delamination
2321,265,17.168905,34.583527,0.937168,interfacial_delamination
2322,321,18.991882,49.301556,0.770528,interfacial_delamination
2323,259,14.140362,38.618262,0.942702,interfacial_delamination
2324,1826,13.519799,70.478615,0.167002,tearing
2325,235,9.527566,43.672406,0.914905,interfacial_delamination
2326,928,11.381886,49.312611,0.73098,interfacial_delamination
2327,50,17.887675,31.89238,0.995739,interfacial_delamination
2328,290,17.057518,36.887792,0.959988,interfacial_delamination
2329,117,20.892279,35.268291,0.912468,interfacial_delamination
2330,151,14.950276,40.073063,0.976689,interfacial_delamination
2331,264,16.121825,37.95714,0.979244,interfacial_delamination
2332,773,15.420048,45.88472,0.735484,interfacial_delamination
2333,2254,13.289045,66.527458,0.129282,mixed
2334,476,18.124725,34.428645,0.920639,interfacial_delamination
2335,111,16.019431,33.653997,0.968342,interfacial_delamination
2336,220,17.768833,29.553106,0.983574,interfacial_delamination
2337,2691,11.097191,85.157237,0.142939,pullout
2338,1422,12.033835,52.715708,0.631706,porosity_cracking
2339,2001,13.755787,71.220596,0.176032,tearing
2340,1321,12.690441,56.080513,0.589802,porosity_cracking
2341,163,18.185212,33.421143,0.98728,interfacial_delamination
2342,50,13.293212,40.541639,0.929348,interfacial_delamination
2343,223,16.76119,37.381093,0.846915,interfacial_delamination
2344,2727,12.402795,84.427053,0.107975,pullout
2345,2236,8.874005,84.713635,0.19297,tearing
2346,2261,10.822497,71.363064,0.31823,tearing
2347,115,14.332633,36.088496,0.972531,interfacial_delamination
2348,223,14.49548,32.989181,0.919892,interfacial_delamination
2349,50,16.166329,35.75869,0.967983,interfacial_delamination
2350,117,16.415404,34.231513,0.970875,interfacial_delamination
2351,105,15.613617,35.893577,0.978735,interfacial_delamination
2352,643,15.569044,58.413907,0.724037,interfacial_delamination
2353,180,14.429454,34.170493,0.998863,interfacial_delamination
2354,506,13.964836,50.397647,0.806416,interfacial_delamination
2355,252,12.011834,38.399335,0.936177,interfacial_delamination
2356,1635,14.334852,69.026304,0.177159,mixed
2357,50,18.680738,42.462954,0.970573,interfacial_delamination
2358,1412,10.861209,68.095319,0.504014,porosity_cracking
2359,50,17.763489,38.909067,0.957376,interfacial_delamination
2360,296,12.365603,39.861614,0.95128,interfacial_delamination
2361,196,13.802558,36.940165,0.950768,interfacial_delamination
2362,261,19.558631,45.141194,0.898738,interfacial_delamination
2363,132,21.417228,31.707074,0.955981,interfacial_delamination
2364,2305,14.169132,80.59654,0.154958,tearing
2365,115,15.462088,42.713193,0.975595,interfacial_delamination
2366,2163,13.610673,77.570022,0.224309,tearing
2367,127,17.30828,38.944309,0.929366,interfacial_delamination
2368,1255,9.902244,60.522225,0.570667,porosity_cracking
2369,241,17.723967,41.660152,0.843887,interfacial_delamination
2370,50,18.497981,34.129154,1.0,interfacial_delamination
2371,150,13.211516,30.477013,0.945707,interfacial_delamination
2372,166,17.592926,26.994149,0.964541,interfacial_delamination
2373,2525,14.968387,71.242061,0.147649,tearing
2374,2705,12.591266,75.036673,0.219878,mixed
2375,50,18.80418,38.441601,0.922316,interfacial_delamination
2376,2904,13.361373,65.656159,0.220299,pullout
2377,264,16.495201,44.179498,0.934313,interfacial_delamination
2378,73,15.98422,38.372369,0.968083,interfacial_delamination
2379,1143,11.834593,62.501596,0.746959,interfacial_delamination
2380,306,15.908936,37.276821,1.0,interfacial_delamination
2381,235,18.612502,35.36508,0.923785,interfacial_delamination
2382,112,17.265909,33.942693,0.969061,interfacial_delamination
2383,2375,17.068512,79.697598,0.194999,pullout
2384,2273,10.240827,75.136816,0.172158,tearing
2385,144,17.42199,37.223169,0.997991,interfacial_delamination
2386,50,14.490347,47.412611,0.975113,interfacial_delamination
2387,466,18.271456,47.055718,1.0,interfacial_delamination
2388,190,16.830771,39.385495,0.943996,interfacial_delamination
2389,80,21.452565,30.45587,0.947537,interfacial_delamination
2390,77,19.102245,44.0707,0.972035,interfacial_delamination
2391,225,14.020367,25.618299,0.926083,interfacial_delamination
2392,2827,11.478811,86.362542,0.131393,tearing
2393,229,18.681375,31.759646,0.905134,interfacial_delamination
2394,784,13.653185,47.807692,0.783612,interfacial_delamination
2395,261,17.631764,32.13384,0.901724,interfacial_delamination
2396,211,20.863539,37.242584,0.983482,interfacial_delamination
2397,243,16.674402,37.457535,0.925557,interfacial_delamination
2398,306,13.285885,39.587404,0.966092,interfacial_delamination
2399,375,20.930379,35.150132,1.0,interfacial_delamination
2400,2103,11.276776,77.948936,0.190612,tearing
2401,255,14.665256,35.223648,0.960863,interfacial_delamination
2402,96,13.846617,36.778237,0.93274,interfacial_delamination
2403,145,17.475341,36.203901,0.965249,interfacial_delamination
2404,50,15.033298,27.185839,0.956885,interfacial_delamination
2405,331,18.32983,42.076947,0.861021,interfacial_delamination
2406,63,20.940781,41.539091,0.966451,interfacial_delamination
2407,50,18.367391,40.216305,0.965614,interfacial_delamination
2408,119,19.883839,38.886122,0.944768,interfacial_delamination
2409,178,16.753715,34.897657,0.980987,interfacial_delamination
2410,136,12.634095,49.005784,0.918479,interfacial_delamination
2411,1074,15.146899,60.773961,0.666062,interfacial_delamination
2412,272,15.649033,32.60952,0.977823,interfacial_delamination
2413,50,15.216928,38.070329,0.985372,interfacial_delamination
2414,577,18.484351,52.236813,0.766559,interfacial_delamination
2415,3015,8.735805,85.119616,0.046389,pullout
2416,158,16.80888,35.191458,0.977693,interfacial_delamination
2417,165,12.133644,35.47682,0.935967,interfacial_delamination
2418,2002,17.196508,65.793407,0.365815,porosity_cracking
2419,124,14.588047,32.690072,1.0,interfacial_delamination
2420,1237,14.114238,63.176076,0.527016,porosity_cracking
2421,2387,11.766889,71.864735,0.340061,pullout
2422,1339,15.264023,57.880466,0.518459,porosity_cracking
2423,485,10.719658,36.070841,0.831714,interfacial_delamination
2424,776,11.313869,58.740176,0.756823,interfacial_delamination
2425,285,17.956169,35.619499,0.999482,interfacial_delamination
2426,408,17.299974,41.123027,0.92994,interfacial_delamination
2427,373,19.697508,32.110026,0.967859,interfacial_delamination
2428,302,18.766303,44.247583,0.985799,interfacial_delamination
2429,2603,14.1718,79.326038,0.115473,tearing
2430,299,20.138809,38.349381,0.885749,interfacial_delamination
2431,117,14.0688,30.330235,0.939341,interfacial_delamination
2432,154,17.148237,36.771501,0.9669,interfacial_delamination
2433,124,16.510996,42.848267,0.991329,interfacial_delamination
2434,1334,13.968517,59.635715,0.574928,porosity_cracking
2435,50,15.236182,31.572606,0.862755,interfacial_delamination
2436,2118,9.247029,77.738647,0.246055,porosity_cracking
2437,2466,16.539005,73.73565,0.179649,tearing
2438,176,18.099249,41.276078,1.0,interfacial_delamination
2439,150,12.958159,34.076342,0.948686,interfacial_delamination
2440,50,15.014963,25.878929,0.975045,interfacial_delamination
2441,714,13.55752,47.181356,0.800668,interfacial_delamination
2442,212,18.025498,40.120892,0.950317,interfacial_delamination
2443,1547,12.226152,65.616526,0.608477,porosity_cracking
2444,2960,15.097639,83.994824,0.161026,mixed
2445,2517,12.943668,78.391078,0.202258,mixed
2446,1268,16.438952,61.64162,0.48285,porosity_cracking
2447,244,13.995954,40.665284,0.911003,interfacial_delamination
2448,336,20.778163,43.655717,0.981765,interfacial_delamination
2449,208,12.680456,43.74926,0.950865,interfacial_delamination
2450,50,20.435703,45.980355,0.921064,interfacial_delamination
2451,135,18.810832,39.077546,0.941925,interfacial_delamination
2452,2372,9.456407,87.021899,0.21021,mixed
2453,2890,9.510956,82.715511,0.201426,tearing
2454,230,19.17205,36.719367,0.952641,interfacial_delamination
2455,108,17.502264,26.599193,0.968865,interfacial_delamination
2456,153,17.741153,37.482613,0.831419,interfacial_delamination
2457,50,20.073644,33.900629,0.944121,interfacial_delamination
2458,201,16.456113,43.054392,0.950213,interfacial_delamination
2459,2453,10.200607,72.721619,0.254142,pullout
2460,453,12.492502,43.981002,0.90895,interfacial_delamination
2461,169,16.419206,33.673112,0.999867,interfacial_delamination
2462,2405,8.946611,77.37918,0.017424,mixed
2463,50,16.070584,33.857257,0.945501,interfacial_delamination
2464,196,19.457572,36.660308,1.0,interfacial_delamination
2465,1645,13.879956,65.169541,0.467844,porosity_cracking
2466,2148,10.200897,63.66227,0.202285,mixed
2467,128,17.90837,40.785944,0.989661,interfacial_delamination
2468,86,16.222101,37.915817,0.94744,interfacial_delamination
2469,307,18.331593,38.249465,0.950808,interfacial_delamination
2470,148,19.070895,39.286854,0.954924,interfacial_delamination
2471,2484,8.085428,76.963492,0.144656,tearing
2472,1671,11.52117,67.814112,0.522514,porosity_cracking
2473,160,16.091236,45.206174,0.926905,interfacial_delamination
2474,3249,8.47726,80.691344,0.079683,tearing
2475,151,18.649478,38.918529,0.945586,interfacial_delamination
2476,2854,10.688487,73.939332,0.120834,pullout
2477,338,15.993178,40.395961,0.89209,interfacial_delamination
2478,270,22.975595,38.569783,0.94519,interfacial_delamination
2479,445,20.869082,34.150271,0.988965,interfacial_delamination
2480,141,14.840216,37.250705,0.923227,interfacial_delamination
2481,2850,8.589224,77.908188,0.10262,tearing
2482,103,18.168897,32.421371,0.944498,interfacial_delamination
2483,156,19.637245,35.430802,1.0,interfacial_delamination
2484,219,16.669596,38.246398,0.930223,interfacial_delamination
2485,258,17.073385,52.833175,0.888607,interfacial_delamination
2486,203,19.354103,46.255058,1.0,interfacial_delamination
2487,50,16.074511,40.849454,0.991,interfacial_delamination
2488,85,20.617635,39.531597,0.929162,interfacial_delamination
2489,523,16.839409,42.809268,0.96814,interfacial_delamination
2490,2534,12.687536,73.464792,0.253302,pullout
2491,2176,12.716988,76.575535,0.309297,porosity_cracking
2492,3010,13.722974,86.582573,0.09671,mixed
2493,50,15.875999,44.177995,1.0,interfacial_delamination
2494,1105,13.646479,54.986527,0.713298,interfacial_delamination
2495,2266,18.30626,68.472843,0.320419,tearing
2496,1375,16.602153,55.719008,0.715721,interfacial_delamination
2497,50,14.943662,38.336267,0.972547,interfacial_delamination
2498,1647,13.643087,66.303783,0.463958,porosity_cracking
2499,254,15.415586,39.451203,0.923627,interfacial_delamination
2500,627,13.912627,50.288881,0.770047,interfacial_delamination
2501,70,20.299902,32.825829,0.968435,interfacial_delamination
2502,1004,15.280402,54.414625,0.698272,interfacial_delamination
2503,2246,12.765276,78.342826,0.291558,tearing
2504,94,13.616018,45.889511,0.99404,interfacial_delamination
2505,955,16.087181,48.472504,0.720103,interfacial_delamination
2506,168,15.030567,43.450841,0.952155,interfacial_delamination
2507,144,12.382776,30.991034,0.976033,interfacial_delamination
2508,220,19.523981,43.132274,0.935144,interfacial_delamination
2509,1173,12.088843,53.981496,0.640567,porosity_cracking
2510,124,19.351885,30.856963,0.974108,interfacial_delamination
2511,50,16.449533,47.748803,0.932393,interfacial_delamination
2512,301,15.269593,39.162566,0.927684,interfacial_delamination
2513,256,20.462711,39.734293,1.0,interfacial_delamination
2514,232,17.863287,28.632314,0.983704,interfacial_delamination
2515,420,13.834122,53.694938,0.766278,interfacial_delamination
2516,2901,12.431614,88.225803,0.151833,pullout
2517,2585,12.289696,78.660009,0.18737,mixed
2518,167,13.048152,44.811785,0.965186,interfacial_delamination
2519,2360,9.820052,78.344457,0.267007,mixed
2520,1111,14.87679,69.756359,0.58526,porosity_cracking
2521,2732,9.639554,67.959396,0.125174,tearing
2522,2516,13.132227,90.429747,0.184383,pullout
2523,358,18.223508,30.286192,0.95111,interfacial_delamination
2524,2327,13.82677,68.059103,0.276608,tearing
2525,2566,6.622761,84.567869,0.084385,mixed
2526,1051,13.651243,54.355142,0.739225,interfacial_delamination
2527,263,19.236129,36.017459,0.982574,interfacial_delamination
2528,320,13.453226,44.114041,0.845344,interfacial_delamination
2529,2149,14.522168,79.576768,0.369571,porosity_cracking
2530,141,16.73617,36.109928,0.934518,interfacial_delamination
2531,209,19.286985,45.052401,0.953653,interfacial_delamination
2532,50,15.829901,34.930658,0.992048,interfacial_delamination
2533,1658,9.74772,66.209977,0.61923,porosity_cracking
2534,845,14.801888,49.707164,0.78197,interfacial_delamination
2535,50,14.493734,39.180811,0.975559,interfacial_delamination
2536,209,11.434465,26.585813,0.994764,interfacial_delamination
2537,103,14.384152,28.63709,0.94183,interfacial_delamination
2538,824,16.004615,50.766036,0.739303,interfacial_delamination
2539,220,18.635905,42.323811,0.978521,interfacial_delamination
2540,242,15.368113,33.435793,0.948241,interfacial_delamination
2541,1527,17.403906,65.926642,0.499956,porosity_cracking
2542,107,17.713436,41.615539,0.934197,interfacial_delamination
2543,204,16.429415,40.458565,0.936682,interfacial_delamination
2544,2637,10.641734,75.273431,0.219568,tearing
2545,215,16.124155,41.739412,0.953406,interfacial_delamination
2546,2886,11.632554,80.793579,0.082148,pullout
2547,50,13.434558,36.486248,1.0,interfacial_delamination
2548,2666,9.923581,79.69457,0.193144,tearing
2549,2080,13.918244,73.92712,0.294949,porosity_cracking
2550,260,14.679428,45.623159,0.867506,interfacial_delamination
2551,2851,9.421771,88.443238,0.232562,pullout
2552,1350,15.904245,66.204122,0.527512,porosity_cracking
2553,410,15.295762,47.226825,0.825482,interfacial_delamination
2554,228,18.729077,38.59336,0.932285,interfacial_delamination
2555,1131,18.691492,57.471633,0.366161,porosity_cracking
2556,50,19.143923,31.659826,0.914632,interfacial_delamination
2557,242,14.436941,33.071853,0.992234,interfacial_delamination
2558,207,13.134424,30.01071,1.0,interfacial_delamination
2559,142,14.24346,32.523036,0.942959,interfacial_delamination
2560,2554,11.482822,73.022476,0.118763,mixed
2561,238,18.549482,33.096355,0.992577,interfacial_delamination
2562,2401,10.954684,80.154924,0.307431,pullout
2563,806,15.022727,42.039067,0.753193,interfacial_delamination
2564,270,15.974304,27.720196,0.934329,interfacial_delamination
2565,50,21.295009,36.969281,1.0,interfacial_delamination
2566,165,16.288632,32.959505,0.916616,interfacial_delamination
2567,1600,12.106804,64.05405,0.449027,porosity_cracking
2568,1479,14.012027,64.947635,0.513772,porosity_cracking
2569,2253,13.322201,76.041698,0.091217,pullout
2570,257,15.135784,32.238116,0.934606,interfacial_delamination
2571,89,13.440992,41.358661,1.0,interfacial_delamination
2572,141,15.480805,35.349929,0.963129,interfacial_delamination
2573,1683,12.962935,61.740732,0.456578,porosity_cracking
2574,81,13.803205,36.084396,0.944561,interfacial_delamination
2575,2935,9.302538,79.708289,0.10337,tearing
2576,1422,10.677335,62.177929,0.572238,porosity_cracking
2577,200,13.938467,40.725239,0.895792,interfacial_delamination
2578,2778,9.198845,83.234846,0.122601,pullout
2579,344,17.435208,44.988412,0.886958,interfacial_delamination
2580,1477,13.151134,64.13473,0.580511,porosity_cracking
2581,270,23.324937,30.800726,0.984413,interfacial_delamination
2582,77,17.451544,37.850484,0.955241,interfacial_delamination
2583,3014,11.56928,77.639508,0.10771,mixed
2584,1523,11.991464,53.438755,0.550417,porosity_cracking
2585,188,15.362894,42.610783,0.936164,interfacial_delamination
2586,2223,13.736563,73.88473,0.374613,pullout
2587,118,13.06229,39.550473,0.943406,interfacial_delamination
2588,428,13.861182,28.704432,0.784116,interfacial_delamination
2589,184,19.827576,32.035912,0.961062,interfacial_delamination
2590,708,15.742613,45.843425,0.802504,interfacial_delamination
2591,289,17.273817,41.089897,0.956388,interfacial_delamination
2592,209,17.589636,44.505286,0.944144,interfacial_delamination
2593,1686,12.409688,67.160304,0.547577,porosity_cracking
2594,50,20.242104,33.95441,0.92893,interfacial_delamination
2595,2333,12.944752,71.177825,0.413927,porosity_cracking
2596,169,17.023985,32.376733,1.0,interfacial_delamination
2597,239,16.562332,31.863231,1.0,interfacial_delamination
2598,2690,13.388591,77.678519,0.108787,tearing
2599,388,14.971119,36.646445,0.948108,interfacial_delamination
2600,1486,11.353548,53.251611,0.613357,porosity_cracking
2601,50,17.650707,42.172066,0.956795,interfacial_delamination
2602,50,15.294194,40.051991,0.950275,interfacial_delamination
2603,339,17.993256,36.405276,0.914503,interfacial_delamination
2604,125,14.399363,31.552378,0.965738,interfacial_delamination
2605,275,16.59199,35.292718,0.96152,interfacial_delamination
2606,119,17.297573,33.737485,0.999223,interfacial_delamination
2607,230,17.664184,38.953159,0.946561,interfacial_delamination
2608,277,19.224686,34.955409,0.897151,interfacial_delamination
2609,139,17.305103,41.901144,0.864258,interfacial_delamination
2610,1485,13.352728,58.322586,0.506812,porosity_cracking
2611,2640,8.902662,84.760597,0.130239,pullout
2612,50,17.200028,33.7939,0.973775,interfacial_delamination
2613,261,13.888941,33.416375,0.93607,interfacial_delamination
2614,1219,13.26218,57.290747,0.706457,interfacial_delamination
2615,246,19.739424,28.887353,0.986871,interfacial_delamination
2616,1253,13.14231,57.469313,0.558421,porosity_cracking
2617,184,16.144119,38.080884,0.937847,interfacial_delamination
2618,50,16.662876,44.18166,0.938813,interfacial_delamination
2619,2828,11.157892,88.394441,0.123607,mixed
2620,1516,13.288466,55.615835,0.584386,porosity_cracking
2621,125,16.202013,33.266602,0.972711,interfacial_delamination
2622,2639,10.85779,78.933267,0.179243,tearing
2623,356,14.855461,33.928696,1.0,interfacial_delamination
2624,192,19.38744,35.164307,0.974769,interfacial_delamination
2625,305,22.13608,37.42297,1.0,interfacial_delamination
2626,1267,14.099314,59.975248,0.576364,porosity_cracking
2627,64,17.173844,50.103754,0.821614,interfacial_delamination
2628,3238,8.637387,87.764826,0.136463,tearing
2629,50,15.990352,31.505634,0.902248,interfacial_delamination
2630,272,19.052499,38.214843,0.965906,interfacial_delamination
2631,243,13.42301,35.468727,0.937812,interfacial_delamination
2632,2798,9.002152,82.133633,0.156993,pullout
2633,2647,13.36959,80.528458,0.137269,pullout
2634,665,18.161042,56.59723,0.739313,interfacial_delamination
2635,245,14.399413,42.116683,0.931348,interfacial_delamination
2636,1831,13.736711,66.990006,0.373249,pullout
2637,50,17.883651,38.580858,1.0,interfacial_delamination
2638,209,19.684673,38.683085,0.921416,interfacial_delamination
2639,1263,16.6408,70.456534,0.649578,porosity_cracking
2640,147,13.006633,35.143537,0.925942,interfacial_delamination
2641,258,18.214527,26.243812,0.928058,interfacial_delamination
2642,50,17.558662,39.89924,1.0,interfacial_delamination
2643,457,12.86873,47.101388,0.808981,interfacial_delamination
2644,2036,13.491575,69.858408,0.351491,porosity_cracking
2645,302,17.769027,32.614169,0.978893,interfacial_delamination
2646,1950,14.391972,73.884778,0.154972,mixed
2647,2066,11.66678,80.69623,0.31929,tearing
2648,189,17.09989,33.545236,0.971561,interfacial_delamination
2649,88,13.72281,27.941808,0.993416,interfacial_delamination
2650,226,16.573329,40.014916,0.956179,interfacial_delamination
2651,168,13.668242,38.286763,0.913957,interfacial_delamination
2652,531,14.500283,44.257885,0.866306,interfacial_delamination
2653,2985,12.098422,75.338358,0.172701,pullout
2654,1160,15.276601,57.275231,0.675372,interfacial_delamination
2655,302,13.376332,30.778807,0.817466,interfacial_delamination
2656,1472,10.039822,69.331921,0.493415,porosity_cracking
2657,192,13.122545,25.087772,0.98124,interfacial_delamination
2658,68,17.233602,34.904243,0.988129,interfacial_delamination
2659,2846,10.567524,92.159193,0.116923,mixed
2660,147,19.243159,39.808762,0.961902,interfacial_delamination
2661,1664,11.975716,69.79428,0.567659,porosity_cracking
2662,1433,16.919505,69.828343,0.243835,tearing
