sample_id,effective_energy_j,energy_density_j_mm2,peak_temperature_c,fused_area_mm2,nugget_diameter_mm,porosity_pct,spatter_mass_mg,intermetallic_thickness_um,hardness_hv,bond_integrity_score,immediate_shear_strength_n,joint_resistance_mohm
1356,127.753379,3.400973,4524.056,30.863836,6.268736,6.014454,1.006312,2.261823,196.457414,0.647195,1716.324445,9.368851
1357,5725.830981,96.812455,561024.904,59.143537,8.677781,35.0,25.0,12.0,350.0,0.0,1650.645978,3.452922
1358,9865.88027,196.506264,202748.412,48.070822,7.823405,35.0,25.0,12.0,350.0,0.0,1340.467876,3.433496
1359,315.915471,10.633592,37319.966,29.709197,6.15036,35.0,16.701807,1.726779,350.0,0.476823,1624.031081,2.927994
1360,1278909.08067,101774.953182,150704204.953,12.566049,3.999949,35.0,25.0,12.0,350.0,0.0,375.095283,25.0
1361,1769.812692,32.531782,132120.594,54.402574,8.32271,35.0,25.0,12.0,350.0,0.0,1491.440266,6.438958
1362,4584.227363,469.196962,620546.038,9.770369,3.527041,35.0,25.0,12.0,350.0,0.0,310.610891,25.0
1363,457.753072,11.858405,26219.81,38.601572,7.010638,35.0,20.941447,7.697116,350.0,0.0,1094.976218,3.902953
1364,299.580909,8.035544,18143.362,35.721194,6.744008,35.0,7.949824,4.33026,350.0,0.249958,1341.329785,11.598035
1365,440.874494,20.400059,46709.199,21.611432,5.24562,35.0,25.0,12.0,350.0,0.0,638.784942,5.595991
1366,1716.050892,56.778428,196898.454,30.223642,6.203381,35.0,25.0,12.0,350.0,0.0,891.138339,4.103146
1367,4238.397496,192.241248,298178.537,22.047285,5.298252,35.0,25.0,12.0,350.0,0.0,665.625391,4.409625
1368,285.120253,10.588357,12086.914,26.927714,5.855376,35.0,15.75959,0.816874,330.716441,0.44145,1350.62667,2.926659
1369,207.093425,2.265897,6422.481,63.45478,8.9885,5.564142,0.808787,0.218993,210.677535,0.553242,2680.287656,0.821538
1370,1422.584946,32.504938,70312.736,38.66951,7.016805,35.0,25.0,12.0,350.0,0.0,1079.483628,3.513009
1371,5443.758188,155.748946,333435.077,34.952135,6.671015,35.0,25.0,12.0,350.0,0.0,978.064756,3.459269
1372,247.297608,4.200775,17707.611,55.095906,8.375577,14.045546,0.0,3.334025,350.0,0.610637,2583.89995,2.034052
1373,53239.384077,1382.965181,1347735.193,38.496547,7.001095,35.0,25.0,12.0,350.0,0.0,1073.720835,11.446321
1374,215.092878,3.660526,11078.103,49.705185,7.955288,8.397296,0.964464,0.657658,308.999456,0.651787,2337.945453,1.409807
1375,284.909817,7.42376,12780.63,38.378101,6.990316,35.0,4.19322,4.19434,350.0,0.315491,1486.868718,3.791889
1376,298.909082,13.042201,28340.789,22.918608,5.401933,35.0,25.0,8.556122,350.0,0.0,668.165401,3.873638
1377,13686.438136,286.151942,486454.075,47.829269,7.803725,35.0,25.0,12.0,350.0,0.0,1337.979194,3.421343
1378,196667.632124,7771.873222,11925379.316,25.305049,5.676213,35.0,25.0,12.0,350.0,0.0,751.6477,15.805435
1379,118.55368,5.387502,8224.649,20.859332,5.153535,15.374663,0.268157,4.747658,301.064875,0.343015,749.372706,3.508201
1380,515.321868,10.895066,23402.583,47.298645,7.760316,35.0,17.166654,6.443231,350.0,0.0,1359.758258,3.106121
1381,998.986856,30.212125,45646.197,33.065759,6.4885,35.0,25.0,12.0,350.0,0.0,935.568623,4.205169
1382,74.17142,3.217892,7679.771,18.983885,4.916404,2.32063,0.0,1.12664,246.188264,0.713558,997.861502,1.855701
1383,351.997192,20.76668,54111.717,16.950095,4.645593,35.0,25.0,3.260977,350.0,0.404504,833.377114,3.592581
1384,44.759754,1.877851,3700.08,14.591109,4.310218,7.458604,1.230848,1.740715,174.032327,0.492498,820.149401,13.266385
1385,237.431473,6.982616,12552.26,33.292743,6.510732,35.0,3.501337,4.322803,350.0,0.180887,1269.699173,3.273867
1386,170.267843,7.146354,14575.301,23.481185,5.467831,35.0,5.23818,0.968412,350.0,0.441832,1199.81583,2.875269
1387,37665.229644,1068.915794,2538952.091,35.236854,6.698131,35.0,25.0,12.0,350.0,0.0,1003.821739,3.448983
1388,2269.776012,41.25204,76696.394,54.488079,8.329248,35.0,25.0,10.396955,350.0,0.0,1533.861201,3.58792
1389,2806.008493,79.258755,91886.116,32.698357,6.452352,35.0,25.0,12.0,350.0,0.0,945.921438,13.128814
1390,241851.670566,6985.848355,17153336.037,34.620229,6.639265,35.0,25.0,12.0,350.0,0.0,983.436354,12.863975
1391,263.731107,10.08104,76606.932,25.937307,5.746686,35.0,14.384784,6.274494,350.0,0.0,772.057804,3.531008
1392,236.157145,8.477932,11012.019,27.855512,5.955396,35.0,8.338383,1.129614,313.20103,0.482484,1447.811701,2.908008
1393,3482.644721,144.025281,239040.249,24.180788,5.548688,35.0,25.0,12.0,350.0,0.0,681.565967,3.50958
1394,284.410525,4.203864,6561.535,64.882378,9.089049,9.133124,0.0,2.028384,235.171306,0.653858,3547.575632,5.660471
1395,2874.567421,56.626622,201476.099,50.763534,8.039536,35.0,25.0,12.0,350.0,0.0,1427.000098,7.047744
1396,1051.723693,26.382822,45392.725,39.863958,7.12435,35.0,25.0,12.0,350.0,0.0,1107.052282,12.081841
1397,245.303106,7.018525,20779.816,34.950805,6.670888,35.0,5.360802,1.214791,350.0,0.387718,1865.028786,3.512619
1398,153.35233,5.406451,6920.228,27.89611,5.959734,13.882292,1.626757,3.37588,257.497132,0.66815,1347.052529,13.69842
1399,171.141118,5.973366,9700.86,27.644737,5.932822,20.758308,2.811222,3.530319,314.897396,0.507493,1306.68933,14.054711
1400,372.315496,11.058705,28778.989,33.667188,6.547243,35.0,18.982039,6.61888,350.0,0.0,958.092039,3.459472
1401,26113.873465,643.552252,848196.573,40.577705,7.187847,35.0,25.0,12.0,350.0,0.0,1142.956201,4.189005
1402,1899.678848,57.603627,155899.74,31.888717,6.371968,35.0,25.0,12.0,350.0,0.0,901.937261,3.429977
1403,2019.029157,74.738056,149599.403,27.01474,5.86483,35.0,25.0,12.0,350.0,0.0,796.773924,3.968606
1404,1940.696197,56.997598,89535.965,34.048737,6.584239,35.0,25.0,12.0,350.0,0.0,942.890807,4.076789
1405,2588.354607,49.80051,97528.374,49.463149,7.935895,35.0,25.0,12.0,350.0,0.0,1404.237111,3.658941
1406,1089.090849,25.259078,138392.608,43.116809,7.40932,35.0,25.0,12.0,350.0,0.0,1216.898677,7.732225
1407,340.127845,29.980942,33395.484,11.344802,3.800612,35.0,25.0,7.10042,350.0,0.0,354.141669,4.483197
1408,307.615659,21.641735,66995.597,14.214002,4.254154,35.0,25.0,12.0,350.0,0.0,447.272041,4.166017
1409,223.523966,11.497524,19010.769,18.795017,4.891887,35.0,20.623553,6.122112,350.0,0.0,583.764778,5.262566
1410,399727.63844,30535.687377,56718547.6,13.090507,4.082567,35.0,25.0,12.0,350.0,0.0,413.431582,25.0
1411,234.316473,6.847821,7766.272,31.674289,6.350508,35.0,3.380704,4.667785,290.03885,0.157823,1094.079084,3.360914
1412,194.988156,8.123164,19464.69,23.892096,5.515466,35.0,6.118394,1.265449,350.0,0.411485,1285.691371,3.439979
1413,15923.965964,639.356528,1426535.867,23.996229,5.527472,35.0,25.0,12.0,350.0,0.0,719.744185,4.916262
1414,134686.751132,5668.145735,9229188.86,23.762048,5.500434,35.0,25.0,12.0,350.0,0.0,727.891068,14.69233
1415,326.404519,6.790425,15579.376,48.068349,7.823204,32.171644,2.835516,0.873357,350.0,0.455348,2352.51172,2.819847
1416,1000.218764,36.329644,75140.972,27.358325,5.902008,35.0,25.0,12.0,350.0,0.0,785.671659,3.569895
1417,133.94031,4.035234,22185.394,29.804268,6.160193,8.179561,1.656594,1.747811,350.0,0.64333,1623.007424,2.500328
1418,229.661515,5.542055,9771.325,41.439773,7.263798,17.261422,0.645491,1.649913,294.764265,0.597693,2277.863181,1.892712
1419,106768.17983,5768.246289,11570464.388,18.509643,4.854607,35.0,25.0,12.0,350.0,0.0,536.203794,5.515096
1420,381.843572,8.225332,24046.991,46.422878,7.688137,35.0,8.246811,3.228179,350.0,0.427505,2228.7278,8.923866
1421,163.446084,3.499159,3114.314,37.870921,6.943972,3.136533,0.0,0.899113,152.161176,0.704855,1898.65041,0.838386
1422,153.242293,14.790427,26912.266,10.123372,3.590192,35.0,25.0,6.316043,350.0,0.0,343.221184,23.848401
1423,2920.209916,53.602888,145122.029,54.315125,8.316019,35.0,25.0,12.0,350.0,0.0,1511.613528,3.59154
1424,256.031481,13.54646,35877.208,18.900251,4.905563,35.0,25.0,5.86461,350.0,0.020484,567.191344,13.196951
1425,201.769846,5.292474,4681.618,32.734474,6.455914,14.608653,0.800923,2.195855,199.148783,0.569974,1824.983855,2.598621
1426,176.530863,6.751439,32760.269,25.724603,5.723075,33.313999,2.75677,7.61122,350.0,0.0,719.303313,3.595577
1427,1251.99931,17.292782,32970.987,72.400108,9.601181,35.0,25.0,4.993845,350.0,0.190933,2338.490095,3.098846
1428,9306.631252,418.665289,714772.424,22.229288,5.320076,35.0,25.0,12.0,350.0,0.0,654.539434,4.083983
1429,4390.971227,86.412543,100345.346,50.814049,8.043535,35.0,25.0,12.0,350.0,0.0,1391.59689,10.05465
1430,184.918308,6.686649,8243.815,27.465287,5.913534,32.68227,3.733442,2.729061,276.528027,0.432492,1433.925129,4.457333
1431,3233.398832,49.805879,140689.368,64.920024,9.091685,35.0,25.0,12.0,350.0,0.0,1807.627046,3.242323
1432,539.497645,9.753991,11409.222,55.078755,8.374273,35.0,13.052491,3.998446,350.0,0.299755,2228.113288,3.400585
1433,191.824552,4.600544,8299.147,37.4324,6.903652,9.311448,0.026425,2.37646,273.423961,0.641249,2036.287512,11.456892
1434,10711.503221,251.530808,657225.939,42.585253,7.363507,35.0,25.0,12.0,350.0,0.0,1198.541148,3.892817
1435,58.779158,4.381643,7226.869,11.623901,3.847078,10.767789,0.350892,3.686467,267.982682,0.538372,539.420868,3.135519
1436,496.325599,14.586528,28375.074,34.026302,6.582069,35.0,25.0,4.045521,350.0,0.312777,1396.349506,3.084064
1437,287.423135,7.314278,9052.354,39.078698,7.053832,35.0,5.205692,0.814967,269.939874,0.420353,1903.475653,2.757453
1438,318.59609,14.709993,51295.572,21.601539,5.244419,35.0,25.0,1.646685,350.0,0.40955,1195.520193,3.345994
1439,250.383338,7.991843,18685.267,31.329861,6.315886,35.0,7.665604,5.271316,350.0,0.120986,990.800309,3.409334
1440,2194.003749,89.815855,285308.971,24.4278,5.576956,35.0,25.0,12.0,350.0,0.0,708.704393,3.83061
1441,169126.372734,2602.501419,3346252.331,64.986083,9.09631,35.0,25.0,12.0,350.0,0.0,1792.187773,8.476084
1442,916.46169,21.387383,27010.678,41.32043,7.253331,35.0,25.0,12.0,350.0,0.0,1151.57839,7.31966
1443,151.725276,3.204073,4254.086,37.469813,6.907101,8.080061,0.0,1.676232,184.358413,0.583337,2076.060848,2.630462
1444,340.082107,12.408149,31426.082,25.534808,5.701923,35.0,25.0,6.824789,350.0,0.0,765.191079,3.848369
1445,81.863996,1.896619,19162.464,25.036053,5.645963,8.69541,0.0,0.966141,350.0,0.484697,1265.93086,11.338352
1446,12291.089154,566.004549,1248486.696,21.715531,5.258239,35.0,25.0,12.0,350.0,0.0,645.108765,4.25556
1447,563.149704,13.163982,26922.548,42.779585,7.380289,35.0,25.0,11.751725,350.0,0.0,1190.994147,11.565365
1448,3537.183578,47.303055,47874.917,74.094875,9.712905,35.0,25.0,11.584135,350.0,0.0,2031.016945,3.355026
1449,235.041445,22.831318,57582.897,10.294694,3.620444,35.0,25.0,5.517744,350.0,0.031631,347.618316,4.294534
1450,24594.152006,1067.159461,2581571.051,19.297867,4.956895,35.0,25.0,12.0,350.0,0.0,588.283053,12.109776
1451,129.043579,2.176531,4621.519,39.009082,7.047546,6.041019,0.0,2.524103,201.723978,0.472313,2120.024377,1.77626
1452,65.464748,1.871,2233.06,22.344266,5.333817,7.993309,0.0,0.511792,129.862074,0.531865,1050.7193,1.560521
1453,507.627665,10.322866,21925.792,48.78224,7.881083,35.0,15.686165,9.629062,350.0,0.0,1370.137479,9.779831
1454,316.667402,10.729441,42192.444,29.513877,6.130109,35.0,16.206417,6.439576,350.0,0.0,845.187407,4.266399
1455,265.760618,7.498635,12748.82,35.110772,6.686137,35.0,3.750054,5.007083,350.0,0.121912,1150.139942,3.391535
1456,134.089409,2.754416,8522.927,37.895005,6.94618,8.542874,0.0,1.886516,271.953054,0.597143,2097.320884,5.909863
1457,164.766934,11.738803,21207.713,13.813391,4.193776,35.0,23.222542,7.480735,350.0,0.0,413.670173,4.062102
1458,519.380414,7.129845,7399.99,68.895801,9.365941,35.0,3.430098,4.870341,285.732302,0.125543,2284.518047,3.516707
1459,882.861274,43.829473,49577.595,20.143096,5.064285,35.0,25.0,10.366168,350.0,0.0,611.86686,3.54225
1460,5738.030595,111.678939,200070.752,51.379702,8.088181,35.0,25.0,12.0,350.0,0.0,1416.232063,8.414638
1461,183.24873,6.97176,13382.636,23.599569,5.481597,35.0,3.324143,3.873093,350.0,0.270858,1010.732938,4.535636
1462,148.893526,14.557203,20813.85,9.525288,3.482524,35.0,25.0,6.982782,350.0,0.0,305.752826,7.526965
1463,267.257701,5.731794,16232.889,46.627237,7.70504,17.555571,1.413835,1.11907,350.0,0.7353,2372.156953,1.843588
1464,286.488785,4.38629,7417.25,56.370829,8.471928,7.76271,0.0,0.279522,231.108712,0.702695,2463.889133,1.097969
1465,261.267651,14.199483,25547.061,18.3998,4.840181,35.0,25.0,2.238823,350.0,0.464772,1065.992356,4.12657
1466,270.079788,12.854224,15581.086,20.236604,5.076026,35.0,25.0,6.49541,350.0,0.0,559.150884,5.048413
1467,81142.266383,6840.492409,9165193.553,11.039955,3.749201,35.0,25.0,12.0,350.0,0.0,364.752868,5.438627
1468,218692.607286,17393.310938,17748774.684,12.573374,4.001115,35.0,25.0,12.0,350.0,0.0,382.40177,25.0
1469,203.56161,7.964761,10038.762,24.779196,5.616925,35.0,6.204713,2.961711,315.621305,0.444252,1279.803477,4.174405
1470,198.9857,7.584155,11906.354,23.771857,5.50157,35.0,5.637684,5.754365,350.0,0.0,735.569272,9.527024
1471,183498.91547,6946.102238,13942666.159,24.43266,5.577511,35.0,25.0,12.0,350.0,0.0,711.874067,15.51317
1472,73.618397,6.85932,8217.916,10.418882,3.642215,35.0,3.59778,6.218611,318.295346,0.0,332.287707,6.30015
1473,109633.824949,4440.324793,11653244.127,24.690497,5.606863,35.0,25.0,12.0,350.0,0.0,722.589099,11.138663
1474,342.905043,8.394985,26932.414,40.846417,7.211607,35.0,7.660101,5.632166,350.0,0.031034,1209.254539,3.145132
1475,454.604456,15.139339,15125.734,30.028025,6.183273,35.0,25.0,11.775509,350.0,0.0,858.631159,13.745973
1476,15328.76774,675.677841,773725.587,22.686504,5.37451,35.0,25.0,12.0,350.0,0.0,643.970981,3.556182
1477,14346.915102,484.437833,1305457.485,29.615596,6.140663,35.0,25.0,12.0,350.0,0.0,832.660141,3.922138
1478,100636.12863,6567.07033,11202658.748,14.309994,4.268495,35.0,25.0,12.0,350.0,0.0,440.7759,25.0
1479,958.053484,36.789225,85962.794,26.041687,5.758238,35.0,25.0,9.559338,350.0,0.0,767.479174,3.478168
1480,106046.817459,2272.251929,2992106.531,39.005262,7.047201,35.0,25.0,12.0,350.0,0.0,1100.858161,10.77191
1481,638.65221,35.468896,64577.284,18.005979,4.788102,35.0,25.0,12.0,350.0,0.0,544.854443,4.197556
1482,520.89572,15.474653,29286.2,33.661221,6.546663,35.0,25.0,11.211299,350.0,0.0,963.484718,9.293068
1483,248.7452,16.84159,34538.465,14.769698,4.336515,35.0,25.0,6.074338,350.0,0.0,476.540513,5.275933
1484,9113.95495,360.361538,875848.587,25.291142,5.674653,35.0,25.0,12.0,350.0,0.0,722.616293,4.12999
1485,1986.092707,61.383067,116998.192,31.587255,6.341778,35.0,25.0,12.0,350.0,0.0,910.513856,3.638104
1486,1442.096019,30.964356,47373.184,45.832133,7.639063,35.0,25.0,12.0,350.0,0.0,1286.655901,12.596726
1487,2194.272608,56.551532,89166.874,38.801294,7.028751,35.0,25.0,12.0,350.0,0.0,1109.235269,8.811354
1488,426.566222,9.082382,13069.596,46.360691,7.682985,35.0,10.927921,1.835423,350.0,0.428835,2556.617233,3.407897
1489,854.716922,32.115211,63345.194,26.614084,5.821177,35.0,25.0,12.0,350.0,0.0,760.185146,3.623907
1490,433.874795,12.77867,36145.121,33.953049,6.57498,35.0,25.0,7.590514,350.0,0.0,970.7307,3.466623
1491,308.260705,6.873096,22192.969,41.371565,7.257817,32.986856,3.287196,1.084814,350.0,0.363413,2096.9517,2.88806
1492,1340.293469,27.56669,48902.442,48.620036,7.86797,35.0,25.0,12.0,350.0,0.0,1355.717904,3.507946
1493,208909.323138,11324.668052,16246426.348,18.44728,4.846422,35.0,25.0,12.0,350.0,0.0,550.013101,20.557537
1494,3211.960442,69.865345,148578.99,45.973586,7.650842,35.0,25.0,12.0,350.0,0.0,1278.671917,4.149971
1495,1087.495245,25.697709,65238.08,41.182289,7.241196,35.0,25.0,12.0,350.0,0.0,1159.042864,11.5632
1496,349.223687,10.616867,19503.223,32.89329,6.471556,35.0,16.812589,4.151404,350.0,0.34177,1290.592499,3.574494
1497,315.897102,7.305401,12633.715,43.241585,7.420033,35.0,5.472777,3.467994,350.0,0.43691,1970.481957,4.007662
1498,1165.900445,36.820134,36335.687,31.664753,6.349552,35.0,25.0,12.0,350.0,0.0,924.338667,4.064578
1499,29751.087991,550.995278,509602.57,53.809514,8.277222,35.0,25.0,12.0,350.0,0.0,1488.520867,3.565313
1500,150.412331,2.294388,3927.9,40.050986,7.141043,5.477332,0.0,0.751307,166.842108,0.49783,1912.324325,1.398555
1501,299.705098,32.022521,30626.553,9.320385,3.444863,35.0,25.0,9.030854,350.0,0.0,286.30071,4.859883
1502,8452.845687,218.775642,318546.57,38.637051,7.013859,35.0,25.0,12.0,350.0,0.0,1089.594857,5.130521
1503,440.118125,8.348162,13054.003,51.718191,8.114779,35.0,8.754494,1.982171,350.0,0.416354,2828.491524,2.797662
1504,3252.067122,82.751085,172526.008,39.29939,7.073722,35.0,25.0,12.0,350.0,0.0,1096.732144,3.532545
1505,401.691354,8.779745,21654.459,45.752053,7.632386,35.0,9.772291,6.899592,350.0,0.0,1312.126911,7.912565
1506,208.467761,5.846338,10863.066,32.651947,6.447771,20.026298,1.155253,4.266254,346.955127,0.353482,1275.666143,2.40569
1507,2509.162993,39.875882,164845.233,62.924326,8.950851,35.0,25.0,9.535654,350.0,0.0,1763.752158,3.367234
1508,17051.314889,389.682218,797291.198,43.756974,7.464122,35.0,25.0,12.0,350.0,0.0,1239.731012,4.063163
1509,156.144076,3.339301,3855.524,40.565814,7.186793,6.73546,1.392177,2.83597,190.54393,0.701898,2110.66284,1.421972
1510,74.751314,4.866628,14596.963,14.891638,4.35438,17.482226,2.392548,4.631769,350.0,0.367464,546.843746,22.538427
1511,42422.796112,1367.698853,2115206.566,26.758014,5.836897,35.0,25.0,12.0,350.0,0.0,792.014069,9.768984
1512,2820.370165,204.446031,198539.871,13.754104,4.184766,35.0,25.0,12.0,350.0,0.0,427.519663,4.164425
1513,37634.68156,1533.310053,2730954.035,23.068857,5.419611,35.0,25.0,12.0,350.0,0.0,653.046569,4.764892
1514,44963.234652,1580.417538,3386311.021,28.450225,6.018634,35.0,25.0,12.0,350.0,0.0,788.248178,4.996325
1515,116.695257,9.50939,45915.414,11.37636,3.805894,35.0,11.430232,7.988567,350.0,0.0,352.205355,20.466451
1516,51.3184,1.489723,2497.376,17.944276,4.779891,10.896377,0.535959,1.43757,146.798358,0.407699,994.320469,1.826016
1517,182.180693,5.537055,10580.269,32.127534,6.395784,18.104872,0.842086,3.065065,327.192421,0.607455,1616.309879,12.058384
1518,126.549779,2.36997,7866.851,33.181162,6.499813,6.425474,0.550231,1.872582,259.115979,0.533798,1826.760782,1.761279
1519,393.968064,4.050698,6170.171,89.47454,10.673449,9.356077,1.066237,2.932684,237.505957,0.691477,4522.824878,1.590946
1520,1397.417437,47.59258,77579.066,26.382333,5.795777,35.0,25.0,12.0,350.0,0.0,748.760723,15.740648
1521,270.703621,13.051957,30647.667,20.740463,5.13883,35.0,25.0,2.420354,350.0,0.428632,1146.48929,3.265517
1522,248.081227,21.356422,34585.892,11.616236,3.845809,35.0,25.0,12.0,350.0,0.0,402.479179,25.0
1523,2264.170079,31.689248,73349.163,66.374619,9.192975,35.0,25.0,12.0,350.0,0.0,1833.009941,3.398453
1524,503.22326,29.793563,60448.153,16.890335,4.637396,35.0,25.0,12.0,350.0,0.0,493.60413,24.604483
1525,185.748514,7.409819,16878.038,25.067888,5.649551,35.0,4.423126,2.606234,350.0,0.38806,1390.286458,4.379901
1526,203.131556,3.412007,4075.905,44.003278,7.485099,8.308239,0.553754,1.581174,179.502608,0.593896,2368.886971,1.90459
1527,1096.523781,40.524072,46687.232,26.071998,5.761588,35.0,25.0,12.0,350.0,0.0,748.607668,3.791434
1528,85.747579,1.795098,3281.198,26.810863,5.842658,7.980823,0.0,1.637083,164.826727,0.448583,1511.80988,5.048775
1529,3732.227353,56.858817,62277.427,65.640257,9.141979,35.0,25.0,12.0,350.0,0.0,1823.485849,3.187413
1530,350.103827,7.73673,21174.218,42.139906,7.324902,35.0,6.175876,1.267443,350.0,0.404083,2205.621162,3.149824
1531,1290.387895,74.80876,322475.614,16.859231,4.633124,35.0,25.0,12.0,350.0,0.0,504.095733,23.11321
1532,7990.034875,167.024614,165121.993,47.837469,7.804393,35.0,25.0,12.0,350.0,0.0,1359.628381,3.765158
1533,330.506577,6.101276,16282.342,54.170076,8.304907,27.807318,2.753825,1.104244,350.0,0.525443,2766.067296,2.71652
1534,1180.314973,34.465634,100731.554,34.246142,6.603298,35.0,25.0,12.0,350.0,0.0,951.462892,3.950845
1535,620.633713,17.08961,99151.019,36.316436,6.799965,35.0,25.0,3.854641,350.0,0.273,1507.225247,3.658623
1536,941.63155,25.66006,37421.503,36.69639,6.835444,35.0,25.0,12.0,350.0,0.0,1037.517279,4.363278
1537,255.401382,5.482818,7128.576,43.703048,7.459521,17.272994,1.445774,0.857345,232.236439,0.578906,2143.050743,1.891596
1538,2522.09191,69.026779,136028.778,36.537876,6.820665,35.0,25.0,12.0,350.0,0.0,1044.841328,4.056618
1539,105.621225,2.95322,5773.308,26.582385,5.817709,7.107593,0.354779,2.617298,225.644558,0.625752,1435.489164,1.731941
1540,465.253417,12.397166,23193.341,37.529014,6.912556,35.0,25.0,5.693488,350.0,0.041134,1077.278987,10.02007
1541,37.194238,0.543082,2661.112,22.852422,5.394127,14.231559,0.0,0.343701,135.801593,0.23775,1060.357086,4.936194
1542,48218.937071,1043.190944,2603868.0,45.822111,7.638228,35.0,25.0,12.0,350.0,0.0,1292.58719,9.467225
1543,101364.853079,2729.455292,12782752.949,34.811148,6.657547,35.0,25.0,12.0,350.0,0.0,1003.643431,11.898835
1544,389.555412,11.323158,97056.028,31.42441,6.325409,35.0,19.631048,1.772886,350.0,0.371746,1739.715793,2.841505
1545,6605.781145,134.597357,225747.939,48.241569,7.837287,35.0,25.0,12.0,350.0,0.0,1338.685168,3.280467
1546,25981.264814,516.14915,519558.806,50.336739,8.005668,35.0,25.0,12.0,350.0,0.0,1395.477154,4.184626
1547,7149.579277,218.616622,465521.27,32.703731,6.452882,35.0,25.0,12.0,350.0,0.0,924.052959,4.286316
1548,1321.688756,48.155383,81091.366,26.566891,5.816014,35.0,25.0,11.654879,350.0,0.0,763.038851,4.481244
1549,145.909031,4.416003,7243.222,32.634024,6.446001,5.159737,1.239092,0.547987,230.011243,0.809121,1505.822346,1.656203
1550,1034.714993,25.193249,39505.939,41.071122,7.231416,35.0,25.0,12.0,350.0,0.0,1175.534356,3.743488
1551,482.284316,12.556026,34289.582,38.410585,6.993274,35.0,25.0,8.442058,350.0,0.0,1069.046203,3.369845
1552,300.782808,5.859882,12306.637,51.329156,8.084201,20.925733,0.966558,2.91184,350.0,0.651396,2585.472956,7.007363
1553,275.947952,8.910745,24820.494,28.707109,6.045744,35.0,8.757903,4.614894,350.0,0.121132,1018.222305,8.632429
1554,138689.174283,3013.851997,12461426.275,46.017248,7.654474,35.0,25.0,12.0,350.0,0.0,1298.122355,10.318728
1555,171.106285,5.649612,11709.473,30.15634,6.19647,16.135443,2.333691,0.506217,318.840828,0.677781,1380.297027,2.055772
1556,438.572962,8.233845,8531.406,53.264662,8.235209,35.0,7.122782,3.871658,296.433344,0.303779,2198.663419,3.419287
1557,139.275088,4.779711,5359.488,25.420193,5.689112,11.001423,0.0,1.250878,201.256644,0.65667,1352.508905,1.417705
1558,256.955826,8.583193,11160.998,27.869734,5.956916,35.0,8.806134,1.514223,320.079607,0.439135,1493.01705,3.181435
1559,1965.158338,34.696411,47191.31,56.638663,8.492031,35.0,25.0,8.15715,350.0,0.0,1576.872126,2.986805
1560,4993.150813,133.446499,255886.191,37.416874,6.90222,35.0,25.0,12.0,350.0,0.0,1051.604812,12.435297
1561,464.575959,20.044209,56545.676,23.177565,5.432365,35.0,25.0,12.0,350.0,0.0,706.676633,3.69082
1562,121.049369,4.600816,12754.795,22.850857,5.393942,9.649968,0.012659,3.164496,350.0,0.66109,1129.428927,1.896133
1563,166.340483,3.839163,5503.365,36.117932,6.781355,6.570686,0.0,0.858129,199.202867,0.676214,1782.437015,1.407489
1564,525.035363,18.136942,28060.65,28.948395,6.071099,35.0,25.0,4.751398,350.0,0.209663,1039.011914,2.991506
1565,301.315803,7.451029,13173.368,39.961611,7.133071,35.0,3.533242,3.499861,350.0,0.319756,1821.202344,9.408001
1566,321.426402,8.63754,20525.515,34.554645,6.632974,35.0,9.075813,3.28449,350.0,0.333333,1631.05015,3.581288
1567,134.693308,6.969722,22236.867,19.162119,4.93943,35.0,3.942557,7.735959,350.0,0.0,571.526866,4.004174
1568,112211.752814,1950.130141,4029206.959,55.830158,8.431202,35.0,25.0,12.0,350.0,0.0,1575.200153,7.513093
1569,1765.021959,42.605607,143162.137,41.38419,7.258925,35.0,25.0,10.696553,350.0,0.0,1178.881808,3.572544
1570,312.171739,10.447402,32586.412,28.520105,6.026021,35.0,16.378798,1.829798,350.0,0.385269,1582.512725,3.632581
1571,38476.470816,1149.676785,1413082.891,33.467207,6.527769,35.0,25.0,12.0,350.0,0.0,971.39951,15.638717
1572,56387.18728,860.033804,2666855.324,63.362359,8.981952,35.0,25.0,12.0,350.0,0.0,1788.009992,7.724724
1573,229.819916,9.927402,12162.651,21.161181,5.190689,35.0,14.408193,4.687602,350.0,0.147641,736.63369,16.615922
1574,766.338146,23.301879,85567.819,32.887397,6.470976,35.0,25.0,5.796071,350.0,0.06084,1005.245924,3.283283
1575,624.079088,19.211796,27019.543,32.484162,6.431183,35.0,25.0,10.952948,350.0,0.0,926.16048,3.286402
1576,4159.511146,61.489329,396649.166,67.646065,9.280606,35.0,25.0,12.0,350.0,0.0,1852.38299,5.536129
1577,2356.921668,80.787859,205873.481,28.901152,6.066143,35.0,25.0,12.0,350.0,0.0,851.291578,4.220537
1578,4105.946805,135.525952,265734.254,30.296388,6.210842,35.0,25.0,12.0,350.0,0.0,887.994917,3.752467
1579,4290.59219,63.446894,108722.708,67.624936,9.279156,35.0,25.0,12.0,350.0,0.0,1903.432138,3.632747
1580,884.312472,35.450348,63021.3,24.9451,5.635698,35.0,25.0,12.0,350.0,0.0,712.018043,3.72489
1581,146.391172,7.164562,30651.424,19.489824,4.981487,35.0,2.901794,7.042099,350.0,0.0,555.959516,18.763651
1582,353.075345,32.605421,272910.407,10.62731,3.678466,35.0,25.0,12.0,350.0,0.0,341.894025,5.56582
