technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J,nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J,resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
USW,Nickel,Ni,Aluminum,Al,187.8,Nickel-plated,1880.19,,43.5,636.48,178.5,,,111.0,14.8,23.39,,237.759,5.09,20.347,8.359,3.161,240.9,0.315,0.2651,3925.1,2533.9,85.3,108.9,True,27.216,121.126,13.12,90.95,9382,0.28,0.371,A
USW,Copper,Cu,Aluminum,Al,120.5,Bare,1228.48,,46.71,861.83,483.8,,,109.7,17.9,9.49,,431.541,6.0,28.274,5.451,5.739,248.8,0.389,0.2234,3987.2,2561.7,83.3,102.4,True,90.777,212.267,13.8,84.23,7794,0.203,0.4851,B
RSW,Copper,Cu,StainlessSteel,SS304,108.3,Nickel-plated,2791.82,,,1527.53,370.4,,,44.8,72.6,13.14,,598.7,6.0,28.274,5.106,5.348,244.4,0.74,0.1448,4474.6,2917.2,93.4,115.2,True,116.274,372.737,10.83,97.45,8289,0.192,0.4318,A
USW,Copper,Cu,Aluminum,Al,187.9,Bare,861.29,,19.21,502.24,123.5,,,103.9,27.1,20.31,,60.999,2.889,6.554,13.7,3.028,199.1,0.113,0.5219,1054.9,725.9,63.7,88.2,False,24.724,22.828,12.64,80.05,5791,0.387,0.5489,B
RSW,Nickel,Ni,Copper,Cu,34.2,Bare,1188.61,,,1030.96,393.6,,,68.9,18.0,11.59,,320.501,6.0,28.274,7.745,4.032,224.8,0.484,0.2302,5004.9,3271.7,77.2,119.4,True,88.963,244.64,14.68,93.69,7849,0.215,0.3856,A
RSW,Aluminum,Al,Aluminum,Al,225.6,Bare,2180.0,,,1996.9,192.2,,,38.4,56.2,23.5,,276.996,5.26,21.729,11.029,2.253,160.8,0.278,0.3063,4098.9,2671.0,80.5,93.6,True,84.981,118.159,12.45,93.79,9109,0.263,0.4393,A
Laser,Copper,Cu,Aluminum,Al,88.6,Nickel-plated,2561.33,,,220.25,612.5,9.792,,110.5,31.6,22.4,261.5814,941.365,6.0,28.274,5.715,8.975,296.4,0.683,0.3638,3333.9,2157.6,70.9,98.5,True,9.831,414.583,14.06,80.29,7926,0.291,0.6468,B
USW,Copper,Cu,Aluminum,Al,206.1,Bare,2150.16,,34.64,377.3,165.9,,,102.7,51.8,21.29,,235.11,4.203,13.874,13.423,3.557,211.0,0.195,0.5093,2117.2,1387.2,69.1,102.9,False,17.718,79.133,19.52,80.26,6002,0.327,0.5589,B
RSW,Copper,Cu,Copper,Cu,245.1,Bare,4445.33,,,580.94,234.0,,,77.8,53.4,22.6,,638.03,6.0,28.274,8.466,3.504,204.9,0.318,0.3883,6083.0,3970.9,82.4,109.0,True,25.707,185.373,12.92,97.93,7644,0.307,0.3662,A
USW,Copper,Cu,Aluminum,Al,40.3,Oxide,902.36,,46.06,691.16,434.7,,,34.2,34.9,9.62,,283.445,6.0,28.274,4.032,3.728,167.3,0.351,0.413,5349.1,3453.7,82.0,95.1,True,71.866,185.967,13.19,98.53,9039,0.125,0.2444,A
USW,Copper,Cu,Aluminum,Al,185.7,Bare,2013.57,,23.24,1185.56,499.2,,,84.3,78.2,16.78,,598.901,6.0,28.274,4.681,5.87,231.0,0.436,0.3179,3986.4,2608.3,83.2,86.4,True,70.641,244.808,13.27,89.16,7888,0.254,0.423,B
