technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J,nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J,resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
USW,StainlessSteel,SS304,Nickel,Ni,221.7,Tin-plated,1444.05,,55.49,597.59,292.8,,,-6.1,52.4,8.64,,327.617,6.0,28.274,2.797,2.563,185.4,0.626,0.268,6500.0,4209.5,94.5,112.7,True,69.138,214.296,13.65,100.0,11692,0.114,0.2058,A
Laser,Copper,Cu,Copper,Cu,34.0,Tin-plated,2227.96,,,571.44,1654.0,104.795,,107.9,59.7,22.33,21.2603,2211.048,6.0,28.274,11.929,12.0,442.1,1.65,0.3693,3438.8,2248.2,52.8,121.4,True,25.588,1220.816,23.52,69.55,6247,0.44,0.895,C
Laser,Nickel,Ni,Copper,Cu,196.5,Nickel-plated,243.3,1.6515,,855.26,1125.5,26.735,132.936,27.3,76.7,12.12,9.1007,263.148,5.857,26.945,13.979,1.555,149.3,0.276,0.2997,4554.2,2963.5,61.7,108.7,False,70.538,118.614,12.76,98.93,8261,0.336,0.4622,A
USW,Copper,Cu,Aluminum,Al,147.9,Bare,2199.07,,54.96,521.28,584.8,,,84.2,32.1,18.4,,992.826,6.0,28.274,5.349,8.509,273.0,0.701,0.4301,3400.9,2224.3,73.0,100.3,True,28.337,426.816,13.66,82.72,7215,0.259,0.607,B
RSW,Copper,Cu,Copper,Cu,236.2,Carbon-coated,2116.36,,,404.04,204.3,,,43.6,24.6,21.53,,287.018,4.501,15.912,9.954,1.44,149.7,0.183,0.5391,3484.0,2250.2,73.9,106.0,True,18.768,80.208,8.51,95.64,8768,0.278,0.3811,A
RSW,StainlessSteel,SS304,Nickel,Ni,60.0,Bare,7767.5,,,1635.42,212.8,,,68.3,74.5,5.42,,1073.753,6.0,28.274,11.651,12.0,697.5,2.98,0.1464,3337.0,2140.6,52.1,136.7,True,301.938,1138.878,18.97,70.95,6904,0.436,0.8617,C
RSW,StainlessSteel,SS304,Nickel,Ni,94.2,Carbon-coated,3039.17,,,2345.78,269.0,,,-6.4,22.3,21.84,,474.392,6.0,28.274,3.835,5.446,294.1,1.212,0.1649,4993.5,3229.3,86.5,127.6,True,107.421,444.75,5.9,93.74,9951,0.168,0.3494,A
Laser,Copper,Cu,Aluminum,Al,62.9,Bare,1113.56,1.3549,,449.39,2208.4,19.13,118.269,69.7,74.1,24.64,58.2099,1617.047,6.0,28.274,5.864,12.0,355.2,1.309,0.4901,3373.0,2194.2,70.7,104.9,True,18.237,844.729,25.05,74.05,7084,0.32,0.7515,C
USW,Aluminum,Al,Aluminum,Al,86.0,Tin-plated,2451.15,,39.23,905.4,471.0,,,40.1,50.4,4.04,,790.338,6.0,28.274,3.432,5.835,267.8,0.921,0.1001,4139.9,2721.0,91.7,99.5,True,224.358,501.67,7.59,90.87,9682,0.185,0.3897,A
RSW,Nickel,Ni,Copper,Cu,200.5,Tin-plated,4599.15,,,2220.9,84.7,,,81.0,57.5,22.38,,273.111,5.055,20.071,10.603,2.804,203.8,0.281,0.1982,3821.1,2469.5,76.3,107.0,True,99.231,121.871,14.93,92.35,8513,0.305,0.4545,A
RSW,Copper,Cu,StainlessSteel,SS304,97.4,Anodized,7289.65,,,831.37,308.6,,,88.8,48.3,6.41,,1519.379,6.0,28.274,13.631,12.0,467.2,1.817,0.5831,2849.0,1853.2,49.3,119.3,False,129.687,980.385,25.79,71.98,6017,0.461,0.8445,C
RSW,Nickel,Ni,Copper,Cu,145.2,Bare,4085.5,,,2026.63,247.7,,,43.1,38.4,21.44,,586.829,6.0,28.274,3.903,4.195,215.0,0.581,0.2035,5418.8,3519.2,91.5,108.2,True,94.545,303.825,10.04,97.56,9490,0.14,0.3012,A
USW,Copper,Cu,Aluminum,Al,72.6,Bare,1855.02,,36.56,1091.69,459.8,,,107.5,45.3,22.21,,571.25,6.0,28.274,6.258,7.168,273.9,0.561,0.2218,3265.9,2080.0,87.4,100.9,True,49.144,330.316,12.54,79.96,7004,0.265,0.6103,B
USW,Copper,Cu,Copper,Cu,244.8,Oxide,1333.44,,58.0,622.88,223.2,,,60.8,78.3,13.03,,234.749,4.294,14.479,14.283,2.038,165.5,0.175,0.7547,2951.9,1886.3,68.4,93.5,False,47.788,73.502,15.64,91.08,8518,0.348,0.5036,B
RSW,Copper,Cu,Copper,Cu,43.6,Tin-plated,5365.39,,,1826.85,218.6,,,77.9,45.8,13.65,,774.059,6.0,28.274,8.113,6.151,256.4,0.649,0.0904,4198.9,2712.3,86.0,99.5,True,133.883,442.647,13.86,90.04,8184,0.268,0.5499,A
Laser,Aluminum,Al,Aluminum,Al,200.9,Carbon-coated,2084.74,4.2934,,795.46,590.0,62.697,30.014,80.7,47.3,11.7,33.2508,768.408,6.0,28.274,6.797,5.48,266.3,0.663,0.3879,4039.3,2603.2,78.5,93.1,True,67.969,348.034,11.13,87.62,7171,0.224,0.5193,B
RSW,StainlessSteel,SS304,Nickel,Ni,147.9,Nickel-plated,4249.75,,,1501.86,485.9,,,35.0,63.1,10.24,,1269.366,6.0,28.274,7.709,12.0,601.4,2.642,0.1822,3749.3,2450.0,73.0,145.5,True,146.626,1006.395,18.19,80.74,8199,0.29,0.8141,B
RSW,Aluminum,Al,Aluminum,Al,69.0,Bare,5020.51,,,1728.68,310.6,,,93.1,61.2,12.75,,1006.805,6.0,28.274,6.92,9.205,369.7,1.219,0.2142,3251.4,2124.3,71.2,100.0,True,135.628,679.526,18.04,79.39,7667,0.322,0.6699,B
USW,Copper,Cu,Aluminum,Al,208.2,Bare,1495.48,,25.24,394.96,431.0,,,28.2,76.1,16.43,,391.144,5.552,24.211,8.326,2.493,150.2,0.281,0.5277,4781.0,3083.4,84.9,91.8,True,24.038,138.305,13.09,97.56,8243,0.261,0.3455,A
Laser,Copper,Cu,Copper,Cu,134.8,Tin-plated,2792.46,,,288.7,2149.0,86.044,,114.1,16.5,12.99,32.4537,3600.591,6.0,28.274,8.766,12.0,474.2,1.817,0.3278,3790.3,2458.7,67.8,105.0,True,22.228,1350.644,17.99,72.74,8507,0.337,0.8363,C
USW,Nickel,Ni,Copper,Cu,72.0,Bare,2200.73,,34.9,926.72,483.0,,,102.5,79.8,13.37,,702.108,6.0,28.274,4.276,6.811,316.7,0.841,0.2875,3651.5,2376.5,86.4,111.4,True,69.324,461.328,12.71,86.15,9425,0.157,0.4588,B
Laser,Copper,Cu,Aluminum,Al,73.2,Tin-plated,634.71,,,324.91,2192.3,32.844,,103.5,69.7,21.35,19.3253,834.88,6.0,28.274,7.603,9.018,288.0,0.674,0.2948,3238.0,2116.0,74.6,86.2,True,15.216,408.406,20.75,75.8,7061,0.275,0.6583,B
RSW,StainlessSteel,SS304,Nickel,Ni,61.9,Oxide,1186.81,,,2357.17,446.8,,,57.3,71.9,21.79,,376.228,6.0,28.274,5.751,5.304,334.9,1.089,0.3523,4890.5,3185.4,83.3,127.5,True,108.188,396.291,18.84,91.14,9155,0.203,0.4057,B
RSW,Copper,Cu,Aluminum,Al,167.8,Tin-plated,4583.48,,,534.02,101.9,,,8.6,68.2,24.11,,302.828,5.016,19.764,11.484,3.541,125.7,0.25,0.3993,3169.7,2024.1,72.7,97.9,True,22.146,116.973,15.41,89.25,6401,0.27,0.4753,B
Laser,Nickel,Ni,Copper,Cu,212.7,Bare,1601.68,6.031,,818.96,689.5,90.406,75.006,65.7,21.1,24.53,17.7166,787.394,6.0,28.274,5.844,4.645,246.4,0.636,0.3502,4889.3,3209.1,85.9,114.1,True,33.383,336.746,10.95,95.68,8439,0.214,0.3853,A
USW,StainlessSteel,SS304,Nickel,Ni,86.5,Bare,2556.74,,52.13,947.56,246.6,,,51.6,10.4,5.13,,476.756,6.0,28.274,4.428,5.731,358.9,1.249,0.1252,4739.0,3098.3,86.5,122.0,True,184.721,458.967,9.88,94.75,9652,0.207,0.4,A
RSW,Copper,Cu,Aluminum,Al,154.0,Oxide,6732.52,,,946.21,433.3,,,56.8,36.4,14.72,,2022.82,6.0,28.274,9.82,12.0,355.3,1.391,0.4456,3067.0,1991.3,63.5,109.8,True,64.268,900.661,24.32,73.54,6841,0.37,0.824,C
Laser,Copper,Cu,Copper,Cu,248.5,Bare,980.87,9.5252,,225.93,2589.4,41.237,292.399,98.5,39.7,13.34,23.786,4408.643,6.0,28.274,7.482,12.0,424.3,1.596,0.3113,3911.2,2542.9,77.0,123.0,True,16.93,1178.807,19.15,76.22,7792,0.352,0.7983,B
USW,Nickel,Ni,Aluminum,Al,207.8,Nickel-plated,1616.36,,41.17,511.26,207.4,,,-6.7,52.6,20.4,,233.151,5.177,21.047,7.028,1.819,119.9,0.295,0.3017,4490.8,2923.6,87.8,99.3,True,25.064,110.963,10.77,99.66,10981,0.163,0.2935,A
RSW,Copper,Cu,Copper,Cu,195.1,Anodized,5786.99,,,1851.86,180.3,,,109.4,45.3,11.92,,631.707,6.0,28.274,11.403,3.813,243.9,0.366,0.3846,5317.0,3501.8,73.8,109.5,True,155.391,222.724,15.86,89.62,6773,0.333,0.5294,B
Laser,Copper,Cu,Aluminum,Al,92.3,Nickel-plated,2845.34,3.5805,,868.8,1082.5,43.443,97.293,63.9,45.3,4.25,65.4964,1998.845,6.0,28.274,9.594,12.0,403.4,1.649,0.1161,3015.6,1993.6,64.7,105.6,True,204.27,1078.032,19.96,72.56,7680,0.357,0.8436,C
RSW,Copper,Cu,StainlessSteel,SS304,60.5,Oxide,7951.15,,,574.51,253.9,,,55.3,11.1,9.13,,1379.884,6.0,28.274,8.068,12.0,444.3,1.881,0.3952,3339.3,2149.1,65.2,120.9,True,62.902,1016.807,23.3,77.97,7817,0.376,0.8273,B
RSW,StainlessSteel,SS304,Nickel,Ni,222.1,Tin-plated,6208.85,,,438.61,115.2,,,94.6,39.9,22.11,,405.928,6.0,28.274,7.308,4.662,295.6,0.677,0.3296,5091.2,3327.8,88.0,114.7,True,19.842,234.337,9.5,91.38,7114,0.296,0.4394,A
Laser,StainlessSteel,SS304,Nickel,Ni,235.2,Bare,1442.6,9.2506,,260.5,803.3,25.62,296.563,83.8,54.7,8.56,56.3072,1576.896,6.0,28.274,7.713,12.0,630.2,2.535,0.3728,3673.6,2397.6,65.6,133.8,True,30.42,964.207,20.84,75.64,7874,0.343,0.7986,B
RSW,Aluminum,Al,Aluminum,Al,94.8,Nickel-plated,4730.84,,,859.49,248.1,,,41.8,45.5,17.74,,693.442,6.0,28.274,7.922,5.959,249.1,0.796,0.2465,3601.1,2328.7,78.7,86.1,True,48.439,427.102,13.74,89.63,7898,0.256,0.5439,B
Laser,Copper,Cu,Aluminum,Al,219.7,Bare,1234.45,5.5004,,592.45,1235.6,31.321,199.297,101.0,61.1,21.36,39.4124,1457.013,6.0,28.274,6.475,10.455,310.6,0.832,0.3391,3284.5,2147.8,76.4,102.0,True,27.736,516.685,18.84,73.37,7966,0.332,0.7768,C
USW,StainlessSteel,SS304,Nickel,Ni,36.3,Nickel-plated,2585.61,,19.95,190.37,166.3,,,-9.4,49.4,11.04,,248.352,6.0,28.274,3.787,3.36,199.1,0.717,0.3303,6500.0,4240.2,87.3,112.9,True,17.249,250.313,8.44,100.0,10658,0.12,0.2609,A
USW,Copper,Cu,Aluminum,Al,119.7,Bare,2452.07,,58.06,631.46,224.3,,,75.5,36.2,5.89,,434.105,6.0,28.274,2.679,4.323,215.0,0.391,0.2605,5212.8,3396.6,88.1,95.3,True,107.199,214.037,8.44,92.49,8158,0.104,0.3053,A
RSW,Nickel,Ni,Copper,Cu,209.5,Bare,6162.15,,,949.82,395.9,,,24.3,18.7,16.71,,1393.101,6.0,28.274,6.904,7.008,278.1,1.083,0.3176,3450.2,2258.0,79.2,124.8,True,56.835,608.105,11.79,89.95,7893,0.255,0.5954,B
Laser,Aluminum,Al,Aluminum,Al,98.0,Bare,1700.76,4.3358,,267.86,2823.8,40.31,150.87,1.8,72.3,14.69,42.1922,3620.393,6.0,28.274,16.797,12.0,619.4,3.3,0.4401,2466.0,1648.4,46.8,111.8,False,18.237,1921.538,28.1,72.16,6935,0.52,0.9144,C
RSW,StainlessSteel,SS304,Nickel,Ni,55.5,Tin-plated,3312.75,,,1069.46,447.2,,,9.6,63.4,9.56,,851.54,6.0,28.274,8.59,10.652,534.7,2.42,0.2683,3644.0,2363.9,70.2,128.8,True,111.874,919.087,17.98,81.18,8026,0.34,0.7885,B
Laser,Nickel,Ni,Copper,Cu,168.7,Carbon-coated,1519.43,10.9387,,354.25,192.4,68.632,19.11,76.4,57.4,5.83,22.1387,191.515,6.0,28.274,8.632,2.583,191.5,0.233,0.2793,5740.6,3735.4,78.1,114.6,True,60.759,92.841,9.67,95.78,9336,0.258,0.388,A
USW,Copper,Cu,Aluminum,Al,93.5,Carbon-coated,1706.07,,56.79,832.37,420.6,,,38.4,65.8,8.94,,561.209,6.0,28.274,7.868,5.851,198.2,0.519,0.252,3643.2,2383.7,78.1,99.9,True,93.108,301.398,16.64,88.63,6415,0.274,0.5192,B
Laser,Copper,Cu,Copper,Cu,126.7,Nickel-plated,222.12,,,432.86,2435.9,8.568,,53.4,26.5,15.28,25.9254,324.647,6.0,28.274,9.11,2.736,169.6,0.249,0.2253,6380.1,4151.4,80.4,100.6,True,28.329,131.305,9.7,98.1,9267,0.231,0.41,A
USW,Nickel,Ni,Aluminum,Al,135.6,Nickel-plated,2254.42,,34.57,481.77,131.3,,,-1.1,65.6,4.2,,194.975,5.268,21.799,8.38,1.621,129.1,0.317,0.1597,4368.3,2845.8,79.7,106.4,True,114.639,122.086,9.84,95.77,9399,0.19,0.2998,A
USW,Aluminum,Al,Aluminum,Al,79.9,Bare,2053.91,,58.98,293.55,217.2,,,70.8,72.9,20.37,,354.314,6.0,28.274,4.392,3.131,213.9,0.404,0.5691,5792.0,3753.0,93.3,89.0,True,14.409,193.418,6.79,97.31,10801,0.109,0.3525,A
Laser,Nickel,Ni,Copper,Cu,201.8,Bare,1228.22,2.3946,,376.53,2853.3,63.866,23.627,107.0,63.0,15.72,19.2314,2167.231,6.0,28.274,5.217,11.469,434.6,1.536,0.3915,3577.4,2374.0,78.8,120.8,True,23.955,882.225,14.12,74.52,9257,0.334,0.7397,C
Laser,Copper,Cu,Copper,Cu,178.5,Oxide,2841.08,4.8498,,208.3,2291.1,107.302,19.005,58.7,53.0,18.22,26.4774,3989.996,6.0,28.274,13.631,12.0,389.1,1.625,0.6385,3304.8,2143.7,54.2,114.7,False,11.43,1202.0,26.16,75.56,6703,0.492,0.9234,B
USW,StainlessSteel,SS304,Nickel,Ni,155.5,Bare,701.99,,19.78,733.03,281.1,,,1.9,74.8,18.2,,113.751,4.682,17.22,16.382,1.764,133.7,0.305,0.448,3076.8,1987.9,60.1,121.9,False,40.272,88.243,16.01,91.25,8934,0.368,0.5254,B
Laser,Nickel,Ni,Copper,Cu,159.4,Bare,1496.97,,,183.72,2707.9,75.84,,15.5,28.8,12.02,19.7386,2432.215,6.0,28.274,6.334,12.0,381.9,1.773,0.4631,3419.8,2209.1,74.4,121.5,True,15.281,1026.203,18.24,81.15,9083,0.342,0.8227,B
Laser,StainlessSteel,SS304,Nickel,Ni,147.2,Tin-plated,1302.51,11.5363,,541.3,312.6,96.892,248.287,69.5,45.7,17.78,13.4429,602.526,6.0,28.274,5.128,6.389,378.1,1.256,0.3857,4188.4,2744.7,90.6,123.9,True,30.446,461.873,11.49,88.84,8800,0.187,0.4486,B
Laser,Aluminum,Al,Aluminum,Al,186.4,Oxide,2226.9,,,904.49,1083.2,39.649,,34.5,68.3,4.51,56.1652,1447.366,6.0,28.274,7.303,8.189,311.2,1.22,0.2506,3212.6,2041.3,76.1,100.3,True,200.458,680.121,20.16,86.82,8593,0.26,0.6388,B
USW,Aluminum,Al,Aluminum,Al,93.7,Bare,1996.79,,56.85,304.13,408.5,,,-6.2,72.8,24.56,,638.218,6.0,28.274,5.737,4.421,173.3,0.626,0.5589,4785.5,3117.6,81.5,83.7,True,12.385,325.897,9.89,97.36,8375,0.224,0.4126,A
Laser,Aluminum,Al,Aluminum,Al,116.8,Bare,1343.31,1.0563,,538.37,596.0,77.585,127.206,84.2,14.0,19.11,17.314,512.44,6.0,28.274,7.593,4.457,250.6,0.546,0.2652,4554.8,2958.6,81.6,87.8,True,28.17,278.246,10.22,91.55,8528,0.274,0.4514,A
RSW,StainlessSteel,SS304,Nickel,Ni,203.3,Bare,2818.69,,,1891.4,117.5,,,42.7,72.5,23.56,,238.377,5.8,26.418,13.496,2.28,209.9,0.495,0.3395,5301.7,3461.7,71.0,119.6,False,80.272,163.008,16.44,100.0,8828,0.353,0.5305,B
Laser,Aluminum,Al,Aluminum,Al,225.7,Bare,2515.02,7.7118,,282.59,589.9,40.877,55.728,26.3,78.8,18.95,61.5261,991.537,6.0,28.274,8.186,4.534,214.5,0.679,0.5216,4404.9,2847.8,85.3,87.3,True,14.915,357.521,12.57,93.53,7030,0.227,0.4083,A
USW,Copper,Cu,Aluminum,Al,40.3,Nickel-plated,787.39,,52.92,1034.22,290.1,,,95.5,28.2,13.94,,173.765,5.045,19.989,4.563,4.226,211.9,0.246,0.2119,3584.0,2335.3,88.8,100.1,True,74.198,113.991,12.38,85.68,7411,0.168,0.3431,B
RSW,Nickel,Ni,Copper,Cu,62.3,Tin-plated,1958.25,,,2148.99,475.0,,,40.0,37.7,6.42,,674.181,6.0,28.274,4.917,5.769,253.7,0.838,0.1053,4235.3,2747.3,88.0,113.5,True,334.861,459.424,7.35,90.16,8315,0.233,0.4359,A
USW,Nickel,Ni,Aluminum,Al,112.3,Nickel-plated,768.06,,35.0,519.15,392.0,,,64.3,75.5,6.82,,199.041,5.368,22.633,5.493,2.57,198.4,0.34,0.2712,4988.4,3277.2,88.0,104.3,True,76.112,133.922,9.65,98.03,10406,0.156,0.3018,A
USW,Nickel,Ni,Copper,Cu,174.7,Bare,699.26,,28.69,933.6,495.0,,,79.6,61.4,12.21,,216.677,4.954,19.272,11.441,2.502,197.4,0.251,0.2687,3667.8,2386.2,71.1,116.8,True,76.439,103.35,14.32,89.57,8465,0.201,0.5106,B
RSW,Nickel,Ni,Copper,Cu,123.1,Bare,7127.96,,,1059.43,84.6,,,45.7,26.8,20.25,,357.697,6.0,28.274,11.99,3.254,189.0,0.406,0.3288,4841.5,3157.9,63.8,110.8,True,52.322,197.856,14.34,93.01,7852,0.295,0.5206,A
Laser,Nickel,Ni,Copper,Cu,111.3,Bare,1177.71,6.2067,,804.74,425.3,53.496,124.452,43.2,79.7,7.25,22.0149,431.965,6.0,28.274,8.654,3.44,199.9,0.489,0.2486,5272.4,3427.7,84.0,120.0,True,110.99,247.99,15.84,97.32,8045,0.241,0.4484,B
Laser,Copper,Cu,Copper,Cu,227.6,Nickel-plated,2382.31,9.7838,,315.0,2380.5,86.289,188.938,17.9,31.2,24.45,27.6087,5162.879,6.0,28.274,9.608,12.0,387.0,1.874,0.3328,3690.2,2410.6,68.1,110.7,True,12.886,1395.579,16.97,79.69,7975,0.392,0.8418,B
Laser,Aluminum,Al,Aluminum,Al,220.7,Nickel-plated,1766.05,3.4407,,953.81,544.1,17.132,164.637,40.0,79.5,21.12,103.086,699.777,6.0,28.274,7.5,4.205,212.9,0.586,0.2885,4667.4,2991.9,74.5,100.2,True,45.169,302.02,14.08,96.64,8027,0.196,0.4002,A
USW,Nickel,Ni,Aluminum,Al,176.4,Nickel-plated,2107.33,,42.69,375.04,108.3,,,52.7,51.2,22.53,,160.692,4.583,16.5,11.405,1.568,168.1,0.229,0.3475,3038.7,1969.9,70.4,93.1,True,16.649,77.047,9.6,92.93,8139,0.297,0.3767,A
RSW,Nickel,Ni,Copper,Cu,184.7,Anodized,4931.44,,,1224.55,327.6,,,85.5,32.3,24.74,,1083.088,6.0,28.274,8.244,7.114,311.0,0.91,0.7125,3337.0,2174.5,73.2,107.6,True,49.488,503.148,16.45,83.02,7317,0.28,0.6082,B
USW,Aluminum,Al,Aluminum,Al,130.8,Bare,2076.99,,58.9,497.84,452.7,,,54.9,20.2,4.09,,746.51,6.0,28.274,6.044,5.108,257.4,0.767,0.2501,4256.4,2784.6,83.4,93.6,True,121.717,409.771,7.58,94.36,8162,0.194,0.3978,A
RSW,Copper,Cu,Copper,Cu,236.9,Tin-plated,3256.04,,,1170.54,372.9,,,6.9,29.3,14.4,,858.04,6.0,28.274,3.962,3.34,151.6,0.432,0.1647,6500.0,4233.8,87.9,111.0,True,81.312,273.539,6.04,100.0,9748,0.143,0.2822,A
RSW,Copper,Cu,Aluminum,Al,148.7,Bare,1134.8,,,576.71,352.5,,,109.4,34.4,15.41,,238.882,4.937,19.142,11.968,3.981,224.4,0.237,0.3957,2853.6,1840.5,64.4,94.5,True,37.421,107.997,13.22,81.39,6594,0.3,0.5629,B
USW,Copper,Cu,Aluminum,Al,110.2,Oxide,1376.27,,28.09,898.56,222.5,,,-0.7,43.3,15.55,,190.712,4.816,18.22,12.794,2.181,111.7,0.221,0.5607,3267.3,2129.4,68.3,91.2,False,57.781,96.905,15.98,90.99,8072,0.347,0.4665,B
USW,Copper,Cu,Copper,Cu,45.3,Anodized,1066.08,,44.68,223.48,128.7,,,53.5,23.1,9.96,,98.107,3.94,12.193,16.901,1.257,153.6,0.145,0.9441,2110.5,1367.5,53.8,93.7,False,22.437,50.326,17.62,88.84,7169,0.394,0.6295,B
USW,Aluminum,Al,Aluminum,Al,31.2,Bare,2082.87,,49.03,491.35,130.4,,,117.3,74.1,15.82,,200.783,5.504,23.793,8.446,3.247,249.2,0.336,0.3909,4298.1,2824.7,74.6,86.8,True,31.06,152.917,13.38,92.2,9316,0.267,0.4243,A
USW,Copper,Cu,Aluminum,Al,239.4,Nickel-plated,1460.02,,58.14,992.51,236.8,,,59.0,12.8,12.34,,273.031,5.112,20.527,5.576,3.131,171.7,0.223,0.2884,4052.4,2609.4,83.6,95.3,True,80.453,97.944,12.07,92.63,9533,0.132,0.2706,A
USW,Copper,Cu,Aluminum,Al,247.4,Nickel-plated,1540.27,,43.61,1180.09,226.8,,,58.4,45.5,12.2,,247.676,4.873,18.647,11.217,2.777,168.6,0.207,0.2096,3296.2,2124.4,73.3,88.3,True,96.733,87.261,16.2,89.08,7065,0.291,0.4466,B
USW,StainlessSteel,SS304,Nickel,Ni,111.9,Tin-plated,1764.65,,26.65,1003.38,110.9,,,7.0,67.7,17.54,,120.298,4.971,19.409,8.173,2.078,147.4,0.351,0.2465,4571.8,2966.0,85.9,120.9,True,57.211,106.382,10.51,98.15,9363,0.226,0.3337,A
USW,Copper,Cu,Aluminum,Al,108.0,Oxide,1445.13,,58.51,253.05,230.6,,,18.5,43.1,17.38,,263.875,5.172,21.007,13.921,2.908,134.8,0.246,0.7825,3368.7,2176.4,64.2,92.3,False,14.561,113.815,20.72,90.57,6453,0.377,0.5984,B
Laser,StainlessSteel,SS304,Nickel,Ni,102.2,Bare,2755.08,2.9351,,829.33,1352.4,119.759,288.072,28.1,22.9,23.23,23.0052,2692.962,6.0,28.274,19.736,12.0,1200.0,3.5,0.461,2591.6,1665.6,42.8,138.7,False,35.708,2457.493,24.8,72.0,6524,0.567,0.9825,C
Laser,Copper,Cu,Aluminum,Al,228.6,Nickel-plated,2386.45,2.311,,757.68,2254.0,15.744,76.848,42.2,55.5,12.28,151.5791,3387.614,6.0,28.274,8.316,12.0,420.6,1.893,0.2331,3129.8,2057.0,68.5,99.3,True,61.685,1246.018,22.13,77.62,7847,0.344,0.8009,B
USW,Copper,Cu,Aluminum,Al,44.5,Oxide,629.9,,25.97,386.59,388.7,,,108.7,52.7,13.13,,149.589,4.774,17.901,13.964,3.858,220.1,0.214,0.7,2587.9,1635.3,59.3,102.6,False,29.454,92.314,22.22,80.36,5142,0.352,0.6245,B
USW,Aluminum,Al,Aluminum,Al,66.5,Bare,2527.73,,36.22,1052.79,392.6,,,51.6,11.5,18.75,,662.811,6.0,28.274,4.921,5.757,265.6,0.837,0.366,4087.5,2656.2,85.7,89.8,True,56.135,451.494,11.58,93.79,8007,0.205,0.4747,A
USW,Copper,Cu,Aluminum,Al,190.3,Bare,2212.13,,36.1,179.75,506.3,,,88.7,29.0,22.65,,747.26,6.0,28.274,6.744,6.104,234.0,0.428,0.4521,3583.5,2340.6,79.1,102.1,True,7.935,238.95,11.74,83.27,7560,0.206,0.4998,B
Laser,Copper,Cu,Copper,Cu,42.7,Bare,2003.97,7.3005,,718.96,2284.5,14.37,167.164,90.0,37.4,15.03,139.4551,3861.946,6.0,28.274,21.923,12.0,623.2,2.929,0.3339,2540.2,1650.8,26.5,132.1,False,47.848,2216.026,24.43,63.94,7556,0.646,0.9979,C
USW,Copper,Cu,Aluminum,Al,183.5,Bare,1716.89,,31.86,756.38,164.2,,,14.4,63.9,13.45,,181.431,4.322,14.668,12.405,1.913,121.7,0.189,0.4168,2579.5,1681.8,68.1,97.3,False,56.239,74.569,12.02,90.13,8724,0.314,0.4921,A
USW,Nickel,Ni,Copper,Cu,212.3,Bare,1878.9,,29.08,672.05,193.1,,,98.7,25.9,19.16,,227.928,4.978,19.461,9.062,2.725,215.3,0.243,0.4389,3865.3,2503.2,76.6,101.6,True,35.074,98.806,9.55,92.28,8706,0.285,0.3807,A
USW,StainlessSteel,SS304,Nickel,Ni,249.1,Anodized,1852.67,,31.73,155.33,456.6,,,66.4,11.7,4.71,,543.904,6.0,28.274,5.418,5.102,312.1,0.917,0.6849,5053.3,3258.3,86.5,129.4,True,32.999,328.906,14.06,95.1,7665,0.205,0.3724,A
USW,Copper,Cu,Aluminum,Al,102.2,Bare,2256.88,,18.28,373.14,289.7,,,100.2,21.0,17.29,,371.566,5.87,27.065,5.005,5.093,230.5,0.333,0.386,4185.4,2754.9,86.4,96.0,True,21.581,173.828,13.54,83.31,7146,0.182,0.3867,B
RSW,StainlessSteel,SS304,Nickel,Ni,206.8,Bare,7749.56,,,500.03,169.6,,,70.6,17.1,6.0,,729.184,6.0,28.274,3.604,6.846,394.6,1.339,0.2897,4145.9,2704.1,85.5,128.8,True,83.328,494.428,11.72,87.86,8462,0.176,0.4238,B
RSW,StainlessSteel,SS304,Nickel,Ni,38.1,Bare,1867.3,,,2162.26,138.0,,,4.0,77.3,21.96,,160.333,6.0,28.274,11.862,2.499,181.9,0.553,0.2684,5836.7,3752.8,68.1,118.9,True,98.449,185.716,16.79,96.41,9424,0.298,0.4553,B
Laser,Nickel,Ni,Copper,Cu,186.0,Nickel-plated,667.85,,,218.01,1861.3,110.081,,41.1,77.1,24.06,6.0669,745.847,6.0,28.274,8.164,4.379,205.6,0.536,0.3592,4722.6,3068.9,80.6,110.6,True,9.062,276.419,14.01,94.77,7285,0.261,0.4512,A
Laser,StainlessSteel,SS304,Nickel,Ni,63.6,Bare,2551.83,,,667.07,82.2,9.059,,57.8,50.0,8.29,281.6955,125.839,6.0,28.274,13.126,2.748,210.1,0.415,0.2351,5524.7,3621.3,58.0,111.8,False,80.429,131.662,11.75,97.06,8296,0.336,0.5362,A
USW,Copper,Cu,Aluminum,Al,121.1,Oxide,2501.39,,27.06,1161.43,198.0,,,82.6,60.9,22.57,,305.602,5.76,26.054,11.788,4.395,207.3,0.298,0.5542,3758.3,2425.8,68.5,94.1,True,51.452,150.035,22.37,87.66,5801,0.287,0.5611,B
