date,region,state,saidi_hours,saifi_interruptions,caidi_hours,customers_affected,major_outages,grid_availability_percent
2020-11-01,North East,Taraba,243.96,30.49,8.0,206042,2,66.12
2020-11-01,North East,Yobe,482.11,60.26,8.0,396224,1,33.04
2020-11-01,North West,Jigawa,308.42,38.55,8.0,365806,4,57.16
2020-11-01,North West,Kaduna,331.95,41.49,8.0,468307,1,53.9
2020-11-01,North West,Kano,255.4,31.92,8.0,478663,0,64.53
2020-11-01,North West,Katsina,315.09,39.39,8.0,409187,3,56.24
2020-11-01,North West,Kebbi,237.19,29.65,8.0,160408,0,67.06
2020-11-01,North West,Sokoto,258.27,32.28,8.0,88723,3,64.13
2020-11-01,North West,Zamfara,218.16,27.27,8.0,74674,1,69.7
2020-11-01,South East,Abia,183.11,23.31,7.86,293726,1,74.57
2020-11-01,South East,Anambra,160.96,20.49,7.86,447182,1,77.64
2020-11-01,South East,Ebonyi,204.09,25.98,7.86,388341,2,71.65
2020-11-01,South East,Enugu,232.81,29.63,7.86,48285,3,67.67
2020-11-01,South East,Imo,173.79,22.12,7.86,421144,0,75.86
2020-11-01,South South,Akwa Ibom,137.35,15.26,9.0,225110,2,80.92
2020-11-01,South South,Bayelsa,178.25,19.81,9.0,108610,3,75.24
2020-11-01,South South,Cross River,186.97,20.77,9.0,239877,2,74.03
2020-11-01,South South,Delta,213.05,23.67,9.0,252666,2,70.41
2020-11-01,South South,Edo,167.14,18.57,9.0,99993,1,76.79
2020-11-01,South South,Rivers,175.81,19.53,9.0,288273,2,75.58
2020-11-01,South West,Ekiti,145.71,18.21,8.0,246818,1,79.76
2020-11-01,South West,Lagos,70.31,8.79,8.0,306254,5,90.24
2020-11-01,South West,Ogun,143.84,17.98,8.0,177443,4,80.02
2020-11-01,South West,Ondo,94.88,11.86,8.0,456101,6,86.82
2020-11-01,South West,Osun,153.72,19.21,8.0,98679,0,78.65
2020-11-01,South West,Oyo,122.22,15.28,8.0,358837,4,83.03
2020-12-01,North Central,FCT,130.42,16.3,8.0,310651,2,81.89
2020-12-01,North Central,Benue,154.69,19.34,8.0,12211,2,78.52
2020-12-01,North Central,Kogi,222.04,27.75,8.0,189234,1,69.16
2020-12-01,North Central,Kwara,141.08,17.64,8.0,416428,2,80.41
2020-12-01,North Central,Nasarawa,213.78,26.72,8.0,274813,1,70.31
2020-12-01,North Central,Niger,153.15,19.14,8.0,245732,3,78.73
2020-12-01,North Central,Plateau,145.86,18.23,8.0,37425,1,79.74
2020-12-01,North East,Adamawa,327.2,40.9,8.0,381254,3,54.56
2020-12-01,North East,Bauchi,306.14,38.27,8.0,143964,3,57.48
2020-12-01,North East,Borno,606.65,75.83,8.0,154199,3,15.74
2020-12-01,North East,Gombe,405.96,50.74,8.0,332936,1,43.62
2020-12-01,North East,Taraba,345.99,43.25,8.0,121063,0,51.95
2020-12-01,North East,Yobe,385.49,48.19,8.0,33325,0,46.46
2020-12-01,North West,Jigawa,222.31,27.79,8.0,87619,2,69.12
2020-12-01,North West,Kaduna,266.98,33.37,8.0,286261,0,62.92
2020-12-01,North West,Kano,311.69,38.96,8.0,270833,3,56.71
2020-12-01,North West,Katsina,353.27,44.16,8.0,427478,1,50.93
2020-12-01,North West,Kebbi,356.49,44.56,8.0,276012,2,50.49
2020-12-01,North West,Sokoto,209.34,26.17,8.0,216933,1,70.93
2020-12-01,North West,Zamfara,356.45,44.56,8.0,369361,3,50.49
2020-12-01,South East,Abia,237.61,30.24,7.86,343696,1,67.0
2020-12-01,South East,Anambra,204.6,26.04,7.86,305247,0,71.58
2020-12-01,South East,Ebonyi,252.14,32.09,7.86,179551,4,64.98
2020-12-01,South East,Enugu,250.63,31.9,7.86,321536,3,65.19
2020-12-01,South East,Imo,190.32,24.22,7.86,179679,3,73.57
2020-12-01,South South,Akwa Ibom,191.34,21.26,9.0,485202,4,73.42
2020-12-01,South South,Bayelsa,205.45,22.83,9.0,346690,3,71.47
2020-12-01,South South,Cross River,187.01,20.78,9.0,305617,3,74.03
2020-12-01,South South,Delta,164.71,18.3,9.0,361946,0,77.12
2020-12-01,South South,Edo,176.12,19.57,9.0,178124,5,75.54
2020-12-01,South South,Rivers,114.56,12.73,9.0,387460,2,84.09
2020-12-01,South West,Ekiti,120.01,15.0,8.0,196329,1,83.33
2020-12-01,South West,Lagos,77.4,9.67,8.0,388258,0,89.25
2020-12-01,South West,Ogun,138.0,17.25,8.0,73799,3,80.83
2020-12-01,South West,Ondo,101.67,12.71,8.0,44813,6,85.88
2020-12-01,South West,Osun,149.76,18.72,8.0,67764,3,79.2
2020-12-01,South West,Oyo,110.87,13.86,8.0,494309,3,84.6
2021-01-01,North Central,FCT,121.18,15.15,8.0,190790,0,83.17
2021-01-01,North Central,Benue,185.24,23.15,8.0,55585,1,74.27
2021-01-01,North Central,Kogi,172.45,21.56,8.0,434478,1,76.05
2021-01-01,North Central,Kwara,169.97,21.25,8.0,415503,2,76.39
2021-01-01,North Central,Nasarawa,196.66,24.58,8.0,140152,3,72.69
2021-01-01,North Central,Niger,232.19,29.02,8.0,33962,1,67.75
2021-01-01,North Central,Plateau,249.87,31.23,8.0,97218,1,65.3
2021-01-01,North East,Adamawa,314.91,39.36,8.0,212565,0,56.26
2021-01-01,North East,Bauchi,382.57,47.82,8.0,392255,2,46.87
2021-01-01,North East,Borno,557.54,69.69,8.0,349317,0,22.56
2021-01-01,North East,Gombe,386.08,48.26,8.0,97918,1,46.38
2021-01-01,North East,Taraba,259.18,32.4,8.0,69974,2,64.0
2021-01-01,North East,Yobe,404.74,50.59,8.0,150264,2,43.79
2021-01-01,North West,Jigawa,323.61,40.45,8.0,323797,2,55.05
2021-01-01,North West,Kaduna,285.84,35.73,8.0,435486,4,60.3
2021-01-01,North West,Kano,252.73,31.59,8.0,122704,2,64.9
2021-01-01,North West,Katsina,248.02,31.0,8.0,206988,1,65.55
2021-01-01,North West,Kebbi,324.61,40.58,8.0,203653,5,54.91
2021-01-01,North West,Sokoto,307.07,38.38,8.0,208955,4,57.35
2021-01-01,North West,Zamfara,295.57,36.95,8.0,235632,2,58.95
2021-01-01,South East,Abia,194.3,24.73,7.86,352856,1,73.01
2021-01-01,South East,Anambra,160.41,20.42,7.86,289358,1,77.72
2021-01-01,South East,Ebonyi,220.95,28.12,7.86,427056,0,69.31
2021-01-01,South East,Enugu,190.4,24.23,7.86,460760,0,73.55
2021-01-01,South East,Imo,234.12,29.8,7.86,258617,1,67.48
2021-01-01,South South,Akwa Ibom,180.28,20.03,9.0,370213,1,74.96
2021-01-01,South South,Bayelsa,185.01,20.56,9.0,185344,1,74.3
2021-01-01,South South,Cross River,175.35,19.48,9.0,279159,2,75.65
2021-01-01,South South,Delta,196.86,21.87,9.0,323336,5,72.66
2021-01-01,South South,Edo,181.39,20.15,9.0,267009,5,74.81
2021-01-01,South South,Rivers,172.5,19.17,9.0,375807,1,76.04
2021-01-01,South West,Ekiti,112.7,14.09,8.0,273302,0,84.35
2021-01-01,South West,Lagos,66.32,8.29,8.0,52841,3,90.79
2021-01-01,South West,Ogun,108.06,13.51,8.0,80797,2,84.99
2021-01-01,South West,Ondo,91.44,11.43,8.0,122381,4,87.3
2021-01-01,South West,Osun,138.35,17.29,8.0,61763,1,80.78
2021-01-01,South West,Oyo,109.86,13.73,8.0,171469,1,84.74
2021-02-01,North Central,FCT,169.05,21.13,8.0,430547,1,76.52
2021-02-01,North Central,Benue,209.05,26.13,8.0,412256,4,70.97
2021-02-01,North Central,Kogi,164.18,20.52,8.0,230011,0,77.2
2021-02-01,North Central,Kwara,148.36,18.55,8.0,355966,3,79.39
2021-02-01,North Central,Nasarawa,207.23,25.9,8.0,108421,4,71.22
2021-02-01,North Central,Niger,207.69,25.96,8.0,387588,2,71.15
2021-02-01,North Central,Plateau,235.72,29.46,8.0,390194,2,67.26
2021-02-01,North East,Adamawa,334.64,41.83,8.0,353287,2,53.52
2021-02-01,North East,Bauchi,316.31,39.54,8.0,441251,5,56.07
2021-02-01,North East,Borno,586.95,73.37,8.0,117581,1,18.48
2021-02-01,North East,Gombe,258.66,32.33,8.0,249035,4,64.07
2021-02-01,North East,Taraba,255.12,31.89,8.0,152512,1,64.57
2021-02-01,North East,Yobe,525.05,65.63,8.0,41256,1,27.08
2021-02-01,North West,Jigawa,289.7,36.21,8.0,441937,2,59.76
2021-02-01,North West,Kaduna,302.05,37.76,8.0,226440,0,58.05
2021-02-01,North West,Kano,260.33,32.54,8.0,184762,1,63.84
2021-02-01,North West,Katsina,360.45,45.06,8.0,365720,4,49.94
2021-02-01,North West,Kebbi,259.23,32.4,8.0,222829,3,64.0
2021-02-01,North West,Sokoto,300.94,37.62,8.0,301011,1,58.2
2021-02-01,North West,Zamfara,313.81,39.23,8.0,172273,0,56.41
2021-02-01,South East,Abia,250.59,31.89,7.86,172506,1,65.2
2021-02-01,South East,Anambra,284.14,36.16,7.86,403669,2,60.54
2021-02-01,South East,Ebonyi,240.25,30.58,7.86,39222,2,66.63
2021-02-01,South East,Enugu,232.86,29.64,7.86,44596,2,67.66
2021-02-01,South East,Imo,198.59,25.28,7.86,110526,3,72.42
2021-02-01,South South,Akwa Ibom,151.21,16.8,9.0,309990,4,79.0
2021-02-01,South South,Bayelsa,221.23,24.58,9.0,487591,2,69.27
2021-02-01,South South,Cross River,189.17,21.02,9.0,105510,2,73.73
2021-02-01,South South,Delta,160.09,17.79,9.0,39516,3,77.76
2021-02-01,South South,Edo,193.43,21.49,9.0,98507,3,73.14
2021-02-01,South South,Rivers,103.17,11.46,9.0,457914,2,85.67
2021-02-01,South West,Ekiti,119.85,14.98,8.0,266766,2,83.35
2021-02-01,South West,Lagos,80.87,10.11,8.0,76512,0,88.77
2021-02-01,South West,Ogun,112.7,14.09,8.0,47908,3,84.35
2021-02-01,South West,Ondo,154.42,19.3,8.0,458733,2,78.55
2021-02-01,South West,Osun,126.61,15.83,8.0,225754,1,82.41
2021-02-01,South West,Oyo,115.4,14.42,8.0,328925,3,83.97
2021-03-01,North Central,FCT,143.25,17.91,8.0,487752,0,80.1
2021-03-01,North Central,Benue,203.44,25.43,8.0,171339,0,71.74
2021-03-01,North Central,Kogi,192.16,24.02,8.0,324170,1,73.31
2021-03-01,North Central,Kwara,209.49,26.19,8.0,123681,1,70.9
2021-03-01,North Central,Nasarawa,243.02,30.38,8.0,33310,2,66.25
2021-03-01,North Central,Niger,234.68,29.33,8.0,366555,2,67.41
2021-03-01,North Central,Plateau,189.7,23.71,8.0,15443,2,73.65
2021-03-01,North East,Adamawa,408.29,51.04,8.0,285166,2,43.29
2021-03-01,North East,Bauchi,406.94,50.87,8.0,354057,4,43.48
2021-03-01,North East,Borno,536.82,67.1,8.0,286785,3,25.44
2021-03-01,North East,Gombe,316.6,39.57,8.0,342883,1,56.03
2021-03-01,North East,Taraba,382.52,47.81,8.0,86954,1,46.87
2021-03-01,North East,Yobe,315.74,39.47,8.0,25990,3,56.15
2021-03-01,North West,Jigawa,208.04,26.01,8.0,312160,0,71.11
2021-03-01,North West,Kaduna,329.15,41.14,8.0,129129,1,54.28
2021-03-01,North West,Kano,291.85,36.48,8.0,140213,2,59.47
2021-03-01,North West,Katsina,356.54,44.57,8.0,139064,0,50.48
2021-03-01,North West,Kebbi,286.88,35.86,8.0,100414,1,60.15
2021-03-01,North West,Sokoto,344.0,43.0,8.0,170450,6,52.22
2021-03-01,North West,Zamfara,345.25,43.16,8.0,239657,1,52.05
2021-03-01,South East,Abia,236.42,30.09,7.86,442239,2,67.16
2021-03-01,South East,Anambra,250.87,31.93,7.86,290923,0,65.16
2021-03-01,South East,Ebonyi,177.98,22.65,7.86,84163,1,75.28
2021-03-01,South East,Enugu,181.42,23.09,7.86,277234,0,74.8
2021-03-01,South East,Imo,186.77,23.77,7.86,454327,3,74.06
2021-03-01,South South,Akwa Ibom,189.62,21.07,9.0,190562,2,73.66
2021-03-01,South South,Bayelsa,191.63,21.29,9.0,375216,3,73.38
2021-03-01,South South,Cross River,189.18,21.02,9.0,106162,6,73.72
2021-03-01,South South,Delta,224.52,24.95,9.0,142870,0,68.82
2021-03-01,South South,Edo,151.66,16.85,9.0,297316,0,78.94
2021-03-01,South South,Rivers,100.87,11.21,9.0,323287,2,85.99
2021-03-01,South West,Ekiti,104.21,13.03,8.0,47997,2,85.53
2021-03-01,South West,Lagos,70.17,8.77,8.0,426346,0,90.25
2021-03-01,South West,Ogun,121.7,15.21,8.0,106253,1,83.1
2021-03-01,South West,Ondo,117.08,14.63,8.0,252256,3,83.74
2021-03-01,South West,Osun,142.93,17.87,8.0,398512,1,80.15
2021-03-01,South West,Oyo,138.28,17.28,8.0,427832,5,80.79
2021-04-01,North Central,FCT,174.95,21.87,8.0,461473,1,75.7
2021-04-01,North Central,Benue,142.29,17.79,8.0,470074,1,80.24
2021-04-01,North Central,Kogi,196.39,24.55,8.0,140241,2,72.72
2021-04-01,North Central,Kwara,229.17,28.65,8.0,339289,3,68.17
2021-04-01,North Central,Nasarawa,184.96,23.12,8.0,324271,4,74.31
2021-04-01,North Central,Niger,154.87,19.36,8.0,76799,0,78.49
2021-04-01,North Central,Plateau,206.35,25.79,8.0,74241,4,71.34
2021-04-01,North East,Adamawa,346.5,43.31,8.0,307933,1,51.87
2021-04-01,North East,Bauchi,347.8,43.48,8.0,281727,4,51.69
2021-04-01,North East,Borno,465.61,58.2,8.0,391051,2,35.33
2021-04-01,North East,Gombe,307.06,38.38,8.0,35251,3,57.35
2021-04-01,North East,Taraba,337.35,42.17,8.0,46062,4,53.15
2021-04-01,North East,Yobe,339.22,42.4,8.0,393470,2,52.89
2021-04-01,North West,Jigawa,233.2,29.15,8.0,414785,2,67.61
2021-04-01,North West,Kaduna,294.31,36.79,8.0,44058,1,59.12
2021-04-01,North West,Kano,249.0,31.13,8.0,452028,2,65.42
2021-04-01,North West,Katsina,339.85,42.48,8.0,215556,2,52.8
2021-04-01,North West,Kebbi,252.67,31.58,8.0,38465,1,64.91
2021-04-01,North West,Sokoto,350.68,43.84,8.0,92730,1,51.29
2021-04-01,North West,Zamfara,244.86,30.61,8.0,229906,1,65.99
2021-04-01,South East,Abia,257.12,32.72,7.86,109297,3,64.29
2021-04-01,South East,Anambra,185.19,23.57,7.86,117666,0,74.28
2021-04-01,South East,Ebonyi,205.89,26.2,7.86,57876,1,71.4
2021-04-01,South East,Enugu,174.47,22.21,7.86,466862,2,75.77
2021-04-01,South East,Imo,242.24,30.83,7.86,96693,4,66.36
2021-04-01,South South,Akwa Ibom,197.88,21.99,9.0,259281,2,72.52
2021-04-01,South South,Bayelsa,194.23,21.58,9.0,318608,0,73.02
2021-04-01,South South,Cross River,170.32,18.92,9.0,450406,2,76.34
2021-04-01,South South,Delta,166.47,18.5,9.0,99451,4,76.88
2021-04-01,South South,Edo,139.57,15.51,9.0,455739,3,80.61
2021-04-01,South South,Rivers,152.35,16.93,9.0,134566,2,78.84
2021-04-01,South West,Ekiti,155.92,19.49,8.0,148640,3,78.35
2021-04-01,South West,Lagos,74.82,9.35,8.0,54597,1,89.61
2021-04-01,South West,Ogun,92.94,11.62,8.0,463486,1,87.09
2021-04-01,South West,Ondo,152.36,19.04,8.0,115836,1,78.84
2021-04-01,South West,Osun,136.41,17.05,8.0,289728,0,81.05
2021-04-01,South West,Oyo,85.82,10.73,8.0,271003,4,88.08
2021-05-01,North Central,FCT,164.45,20.56,8.0,182585,0,77.16
2021-05-01,North Central,Benue,239.48,29.93,8.0,386661,1,66.74
2021-05-01,North Central,Kogi,206.44,25.8,8.0,110794,1,71.33
2021-05-01,North Central,Kwara,209.3,26.16,8.0,201326,1,70.93
2021-05-01,North Central,Nasarawa,230.73,28.84,8.0,20704,1,67.95
2021-05-01,North Central,Niger,244.68,30.58,8.0,387920,0,66.02
2021-05-01,North Central,Plateau,224.95,28.12,8.0,183673,3,68.76
2021-05-01,North East,Adamawa,413.18,51.65,8.0,492353,3,42.61
2021-05-01,North East,Bauchi,255.49,31.94,8.0,271235,4,64.52
2021-05-01,North East,Borno,518.69,64.84,8.0,126255,0,27.96
2021-05-01,North East,Gombe,299.18,37.4,8.0,364005,1,58.45
2021-05-01,North East,Taraba,332.94,41.62,8.0,378563,2,53.76
2021-05-01,North East,Yobe,409.63,51.2,8.0,111791,2,43.11
2021-05-01,North West,Jigawa,384.82,48.1,8.0,390787,2,46.55
2021-05-01,North West,Kaduna,323.2,40.4,8.0,431456,2,55.11
2021-05-01,North West,Kano,270.41,33.8,8.0,321561,0,62.44
2021-05-01,North West,Katsina,235.57,29.45,8.0,54720,3,67.28
2021-05-01,North West,Kebbi,240.73,30.09,8.0,213233,1,66.57
2021-05-01,North West,Sokoto,319.82,39.98,8.0,440990,1,55.58
2021-05-01,North West,Zamfara,242.85,30.36,8.0,250649,2,66.27
2021-05-01,South East,Abia,203.65,25.92,7.86,149436,4,71.71
2021-05-01,South East,Anambra,229.2,29.17,7.86,370901,1,68.17
2021-05-01,South East,Ebonyi,231.66,29.48,7.86,236815,4,67.83
2021-05-01,South East,Enugu,298.85,38.03,7.86,14119,1,58.49
2021-05-01,South East,Imo,328.14,41.76,7.86,406373,2,54.42
2021-05-01,South South,Akwa Ibom,226.24,25.14,9.0,14554,1,68.58
2021-05-01,South South,Bayelsa,184.21,20.47,9.0,316728,0,74.41
2021-05-01,South South,Cross River,244.33,27.15,9.0,322806,1,66.07
2021-05-01,South South,Delta,164.21,18.25,9.0,385760,2,77.19
2021-05-01,South South,Edo,246.01,27.33,9.0,63610,4,65.83
2021-05-01,South South,Rivers,234.68,26.08,9.0,315506,0,67.41
2021-05-01,South West,Ekiti,110.66,13.83,8.0,17802,0,84.63
2021-05-01,South West,Lagos,116.72,14.59,8.0,185605,1,83.79
2021-05-01,South West,Ogun,147.54,18.44,8.0,126861,0,79.51
2021-05-01,South West,Ondo,119.37,14.92,8.0,303602,3,83.42
2021-05-01,South West,Osun,196.08,24.51,8.0,255803,2,72.77
2021-05-01,South West,Oyo,145.91,18.24,8.0,298277,3,79.73
2021-06-01,North Central,FCT,129.06,16.13,8.0,289457,4,82.08
2021-06-01,North Central,Benue,283.79,35.47,8.0,104074,1,60.58
2021-06-01,North Central,Kogi,248.15,31.02,8.0,372816,3,65.54
2021-06-01,North Central,Kwara,201.22,25.15,8.0,324734,1,72.05
2021-06-01,North Central,Nasarawa,187.4,23.42,8.0,248482,2,73.97
2021-06-01,North Central,Niger,276.18,34.52,8.0,464588,0,61.64
2021-06-01,North Central,Plateau,220.85,27.61,8.0,297700,3,69.33
2021-06-01,North East,Adamawa,266.61,33.33,8.0,112105,3,62.97
2021-06-01,North East,Bauchi,333.94,41.74,8.0,435564,1,53.62
2021-06-01,North East,Borno,681.78,85.22,8.0,274896,1,5.31
2021-06-01,North East,Gombe,428.38,53.55,8.0,303924,0,40.5
2021-06-01,North East,Taraba,433.71,54.21,8.0,227513,3,39.76
2021-06-01,North East,Yobe,474.97,59.37,8.0,96503,1,34.03
2021-06-01,North West,Jigawa,267.92,33.49,8.0,485214,0,62.79
2021-06-01,North West,Kaduna,307.42,38.43,8.0,318330,6,57.3
2021-06-01,North West,Kano,303.42,37.93,8.0,244280,1,57.86
2021-06-01,North West,Katsina,282.23,35.28,8.0,176915,1,60.8
2021-06-01,North West,Kebbi,311.08,38.88,8.0,458958,1,56.8
2021-06-01,North West,Sokoto,279.7,34.96,8.0,439674,3,61.15
2021-06-01,North West,Zamfara,395.77,49.47,8.0,168687,1,45.03
2021-06-01,South East,Abia,365.62,46.53,7.86,213778,1,49.22
2021-06-01,South East,Anambra,331.66,42.21,7.86,55738,1,53.94
2021-06-01,South East,Ebonyi,274.76,34.97,7.86,336670,1,61.84
2021-06-01,South East,Enugu,233.08,29.67,7.86,323709,4,67.63
2021-06-01,South East,Imo,202.56,25.78,7.86,289308,3,71.87
2021-06-01,South South,Akwa Ibom,235.97,26.22,9.0,443329,1,67.23
2021-06-01,South South,Bayelsa,276.1,30.68,9.0,312681,3,61.65
2021-06-01,South South,Cross River,248.39,27.6,9.0,179241,4,65.5
2021-06-01,South South,Delta,268.49,29.83,9.0,389165,3,62.71
2021-06-01,South South,Edo,283.44,31.49,9.0,271409,1,60.63
2021-06-01,South South,Rivers,198.64,22.07,9.0,30574,3,72.41
2021-06-01,South West,Ekiti,165.61,20.7,8.0,403681,3,77.0
2021-06-01,South West,Lagos,97.73,12.22,8.0,384355,1,86.43
2021-06-01,South West,Ogun,184.31,23.04,8.0,379323,2,74.4
2021-06-01,South West,Ondo,119.42,14.93,8.0,182042,3,83.41
2021-06-01,South West,Osun,175.98,22.0,8.0,303582,2,75.56
2021-06-01,South West,Oyo,177.36,22.17,8.0,136149,1,75.37
2021-07-01,North Central,FCT,129.82,16.23,8.0,254509,0,81.97
2021-07-01,North Central,Benue,199.42,24.93,8.0,253645,3,72.3
2021-07-01,North Central,Kogi,278.22,34.78,8.0,82388,2,61.36
2021-07-01,North Central,Kwara,199.84,24.98,8.0,451503,3,72.24
2021-07-01,North Central,Nasarawa,228.4,28.55,8.0,58838,1,68.28
2021-07-01,North Central,Niger,273.02,34.13,8.0,33620,1,62.08
2021-07-01,North Central,Plateau,204.63,25.58,8.0,251891,3,71.58
2021-07-01,North East,Adamawa,251.58,31.45,8.0,448033,3,65.06
2021-07-01,North East,Bauchi,346.83,43.35,8.0,158641,2,51.83
2021-07-01,North East,Borno,564.91,70.61,8.0,179110,4,21.54
2021-07-01,North East,Gombe,271.71,33.96,8.0,472810,0,62.26
2021-07-01,North East,Taraba,401.96,50.24,8.0,228541,4,44.17
2021-07-01,North East,Yobe,551.37,68.92,8.0,177720,1,23.42
2021-07-01,North West,Jigawa,300.15,37.52,8.0,99978,2,58.31
2021-07-01,North West,Kaduna,342.17,42.77,8.0,253010,0,52.48
2021-07-01,North West,Kano,258.36,32.29,8.0,435911,2,64.12
2021-07-01,North West,Katsina,239.66,29.96,8.0,396192,2,66.71
2021-07-01,North West,Kebbi,365.5,45.69,8.0,212423,3,49.24
2021-07-01,North West,Sokoto,316.38,39.55,8.0,303379,2,56.06
2021-07-01,North West,Zamfara,397.77,49.72,8.0,453849,1,44.75
2021-07-01,South East,Abia,229.1,29.16,7.86,428428,2,68.18
2021-07-01,South East,Anambra,307.11,39.09,7.86,158658,2,57.35
2021-07-01,South East,Ebonyi,232.64,29.61,7.86,26324,5,67.69
2021-07-01,South East,Enugu,223.04,28.39,7.86,154447,3,69.02
2021-07-01,South East,Imo,284.9,36.26,7.86,72460,1,60.43
2021-07-01,South South,Akwa Ibom,240.94,26.77,9.0,392399,4,66.54
2021-07-01,South South,Bayelsa,246.06,27.34,9.0,309804,1,65.82
2021-07-01,South South,Cross River,199.84,22.2,9.0,296519,1,72.24
2021-07-01,South South,Delta,263.19,29.24,9.0,205174,0,63.45
2021-07-01,South South,Edo,219.84,24.43,9.0,499886,1,69.47
2021-07-01,South South,Rivers,150.12,16.68,9.0,143102,4,79.15
2021-07-01,South West,Ekiti,111.47,13.93,8.0,11245,2,84.52
2021-07-01,South West,Lagos,81.58,10.2,8.0,184774,4,88.67
2021-07-01,South West,Ogun,199.87,24.98,8.0,98902,2,72.24
2021-07-01,South West,Ondo,146.74,18.34,8.0,433845,2,79.62
2021-07-01,South West,Osun,185.26,23.16,8.0,207905,4,74.27
2021-07-01,South West,Oyo,174.78,21.85,8.0,141624,3,75.72
2021-08-01,North Central,FCT,194.77,24.35,8.0,76969,0,72.95
2021-08-01,North Central,Benue,257.12,32.14,8.0,206649,4,64.29
2021-08-01,North Central,Kogi,242.51,30.31,8.0,200292,5,66.32
2021-08-01,North Central,Kwara,231.71,28.96,8.0,212074,0,67.82
2021-08-01,North Central,Nasarawa,156.44,19.56,8.0,32911,3,78.27
2021-08-01,North Central,Niger,229.46,28.68,8.0,293828,5,68.13
2021-08-01,North Central,Plateau,167.25,20.91,8.0,283942,3,76.77
2021-08-01,North East,Adamawa,454.78,56.85,8.0,385820,2,36.84
2021-08-01,North East,Bauchi,344.43,43.05,8.0,38837,1,52.16
2021-08-01,North East,Borno,469.88,58.74,8.0,474230,2,34.74
2021-08-01,North East,Gombe,390.73,48.84,8.0,492046,3,45.73
2021-08-01,North East,Taraba,337.18,42.15,8.0,215200,2,53.17
2021-08-01,North East,Yobe,627.09,78.39,8.0,491547,2,12.9
2021-08-01,North West,Jigawa,281.31,35.16,8.0,492810,0,60.93
2021-08-01,North West,Kaduna,291.38,36.42,8.0,84156,2,59.53
2021-08-01,North West,Kano,256.32,32.04,8.0,459402,3,64.4
2021-08-01,North West,Katsina,388.03,48.5,8.0,390664,1,46.11
2021-08-01,North West,Kebbi,228.1,28.51,8.0,332910,0,68.32
2021-08-01,North West,Sokoto,336.0,42.0,8.0,339061,3,53.33
2021-08-01,North West,Zamfara,385.35,48.17,8.0,429363,1,46.48
2021-08-01,South East,Abia,285.5,36.34,7.86,433567,3,60.35
2021-08-01,South East,Anambra,202.27,25.74,7.86,447482,0,71.91
2021-08-01,South East,Ebonyi,257.26,32.74,7.86,462772,3,64.27
2021-08-01,South East,Enugu,291.24,37.07,7.86,318686,2,59.55
2021-08-01,South East,Imo,212.46,27.04,7.86,108712,3,70.49
2021-08-01,South South,Akwa Ibom,191.38,21.26,9.0,276789,1,73.42
2021-08-01,South South,Bayelsa,264.16,29.35,9.0,394330,4,63.31
2021-08-01,South South,Cross River,167.08,18.56,9.0,206783,0,76.79
2021-08-01,South South,Delta,175.5,19.5,9.0,37441,3,75.62
2021-08-01,South South,Edo,173.97,19.33,9.0,221286,2,75.84
2021-08-01,South South,Rivers,177.98,19.78,9.0,488660,0,75.28
2021-08-01,South West,Ekiti,146.67,18.33,8.0,144777,0,79.63
2021-08-01,South West,Lagos,112.64,14.08,8.0,351586,2,84.36
2021-08-01,South West,Ogun,117.7,14.71,8.0,81948,4,83.65
2021-08-01,South West,Ondo,196.7,24.59,8.0,251015,1,72.68
2021-08-01,South West,Osun,110.78,13.85,8.0,135027,1,84.61
2021-08-01,South West,Oyo,112.21,14.03,8.0,121168,0,84.42
2021-09-01,North Central,FCT,111.97,14.0,8.0,77287,1,84.45
2021-09-01,North Central,Benue,231.05,28.88,8.0,167910,1,67.91
2021-09-01,North Central,Kogi,221.96,27.75,8.0,373521,2,69.17
2021-09-01,North Central,Kwara,233.49,29.19,8.0,182377,3,67.57
2021-09-01,North Central,Nasarawa,200.11,25.01,8.0,67239,1,72.21
2021-09-01,North Central,Niger,181.41,22.68,8.0,468095,2,74.8
2021-09-01,North Central,Plateau,167.68,20.96,8.0,396354,1,76.71
2021-09-01,North East,Adamawa,420.76,52.59,8.0,158296,2,41.56
2021-09-01,North East,Bauchi,398.74,49.84,8.0,474953,0,44.62
2021-09-01,North East,Borno,643.97,80.5,8.0,213958,4,10.56
2021-09-01,North East,Gombe,416.61,52.08,8.0,223927,1,42.14
2021-09-01,North East,Taraba,316.22,39.53,8.0,312502,3,56.08
2021-09-01,North East,Yobe,430.61,53.83,8.0,347627,0,40.19
2021-09-01,North West,Jigawa,236.53,29.57,8.0,325587,0,67.15
2021-09-01,North West,Kaduna,244.25,30.53,8.0,315940,4,66.08
2021-09-01,North West,Kano,257.26,32.16,8.0,319130,0,64.27
2021-09-01,North West,Katsina,318.59,39.82,8.0,43759,1,55.75
2021-09-01,North West,Kebbi,339.04,42.38,8.0,198550,3,52.91
2021-09-01,North West,Sokoto,298.22,37.28,8.0,16994,2,58.58
2021-09-01,North West,Zamfara,305.27,38.16,8.0,463041,4,57.6
2021-09-01,South East,Abia,277.38,35.3,7.86,302546,2,61.47
2021-09-01,South East,Anambra,367.41,46.76,7.86,22728,1,48.97
2021-09-01,South East,Ebonyi,285.38,36.32,7.86,418888,2,60.36
2021-09-01,South East,Enugu,297.87,37.91,7.86,180708,0,58.63
