date,disco,customer_class,tariff_naira_per_kwh,fixed_charge_naira,vat_percent,regulatory_charge_percent,effective_tariff_naira_per_kwh
2022-01-01,Yola,Special,49.3,2500,7.5,1.5,53.74
2022-04-01,Abuja,Residential,32.11,750,7.5,1.5,35.0
2022-04-01,Abuja,Commercial,46.42,1500,7.5,1.5,50.59
2022-04-01,Abuja,Industrial,38.91,5000,7.5,1.5,42.41
2022-04-01,Abuja,Special,59.25,2500,7.5,1.5,64.58
2022-04-01,Benin,Residential,31.86,750,7.5,1.5,34.73
2022-04-01,Benin,Commercial,46.53,1500,7.5,1.5,50.72
2022-04-01,Benin,Industrial,37.04,5000,7.5,1.5,40.38
2022-04-01,Benin,Special,58.62,2500,7.5,1.5,63.89
2022-04-01,Eko,Residential,34.79,750,7.5,1.5,37.92
2022-04-01,Eko,Commercial,47.76,1500,7.5,1.5,52.06
2022-04-01,Eko,Industrial,42.08,5000,7.5,1.5,45.87
2022-04-01,Eko,Special,64.39,2500,7.5,1.5,70.18
2022-04-01,Enugu,Residential,30.53,750,7.5,1.5,33.28
2022-04-01,Enugu,Commercial,43.95,1500,7.5,1.5,47.91
2022-04-01,Enugu,Industrial,38.45,5000,7.5,1.5,41.91
2022-04-01,Enugu,Special,54.6,2500,7.5,1.5,59.51
2022-04-01,Ibadan,Residential,29.45,750,7.5,1.5,32.1
2022-04-01,Ibadan,Commercial,46.01,1500,7.5,1.5,50.15
2022-04-01,Ibadan,Industrial,36.15,5000,7.5,1.5,39.4
2022-04-01,Ibadan,Special,58.16,2500,7.5,1.5,63.4
2022-04-01,Ikeja,Residential,32.83,750,7.5,1.5,35.78
2022-04-01,Ikeja,Commercial,48.9,1500,7.5,1.5,53.3
2022-04-01,Ikeja,Industrial,41.85,5000,7.5,1.5,45.62
2022-04-01,Ikeja,Special,63.75,2500,7.5,1.5,69.49
2022-04-01,Jos,Residential,30.07,750,7.5,1.5,32.78
2022-04-01,Jos,Commercial,43.59,1500,7.5,1.5,47.51
2022-04-01,Jos,Industrial,36.25,5000,7.5,1.5,39.51
2022-04-01,Jos,Special,52.81,2500,7.5,1.5,57.56
2022-04-01,Kaduna,Residential,30.56,750,7.5,1.5,33.31
2022-04-01,Kaduna,Commercial,42.44,1500,7.5,1.5,46.26
2022-04-01,Kaduna,Industrial,36.92,5000,7.5,1.5,40.24
2022-04-01,Kaduna,Special,55.69,2500,7.5,1.5,60.7
2022-04-01,Kano,Residential,29.93,750,7.5,1.5,32.63
2022-04-01,Kano,Commercial,42.73,1500,7.5,1.5,46.57
2022-04-01,Kano,Industrial,36.18,5000,7.5,1.5,39.44
2022-04-01,Kano,Special,56.0,2500,7.5,1.5,61.04
2022-04-01,Port Harcourt,Residential,29.19,750,7.5,1.5,31.81
2022-04-01,Port Harcourt,Commercial,43.58,1500,7.5,1.5,47.5
2022-04-01,Port Harcourt,Industrial,37.79,5000,7.5,1.5,41.19
2022-04-01,Port Harcourt,Special,54.81,2500,7.5,1.5,59.74
2022-04-01,Yola,Residential,26.28,750,7.5,1.5,28.65
2022-04-01,Yola,Commercial,39.81,1500,7.5,1.5,43.39
2022-04-01,Yola,Industrial,33.92,5000,7.5,1.5,36.97
2022-04-01,Yola,Special,52.91,2500,7.5,1.5,57.68
2022-07-01,Abuja,Residential,30.81,750,7.5,1.5,33.59
2022-07-01,Abuja,Commercial,47.3,1500,7.5,1.5,51.55
2022-07-01,Abuja,Industrial,39.06,5000,7.5,1.5,42.58
2022-07-01,Abuja,Special,57.04,2500,7.5,1.5,62.17
2022-07-01,Benin,Residential,30.16,750,7.5,1.5,32.87
2022-07-01,Benin,Commercial,44.21,1500,7.5,1.5,48.19
2022-07-01,Benin,Industrial,37.37,5000,7.5,1.5,40.73
2022-07-01,Benin,Special,57.95,2500,7.5,1.5,63.16
2022-07-01,Eko,Residential,34.67,750,7.5,1.5,37.79
2022-07-01,Eko,Commercial,47.26,1500,7.5,1.5,51.52
2022-07-01,Eko,Industrial,40.29,5000,7.5,1.5,43.91
2022-07-01,Eko,Special,61.6,2500,7.5,1.5,67.15
2022-07-01,Enugu,Residential,29.93,750,7.5,1.5,32.63
2022-07-01,Enugu,Commercial,45.95,1500,7.5,1.5,50.09
2022-07-01,Enugu,Industrial,39.76,5000,7.5,1.5,43.34
2022-07-01,Enugu,Special,54.65,2500,7.5,1.5,59.57
2022-07-01,Ibadan,Residential,31.28,750,7.5,1.5,34.1
2022-07-01,Ibadan,Commercial,45.01,1500,7.5,1.5,49.06
2022-07-01,Ibadan,Industrial,38.43,5000,7.5,1.5,41.89
2022-07-01,Ibadan,Special,55.12,2500,7.5,1.5,60.08
2022-07-01,Ikeja,Residential,32.18,750,7.5,1.5,35.08
2022-07-01,Ikeja,Commercial,49.2,1500,7.5,1.5,53.62
2022-07-01,Ikeja,Industrial,42.14,5000,7.5,1.5,45.94
2022-07-01,Ikeja,Special,64.97,2500,7.5,1.5,70.82
2022-07-01,Jos,Residential,29.47,750,7.5,1.5,32.12
2022-07-01,Jos,Commercial,42.07,1500,7.5,1.5,45.85
2022-07-01,Jos,Industrial,37.77,5000,7.5,1.5,41.17
2022-07-01,Jos,Special,52.95,2500,7.5,1.5,57.71
2022-07-01,Kaduna,Residential,29.45,750,7.5,1.5,32.1
2022-07-01,Kaduna,Commercial,45.06,1500,7.5,1.5,49.11
2022-07-01,Kaduna,Industrial,37.0,5000,7.5,1.5,40.33
2022-07-01,Kaduna,Special,58.83,2500,7.5,1.5,64.13
2022-07-01,Kano,Residential,30.26,750,7.5,1.5,32.99
2022-07-01,Kano,Commercial,42.97,1500,7.5,1.5,46.84
2022-07-01,Kano,Industrial,36.53,5000,7.5,1.5,39.81
2022-07-01,Kano,Special,57.29,2500,7.5,1.5,62.45
2022-07-01,Port Harcourt,Residential,30.07,750,7.5,1.5,32.78
2022-07-01,Port Harcourt,Commercial,43.92,1500,7.5,1.5,47.88
2022-07-01,Port Harcourt,Industrial,38.31,5000,7.5,1.5,41.76
2022-07-01,Port Harcourt,Special,54.88,2500,7.5,1.5,59.81
2022-07-01,Yola,Residential,26.46,750,7.5,1.5,28.84
2022-07-01,Yola,Commercial,40.71,1500,7.5,1.5,44.37
2022-07-01,Yola,Industrial,32.41,5000,7.5,1.5,35.32
2022-07-01,Yola,Special,52.87,2500,7.5,1.5,57.63
2022-10-01,Abuja,Residential,30.99,750,7.5,1.5,33.78
2022-10-01,Abuja,Commercial,46.51,1500,7.5,1.5,50.7
2022-10-01,Abuja,Industrial,38.63,5000,7.5,1.5,42.11
2022-10-01,Abuja,Special,57.6,2500,7.5,1.5,62.78
2022-10-01,Benin,Residential,31.5,750,7.5,1.5,34.34
2022-10-01,Benin,Commercial,44.91,1500,7.5,1.5,48.95
2022-10-01,Benin,Industrial,37.17,5000,7.5,1.5,40.51
2022-10-01,Benin,Special,55.04,2500,7.5,1.5,60.0
2022-10-01,Eko,Residential,32.57,750,7.5,1.5,35.5
2022-10-01,Eko,Commercial,49.25,1500,7.5,1.5,53.68
2022-10-01,Eko,Industrial,42.63,5000,7.5,1.5,46.47
2022-10-01,Eko,Special,60.56,2500,7.5,1.5,66.01
2022-10-01,Enugu,Residential,29.97,750,7.5,1.5,32.67
2022-10-01,Enugu,Commercial,45.51,1500,7.5,1.5,49.61
2022-10-01,Enugu,Industrial,38.78,5000,7.5,1.5,42.27
2022-10-01,Enugu,Special,54.8,2500,7.5,1.5,59.73
2022-10-01,Ibadan,Residential,30.12,750,7.5,1.5,32.83
2022-10-01,Ibadan,Commercial,46.18,1500,7.5,1.5,50.33
2022-10-01,Ibadan,Industrial,38.79,5000,7.5,1.5,42.28
2022-10-01,Ibadan,Special,54.54,2500,7.5,1.5,59.45
2022-10-01,Ikeja,Residential,33.15,750,7.5,1.5,36.13
2022-10-01,Ikeja,Commercial,51.3,1500,7.5,1.5,55.92
2022-10-01,Ikeja,Industrial,41.78,5000,7.5,1.5,45.54
2022-10-01,Ikeja,Special,63.45,2500,7.5,1.5,69.17
2022-10-01,Jos,Residential,27.78,750,7.5,1.5,30.28
2022-10-01,Jos,Commercial,43.71,1500,7.5,1.5,47.65
2022-10-01,Jos,Industrial,36.37,5000,7.5,1.5,39.64
2022-10-01,Jos,Special,51.89,2500,7.5,1.5,56.56
2022-10-01,Kaduna,Residential,30.12,750,7.5,1.5,32.83
2022-10-01,Kaduna,Commercial,42.67,1500,7.5,1.5,46.52
2022-10-01,Kaduna,Industrial,38.93,5000,7.5,1.5,42.44
2022-10-01,Kaduna,Special,57.83,2500,7.5,1.5,63.04
2022-10-01,Kano,Residential,30.45,750,7.5,1.5,33.19
2022-10-01,Kano,Commercial,44.32,1500,7.5,1.5,48.31
2022-10-01,Kano,Industrial,37.74,5000,7.5,1.5,41.14
2022-10-01,Kano,Special,53.84,2500,7.5,1.5,58.68
2022-10-01,Port Harcourt,Residential,30.08,750,7.5,1.5,32.79
2022-10-01,Port Harcourt,Commercial,42.88,1500,7.5,1.5,46.74
2022-10-01,Port Harcourt,Industrial,36.69,5000,7.5,1.5,39.99
2022-10-01,Port Harcourt,Special,59.06,2500,7.5,1.5,64.37
2022-10-01,Yola,Residential,26.78,750,7.5,1.5,29.19
2022-10-01,Yola,Commercial,40.01,1500,7.5,1.5,43.61
2022-10-01,Yola,Industrial,35.42,5000,7.5,1.5,38.6
2022-10-01,Yola,Special,50.36,2500,7.5,1.5,54.9
2023-01-01,Abuja,Residential,35.95,750,7.5,1.5,39.18
2023-01-01,Abuja,Commercial,50.63,1500,7.5,1.5,55.19
2023-01-01,Abuja,Industrial,43.59,5000,7.5,1.5,47.52
2023-01-01,Abuja,Special,66.42,2500,7.5,1.5,72.4
2023-01-01,Benin,Residential,33.68,750,7.5,1.5,36.71
2023-01-01,Benin,Commercial,47.57,1500,7.5,1.5,51.85
2023-01-01,Benin,Industrial,42.01,5000,7.5,1.5,45.79
2023-01-01,Benin,Special,65.21,2500,7.5,1.5,71.08
2023-01-01,Eko,Residential,36.11,750,7.5,1.5,39.36
2023-01-01,Eko,Commercial,52.22,1500,7.5,1.5,56.92
2023-01-01,Eko,Industrial,44.89,5000,7.5,1.5,48.93
2023-01-01,Eko,Special,70.84,2500,7.5,1.5,77.22
2023-01-01,Enugu,Residential,35.15,750,7.5,1.5,38.31
2023-01-01,Enugu,Commercial,47.62,1500,7.5,1.5,51.91
2023-01-01,Enugu,Industrial,44.07,5000,7.5,1.5,48.04
2023-01-01,Enugu,Special,64.03,2500,7.5,1.5,69.79
2023-01-01,Ibadan,Residential,34.2,750,7.5,1.5,37.28
2023-01-01,Ibadan,Commercial,48.65,1500,7.5,1.5,53.02
2023-01-01,Ibadan,Industrial,41.88,5000,7.5,1.5,45.65
2023-01-01,Ibadan,Special,66.05,2500,7.5,1.5,71.99
2023-01-01,Ikeja,Residential,39.1,750,7.5,1.5,42.62
2023-01-01,Ikeja,Commercial,55.55,1500,7.5,1.5,60.55
2023-01-01,Ikeja,Industrial,47.04,5000,7.5,1.5,51.27
2023-01-01,Ikeja,Special,67.53,2500,7.5,1.5,73.61
2023-01-01,Jos,Residential,33.9,750,7.5,1.5,36.95
2023-01-01,Jos,Commercial,48.59,1500,7.5,1.5,52.96
2023-01-01,Jos,Industrial,39.83,5000,7.5,1.5,43.42
2023-01-01,Jos,Special,61.96,2500,7.5,1.5,67.53
2023-01-01,Kaduna,Residential,33.16,750,7.5,1.5,36.14
2023-01-01,Kaduna,Commercial,48.44,1500,7.5,1.5,52.8
2023-01-01,Kaduna,Industrial,43.66,5000,7.5,1.5,47.59
2023-01-01,Kaduna,Special,63.6,2500,7.5,1.5,69.32
2023-01-01,Kano,Residential,34.33,750,7.5,1.5,37.42
2023-01-01,Kano,Commercial,50.24,1500,7.5,1.5,54.76
2023-01-01,Kano,Industrial,40.84,5000,7.5,1.5,44.52
2023-01-01,Kano,Special,62.27,2500,7.5,1.5,67.88
2023-01-01,Port Harcourt,Residential,34.39,750,7.5,1.5,37.48
2023-01-01,Port Harcourt,Commercial,48.62,1500,7.5,1.5,52.99
2023-01-01,Port Harcourt,Industrial,42.45,5000,7.5,1.5,46.27
2023-01-01,Port Harcourt,Special,63.58,2500,7.5,1.5,69.3
2023-01-01,Yola,Residential,32.09,750,7.5,1.5,34.97
2023-01-01,Yola,Commercial,43.75,1500,7.5,1.5,47.68
2023-01-01,Yola,Industrial,37.95,5000,7.5,1.5,41.37
2023-01-01,Yola,Special,59.64,2500,7.5,1.5,65.01
2023-04-01,Abuja,Residential,34.72,750,7.5,1.5,37.85
2023-04-01,Abuja,Commercial,53.84,1500,7.5,1.5,58.68
2023-04-01,Abuja,Industrial,43.11,5000,7.5,1.5,46.99
2023-04-01,Abuja,Special,68.71,2500,7.5,1.5,74.89
2023-04-01,Benin,Residential,34.1,750,7.5,1.5,37.17
2023-04-01,Benin,Commercial,52.23,1500,7.5,1.5,56.93
2023-04-01,Benin,Industrial,41.03,5000,7.5,1.5,44.72
2023-04-01,Benin,Special,64.41,2500,7.5,1.5,70.21
2023-04-01,Eko,Residential,38.29,750,7.5,1.5,41.73
2023-04-01,Eko,Commercial,56.06,1500,7.5,1.5,61.11
2023-04-01,Eko,Industrial,44.81,5000,7.5,1.5,48.84
2023-04-01,Eko,Special,68.07,2500,7.5,1.5,74.2
2023-04-01,Enugu,Residential,33.59,750,7.5,1.5,36.61
2023-04-01,Enugu,Commercial,49.0,1500,7.5,1.5,53.41
2023-04-01,Enugu,Industrial,43.17,5000,7.5,1.5,47.06
2023-04-01,Enugu,Special,60.41,2500,7.5,1.5,65.84
2023-04-01,Ibadan,Residential,34.93,750,7.5,1.5,38.07
2023-04-01,Ibadan,Commercial,50.01,1500,7.5,1.5,54.51
2023-04-01,Ibadan,Industrial,41.04,5000,7.5,1.5,44.74
2023-04-01,Ibadan,Special,61.49,2500,7.5,1.5,67.02
2023-04-01,Ikeja,Residential,36.04,750,7.5,1.5,39.29
2023-04-01,Ikeja,Commercial,54.64,1500,7.5,1.5,59.56
2023-04-01,Ikeja,Industrial,47.11,5000,7.5,1.5,51.36
2023-04-01,Ikeja,Special,70.11,2500,7.5,1.5,76.42
2023-04-01,Jos,Residential,33.93,750,7.5,1.5,36.99
2023-04-01,Jos,Commercial,46.41,1500,7.5,1.5,50.59
2023-04-01,Jos,Industrial,41.36,5000,7.5,1.5,45.09
2023-04-01,Jos,Special,61.4,2500,7.5,1.5,66.93
2023-04-01,Kaduna,Residential,32.64,750,7.5,1.5,35.58
2023-04-01,Kaduna,Commercial,52.02,1500,7.5,1.5,56.7
2023-04-01,Kaduna,Industrial,44.26,5000,7.5,1.5,48.24
2023-04-01,Kaduna,Special,62.57,2500,7.5,1.5,68.2
2023-04-01,Kano,Residential,33.86,750,7.5,1.5,36.91
2023-04-01,Kano,Commercial,51.47,1500,7.5,1.5,56.1
2023-04-01,Kano,Industrial,42.41,5000,7.5,1.5,46.22
2023-04-01,Kano,Special,65.11,2500,7.5,1.5,70.97
2023-04-01,Port Harcourt,Residential,32.56,750,7.5,1.5,35.49
2023-04-01,Port Harcourt,Commercial,48.63,1500,7.5,1.5,53.01
2023-04-01,Port Harcourt,Industrial,40.69,5000,7.5,1.5,44.36
2023-04-01,Port Harcourt,Special,62.93,2500,7.5,1.5,68.6
2023-04-01,Yola,Residential,31.81,750,7.5,1.5,34.68
2023-04-01,Yola,Commercial,45.2,1500,7.5,1.5,49.27
2023-04-01,Yola,Industrial,38.26,5000,7.5,1.5,41.71
2023-04-01,Yola,Special,56.14,2500,7.5,1.5,61.19
2023-07-01,Abuja,Residential,34.28,750,7.5,1.5,37.37
2023-07-01,Abuja,Commercial,53.76,1500,7.5,1.5,58.6
2023-07-01,Abuja,Industrial,44.87,5000,7.5,1.5,48.9
2023-07-01,Abuja,Special,69.24,2500,7.5,1.5,75.48
2023-07-01,Benin,Residential,33.91,750,7.5,1.5,36.96
2023-07-01,Benin,Commercial,49.38,1500,7.5,1.5,53.83
2023-07-01,Benin,Industrial,44.44,5000,7.5,1.5,48.44
2023-07-01,Benin,Special,60.95,2500,7.5,1.5,66.44
2023-07-01,Eko,Residential,36.62,750,7.5,1.5,39.92
2023-07-01,Eko,Commercial,54.8,1500,7.5,1.5,59.73
2023-07-01,Eko,Industrial,46.78,5000,7.5,1.5,50.99
2023-07-01,Eko,Special,69.88,2500,7.5,1.5,76.17
2023-07-01,Enugu,Residential,33.16,750,7.5,1.5,36.14
2023-07-01,Enugu,Commercial,52.0,1500,7.5,1.5,56.68
2023-07-01,Enugu,Industrial,43.29,5000,7.5,1.5,47.19
2023-07-01,Enugu,Special,61.69,2500,7.5,1.5,67.25
2023-07-01,Ibadan,Residential,33.44,750,7.5,1.5,36.45
2023-07-01,Ibadan,Commercial,51.77,1500,7.5,1.5,56.43
2023-07-01,Ibadan,Industrial,41.92,5000,7.5,1.5,45.69
2023-07-01,Ibadan,Special,63.58,2500,7.5,1.5,69.3
2023-07-01,Ikeja,Residential,36.13,750,7.5,1.5,39.38
2023-07-01,Ikeja,Commercial,53.5,1500,7.5,1.5,58.32
2023-07-01,Ikeja,Industrial,46.28,5000,7.5,1.5,50.45
2023-07-01,Ikeja,Special,70.63,2500,7.5,1.5,76.99
2023-07-01,Jos,Residential,31.72,750,7.5,1.5,34.57
2023-07-01,Jos,Commercial,49.52,1500,7.5,1.5,53.97
2023-07-01,Jos,Industrial,39.18,5000,7.5,1.5,42.71
2023-07-01,Jos,Special,61.74,2500,7.5,1.5,67.29
2023-07-01,Kaduna,Residential,33.68,750,7.5,1.5,36.71
2023-07-01,Kaduna,Commercial,51.54,1500,7.5,1.5,56.18
2023-07-01,Kaduna,Industrial,44.22,5000,7.5,1.5,48.2
2023-07-01,Kaduna,Special,61.24,2500,7.5,1.5,66.75
2023-07-01,Kano,Residential,34.11,750,7.5,1.5,37.18
2023-07-01,Kano,Commercial,48.15,1500,7.5,1.5,52.48
2023-07-01,Kano,Industrial,43.3,5000,7.5,1.5,47.2
2023-07-01,Kano,Special,65.32,2500,7.5,1.5,71.2
2023-07-01,Port Harcourt,Residential,33.76,750,7.5,1.5,36.8
2023-07-01,Port Harcourt,Commercial,49.36,1500,7.5,1.5,53.8
2023-07-01,Port Harcourt,Industrial,41.17,5000,7.5,1.5,44.88
2023-07-01,Port Harcourt,Special,62.0,2500,7.5,1.5,67.58
2023-07-01,Yola,Residential,30.18,750,7.5,1.5,32.9
2023-07-01,Yola,Commercial,43.34,1500,7.5,1.5,47.24
2023-07-01,Yola,Industrial,37.46,5000,7.5,1.5,40.83
2023-07-01,Yola,Special,59.22,2500,7.5,1.5,64.55
2023-10-01,Abuja,Residential,35.22,750,7.5,1.5,38.39
2023-10-01,Abuja,Commercial,51.19,1500,7.5,1.5,55.79
2023-10-01,Abuja,Industrial,44.04,5000,7.5,1.5,48.0
2023-10-01,Abuja,Special,69.44,2500,7.5,1.5,75.69
2023-10-01,Benin,Residential,35.04,750,7.5,1.5,38.2
2023-10-01,Benin,Commercial,48.39,1500,7.5,1.5,52.74
2023-10-01,Benin,Industrial,43.5,5000,7.5,1.5,47.42
2023-10-01,Benin,Special,64.9,2500,7.5,1.5,70.75
2023-10-01,Eko,Residential,39.24,750,7.5,1.5,42.78
2023-10-01,Eko,Commercial,57.01,1500,7.5,1.5,62.14
2023-10-01,Eko,Industrial,44.78,5000,7.5,1.5,48.81
2023-10-01,Eko,Special,69.23,2500,7.5,1.5,75.46
2023-10-01,Enugu,Residential,34.83,750,7.5,1.5,37.97
2023-10-01,Enugu,Commercial,52.24,1500,7.5,1.5,56.94
2023-10-01,Enugu,Industrial,40.67,5000,7.5,1.5,44.33
2023-10-01,Enugu,Special,62.39,2500,7.5,1.5,68.0
2023-10-01,Ibadan,Residential,34.11,750,7.5,1.5,37.18
2023-10-01,Ibadan,Commercial,49.44,1500,7.5,1.5,53.89
2023-10-01,Ibadan,Industrial,42.24,5000,7.5,1.5,46.04
2023-10-01,Ibadan,Special,62.39,2500,7.5,1.5,68.01
2023-10-01,Ikeja,Residential,39.32,750,7.5,1.5,42.86
2023-10-01,Ikeja,Commercial,56.53,1500,7.5,1.5,61.61
2023-10-01,Ikeja,Industrial,47.78,5000,7.5,1.5,52.08
2023-10-01,Ikeja,Special,68.92,2500,7.5,1.5,75.13
2023-10-01,Jos,Residential,33.67,750,7.5,1.5,36.7
2023-10-01,Jos,Commercial,45.45,1500,7.5,1.5,49.55
2023-10-01,Jos,Industrial,38.87,5000,7.5,1.5,42.37
2023-10-01,Jos,Special,62.79,2500,7.5,1.5,68.44
2023-10-01,Kaduna,Residential,34.37,750,7.5,1.5,37.46
2023-10-01,Kaduna,Commercial,48.18,1500,7.5,1.5,52.51
2023-10-01,Kaduna,Industrial,44.33,5000,7.5,1.5,48.32
2023-10-01,Kaduna,Special,66.22,2500,7.5,1.5,72.18
2023-10-01,Kano,Residential,35.44,750,7.5,1.5,38.63
2023-10-01,Kano,Commercial,48.57,1500,7.5,1.5,52.94
2023-10-01,Kano,Industrial,41.49,5000,7.5,1.5,45.22
2023-10-01,Kano,Special,62.63,2500,7.5,1.5,68.27
2023-10-01,Port Harcourt,Residential,34.41,750,7.5,1.5,37.51
2023-10-01,Port Harcourt,Commercial,52.33,1500,7.5,1.5,57.04
2023-10-01,Port Harcourt,Industrial,44.36,5000,7.5,1.5,48.36
2023-10-01,Port Harcourt,Special,65.88,2500,7.5,1.5,71.81
2023-10-01,Yola,Residential,29.46,750,7.5,1.5,32.12
2023-10-01,Yola,Commercial,46.04,1500,7.5,1.5,50.19
2023-10-01,Yola,Industrial,39.62,5000,7.5,1.5,43.19
2023-10-01,Yola,Special,55.95,2500,7.5,1.5,60.99
2024-01-01,Abuja,Residential,39.02,750,7.5,1.5,42.53
2024-01-01,Abuja,Commercial,60.11,1500,7.5,1.5,65.52
2024-01-01,Abuja,Industrial,47.85,5000,7.5,1.5,52.16
2024-01-01,Abuja,Special,77.63,2500,7.5,1.5,84.61
2024-01-01,Benin,Residential,36.92,750,7.5,1.5,40.24
2024-01-01,Benin,Commercial,55.62,1500,7.5,1.5,60.63
2024-01-01,Benin,Industrial,49.81,5000,7.5,1.5,54.3
2024-01-01,Benin,Special,74.27,2500,7.5,1.5,80.95
2024-01-01,Eko,Residential,43.22,750,7.5,1.5,47.11
2024-01-01,Eko,Commercial,63.53,1500,7.5,1.5,69.25
2024-01-01,Eko,Industrial,54.71,5000,7.5,1.5,59.64
2024-01-01,Eko,Special,81.22,2500,7.5,1.5,88.53
2024-01-01,Enugu,Residential,38.7,750,7.5,1.5,42.19
2024-01-01,Enugu,Commercial,57.17,1500,7.5,1.5,62.32
2024-01-01,Enugu,Industrial,47.97,5000,7.5,1.5,52.28
2024-01-01,Enugu,Special,70.85,2500,7.5,1.5,77.23
2024-01-01,Ibadan,Residential,39.69,750,7.5,1.5,43.27
2024-01-01,Ibadan,Commercial,57.19,1500,7.5,1.5,62.34
2024-01-01,Ibadan,Industrial,49.23,5000,7.5,1.5,53.66
2024-01-01,Ibadan,Special,67.95,2500,7.5,1.5,74.06
2024-01-01,Ikeja,Residential,42.38,750,7.5,1.5,46.2
2024-01-01,Ikeja,Commercial,60.4,1500,7.5,1.5,65.83
2024-01-01,Ikeja,Industrial,52.34,5000,7.5,1.5,57.05
2024-01-01,Ikeja,Special,78.77,2500,7.5,1.5,85.86
2024-01-01,Jos,Residential,37.58,750,7.5,1.5,40.96
2024-01-01,Jos,Commercial,50.58,1500,7.5,1.5,55.14
2024-01-01,Jos,Industrial,43.63,5000,7.5,1.5,47.55
2024-01-01,Jos,Special,70.1,2500,7.5,1.5,76.41
2024-01-01,Kaduna,Residential,40.02,750,7.5,1.5,43.63
2024-01-01,Kaduna,Commercial,53.38,1500,7.5,1.5,58.18
2024-01-01,Kaduna,Industrial,46.72,5000,7.5,1.5,50.93
2024-01-01,Kaduna,Special,67.34,2500,7.5,1.5,73.4
2024-01-01,Kano,Residential,39.22,750,7.5,1.5,42.75
2024-01-01,Kano,Commercial,56.88,1500,7.5,1.5,62.0
2024-01-01,Kano,Industrial,47.83,5000,7.5,1.5,52.13
2024-01-01,Kano,Special,72.17,2500,7.5,1.5,78.66
2024-01-01,Port Harcourt,Residential,38.38,750,7.5,1.5,41.84
2024-01-01,Port Harcourt,Commercial,54.4,1500,7.5,1.5,59.3
2024-01-01,Port Harcourt,Industrial,48.73,5000,7.5,1.5,53.11
2024-01-01,Port Harcourt,Special,72.81,2500,7.5,1.5,79.37
2024-01-01,Yola,Residential,35.63,750,7.5,1.5,38.84
2024-01-01,Yola,Commercial,52.56,1500,7.5,1.5,57.29
2024-01-01,Yola,Industrial,43.83,5000,7.5,1.5,47.77
2024-01-01,Yola,Special,60.89,2500,7.5,1.5,66.37
2024-04-01,Abuja,Residential,38.22,750,7.5,1.5,41.66
2024-04-01,Abuja,Commercial,60.06,1500,7.5,1.5,65.47
2024-04-01,Abuja,Industrial,47.68,5000,7.5,1.5,51.97
2024-04-01,Abuja,Special,72.98,2500,7.5,1.5,79.55
2024-04-01,Benin,Residential,36.85,750,7.5,1.5,40.16
2024-04-01,Benin,Commercial,58.48,1500,7.5,1.5,63.74
2024-04-01,Benin,Industrial,46.65,5000,7.5,1.5,50.85
2024-04-01,Benin,Special,67.66,2500,7.5,1.5,73.75
2024-04-01,Eko,Residential,43.95,750,7.5,1.5,47.91
2024-04-01,Eko,Commercial,62.11,1500,7.5,1.5,67.7
2024-04-01,Eko,Industrial,49.85,5000,7.5,1.5,54.33
2024-04-01,Eko,Special,80.49,2500,7.5,1.5,87.73
2024-04-01,Enugu,Residential,36.91,750,7.5,1.5,40.23
2024-04-01,Enugu,Commercial,57.55,1500,7.5,1.5,62.73
2024-04-01,Enugu,Industrial,48.01,5000,7.5,1.5,52.33
2024-04-01,Enugu,Special,68.52,2500,7.5,1.5,74.69
2024-04-01,Ibadan,Residential,39.2,750,7.5,1.5,42.73
2024-04-01,Ibadan,Commercial,55.61,1500,7.5,1.5,60.61
2024-04-01,Ibadan,Industrial,48.18,5000,7.5,1.5,52.51
2024-04-01,Ibadan,Special,73.42,2500,7.5,1.5,80.03
2024-04-01,Ikeja,Residential,41.05,750,7.5,1.5,44.75
2024-04-01,Ikeja,Commercial,60.62,1500,7.5,1.5,66.08
2024-04-01,Ikeja,Industrial,54.87,5000,7.5,1.5,59.81
2024-04-01,Ikeja,Special,77.95,2500,7.5,1.5,84.97
2024-04-01,Jos,Residential,36.54,750,7.5,1.5,39.83
2024-04-01,Jos,Commercial,51.93,1500,7.5,1.5,56.6
2024-04-01,Jos,Industrial,44.77,5000,7.5,1.5,48.79
2024-04-01,Jos,Special,67.28,2500,7.5,1.5,73.33
2024-04-01,Kaduna,Residential,37.31,750,7.5,1.5,40.67
2024-04-01,Kaduna,Commercial,54.4,1500,7.5,1.5,59.29
2024-04-01,Kaduna,Industrial,48.0,5000,7.5,1.5,52.32
2024-04-01,Kaduna,Special,68.57,2500,7.5,1.5,74.74
2024-04-01,Kano,Residential,38.44,750,7.5,1.5,41.9
2024-04-01,Kano,Commercial,57.01,1500,7.5,1.5,62.14
2024-04-01,Kano,Industrial,46.09,5000,7.5,1.5,50.23
2024-04-01,Kano,Special,72.55,2500,7.5,1.5,79.08
2024-04-01,Port Harcourt,Residential,37.7,750,7.5,1.5,41.09
2024-04-01,Port Harcourt,Commercial,58.61,1500,7.5,1.5,63.89
2024-04-01,Port Harcourt,Industrial,49.8,5000,7.5,1.5,54.28
2024-04-01,Port Harcourt,Special,72.92,2500,7.5,1.5,79.49
2024-04-01,Yola,Residential,33.87,750,7.5,1.5,36.92
2024-04-01,Yola,Commercial,52.47,1500,7.5,1.5,57.19
2024-04-01,Yola,Industrial,44.9,5000,7.5,1.5,48.94
2024-04-01,Yola,Special,63.49,2500,7.5,1.5,69.2
