date,disco,allocated_mw,peak_demand_mw,energy_delivered_mwh,load_rejection_mw,technical_losses_percent,commercial_losses_percent
2023-05-19,Kaduna,265.11,418.41,4933.05,27.99,23.11,20.67
2023-05-19,Kano,447.88,730.26,9573.95,71.86,11.98,28.03
2023-05-19,Port Harcourt,402.47,556.72,7537.82,59.52,11.49,34.71
2023-05-19,Yola,44.65,54.34,918.65,17.54,13.63,17.97
2023-05-20,Abuja,685.24,1144.65,14071.51,133.29,17.21,17.28
2023-05-20,Benin,326.45,533.76,7374.57,58.15,8.31,28.64
2023-05-20,Eko,810.84,1357.55,14564.72,144.76,16.71,23.27
2023-05-20,Enugu,490.47,727.98,10592.81,134.48,21.14,23.32
2023-05-20,Ibadan,535.26,730.5,10746.24,87.89,16.08,22.95
2023-05-20,Ikeja,852.05,1516.82,15132.84,286.46,24.73,15.5
2023-05-20,Jos,140.71,190.2,2398.06,31.08,23.9,15.29
2023-05-20,Kaduna,272.56,409.07,6007.3,34.12,19.59,32.0
2023-05-20,Kano,372.04,656.8,8087.55,41.89,16.01,24.95
2023-05-20,Port Harcourt,375.65,552.51,7176.85,86.29,24.65,17.22
2023-05-20,Yola,49.87,74.21,1024.37,17.41,14.13,25.76
2023-05-21,Abuja,534.42,938.07,11636.15,70.92,9.84,25.7
2023-05-21,Benin,247.75,389.33,4375.84,63.6,8.12,22.91
2023-05-21,Eko,731.0,1089.5,16571.52,264.79,14.1,16.14
2023-05-21,Enugu,444.1,775.73,9647.56,61.46,24.96,21.46
2023-05-21,Ibadan,472.39,824.23,8604.15,175.95,13.26,39.41
2023-05-21,Ikeja,778.27,1379.14,13324.93,243.43,17.05,26.95
2023-05-21,Jos,110.7,179.71,1986.5,29.43,12.31,38.89
2023-05-21,Kaduna,207.29,273.59,3783.79,46.48,11.96,27.28
2023-05-21,Kano,357.87,582.34,7257.58,45.34,19.8,19.16
2023-05-21,Port Harcourt,393.25,530.91,7590.69,80.67,22.6,18.16
2023-05-21,Yola,41.03,52.73,862.82,15.24,15.39,27.2
2023-05-22,Abuja,738.58,1102.38,14971.06,226.57,9.82,35.53
2023-05-22,Benin,365.1,453.96,7855.8,77.8,9.71,30.84
2023-05-22,Eko,1022.08,1770.9,23043.72,368.27,8.04,24.51
2023-05-22,Enugu,582.68,827.26,11892.11,164.25,14.21,37.61
2023-05-22,Ibadan,585.61,866.04,13343.12,145.26,11.03,27.83
2023-05-22,Ikeja,1204.66,2007.1,25938.03,376.34,12.32,36.55
2023-05-22,Jos,178.39,234.85,3136.58,70.05,22.76,37.33
2023-05-22,Kaduna,356.1,543.06,7363.64,93.87,8.87,33.64
2023-05-22,Kano,426.17,677.02,8444.82,105.49,10.92,21.97
2023-05-22,Port Harcourt,429.68,566.06,9727.06,62.71,12.58,29.76
2023-05-22,Yola,54.94,71.01,1184.71,18.44,12.03,22.22
2023-05-23,Abuja,809.67,1310.6,14001.96,182.56,17.51,19.69
2023-05-23,Benin,368.34,574.83,6911.56,123.13,22.29,23.09
2023-05-23,Eko,1015.68,1281.94,22168.62,148.11,9.41,31.04
2023-05-23,Enugu,530.0,924.7,10058.89,98.66,16.51,26.4
2023-05-23,Ibadan,560.51,905.92,11970.94,199.48,24.54,21.67
2023-05-23,Ikeja,1178.14,1692.46,24578.83,286.04,24.89,33.22
2023-05-23,Jos,182.12,309.78,4046.15,62.71,15.81,21.29
2023-05-23,Kaduna,308.22,373.61,6147.16,77.52,16.93,39.35
2023-05-23,Kano,480.38,623.06,9133.58,109.14,14.13,34.96
2023-05-23,Port Harcourt,484.52,747.73,10619.67,165.6,10.25,32.85
2023-05-23,Yola,52.41,72.16,896.29,12.9,14.04,21.29
2023-05-24,Abuja,706.51,951.58,12078.93,250.55,8.17,38.43
2023-05-24,Benin,344.26,479.59,6292.72,35.36,12.0,18.44
2023-05-24,Eko,844.57,1097.88,16867.6,233.98,13.07,15.88
2023-05-24,Enugu,407.91,495.94,8661.9,79.71,21.54,25.79
2023-05-24,Ibadan,513.69,774.5,10827.61,93.52,10.07,28.9
2023-05-24,Ikeja,929.6,1362.32,19225.66,230.76,18.54,28.61
2023-05-24,Jos,152.32,247.31,3047.24,46.26,22.85,25.81
2023-05-24,Kaduna,276.76,459.02,5616.99,33.57,23.17,15.77
2023-05-24,Kano,407.17,673.98,9168.97,47.33,18.15,25.7
2023-05-24,Port Harcourt,404.64,507.5,8164.0,98.62,9.78,30.31
2023-05-24,Yola,50.75,84.26,1128.24,11.31,24.2,36.64
2023-05-25,Abuja,463.52,677.31,8904.87,126.41,17.92,33.75
2023-05-25,Benin,262.66,331.72,5765.43,50.68,24.51,17.95
2023-05-25,Eko,734.09,920.99,13350.29,83.67,19.99,36.26
2023-05-25,Enugu,366.73,644.38,7459.86,105.98,22.37,22.42
2023-05-25,Ibadan,393.55,686.17,8738.98,154.64,23.33,18.18
2023-05-25,Ikeja,849.65,1228.51,19325.15,205.35,17.42,28.24
2023-05-25,Jos,106.24,132.26,2355.65,36.21,10.37,34.42
2023-05-25,Kaduna,232.95,336.73,4268.61,83.38,19.9,28.69
2023-05-25,Kano,309.14,387.86,6072.57,48.88,11.54,31.53
2023-05-25,Port Harcourt,378.26,545.54,6826.18,111.44,22.81,33.71
2023-05-25,Yola,41.55,63.24,885.51,5.9,13.92,24.74
2023-05-26,Abuja,666.39,1149.25,11733.31,101.18,14.08,22.27
2023-05-26,Benin,309.79,539.55,6993.08,91.72,22.25,28.13
2023-05-26,Eko,673.42,1020.11,13556.28,217.34,11.74,24.21
2023-05-26,Enugu,410.37,728.68,7987.35,134.0,20.76,21.64
2023-05-26,Ibadan,480.75,834.87,9447.37,184.39,11.65,16.85
2023-05-26,Ikeja,989.6,1690.83,22518.8,300.66,23.92,35.67
2023-05-26,Jos,141.61,218.29,2703.91,53.86,15.35,28.47
2023-05-26,Kaduna,252.54,388.64,4955.69,28.89,22.99,26.11
2023-05-26,Kano,351.39,451.02,5910.52,61.0,19.98,17.48
2023-05-26,Port Harcourt,432.27,574.5,7792.83,66.77,8.24,34.3
2023-05-26,Yola,47.6,74.65,853.36,8.83,16.09,38.86
2023-05-27,Abuja,534.04,781.65,9926.19,126.45,9.21,34.97
2023-05-27,Benin,233.78,382.29,4023.39,90.36,11.28,37.07
2023-05-27,Eko,682.12,1214.66,13415.48,217.06,14.3,19.61
2023-05-27,Enugu,355.66,462.16,8070.7,45.84,18.02,30.66
2023-05-27,Ibadan,402.57,643.03,7043.78,107.29,12.88,38.5
2023-05-27,Ikeja,807.89,1440.88,13754.64,149.9,11.32,15.28
2023-05-27,Jos,100.16,160.98,1821.56,25.31,23.09,32.34
2023-05-27,Kaduna,210.24,299.27,4106.91,32.19,18.78,24.1
2023-05-27,Kano,320.07,529.37,6549.62,66.98,11.57,34.4
2023-05-27,Port Harcourt,324.33,432.93,5828.48,48.53,21.21,20.72
2023-05-27,Yola,36.47,53.65,739.59,13.25,22.75,26.28
2023-05-28,Abuja,410.05,641.2,8261.08,121.13,10.62,31.16
2023-05-28,Benin,192.44,317.59,3624.52,60.23,8.81,25.2
2023-05-28,Eko,556.37,743.37,12001.77,160.92,17.99,23.84
2023-05-28,Enugu,302.24,471.02,5934.45,93.54,15.37,20.06
2023-05-28,Ibadan,305.54,367.71,5684.85,99.2,21.5,20.06
2023-05-28,Ikeja,715.57,1074.38,15958.48,223.28,20.28,17.13
2023-05-28,Jos,83.5,100.64,1761.48,16.98,21.37,23.47
2023-05-28,Kaduna,199.77,255.39,3563.94,40.41,14.94,23.72
2023-05-28,Kano,262.3,330.02,4959.36,92.11,9.14,38.56
2023-05-28,Port Harcourt,313.35,392.68,5811.97,66.34,21.2,29.9
2023-05-28,Yola,31.7,52.45,555.0,11.09,20.0,29.43
2023-05-29,Abuja,764.28,1009.63,14810.63,189.7,8.94,38.87
2023-05-29,Benin,324.95,525.93,6446.25,34.99,23.72,36.3
2023-05-29,Eko,907.76,1214.0,15912.74,189.74,12.34,27.67
2023-05-29,Enugu,595.53,920.08,13184.88,175.84,16.08,36.37
2023-05-29,Ibadan,569.74,980.63,10568.39,78.99,22.54,29.69
2023-05-29,Ikeja,1207.67,2128.76,20677.48,302.27,14.37,30.65
2023-05-29,Jos,170.53,233.35,3434.7,53.31,10.29,35.35
2023-05-29,Kaduna,323.44,572.4,6092.67,42.84,16.61,17.15
2023-05-29,Kano,476.82,583.25,10166.25,122.8,14.27,16.65
2023-05-29,Port Harcourt,487.42,756.06,9010.16,181.84,13.17,26.24
2023-05-29,Yola,52.93,66.7,1185.24,11.24,9.37,24.68
2023-05-30,Abuja,623.61,1008.21,10684.31,115.59,21.93,17.0
2023-05-30,Benin,348.63,437.58,7602.54,72.6,18.41,18.82
2023-05-30,Eko,675.3,897.85,11863.03,130.82,16.74,29.72
2023-05-30,Enugu,489.19,779.64,10005.13,109.35,16.05,25.36
2023-05-30,Ibadan,545.87,730.38,9189.41,161.25,11.44,37.25
2023-05-30,Ikeja,1031.95,1285.85,17995.51,256.49,18.36,21.87
2023-05-30,Jos,143.8,223.88,2696.03,15.47,20.75,20.37
2023-05-30,Kaduna,297.13,431.48,6020.5,107.53,22.68,24.29
2023-05-30,Kano,328.6,547.14,6374.28,51.79,23.38,19.95
2023-05-30,Port Harcourt,347.42,421.14,7133.98,103.71,13.29,23.0
2023-05-30,Yola,42.84,68.89,734.62,16.22,11.78,39.99
2023-05-31,Abuja,511.72,682.66,8845.16,185.49,22.6,25.09
2023-05-31,Benin,254.59,390.6,5580.04,49.52,16.9,27.13
2023-05-31,Eko,565.55,981.15,10064.04,81.92,17.81,31.44
2023-05-31,Enugu,311.47,446.78,7001.61,54.19,19.36,33.5
2023-05-31,Ibadan,371.3,654.42,7878.95,88.14,17.68,32.32
2023-05-31,Ikeja,729.39,1259.82,13815.67,138.56,11.64,15.94
2023-05-31,Jos,88.76,152.85,1852.49,26.47,18.45,36.23
2023-05-31,Kaduna,204.51,352.22,3876.84,77.31,19.88,21.43
2023-05-31,Kano,279.58,424.91,4928.23,77.55,13.35,16.31
2023-05-31,Port Harcourt,350.13,554.92,7724.36,106.02,14.07,27.82
2023-05-31,Yola,36.1,64.11,661.35,13.08,23.71,31.76
2023-06-01,Abuja,619.79,1098.15,13025.97,69.79,23.42,27.11
2023-06-01,Benin,368.53,567.5,6521.67,88.72,22.13,15.39
2023-06-01,Eko,744.78,894.83,14369.94,237.21,21.58,38.63
2023-06-01,Enugu,550.16,744.24,12293.28,182.98,17.77,32.39
2023-06-01,Ibadan,660.71,1075.26,12560.18,207.4,8.68,24.66
2023-06-01,Ikeja,932.12,1211.85,15788.68,130.51,19.13,35.06
2023-06-01,Jos,183.26,257.99,3737.74,69.85,10.84,32.94
2023-06-01,Kaduna,344.14,431.35,7559.99,118.36,8.57,17.28
2023-06-01,Kano,368.6,516.35,7318.77,95.73,12.55,37.79
2023-06-01,Port Harcourt,460.58,565.29,8567.48,119.44,14.94,21.85
2023-06-01,Yola,47.39,80.16,1079.36,9.42,14.49,30.45
2023-06-02,Abuja,556.89,970.64,11226.92,130.93,18.99,38.82
2023-06-02,Benin,365.39,447.25,6867.16,88.12,13.35,32.5
2023-06-02,Eko,789.83,1294.38,17957.63,143.56,22.87,34.17
2023-06-02,Enugu,459.78,754.26,8011.42,154.85,17.05,22.31
2023-06-02,Ibadan,552.23,875.26,9971.51,60.26,15.37,29.24
2023-06-02,Ikeja,960.84,1688.12,19190.61,313.37,15.47,33.65
2023-06-02,Jos,131.14,186.57,2702.21,13.83,20.28,35.89
2023-06-02,Kaduna,279.06,409.87,6113.54,92.84,12.9,23.1
2023-06-02,Kano,404.28,621.75,7185.39,78.02,23.3,32.2
2023-06-02,Port Harcourt,494.58,821.11,11104.25,81.53,21.12,15.51
2023-06-02,Yola,50.42,74.7,951.92,18.09,22.52,15.56
2023-06-03,Abuja,521.33,755.61,11360.89,100.59,24.03,19.49
2023-06-03,Benin,332.12,532.48,6082.2,65.57,22.19,34.05
2023-06-03,Eko,643.77,978.78,11053.65,104.69,16.26,17.15
2023-06-03,Enugu,498.97,813.72,11207.79,153.7,23.99,28.86
2023-06-03,Ibadan,512.57,915.55,10586.1,55.99,20.3,37.64
2023-06-03,Ikeja,886.48,1374.31,18463.5,351.98,9.54,31.68
2023-06-03,Jos,126.89,201.01,2594.45,18.53,11.51,30.54
2023-06-03,Kaduna,241.15,327.75,5259.91,47.78,16.3,38.53
2023-06-03,Kano,332.28,476.41,6791.34,108.52,23.33,37.89
2023-06-03,Port Harcourt,440.93,589.52,7473.22,94.86,10.41,32.76
2023-06-03,Yola,47.42,58.16,1034.78,8.28,15.35,31.7
2023-06-04,Abuja,480.22,595.17,9224.3,158.21,23.56,25.34
2023-06-04,Benin,278.61,451.79,6256.68,50.18,15.48,34.9
2023-06-04,Eko,631.14,799.25,12980.27,98.47,16.67,28.23
2023-06-04,Enugu,453.33,669.79,8376.01,76.74,22.86,19.28
2023-06-04,Ibadan,438.12,574.95,9393.32,106.16,13.97,24.03
2023-06-04,Ikeja,810.72,1242.23,17111.94,299.24,23.33,23.21
2023-06-04,Jos,138.79,168.62,2645.56,51.18,12.67,21.83
2023-06-04,Kaduna,229.94,360.41,4467.74,73.13,23.21,31.85
2023-06-04,Kano,296.99,522.59,5460.76,43.05,9.53,29.08
2023-06-04,Port Harcourt,324.14,415.96,6029.04,59.8,18.27,35.42
2023-06-04,Yola,43.93,59.63,802.67,17.12,8.14,36.99
2023-06-05,Abuja,476.27,669.34,9259.61,148.66,17.99,22.95
2023-06-05,Benin,248.91,407.82,4244.88,25.73,15.79,18.3
2023-06-05,Eko,550.78,731.67,10683.49,87.74,17.32,17.9
2023-06-05,Enugu,299.87,369.04,6754.69,42.79,20.04,16.7
2023-06-05,Ibadan,339.68,511.32,6654.0,130.94,24.06,34.49
2023-06-05,Ikeja,649.17,956.21,12293.4,249.36,18.25,29.48
2023-06-05,Jos,96.54,118.55,2169.28,18.74,15.52,17.87
2023-06-05,Kaduna,231.18,281.25,5040.67,32.85,23.07,33.24
2023-06-05,Kano,251.78,387.62,4702.29,38.64,22.61,25.09
2023-06-05,Port Harcourt,305.35,397.55,5831.75,110.38,14.17,38.79
2023-06-05,Yola,39.68,51.06,708.81,14.24,14.68,15.11
2023-06-06,Abuja,455.11,764.39,8010.12,60.6,23.68,33.78
2023-06-06,Benin,264.87,440.09,5131.45,86.76,14.32,21.1
2023-06-06,Eko,590.67,857.54,13401.38,121.0,23.67,38.32
2023-06-06,Enugu,339.93,570.72,6594.16,127.56,15.65,33.61
2023-06-06,Ibadan,401.3,536.41,7221.8,91.35,20.84,30.13
2023-06-06,Ikeja,700.77,959.64,13797.28,79.41,21.9,39.75
2023-06-06,Jos,107.45,129.65,1914.67,31.78,18.41,34.7
2023-06-06,Kaduna,204.76,339.52,4285.14,40.31,17.27,18.68
2023-06-06,Kano,290.58,502.33,5616.07,102.25,18.03,19.8
2023-06-06,Port Harcourt,339.69,510.75,6519.28,46.16,15.08,16.82
2023-06-06,Yola,32.41,46.98,603.9,12.24,14.39,33.95
2023-06-07,Abuja,550.85,747.0,12367.48,142.69,22.13,24.13
2023-06-07,Benin,266.48,427.49,4489.23,64.64,11.28,30.68
2023-06-07,Eko,742.16,1097.39,16108.65,187.27,16.43,38.26
2023-06-07,Enugu,483.17,807.6,8976.06,127.32,11.81,26.1
2023-06-07,Ibadan,473.56,804.58,10501.85,106.26,8.3,36.54
2023-06-07,Ikeja,702.53,1105.17,11907.73,154.45,24.76,17.52
2023-06-07,Jos,126.8,175.53,2818.78,45.75,12.04,17.03
2023-06-07,Kaduna,269.44,377.7,5613.03,29.54,10.27,32.16
2023-06-07,Kano,316.19,542.12,5423.14,52.06,24.98,25.83
2023-06-07,Port Harcourt,413.01,540.88,8449.87,131.27,13.35,35.72
2023-06-07,Yola,44.6,63.93,898.47,12.18,10.81,25.07
2023-06-08,Abuja,449.26,744.28,8848.35,171.66,12.99,25.39
2023-06-08,Benin,293.35,448.13,5891.15,34.03,14.78,21.77
2023-06-08,Eko,665.49,921.71,14711.95,201.56,13.8,28.59
2023-06-08,Enugu,425.28,735.74,7553.93,85.85,13.7,16.05
2023-06-08,Ibadan,436.95,748.45,8341.18,140.7,18.67,24.39
2023-06-08,Ikeja,619.75,1007.47,13589.59,189.49,8.3,20.41
2023-06-08,Jos,100.81,155.47,2151.1,13.42,22.25,28.89
2023-06-08,Kaduna,244.71,436.28,4233.97,90.63,10.14,24.82
2023-06-08,Kano,341.23,595.02,6769.43,94.94,20.04,35.82
2023-06-08,Port Harcourt,307.84,519.03,6060.65,72.4,15.21,27.73
2023-06-08,Yola,43.74,66.87,984.93,6.74,20.31,35.31
2023-06-09,Abuja,581.82,895.36,12780.05,201.6,10.08,36.21
2023-06-09,Benin,320.37,433.21,7054.1,73.56,21.74,21.59
2023-06-09,Eko,599.8,898.07,10437.39,195.72,12.69,26.09
2023-06-09,Enugu,411.58,564.69,8844.44,59.88,19.0,37.94
2023-06-09,Ibadan,544.64,918.6,9506.06,95.43,23.21,32.88
2023-06-09,Ikeja,881.01,1408.08,16990.46,99.88,21.34,31.97
2023-06-09,Jos,139.78,243.21,2630.33,26.32,22.84,34.92
2023-06-09,Kaduna,283.14,361.97,5122.05,84.05,14.55,35.91
2023-06-09,Kano,426.56,718.06,8132.43,143.58,13.97,19.18
2023-06-09,Port Harcourt,363.62,520.5,8080.11,62.43,11.51,39.25
2023-06-09,Yola,40.28,67.33,754.45,4.48,23.6,18.49
2023-06-10,Abuja,489.91,607.06,8377.25,65.97,9.21,34.01
2023-06-10,Benin,305.23,429.08,5894.13,115.59,23.48,32.89
2023-06-10,Eko,732.73,1019.8,13985.34,208.18,18.6,27.04
2023-06-10,Enugu,424.89,761.28,9231.54,97.94,20.36,21.74
2023-06-10,Ibadan,423.96,598.4,8147.5,44.5,21.85,23.98
2023-06-10,Ikeja,807.32,1004.61,14410.62,296.21,18.35,38.76
2023-06-10,Jos,151.04,214.95,2808.29,54.0,24.98,30.74
2023-06-10,Kaduna,286.03,477.4,5415.18,77.88,22.16,32.2
2023-06-10,Kano,300.03,420.64,5300.53,50.97,23.39,15.92
2023-06-10,Port Harcourt,361.02,500.28,7401.34,93.95,11.71,19.11
2023-06-10,Yola,40.34,60.57,743.28,15.5,15.89,16.47
2023-06-11,Abuja,549.06,874.16,10145.32,148.92,21.13,38.2
2023-06-11,Benin,313.43,439.08,6138.66,118.52,23.32,17.25
2023-06-11,Eko,643.59,963.65,11223.99,131.08,10.52,30.9
2023-06-11,Enugu,547.36,984.17,10427.93,153.1,22.56,17.94
2023-06-11,Ibadan,560.72,810.41,10113.64,123.82,9.29,32.39
2023-06-11,Ikeja,803.77,1114.71,14087.29,288.87,16.39,29.3
2023-06-11,Jos,147.71,213.63,2652.14,47.79,10.16,17.6
2023-06-11,Kaduna,307.63,407.71,5734.5,74.62,15.64,32.71
2023-06-11,Kano,400.14,634.88,8436.71,75.14,13.48,25.95
2023-06-11,Port Harcourt,409.01,732.52,8869.14,61.1,8.1,16.07
2023-06-11,Yola,44.53,56.49,890.57,15.91,20.52,20.39
2023-06-12,Abuja,480.93,810.9,10500.89,179.34,16.66,32.36
2023-06-12,Benin,247.28,380.61,4523.34,56.76,18.78,21.42
2023-06-12,Eko,519.17,626.19,8791.01,53.22,9.88,20.99
2023-06-12,Enugu,366.39,656.59,6827.98,50.64,17.27,36.45
2023-06-12,Ibadan,463.3,638.27,9344.64,145.69,20.38,31.66
2023-06-12,Ikeja,799.74,1377.21,16213.72,183.11,18.91,35.46
2023-06-12,Jos,102.16,183.4,1828.37,24.63,22.82,20.63
2023-06-12,Kaduna,238.22,304.82,4566.88,36.48,14.18,24.34
2023-06-12,Kano,367.18,659.79,6421.57,116.69,8.88,15.75
2023-06-12,Port Harcourt,317.24,564.46,7120.44,50.18,10.75,21.01
2023-06-12,Yola,40.17,61.93,728.25,13.13,13.26,38.05
2023-06-13,Abuja,546.38,914.61,11860.55,102.25,13.78,38.4
2023-06-13,Benin,292.25,358.09,5705.91,99.47,21.12,37.99
2023-06-13,Eko,703.21,886.07,14297.68,234.53,9.59,19.32
2023-06-13,Enugu,396.27,616.66,8765.55,119.35,24.69,16.58
2023-06-13,Ibadan,572.33,966.35,10694.25,224.39,12.89,37.23
2023-06-13,Ikeja,930.96,1540.37,18787.59,126.61,17.04,23.92
2023-06-13,Jos,151.46,250.65,3372.1,15.82,21.75,38.46
2023-06-13,Kaduna,302.68,386.86,5232.64,32.16,18.69,30.74
2023-06-13,Kano,425.59,612.35,7997.42,122.28,22.04,38.42
2023-06-13,Port Harcourt,455.75,663.58,9392.83,162.65,16.34,20.42
2023-06-13,Yola,41.82,50.19,882.77,5.58,12.15,22.45
2023-06-14,Abuja,511.95,821.57,8771.61,70.23,16.49,23.42
2023-06-14,Benin,289.2,358.67,6412.71,88.94,10.07,16.63
2023-06-14,Eko,754.19,1213.26,14559.39,234.19,20.86,34.5
2023-06-14,Enugu,437.17,637.37,7373.45,165.24,18.26,20.08
2023-06-14,Ibadan,545.04,953.26,12391.63,197.42,24.96,21.12
2023-06-14,Ikeja,873.51,1479.56,15885.29,113.15,24.65,22.4
2023-06-14,Jos,146.72,176.43,2483.39,35.18,12.06,32.25
2023-06-14,Kaduna,269.25,335.62,4786.14,58.27,11.16,34.81
2023-06-14,Kano,343.21,431.09,6763.34,43.67,10.19,20.99
2023-06-14,Port Harcourt,438.81,770.0,9547.35,87.86,12.63,28.73
2023-06-14,Yola,46.94,84.3,825.62,5.39,19.8,35.81
2023-06-15,Abuja,646.77,1146.35,12848.8,241.99,24.45,36.18
2023-06-15,Benin,337.67,444.96,6783.41,79.66,22.92,17.5
2023-06-15,Eko,711.61,1174.92,12360.59,139.64,14.58,30.56
2023-06-15,Enugu,459.12,788.01,8946.04,172.22,15.95,21.88
2023-06-15,Ibadan,502.28,603.86,10042.02,66.37,14.66,29.73
2023-06-15,Ikeja,858.89,1120.97,18421.73,329.85,9.71,18.89
2023-06-15,Jos,174.66,213.55,3958.73,17.71,22.85,22.68
2023-06-15,Kaduna,347.34,482.86,7198.91,43.07,12.12,34.34
2023-06-15,Kano,412.79,725.19,7996.81,148.99,15.63,39.48
2023-06-15,Port Harcourt,523.94,732.2,11587.32,185.62,11.58,30.61
2023-06-15,Yola,44.6,75.91,796.0,5.41,14.8,29.42
2023-06-16,Abuja,704.18,1030.71,12085.66,228.67,17.61,26.2
2023-06-16,Benin,339.03,509.04,6384.71,110.9,17.25,36.92
2023-06-16,Eko,780.66,1048.39,17101.57,208.57,11.52,30.59
2023-06-16,Enugu,491.8,839.33,9599.85,156.36,9.62,24.9
2023-06-16,Ibadan,647.03,1090.29,11490.96,118.62,13.61,31.26
2023-06-16,Ikeja,996.01,1643.13,19779.94,341.88,15.43,18.1
2023-06-16,Jos,157.1,278.28,3386.72,42.98,19.0,38.26
2023-06-16,Kaduna,301.61,421.9,6835.55,108.29,13.49,26.59
2023-06-16,Kano,400.51,516.44,9030.33,88.63,22.88,19.73
2023-06-16,Port Harcourt,469.0,569.54,10029.64,128.63,18.64,16.29
2023-06-16,Yola,46.92,58.4,869.58,13.52,17.63,30.3
2023-06-17,Abuja,489.04,658.6,8618.09,173.47,18.48,19.66
2023-06-17,Benin,276.48,476.59,5876.86,82.34,14.92,21.55
2023-06-17,Eko,750.32,1259.3,13963.98,265.82,20.9,22.43
2023-06-17,Enugu,427.68,560.93,7469.94,135.5,12.55,35.5
2023-06-17,Ibadan,552.57,688.48,10851.43,188.21,21.41,34.0
2023-06-17,Ikeja,751.5,1106.45,15307.98,294.73,13.57,38.08
2023-06-17,Jos,122.12,219.01,2542.65,29.19,18.43,21.81
2023-06-17,Kaduna,244.61,310.2,4276.86,49.97,20.97,30.2
2023-06-17,Kano,308.14,527.33,6288.57,119.64,19.39,19.38
2023-06-17,Port Harcourt,390.49,620.52,6626.39,40.8,10.2,21.29
2023-06-17,Yola,42.81,63.89,754.61,12.93,18.13,22.36
2023-06-18,Abuja,317.96,456.28,5635.56,67.74,18.68,28.68
2023-06-18,Benin,195.26,274.6,3999.78,69.95,20.8,28.84
2023-06-18,Eko,436.32,619.15,9632.43,48.77,24.8,31.61
2023-06-18,Enugu,319.9,391.18,6536.63,78.51,9.8,21.95
2023-06-18,Ibadan,372.84,570.44,7188.49,45.41,20.14,32.57
2023-06-18,Ikeja,564.83,850.73,10959.28,157.01,11.97,38.53
2023-06-18,Jos,93.45,129.59,1822.08,31.93,10.75,22.32
2023-06-18,Kaduna,191.85,266.54,4135.39,26.69,20.97,16.71
2023-06-18,Kano,207.24,360.38,4204.48,42.6,11.95,30.42
2023-06-18,Port Harcourt,273.81,491.48,6215.32,79.54,15.53,27.28
2023-06-18,Yola,32.0,40.35,600.69,3.92,9.25,19.9
2023-06-19,Abuja,548.77,818.38,10323.9,68.43,17.36,21.78
2023-06-19,Benin,305.09,544.98,5329.25,49.92,16.04,39.22
2023-06-19,Eko,683.5,1188.57,12851.41,271.77,9.75,16.32
2023-06-19,Enugu,466.26,818.92,8086.57,62.49,8.56,17.61
2023-06-19,Ibadan,423.04,753.88,8802.35,141.11,21.19,28.38
2023-06-19,Ikeja,826.05,1286.55,15436.54,221.66,17.07,35.59
2023-06-19,Jos,144.66,209.27,3092.89,18.8,21.21,24.29
2023-06-19,Kaduna,217.86,308.91,4458.19,29.58,23.71,16.94
2023-06-19,Kano,380.53,618.09,7145.71,82.66,20.59,30.04
2023-06-19,Port Harcourt,398.71,571.55,7865.25,158.27,11.64,25.45
2023-06-19,Yola,39.5,65.53,844.67,7.42,9.38,15.29
2023-06-20,Abuja,475.1,851.87,9320.94,84.06,23.15,27.28
2023-06-20,Benin,293.28,368.77,5600.87,112.4,18.02,23.61
2023-06-20,Eko,633.3,1105.9,11680.59,159.3,24.3,19.31
2023-06-20,Enugu,433.67,680.3,9054.28,89.06,13.34,32.11
2023-06-20,Ibadan,409.36,594.3,7339.37,41.96,24.49,25.79
2023-06-20,Ikeja,835.47,1072.91,16980.29,133.92,21.43,34.59
2023-06-20,Jos,107.87,188.48,1938.24,30.62,24.76,37.06
2023-06-20,Kaduna,277.55,390.12,4838.73,43.44,16.51,34.83
2023-06-20,Kano,291.33,464.91,5459.93,58.95,19.25,26.67
2023-06-20,Port Harcourt,400.45,518.01,8625.66,47.76,11.3,31.4
2023-06-20,Yola,45.02,60.85,844.69,11.76,11.6,35.28
2023-06-21,Abuja,529.09,782.15,11348.33,106.45,18.76,16.26
2023-06-21,Benin,356.65,460.64,7769.05,73.7,12.79,36.02
2023-06-21,Eko,640.23,920.63,12177.2,118.72,23.5,33.77
2023-06-21,Enugu,428.86,698.53,8561.67,158.79,13.32,29.35
2023-06-21,Ibadan,542.87,810.91,10605.91,87.78,20.85,26.28
2023-06-21,Ikeja,1010.3,1370.46,21111.78,386.15,19.28,36.78
2023-06-21,Jos,162.57,230.2,3316.45,23.88,17.1,20.76
2023-06-21,Kaduna,317.69,481.89,6121.1,57.39,24.98,16.79
2023-06-21,Kano,340.68,453.22,7708.3,134.15,19.13,37.0
2023-06-21,Port Harcourt,405.96,723.92,7167.95,52.91,9.91,29.33
2023-06-21,Yola,53.5,75.97,1212.7,12.32,10.56,26.65
2023-06-22,Abuja,619.89,914.51,12622.08,111.71,18.98,39.65
2023-06-22,Benin,284.35,492.46,5736.31,49.94,24.23,27.08
2023-06-22,Eko,669.06,875.73,12221.52,234.07,18.44,37.83
2023-06-22,Enugu,431.99,549.78,7273.15,109.02,24.97,32.37
2023-06-22,Ibadan,487.03,840.67,10466.49,50.96,21.89,22.51
2023-06-22,Ikeja,756.7,1010.8,14839.99,172.12,12.91,19.31
2023-06-22,Jos,152.01,272.72,3263.26,28.7,12.16,20.44
