state,lga,year,population_estimate,area_km2,population_density_per_km2,is_synthetic_lga,urban_population_share,rural_population_share,notes,source,is_fabricated
Delta,Delta LGA 11,2025,654637,114.41,5722.07,True,0.697,0.303,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 12,2025,17235,820.13,21.01,True,0.559,0.441,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 13,2025,191611,31.69,6047.15,True,0.601,0.399,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 14,2025,1104216,326.42,3382.79,True,0.619,0.381,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 15,2025,66081,558.39,118.34,True,0.555,0.445,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 16,2025,10679,171.73,62.18,True,0.57,0.43,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 17,2025,354215,310.23,1141.77,True,0.552,0.448,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 18,2025,127728,303.94,420.24,True,0.511,0.489,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 19,2025,441849,3223.99,137.05,True,0.6,0.4,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 20,2025,257856,389.91,661.32,True,0.615,0.385,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 21,2025,302804,93.8,3228.15,True,0.542,0.458,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 22,2025,621288,783.7,792.76,True,0.623,0.377,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 23,2025,127845,60.43,2115.55,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 24,2025,498985,91.96,5425.82,True,0.514,0.486,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Delta,Delta LGA 25,2025,360857,1090.66,330.86,True,0.701,0.299,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 1,2025,71064,128.81,551.69,True,0.721,0.279,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 2,2025,445379,200.29,2223.62,True,0.536,0.464,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 3,2025,183748,138.3,1328.6,True,0.577,0.423,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 4,2025,213297,1306.51,163.26,True,0.591,0.409,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 5,2025,739967,462.34,1600.49,True,0.558,0.442,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 6,2025,169748,1033.17,164.3,True,0.611,0.389,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 7,2025,226033,330.55,683.81,True,0.633,0.367,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 8,2025,124352,178.5,696.63,True,0.565,0.435,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 9,2025,82657,172.81,478.32,True,0.583,0.417,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 10,2025,23344,1778.09,13.13,True,0.485,0.515,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 11,2025,230240,135.88,1694.49,True,0.561,0.439,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 12,2025,163400,31.11,5252.12,True,0.554,0.446,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ebonyi,Ebonyi LGA 13,2025,171674,456.64,375.95,True,0.671,0.329,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 1,2025,59341,270.96,219.01,True,0.545,0.455,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 2,2025,116599,1550.76,75.19,True,0.61,0.39,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 3,2025,31468,1497.41,21.01,True,0.639,0.361,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 4,2025,386048,588.05,656.49,True,0.655,0.345,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 5,2025,9471,1124.05,8.43,True,0.617,0.383,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 6,2025,380733,317.01,1201.02,True,0.648,0.352,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 7,2025,226930,617.29,367.62,True,0.64,0.36,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 8,2025,553435,1453.19,380.84,True,0.655,0.345,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 9,2025,199160,410.56,485.09,True,0.593,0.407,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 10,2025,788930,646.36,1220.57,True,0.703,0.297,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 11,2025,21709,98.32,220.8,True,0.543,0.457,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 12,2025,254115,854.42,297.41,True,0.712,0.288,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 13,2025,590737,826.16,715.04,True,0.609,0.391,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 14,2025,45950,1076.05,42.7,True,0.562,0.438,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 15,2025,280120,93.61,2992.31,True,0.579,0.421,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 16,2025,129687,1484.11,87.38,True,0.583,0.417,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 17,2025,297847,659.32,451.75,True,0.624,0.376,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Edo,Edo LGA 18,2025,4494,4234.36,1.06,True,0.624,0.376,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 1,2025,0,254.52,0.0,True,0.407,0.593,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 2,2025,0,454.44,0.0,True,0.445,0.555,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 3,2025,0,171.63,0.0,True,0.395,0.605,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 4,2025,0,32.6,0.0,True,0.357,0.643,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 5,2025,0,244.44,0.0,True,0.495,0.505,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 6,2025,0,1525.93,0.0,True,0.404,0.596,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 7,2025,0,1115.08,0.0,True,0.416,0.584,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 8,2025,0,288.06,0.0,True,0.399,0.601,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 9,2025,0,293.69,0.0,True,0.439,0.561,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 10,2025,0,97.73,0.0,True,0.462,0.538,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 11,2025,0,291.95,0.0,True,0.418,0.582,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 12,2025,0,132.81,0.0,True,0.457,0.543,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 13,2025,0,276.22,0.0,True,0.385,0.615,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 14,2025,0,851.28,0.0,True,0.48,0.52,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 15,2025,0,263.31,0.0,True,0.39,0.61,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Ekiti,Ekiti LGA 16,2025,0,59.31,0.0,True,0.413,0.587,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 1,2025,176993,93.29,1897.21,True,0.551,0.449,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 2,2025,594707,632.47,940.29,True,0.408,0.592,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 3,2025,71092,49.08,1448.58,True,0.431,0.569,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 4,2025,15509,1098.68,14.12,True,0.561,0.439,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 5,2025,157631,635.21,248.16,True,0.48,0.52,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 6,2025,183403,393.54,466.03,True,0.449,0.551,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 7,2025,265556,40.41,6571.18,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 8,2025,67190,555.36,120.98,True,0.48,0.52,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 9,2025,680118,517.13,1315.17,True,0.427,0.573,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 10,2025,93507,203.28,459.98,True,0.402,0.598,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 11,2025,14426,481.4,29.97,True,0.53,0.47,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 12,2025,689368,567.5,1214.74,True,0.486,0.514,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 13,2025,190606,690.02,276.23,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 14,2025,286721,22.71,12625.35,True,0.381,0.619,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 15,2025,277359,540.27,513.37,True,0.444,0.556,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 16,2025,57466,361.41,159.0,True,0.473,0.527,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Enugu,Enugu LGA 17,2025,117446,279.23,420.61,True,0.493,0.507,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 1,2025,25033,82.65,302.88,True,0.481,0.519,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 2,2025,36008,2885.06,12.48,True,0.316,0.684,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 3,2025,117530,1249.38,94.07,True,0.488,0.512,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 4,2025,1072100,6629.39,161.72,True,0.521,0.479,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 5,2025,17545,587.97,29.84,True,0.491,0.509,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 6,2025,391389,710.82,550.62,True,0.496,0.504,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 7,2025,111911,169.01,662.17,True,0.464,0.536,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 8,2025,746730,33.72,22146.54,True,0.569,0.431,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 9,2025,424493,1039.31,408.44,True,0.404,0.596,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 10,2025,76104,2798.2,27.2,True,0.428,0.572,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Gombe,Gombe LGA 11,2025,44899,2582.49,17.39,True,0.486,0.514,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 1,2025,373733,594.48,628.67,True,0.691,0.309,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 2,2025,3927,232.98,16.86,True,0.663,0.337,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 3,2025,102984,102.82,1001.58,True,0.619,0.381,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 4,2025,113490,23.13,4906.01,True,0.586,0.414,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 5,2025,31983,29.26,1093.06,True,0.625,0.375,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 6,2025,103269,1101.68,93.74,True,0.604,0.396,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 7,2025,128642,146.72,876.76,True,0.657,0.343,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 8,2025,617042,115.21,5355.83,True,0.586,0.414,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 9,2025,119444,30.28,3944.14,True,0.601,0.399,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 10,2025,19091,164.02,116.4,True,0.552,0.448,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 11,2025,56506,38.47,1468.85,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 12,2025,210119,175.84,1194.97,True,0.645,0.355,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 13,2025,171255,28.38,6034.56,True,0.544,0.456,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 14,2025,11853,165.02,71.83,True,0.697,0.303,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 15,2025,734893,321.08,2288.82,True,0.602,0.398,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 16,2025,367311,514.98,713.25,True,0.664,0.336,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 17,2025,73438,136.56,537.77,True,0.651,0.349,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 18,2025,144772,115.3,1255.65,True,0.665,0.335,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 19,2025,57153,63.58,898.95,True,0.556,0.444,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 20,2025,16538,315.4,52.44,True,0.562,0.438,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 21,2025,327296,149.66,2186.9,True,0.506,0.494,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 22,2025,214107,22.6,9472.27,True,0.611,0.389,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 23,2025,28842,31.24,923.22,True,0.589,0.411,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 24,2025,87741,68.17,1287.09,True,0.613,0.387,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 25,2025,665954,441.48,1508.44,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 26,2025,54408,29.73,1830.2,True,0.645,0.355,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Imo,Imo LGA 27,2025,635175,371.92,1707.81,True,0.554,0.446,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 1,2025,175763,1267.32,138.69,True,0.354,0.646,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 2,2025,56062,275.82,203.25,True,0.295,0.705,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 3,2025,90702,1103.39,82.2,True,0.405,0.595,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 4,2025,77578,105.99,731.92,True,0.378,0.622,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 5,2025,416262,1675.2,248.48,True,0.315,0.685,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 6,2025,249388,96.78,2576.95,True,0.391,0.609,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 7,2025,735882,2229.94,330.0,True,0.407,0.593,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 8,2025,230768,1793.1,128.7,True,0.408,0.592,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 9,2025,160891,773.76,207.93,True,0.471,0.529,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 10,2025,289481,531.97,544.16,True,0.432,0.568,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 11,2025,81319,620.51,131.05,True,0.413,0.587,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 12,2025,226648,1976.8,114.65,True,0.369,0.631,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 13,2025,10756,796.98,13.5,True,0.397,0.603,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 14,2025,27318,129.6,210.78,True,0.295,0.705,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 15,2025,79310,1096.55,72.33,True,0.362,0.638,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 16,2025,430678,127.34,3382.02,True,0.497,0.503,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 17,2025,139262,1582.7,87.99,True,0.521,0.479,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 18,2025,103988,95.79,1085.6,True,0.308,0.692,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 19,2025,479745,1600.29,299.79,True,0.462,0.538,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 20,2025,311262,827.9,375.97,True,0.441,0.559,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 21,2025,92149,1060.63,86.88,True,0.453,0.547,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 22,2025,144970,1620.13,89.48,True,0.429,0.571,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 23,2025,66109,659.16,100.29,True,0.437,0.563,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 24,2025,365,706.93,0.52,True,0.49,0.51,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 25,2025,199515,164.78,1210.79,True,0.459,0.541,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 26,2025,44893,144.51,310.67,True,0.451,0.549,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Jigawa,Jigawa LGA 27,2025,331063,90.14,3672.59,True,0.512,0.488,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 1,2025,641556,3093.36,207.4,True,0.536,0.464,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 2,2025,225221,5037.02,44.71,True,0.566,0.434,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 3,2025,126616,804.43,157.4,True,0.627,0.373,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 4,2025,933810,626.94,1489.46,True,0.583,0.417,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 5,2025,435079,2128.49,204.41,True,0.499,0.501,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 6,2025,942803,3137.06,300.54,True,0.526,0.474,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 7,2025,35853,877.48,40.86,True,0.528,0.472,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 8,2025,224899,1183.04,190.1,True,0.566,0.434,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 9,2025,348237,1688.99,206.18,True,0.615,0.385,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 10,2025,268755,1298.84,206.92,True,0.612,0.388,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 11,2025,307422,116.65,2635.49,True,0.509,0.491,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 12,2025,594961,1167.94,509.41,True,0.55,0.45,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 13,2025,1470534,87.02,16898.79,True,0.58,0.42,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 14,2025,66973,2643.45,25.34,True,0.539,0.461,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 15,2025,581156,4857.81,119.63,True,0.606,0.394,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 16,2025,258972,771.68,335.59,True,0.558,0.442,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 17,2025,656494,749.39,876.04,True,0.665,0.335,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 18,2025,1337181,5606.01,238.53,True,0.552,0.448,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 19,2025,752934,2579.95,291.84,True,0.588,0.412,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 20,2025,52985,3950.28,13.41,True,0.558,0.442,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 21,2025,130995,804.94,162.74,True,0.58,0.42,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 22,2025,325929,1612.2,202.16,True,0.536,0.464,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kaduna,Kaduna LGA 23,2025,222584,1230.02,180.96,True,0.599,0.401,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 1,2025,15363,297.31,51.67,True,0.582,0.418,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 2,2025,1400566,1436.56,974.94,True,0.534,0.466,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 3,2025,7711,1034.97,7.45,True,0.488,0.512,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 4,2025,56198,811.8,69.23,True,0.607,0.393,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 5,2025,444574,274.29,1620.82,True,0.574,0.426,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 6,2025,683583,200.86,3403.3,True,0.484,0.516,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 7,2025,620470,214.39,2894.09,True,0.604,0.396,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 8,2025,20092,604.01,33.26,True,0.509,0.491,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 9,2025,67649,1385.82,48.82,True,0.441,0.559,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 10,2025,71978,267.79,268.78,True,0.638,0.362,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 11,2025,340105,183.32,1855.22,True,0.587,0.413,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 12,2025,273144,14.51,18828.37,True,0.589,0.411,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 13,2025,402534,506.96,794.01,True,0.656,0.344,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 14,2025,850625,880.57,966.0,True,0.595,0.405,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 15,2025,597615,252.91,2362.96,True,0.518,0.482,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 16,2025,414238,74.56,5555.89,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 17,2025,582530,39.67,14684.29,True,0.63,0.37,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 18,2025,1698290,521.53,3256.37,True,0.548,0.452,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 19,2025,260034,572.27,454.39,True,0.514,0.486,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 20,2025,100748,106.91,942.39,True,0.49,0.51,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 21,2025,380252,145.27,2617.55,True,0.517,0.483,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 22,2025,53267,492.61,108.13,True,0.587,0.413,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 23,2025,406746,351.58,1156.91,True,0.636,0.364,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 24,2025,1227253,385.99,3179.51,True,0.579,0.421,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 25,2025,28824,893.28,32.27,True,0.611,0.389,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 26,2025,627373,82.87,7570.36,True,0.58,0.42,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 27,2025,255341,791.16,322.74,True,0.558,0.442,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 28,2025,209573,781.72,268.09,True,0.639,0.361,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 29,2025,556488,67.05,8299.91,True,0.541,0.459,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 30,2025,677261,565.28,1198.1,True,0.571,0.429,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 31,2025,697757,350.85,1988.74,True,0.57,0.43,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 32,2025,169642,499.82,339.41,True,0.553,0.447,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
Kano,Kano LGA 33,2025,46027,789.88,58.27,True,0.599,0.401,Fabricated LGA name,NBS/NPCom (fabricated synthesis),True
