timestamp_s,setpoint_zoneA_C,setpoint_zoneB_C,setpoint_zoneC_C,action_dZoneA_C,action_dZoneB_C,action_dZoneC_C
4.5,1152.732421875,1150.909423828125,1154.325927734375,0.3682173192501068,0.15542349219322205,0.4027176797389984
4.516666666666667,1153.0830078125,1151.186279296875,1155.67626953125,0.3506329357624054,0.276839941740036,1.350351095199585
4.533333333333333,1152.8973388671875,1151.9053955078125,1155.8907470703125,-0.1856294721364975,0.719076931476593,0.21450801193714142
4.55,1153.9757080078125,1151.1900634765625,1155.99365234375,1.0783343315124512,-0.7153604626655579,0.10290317982435226
4.566666666666666,1154.517822265625,1152.17529296875,1155.74365234375,0.54207843542099,0.985175609588623,-0.2500024437904358
4.583333333333333,1154.841552734375,1152.8765869140625,1155.218505859375,0.3237380087375641,0.701320230960846,-0.5252018570899963
4.6,1155.96533203125,1152.9466552734375,1155.8607177734375,1.123724341392517,0.07004522532224655,0.6421515941619873
4.616666666666666,1156.50927734375,1153.3260498046875,1157.3486328125,0.5439783930778503,0.3793494701385498,1.4879088401794434
4.633333333333334,1156.482177734375,1153.5792236328125,1157.971435546875,-0.02714649587869644,0.2531655430793762,0.6228081583976746
4.65,1157.5709228515625,1153.6114501953125,1158.439697265625,1.088706374168396,0.032214343547821045,0.4682956337928772
4.666666666666667,1157.961669921875,1154.2164306640625,1158.69677734375,0.3907119035720825,0.6049358248710632,0.2570226788520813
4.683333333333334,1159.0062255859375,1154.5552978515625,1159.0130615234375,1.044574499130249,0.33889931440353394,0.3162321448326111
4.7,1159.3497314453125,1154.6927490234375,1158.7230224609375,0.3435278534889221,0.13747698068618774,-0.2900819480419159
4.716666666666667,1159.218017578125,1154.9383544921875,1158.905029296875,-0.13169801235198975,0.2455618977546692,0.18200425803661346
4.733333333333333,1158.6248779296875,1155.1441650390625,1159.3675537109375,-0.5930864214897156,0.20579931139945984,0.46246442198753357
4.75,1159.246826171875,1156.333984375,1160.810546875,0.6219168901443481,1.189860463142395,1.4430208206176758
4.766666666666667,1160.32421875,1156.44677734375,1161.0445556640625,1.077368140220642,0.11282487213611603,0.23402972519397736
4.783333333333333,1161.0819091796875,1158.0189208984375,1162.3818359375,0.7577142715454102,1.5721240043640137,1.3372220993041992
4.8,1162.349365234375,1159.416015625,1162.4364013671875,1.2674634456634521,1.3971130847930908,0.05460531637072563
4.816666666666666,1161.7545166015625,1161.5960693359375,1161.513671875,-0.5948598384857178,2.1800663471221924,-0.9226846694946289
4.833333333333333,1161.4603271484375,1163.8988037109375,1161.85302734375,-0.294193297624588,2.3026835918426514,0.339413583278656
4.85,1161.571533203125,1166.4525146484375,1162.2777099609375,0.11124031245708466,2.5536885261535645,0.42464354634284973
4.866666666666666,1161.1605224609375,1168.2347412109375,1162.2552490234375,-0.4110010266304016,1.7822660207748413,-0.022466454654932022
4.883333333333334,1161.478271484375,1169.4039306640625,1162.174560546875,0.317787766456604,1.1691967248916626,-0.08068370074033737
4.9,1160.955810546875,1172.0096435546875,1162.3497314453125,-0.5224347710609436,2.605670928955078,0.17511451244354248
4.916666666666667,1160.604248046875,1173.168701171875,1163.1881103515625,-0.3515292704105377,1.1591085195541382,0.8384218215942383
4.933333333333334,1160.4332275390625,1174.24951171875,1163.873046875,-0.17098739743232727,1.0807905197143555,0.6849366426467896
4.95,1159.55908203125,1176.7137451171875,1163.9974365234375,-0.8741816878318787,2.464198112487793,0.12445055693387985
4.966666666666667,1159.3682861328125,1178.345458984375,1163.6395263671875,-0.19083699584007263,1.6317437887191772,-0.3579656779766083
4.983333333333333,1159.3370361328125,1179.811279296875,1163.7401123046875,-0.031224703416228294,1.4658350944519043,0.10055544227361679
