firm_id,state,geo_political_zone,location_type,industry_code,industry_name,firm_age_years,num_employees,annual_turnover_naira,legal_structure,owner_age,owner_gender,owner_education,field_of_study,prior_entrepreneurial_exp,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,website_presence,social_media_presence,online_payments,new_production_methods,supply_chain_software,inventory_management,new_support_processes,new_products_services_3yrs,frequency_new_launches,product_improvement_efforts,revenue_model_changes,value_proposition_changes,customer_engagement_changes,competitive_pressure,customer_demand_innovation,management_innovation_attitude,access_to_credit,cost_of_innovation,internal_capital_sufficiency,skilled_employee_availability,training_costs,management_capability,electricity_reliability,internet_quality_cost,logistics_transportation,regulatory_burden,corruption_informal_charges,govt_support_effectiveness,competition_intensity,demand_uncertainty,international_market_access,profitability_growth_3yrs,sales_growth_3yrs,market_share_growth_3yrs,roi_satisfaction,overall_performance_satisfaction,annual_turnover_growth_pct,profit_margin_pct,employee_growth_pct,new_branches_3yrs,product_line_increase,service_quality_improvement,customer_satisfaction_improvement,innovation_composite_score,constraint_composite_score,performance_composite_score
SME_0229,Kebbi,North West,Urban,I56,Food and Beverage Services,9,4,4834422,Partnership,47,Male,Primary Education,Other,1,3,3,4,4,4,3,4,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,3,3,3,5,4,5,5,3,5,4,4,4,3,4,4,3,4,5,2,2,2,2,2,,3.6,-4.0,0,1,1,1,2.8,4.666666666666667,2.0
SME_0230,Imo,South East,Urban,M69,Professional Services,3,6,6365048,Partnership,34,Female,Secondary Education,Business/Management,1,5,2,2,2,2,1,2,2,3,4,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,3,5,5,5,2,2,4,3,1,3,2,2,1,3,2,3,2,1,1,1,2,-23.8,,,0,2,2,1,1.8,3.3333333333333335,1.6666666666666667
SME_0231,Bauchi,North East,Urban,H49,Transportation and Storage,14,26,45640614,Partnership,35,Male,PhD,Engineering,0,7,4,3,3,5,4,4,4,5,3,4,4,4,4,4,4,4,4,3,2,3,4,3,3,5,5,5,5,3,3,2,3,3,3,4,5,4,3,2,3,2,3,3,3,3,3,3,-1.9,,-5.7,0,3,3,4,3.4,3.3333333333333335,3.0
SME_0232,Kano,North West,Urban,I56,Food and Beverage Services,8,1,747924,Sole Proprietorship,33,Male,OND/NCE,Other,1,7,5,4,4,5,4,5,1,1,1,1,3,3,2,2,2,3,2,4,3,3,3,3,2,2,3,2,4,4,4,3,4,4,5,5,4,5,5,4,4,3,4,2,2,2,2,2,-11.4,8.2,-9.5,0,3,2,3,3.8,4.0,2.0
SME_0233,Ekiti,South West,Urban,G47,Retail Trade,1,2,1404046,Sole Proprietorship,37,Male,Secondary Education,Medicine/Health,0,6,1,1,1,1,2,1,2,1,1,3,3,2,2,2,3,2,3,3,3,3,3,3,3,1,2,1,4,3,3,4,3,5,4,3,4,4,4,5,3,3,3,2,1,1,1,1,-4.3,4.4,-30.0,0,2,2,2,1.6,4.0,1.3333333333333333
SME_0234,Ebonyi,South East,Rural,H49,Transportation and Storage,1,25,27739994,Sole Proprietorship,41,Female,OND/NCE,Computer Science/IT,0,7,5,5,5,5,5,5,2,2,3,3,3,3,3,3,2,2,1,4,5,5,2,2,2,3,4,4,4,4,3,2,3,3,4,4,4,4,2,4,2,3,2,3,3,4,3,5,-7.3,,-13.2,1,3,4,4,4.4,3.3333333333333335,3.6666666666666665
SME_0235,Benue,North Central,Rural,A01,"Agriculture, Forestry and Fishing",3,31,34629730,Limited Liability Company,57,Male,Primary Education,Arts/Humanities,0,2,1,2,1,1,2,3,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,3,2,2,4,3,3,4,3,4,3,2,4,4,4,5,1,2,1,2,2,14.3,1.5,,0,2,1,1,1.2,3.6666666666666665,1.6666666666666667
SME_0236,Kogi,North Central,Urban,I56,Food and Beverage Services,19,3,4675649,Sole Proprietorship,29,Female,HND/Bachelor,Education,0,6,4,3,3,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,4,4,2,3,2,5,4,4,4,4,4,4,4,4,5,5,5,3,5,3,4,4,5,2,2,2,1,3,-7.6,7.0,32.6,0,2,1,2,3.4,4.333333333333333,2.3333333333333335
SME_0237,Yobe,North East,Urban,A01,"Agriculture, Forestry and Fishing",2,38,45590322,Limited Liability Company,63,Female,HND/Bachelor,Business/Management,1,5,2,2,2,2,2,3,3,3,3,2,3,4,4,5,5,5,5,5,4,5,4,3,4,2,3,3,2,4,3,3,2,3,2,3,2,3,3,3,2,2,2,4,5,4,4,4,,,22.3,0,4,4,4,3.2,2.3333333333333335,4.333333333333333
SME_0238,Oyo,South West,Urban,G47,Retail Trade,5,19,32669935,Limited Liability Company,27,Female,HND/Bachelor,Engineering,0,7,3,4,3,3,4,4,1,1,1,1,2,3,3,4,4,4,4,2,2,3,1,2,1,5,5,5,5,5,3,3,2,3,2,1,2,1,2,2,2,2,3,2,4,4,3,3,12.2,,,0,3,3,3,3.2,3.3333333333333335,3.0
SME_0239,Rivers,South South,Urban,C25,Metal Products Manufacturing,10,5,3554543,Partnership,53,Male,Secondary Education,Law,1,5,2,2,4,2,3,3,3,2,1,2,4,4,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,4,4,2,3,4,2,2,3,3,3,2,3,4,3,3,3,3,4,3,,13.4,-9.5,0,5,4,4,2.8,2.3333333333333335,3.0
SME_0240,Kogi,North Central,Rural,H49,Transportation and Storage,12,1,606765,Limited Liability Company,36,Male,Secondary Education,Economics/Finance,0,5,2,3,2,3,2,2,1,2,3,4,2,2,3,1,1,2,1,3,4,4,3,3,3,3,3,2,5,4,4,4,4,3,5,5,5,5,5,5,5,4,4,1,1,1,2,2,,-5.0,,0,1,1,1,2.2,4.666666666666667,1.3333333333333333
SME_0241,Enugu,South East,Urban,C10,Food Products Manufacturing,4,1,1336557,Limited Liability Company,31,Male,OND/NCE,Economics/Finance,0,5,3,4,4,4,3,4,3,3,2,2,3,2,2,4,2,2,2,1,2,1,2,2,2,2,4,4,3,4,4,5,2,4,4,4,4,5,4,5,4,4,4,2,2,2,2,2,,9.7,6.7,0,2,2,2,3.2,4.0,2.0
SME_0242,Kano,North West,Urban,I56,Food and Beverage Services,1,3,2245070,Sole Proprietorship,57,Female,OND/NCE,Education,1,4,2,2,3,2,3,3,2,2,2,2,2,1,1,2,2,2,3,2,3,2,1,1,2,4,5,3,3,4,4,4,5,5,3,5,4,5,5,5,5,4,4,2,3,3,3,3,,,2.8,0,1,1,2,2.2,3.3333333333333335,2.6666666666666665
SME_0243,Plateau,North Central,Urban,K64,Financial Services,4,15,52262473,Limited Liability Company,42,Female,OND/NCE,Economics/Finance,0,4,5,4,4,3,4,5,2,2,2,2,4,4,5,3,2,4,2,2,2,2,3,3,2,4,5,5,2,2,2,3,2,2,4,3,2,3,3,3,3,4,4,3,3,3,3,4,6.8,15.3,16.0,2,3,4,3,3.6,3.0,3.3333333333333335
SME_0244,Abuja,North Central,Rural,C10,Food Products Manufacturing,9,15,22619727,Limited Liability Company,42,Male,Secondary Education,Agriculture,1,4,2,2,2,1,2,2,2,3,2,2,3,3,3,2,2,2,1,3,4,3,2,3,1,3,5,3,4,3,4,2,1,1,5,4,5,3,3,3,3,3,3,1,2,1,1,1,3.2,,,0,2,2,2,2.2,3.6666666666666665,1.3333333333333333
SME_0245,Niger,North Central,Urban,A01,"Agriculture, Forestry and Fishing",8,4,5477058,Sole Proprietorship,38,Female,OND/NCE,Agriculture,0,5,2,3,3,2,3,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,5,4,5,4,3,4,5,5,5,3,3,5,3,2,3,2,1,1,2,3,,,-30.0,0,1,1,1,2.4,4.666666666666667,2.0
SME_0246,Ondo,South West,Urban,C10,Food Products Manufacturing,1,5,4410942,Partnership,35,Male,OND/NCE,Economics/Finance,1,3,2,2,2,1,2,2,1,2,1,2,4,2,3,3,2,2,2,1,2,2,1,1,2,2,1,1,4,2,4,2,2,1,3,3,3,2,2,2,3,5,4,2,1,2,2,1,-12.5,-5.0,,0,2,2,2,2.0,3.0,1.3333333333333333
SME_0247,Jigawa,North West,Rural,M69,Professional Services,1,7,11180953,Limited Liability Company,39,Male,Master,Business/Management,1,8,4,3,4,4,4,4,2,4,4,4,3,4,3,4,5,5,5,4,4,4,5,5,5,4,5,4,5,3,5,4,3,4,4,3,5,3,5,2,4,5,3,3,3,3,3,3,9.9,,7.4,0,4,4,4,3.8,4.333333333333333,3.0
SME_0248,Plateau,North Central,Rural,H49,Transportation and Storage,10,5,6259303,Limited Liability Company,25,Male,Secondary Education,Agriculture,0,4,3,3,3,3,3,3,1,1,1,1,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,5,5,5,4,5,5,3,4,5,3,4,3,4,3,5,2,1,1,2,2,8.5,3.2,-30.0,0,2,3,2,2.8,4.0,1.6666666666666667
SME_0249,Abia,South East,Urban,G47,Retail Trade,1,8,6183109,Partnership,25,Female,Secondary Education,Computer Science/IT,1,7,3,3,4,3,4,4,2,2,1,1,3,2,1,4,4,4,5,2,3,3,3,2,3,4,4,3,2,3,3,3,3,4,3,4,3,3,2,2,3,4,3,3,3,3,3,3,,17.8,,0,3,3,3,3.2,2.6666666666666665,3.0
SME_0250,Kebbi,North West,Urban,A01,"Agriculture, Forestry and Fishing",1,7,6787186,Partnership,46,Female,HND/Bachelor,Agriculture,1,5,3,2,3,3,3,2,2,2,1,1,3,3,2,3,2,3,2,2,2,2,5,3,4,4,3,4,4,3,3,3,5,3,3,3,4,5,5,4,3,2,3,2,2,1,2,1,-3.9,,-30.0,0,2,2,2,2.6,3.3333333333333335,1.6666666666666667
SME_0251,Bayelsa,South South,Urban,I56,Food and Beverage Services,5,1,931943,Sole Proprietorship,56,Female,HND/Bachelor,Computer Science/IT,0,5,5,5,5,5,4,5,1,1,1,2,3,4,3,4,3,3,4,2,2,2,4,4,3,4,4,3,5,5,5,1,3,4,5,4,3,5,4,4,5,4,4,3,3,3,3,2,12.8,11.0,15.4,0,1,2,1,4.2,3.6666666666666665,2.6666666666666665
SME_0252,Imo,South East,Rural,M69,Professional Services,9,6,9126642,Partnership,58,Female,HND/Bachelor,Economics/Finance,1,6,3,3,2,2,3,3,1,2,1,1,1,2,2,3,3,3,3,1,2,3,3,3,3,3,5,4,5,5,5,5,4,4,4,5,5,4,3,3,3,4,3,2,1,1,1,1,-7.2,-5.0,-23.7,0,1,2,2,2.4,4.666666666666667,1.3333333333333333
SME_0253,Nasarawa,North Central,Urban,M69,Professional Services,13,7,9501355,Sole Proprietorship,30,Male,HND/Bachelor,Business/Management,0,9,5,5,5,5,5,5,3,3,3,4,3,3,3,4,3,4,4,5,4,3,4,2,3,3,4,4,4,4,4,3,3,4,3,4,2,5,4,3,3,3,4,4,4,4,4,4,-7.8,,-0.5,1,3,4,4,4.8,3.3333333333333335,4.0
SME_0254,Gombe,North East,Rural,I55,Accommodation Services,1,19,9982486,Partnership,44,Female,No Formal Education,Engineering,0,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,3,3,3,4,5,4,5,4,5,5,3,4,2,3,4,4,1,1,1,1,1,-11.3,-0.2,-30.0,0,2,2,1,1.8,4.0,1.0
SME_0255,Niger,North Central,Urban,A01,"Agriculture, Forestry and Fishing",18,3,2694599,Partnership,25,Male,OND/NCE,Arts/Humanities,0,4,3,2,3,4,3,3,1,1,2,1,2,3,3,2,2,2,2,2,2,1,3,2,3,1,3,1,4,4,5,2,4,3,2,2,4,5,5,5,4,4,4,2,3,2,2,3,10.8,7.4,38.8,0,2,2,3,2.4,2.6666666666666665,2.6666666666666665
SME_0256,Ogun,South West,Urban,C10,Food Products Manufacturing,1,9,9025845,Sole Proprietorship,37,Female,Master,Agriculture,1,8,3,3,3,4,4,5,2,4,3,5,5,5,4,4,4,5,4,3,2,3,4,5,5,5,3,4,3,4,3,4,2,3,3,3,3,3,3,3,4,4,3,3,2,3,2,3,10.4,23.9,-30.0,0,3,3,3,3.2,3.3333333333333335,2.6666666666666665
SME_0257,Katsina,North West,Rural,A01,"Agriculture, Forestry and Fishing",3,12,4216630,Partnership,51,Female,HND/Bachelor,Agriculture,0,6,2,3,3,2,2,3,1,1,1,1,3,4,3,2,3,2,1,3,3,2,4,3,4,4,3,2,4,3,4,2,4,4,5,5,4,3,2,4,4,5,5,1,1,1,2,1,,-0.4,,0,1,1,2,2.6,3.6666666666666665,1.0
SME_0258,Ondo,South West,Rural,C20,Chemical Products Manufacturing,7,6,8080090,Sole Proprietorship,41,Male,Secondary Education,Social Sciences,0,5,2,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,1,2,3,2,2,2,4,4,4,2,4,4,5,4,5,4,2,5,3,5,5,1,1,1,2,2,-42.7,,-30.0,0,1,1,1,2.4,3.6666666666666665,1.3333333333333333
SME_0259,Oyo,South West,Rural,C10,Food Products Manufacturing,1,1,917942,Sole Proprietorship,38,Male,OND/NCE,Medicine/Health,1,6,1,1,1,1,1,1,3,3,2,3,4,5,5,2,3,2,2,2,2,2,1,1,1,4,4,4,5,4,4,5,5,5,5,5,5,4,3,5,4,4,5,1,1,1,1,1,,1.0,,0,1,1,1,1.4,5.0,1.0
SME_0260,Ebonyi,South East,Rural,C20,Chemical Products Manufacturing,3,20,30524822,Partnership,41,Male,HND/Bachelor,Other,0,4,2,1,1,2,1,3,2,3,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,5,3,4,2,5,3,4,3,4,3,2,3,4,5,1,1,1,2,2,-4.2,,4.8,0,2,1,1,1.6,3.3333333333333335,1.3333333333333333
SME_0261,Cross River,South South,Urban,F41,Construction,3,15,10466669,Sole Proprietorship,57,Female,Master,Sciences,1,6,5,5,4,4,5,4,2,3,3,2,5,5,5,3,3,3,2,1,2,3,4,3,3,5,5,5,3,3,4,5,4,4,4,3,3,5,5,5,4,3,3,4,3,4,4,4,12.7,8.3,,3,3,3,3,3.6,4.0,3.6666666666666665
SME_0262,Katsina,North West,Urban,P85,Education Services,1,9,11353731,Partnership,39,Male,HND/Bachelor,Economics/Finance,0,6,3,2,3,3,3,3,2,2,2,2,4,5,4,4,5,4,5,3,3,2,2,2,2,4,5,5,4,4,4,4,3,2,4,5,5,3,4,4,3,3,4,1,1,2,1,1,16.6,,-19.1,0,2,2,2,3.0,4.0,1.0
SME_0263,Ondo,South West,Urban,I55,Accommodation Services,4,7,10770623,Sole Proprietorship,42,Male,OND/NCE,Medicine/Health,1,6,3,2,4,3,3,3,3,3,3,4,5,4,4,3,3,2,2,4,3,4,2,2,1,3,3,4,2,2,4,3,3,3,4,2,4,4,4,3,3,4,3,2,2,3,3,2,-19.3,23.2,14.4,0,3,3,3,3.2,3.0,2.0
SME_0264,Abia,South East,Urban,M69,Professional Services,2,1,1878861,Sole Proprietorship,60,Female,HND/Bachelor,Business/Management,1,6,1,2,2,2,3,2,3,3,3,3,3,3,4,2,2,3,2,3,3,3,3,2,1,5,4,5,4,4,5,5,5,5,5,4,5,4,5,3,3,3,5,1,1,1,2,1,16.1,-0.7,-30.0,0,2,2,3,2.0,4.666666666666667,1.0
SME_0265,Rivers,South South,Urban,J58,Publishing Activities,2,16,27290118,Partnership,39,Male,Primary Education,Medicine/Health,0,2,3,3,2,3,3,3,1,1,1,1,3,3,4,2,2,2,2,4,4,3,2,2,3,2,1,1,2,3,2,4,4,4,3,4,5,3,3,3,3,3,2,3,2,3,2,3,,-0.7,9.7,0,3,3,3,2.8,3.0,2.6666666666666665
SME_0266,Ebonyi,South East,Rural,C10,Food Products Manufacturing,3,32,37696397,Limited Liability Company,25,Male,Secondary Education,Other,0,7,3,3,3,4,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,4,3,2,3,5,4,4,3,3,4,2,3,3,3,4,3,4,3,3,1,2,2,3,3,3,2,3,-3.2,,7.5,0,3,2,2,3.0,2.6666666666666665,3.0
SME_0267,Kano,North West,Urban,J62,IT Services,11,2,3835912,Sole Proprietorship,58,Male,Master,Computer Science/IT,1,7,4,5,5,5,4,4,4,5,3,4,4,4,3,5,4,4,4,5,5,5,3,3,3,4,3,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,3,3,3,2,3,23.8,,8.8,0,4,3,4,4.8,5.0,3.0
SME_0268,Kaduna,North West,Rural,C25,Metal Products Manufacturing,10,28,48036881,Limited Liability Company,54,Male,OND/NCE,Law,1,3,3,2,4,4,3,2,1,1,2,1,2,1,1,3,3,3,3,2,3,3,2,4,3,5,5,4,2,1,3,4,3,3,3,4,5,2,3,2,2,2,3,2,2,2,2,1,26.1,6.0,21.1,1,3,2,2,2.8,3.0,1.6666666666666667
SME_0269,Anambra,South East,Urban,I56,Food and Beverage Services,1,22,20091310,Limited Liability Company,25,Female,Master,Medicine/Health,0,8,4,5,5,5,5,5,3,3,2,3,3,3,3,4,4,4,4,5,5,4,5,4,4,5,5,5,3,3,3,2,3,2,3,1,3,2,2,3,1,2,2,5,5,5,5,5,13.5,30.7,43.1,0,5,5,5,4.6,2.6666666666666665,5.0
SME_0270,Ekiti,South West,Urban,F41,Construction,8,2,3104798,Partnership,40,Male,Primary Education,Other,0,4,2,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,3,2,4,5,4,3,3,4,4,4,5,4,5,4,4,3,4,1,1,1,1,1,-9.4,,-19.3,0,1,1,1,1.4,3.6666666666666665,1.0
SME_0271,Abuja,North Central,Urban,R93,Sports and Recreation,1,4,4607614,Sole Proprietorship,41,Male,OND/NCE,Social Sciences,0,4,2,2,2,1,1,1,2,1,2,1,3,2,2,3,3,2,1,2,2,3,1,1,1,5,5,4,4,5,5,5,5,5,4,4,5,4,4,4,3,2,3,1,1,1,1,1,-12.8,,-25.5,0,1,1,1,2.2,4.333333333333333,1.0
SME_0272,Ebonyi,South East,Urban,C20,Chemical Products Manufacturing,15,1,1577246,Sole Proprietorship,58,Male,Primary Education,Education,1,3,2,2,2,1,2,2,1,1,1,1,2,3,3,1,1,1,1,2,2,2,2,2,1,1,1,1,5,5,4,5,4,4,4,5,4,4,3,5,3,3,4,1,1,1,1,1,-20.7,,24.3,0,1,2,1,1.8,4.666666666666667,1.0
SME_0273,Oyo,South West,Urban,C25,Metal Products Manufacturing,1,6,9841850,Limited Liability Company,41,Male,Secondary Education,Engineering,1,3,3,3,2,2,3,2,1,1,1,1,3,4,4,4,3,3,3,2,2,2,2,1,2,3,3,3,2,3,3,3,4,3,2,2,4,3,1,3,3,4,2,2,2,2,3,2,17.8,4.7,-7.7,0,3,3,3,2.8,2.3333333333333335,2.0
SME_0274,Kebbi,North West,Rural,P85,Education Services,8,11,8384809,Sole Proprietorship,43,Female,Master,Engineering,0,6,5,5,5,4,4,4,3,2,3,3,4,4,3,4,4,4,3,4,4,5,2,2,3,5,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,4,4,2,2,2,1,3,,6.0,-23.5,1,3,3,2,4.6,4.333333333333333,2.3333333333333335
SME_0275,Ondo,South West,Urban,A01,"Agriculture, Forestry and Fishing",3,1,705515,Limited Liability Company,44,Female,OND/NCE,Agriculture,0,4,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,2,1,2,2,3,3,3,2,1,3,4,4,3,4,2,4,3,3,3,2,3,2,3,3,3,2,2,1,2,1,,-3.2,-21.5,0,2,1,1,1.4,3.6666666666666665,1.6666666666666667
SME_0276,Oyo,South West,Urban,I56,Food and Beverage Services,6,10,6690067,Limited Liability Company,36,Male,HND/Bachelor,Sciences,0,7,4,3,4,3,2,4,2,2,2,3,4,5,5,3,4,4,4,3,2,3,5,5,5,5,4,5,3,4,4,3,3,1,4,3,3,2,2,1,3,3,4,4,3,3,3,3,27.3,,3.3,0,2,2,3,3.4,3.3333333333333335,3.3333333333333335
SME_0277,Ogun,South West,Rural,J58,Publishing Activities,3,14,14541308,Limited Liability Company,57,Male,No Formal Education,Social Sciences,0,3,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,3,2,1,1,2,2,2,2,3,3,2,1,2,3,4,4,3,4,4,4,4,4,4,3,3,2,1,1,2,2,2,-3.2,,-24.9,0,1,1,1,1.2,3.0,1.3333333333333333
SME_0278,Yobe,North East,Rural,M69,Professional Services,1,14,15389232,Limited Liability Company,32,Male,HND/Bachelor,Business/Management,1,6,4,3,4,4,4,5,3,3,3,3,3,5,4,3,3,3,4,4,3,4,3,2,2,4,4,4,3,4,3,2,4,3,5,5,4,2,3,3,4,3,4,4,4,4,3,3,6.7,20.5,,0,2,3,3,3.6,3.3333333333333335,3.6666666666666665
SME_0279,Borno,North East,Rural,Q86,Health Services,2,11,15060192,Limited Liability Company,36,Male,HND/Bachelor,Medicine/Health,1,6,2,3,3,3,2,2,2,2,2,2,3,3,4,2,4,2,3,5,5,5,2,3,2,4,4,3,4,5,4,5,4,5,5,5,5,4,4,5,4,2,5,2,2,1,2,3,-3.7,,-30.0,0,1,2,1,3.0,4.666666666666667,2.3333333333333335
SME_0280,Enugu,South East,Urban,Q86,Health Services,1,2,3394512,Partnership,41,Male,Secondary Education,Economics/Finance,0,6,3,3,2,2,4,3,1,2,2,1,1,1,1,2,2,3,2,3,2,3,2,3,2,3,3,3,4,3,4,4,4,5,4,4,2,4,4,5,5,4,3,2,3,3,2,3,,12.4,-14.7,0,2,2,1,2.6,4.0,2.6666666666666665
SME_0281,Anambra,South East,Rural,A01,"Agriculture, Forestry and Fishing",10,6,7055662,Limited Liability Company,25,Female,Primary Education,Arts/Humanities,1,5,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2,2,2,1,1,1,2,1,3,2,2,2,4,4,3,4,4,3,4,3,4,3,2,3,4,3,4,1,1,1,2,1,,-5.0,-30.0,0,1,1,2,1.8,4.0,1.0
SME_0282,Sokoto,North West,Rural,K64,Financial Services,8,10,20935028,Limited Liability Company,63,Male,Secondary Education,Computer Science/IT,0,4,4,3,3,4,3,3,2,2,2,2,4,4,4,3,4,4,4,3,2,3,3,2,3,4,4,3,5,4,4,4,4,4,5,4,4,5,5,4,4,3,3,3,3,3,3,2,,16.7,-13.3,0,2,2,3,3.2,4.666666666666667,2.6666666666666665
SME_0283,Akwa Ibom,South South,Urban,I56,Food and Beverage Services,6,31,49181887,Limited Liability Company,41,Male,HND/Bachelor,Computer Science/IT,1,6,5,5,5,5,5,5,2,1,3,2,4,4,4,1,2,3,2,4,4,4,4,4,5,4,5,5,3,2,4,1,3,3,4,3,3,4,2,2,2,4,3,4,4,3,3,3,,,,0,5,5,4,4.0,2.6666666666666665,3.6666666666666665
SME_0284,Abia,South East,Urban,I56,Food and Beverage Services,6,7,7788376,Partnership,51,Male,Master,Medicine/Health,1,6,4,5,4,4,4,5,2,2,3,2,4,4,4,4,5,5,5,4,4,4,3,3,3,4,4,4,4,5,2,4,3,2,4,3,3,2,3,2,4,3,3,3,5,4,3,4,32.4,18.1,9.5,0,3,3,3,4.2,4.0,4.0
SME_0285,Kaduna,North West,Rural,C10,Food Products Manufacturing,2,11,12090104,Partnership,30,Male,OND/NCE,Medicine/Health,0,8,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,2,3,3,2,2,1,4,4,5,5,4,5,3,4,4,4,3,5,5,5,5,5,5,5,3,2,3,2,2,7.7,8.4,,0,1,2,2,3.0,4.0,2.3333333333333335
SME_0286,Ogun,South West,Urban,I56,Food and Beverage Services,5,2,2805294,Limited Liability Company,50,Female,Master,Medicine/Health,1,8,3,4,3,3,4,4,4,4,3,5,5,5,5,4,5,4,4,3,4,3,3,3,3,5,5,5,4,4,5,1,2,3,3,4,5,3,4,4,5,4,5,2,2,2,1,2,21.2,6.8,,0,2,2,2,3.4,2.6666666666666665,2.0
SME_0287,Kano,North West,Rural,R93,Sports and Recreation,2,2,3189622,Sole Proprietorship,51,Male,OND/NCE,Medicine/Health,0,6,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,2,4,3,3,4,3,4,3,3,5,5,4,4,5,5,4,5,4,5,4,5,5,5,5,1,1,1,1,1,-3.3,-1.4,,0,1,1,2,2.2,4.333333333333333,1.0
SME_0288,Katsina,North West,Rural,N77,Rental and Leasing,17,2,3247826,Partnership,53,Male,HND/Bachelor,Arts/Humanities,1,7,4,3,3,4,2,4,2,2,2,3,2,3,1,2,1,1,2,1,2,3,2,2,2,4,4,5,5,4,5,5,5,3,5,4,4,5,5,5,5,2,2,1,1,2,2,1,,4.8,-11.0,0,2,1,1,2.6,5.0,1.0
SME_0289,Delta,South South,Urban,G47,Retail Trade,6,4,2859152,Limited Liability Company,64,Male,OND/NCE,Arts/Humanities,1,5,3,2,3,3,3,3,2,2,2,2,2,2,2,3,4,3,4,2,2,2,4,3,3,2,3,3,4,3,4,5,5,5,4,4,3,4,4,5,3,1,2,2,1,2,2,2,33.8,9.7,37.1,0,3,2,2,2.6,4.333333333333333,1.6666666666666667
SME_0290,Imo,South East,Urban,A01,"Agriculture, Forestry and Fishing",2,58,48820950,Limited Liability Company,35,Female,OND/NCE,Sciences,0,4,2,2,3,2,3,2,2,2,2,2,3,2,3,3,4,3,3,2,3,2,1,1,2,5,4,5,3,2,2,1,3,2,2,1,1,2,2,2,3,2,4,4,4,3,3,4,-10.9,,22.2,2,3,4,3,2.4,2.0,4.0
SME_0291,Kebbi,North West,Rural,F41,Construction,3,4,7170968,Limited Liability Company,39,Male,Secondary Education,Arts/Humanities,1,6,3,3,2,2,2,4,1,1,2,1,3,4,2,2,1,1,2,2,2,2,5,4,4,4,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,4,1,1,1,1,1,-48.2,,7.5,0,1,1,1,2.4,4.666666666666667,1.0
SME_0292,Kwara,North Central,Urban,K64,Financial Services,4,10,25121140,Limited Liability Company,31,Female,Master,Economics/Finance,1,8,5,5,5,5,5,4,4,4,5,5,4,3,3,4,5,5,5,5,4,4,2,3,2,4,5,4,4,5,4,2,3,2,4,3,3,4,4,3,2,3,3,3,4,4,3,3,,18.5,-29.8,1,5,5,5,4.8,3.3333333333333335,3.3333333333333335
SME_0293,Ogun,South West,Rural,J58,Publishing Activities,3,12,18302149,Sole Proprietorship,40,Male,Primary Education,Social Sciences,1,5,2,2,1,1,1,2,1,1,2,1,2,3,3,4,4,3,3,3,3,4,3,3,2,3,2,2,3,3,3,5,3,5,5,5,5,3,3,3,4,2,4,1,2,1,1,2,19.1,,-28.5,0,1,1,1,2.4,4.333333333333333,1.6666666666666667
SME_0294,Nasarawa,North Central,Urban,G47,Retail Trade,1,2,2487421,Partnership,49,Female,Primary Education,Sciences,1,4,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1,3,3,3,4,4,3,4,5,4,3,3,4,5,4,4,4,3,5,3,3,3,3,2,-19.2,,-16.4,0,1,1,1,1.8,3.6666666666666665,2.6666666666666665
SME_0295,Ondo,South West,Urban,A01,"Agriculture, Forestry and Fishing",6,4,4937898,Sole Proprietorship,49,Female,Master,Arts/Humanities,0,8,4,4,4,4,4,5,2,2,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,4,5,5,3,4,4,4,3,3,5,4,4,4,4,3,4,5,4,2,2,2,2,2,-50.0,,-3.2,0,3,2,3,3.6,4.0,2.0
