Participant_ID,Country,Age,Gender,Education,Location_Type,Employment_Status,Income_Level,Bank_Type,Years_with_Account,Frequency_of_Use,Past_Victim,Num_Fraud_Incidents,Months_Since_Last_Incident,Financial_Loss_Band,Recovery_Success,Card_Fraud,Online_Banking_Fraud,SMS_Phishing,ATM_Skimming,Social_Engineering,Technology_Adoption_Score,Financial_Literacy_Score,Risk_Tolerance,Trust_in_Banks,Internet_Hours_Daily,Social_Media_Usage,Data_Collection_Timestamp
530,1,22,2,4,1,4,2,1,2,2,0,0,,0,,0,0,0,0,0,7.8,6.6,7,9.9,2.2,2,2024-05-03 12:31:00
531,2,49,1,3,2,2,1,1,3,4,0,0,,0,,0,0,0,0,0,7.5,4.5,4,6.2,0.8,2,2024-05-19 09:27:00
532,2,18,1,3,2,4,1,1,2,2,0,0,,0,,0,0,0,0,0,6.0,2.6,5,6.3,9.2,2,2024-06-10 16:03:00
533,2,38,2,4,1,1,4,1,22,1,1,1,8.0,1,0.0,0,1,1,0,1,5.3,5.8,4,2.6,7.2,1,2024-04-13 14:57:00
534,2,43,1,6,2,3,3,1,25,4,0,0,,0,,0,0,0,0,0,6.5,6.9,5,5.2,5.3,0,2024-01-30 17:34:00
535,2,29,1,2,2,4,2,1,1,2,0,0,,0,,0,0,0,0,0,7.1,1.0,7,6.4,8.6,2,2024-04-07 12:06:00
536,2,43,1,2,2,5,2,2,5,2,0,0,,0,,0,0,0,0,0,6.4,1.0,3,6.4,5.5,2,2024-05-15 15:30:00
537,2,51,2,3,2,1,3,1,13,1,0,0,,0,,0,0,0,0,0,5.1,5.7,5,4.9,1.4,2,2024-04-12 13:19:00
538,1,34,1,3,1,1,2,2,8,3,0,0,,0,,0,0,0,0,0,5.7,3.7,5,6.9,0.8,0,2024-07-07 13:06:00
539,1,39,1,5,2,1,4,1,9,2,1,2,7.0,2,0.0,0,1,1,0,1,9.0,7.8,4,4.0,2.7,2,2024-03-05 10:52:00
540,1,23,1,3,2,2,3,1,1,4,0,0,,0,,0,0,0,0,0,7.8,8.1,5,7.6,2.9,3,2024-03-28 10:17:00
541,1,40,1,4,1,5,1,1,17,4,1,3,15.0,1,0.0,0,0,0,0,0,5.7,6.6,4,3.2,10.6,2,2024-01-24 13:46:00
542,2,46,2,4,2,1,3,2,2,4,0,0,,0,,0,0,0,0,0,7.7,8.9,5,5.8,1.9,3,2024-03-25 15:07:00
543,2,39,1,3,2,1,1,1,20,3,1,1,15.0,1,0.0,1,1,0,1,0,7.6,3.0,3,4.7,2.9,3,2024-06-17 08:48:00
544,2,42,2,5,1,1,2,1,10,1,0,0,,0,,0,0,0,0,0,5.1,4.3,3,8.6,3.3,1,2024-02-11 14:02:00
545,2,54,1,3,1,3,4,1,13,2,0,0,,0,,0,0,0,0,0,3.2,3.0,6,6.8,2.1,2,2024-04-01 08:40:00
546,1,31,2,2,2,1,1,1,8,3,0,0,,0,,0,0,0,0,0,3.4,5.6,7,4.5,9.9,3,2024-04-04 11:34:00
547,2,37,2,3,2,1,3,3,15,3,1,4,5.0,1,0.0,1,0,1,0,1,4.4,6.3,1,5.3,11.0,0,2024-06-16 09:54:00
548,1,48,2,3,1,6,4,2,3,1,0,0,,0,,0,0,0,0,0,5.7,5.3,5,6.2,0.5,3,2024-02-25 11:02:00
549,2,41,2,2,1,3,2,1,16,2,1,1,4.0,2,1.0,1,1,0,0,0,3.4,3.6,2,5.1,3.9,0,2024-06-26 09:47:00
550,1,38,2,5,1,1,4,1,11,2,0,0,,0,,0,0,0,0,0,6.0,8.5,5,6.5,6.3,1,2024-03-20 12:20:00
551,1,41,1,5,1,1,2,1,2,3,0,0,,0,,0,0,0,0,0,6.9,9.4,6,6.8,10.5,2,2024-01-15 15:56:00
552,2,18,1,3,2,3,4,1,2,1,0,0,,0,,0,0,0,0,0,9.0,3.8,7,6.7,11.3,2,2024-02-27 12:37:00
553,1,36,2,4,1,3,4,1,17,4,0,0,,0,,0,0,0,0,0,4.7,4.7,4,3.2,6.3,1,2024-03-17 10:36:00
554,2,24,2,3,2,2,3,3,8,4,0,0,,0,,0,0,0,0,0,6.7,4.8,7,7.3,13.0,3,2024-04-29 17:44:00
555,1,45,1,4,1,3,2,1,12,2,0,0,,0,,0,0,0,0,0,6.7,10.0,7,4.9,2.5,2,2024-02-04 10:29:00
556,1,35,2,5,1,2,5,1,13,1,0,0,,0,,0,0,0,0,0,5.0,6.6,4,7.1,1.1,2,2024-04-14 16:15:00
557,1,36,1,4,2,3,3,1,20,1,0,0,,0,,0,0,0,0,0,3.4,10.0,7,9.0,6.1,1,2024-04-15 08:45:00
558,1,23,3,3,1,1,4,1,1,5,0,0,,0,,0,0,0,0,0,9.6,5.5,4,8.5,8.0,2,2024-06-20 08:34:00
559,1,25,1,4,1,1,3,1,1,2,1,1,21.0,3,1.0,0,0,0,0,0,6.1,9.7,4,5.1,2.9,2,2024-07-04 12:04:00
560,2,26,2,3,2,5,1,3,7,3,0,0,,0,,0,0,0,0,0,6.6,2.9,5,8.3,3.2,2,2024-05-11 11:34:00
561,2,56,2,3,1,2,4,1,23,4,0,0,,0,,0,0,0,0,0,1.8,3.0,2,6.5,0.9,0,2024-05-05 13:07:00
562,1,26,3,4,1,3,4,2,7,1,1,1,15.0,1,1.0,1,1,0,0,0,9.0,7.7,4,2.3,9.1,0,2024-06-07 12:34:00
563,1,34,1,4,1,1,5,1,6,3,1,2,15.0,1,1.0,0,0,0,0,0,5.0,4.5,3,3.0,1.4,3,2024-06-29 08:20:00
564,1,22,2,5,1,4,2,1,6,1,0,0,,0,,0,0,0,0,0,10.0,8.5,5,6.5,12.2,3,2024-06-06 08:43:00
565,2,18,1,4,1,1,2,2,1,1,0,0,,0,,0,0,0,0,0,10.0,6.8,3,6.7,11.5,2,2024-06-07 15:04:00
566,1,32,1,4,1,1,3,2,5,1,0,0,,0,,0,0,0,0,0,7.3,9.1,6,2.9,2.7,2,2024-06-05 15:07:00
567,1,18,1,3,1,1,3,1,2,2,0,0,,0,,0,0,0,0,0,4.8,6.0,6,6.6,4.4,3,2024-05-06 17:52:00
568,1,25,3,2,2,3,2,1,2,2,1,3,1.0,4,1.0,1,1,0,1,0,8.6,5.5,3,5.9,9.4,1,2024-03-01 15:17:00
569,1,26,1,4,1,3,3,2,3,1,0,0,,0,,0,0,0,0,0,7.1,5.2,5,6.1,2.3,3,2024-03-02 08:07:00
570,1,19,1,5,1,2,4,1,3,4,0,0,,0,,0,0,0,0,0,9.6,5.0,5,6.5,6.2,3,2024-06-01 11:25:00
571,2,32,2,3,1,1,3,3,8,1,0,0,,0,,0,0,0,0,0,2.2,5.8,5,10.0,7.5,2,2024-02-22 16:12:00
572,1,21,1,6,1,1,4,2,2,3,1,4,1.0,2,1.0,1,0,0,0,1,10.0,6.9,2,3.6,5.1,3,2024-03-05 12:43:00
573,1,51,2,4,1,1,4,3,13,3,0,0,,0,,0,0,0,0,0,6.4,8.6,4,6.1,3.0,1,2024-06-02 17:23:00
574,1,20,1,4,1,5,1,1,1,2,0,0,,0,,0,0,0,0,0,5.9,7.1,4,7.8,1.8,2,2024-07-11 13:42:00
575,1,43,2,5,1,1,3,1,4,2,0,0,,0,,0,0,0,0,0,7.0,8.9,3,6.5,2.3,1,2024-04-18 08:04:00
576,2,43,1,1,1,1,2,1,23,4,0,0,,0,,0,0,0,0,0,4.1,1.0,4,5.5,1.0,2,2024-05-28 14:21:00
577,1,37,1,4,1,3,4,1,15,2,0,0,,0,,0,0,0,0,0,3.4,7.5,4,6.4,5.2,1,2024-01-28 09:41:00
578,2,39,1,5,1,2,5,1,20,3,0,0,,0,,0,0,0,0,0,5.6,3.8,5,5.3,10.1,1,2024-01-25 13:03:00
579,1,30,2,4,1,1,3,1,14,1,1,2,4.0,3,0.0,1,1,0,0,0,5.0,6.6,1,4.2,3.6,0,2024-05-29 14:35:00
580,2,27,1,5,1,3,3,2,1,2,0,0,,0,,0,0,0,0,0,10.0,9.3,5,2.4,1.2,0,2024-06-23 16:11:00
581,2,27,1,4,1,1,3,1,9,2,0,0,,0,,0,0,0,0,0,6.2,5.8,5,3.7,6.3,3,2024-01-28 11:18:00
582,2,42,1,6,1,3,5,1,23,2,0,0,,0,,0,0,0,0,0,5.9,8.1,4,5.4,3.2,2,2024-01-19 14:46:00
583,2,43,1,4,1,3,5,3,4,1,0,0,,0,,0,0,0,0,0,1.5,3.4,3,6.5,1.6,2,2024-02-18 09:56:00
584,1,23,2,4,2,1,3,1,6,3,0,0,,0,,0,0,0,0,0,10.0,5.6,4,8.5,5.3,2,2024-06-25 12:18:00
585,1,50,1,1,1,5,2,1,1,2,0,0,,0,,0,0,0,0,0,3.4,4.1,6,7.0,5.1,2,2024-02-27 09:47:00
586,2,37,2,1,2,1,2,3,14,2,0,0,,0,,0,0,0,0,0,3.3,5.7,3,4.4,2.6,2,2024-05-25 15:10:00
587,1,44,2,1,2,1,2,1,7,1,1,1,15.0,3,1.0,1,1,1,0,1,4.3,3.0,2,1.0,2.5,3,2024-03-27 11:07:00
588,1,34,1,3,1,3,3,2,1,4,0,0,,0,,0,0,0,0,0,7.0,6.9,2,6.1,2.6,1,2024-01-23 12:10:00
589,1,21,2,5,1,1,4,2,4,1,1,1,19.0,1,0.0,0,1,1,1,1,10.0,8.6,2,1.8,7.8,3,2024-01-31 15:01:00
590,2,28,2,3,1,1,2,1,12,1,1,4,6.0,1,0.0,0,1,0,0,0,8.2,4.6,6,2.9,4.2,2,2024-01-28 09:07:00
591,1,29,2,4,1,5,2,2,8,1,0,0,,0,,0,0,0,0,0,8.2,6.1,5,5.2,10.3,3,2024-04-03 13:10:00
592,2,32,1,6,2,3,1,3,15,2,1,2,7.0,1,0.0,1,1,1,1,1,7.2,6.7,2,4.7,3.7,2,2024-06-14 13:01:00
593,2,36,1,4,1,1,3,1,20,2,1,1,30.0,1,0.0,0,0,1,0,0,5.6,9.2,4,4.8,1.4,0,2024-04-18 13:50:00
594,2,20,1,5,2,1,2,1,2,3,0,0,,0,,0,0,0,0,0,9.4,7.5,7,7.5,9.8,2,2024-03-23 11:56:00
595,1,47,2,2,1,3,3,1,8,2,0,0,,0,,0,0,0,0,0,4.3,4.7,5,7.4,2.4,1,2024-04-11 16:08:00
596,2,29,2,4,2,1,3,2,5,1,0,0,,0,,0,0,0,0,0,8.4,7.9,5,6.4,3.4,1,2024-07-12 09:46:00
597,1,41,1,2,2,1,2,2,1,2,0,0,,0,,0,0,0,0,0,8.3,4.5,4,6.4,1.2,1,2024-03-11 17:51:00
598,2,41,2,3,2,2,4,3,8,1,0,0,,0,,0,0,0,0,0,3.6,1.3,4,6.3,8.2,1,2024-05-26 17:27:00
599,2,21,2,4,1,1,4,2,5,5,0,0,,0,,0,0,0,0,0,7.8,7.2,5,5.8,4.0,0,2024-03-20 13:05:00
600,2,35,2,4,1,3,3,3,15,4,0,0,,0,,0,0,0,0,0,2.0,8.2,3,6.1,0.5,2,2024-05-11 15:22:00
601,1,41,2,2,1,1,3,1,21,4,0,0,,0,,0,0,0,0,0,3.6,6.6,2,6.8,4.3,0,2024-04-23 11:31:00
602,1,37,2,3,2,3,3,3,13,2,0,0,,0,,0,0,0,0,0,4.4,7.3,3,6.9,5.1,1,2024-03-16 09:16:00
603,1,35,1,5,1,1,4,3,2,3,0,0,,0,,0,0,0,0,0,3.1,5.3,2,5.1,8.0,0,2024-04-29 17:29:00
604,1,18,2,5,1,4,4,1,2,1,1,1,1.0,3,1.0,0,1,1,0,0,9.2,7.5,3,6.4,8.6,2,2024-05-31 12:37:00
605,1,27,1,3,2,1,1,1,2,1,0,0,,0,,0,0,0,0,0,3.4,3.5,7,8.0,9.3,1,2024-05-06 09:15:00
606,1,50,1,5,1,3,5,1,10,3,1,1,5.0,2,1.0,0,1,1,0,0,5.0,10.0,1,5.0,1.1,3,2024-02-16 17:36:00
607,2,39,2,4,1,1,2,1,11,3,1,1,10.0,3,0.0,0,1,1,0,0,5.1,9.5,3,3.2,5.4,0,2024-03-02 16:54:00
608,2,18,1,4,2,5,1,1,2,2,0,0,,0,,0,0,0,0,0,5.5,9.5,7,6.9,5.5,2,2024-03-28 12:09:00
609,1,46,2,3,2,1,2,1,14,1,0,0,,0,,0,0,0,0,0,4.7,8.7,4,4.9,2.7,2,2024-06-07 16:25:00
610,2,23,1,4,2,1,3,2,5,1,0,0,,0,,0,0,0,0,0,8.5,10.0,6,7.9,2.2,1,2024-02-22 17:50:00
611,1,43,1,3,1,1,3,2,8,3,0,0,,0,,0,0,0,0,0,7.5,4.4,4,6.8,1.7,1,2024-01-15 13:55:00
612,1,18,1,3,1,1,3,1,1,1,0,0,,0,,0,0,0,0,0,5.4,10.0,5,3.8,13.2,3,2024-01-31 08:32:00
613,1,18,2,4,2,4,2,1,1,1,0,0,,0,,0,0,0,0,0,7.5,9.6,7,6.7,12.0,2,2024-01-20 09:36:00
614,1,45,2,3,2,1,1,1,22,1,1,1,18.0,3,0.0,0,0,0,0,1,6.7,6.9,2,2.9,11.1,1,2024-06-25 09:38:00
615,2,50,2,1,2,3,2,1,22,4,0,0,,0,,0,0,0,0,0,3.7,4.3,4,7.4,0.9,1,2024-02-14 16:01:00
616,1,38,2,4,1,1,4,1,8,2,0,0,,0,,0,0,0,0,0,6.1,9.9,4,7.5,2.4,3,2024-02-17 12:02:00
617,1,51,2,3,2,3,4,1,14,3,0,0,,0,,0,0,0,0,0,5.2,6.6,4,8.0,2.4,0,2024-04-23 15:04:00
618,2,40,2,2,1,1,5,1,17,4,0,0,,0,,0,0,0,0,0,3.4,3.3,5,4.3,11.6,1,2024-05-26 12:34:00
619,1,39,1,4,1,5,2,1,19,4,0,0,,0,,0,0,0,0,0,3.8,8.0,4,7.0,6.5,3,2024-03-09 14:52:00
620,1,23,2,2,2,4,2,1,1,1,0,0,,0,,0,0,0,0,0,4.4,2.1,5,6.4,16.0,2,2024-01-16 08:34:00
621,1,55,1,5,1,1,4,2,7,4,0,0,,0,,0,0,0,0,0,10.0,9.8,4,5.8,2.5,3,2024-06-30 12:15:00
622,2,41,1,4,1,4,2,1,16,3,0,0,,0,,0,0,0,0,0,4.5,5.5,6,6.4,7.2,2,2024-03-31 14:12:00
623,2,22,1,4,2,4,2,1,3,3,0,0,,0,,0,0,0,0,0,9.3,6.0,2,6.6,1.0,3,2024-02-04 15:13:00
624,2,35,1,2,2,1,2,1,14,3,0,0,,0,,0,0,0,0,0,4.8,4.4,5,6.1,2.6,3,2024-02-23 10:52:00
625,1,31,1,5,1,3,2,2,1,1,1,2,23.0,1,0.0,1,1,0,1,1,7.2,7.1,2,2.9,9.7,2,2024-07-11 16:32:00
626,2,39,1,6,1,1,1,1,4,1,0,0,,0,,0,0,0,0,0,7.5,9.7,4,4.0,13.3,1,2024-03-11 08:48:00
627,1,42,1,3,2,1,3,1,3,4,0,0,,0,,0,0,0,0,0,3.7,1.0,4,5.6,1.1,0,2024-04-04 13:23:00
628,1,40,1,5,1,1,5,1,13,2,0,0,,0,,0,0,0,0,0,7.7,8.2,5,5.6,6.7,2,2024-02-18 16:31:00
629,1,45,1,5,1,3,3,2,8,2,0,0,,0,,0,0,0,0,0,8.8,7.7,4,5.2,3.1,2,2024-05-19 17:03:00
630,2,48,2,3,2,3,1,2,4,3,0,0,,0,,0,0,0,0,0,6.8,5.4,4,7.1,4.1,2,2024-02-11 15:20:00
631,2,25,1,4,1,2,3,2,2,2,0,0,,0,,0,0,0,0,0,7.7,6.8,5,4.8,8.6,2,2024-04-22 08:02:00
632,2,18,1,4,1,3,3,1,1,4,0,0,,0,,0,0,0,0,0,5.7,10.0,7,4.8,3.2,3,2024-03-14 09:13:00
633,1,32,1,4,1,1,6,2,2,2,1,1,6.0,2,1.0,0,1,0,0,1,5.6,8.5,5,5.2,9.4,2,2024-04-10 09:33:00
634,1,50,1,4,1,1,4,1,7,3,1,1,25.0,2,0.0,1,1,1,0,1,6.9,8.9,2,2.1,3.0,0,2024-02-12 10:45:00
635,2,25,1,5,2,1,3,2,8,4,0,0,,0,,0,0,0,0,0,10.0,10.0,3,6.6,2.4,2,2024-05-05 10:51:00
636,2,30,2,4,1,1,3,2,5,3,0,0,,0,,0,0,0,0,0,8.1,9.4,5,3.3,1.1,3,2024-05-13 15:55:00
637,1,37,1,3,2,1,3,1,12,5,0,0,,0,,0,0,0,0,0,2.8,6.9,6,6.5,7.8,3,2024-01-21 13:04:00
638,2,18,1,2,2,3,3,1,1,1,0,0,,0,,0,0,0,0,0,8.5,4.0,4,5.1,8.0,2,2024-04-22 16:28:00
639,1,23,2,5,1,1,1,1,5,1,0,0,,0,,0,0,0,0,0,7.1,7.8,4,7.3,8.6,2,2024-03-12 12:42:00
640,2,18,2,3,1,4,2,2,2,1,0,0,,0,,0,0,0,0,0,7.8,8.8,6,6.5,9.1,1,2024-01-20 09:48:00
641,2,27,2,2,2,1,3,1,3,4,0,0,,0,,0,0,0,0,0,5.8,2.5,5,8.1,12.9,3,2024-04-30 09:26:00
642,1,45,1,4,1,2,3,1,14,3,1,2,16.0,4,1.0,0,1,0,0,1,3.4,6.4,2,4.3,1.0,2,2024-01-25 17:12:00
643,1,47,2,6,1,1,4,2,1,1,1,1,1.0,3,0.0,0,1,1,1,0,8.2,10.0,2,5.2,14.3,2,2024-02-22 15:37:00
644,1,24,2,3,2,2,2,3,6,2,0,0,,0,,0,0,0,0,0,8.8,9.4,5,6.5,3.6,2,2024-07-01 16:13:00
645,1,23,1,4,1,1,3,1,7,3,0,0,,0,,0,0,0,0,0,9.0,10.0,6,6.3,4.4,1,2024-04-23 09:44:00
646,1,36,2,4,1,1,3,1,7,3,0,0,,0,,0,0,0,0,0,4.7,9.4,3,6.0,2.2,2,2024-06-17 09:11:00
647,1,18,1,5,1,4,2,1,1,5,0,0,,0,,0,0,0,0,0,10.0,7.9,5,7.5,16.0,3,2024-04-25 16:00:00
648,1,60,1,4,1,5,2,3,4,3,0,0,,0,,0,0,0,0,0,3.8,4.8,3,8.2,4.0,2,2024-02-07 11:15:00
649,1,41,1,3,1,2,3,1,7,3,0,0,,0,,0,0,0,0,0,5.3,1.2,5,6.0,0.5,2,2024-07-07 15:50:00
650,2,46,2,3,1,1,3,1,24,4,0,0,,0,,0,0,0,0,0,3.9,6.8,6,8.3,2.3,3,2024-05-14 10:07:00
651,2,31,2,5,1,2,4,1,3,4,0,0,,0,,0,0,0,0,0,7.9,8.0,4,6.0,1.1,3,2024-03-16 10:16:00
652,1,36,2,4,1,1,4,2,7,1,1,2,7.0,1,0.0,0,1,1,0,0,7.4,2.3,3,2.2,6.5,2,2024-03-23 10:01:00
653,1,27,2,3,1,1,3,2,3,2,0,0,,0,,0,0,0,0,0,7.9,3.0,3,7.2,7.8,3,2024-04-19 17:19:00
654,2,38,2,3,1,1,2,1,3,4,0,0,,0,,0,0,0,0,0,3.4,4.5,2,4.8,3.2,0,2024-07-07 08:52:00
655,1,29,1,2,1,1,1,3,3,2,0,0,,0,,0,0,0,0,0,5.3,5.8,3,6.3,3.3,3,2024-06-20 14:38:00
656,1,25,1,3,1,1,2,3,7,3,0,0,,0,,0,0,0,0,0,5.5,7.0,4,6.4,6.7,3,2024-01-18 15:42:00
657,2,25,2,4,1,1,3,2,1,2,1,3,12.0,2,0.0,1,0,0,0,1,7.8,9.5,3,2.1,3.6,3,2024-05-31 13:58:00
658,1,25,1,2,2,1,1,1,4,2,0,0,,0,,0,0,0,0,0,5.7,7.0,4,7.9,2.5,1,2024-03-17 15:52:00
659,1,21,1,4,1,1,3,1,5,3,0,0,,0,,0,0,0,0,0,5.3,7.6,5,5.0,2.6,2,2024-06-17 11:05:00
660,2,45,2,4,1,1,5,1,10,4,0,0,,0,,0,0,0,0,0,4.3,6.1,2,7.1,3.6,3,2024-03-31 10:09:00
661,2,43,1,1,2,1,3,1,2,1,0,0,,0,,0,0,0,0,0,2.2,2.2,3,6.8,2.6,2,2024-01-22 15:15:00
662,1,18,1,4,1,1,4,1,1,1,0,0,,0,,0,0,0,0,0,5.2,7.5,6,3.9,16.0,3,2024-02-26 11:09:00
663,1,43,1,4,1,3,3,3,9,3,1,3,1.0,1,0.0,0,0,0,0,1,4.7,10.0,3,5.3,4.3,2,2024-04-05 17:33:00
664,2,18,3,4,1,4,2,1,1,4,1,3,7.0,1,1.0,0,0,1,1,0,4.7,7.8,5,2.4,6.5,2,2024-01-25 14:05:00
665,1,42,1,3,2,1,3,1,15,2,0,0,,0,,0,0,0,0,0,5.2,3.4,3,7.1,5.1,2,2024-04-22 10:58:00
666,2,22,2,4,1,4,4,2,4,2,0,0,,0,,0,0,0,0,0,10.0,8.5,4,4.0,4.1,2,2024-06-12 11:34:00
667,1,56,1,1,1,2,3,1,13,1,0,0,,0,,0,0,0,0,0,1.0,4.3,3,4.7,1.8,0,2024-05-25 17:17:00
668,2,48,1,4,2,1,3,1,16,4,0,0,,0,,0,0,0,0,0,4.9,9.9,5,6.5,5.0,1,2024-06-09 09:08:00
669,2,22,1,3,1,4,2,1,1,3,1,2,23.0,1,0.0,1,1,1,1,0,8.3,4.0,4,4.4,7.3,1,2024-05-14 15:27:00
670,2,18,2,4,1,1,4,2,1,2,0,0,,0,,0,0,0,0,0,8.8,10.0,5,6.6,0.7,3,2024-03-06 11:54:00
671,1,32,1,4,1,1,5,2,5,1,0,0,,0,,0,0,0,0,0,7.8,6.4,2,6.9,3.2,3,2024-02-10 11:17:00
672,1,45,3,2,2,2,2,1,13,3,0,0,,0,,0,0,0,0,0,3.5,4.2,4,6.3,9.1,2,2024-02-10 09:51:00
673,1,29,2,4,2,1,4,2,3,1,1,2,21.0,1,1.0,1,1,1,0,1,7.0,7.9,3,1.1,16.0,1,2024-05-11 11:10:00
674,1,28,2,5,1,1,4,2,8,4,0,0,,0,,0,0,0,0,0,10.0,8.5,5,7.8,1.8,1,2024-04-04 17:22:00
675,2,57,1,3,1,1,3,3,10,1,0,0,,0,,0,0,0,0,0,6.2,6.8,1,6.9,3.7,1,2024-04-02 15:16:00
676,1,18,2,4,1,1,3,2,1,4,0,0,,0,,0,0,0,0,0,9.8,10.0,5,6.3,7.8,1,2024-04-18 17:56:00
677,1,24,2,3,2,1,3,1,5,2,1,1,39.0,2,0.0,0,0,1,0,1,6.0,6.7,5,4.4,10.8,2,2024-05-26 12:07:00
678,1,37,2,4,1,1,4,2,2,2,0,0,,0,,0,0,0,0,0,8.0,8.5,2,6.1,3.0,2,2024-02-22 11:45:00
679,2,41,1,4,1,1,4,1,14,1,0,0,,0,,0,0,0,0,0,3.3,10.0,5,6.3,3.6,0,2024-02-25 08:08:00
680,1,22,2,4,2,1,2,2,3,1,0,0,,0,,0,0,0,0,0,7.5,4.1,4,7.4,2.7,2,2024-03-07 13:00:00
681,1,45,2,4,1,2,4,2,1,3,0,0,,0,,0,0,0,0,0,7.7,4.1,4,3.6,5.6,2,2024-02-17 12:52:00
682,1,32,1,3,1,5,1,1,13,2,1,3,15.0,1,0.0,1,0,1,0,1,4.0,7.5,4,6.2,1.6,0,2024-06-03 15:07:00
683,2,31,2,5,1,1,3,3,14,2,0,0,,0,,0,0,0,0,0,6.5,6.8,4,7.4,3.6,1,2024-04-10 13:34:00
684,1,18,2,4,1,1,1,2,1,2,1,1,6.0,2,1.0,0,0,0,0,0,9.9,9.1,2,1.7,8.8,0,2024-04-09 08:20:00
685,1,18,1,4,1,4,2,2,2,1,0,0,,0,,0,0,0,0,0,9.1,6.9,4,4.5,10.4,1,2024-06-20 15:28:00
686,1,21,2,4,1,1,3,1,3,4,0,0,,0,,0,0,0,0,0,6.6,9.8,5,5.4,8.5,2,2024-02-16 14:49:00
687,1,30,1,1,1,3,2,1,7,1,0,0,,0,,0,0,0,0,0,3.9,5.0,3,5.4,5.4,1,2024-02-10 17:42:00
688,2,42,2,3,2,1,3,3,10,3,0,0,,0,,0,0,0,0,0,6.8,3.5,4,5.1,2.9,1,2024-04-25 15:22:00
689,2,63,2,1,2,5,3,1,9,3,0,0,,0,,0,0,0,0,0,2.6,1.0,3,6.0,0.7,2,2024-03-08 11:44:00
690,2,38,2,2,2,2,2,1,1,3,1,1,37.0,3,1.0,1,0,0,0,1,5.1,7.0,3,5.4,2.5,2,2024-05-02 17:24:00
691,2,18,2,4,1,2,1,1,1,2,0,0,,0,,0,0,0,0,0,3.4,7.0,5,6.6,15.9,3,2024-01-28 11:13:00
692,1,29,1,4,2,2,3,1,11,3,0,0,,0,,0,0,0,0,0,7.3,8.1,6,9.7,8.5,2,2024-05-31 13:09:00
693,1,53,2,2,2,5,3,1,17,4,0,0,,0,,0,0,0,0,0,2.9,4.9,4,3.6,2.5,3,2024-07-11 17:48:00
694,1,47,2,3,2,1,3,1,5,1,0,0,,0,,0,0,0,0,0,3.4,7.9,5,5.7,6.8,2,2024-04-28 08:08:00
695,1,51,1,3,1,3,1,1,5,4,0,0,,0,,0,0,0,0,0,4.3,3.6,3,3.4,4.2,2,2024-03-23 17:10:00
696,1,37,1,5,1,3,5,1,17,2,1,1,12.0,1,0.0,0,0,1,0,1,8.3,8.8,2,3.9,8.7,2,2024-06-16 08:36:00
697,2,33,1,4,1,5,2,2,1,1,1,2,7.0,1,0.0,1,1,0,0,0,7.3,8.6,4,4.5,2.1,3,2024-02-05 14:00:00
698,1,18,1,3,1,3,4,1,1,4,0,0,,0,,0,0,0,0,0,8.0,5.2,3,5.9,8.0,1,2024-05-26 10:17:00
699,1,49,2,4,1,2,1,1,6,5,0,0,,0,,0,0,0,0,0,5.9,3.8,3,6.8,5.4,1,2024-04-24 16:23:00
700,1,40,1,3,1,1,5,1,4,1,0,0,,0,,0,0,0,0,0,5.2,2.7,4,4.6,3.4,0,2024-03-04 14:27:00
701,1,40,2,3,2,1,3,1,21,1,1,1,3.0,2,1.0,1,1,0,0,0,4.8,6.9,3,4.5,2.6,1,2024-04-06 17:40:00
702,1,35,1,2,2,3,1,1,7,1,0,0,,0,,0,0,0,0,0,5.9,3.3,5,6.8,2.7,2,2024-03-29 17:24:00
703,1,18,1,3,2,1,4,1,2,2,0,0,,0,,0,0,0,0,0,7.7,7.6,5,6.6,3.1,3,2024-06-26 13:03:00
704,2,36,2,2,2,2,1,1,11,1,0,0,,0,,0,0,0,0,0,3.8,3.6,5,6.4,6.7,1,2024-05-23 12:35:00
705,1,36,2,4,1,1,4,1,14,4,0,0,,0,,0,0,0,0,0,3.1,4.2,7,6.4,7.8,3,2024-04-08 12:40:00
706,1,23,2,3,1,4,3,1,6,4,0,0,,0,,0,0,0,0,0,10.0,4.6,5,6.7,2.8,3,2024-06-16 13:47:00
707,1,52,2,3,1,1,4,3,4,2,0,0,,0,,0,0,0,0,0,6.2,6.2,5,6.0,3.0,0,2024-06-14 08:57:00
708,1,35,2,3,2,1,3,1,13,1,0,0,,0,,0,0,0,0,0,1.4,6.8,7,8.0,7.7,2,2024-07-10 14:53:00
709,2,59,2,2,2,6,2,1,8,4,0,0,,0,,0,0,0,0,0,4.5,2.8,4,6.8,0.8,2,2024-05-26 15:37:00
710,1,18,3,4,1,4,2,1,1,4,1,1,10.0,3,1.0,1,1,1,0,1,5.9,7.2,4,5.2,2.2,0,2024-05-07 12:13:00
711,1,24,2,1,2,1,3,1,4,1,0,0,,0,,0,0,0,0,0,4.4,5.3,4,5.1,3.6,2,2024-05-13 17:33:00
712,1,52,2,2,1,3,3,3,6,1,0,0,,0,,0,0,0,0,0,1.6,3.3,6,6.9,9.3,2,2024-06-09 16:35:00
713,1,36,2,2,1,1,2,1,9,1,1,2,2.0,2,1.0,1,0,0,0,1,4.9,5.9,2,3.7,4.1,0,2024-02-16 11:51:00
714,2,26,2,4,1,3,2,2,6,2,1,2,15.0,1,1.0,0,1,1,0,0,7.8,6.6,4,2.6,16.0,1,2024-05-24 10:44:00
