firm_id,state,geo_political_zone,location_type,industry_sector,firm_age_years,num_employees,annual_turnover_million_naira,legal_structure,owner_age,owner_gender,owner_education_level,owner_field_of_study,prior_entrepreneurial_experience_years,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,digitization_level_composite,process_new_production_methods,process_supply_chain_software,process_support_techniques,product_new_goods_services_3years,product_launch_frequency,business_model_revenue_changes,business_model_value_proposition,driver_competitive_pressure,driver_customer_demand,driver_management_attitude,constraint_access_to_credit,constraint_innovation_cost,constraint_internal_capital,constraint_finding_skilled_employees,constraint_training_cost,constraint_management_capability,constraint_electricity_reliability,constraint_internet_quality_cost,constraint_logistics_transportation,constraint_regulations_taxes,constraint_corruption_informal_charges,constraint_government_support_effectiveness,constraint_competition_intensity,constraint_demand_uncertainty,constraint_international_market_access,performance_profitability_growth,performance_sales_growth,performance_market_share_growth,performance_roi,performance_overall_satisfaction,objective_turnover_growth_percent,objective_profit_margin_percent,objective_employee_growth_percent,objective_new_branches,objective_new_clients,growth_product_lines_increase,growth_quality_improvement,growth_customer_satisfaction,growth_customer_retention_rate,innovation_technology_score,innovation_process_score,innovation_product_score,innovation_business_model_score,innovation_overall_score,constraint_financial_score,constraint_human_capital_score,constraint_infrastructure_score,constraint_regulatory_score,constraint_market_score,constraint_overall_score,performance_subjective_score,survey_date,survey_response_time_minutes,data_quality_score
SME_00989,Abia,South-East,Urban,Transportation and Storage,8,45,122.24,Limited Liability,35,Male,Bachelor,Natural Sciences,2,6.7,1.9,1.0,1.7,1.4,1.3,3.2,1.0,1.0,1.0,1.0,2.09,2.0,2.2,2.2,2.3,1.3,1.7,1.7,3.6,3.2,2.8,1.6,2.1,2.3,1.9,2.7,2.7,3.8,3.0,2.8,3.3,3.5,2.2,4.1,3.7,2.9,2.6,2.7,2.8,2.2,2.6,7.6,15.9,-1.3,0,23,3.1,2.8,3.0,69.1,1.45,2.13,2.23,1.7,1.88,2.34,2.43,3.2,3.0,3.57,2.91,2.7,2024-02-14,51,0.8
SME_00990,Benue,North-Central,Rural,Education,7,20,58.61,Partnership,33,Female,Postgraduate,Accounting,1,7.3,2.6,2.0,2.0,1.4,1.1,2.7,1.0,1.0,1.0,1.0,2.09,2.8,2.2,1.7,2.0,1.6,1.0,2.0,4.1,3.9,2.1,3.5,3.5,2.3,3.9,4.1,3.2,4.2,4.0,4.0,4.0,4.0,2.1,2.4,3.0,4.0,2.8,3.0,2.1,2.9,3.6,-10.2,16.2,1.4,0,22,3.0,2.4,3.4,64.1,1.58,2.23,2.2,1.5,1.88,3.48,3.73,4.07,3.37,3.13,3.56,2.63,2024-02-11,38,0.92
SME_00991,Ondo,South-West,Urban,Agriculture,6,38,136.96,Partnership,47,Male,No Formal Education,N/A,0,4.2,1.9,1.0,2.0,1.5,1.0,2.0,1.0,1.3,1.0,1.0,1.63,1.8,1.4,2.4,1.7,1.8,1.9,1.3,3.1,4.8,1.9,1.4,2.0,2.2,2.9,3.9,2.4,3.5,2.9,2.8,2.9,3.3,2.1,4.3,3.0,4.1,2.5,2.4,2.4,3.0,2.3,-0.5,15.9,2.7,0,12,1.9,2.5,2.3,45.6,1.37,1.87,1.8,1.6,1.66,2.48,3.07,3.07,2.77,3.8,3.04,2.43,2024-03-18,41,0.83
SME_00992,Taraba,North-East,Urban,Wholesale and Retail Trade,17,23,44.12,Limited Liability,40,Male,No Formal Education,N/A,0,4.6,4.0,3.0,2.1,2.9,2.5,3.4,1.0,1.0,1.0,1.0,2.96,3.1,2.4,3.3,1.6,2.2,1.6,2.5,3.3,4.3,2.4,2.7,3.5,2.6,3.6,3.2,3.2,4.5,5.0,4.2,3.0,4.5,2.2,4.3,3.3,4.1,3.1,3.0,3.3,2.5,3.0,6.4,18.0,4.5,0,20,2.2,3.0,3.5,70.4,2.19,2.93,2.0,2.05,2.29,3.4,3.33,4.57,3.23,3.9,3.69,3.13,2024-03-19,52,0.57
SME_00993,Kogi,North-Central,Urban,Wholesale and Retail Trade,7,20,101.98,Partnership,47,Female,Bachelor,Engineering,15,8.7,4.3,2.7,2.3,2.7,2.0,2.9,2.0,1.8,1.0,1.0,2.95,2.8,2.4,2.5,2.8,2.1,1.9,1.1,3.3,3.7,2.8,1.5,3.6,2.4,3.3,3.8,2.5,3.8,3.2,3.6,2.9,2.8,1.8,3.5,4.5,4.2,3.3,3.5,3.0,3.2,3.1,10.9,20.7,5.4,0,24,3.1,2.8,4.4,75.0,2.27,2.57,2.67,1.5,2.25,2.9,3.2,3.53,2.5,4.07,3.24,3.27,2024-02-15,43,0.92
SME_00994,Ekiti,South-West,Urban,Wholesale and Retail Trade,1,39,185.06,Limited Liability,35,Male,Secondary,N/A,0,8.2,4.6,3.1,2.6,3.4,4.5,3.8,1.0,1.9,1.1,1.1,3.57,2.6,2.8,3.4,2.5,2.4,2.8,2.5,3.5,3.6,3.7,2.0,3.0,1.7,3.3,2.8,1.7,3.3,2.5,2.8,3.5,3.9,1.7,3.2,3.5,3.5,3.7,3.6,3.5,3.1,3.3,21.4,19.8,7.6,1,22,4.3,3.7,3.8,61.3,2.71,2.93,3.07,2.65,2.84,2.4,2.6,2.87,3.03,3.4,2.86,3.6,2024-02-04,41,0.75
SME_00995,Edo,South-South,Urban,Manufacturing,4,27,77.77,Sole Proprietorship,40,Male,Bachelor,Marketing,11,9.0,4.1,4.2,2.8,4.0,3.4,3.9,2.2,1.7,1.2,1.0,3.86,4.4,4.0,4.0,3.5,4.3,4.4,3.7,3.6,2.8,5.0,2.7,2.3,2.0,3.3,3.3,3.1,2.5,2.2,2.1,2.5,3.1,1.9,3.9,3.9,4.0,4.6,3.9,3.5,3.4,3.3,13.0,20.8,13.8,2,24,4.0,4.7,5.0,84.8,2.85,4.13,3.93,4.05,3.74,2.5,3.23,2.27,2.5,3.93,2.89,4.0,2024-02-16,45,0.88
SME_00996,Edo,South-South,Urban,Wholesale and Retail Trade,5,24,64.79,Sole Proprietorship,32,Female,No Formal Education,N/A,2,7.0,2.8,2.8,1.7,1.5,2.1,3.2,1.0,1.0,1.0,1.0,2.3,2.7,1.6,2.5,2.2,1.5,1.9,2.4,3.8,3.5,2.7,3.3,3.1,2.8,3.2,3.8,3.2,1.8,2.9,2.9,2.7,2.6,2.7,3.1,3.8,4.4,2.8,3.2,3.0,2.1,3.2,-1.5,16.1,3.8,1,18,2.2,2.7,3.4,60.3,1.81,2.27,1.97,2.15,2.05,3.18,3.4,2.53,2.67,3.77,3.11,3.0,2024-03-18,54,0.93
SME_00997,Imo,South-East,Urban,Manufacturing,1,13,44.32,Limited Liability,39,Female,Secondary,N/A,13,8.9,3.4,3.9,2.7,3.5,2.4,3.1,1.0,1.0,1.1,1.0,3.13,2.1,1.7,2.3,2.6,2.3,2.8,3.0,4.2,3.9,2.4,3.1,3.7,3.1,2.8,2.9,3.3,4.3,2.7,2.4,2.4,4.2,2.1,4.1,3.0,3.2,3.0,3.2,3.5,3.8,3.9,14.1,18.9,8.0,0,16,3.2,3.5,3.3,71.7,2.31,2.03,2.7,2.9,2.48,3.1,3.0,3.13,2.9,3.43,3.11,3.23,2024-02-23,42,0.81
SME_00998,Ogun,South-West,Urban,Manufacturing,3,32,103.61,Limited Liability,38,Male,Bachelor,Accounting,0,6.4,1.7,1.3,1.0,1.2,1.0,1.3,1.0,1.0,1.0,1.0,1.2,1.2,1.9,1.5,2.1,1.9,1.2,1.7,3.0,4.3,2.7,2.8,2.3,2.7,2.8,2.7,2.5,2.2,2.6,2.6,2.5,4.0,1.5,3.7,3.6,3.9,2.5,2.5,2.9,2.1,2.7,2.8,15.5,-2.3,0,8,2.9,2.9,2.6,73.9,1.15,1.53,2.3,1.45,1.61,2.62,2.67,2.47,2.67,3.73,2.83,2.63,2024-03-15,67,0.83
SME_00999,Anambra,South-East,Urban,Manufacturing,9,34,131.67,Sole Proprietorship,34,Male,Bachelor,Business Administration,0,6.7,1.3,1.0,1.1,1.2,1.0,1.8,1.0,1.0,1.0,1.0,1.38,1.0,1.0,1.2,1.4,1.6,1.0,1.0,3.0,3.0,1.6,2.2,2.0,1.9,2.0,3.5,2.9,3.9,3.6,3.0,3.1,2.8,2.1,4.0,3.1,3.2,2.4,1.9,2.6,2.5,2.7,0.1,17.0,-4.7,0,11,2.6,2.4,2.6,61.0,1.14,1.07,1.87,1.0,1.27,2.64,2.8,3.5,2.67,3.43,3.01,2.3,2024-02-17,42,0.97
SME_01000,Ondo,South-West,Urban,Information and Communication,7,15,71.53,Limited Liability,44,Male,Bachelor,Economics,0,8.0,3.7,3.5,2.4,3.8,2.3,2.6,1.3,1.1,1.0,1.0,3.1,1.7,1.9,2.5,3.3,2.7,1.2,1.6,3.1,3.9,3.0,3.0,2.9,3.1,3.5,4.3,2.5,2.7,2.8,3.1,2.9,4.2,2.4,3.6,4.0,3.0,3.4,3.9,3.1,3.3,3.5,6.1,24.7,5.4,0,29,4.6,3.4,3.8,88.2,2.27,2.03,3.53,1.4,2.31,3.22,3.43,2.87,3.17,3.53,3.24,3.47,2024-01-21,54,0.64
SME_01001,Kaduna,North-West,Rural,Manufacturing,9,20,66.21,Partnership,39,Male,Secondary,N/A,0,6.9,1.8,1.9,1.8,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.24,1.0,1.6,2.3,2.5,2.0,2.1,1.7,2.7,4.3,2.3,3.0,3.5,2.8,2.6,3.1,4.0,4.4,3.9,4.8,3.1,3.6,2.2,3.6,3.0,3.7,1.4,3.1,2.5,2.3,2.7,3.4,13.9,-1.6,0,8,2.1,2.6,2.6,71.2,1.3,1.63,2.2,1.9,1.76,3.26,3.23,4.37,2.97,3.43,3.45,2.33,2024-02-08,41,0.96
SME_01002,Borno,North-East,Rural,Wholesale and Retail Trade,6,33,82.13,Partnership,33,Male,Primary,N/A,0,7.6,1.6,1.4,1.5,1.0,1.0,2.3,1.0,1.2,1.0,1.0,1.65,2.9,1.3,1.7,1.6,1.9,1.3,1.2,2.4,3.5,1.9,2.6,2.8,2.8,4.8,4.5,2.5,5.0,4.4,3.7,1.8,3.9,2.5,3.6,4.1,3.4,3.2,2.5,2.4,2.9,2.5,3.2,19.1,-1.4,0,16,3.4,2.3,2.6,64.2,1.3,1.97,2.3,1.25,1.7,3.42,3.93,4.37,2.73,3.7,3.63,2.7,2024-02-28,52,0.89
SME_01003,Osun,South-West,Urban,Wholesale and Retail Trade,1,22,72.57,Limited Liability,40,Male,Secondary,N/A,14,6.8,2.4,1.8,1.0,1.6,1.9,1.8,1.0,1.1,1.0,1.0,1.76,2.7,2.7,2.4,1.9,2.1,2.7,2.7,3.6,4.4,3.3,2.6,2.1,3.2,2.7,3.1,3.1,3.8,2.6,1.9,3.6,3.3,2.8,4.0,3.2,4.3,2.0,2.9,2.1,2.2,3.3,3.9,18.7,0.5,0,13,3.2,2.7,3.2,75.3,1.46,2.6,2.4,2.7,2.29,2.72,2.97,2.77,3.23,3.83,3.1,2.33,2024-02-20,57,0.95
SME_01004,FCT,North-Central,Urban,Manufacturing,6,30,82.98,Limited Liability,35,Female,Bachelor,Computer Science,4,9.0,3.6,2.3,2.0,3.5,3.4,3.9,1.0,1.0,1.0,1.0,3.49,3.4,3.6,4.0,3.7,3.3,2.9,2.7,3.4,3.5,3.4,3.1,3.0,3.5,2.1,2.9,2.6,3.5,2.5,2.5,3.5,3.6,2.8,3.4,3.1,3.1,3.8,3.4,3.6,3.3,3.6,7.4,19.2,11.9,1,27,3.0,3.8,4.2,68.2,2.27,3.67,3.33,2.8,3.02,3.0,2.53,2.83,3.3,3.2,2.97,3.6,2024-04-01,50,0.92
SME_01005,Osun,South-West,Urban,Manufacturing,4,11,44.04,Sole Proprietorship,38,Female,Postgraduate,Economics,9,7.7,4.2,3.5,3.2,3.6,3.4,3.9,1.6,2.0,1.7,1.1,3.68,2.3,2.6,2.1,3.6,2.2,2.4,3.1,3.8,3.3,3.5,2.6,2.6,2.5,3.8,3.3,3.7,4.4,2.4,3.0,3.6,3.7,1.3,2.9,2.7,4.3,2.8,3.8,3.2,3.5,3.3,5.7,20.8,12.7,0,25,2.7,4.4,4.2,70.3,2.82,2.33,2.83,2.75,2.68,2.68,3.6,3.27,2.87,3.3,3.14,3.27,2024-03-26,56,0.87
SME_01006,Osun,South-West,Urban,Professional Services,1,10,58.24,Limited Liability,37,Female,Secondary,N/A,11,7.6,3.0,1.9,2.4,3.2,2.2,2.8,1.0,1.0,1.0,1.0,2.77,2.3,2.6,3.2,3.1,3.1,3.4,4.1,3.8,4.4,3.5,2.5,2.6,3.7,3.0,3.8,3.3,3.4,2.5,2.2,3.5,2.8,2.6,3.5,3.5,3.5,3.8,3.5,3.7,3.0,3.6,10.1,18.8,7.3,0,25,3.8,3.9,4.2,88.8,1.95,2.7,3.33,3.75,2.93,3.02,3.37,2.7,2.97,3.5,3.11,3.67,2024-04-09,44,0.95
SME_01007,Abia,South-East,Urban,Information and Communication,7,17,92.37,Partnership,40,Male,Postgraduate,Economics,8,6.8,2.1,1.5,1.0,1.0,1.0,2.4,1.0,1.0,1.0,1.0,1.66,2.0,2.0,1.5,2.0,1.8,1.0,1.6,2.3,3.8,2.2,2.1,3.4,2.9,3.6,3.6,3.2,3.4,2.6,3.4,3.2,4.0,2.6,2.9,3.2,3.7,3.5,2.3,2.6,2.3,2.6,5.4,14.3,-1.0,0,19,2.9,2.9,3.6,72.5,1.3,1.83,2.23,1.3,1.66,2.92,3.47,3.13,3.27,3.27,3.21,2.8,2024-03-20,44,0.54
SME_01008,Ondo,South-West,Urban,Wholesale and Retail Trade,3,10,38.86,Limited Liability,38,Female,Postgraduate,Business Administration,10,8.1,3.2,2.4,2.4,2.7,2.6,3.1,1.0,1.0,1.0,1.0,2.77,2.1,2.9,2.9,2.4,2.7,3.1,3.7,3.1,3.9,3.4,3.7,4.1,2.2,2.4,3.3,2.4,2.4,2.7,3.0,3.5,3.2,2.0,5.0,4.0,3.5,3.3,3.3,2.7,2.5,3.3,-0.7,17.7,-1.2,0,23,3.8,2.4,3.7,74.5,2.04,2.63,2.97,3.4,2.76,3.2,2.7,2.7,2.9,4.17,3.13,3.1,2024-02-15,48,0.83
SME_01009,Akwa Ibom,South-South,Urban,Agriculture,6,12,36.6,Sole Proprietorship,38,Female,Postgraduate,Accounting,0,9.2,2.3,1.0,1.6,1.8,1.7,2.6,1.0,1.0,1.0,1.0,2.06,2.4,1.8,2.5,2.5,2.2,2.2,1.5,4.8,3.4,2.8,3.6,2.6,2.3,1.6,2.4,3.4,2.8,2.9,2.5,4.1,3.1,1.5,4.0,2.6,3.4,2.6,1.7,2.2,3.0,3.3,1.4,22.0,0.5,0,13,3.2,3.0,2.3,60.7,1.5,2.23,2.63,1.85,2.05,2.76,2.47,2.73,2.9,3.33,2.84,2.17,2024-01-21,46,0.9
SME_01010,Edo,South-South,Urban,Wholesale and Retail Trade,15,25,55.81,Limited Liability,50,Male,Postgraduate,Arts and Humanities,10,7.0,2.8,3.0,2.3,3.9,1.2,3.0,1.0,1.0,1.0,1.0,3.09,1.8,2.4,1.4,1.6,2.1,1.2,2.0,3.9,3.2,1.8,2.7,3.5,1.8,2.3,3.1,2.8,2.7,2.7,3.2,3.7,4.2,2.1,3.7,3.0,3.9,3.4,3.0,2.4,3.3,4.0,10.9,18.2,3.0,0,20,4.0,3.9,3.2,60.4,2.02,1.87,2.57,1.6,2.02,2.76,2.73,2.87,3.33,3.53,3.04,2.93,2024-01-25,41,0.96
SME_01011,Imo,South-East,Rural,Professional Services,13,22,68.86,Limited Liability,42,Female,Bachelor,Business Administration,4,7.4,2.8,1.7,1.9,2.8,1.8,3.6,1.0,1.0,1.0,1.0,2.86,3.6,2.4,2.4,1.6,2.4,2.6,2.4,3.4,3.8,2.8,3.1,3.1,2.4,3.6,3.8,3.1,4.2,2.4,3.3,3.1,2.9,2.1,4.0,2.8,2.9,3.2,3.2,2.6,3.9,3.8,10.2,14.8,7.9,0,18,4.0,2.8,3.5,73.4,1.86,2.8,2.67,2.5,2.46,2.96,3.5,3.3,2.7,3.23,3.14,3.0,2024-02-10,31,0.73
SME_01012,Kano,North-West,Rural,Wholesale and Retail Trade,4,18,87.58,Partnership,35,Male,Primary,N/A,6,6.2,2.1,1.4,1.0,1.0,1.1,2.3,1.0,1.0,1.0,1.0,1.43,1.1,1.1,1.0,1.5,1.0,1.3,1.0,3.4,4.4,1.8,2.6,3.0,2.2,2.8,2.9,3.0,4.5,4.2,4.5,2.4,2.5,1.7,4.0,2.9,3.2,1.9,2.1,2.1,1.4,2.5,1.5,11.6,-2.5,0,11,2.2,2.6,2.6,66.4,1.29,1.07,1.57,1.15,1.27,2.98,2.9,4.4,2.2,3.37,3.17,2.03,2024-01-30,50,0.67
SME_01013,Ekiti,South-West,Urban,Transportation and Storage,1,17,57.72,Sole Proprietorship,42,Female,Primary,N/A,16,3.9,1.3,1.0,1.4,1.2,1.4,1.7,1.0,1.0,1.0,1.0,1.36,1.0,1.0,1.0,1.3,1.0,1.0,1.1,2.9,3.5,1.1,3.5,2.5,2.3,2.2,2.7,2.0,3.6,1.9,3.0,3.7,3.0,1.6,3.6,3.2,4.2,1.4,1.7,1.8,1.9,2.7,3.8,13.8,-4.6,0,16,2.7,3.1,2.3,48.4,1.2,1.0,1.67,1.05,1.23,2.58,2.3,2.83,2.77,3.67,2.83,1.63,2024-01-29,42,0.92
SME_01014,FCT,North-Central,Urban,Manufacturing,1,29,131.52,Sole Proprietorship,32,Male,No Formal Education,N/A,0,5.0,2.7,1.3,1.7,2.2,2.4,2.1,1.3,1.0,1.0,1.0,2.13,2.4,1.3,1.9,1.8,1.5,1.0,2.1,3.6,4.6,1.0,1.5,3.3,2.0,4.3,3.1,2.8,3.1,3.7,2.9,2.9,2.7,2.0,3.7,2.5,4.5,2.9,2.8,3.4,3.3,3.1,-9.6,11.9,1.4,0,11,2.9,3.5,2.9,59.7,1.67,1.87,2.07,1.55,1.79,2.72,3.4,3.23,2.53,3.57,3.09,3.03,2024-02-27,29,0.91
SME_01015,Edo,South-South,Rural,Professional Services,6,17,123.68,Partnership,40,Male,Bachelor,Computer Science,0,8.2,2.5,2.1,1.8,1.9,1.9,2.4,1.0,1.0,1.0,1.0,2.15,2.4,2.5,2.7,1.5,2.4,2.4,2.1,3.6,3.8,2.6,2.0,2.6,1.9,4.0,3.1,3.5,3.4,2.7,4.2,3.4,3.6,2.2,3.7,2.4,4.4,3.4,3.4,3.1,2.3,3.7,9.5,16.4,3.9,0,22,3.3,3.5,2.8,52.1,1.66,2.53,2.4,2.25,2.21,2.46,3.53,3.43,3.07,3.5,3.2,3.3,2024-02-18,47,0.83
SME_01016,Osun,South-West,Urban,Manufacturing,5,36,161.8,Partnership,37,Male,Secondary,N/A,7,6.5,1.4,1.0,1.6,1.4,1.0,1.4,1.0,1.0,1.0,1.0,1.27,1.0,1.7,1.5,1.1,1.9,1.0,1.1,2.8,3.8,2.0,2.4,2.6,1.7,3.5,3.1,2.4,2.4,3.1,2.0,3.7,2.5,1.7,4.0,2.9,3.8,2.7,2.6,2.5,1.7,2.5,2.4,17.9,1.8,1,5,2.4,2.6,2.6,70.1,1.18,1.4,1.8,1.05,1.36,2.58,3.0,2.5,2.63,3.57,2.86,2.6,2024-03-04,34,0.97
SME_01017,Ekiti,South-West,Rural,Professional Services,8,12,75.98,Sole Proprietorship,40,Male,Postgraduate,Business Administration,7,7.5,3.9,3.4,3.4,3.1,2.8,3.3,1.0,1.8,1.1,1.0,3.25,3.1,2.4,3.1,3.0,3.1,2.1,2.3,4.4,4.6,3.7,1.2,2.7,2.9,3.9,4.6,3.2,3.5,2.4,2.9,3.7,3.1,3.3,4.0,2.4,3.3,3.9,3.9,3.2,3.1,4.0,4.2,21.9,9.8,0,24,2.7,3.5,3.2,81.7,2.48,2.87,2.93,2.2,2.62,2.76,3.9,2.93,3.37,3.23,3.24,3.67,2024-01-26,32,0.84
SME_01018,Bayelsa,South-South,Urban,Manufacturing,3,27,71.5,Sole Proprietorship,31,Male,Bachelor,Marketing,0,6.9,1.6,1.0,1.0,1.5,1.9,1.4,1.0,1.1,1.0,1.0,1.38,2.2,2.1,2.3,2.4,2.0,2.1,1.7,4.2,4.1,1.9,3.3,3.8,3.3,3.2,4.3,2.9,1.8,3.0,3.4,2.7,1.6,2.0,3.6,2.9,3.2,3.2,3.1,2.5,3.0,2.9,2.5,17.5,1.6,0,15,3.7,3.1,2.7,77.6,1.25,2.2,2.7,1.9,2.01,3.54,3.47,2.73,2.1,3.23,3.01,2.93,2024-03-10,46,0.79
SME_01019,Benue,North-Central,Rural,Agriculture,10,24,105.64,Limited Liability,41,Female,Postgraduate,Natural Sciences,6,5.7,2.1,2.3,1.8,1.8,2.0,2.0,1.1,1.0,1.0,1.0,1.97,3.5,2.6,2.4,2.6,2.0,2.1,2.6,3.5,3.7,2.6,2.3,2.1,1.9,4.4,3.5,3.2,5.0,3.7,3.1,3.5,3.1,2.7,3.5,3.7,3.6,2.3,2.4,3.1,2.6,2.8,9.9,10.7,4.0,0,14,2.7,2.8,3.3,52.9,1.61,2.83,2.43,2.35,2.31,2.7,3.7,3.93,3.1,3.6,3.41,2.6,2024-01-15,47,0.84
SME_01020,Rivers,South-South,Urban,Manufacturing,8,28,76.27,Limited Liability,38,Male,Bachelor,Law,5,5.0,1.7,1.5,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.59,1.9,1.9,1.4,1.8,2.0,1.9,1.6,2.9,4.0,2.2,3.2,3.5,2.3,3.5,2.1,2.5,2.2,2.8,3.6,4.3,4.0,2.0,4.0,3.1,4.3,2.3,2.8,2.7,2.6,3.2,-2.4,9.5,3.7,0,6,2.1,2.8,2.8,51.4,1.27,1.73,1.97,1.75,1.68,2.78,2.7,2.87,3.43,3.8,3.12,2.6,2024-03-10,59,0.87
SME_01021,Oyo,South-West,Urban,Wholesale and Retail Trade,1,16,67.06,Sole Proprietorship,36,Male,No Formal Education,N/A,10,8.8,2.9,2.4,2.1,2.4,2.9,2.7,1.6,1.8,1.0,1.0,2.7,2.2,2.4,3.0,3.0,3.2,3.0,3.0,4.4,3.5,3.3,3.0,3.8,2.9,3.7,3.5,3.1,3.7,2.4,2.6,3.5,3.0,2.1,3.5,3.1,3.6,2.9,3.3,3.3,3.0,3.0,2.1,21.6,7.5,0,18,3.4,3.3,3.6,69.9,2.08,2.53,3.2,3.0,2.7,3.12,3.43,2.9,2.87,3.4,3.14,3.17,2024-02-08,33,0.65
SME_01022,Plateau,North-Central,Urban,Wholesale and Retail Trade,3,11,38.8,Partnership,35,Male,Bachelor,Law,0,9.7,4.4,3.3,4.7,3.5,3.9,4.8,1.9,1.9,1.4,1.7,4.1,2.3,3.2,3.3,3.6,3.1,4.1,3.7,3.4,3.0,4.0,4.5,3.1,2.2,2.1,3.9,2.6,3.0,2.9,3.2,3.0,2.4,1.5,3.7,1.7,3.9,3.6,3.6,3.1,4.1,4.1,16.3,21.0,12.4,0,20,4.1,4.2,3.9,79.0,3.15,2.93,3.6,3.9,3.4,3.32,2.87,3.03,2.3,3.1,2.92,3.43,2024-03-15,49,0.9
SME_01023,Ogun,South-West,Urban,Education,4,13,35.3,Limited Liability,34,Male,Primary,N/A,5,6.8,2.9,2.1,1.0,2.0,1.6,2.9,1.0,1.0,1.0,1.0,2.39,2.0,2.1,2.4,1.9,2.2,2.0,3.1,3.2,3.9,2.5,3.8,3.4,2.7,2.0,3.1,3.2,3.0,2.8,2.7,3.3,2.9,2.3,4.0,3.5,2.3,2.3,2.9,3.1,3.0,3.1,1.6,21.2,5.0,0,11,2.5,2.6,3.0,69.9,1.65,2.17,2.2,2.55,2.14,3.16,2.77,2.83,2.83,3.27,2.97,2.77,2024-01-23,47,0.83
SME_01024,Enugu,South-East,Urban,Agriculture,1,14,32.02,Limited Liability,32,Male,Primary,N/A,6,5.3,2.3,1.0,1.0,1.6,1.7,2.2,1.0,1.0,1.0,1.0,1.83,1.0,1.0,1.0,1.7,1.0,1.0,1.7,2.9,2.6,1.5,3.5,3.1,2.8,3.4,4.0,2.9,3.2,3.0,4.2,2.4,3.2,1.4,3.7,3.5,3.2,1.5,2.5,1.6,2.3,2.6,-4.1,6.8,-7.5,0,4,2.4,2.1,2.3,49.6,1.38,1.0,1.7,1.35,1.36,3.28,3.43,3.47,2.33,3.47,3.2,1.87,2024-02-27,57,0.83
SME_01025,Imo,South-East,Rural,Professional Services,26,27,157.22,Sole Proprietorship,57,Male,Bachelor,Engineering,6,7.3,1.2,1.1,1.5,1.9,1.4,2.1,1.0,1.0,1.0,1.0,1.79,1.0,1.3,1.4,2.0,1.4,1.5,1.5,4.2,3.8,2.0,2.5,2.4,1.8,3.3,3.7,4.2,4.0,4.0,3.9,2.6,1.6,1.5,3.3,3.4,4.1,1.6,3.5,3.0,1.6,3.2,-1.9,15.0,-0.2,0,20,3.3,3.0,2.7,58.8,1.32,1.23,2.23,1.5,1.57,2.88,3.73,3.97,1.9,3.6,3.22,2.7,2024-02-13,31,0.74
SME_01026,Bayelsa,South-South,Rural,Education,8,31,81.37,Limited Liability,36,Male,Secondary,N/A,3,6.2,3.3,2.9,2.7,2.0,2.1,3.3,1.6,1.0,1.2,1.0,2.71,2.8,3.5,3.1,2.2,2.5,1.8,2.4,2.4,3.7,2.8,1.8,2.4,2.6,3.9,4.7,3.9,3.3,3.6,4.2,2.9,4.3,1.9,4.0,3.3,3.8,3.2,2.8,2.7,2.9,4.0,3.2,11.8,0.2,0,27,3.4,3.0,3.6,61.6,2.11,3.13,2.7,2.1,2.51,3.02,4.17,3.7,3.03,3.7,3.52,2.9,2024-01-26,54,0.9
SME_01027,Osun,South-West,Rural,Education,2,14,29.37,Partnership,35,Female,Primary,N/A,0,6.5,3.0,2.3,2.2,3.6,1.3,2.6,1.2,1.0,1.0,1.0,2.86,1.5,1.8,1.4,2.4,2.3,2.3,2.0,4.1,3.7,2.3,3.4,2.7,2.3,4.0,3.9,2.7,2.7,3.1,2.9,4.1,4.0,1.6,4.4,4.5,4.2,3.6,3.4,2.4,1.9,3.5,7.1,20.9,6.0,0,20,2.8,2.7,3.0,72.2,1.92,1.57,2.5,2.15,2.04,3.08,3.53,2.9,3.23,4.37,3.42,3.13,2024-04-06,33,0.69
SME_01028,Katsina,North-West,Rural,Wholesale and Retail Trade,1,10,42.04,Sole Proprietorship,36,Male,No Formal Education,N/A,0,8.0,2.2,2.2,1.8,2.1,2.1,2.6,1.0,1.0,1.0,1.0,2.17,2.6,2.0,1.9,2.1,1.8,1.8,2.5,3.6,3.9,3.7,3.0,3.4,2.9,4.4,4.2,4.4,5.0,4.3,3.5,3.7,2.7,2.1,3.5,3.5,4.0,2.1,2.9,2.8,2.5,3.0,2.8,14.7,-0.3,0,23,2.9,2.8,2.4,52.3,1.7,2.17,2.27,2.15,2.07,3.56,4.33,4.27,2.83,3.67,3.73,2.6,2024-01-26,41,0.93
SME_01029,Kebbi,North-West,Rural,Construction,3,32,135.36,Sole Proprietorship,32,Male,Bachelor,Business Administration,0,8.6,2.1,2.0,1.2,1.5,1.2,1.4,1.0,1.0,1.0,1.0,1.4,2.6,2.1,2.6,2.3,1.6,2.7,2.5,3.6,3.5,2.5,2.3,2.0,1.9,3.5,3.5,3.1,5.0,4.2,4.0,3.2,3.3,1.9,3.8,2.0,2.7,2.3,2.6,2.6,3.1,3.1,8.4,14.3,3.9,2,9,3.6,3.5,3.0,61.0,1.34,2.43,2.5,2.6,2.22,2.78,3.37,4.4,2.8,2.83,3.24,2.5,2024-03-21,45,0.87
