state,year,livestock_type,population_thousands,daily_manure_production_kg,annual_manure_production_tonnes,daily_biogas_potential_m3,annual_biogas_potential_m3,annual_methane_production_m3,annual_electricity_potential_kwh,annual_energy_potential_gj,methane_content
Borno,2020,cattle,5972.84,149320.97,54502.15,5972.84,2180086.12,1308051.67,4360172.23,43601.72,0.6
Borno,2020,sheep,17918.52,44796.29,16350.65,2239.81,817532.29,490519.38,1635064.59,16350.65,0.6
Borno,2020,goats,23891.35,47782.71,17440.69,2389.14,872034.45,523220.67,1744068.89,17440.69,0.6
Borno,2020,pigs,2389.14,11945.68,4360.17,716.74,261610.33,170046.72,523220.67,5232.21,0.65
Borno,2020,poultry,59728.39,5972.84,2180.09,477.83,174406.89,122084.82,348813.78,3488.14,0.7
Borno,2020,donkeys,1194.57,17918.52,6540.26,716.74,261610.33,156966.2,523220.67,5232.21,0.6
Borno,2020,horses,597.28,11945.68,4360.17,477.83,174406.89,104644.13,348813.78,3488.14,0.6
Borno,2021,cattle,5876.07,146901.84,53619.17,5876.07,2144766.86,1286860.11,4289533.72,42895.34,0.6
Borno,2021,sheep,17628.22,44070.55,16085.75,2203.53,804287.57,482572.54,1608575.14,16085.75,0.6
Borno,2021,goats,23504.29,47008.59,17158.13,2350.43,857906.74,514744.05,1715813.49,17158.13,0.6
Borno,2021,pigs,2350.43,11752.15,4289.53,705.13,257372.02,167291.81,514744.05,5147.44,0.65
Borno,2021,poultry,58760.74,5876.07,2144.77,470.09,171581.35,120106.94,343162.7,3431.63,0.7
Borno,2021,donkeys,1175.21,17628.22,6434.3,705.13,257372.02,154423.21,514744.05,5147.44,0.6
Borno,2021,horses,587.61,11752.15,4289.53,470.09,171581.35,102948.81,343162.7,3431.63,0.6
Borno,2022,cattle,4537.89,113447.14,41408.21,4537.89,1656328.3,993796.98,3312656.61,33126.57,0.6
Borno,2022,sheep,13613.66,34034.14,12422.46,1701.71,621123.11,372673.87,1242246.23,12422.46,0.6
Borno,2022,goats,18151.54,36303.09,13250.63,1815.15,662531.32,397518.79,1325062.64,13250.63,0.6
Borno,2022,pigs,1815.15,9075.77,3312.66,544.55,198759.4,129193.61,397518.79,3975.19,0.65
Borno,2022,poultry,45378.86,4537.89,1656.33,363.03,132506.26,92754.38,265012.53,2650.13,0.7
Borno,2022,donkeys,907.58,13613.66,4968.98,544.55,198759.4,119255.64,397518.79,3975.19,0.6
Borno,2022,horses,453.79,9075.77,3312.66,363.03,132506.26,79503.76,265012.53,2650.13,0.6
Borno,2023,cattle,5562.43,139060.77,50757.18,5562.43,2030287.2,1218172.32,4060574.39,40605.74,0.6
Borno,2023,sheep,16687.29,41718.23,15227.15,2085.91,761357.7,456814.62,1522715.4,15227.15,0.6
Borno,2023,goats,22249.72,44499.45,16242.3,2224.97,812114.88,487268.93,1624229.76,16242.3,0.6
Borno,2023,pigs,2224.97,11124.86,4060.57,667.49,243634.46,158362.4,487268.93,4872.69,0.65
Borno,2023,poultry,55624.31,5562.43,2030.29,444.99,162422.98,113696.08,324845.95,3248.46,0.7
Borno,2023,donkeys,1112.49,16687.29,6090.86,667.49,243634.46,146180.68,487268.93,4872.69,0.6
Borno,2023,horses,556.24,11124.86,4060.57,444.99,162422.98,97453.79,324845.95,3248.46,0.6
Borno,2024,cattle,5371.08,134277.0,49011.1,5371.08,1960444.18,1176266.51,3920888.37,39208.88,0.6
Borno,2024,sheep,16113.24,40283.1,14703.33,2014.15,735166.57,441099.94,1470333.14,14703.33,0.6
Borno,2024,goats,21484.32,42968.64,15683.55,2148.43,784177.67,470506.6,1568355.35,15683.55,0.6
Borno,2024,pigs,2148.43,10742.16,3920.89,644.53,235253.3,152914.65,470506.6,4705.07,0.65
Borno,2024,poultry,53710.8,5371.08,1960.44,429.69,156835.53,109784.87,313671.07,3136.71,0.7
Borno,2024,donkeys,1074.22,16113.24,5881.33,644.53,235253.3,141151.98,470506.6,4705.07,0.6
Borno,2024,horses,537.11,10742.16,3920.89,429.69,156835.53,94101.32,313671.07,3136.71,0.6
Cross River,2020,cattle,1487.98,37199.48,13577.81,1487.98,543112.44,325867.46,1086224.88,10862.25,0.6
Cross River,2020,sheep,4463.94,11159.84,4073.34,557.99,203667.16,122200.3,407334.33,4073.34,0.6
Cross River,2020,goats,5951.92,11903.83,4344.9,595.19,217244.98,130346.99,434489.95,4344.9,0.6
Cross River,2020,pigs,595.19,2975.96,1086.22,178.56,65173.49,42362.77,130346.99,1303.47,0.65
Cross River,2020,poultry,14879.79,1487.98,543.11,119.04,43449.0,30414.3,86897.99,868.98,0.7
Cross River,2020,donkeys,297.6,4463.94,1629.34,178.56,65173.49,39104.1,130346.99,1303.47,0.6
Cross River,2020,horses,148.8,2975.96,1086.22,119.04,43449.0,26069.4,86897.99,868.98,0.6
Cross River,2021,cattle,3034.4,75860.04,27688.92,3034.4,1107556.64,664533.98,2215113.27,22151.13,0.6
Cross River,2021,sheep,9103.21,22758.01,8306.67,1137.9,415333.74,249200.24,830667.48,8306.67,0.6
Cross River,2021,goats,12137.61,24275.21,8860.45,1213.76,443022.65,265813.59,886045.31,8860.45,0.6
Cross River,2021,pigs,1213.76,6068.8,2215.11,364.13,132906.8,86389.42,265813.59,2658.14,0.65
Cross River,2021,poultry,30344.02,3034.4,1107.56,242.75,88604.53,62023.17,177209.06,1772.09,0.7
Cross River,2021,donkeys,606.88,9103.21,3322.67,364.13,132906.8,79744.08,265813.59,2658.14,0.6
Cross River,2021,horses,303.44,6068.8,2215.11,242.75,88604.53,53162.72,177209.06,1772.09,0.6
Cross River,2022,cattle,1893.37,47334.18,17276.98,1893.37,691079.02,414647.41,1382158.04,13821.58,0.6
Cross River,2022,sheep,5680.1,14200.25,5183.09,710.01,259154.63,155492.78,518309.26,5183.09,0.6
Cross River,2022,goats,7573.47,15146.94,5528.63,757.35,276431.61,165858.96,552863.22,5528.63,0.6
Cross River,2022,pigs,757.35,3786.73,1382.16,227.2,82929.48,53904.16,165858.96,1658.59,0.65
Cross River,2022,poultry,18933.67,1893.37,691.08,151.47,55286.32,38700.43,110572.64,1105.73,0.7
Cross River,2022,donkeys,378.67,5680.1,2073.24,227.2,82929.48,49757.69,165858.96,1658.59,0.6
Cross River,2022,horses,189.34,3786.73,1382.16,151.47,55286.32,33171.79,110572.64,1105.73,0.6
Cross River,2023,cattle,3034.66,75866.54,27691.29,3034.66,1107651.44,664590.87,2215302.89,22153.03,0.6
Cross River,2023,sheep,9103.98,22759.96,8307.39,1138.0,415369.29,249221.57,830738.58,8307.39,0.6
Cross River,2023,goats,12138.65,24277.29,8861.21,1213.86,443060.58,265836.35,886121.16,8861.21,0.6
Cross River,2023,pigs,1213.86,6069.32,2215.3,364.16,132918.17,86396.81,265836.35,2658.36,0.65
Cross River,2023,poultry,30346.61,3034.66,1107.65,242.77,88612.12,62028.48,177224.23,1772.24,0.7
Cross River,2023,donkeys,606.93,9103.98,3322.95,364.16,132918.17,79750.9,265836.35,2658.36,0.6
Cross River,2023,horses,303.47,6069.32,2215.3,242.77,88612.12,53167.27,177224.23,1772.24,0.6
Cross River,2024,cattle,2533.75,63343.76,23120.47,2533.75,924818.94,554891.36,1849637.88,18496.38,0.6
Cross River,2024,sheep,7601.25,19003.13,6936.14,950.16,346807.1,208084.26,693614.21,6936.14,0.6
Cross River,2024,goats,10135.0,20270.0,7398.55,1013.5,369927.58,221956.55,739855.15,7398.55,0.6
Cross River,2024,pigs,1013.5,5067.5,1849.64,304.05,110978.27,72135.88,221956.55,2219.57,0.65
Cross River,2024,poultry,25337.51,2533.75,924.82,202.7,73985.52,51789.86,147971.03,1479.71,0.7
Cross River,2024,donkeys,506.75,7601.25,2774.46,304.05,110978.27,66586.96,221956.55,2219.57,0.6
Cross River,2024,horses,253.38,5067.5,1849.64,202.7,73985.52,44391.31,147971.03,1479.71,0.6
Delta,2020,cattle,3089.62,77240.57,28192.81,3089.62,1127712.25,676627.35,2255424.5,22554.25,0.6
Delta,2020,sheep,9268.87,23172.17,8457.84,1158.61,422892.09,253735.26,845784.19,8457.84,0.6
Delta,2020,goats,12358.49,24716.98,9021.7,1235.85,451084.9,270650.94,902169.8,9021.7,0.6
Delta,2020,pigs,1235.85,6179.25,2255.42,370.75,135325.47,87961.56,270650.94,2706.51,0.65
Delta,2020,poultry,30896.23,3089.62,1127.71,247.17,90216.98,63151.89,180433.96,1804.34,0.7
Delta,2020,donkeys,617.92,9268.87,3383.14,370.75,135325.47,81195.28,270650.94,2706.51,0.6
Delta,2020,horses,308.96,6179.25,2255.42,247.17,90216.98,54130.19,180433.96,1804.34,0.6
Delta,2021,cattle,2580.43,64510.81,23546.45,2580.43,941857.83,565114.7,1883715.66,18837.16,0.6
Delta,2021,sheep,7741.3,19353.24,7063.93,967.66,353196.69,211918.01,706393.37,7063.93,0.6
Delta,2021,goats,10321.73,20643.46,7534.86,1032.17,376743.13,226045.88,753486.26,7534.86,0.6
Delta,2021,pigs,1032.17,5160.86,1883.72,309.65,113022.94,73464.91,226045.88,2260.46,0.65
Delta,2021,poultry,25804.32,2580.43,941.86,206.43,75348.63,52744.04,150697.25,1506.97,0.7
Delta,2021,donkeys,516.09,7741.3,2825.57,309.65,113022.94,67813.76,226045.88,2260.46,0.6
Delta,2021,horses,258.04,5160.86,1883.72,206.43,75348.63,45209.18,150697.25,1506.97,0.6
Delta,2022,cattle,2813.04,70325.91,25668.96,2813.04,1026758.23,616054.94,2053516.45,20535.16,0.6
Delta,2022,sheep,8439.11,21097.77,7700.69,1054.89,385034.33,231020.6,770068.67,7700.69,0.6
Delta,2022,goats,11252.14,22504.29,8214.07,1125.21,410703.29,246421.97,821406.58,8214.07,0.6
Delta,2022,pigs,1125.21,5626.07,2053.52,337.56,123210.99,80087.14,246421.97,2464.22,0.65
Delta,2022,poultry,28130.36,2813.04,1026.76,225.04,82140.66,57498.46,164281.32,1642.81,0.7
Delta,2022,donkeys,562.61,8439.11,3080.27,337.56,123210.99,73926.59,246421.97,2464.22,0.6
Delta,2022,horses,281.3,5626.07,2053.52,225.04,82140.66,49284.39,164281.32,1642.81,0.6
Delta,2023,cattle,2708.69,67717.21,24716.78,2708.69,988671.33,593202.8,1977342.66,19773.43,0.6
Delta,2023,sheep,8126.07,20315.16,7415.03,1015.76,370751.75,222451.05,741503.5,7415.03,0.6
Delta,2023,goats,10834.75,21669.51,7909.37,1083.48,395468.53,237281.12,790937.06,7909.37,0.6
Delta,2023,pigs,1083.48,5417.38,1977.34,325.04,118640.56,77116.36,237281.12,2372.81,0.65
Delta,2023,poultry,27086.89,2708.69,988.67,216.7,79093.71,55365.59,158187.41,1581.87,0.7
Delta,2023,donkeys,541.74,8126.07,2966.01,325.04,118640.56,71184.34,237281.12,2372.81,0.6
Delta,2023,horses,270.87,5417.38,1977.34,216.7,79093.71,47456.22,158187.41,1581.87,0.6
Delta,2024,cattle,2117.34,52933.61,19320.77,2117.34,772830.67,463698.4,1545661.33,15456.61,0.6
Delta,2024,sheep,6352.03,15880.08,5796.23,794.0,289811.5,173886.9,579623.0,5796.23,0.6
Delta,2024,goats,8469.38,16938.75,6182.65,846.94,309132.27,185479.36,618264.53,6182.65,0.6
Delta,2024,pigs,846.94,4234.69,1545.66,254.08,92739.68,60280.79,185479.36,1854.79,0.65
Delta,2024,poultry,21173.44,2117.34,772.83,169.39,61826.45,43278.52,123652.91,1236.53,0.7
Delta,2024,donkeys,423.47,6352.03,2318.49,254.08,92739.68,55643.81,185479.36,1854.79,0.6
Delta,2024,horses,211.73,4234.69,1545.66,169.39,61826.45,37095.87,123652.91,1236.53,0.6
Ebonyi,2020,cattle,2944.9,73622.61,26872.25,2944.9,1074890.04,644934.03,2149780.09,21497.8,0.6
Ebonyi,2020,sheep,8834.71,22086.78,8061.68,1104.34,403083.77,241850.26,806167.53,8061.68,0.6
Ebonyi,2020,goats,11779.62,23559.23,8599.12,1177.96,429956.02,257973.61,859912.04,8599.12,0.6
Ebonyi,2020,pigs,1177.96,5889.81,2149.78,353.39,128986.81,83841.42,257973.61,2579.74,0.65
Ebonyi,2020,poultry,29449.04,2944.9,1074.89,235.59,85991.2,60193.84,171982.41,1719.82,0.7
Ebonyi,2020,donkeys,588.98,8834.71,3224.67,353.39,128986.81,77392.08,257973.61,2579.74,0.6
Ebonyi,2020,horses,294.49,5889.81,2149.78,235.59,85991.2,51594.72,171982.41,1719.82,0.6
Ebonyi,2021,cattle,2123.39,53084.78,19375.94,2123.39,775037.74,465022.64,1550075.48,15500.75,0.6
Ebonyi,2021,sheep,6370.17,15925.43,5812.78,796.27,290639.15,174383.49,581278.3,5812.78,0.6
Ebonyi,2021,goats,8493.56,16987.13,6200.3,849.36,310015.1,186009.06,620030.19,6200.3,0.6
Ebonyi,2021,pigs,849.36,4246.78,1550.08,254.81,93004.53,60452.94,186009.06,1860.09,0.65
Ebonyi,2021,poultry,21233.91,2123.39,775.04,169.87,62003.02,43402.11,124006.04,1240.06,0.7
Ebonyi,2021,donkeys,424.68,6370.17,2325.11,254.81,93004.53,55802.72,186009.06,1860.09,0.6
Ebonyi,2021,horses,212.34,4246.78,1550.08,169.87,62003.02,37201.81,124006.04,1240.06,0.6
Ebonyi,2022,cattle,1641.55,41038.75,14979.14,1641.55,599165.69,359499.42,1198331.39,11983.31,0.6
Ebonyi,2022,sheep,4924.65,12311.62,4493.74,615.58,224687.14,134812.28,449374.27,4493.74,0.6
Ebonyi,2022,goats,6566.2,13132.4,4793.33,656.62,239666.28,143799.77,479332.56,4793.33,0.6
Ebonyi,2022,pigs,656.62,3283.1,1198.33,196.99,71899.88,46734.92,143799.77,1438.0,0.65
Ebonyi,2022,poultry,16415.5,1641.55,599.17,131.32,47933.26,33553.28,95866.51,958.67,0.7
Ebonyi,2022,donkeys,328.31,4924.65,1797.5,196.99,71899.88,43139.93,143799.77,1438.0,0.6
Ebonyi,2022,horses,164.15,3283.1,1198.33,131.32,47933.26,28759.95,95866.51,958.67,0.6
Ebonyi,2023,cattle,3042.13,76053.24,27759.43,3042.13,1110377.31,666226.38,2220754.61,22207.55,0.6
Ebonyi,2023,sheep,9126.39,22815.97,8327.83,1140.8,416391.49,249834.89,832782.98,8327.83,0.6
Ebonyi,2023,goats,12168.52,24337.04,8883.02,1216.85,444150.92,266490.55,888301.84,8883.02,0.6
Ebonyi,2023,pigs,1216.85,6084.26,2220.75,365.06,133245.28,86609.43,266490.55,2664.91,0.65
Ebonyi,2023,poultry,30421.3,3042.13,1110.38,243.37,88830.18,62181.13,177660.37,1776.6,0.7
Ebonyi,2023,donkeys,608.43,9126.39,3331.13,365.06,133245.28,79947.17,266490.55,2664.91,0.6
Ebonyi,2023,horses,304.21,6084.26,2220.75,243.37,88830.18,53298.11,177660.37,1776.6,0.6
Ebonyi,2024,cattle,2076.73,51918.2,18950.14,2076.73,758005.69,454803.41,1516011.38,15160.11,0.6
Ebonyi,2024,sheep,6230.18,15575.46,5685.04,778.77,284252.13,170551.28,568504.27,5685.04,0.6
Ebonyi,2024,goats,8306.91,16613.82,6064.05,830.69,303202.28,181921.37,606404.55,6064.05,0.6
Ebonyi,2024,pigs,830.69,4153.46,1516.01,249.21,90960.68,59124.44,181921.37,1819.21,0.65
Ebonyi,2024,poultry,20767.28,2076.73,758.01,166.14,60640.46,42448.32,121280.91,1212.81,0.7
Ebonyi,2024,donkeys,415.35,6230.18,2274.02,249.21,90960.68,54576.41,181921.37,1819.21,0.6
Ebonyi,2024,horses,207.67,4153.46,1516.01,166.14,60640.46,36384.27,121280.91,1212.81,0.6
Edo,2020,cattle,3380.92,84522.93,30850.87,3380.92,1234034.77,740420.86,2468069.53,24680.7,0.6
Edo,2020,sheep,10142.75,25356.88,9255.26,1267.84,462763.04,277657.82,925526.07,9255.26,0.6
Edo,2020,goats,13523.67,27047.34,9872.28,1352.37,493613.91,296168.34,987227.81,9872.28,0.6
Edo,2020,pigs,1352.37,6761.83,2468.07,405.71,148084.17,96254.71,296168.34,2961.68,0.65
Edo,2020,poultry,33809.17,3380.92,1234.03,270.47,98722.78,69105.95,197445.56,1974.46,0.7
Edo,2020,donkeys,676.18,10142.75,3702.1,405.71,148084.17,88850.5,296168.34,2961.68,0.6
Edo,2020,horses,338.09,6761.83,2468.07,270.47,98722.78,59233.67,197445.56,1974.46,0.6
Edo,2021,cattle,3510.09,87752.32,32029.6,3510.09,1281183.9,768710.34,2562367.79,25623.68,0.6
Edo,2021,sheep,10530.28,26325.7,9608.88,1316.28,480443.96,288266.38,960887.92,9608.88,0.6
Edo,2021,goats,14040.37,28080.74,10249.47,1404.04,512473.56,307484.14,1024947.12,10249.47,0.6
Edo,2021,pigs,1404.04,7020.19,2562.37,421.21,153742.07,99932.34,307484.14,3074.84,0.65
Edo,2021,poultry,35100.93,3510.09,1281.18,280.81,102494.71,71746.3,204989.42,2049.89,0.7
Edo,2021,donkeys,702.02,10530.28,3843.55,421.21,153742.07,92245.24,307484.14,3074.84,0.6
Edo,2021,horses,351.01,7020.19,2562.37,280.81,102494.71,61496.83,204989.42,2049.89,0.6
Edo,2022,cattle,3529.51,88237.81,32206.8,3529.51,1288272.07,772963.24,2576544.13,25765.44,0.6
Edo,2022,sheep,10588.54,26471.34,9662.04,1323.57,483102.02,289861.21,966204.05,9662.04,0.6
Edo,2022,goats,14118.05,28236.1,10306.18,1411.81,515308.83,309185.3,1030617.65,10306.18,0.6
Edo,2022,pigs,1411.81,7059.03,2576.54,423.54,154592.65,100485.22,309185.3,3091.85,0.65
Edo,2022,poultry,35295.13,3529.51,1288.27,282.36,103061.77,72143.24,206123.53,2061.24,0.7
Edo,2022,donkeys,705.9,10588.54,3864.82,423.54,154592.65,92755.59,309185.3,3091.85,0.6
Edo,2022,horses,352.95,7059.03,2576.54,282.36,103061.77,61837.06,206123.53,2061.24,0.6
Edo,2023,cattle,2441.95,61048.65,22282.76,2441.95,891310.28,534786.17,1782620.56,17826.21,0.6
Edo,2023,sheep,7325.84,18314.59,6684.83,915.73,334241.35,200544.81,668482.71,6684.83,0.6
Edo,2023,goats,9767.78,19535.57,7130.48,976.78,356524.11,213914.47,713048.22,7130.48,0.6
Edo,2023,pigs,976.78,4883.89,1782.62,293.03,106957.23,69522.2,213914.47,2139.14,0.65
Edo,2023,poultry,24419.46,2441.95,891.31,195.36,71304.82,49913.38,142609.64,1426.1,0.7
Edo,2023,donkeys,488.39,7325.84,2673.93,293.03,106957.23,64174.34,213914.47,2139.14,0.6
Edo,2023,horses,244.19,4883.89,1782.62,195.36,71304.82,42782.89,142609.64,1426.1,0.6
Edo,2024,cattle,1714.62,42865.57,15645.93,1714.62,625837.33,375502.4,1251674.66,12516.75,0.6
Edo,2024,sheep,5143.87,12859.67,4693.78,642.98,234689.0,140813.4,469378.0,4693.78,0.6
Edo,2024,goats,6858.49,13716.98,5006.7,685.85,250334.93,150200.96,500669.86,5006.7,0.6
Edo,2024,pigs,685.85,3429.25,1251.67,205.75,75100.48,48815.31,150200.96,1502.01,0.65
Edo,2024,poultry,17146.23,1714.62,625.84,137.17,50066.99,35046.89,100133.97,1001.34,0.7
Edo,2024,donkeys,342.92,5143.87,1877.51,205.75,75100.48,45060.29,150200.96,1502.01,0.6
Edo,2024,horses,171.46,3429.25,1251.67,137.17,50066.99,30040.19,100133.97,1001.34,0.6
Ekiti,2020,cattle,3856.64,96415.93,35191.81,3856.64,1407672.55,844603.53,2815345.1,28153.45,0.6
Ekiti,2020,sheep,11569.91,28924.78,10557.54,1446.24,527877.21,316726.32,1055754.41,10557.54,0.6
Ekiti,2020,goats,15426.55,30853.1,11261.38,1542.65,563069.02,337841.41,1126138.04,11261.38,0.6
Ekiti,2020,pigs,1542.65,7713.27,2815.35,462.8,168920.71,109798.46,337841.41,3378.41,0.65
Ekiti,2020,poultry,38566.37,3856.64,1407.67,308.53,112613.8,78829.66,225227.61,2252.28,0.7
Ekiti,2020,donkeys,771.33,11569.91,4223.02,462.8,168920.71,101352.42,337841.41,3378.41,0.6
Ekiti,2020,horses,385.66,7713.27,2815.35,308.53,112613.8,67568.28,225227.61,2252.28,0.6
Ekiti,2021,cattle,2942.06,73551.48,26846.29,2942.06,1073851.66,644311.0,2147703.32,21477.03,0.6
Ekiti,2021,sheep,8826.18,22065.45,8053.89,1103.27,402694.37,241616.62,805388.75,8053.89,0.6
Ekiti,2021,goats,11768.24,23536.47,8590.81,1176.82,429540.66,257724.4,859081.33,8590.81,0.6
Ekiti,2021,pigs,1176.82,5884.12,2147.7,353.05,128862.2,83760.43,257724.4,2577.24,0.65
Ekiti,2021,poultry,29420.59,2942.06,1073.85,235.36,85908.13,60135.69,171816.27,1718.16,0.7
Ekiti,2021,donkeys,588.41,8826.18,3221.55,353.05,128862.2,77317.32,257724.4,2577.24,0.6
Ekiti,2021,horses,294.21,5884.12,2147.7,235.36,85908.13,51544.88,171816.27,1718.16,0.6
Ekiti,2022,cattle,4169.31,104232.71,38044.94,4169.31,1521797.5,913078.5,3043595.0,30435.95,0.6
Ekiti,2022,sheep,12507.92,31269.81,11413.48,1563.49,570674.06,342404.44,1141348.12,11413.48,0.6
Ekiti,2022,goats,16677.23,33354.47,12174.38,1667.72,608719.0,365231.4,1217438.0,12174.38,0.6
Ekiti,2022,pigs,1667.72,8338.62,3043.59,500.32,182615.7,118700.2,365231.4,3652.31,0.65
Ekiti,2022,poultry,41693.08,4169.31,1521.8,333.54,121743.8,85220.66,243487.6,2434.88,0.7
Ekiti,2022,donkeys,833.86,12507.92,4565.39,500.32,182615.7,109569.42,365231.4,3652.31,0.6
Ekiti,2022,horses,416.93,8338.62,3043.59,333.54,121743.8,73046.28,243487.6,2434.88,0.6
Ekiti,2023,cattle,4280.69,107017.29,39061.31,4280.69,1562452.42,937471.45,3124904.83,31249.05,0.6
Ekiti,2023,sheep,12842.07,32105.19,11718.39,1605.26,585919.66,351551.79,1171839.31,11718.39,0.6
Ekiti,2023,goats,17122.77,34245.53,12499.62,1712.28,624980.97,374988.58,1249961.93,12499.62,0.6
Ekiti,2023,pigs,1712.28,8561.38,3124.9,513.68,187494.29,121871.29,374988.58,3749.89,0.65
Ekiti,2023,poultry,42806.92,4280.69,1562.45,342.46,124996.19,87497.34,249992.39,2499.92,0.7
Ekiti,2023,donkeys,856.14,12842.07,4687.36,513.68,187494.29,112496.57,374988.58,3749.89,0.6
Ekiti,2023,horses,428.07,8561.38,3124.9,342.46,124996.19,74997.72,249992.39,2499.92,0.6
Ekiti,2024,cattle,4150.74,103768.53,37875.51,4150.74,1515020.53,909012.32,3030041.06,30300.41,0.6
Ekiti,2024,sheep,12452.22,31130.56,11362.65,1556.53,568132.7,340879.62,1136265.4,11362.65,0.6
Ekiti,2024,goats,16602.96,33205.93,12120.16,1660.3,606008.21,363604.93,1212016.42,12120.16,0.6
Ekiti,2024,pigs,1660.3,8301.48,3030.04,498.09,181802.46,118171.6,363604.93,3636.05,0.65
Ekiti,2024,poultry,41507.41,4150.74,1515.02,332.06,121201.64,84841.15,242403.28,2424.03,0.7
Ekiti,2024,donkeys,830.15,12452.22,4545.06,498.09,181802.46,109081.48,363604.93,3636.05,0.6
Ekiti,2024,horses,415.07,8301.48,3030.04,332.06,121201.64,72720.99,242403.28,2424.03,0.6
Enugu,2020,cattle,2088.9,52222.44,19061.19,2088.9,762447.69,457468.61,1524895.38,15248.95,0.6
Enugu,2020,sheep,6266.69,15666.73,5718.36,783.34,285917.88,171550.73,571835.77,5718.36,0.6
Enugu,2020,goats,8355.59,16711.18,6099.58,835.56,304979.08,182987.45,609958.15,6099.58,0.6
Enugu,2020,pigs,835.56,4177.8,1524.9,250.67,91493.72,59470.92,182987.45,1829.87,0.65
Enugu,2020,poultry,20888.98,2088.9,762.45,167.11,60995.82,42697.07,121991.63,1219.92,0.7
Enugu,2020,donkeys,417.78,6266.69,2287.34,250.67,91493.72,54896.23,182987.45,1829.87,0.6
Enugu,2020,horses,208.89,4177.8,1524.9,167.11,60995.82,36597.49,121991.63,1219.92,0.6
Enugu,2021,cattle,2338.3,58457.53,21337.0,2338.3,853479.98,512087.99,1706959.96,17069.6,0.6
Enugu,2021,sheep,7014.9,17537.26,6401.1,876.86,320054.99,192033.0,640109.99,6401.1,0.6
Enugu,2021,goats,9353.21,18706.41,6827.84,935.32,341391.99,204835.2,682783.99,6827.84,0.6
Enugu,2021,pigs,935.32,4676.6,1706.96,280.6,102417.6,66571.44,204835.2,2048.35,0.65
Enugu,2021,poultry,23383.01,2338.3,853.48,187.06,68278.4,47794.88,136556.8,1365.57,0.7
Enugu,2021,donkeys,467.66,7014.9,2560.44,280.6,102417.6,61450.56,204835.2,2048.35,0.6
Enugu,2021,horses,233.83,4676.6,1706.96,187.06,68278.4,40967.04,136556.8,1365.57,0.6
Enugu,2022,cattle,3394.41,84860.24,30973.99,3394.41,1238959.56,743375.73,2477919.11,24779.19,0.6
Enugu,2022,sheep,10183.23,25458.07,9292.2,1272.9,464609.83,278765.9,929219.67,9292.2,0.6
Enugu,2022,goats,13577.64,27155.28,9911.68,1357.76,495583.82,297350.29,991167.65,9911.68,0.6
Enugu,2022,pigs,1357.76,6788.82,2477.92,407.33,148675.15,96638.85,297350.29,2973.5,0.65
Enugu,2022,poultry,33944.1,3394.41,1238.96,271.55,99116.76,69381.74,198233.53,1982.34,0.7
Enugu,2022,donkeys,678.88,10183.23,3716.88,407.33,148675.15,89205.09,297350.29,2973.5,0.6
Enugu,2022,horses,339.44,6788.82,2477.92,271.55,99116.76,59470.06,198233.53,1982.34,0.6
Enugu,2023,cattle,2325.89,58147.25,21223.75,2325.89,848949.84,509369.9,1697899.68,16979.0,0.6
Enugu,2023,sheep,6977.67,17444.17,6367.12,872.21,318356.19,191013.71,636712.38,6367.12,0.6
Enugu,2023,goats,9303.56,18607.12,6791.6,930.36,339579.94,203747.96,679159.87,6791.6,0.6
Enugu,2023,pigs,930.36,4651.78,1697.9,279.11,101873.98,66218.09,203747.96,2037.48,0.65
Enugu,2023,poultry,23258.9,2325.89,848.95,186.07,67915.99,47541.19,135831.97,1358.32,0.7
Enugu,2023,donkeys,465.18,6977.67,2546.85,279.11,101873.98,61124.39,203747.96,2037.48,0.6
Enugu,2023,horses,232.59,4651.78,1697.9,186.07,67915.99,40749.59,135831.97,1358.32,0.6
Enugu,2024,cattle,2059.66,51491.59,18794.43,2059.66,751777.27,451066.36,1503554.54,15035.55,0.6
Enugu,2024,sheep,6178.99,15447.48,5638.33,772.37,281916.48,169149.89,563832.95,5638.33,0.6
Enugu,2024,goats,8238.66,16477.31,6014.22,823.87,300710.91,180426.54,601421.82,6014.22,0.6
Enugu,2024,pigs,823.87,4119.33,1503.55,247.16,90213.27,58638.63,180426.54,1804.27,0.65
Enugu,2024,poultry,20596.64,2059.66,751.78,164.77,60142.18,42099.53,120284.36,1202.84,0.7
Enugu,2024,donkeys,411.93,6178.99,2255.33,247.16,90213.27,54127.96,180426.54,1804.27,0.6
Enugu,2024,horses,205.97,4119.33,1503.55,164.77,60142.18,36085.31,120284.36,1202.84,0.6
FCT,2020,cattle,2113.6,52840.06,19286.62,2113.6,771464.92,462878.95,1542929.84,15429.3,0.6
FCT,2020,sheep,6340.81,15852.02,5785.99,792.6,289299.35,173579.61,578598.69,5785.99,0.6
FCT,2020,goats,8454.41,16908.82,6171.72,845.44,308585.97,185151.58,617171.94,6171.72,0.6
FCT,2020,pigs,845.44,4227.21,1542.93,253.63,92575.79,60174.26,185151.58,1851.52,0.65
FCT,2020,poultry,21136.03,2113.6,771.46,169.09,61717.19,43202.04,123434.39,1234.34,0.7
FCT,2020,donkeys,422.72,6340.81,2314.39,253.63,92575.79,55545.47,185151.58,1851.52,0.6
FCT,2020,horses,211.36,4227.21,1542.93,169.09,61717.19,37030.32,123434.39,1234.34,0.6
