state,year,month,petrol_price_naira_per_liter,diesel_price_naira_per_liter,price_difference_naira
Ebonyi,2021,6,170.33,182.0,11.67
Ebonyi,2021,7,150.47,166.29,15.82
Ebonyi,2021,8,143.69,167.34,23.65
Ebonyi,2021,9,144.03,169.97,25.94
Ebonyi,2021,10,147.57,162.81,15.24
Ebonyi,2021,11,156.36,177.3,20.93
Ebonyi,2021,12,157.27,176.77,19.5
Ebonyi,2022,1,178.45,217.69,39.24
Ebonyi,2022,2,187.95,232.75,44.81
Ebonyi,2022,3,185.5,237.06,51.55
Ebonyi,2022,4,176.35,217.09,40.74
Ebonyi,2022,5,171.53,208.58,37.05
Ebonyi,2022,6,167.73,216.93,49.19
Ebonyi,2022,7,151.53,190.0,38.46
Ebonyi,2022,8,152.0,198.09,46.09
Ebonyi,2022,9,147.72,187.2,39.48
Ebonyi,2022,10,145.73,183.17,37.44
Ebonyi,2022,11,166.58,206.64,40.06
Ebonyi,2022,12,158.93,217.24,58.31
Ebonyi,2023,1,207.71,243.1,35.39
Ebonyi,2023,2,215.68,255.37,39.69
Ebonyi,2023,3,210.71,242.32,31.61
Ebonyi,2023,4,211.78,256.32,44.54
Ebonyi,2023,5,202.43,246.93,44.5
Ebonyi,2023,6,208.05,221.77,13.72
Ebonyi,2023,7,192.04,218.37,26.33
Ebonyi,2023,8,188.19,204.32,16.14
Ebonyi,2023,9,182.29,215.08,32.79
Ebonyi,2023,10,189.58,215.01,25.43
Ebonyi,2023,11,188.73,222.19,33.46
Ebonyi,2023,12,206.05,232.79,26.75
Ebonyi,2024,1,209.36,270.12,60.76
Ebonyi,2024,2,206.59,279.05,72.47
Ebonyi,2024,3,212.97,282.28,69.31
Ebonyi,2024,4,204.27,279.03,74.76
Ebonyi,2024,5,215.73,253.44,37.71
Ebonyi,2024,6,205.02,250.44,45.42
Ebonyi,2024,7,192.79,246.94,54.15
Ebonyi,2024,8,179.94,236.41,56.47
Ebonyi,2024,9,182.78,225.34,42.55
Ebonyi,2024,10,175.65,234.77,59.13
Ebonyi,2024,11,191.62,246.46,54.83
Ebonyi,2024,12,201.51,251.17,49.66
Edo,2020,1,164.04,154.59,-9.45
Edo,2020,2,166.04,166.05,0.01
Edo,2020,3,169.32,173.7,4.39
Edo,2020,4,167.12,167.43,0.31
Edo,2020,5,159.03,160.57,1.54
Edo,2020,6,151.3,148.27,-3.02
Edo,2020,7,149.29,149.62,0.33
Edo,2020,8,143.77,140.96,-2.81
Edo,2020,9,138.3,144.46,6.16
Edo,2020,10,142.34,141.18,-1.16
Edo,2020,11,140.75,144.8,4.05
Edo,2020,12,153.67,153.32,-0.36
Edo,2021,1,176.1,197.61,21.51
Edo,2021,2,185.94,203.57,17.63
Edo,2021,3,190.83,191.97,1.13
Edo,2021,4,174.81,189.41,14.61
Edo,2021,5,176.79,200.18,23.39
Edo,2021,6,161.67,191.18,29.51
Edo,2021,7,150.7,181.75,31.05
Edo,2021,8,149.31,160.79,11.49
Edo,2021,9,149.12,161.0,11.88
Edo,2021,10,148.29,164.24,15.95
Edo,2021,11,162.4,174.86,12.46
Edo,2021,12,162.79,185.37,22.58
Edo,2022,1,192.62,196.22,3.59
Edo,2022,2,194.66,214.86,20.19
Edo,2022,3,197.07,214.17,17.1
Edo,2022,4,205.28,202.74,-2.54
Edo,2022,5,195.61,198.96,3.35
Edo,2022,6,193.62,193.9,0.28
Edo,2022,7,181.18,185.43,4.26
Edo,2022,8,161.31,179.76,18.45
Edo,2022,9,174.06,176.57,2.51
Edo,2022,10,174.42,184.21,9.79
Edo,2022,11,171.02,179.19,8.18
Edo,2022,12,187.1,192.49,5.38
Edo,2023,1,211.51,237.39,25.87
Edo,2023,2,228.37,246.62,18.25
Edo,2023,3,232.13,253.46,21.33
Edo,2023,4,225.86,242.09,16.23
Edo,2023,5,217.32,242.62,25.31
Edo,2023,6,206.21,224.48,18.28
Edo,2023,7,198.81,228.58,29.77
Edo,2023,8,181.44,203.51,22.07
Edo,2023,9,175.23,211.94,36.71
Edo,2023,10,188.73,213.07,24.34
Edo,2023,11,189.01,218.17,29.17
Edo,2023,12,206.37,232.12,25.75
Edo,2024,1,240.99,234.14,-6.85
Edo,2024,2,242.86,249.97,7.11
Edo,2024,3,252.4,259.83,7.43
Edo,2024,4,235.53,234.96,-0.57
Edo,2024,5,241.68,238.26,-3.42
Edo,2024,6,220.04,215.68,-4.36
Edo,2024,7,205.01,222.32,17.32
Edo,2024,8,199.29,202.02,2.73
Edo,2024,9,197.07,199.7,2.62
Edo,2024,10,196.77,206.04,9.27
Edo,2024,11,204.62,220.32,15.69
Edo,2024,12,219.13,226.05,6.92
Ekiti,2020,1,165.28,172.91,7.63
Ekiti,2020,2,167.63,185.22,17.59
Ekiti,2020,3,181.11,187.37,6.26
Ekiti,2020,4,171.46,186.34,14.87
Ekiti,2020,5,164.16,168.26,4.1
Ekiti,2020,6,157.87,175.29,17.42
Ekiti,2020,7,144.21,162.27,18.06
Ekiti,2020,8,139.02,153.65,14.63
Ekiti,2020,9,135.51,150.11,14.6
Ekiti,2020,10,146.98,150.77,3.8
Ekiti,2020,11,151.51,163.94,12.44
Ekiti,2020,12,163.59,163.17,-0.42
Ekiti,2021,1,178.02,189.59,11.57
Ekiti,2021,2,176.28,194.6,18.32
Ekiti,2021,3,178.11,192.84,14.73
Ekiti,2021,4,168.36,192.97,24.61
Ekiti,2021,5,163.35,187.76,24.41
Ekiti,2021,6,166.14,176.78,10.64
Ekiti,2021,7,146.38,161.27,14.89
Ekiti,2021,8,144.09,155.96,11.87
Ekiti,2021,9,139.43,162.66,23.23
Ekiti,2021,10,148.38,155.1,6.71
Ekiti,2021,11,151.92,163.64,11.72
Ekiti,2021,12,163.21,173.44,10.23
Ekiti,2022,1,209.74,218.26,8.52
Ekiti,2022,2,200.84,227.6,26.76
Ekiti,2022,3,201.39,227.9,26.52
Ekiti,2022,4,204.4,226.45,22.05
Ekiti,2022,5,207.26,217.3,10.04
Ekiti,2022,6,195.91,196.89,0.98
Ekiti,2022,7,173.29,188.92,15.63
Ekiti,2022,8,168.22,187.0,18.78
Ekiti,2022,9,168.71,189.33,20.62
Ekiti,2022,10,176.35,189.33,12.99
Ekiti,2022,11,174.22,197.68,23.46
Ekiti,2022,12,198.43,200.55,2.12
Ekiti,2023,1,200.91,239.3,38.39
Ekiti,2023,2,212.73,238.83,26.1
Ekiti,2023,3,214.67,239.81,25.14
Ekiti,2023,4,204.72,238.55,33.83
Ekiti,2023,5,217.28,240.43,23.14
Ekiti,2023,6,206.99,226.31,19.32
Ekiti,2023,7,184.35,216.59,32.24
Ekiti,2023,8,179.56,199.91,20.35
Ekiti,2023,9,180.51,199.24,18.74
Ekiti,2023,10,182.81,211.24,28.43
Ekiti,2023,11,181.35,206.96,25.61
Ekiti,2023,12,203.33,226.93,23.6
Ekiti,2024,1,197.24,272.99,75.76
Ekiti,2024,2,223.89,269.88,45.99
Ekiti,2024,3,208.46,269.9,61.44
Ekiti,2024,4,209.36,266.05,56.69
Ekiti,2024,5,210.33,256.05,45.72
Ekiti,2024,6,196.72,267.69,70.96
Ekiti,2024,7,192.57,245.06,52.49
Ekiti,2024,8,176.04,235.82,59.78
Ekiti,2024,9,177.36,227.82,50.46
Ekiti,2024,10,172.89,241.94,69.05
Ekiti,2024,11,185.77,234.87,49.1
Ekiti,2024,12,193.94,252.83,58.89
Enugu,2020,1,167.94,169.38,1.44
Enugu,2020,2,167.82,183.95,16.13
Enugu,2020,3,163.09,182.09,19.0
Enugu,2020,4,173.64,177.61,3.96
Enugu,2020,5,164.11,173.02,8.9
Enugu,2020,6,148.15,165.22,17.07
Enugu,2020,7,155.0,165.98,10.98
Enugu,2020,8,148.8,154.73,5.93
Enugu,2020,9,134.7,153.38,18.67
Enugu,2020,10,141.61,160.25,18.64
Enugu,2020,11,142.01,160.94,18.92
Enugu,2020,12,150.3,166.63,16.33
Enugu,2021,1,175.97,188.89,12.92
Enugu,2021,2,183.64,203.19,19.54
Enugu,2021,3,193.99,209.1,15.11
Enugu,2021,4,189.68,193.91,4.23
Enugu,2021,5,181.53,189.71,8.18
Enugu,2021,6,165.53,188.01,22.47
Enugu,2021,7,153.77,179.66,25.89
Enugu,2021,8,154.4,168.34,13.94
Enugu,2021,9,155.16,170.09,14.93
Enugu,2021,10,157.12,167.96,10.84
Enugu,2021,11,154.23,173.04,18.81
Enugu,2021,12,163.76,186.13,22.37
Enugu,2022,1,180.03,207.52,27.49
Enugu,2022,2,199.48,214.47,14.99
Enugu,2022,3,189.19,215.75,26.56
Enugu,2022,4,204.17,229.38,25.21
Enugu,2022,5,185.91,212.1,26.19
Enugu,2022,6,177.0,211.86,34.87
Enugu,2022,7,173.47,189.72,16.26
Enugu,2022,8,158.78,180.78,21.99
Enugu,2022,9,164.32,190.49,26.17
Enugu,2022,10,160.28,179.32,19.04
Enugu,2022,11,163.58,205.05,41.48
Enugu,2022,12,176.02,211.75,35.73
Enugu,2023,1,202.09,217.77,15.68
Enugu,2023,2,217.95,240.66,22.71
Enugu,2023,3,221.27,237.83,16.56
Enugu,2023,4,205.61,245.2,39.6
Enugu,2023,5,214.44,221.65,7.21
Enugu,2023,6,207.82,217.76,9.94
Enugu,2023,7,189.94,209.86,19.92
Enugu,2023,8,186.78,199.97,13.2
Enugu,2023,9,171.84,190.87,19.03
Enugu,2023,10,188.88,191.47,2.59
Enugu,2023,11,185.98,203.39,17.41
Enugu,2023,12,197.1,217.99,20.89
Enugu,2024,1,226.04,232.95,6.9
Enugu,2024,2,252.53,252.21,-0.32
Enugu,2024,3,240.86,259.6,18.75
Enugu,2024,4,251.91,257.2,5.29
Enugu,2024,5,244.78,234.26,-10.52
Enugu,2024,6,229.46,227.87,-1.58
Enugu,2024,7,219.83,222.3,2.47
Enugu,2024,8,210.02,212.23,2.2
Enugu,2024,9,194.88,206.83,11.95
Enugu,2024,10,214.28,218.1,3.83
Enugu,2024,11,202.85,210.05,7.2
Enugu,2024,12,215.51,233.95,18.44
FCT,2020,1,163.41,170.6,7.19
FCT,2020,2,172.94,171.45,-1.49
FCT,2020,3,172.64,172.98,0.34
FCT,2020,4,165.59,171.84,6.26
FCT,2020,5,166.4,171.14,4.74
FCT,2020,6,157.66,161.23,3.57
FCT,2020,7,142.74,148.69,5.96
FCT,2020,8,135.1,139.88,4.79
FCT,2020,9,143.15,148.37,5.21
FCT,2020,10,136.37,142.1,5.73
FCT,2020,11,152.19,144.85,-7.34
FCT,2020,12,156.39,160.79,4.39
FCT,2021,1,172.59,188.01,15.42
FCT,2021,2,182.21,179.84,-2.37
FCT,2021,3,188.25,182.63,-5.62
FCT,2021,4,185.68,183.57,-2.11
FCT,2021,5,183.14,180.41,-2.73
FCT,2021,6,163.9,168.01,4.11
FCT,2021,7,155.36,171.64,16.28
FCT,2021,8,159.9,156.95,-2.95
FCT,2021,9,149.33,160.19,10.85
FCT,2021,10,158.22,160.52,2.3
FCT,2021,11,156.73,163.97,7.24
FCT,2021,12,170.05,165.47,-4.58
FCT,2022,1,197.28,198.08,0.8
FCT,2022,2,200.07,213.28,13.21
FCT,2022,3,203.62,206.9,3.28
FCT,2022,4,199.91,215.0,15.09
FCT,2022,5,192.8,208.62,15.82
FCT,2022,6,185.74,202.65,16.91
FCT,2022,7,169.4,192.89,23.49
FCT,2022,8,166.68,172.02,5.35
FCT,2022,9,157.01,174.05,17.04
FCT,2022,10,171.46,183.35,11.89
FCT,2022,11,178.39,187.14,8.75
FCT,2022,12,181.42,189.72,8.3
FCT,2023,1,191.15,221.72,30.58
FCT,2023,2,208.32,241.61,33.29
FCT,2023,3,219.25,249.3,30.06
FCT,2023,4,209.24,234.19,24.95
FCT,2023,5,202.06,234.61,32.55
FCT,2023,6,182.61,215.27,32.67
FCT,2023,7,186.49,203.97,17.48
FCT,2023,8,174.66,200.16,25.5
FCT,2023,9,165.48,192.82,27.34
FCT,2023,10,170.54,189.02,18.48
FCT,2023,11,171.78,213.22,41.44
FCT,2023,12,185.55,217.62,32.08
FCT,2024,1,208.98,263.92,54.94
FCT,2024,2,229.86,284.46,54.61
FCT,2024,3,217.29,286.88,69.59
FCT,2024,4,220.67,274.59,53.92
FCT,2024,5,206.28,254.65,48.36
FCT,2024,6,208.58,253.05,44.46
FCT,2024,7,192.52,246.0,53.48
FCT,2024,8,191.22,223.33,32.11
FCT,2024,9,185.57,219.51,33.95
FCT,2024,10,190.96,234.84,43.89
FCT,2024,11,202.59,230.11,27.53
FCT,2024,12,194.9,247.62,52.72
Gombe,2020,1,156.73,161.67,4.94
Gombe,2020,2,152.31,176.06,23.75
Gombe,2020,3,156.99,178.53,21.53
Gombe,2020,4,149.09,171.39,22.3
Gombe,2020,5,143.59,158.57,14.98
Gombe,2020,6,149.27,152.23,2.96
Gombe,2020,7,136.71,148.7,11.99
Gombe,2020,8,129.02,150.02,21.0
Gombe,2020,9,122.92,144.46,21.54
Gombe,2020,10,137.09,145.12,8.03
Gombe,2020,11,142.22,143.31,1.09
Gombe,2020,12,142.28,154.14,11.86
Gombe,2021,1,173.68,208.23,34.54
Gombe,2021,2,178.66,213.6,34.94
Gombe,2021,3,185.82,224.97,39.15
Gombe,2021,4,186.22,209.02,22.8
Gombe,2021,5,171.15,197.91,26.77
Gombe,2021,6,164.88,190.44,25.55
Gombe,2021,7,166.71,186.67,19.96
Gombe,2021,8,155.22,171.52,16.3
Gombe,2021,9,158.08,179.69,21.61
Gombe,2021,10,148.16,182.09,33.93
Gombe,2021,11,161.76,177.78,16.01
Gombe,2021,12,168.83,195.0,26.17
Gombe,2022,1,185.4,228.5,43.1
Gombe,2022,2,184.68,230.48,45.81
Gombe,2022,3,190.49,236.47,45.98
Gombe,2022,4,177.26,232.83,55.57
Gombe,2022,5,184.62,223.79,39.17
Gombe,2022,6,162.96,220.13,57.17
Gombe,2022,7,157.23,198.4,41.16
Gombe,2022,8,150.6,192.15,41.55
Gombe,2022,9,157.48,192.98,35.49
Gombe,2022,10,151.23,202.86,51.63
Gombe,2022,11,168.22,210.84,42.61
Gombe,2022,12,166.15,212.96,46.81
Gombe,2023,1,208.65,229.07,20.43
Gombe,2023,2,225.82,257.98,32.16
Gombe,2023,3,230.32,250.83,20.52
Gombe,2023,4,217.69,251.72,34.03
Gombe,2023,5,226.05,236.62,10.57
Gombe,2023,6,214.32,238.68,24.35
Gombe,2023,7,192.27,217.18,24.91
Gombe,2023,8,186.45,214.43,27.98
Gombe,2023,9,189.17,208.04,18.86
Gombe,2023,10,196.18,206.16,9.98
Gombe,2023,11,206.37,217.39,11.02
Gombe,2023,12,201.44,232.55,31.11
Gombe,2024,1,238.32,252.86,14.54
Gombe,2024,2,232.81,263.62,30.82
Gombe,2024,3,232.4,246.98,14.58
Gombe,2024,4,230.6,261.37,30.77
Gombe,2024,5,233.65,234.54,0.89
Gombe,2024,6,217.84,234.09,16.26
Gombe,2024,7,199.51,228.26,28.75
Gombe,2024,8,206.24,211.49,5.25
Gombe,2024,9,206.44,206.57,0.13
Gombe,2024,10,209.85,214.93,5.08
Gombe,2024,11,210.99,212.51,1.52
Gombe,2024,12,227.51,229.75,2.23
Imo,2020,1,149.23,160.36,11.13
Imo,2020,2,156.88,171.95,15.07
Imo,2020,3,148.87,171.41,22.54
Imo,2020,4,148.72,171.42,22.7
Imo,2020,5,153.08,160.57,7.49
Imo,2020,6,144.25,149.48,5.23
Imo,2020,7,133.83,149.34,15.51
Imo,2020,8,128.52,137.13,8.62
Imo,2020,9,127.08,141.57,14.49
Imo,2020,10,126.92,134.57,7.66
Imo,2020,11,137.06,149.4,12.34
Imo,2020,12,135.64,148.34,12.7
Imo,2021,1,162.37,191.97,29.6
Imo,2021,2,171.42,196.18,24.76
Imo,2021,3,168.42,202.93,34.5
Imo,2021,4,168.38,203.13,34.74
Imo,2021,5,165.37,180.31,14.94
Imo,2021,6,158.15,175.27,17.12
Imo,2021,7,150.39,162.18,11.79
Imo,2021,8,137.33,168.74,31.4
Imo,2021,9,136.05,165.96,29.91
Imo,2021,10,138.82,165.27,26.45
Imo,2021,11,150.5,169.68,19.18
Imo,2021,12,152.38,173.26,20.88
Imo,2022,1,178.16,213.87,35.71
Imo,2022,2,188.34,217.68,29.34
Imo,2022,3,189.14,218.19,29.06
Imo,2022,4,177.24,220.67,43.43
Imo,2022,5,178.47,206.13,27.66
Imo,2022,6,160.62,194.1,33.48
Imo,2022,7,158.14,192.14,34.0
Imo,2022,8,153.36,176.11,22.74
Imo,2022,9,157.58,168.79,11.21
Imo,2022,10,151.47,170.07,18.61
Imo,2022,11,162.57,193.13,30.56
Imo,2022,12,163.45,202.13,38.68
Imo,2023,1,203.3,251.61,48.3
Imo,2023,2,195.29,264.37,69.08
Imo,2023,3,212.42,250.8,38.38
Imo,2023,4,211.94,247.15,35.21
Imo,2023,5,205.66,234.7,29.04
Imo,2023,6,192.67,233.48,40.81
Imo,2023,7,172.15,215.21,43.06
Imo,2023,8,164.07,211.73,47.67
Imo,2023,9,166.57,211.34,44.77
Imo,2023,10,168.98,208.15,39.17
Imo,2023,11,183.75,210.93,27.18
Imo,2023,12,196.44,240.73,44.29
Imo,2024,1,234.92,245.13,10.21
Imo,2024,2,224.08,255.1,31.02
Imo,2024,3,243.79,252.81,9.02
Imo,2024,4,235.87,274.9,39.03
Imo,2024,5,234.09,253.64,19.55
Imo,2024,6,205.89,249.03,43.14
Imo,2024,7,206.55,220.17,13.63
Imo,2024,8,188.65,229.19,40.53
Imo,2024,9,197.03,224.08,27.05
Imo,2024,10,204.09,221.75,17.66
Imo,2024,11,204.88,227.4,22.52
Imo,2024,12,211.34,239.47,28.12
Jigawa,2020,1,168.68,173.78,5.1
Jigawa,2020,2,169.77,183.24,13.47
Jigawa,2020,3,171.6,186.8,15.2
Jigawa,2020,4,163.56,181.08,17.53
Jigawa,2020,5,155.89,172.75,16.86
Jigawa,2020,6,154.39,168.98,14.59
Jigawa,2020,7,153.47,159.72,6.25
Jigawa,2020,8,144.63,152.13,7.49
Jigawa,2020,9,140.99,143.37,2.38
Jigawa,2020,10,137.73,149.93,12.2
Jigawa,2020,11,146.45,150.94,4.49
Jigawa,2020,12,149.02,162.73,13.71
Jigawa,2021,1,183.75,181.17,-2.59
Jigawa,2021,2,192.61,189.12,-3.49
Jigawa,2021,3,187.2,196.07,8.87
Jigawa,2021,4,181.08,183.84,2.76
Jigawa,2021,5,178.91,178.19,-0.72
Jigawa,2021,6,168.44,175.08,6.63
Jigawa,2021,7,171.59,170.27,-1.32
Jigawa,2021,8,160.34,159.18,-1.16
Jigawa,2021,9,164.6,158.5,-6.09
Jigawa,2021,10,153.52,164.44,10.92
Jigawa,2021,11,160.12,166.43,6.31
Jigawa,2021,12,175.45,184.61,9.16
Jigawa,2022,1,197.44,209.19,11.75
Jigawa,2022,2,190.34,222.39,32.05
Jigawa,2022,3,195.59,225.51,29.92
Jigawa,2022,4,202.66,229.57,26.91
Jigawa,2022,5,190.2,213.05,22.85
Jigawa,2022,6,185.01,216.26,31.25
Jigawa,2022,7,175.71,186.71,11.0
Jigawa,2022,8,165.92,180.45,14.53
Jigawa,2022,9,157.38,177.96,20.59
Jigawa,2022,10,165.38,192.46,27.07
Jigawa,2022,11,163.68,194.22,30.54
Jigawa,2022,12,178.42,204.14,25.72
Jigawa,2023,1,198.0,217.82,19.82
Jigawa,2023,2,191.49,232.1,40.61
Jigawa,2023,3,211.28,242.44,31.16
Jigawa,2023,4,203.45,232.27,28.82
Jigawa,2023,5,194.96,216.44,21.48
Jigawa,2023,6,186.45,225.71,39.25
Jigawa,2023,7,176.72,213.61,36.89
Jigawa,2023,8,171.78,190.47,18.68
Jigawa,2023,9,172.22,186.62,14.4
Jigawa,2023,10,168.59,190.89,22.3
Jigawa,2023,11,166.22,204.31,38.09
Jigawa,2023,12,180.18,216.44,36.27
Jigawa,2024,1,214.71,234.38,19.67
Jigawa,2024,2,227.28,246.67,19.39
Jigawa,2024,3,237.31,252.55,15.24
Jigawa,2024,4,235.35,239.45,4.1
Jigawa,2024,5,226.98,227.78,0.8
Jigawa,2024,6,208.38,228.34,19.95
Jigawa,2024,7,200.79,217.12,16.32
Jigawa,2024,8,200.35,209.95,9.6
Jigawa,2024,9,199.22,198.35,-0.87
Jigawa,2024,10,190.58,204.37,13.79
Jigawa,2024,11,199.27,212.96,13.68
Jigawa,2024,12,216.87,226.1,9.24
Kaduna,2020,1,152.13,157.95,5.82
Kaduna,2020,2,164.72,166.9,2.19
Kaduna,2020,3,154.94,163.46,8.52
Kaduna,2020,4,160.84,171.84,10.99
Kaduna,2020,5,150.75,156.79,6.04
Kaduna,2020,6,144.58,153.06,8.48
Kaduna,2020,7,141.06,149.77,8.72
Kaduna,2020,8,131.46,138.47,7.02
Kaduna,2020,9,137.72,139.76,2.04
Kaduna,2020,10,135.77,137.37,1.6
Kaduna,2020,11,138.4,141.2,2.8
Kaduna,2020,12,145.98,163.24,17.27
Kaduna,2021,1,161.34,176.65,15.31
Kaduna,2021,2,169.23,176.06,6.84
Kaduna,2021,3,181.89,186.38,4.49
Kaduna,2021,4,171.49,192.27,20.78
Kaduna,2021,5,162.78,186.79,24.01
Kaduna,2021,6,158.22,176.75,18.53
Kaduna,2021,7,154.74,166.91,12.18
Kaduna,2021,8,154.39,152.12,-2.27
Kaduna,2021,9,151.79,151.43,-0.36
Kaduna,2021,10,145.57,152.93,7.35
Kaduna,2021,11,153.79,156.04,2.25
Kaduna,2021,12,162.09,170.85,8.76
Kaduna,2022,1,194.4,216.87,22.47
Kaduna,2022,2,197.51,221.97,24.46
Kaduna,2022,3,195.81,228.13,32.32
Kaduna,2022,4,197.73,239.64,41.91
Kaduna,2022,5,196.69,217.87,21.17
Kaduna,2022,6,187.75,203.11,15.36
Kaduna,2022,7,175.95,202.7,26.75
Kaduna,2022,8,169.93,190.57,20.64
Kaduna,2022,9,175.9,196.85,20.95
Kaduna,2022,10,172.22,193.8,21.58
Kaduna,2022,11,179.07,194.19,15.12
Kaduna,2022,12,184.3,201.01,16.71
Kaduna,2023,1,198.21,242.52,44.31
Kaduna,2023,2,219.49,245.18,25.68
Kaduna,2023,3,214.17,251.79,37.62
Kaduna,2023,4,203.07,246.81,43.74
Kaduna,2023,5,196.11,238.59,42.48
Kaduna,2023,6,189.7,229.05,39.35
Kaduna,2023,7,192.54,202.33,9.79
Kaduna,2023,8,176.59,211.31,34.73
Kaduna,2023,9,174.36,205.88,31.52
Kaduna,2023,10,178.82,199.1,20.28
Kaduna,2023,11,180.4,203.47,23.07
Kaduna,2023,12,199.13,218.23,19.09
Kaduna,2024,1,222.7,258.53,35.82
Kaduna,2024,2,239.69,255.72,16.03
Kaduna,2024,3,239.1,268.2,29.1
Kaduna,2024,4,230.38,269.87,39.49
Kaduna,2024,5,214.38,239.66,25.29
Kaduna,2024,6,217.92,236.09,18.17
Kaduna,2024,7,206.89,234.53,27.64
Kaduna,2024,8,183.83,225.28,41.45
Kaduna,2024,9,188.45,214.0,25.56
Kaduna,2024,10,194.68,226.21,31.53
Kaduna,2024,11,190.33,225.13,34.8
Kaduna,2024,12,214.42,242.82,28.4
Kano,2020,1,157.23,160.69,3.45
Kano,2020,2,171.1,164.94,-6.16
Kano,2020,3,163.23,178.56,15.33
Kano,2020,4,157.89,177.07,19.17
Kano,2020,5,163.29,168.34,5.05
Kano,2020,6,149.67,147.69,-1.99
Kano,2020,7,148.63,152.39,3.77
Kano,2020,8,142.94,136.72,-6.22
Kano,2020,9,141.02,143.46,2.44
Kano,2020,10,141.79,145.56,3.77
Kano,2020,11,150.19,149.14,-1.05
Kano,2020,12,146.53,155.03,8.51
Kano,2021,1,160.06,180.78,20.72
Kano,2021,2,164.66,187.96,23.3
Kano,2021,3,174.47,206.84,32.38
Kano,2021,4,160.04,204.47,44.43
Kano,2021,5,161.92,185.19,23.27
Kano,2021,6,147.35,179.99,32.64
Kano,2021,7,150.48,174.52,24.05
Kano,2021,8,134.22,157.37,23.16
Kano,2021,9,137.13,158.67,21.54
Kano,2021,10,136.78,160.79,24.02
Kano,2021,11,150.61,178.32,27.71
Kano,2021,12,152.4,187.29,34.89
Kano,2022,1,178.4,213.17,34.77
Kano,2022,2,198.91,219.8,20.89
Kano,2022,3,189.43,223.48,34.06
Kano,2022,4,182.66,226.0,43.34
Kano,2022,5,183.48,209.15,25.67
Kano,2022,6,176.19,202.71,26.52
Kano,2022,7,158.85,193.67,34.82
Kano,2022,8,155.44,186.78,31.34
Kano,2022,9,162.29,185.66,23.37
Kano,2022,10,160.4,183.24,22.84
Kano,2022,11,160.03,195.43,35.41
Kano,2022,12,170.7,200.14,29.45
Kano,2023,1,200.6,208.26,7.66
Kano,2023,2,210.03,221.46,11.43
Kano,2023,3,197.09,228.61,31.52
Kano,2023,4,195.65,220.53,24.88
Kano,2023,5,202.13,208.44,6.31
Kano,2023,6,195.0,197.3,2.29
Kano,2023,7,174.64,201.97,27.33
Kano,2023,8,169.1,182.07,12.97
Kano,2023,9,167.37,182.55,15.18
Kano,2023,10,178.17,186.08,7.91
Kano,2023,11,184.35,204.94,20.6
Kano,2023,12,187.35,216.11,28.75
Kano,2024,1,207.77,271.63,63.86
Kano,2024,2,224.08,272.84,48.76
Kano,2024,3,230.0,285.04,55.04
Kano,2024,4,213.11,266.75,53.64
Kano,2024,5,221.29,271.08,49.8
Kano,2024,6,215.97,260.58,44.61
Kano,2024,7,204.87,246.14,41.27
Kano,2024,8,184.68,222.8,38.13
Kano,2024,9,190.95,231.85,40.9
Kano,2024,10,179.97,228.71,48.74
Kano,2024,11,204.99,241.26,36.27
Kano,2024,12,204.96,252.88,47.91
Katsina,2020,1,147.46,161.33,13.87
Katsina,2020,2,158.75,173.32,14.57
Katsina,2020,3,161.57,183.13,21.57
Katsina,2020,4,150.16,177.53,27.37
Katsina,2020,5,148.99,175.31,26.32
Katsina,2020,6,138.25,163.71,25.46
Katsina,2020,7,136.64,149.68,13.04
Katsina,2020,8,125.25,149.15,23.9
Katsina,2020,9,131.12,142.1,10.98
Katsina,2020,10,131.85,145.38,13.53
Katsina,2020,11,138.06,148.21,10.15
Katsina,2020,12,147.85,157.43,9.58
Katsina,2021,1,162.31,179.47,17.16
Katsina,2021,2,170.69,191.65,20.96
Katsina,2021,3,168.32,185.45,17.12
Katsina,2021,4,171.91,176.52,4.6
Katsina,2021,5,162.52,177.64,15.11
Katsina,2021,6,160.71,169.02,8.31
Katsina,2021,7,153.26,163.66,10.4
Katsina,2021,8,139.7,155.31,15.61
Katsina,2021,9,151.45,153.88,2.43
Katsina,2021,10,149.51,152.94,3.43
Katsina,2021,11,156.97,166.54,9.57
Katsina,2021,12,161.17,178.77,17.6
Katsina,2022,1,182.83,202.05,19.22
Katsina,2022,2,177.23,198.11,20.88
Katsina,2022,3,177.5,201.12,23.62
Katsina,2022,4,189.26,203.23,13.97
Katsina,2022,5,175.32,193.52,18.2
Katsina,2022,6,161.09,182.96,21.87
Katsina,2022,7,163.43,185.77,22.35
Katsina,2022,8,160.24,162.41,2.17
Katsina,2022,9,158.67,172.79,14.11
Katsina,2022,10,159.2,169.81,10.61
Katsina,2022,11,159.43,173.87,14.44
Katsina,2022,12,162.18,181.62,19.44
Katsina,2023,1,201.78,229.18,27.4
Katsina,2023,2,194.76,248.68,53.92
Katsina,2023,3,215.41,247.59,32.17
Katsina,2023,4,213.78,238.85,25.07
Katsina,2023,5,206.02,220.03,14.01
Katsina,2023,6,185.01,212.83,27.82
Katsina,2023,7,172.73,200.43,27.7
Katsina,2023,8,173.38,205.51,32.13
Katsina,2023,9,170.1,190.0,19.9
Katsina,2023,10,176.62,202.6,25.99
Katsina,2023,11,176.16,211.52,35.36
Katsina,2023,12,183.03,215.45,32.43
