state,year,crop,crop_production_tonnes,residue_production_tonnes,dry_residue_tonnes,energy_content_mj_per_kg,moisture_content,energy_potential_gj,biogas_potential_m3,electricity_potential_kwh
Delta,2020,groundnut,16625.22,29925.4,27531.37,17.8,0.08,490.06,5506273.81,11012547.61
Delta,2020,soybean,9975.13,15960.21,14204.59,17.0,0.11,241.48,2840918.08,5681836.16
Delta,2020,sugarcane,3325.04,997.51,748.14,19.2,0.25,14.36,149627.01,299254.01
Delta,2020,cotton,5320.07,11704.16,10299.66,16.0,0.12,164.79,2059931.61,4119863.22
Delta,2020,palm_oil,13300.18,13300.18,11305.15,20.5,0.15,231.76,2261030.31,4522060.61
Delta,2021,rice,26758.91,40138.36,34117.61,15.5,0.15,528.82,6823521.02,13647042.04
Delta,2021,maize,42814.25,51377.1,45211.85,17.2,0.12,777.64,9042369.5,18084739.0
Delta,2021,sorghum,16055.34,20871.95,17949.87,16.8,0.14,301.56,3589974.82,7179949.65
Delta,2021,millet,10703.56,11773.92,10243.31,16.5,0.13,169.01,2048661.84,4097323.68
Delta,2021,cassava,53517.81,42814.25,34251.4,14.2,0.2,486.37,6850279.92,13700559.85
Delta,2021,yam,32110.69,19266.41,15798.46,13.8,0.18,218.02,3159691.61,6319383.23
Delta,2021,sweet_potato,8027.67,5619.37,4720.27,14.5,0.16,68.44,944054.2,1888108.4
Delta,2021,cocoa,5351.78,10703.56,9633.21,18.5,0.1,178.21,1926641.23,3853282.46
Delta,2021,groundnut,13379.45,24083.02,22156.37,17.8,0.08,394.38,4431274.83,8862549.65
Delta,2021,soybean,8027.67,12844.27,11431.4,17.0,0.11,194.33,2286280.92,4572561.85
Delta,2021,sugarcane,2675.89,802.77,602.08,19.2,0.25,11.56,120415.08,240830.15
Delta,2021,cotton,4281.42,9419.13,8288.84,16.0,0.12,132.62,1657767.74,3315535.48
Delta,2021,palm_oil,10703.56,10703.56,9098.03,20.5,0.15,186.51,1819605.6,3639211.21
Delta,2022,rice,31617.41,47426.12,40312.2,15.5,0.15,624.84,8062440.78,16124881.57
Delta,2022,maize,50587.86,60705.44,53420.78,17.2,0.12,918.84,10684156.82,21368313.65
Delta,2022,sorghum,18970.45,24661.58,21208.96,16.8,0.14,356.31,4241792.38,8483584.75
Delta,2022,millet,12646.97,13911.66,12103.15,16.5,0.13,199.7,2420629.28,4841258.56
Delta,2022,cassava,63234.83,50587.86,40470.29,14.2,0.2,574.68,8094058.2,16188116.4
Delta,2022,yam,37940.9,22764.54,18666.92,13.8,0.18,257.6,3733384.34,7466768.69
Delta,2022,sweet_potato,9485.22,6639.66,5577.31,14.5,0.16,80.87,1115462.4,2230924.79
Delta,2022,cocoa,6323.48,12646.97,11382.27,18.5,0.1,210.57,2276453.87,4552907.74
Delta,2022,groundnut,15808.71,28455.67,26179.22,17.8,0.08,465.99,5235843.9,10471687.8
Delta,2022,soybean,9485.22,15176.36,13506.96,17.0,0.11,229.62,2701391.92,5402783.85
Delta,2022,sugarcane,3161.74,948.52,711.39,19.2,0.25,13.66,142278.37,284556.73
Delta,2022,cotton,5058.79,11129.33,9793.81,16.0,0.12,156.7,1958762.08,3917524.17
Delta,2022,palm_oil,12646.97,12646.97,10749.92,20.5,0.15,220.37,2149984.21,4299968.42
Delta,2023,rice,32790.26,49185.39,41807.58,15.5,0.15,648.02,8361515.77,16723031.54
Delta,2023,maize,52464.41,62957.3,55402.42,17.2,0.12,952.92,11080483.96,22160967.91
Delta,2023,sorghum,19674.15,25576.4,21995.71,16.8,0.14,369.53,4399141.0,8798282.01
Delta,2023,millet,13116.1,14427.71,12552.11,16.5,0.13,207.11,2510422.15,5020844.29
Delta,2023,cassava,65580.52,52464.41,41971.53,14.2,0.2,596.0,8394306.03,16788612.06
Delta,2023,yam,39348.31,23608.99,19359.37,13.8,0.18,267.16,3871873.66,7743747.31
Delta,2023,sweet_potato,9837.08,6885.95,5784.2,14.5,0.16,83.87,1156840.3,2313680.6
Delta,2023,cocoa,6558.05,13116.1,11804.49,18.5,0.1,218.38,2360898.57,4721797.14
Delta,2023,groundnut,16395.13,29511.23,27150.33,17.8,0.08,483.28,5430066.71,10860133.42
Delta,2023,soybean,9837.08,15739.32,14008.0,17.0,0.11,238.14,2801599.64,5603199.27
Delta,2023,sugarcane,3279.03,983.71,737.78,19.2,0.25,14.17,147556.16,295112.32
Delta,2023,cotton,5246.44,11542.17,10157.11,16.0,0.12,162.51,2031422.06,4062844.12
Delta,2023,palm_oil,13116.1,13116.1,11148.69,20.5,0.15,228.55,2229737.54,4459475.08
Delta,2024,rice,25592.86,38389.28,32630.89,15.5,0.15,505.78,6526178.34,13052356.68
Delta,2024,maize,40948.57,49138.28,43241.69,17.2,0.12,743.76,8648337.98,17296675.96
Delta,2024,sorghum,15355.71,19962.43,17167.69,16.8,0.14,288.42,3433537.59,6867075.19
Delta,2024,millet,10237.14,11260.86,9796.95,16.5,0.13,161.65,1959389.07,3918778.15
Delta,2024,cassava,51185.71,40948.57,32758.86,14.2,0.2,465.18,6551771.2,13103542.39
Delta,2024,yam,30711.43,18426.86,15110.02,13.8,0.18,208.52,3022004.46,6044008.93
Delta,2024,sweet_potato,7677.86,5374.5,4514.58,14.5,0.16,65.46,902915.97,1805831.94
Delta,2024,cocoa,5118.57,10237.14,9213.43,18.5,0.1,170.45,1842685.65,3685371.3
Delta,2024,groundnut,12796.43,23033.57,21190.88,17.8,0.08,377.2,4238176.99,8476353.99
Delta,2024,soybean,7677.86,12284.57,10933.27,17.0,0.11,185.87,2186653.64,4373307.27
Delta,2024,sugarcane,2559.29,767.79,575.84,19.2,0.25,11.06,115167.85,230335.71
Delta,2024,cotton,4094.86,9008.69,7927.64,16.0,0.12,126.84,1585528.63,3171057.26
Delta,2024,palm_oil,10237.14,10237.14,8701.57,20.5,0.15,178.38,1740314.22,3480628.45
Ebonyi,2020,rice,44391.69,66587.54,56599.41,15.5,0.15,877.29,11319881.6,22639763.2
Ebonyi,2020,maize,71026.71,85232.05,75004.2,17.2,0.12,1290.07,15000840.75,30001681.5
Ebonyi,2020,sorghum,26635.02,34625.52,29777.95,16.8,0.14,500.27,5955589.47,11911178.95
Ebonyi,2020,millet,17756.68,19532.34,16993.14,16.5,0.13,280.39,3398627.98,6797255.96
Ebonyi,2020,cassava,88783.39,71026.71,56821.37,14.2,0.2,806.86,11364273.29,22728546.59
Ebonyi,2020,yam,53270.03,31962.02,26208.86,13.8,0.18,361.68,5241771.06,10483542.11
Ebonyi,2020,sweet_potato,13317.51,9322.26,7830.69,14.5,0.16,113.55,1566138.91,3132277.83
Ebonyi,2020,cocoa,8878.34,17756.68,15981.01,18.5,0.1,295.65,3196201.86,6392403.73
Ebonyi,2020,groundnut,22195.85,39952.52,36756.32,17.8,0.08,654.26,7351264.29,14702528.57
Ebonyi,2020,soybean,13317.51,21308.01,18964.13,17.0,0.11,322.39,3792826.21,7585652.42
Ebonyi,2020,sugarcane,4439.17,1331.75,998.81,19.2,0.25,19.18,199762.62,399525.23
Ebonyi,2020,cotton,7102.67,15625.88,13750.77,16.0,0.12,220.01,2750154.14,5500308.27
Ebonyi,2020,palm_oil,17756.68,17756.68,15093.18,20.5,0.15,309.41,3018635.09,6037270.19
Ebonyi,2021,rice,41312.71,61969.06,52673.7,15.5,0.15,816.44,10534740.95,21069481.89
Ebonyi,2021,maize,66100.34,79320.4,69801.95,17.2,0.12,1200.59,13960390.83,27920781.65
Ebonyi,2021,sorghum,24787.63,32223.91,27712.57,16.8,0.14,465.57,5542513.12,11085026.24
Ebonyi,2021,millet,16525.08,18177.59,15814.51,16.5,0.13,260.94,3162901.05,6325802.09
Ebonyi,2021,cassava,82625.42,66100.34,52880.27,14.2,0.2,750.9,10576053.66,21152107.31
Ebonyi,2021,yam,49575.25,29745.15,24391.02,13.8,0.18,336.6,4878204.75,9756409.5
Ebonyi,2021,sweet_potato,12393.81,8675.67,7287.56,14.5,0.16,105.67,1457512.39,2915024.79
Ebonyi,2021,cocoa,8262.54,16525.08,14872.58,18.5,0.1,275.14,2974515.09,5949030.18
Ebonyi,2021,groundnut,20656.35,37181.44,34206.92,17.8,0.08,608.88,6841384.71,13682769.42
Ebonyi,2021,soybean,12393.81,19830.1,17648.79,17.0,0.11,300.03,3529757.91,7059515.82
Ebonyi,2021,sugarcane,4131.27,1239.38,929.54,19.2,0.25,17.85,185907.19,371814.39
Ebonyi,2021,cotton,6610.03,14542.07,12797.02,16.0,0.12,204.75,2559404.98,5118809.97
Ebonyi,2021,palm_oil,16525.08,16525.08,14046.32,20.5,0.15,287.95,2809264.25,5618528.51
Ebonyi,2022,rice,45541.58,68312.37,58065.51,15.5,0.15,900.02,11613102.39,23226204.77
Ebonyi,2022,maize,72866.52,87439.83,76947.05,17.2,0.12,1323.49,15389410.03,30778820.07
Ebonyi,2022,sorghum,27324.95,35522.43,30549.29,16.8,0.14,513.23,6109858.1,12219716.2
Ebonyi,2022,millet,18216.63,20038.29,17433.32,16.5,0.13,287.65,3486663.21,6973326.42
Ebonyi,2022,cassava,91083.16,72866.52,58293.22,14.2,0.2,827.76,11658643.96,23317287.93
Ebonyi,2022,yam,54649.89,32789.94,26887.75,13.8,0.18,371.05,5377549.53,10755099.06
Ebonyi,2022,sweet_potato,13662.47,9563.73,8033.53,14.5,0.16,116.49,1606706.87,3213413.74
Ebonyi,2022,cocoa,9108.32,18216.63,16394.97,18.5,0.1,303.31,3278993.61,6557987.23
Ebonyi,2022,groundnut,22770.79,40987.42,37708.43,17.8,0.08,671.21,7541685.31,15083370.63
Ebonyi,2022,soybean,13662.47,21859.96,19455.36,17.0,0.11,330.74,3891072.42,7782144.85
Ebonyi,2022,sugarcane,4554.16,1366.25,1024.69,19.2,0.25,19.67,204937.1,409874.2
Ebonyi,2022,cotton,7286.65,16030.64,14106.96,16.0,0.12,225.71,2821391.84,5642783.68
Ebonyi,2022,palm_oil,18216.63,18216.63,15484.14,20.5,0.15,317.42,3096827.3,6193654.61
Ebonyi,2023,rice,45470.34,68205.51,57974.68,15.5,0.15,898.61,11594936.66,23189873.31
Ebonyi,2023,maize,72752.54,87303.05,76826.69,17.2,0.12,1321.42,15365337.24,30730674.47
Ebonyi,2023,sorghum,27282.2,35466.87,30501.5,16.8,0.14,512.43,6100300.79,12200601.58
Ebonyi,2023,millet,18188.14,20006.95,17406.05,16.5,0.13,287.2,3481209.22,6962418.43
Ebonyi,2023,cassava,90940.68,72752.54,58202.03,14.2,0.2,826.47,11640407.0,23280813.99
Ebonyi,2023,yam,54564.41,32738.64,26845.69,13.8,0.18,370.47,5369137.73,10738275.45
Ebonyi,2023,sweet_potato,13641.1,9548.77,8020.97,14.5,0.16,116.3,1604193.59,3208387.18
Ebonyi,2023,cocoa,9094.07,18188.14,16369.32,18.5,0.1,302.83,3273864.47,6547728.94
Ebonyi,2023,groundnut,22735.17,40923.31,37649.44,17.8,0.08,670.16,7529888.28,15059776.55
Ebonyi,2023,soybean,13641.1,21825.76,19424.93,17.0,0.11,330.22,3884985.83,7769971.67
Ebonyi,2023,sugarcane,4547.03,1364.11,1023.08,19.2,0.25,19.64,204616.53,409233.06
Ebonyi,2023,cotton,7275.25,16005.56,14084.89,16.0,0.12,225.36,2816978.49,5633956.99
Ebonyi,2023,palm_oil,18188.14,18188.14,15459.92,20.5,0.15,316.93,3091983.11,6183966.22
Ebonyi,2024,rice,39914.64,59871.96,50891.17,15.5,0.15,788.81,10178233.08,20356466.17
Ebonyi,2024,maize,63863.42,76636.11,67439.77,17.2,0.12,1159.96,13487954.99,26975909.99
Ebonyi,2024,sorghum,23948.78,31133.42,26774.74,16.8,0.14,449.82,5354948.04,10709896.08
Ebonyi,2024,millet,15965.86,17562.44,15279.32,16.5,0.13,252.11,3055864.8,6111729.61
Ebonyi,2024,cassava,79829.28,63863.42,51090.74,14.2,0.2,725.49,10218147.72,20436295.45
Ebonyi,2024,yam,47897.57,28738.54,23565.6,13.8,0.18,325.21,4713120.64,9426241.27
Ebonyi,2024,sweet_potato,11974.39,8382.07,7040.94,14.5,0.16,102.09,1408188.48,2816376.97
Ebonyi,2024,cocoa,7982.93,15965.86,14369.27,18.5,0.1,265.83,2873854.05,5747708.09
Ebonyi,2024,groundnut,19957.32,35923.18,33049.32,17.8,0.08,588.28,6609864.31,13219728.62
Ebonyi,2024,soybean,11974.39,19159.03,17051.53,17.0,0.11,289.88,3410306.8,6820613.6
Ebonyi,2024,sugarcane,3991.46,1197.44,898.08,19.2,0.25,17.24,179615.88,359231.76
Ebonyi,2024,cotton,6386.34,14049.95,12363.96,16.0,0.12,197.82,2472791.75,4945583.5
Ebonyi,2024,palm_oil,15965.86,15965.86,13570.98,20.5,0.15,278.21,2714195.49,5428390.98
Edo,2020,rice,33437.48,50156.23,42632.79,15.5,0.15,660.81,8526558.6,17053117.2
Edo,2020,maize,53499.98,64199.97,56495.97,17.2,0.12,971.73,11299194.83,22598389.66
Edo,2020,sorghum,20062.49,26081.24,22429.86,16.8,0.14,376.82,4485972.95,8971945.89
Edo,2020,millet,13374.99,14712.49,12799.87,16.5,0.13,211.2,2559973.83,5119947.66
Edo,2020,cassava,66874.97,53499.98,42799.98,14.2,0.2,607.76,8559996.08,17119992.17
Edo,2020,yam,40124.98,24074.99,19741.49,13.8,0.18,272.43,3948298.19,7896596.39
Edo,2020,sweet_potato,10031.25,7021.87,5898.37,14.5,0.16,85.53,1179674.46,2359348.92
Edo,2020,cocoa,6687.5,13374.99,12037.49,18.5,0.1,222.69,2407498.9,4814997.8
Edo,2020,groundnut,16718.74,30093.74,27686.24,17.8,0.08,492.82,5537247.47,11074494.93
Edo,2020,soybean,10031.25,16049.99,14284.49,17.0,0.11,242.84,2856898.69,5713797.39
Edo,2020,sugarcane,3343.75,1003.12,752.34,19.2,0.25,14.44,150468.68,300937.36
Edo,2020,cotton,5350.0,11769.99,10357.6,16.0,0.12,165.72,2071519.05,4143038.1
Edo,2020,palm_oil,13374.99,13374.99,11368.74,20.5,0.15,233.06,2273748.96,4547497.92
Edo,2021,rice,17105.25,25657.87,21809.19,15.5,0.15,338.04,4361838.0,8723675.99
Edo,2021,maize,27368.4,32842.07,28901.03,17.2,0.12,497.1,5780205.08,11560410.16
Edo,2021,sorghum,10263.15,13342.09,11474.2,16.8,0.14,192.77,2294839.94,4589679.89
Edo,2021,millet,6842.1,7526.31,6547.89,16.5,0.13,108.04,1309577.71,2619155.43
Edo,2021,cassava,34210.49,27368.4,21894.72,14.2,0.2,310.9,4378943.24,8757886.49
Edo,2021,yam,20526.3,12315.78,10098.94,13.8,0.18,139.37,2019787.57,4039575.14
Edo,2021,sweet_potato,5131.57,3592.1,3017.37,14.5,0.16,43.75,603473.12,1206946.23
Edo,2021,cocoa,3421.05,6842.1,6157.89,18.5,0.1,113.92,1231577.79,2463155.57
Edo,2021,groundnut,8552.62,15394.72,14163.14,17.8,0.08,252.1,2832628.91,5665257.82
Edo,2021,soybean,5131.57,8210.52,7307.36,17.0,0.11,124.23,1461472.31,2922944.61
Edo,2021,sugarcane,1710.52,513.16,384.87,19.2,0.25,7.39,76973.61,153947.22
Edo,2021,cotton,2736.84,6021.05,5298.52,16.0,0.12,84.78,1059704.26,2119408.53
Edo,2021,palm_oil,6842.1,6842.1,5815.78,20.5,0.15,119.22,1163156.8,2326313.6
Edo,2022,rice,19676.44,29514.67,25087.47,15.5,0.15,388.86,5017493.1,10034986.2
Edo,2022,maize,31482.31,37778.77,33245.32,17.2,0.12,571.82,6649063.8,13298127.6
Edo,2022,sorghum,11805.87,15347.63,13198.96,16.8,0.14,221.74,2639791.67,5279583.33
Edo,2022,millet,7870.58,8657.64,7532.14,16.5,0.13,124.28,1506428.52,3012857.03
Edo,2022,cassava,39352.89,31482.31,25185.85,14.2,0.2,357.64,5037169.55,10074339.09
Edo,2022,yam,23611.73,14167.04,11616.97,13.8,0.18,160.31,2323394.45,4646788.91
Edo,2022,sweet_potato,5902.93,4132.05,3470.92,14.5,0.16,50.33,694184.93,1388369.86
Edo,2022,cocoa,3935.29,7870.58,7083.52,18.5,0.1,131.05,1416703.93,2833407.87
Edo,2022,groundnut,9838.22,17708.8,16292.1,17.8,0.08,290.0,3258419.05,6516838.1
Edo,2022,soybean,5902.93,9444.69,8405.78,17.0,0.11,142.9,1681155.34,3362310.67
Edo,2022,sugarcane,1967.64,590.29,442.72,19.2,0.25,8.5,88544.0,177087.99
Edo,2022,cotton,3148.23,6926.11,6094.98,16.0,0.12,97.52,1218995.03,2437990.06
Edo,2022,palm_oil,7870.58,7870.58,6689.99,20.5,0.15,137.14,1337998.16,2675996.32
Edo,2023,rice,16858.82,25288.23,21494.99,15.5,0.15,333.17,4298998.72,8597997.45
Edo,2023,maize,26974.11,32368.93,28484.66,17.2,0.12,489.94,5696931.96,11393863.91
Edo,2023,sorghum,10115.29,13149.88,11308.9,16.8,0.14,189.99,2261779.09,4523558.19
Edo,2023,millet,6743.53,7417.88,6453.56,16.5,0.13,106.48,1290711.15,2581422.29
Edo,2023,cassava,33717.64,26974.11,21579.29,14.2,0.2,306.43,4315857.54,8631715.08
Edo,2023,yam,20230.58,12138.35,9953.45,13.8,0.18,137.36,1990689.29,3981378.58
Edo,2023,sweet_potato,5057.65,3540.35,2973.9,14.5,0.16,43.12,594779.12,1189558.24
Edo,2023,cocoa,3371.76,6743.53,6069.17,18.5,0.1,112.28,1213834.93,2427669.87
Edo,2023,groundnut,8429.41,15172.94,13959.1,17.8,0.08,248.47,2791820.35,5583640.7
Edo,2023,soybean,5057.65,8092.23,7202.09,17.0,0.11,122.44,1440417.45,2880834.91
Edo,2023,sugarcane,1685.88,505.76,379.32,19.2,0.25,7.28,75864.68,151729.37
Edo,2023,cotton,2697.41,5934.3,5222.19,16.0,0.12,83.56,1044437.53,2088875.05
Edo,2023,palm_oil,6743.53,6743.53,5732.0,20.5,0.15,117.51,1146399.66,2292799.32
Edo,2024,rice,23227.14,34840.7,29614.6,15.5,0.15,459.03,5922919.46,11845838.92
Edo,2024,maize,37163.42,44596.1,39244.57,17.2,0.12,675.01,7848913.51,15697827.02
Edo,2024,sorghum,13936.28,18117.17,15580.76,16.8,0.14,261.76,3116152.45,6232304.9
Edo,2024,millet,9290.85,10219.94,8891.35,16.5,0.13,146.71,1778269.47,3556538.93
Edo,2024,cassava,46454.27,37163.42,29730.73,14.2,0.2,422.18,5946146.6,11892293.19
Edo,2024,yam,27872.56,16723.54,13713.3,13.8,0.18,189.24,2742660.12,5485320.24
Edo,2024,sweet_potato,6968.14,4877.7,4097.27,14.5,0.16,59.41,819453.33,1638906.66
Edo,2024,cocoa,4645.43,9290.85,8361.77,18.5,0.1,154.69,1672353.73,3344707.46
Edo,2024,groundnut,11613.57,20904.42,19232.07,17.8,0.08,342.33,3846413.58,7692827.16
Edo,2024,soybean,6968.14,11149.02,9922.63,17.0,0.11,168.68,1984526.43,3969052.85
Edo,2024,sugarcane,2322.71,696.81,522.61,19.2,0.25,10.03,104522.11,209044.22
Edo,2024,cotton,3716.34,8175.95,7194.84,16.0,0.12,115.12,1438967.48,2877934.95
Edo,2024,palm_oil,9290.85,9290.85,7897.23,20.5,0.15,161.89,1579445.19,3158890.38
Ekiti,2020,rice,37773.55,56660.32,48161.27,15.5,0.15,746.5,9632254.18,19264508.35
Ekiti,2020,maize,60437.67,72525.21,63822.18,17.2,0.12,1097.74,12764436.59,25528873.19
Ekiti,2020,sorghum,22664.13,29463.37,25338.49,16.8,0.14,425.69,5067698.9,10135397.81
Ekiti,2020,millet,15109.42,16620.36,14459.71,16.5,0.13,238.59,2891942.67,5783885.33
Ekiti,2020,cassava,75547.09,60437.67,48350.14,14.2,0.2,686.57,9670027.72,19340055.45
Ekiti,2020,yam,45328.25,27196.95,22301.5,13.8,0.18,307.76,4460300.29,8920600.57
Ekiti,2020,sweet_potato,11332.06,7932.44,6663.25,14.5,0.16,96.62,1332650.7,2665301.39
Ekiti,2020,cocoa,7554.71,15109.42,13598.48,18.5,0.1,251.57,2719695.3,5439390.59
Ekiti,2020,groundnut,18886.77,33996.19,31276.5,17.8,0.08,556.72,6255299.18,12510598.37
Ekiti,2020,soybean,11332.06,18131.3,16136.86,17.0,0.11,274.33,3227371.75,6454743.51
Ekiti,2020,sugarcane,3777.35,1133.21,849.9,19.2,0.25,16.32,169980.96,339961.91
Ekiti,2020,cotton,6043.77,13296.29,11700.73,16.0,0.12,187.21,2340146.71,4680293.42
Ekiti,2020,palm_oil,15109.42,15109.42,12843.01,20.5,0.15,263.28,2568601.11,5137202.23
Ekiti,2021,rice,36135.52,54203.28,46072.79,15.5,0.15,714.13,9214557.66,18429115.33
Ekiti,2021,maize,57816.83,69380.2,61054.58,17.2,0.12,1050.14,12210915.0,24421830.0
Ekiti,2021,sorghum,21681.31,28185.71,24239.71,16.8,0.14,407.23,4847941.4,9695882.79
Ekiti,2021,millet,14454.21,15899.63,13832.68,16.5,0.13,228.24,2766535.43,5533070.86
Ekiti,2021,cassava,72271.04,57816.83,46253.47,14.2,0.2,656.8,9250693.18,18501386.37
Ekiti,2021,yam,43362.62,26017.57,21334.41,13.8,0.18,294.41,4266882.23,8533764.46
Ekiti,2021,sweet_potato,10840.66,7588.46,6374.31,14.5,0.16,92.43,1274861.15,2549722.31
Ekiti,2021,cocoa,7227.1,14454.21,13008.79,18.5,0.1,240.66,2601757.46,5203514.92
Ekiti,2021,groundnut,18067.76,32521.97,29920.21,17.8,0.08,532.58,5984042.15,11968084.31
Ekiti,2021,soybean,10840.66,17345.05,15437.09,17.0,0.11,262.43,3087418.85,6174837.7
Ekiti,2021,sugarcane,3613.55,1084.07,813.05,19.2,0.25,15.61,162609.84,325219.68
Ekiti,2021,cotton,5781.68,12719.7,11193.34,16.0,0.12,179.09,2238667.75,4477335.5
Ekiti,2021,palm_oil,14454.21,14454.21,12286.08,20.5,0.15,251.86,2457215.38,4914430.75
Ekiti,2022,rice,48437.74,72656.61,61758.12,15.5,0.15,957.25,12351623.75,24703247.5
Ekiti,2022,maize,77500.38,93000.46,81840.41,17.2,0.12,1407.65,16368081.17,32736162.33
Ekiti,2022,sorghum,29062.64,37781.44,32492.04,16.8,0.14,545.87,6498407.22,12996814.45
Ekiti,2022,millet,19375.1,21312.61,18541.97,16.5,0.13,305.94,3708393.39,7416786.78
Ekiti,2022,cassava,96875.48,77500.38,62000.31,14.2,0.2,880.4,12400061.49,24800122.98
Ekiti,2022,yam,58125.29,34875.17,28597.64,13.8,0.18,394.65,5719528.36,11439056.72
Ekiti,2022,sweet_potato,14531.32,10171.93,8544.42,14.5,0.16,123.89,1708883.47,3417766.95
Ekiti,2022,cocoa,9687.55,19375.1,17437.59,18.5,0.1,322.6,3487517.29,6975034.59
Ekiti,2022,groundnut,24218.87,43593.97,40106.45,17.8,0.08,713.89,8021289.78,16042579.55
Ekiti,2022,soybean,14531.32,23250.12,20692.6,17.0,0.11,351.77,4138520.52,8277041.04
Ekiti,2022,sugarcane,4843.77,1453.13,1089.85,19.2,0.25,20.93,217969.83,435939.66
Ekiti,2022,cotton,7750.04,17050.08,15004.07,16.0,0.12,240.07,3000814.88,6001629.76
Ekiti,2022,palm_oil,19375.1,19375.1,16468.83,20.5,0.15,337.61,3293766.33,6587532.67
Ekiti,2023,rice,39363.17,59044.76,50188.04,15.5,0.15,777.91,10037608.48,20075216.97
Ekiti,2023,maize,62981.07,75577.29,66508.01,17.2,0.12,1143.94,13301602.58,26603205.17
Ekiti,2023,sorghum,23617.9,30703.27,26404.81,16.8,0.14,443.6,5280962.96,10561925.92
Ekiti,2023,millet,15745.27,17319.8,15068.22,16.5,0.13,248.63,3013644.34,6027288.67
Ekiti,2023,cassava,78726.34,62981.07,50384.86,14.2,0.2,715.46,10076971.65,20153943.31
Ekiti,2023,yam,47235.8,28341.48,23240.02,13.8,0.18,320.71,4648003.18,9296006.35
Ekiti,2023,sweet_potato,11808.95,8266.27,6943.66,14.5,0.16,100.68,1388732.66,2777465.31
Ekiti,2023,cocoa,7872.63,15745.27,14170.74,18.5,0.1,262.16,2834148.28,5668296.56
Ekiti,2023,groundnut,19681.59,35426.85,32592.71,17.8,0.08,580.15,6518541.04,13037082.08
Ekiti,2023,soybean,11808.95,18894.32,16815.95,17.0,0.11,285.87,3363189.29,6726378.58
Ekiti,2023,sugarcane,3936.32,1180.9,885.67,19.2,0.25,17.0,177134.27,354268.53
Ekiti,2023,cotton,6298.11,13855.84,12193.14,16.0,0.12,195.09,2438627.14,4877254.28
Ekiti,2023,palm_oil,15745.27,15745.27,13383.48,20.5,0.15,274.36,2676695.6,5353391.19
Ekiti,2024,rice,38468.19,57702.28,49046.94,15.5,0.15,760.23,9809387.28,19618774.56
Ekiti,2024,maize,61549.1,73858.92,64995.85,17.2,0.12,1117.93,12999169.21,25998338.43
Ekiti,2024,sorghum,23080.91,30005.18,25804.46,16.8,0.14,433.51,5160891.75,10321783.51
Ekiti,2024,millet,15387.27,16926.0,14725.62,16.5,0.13,242.97,2945124.27,5890248.55
Ekiti,2024,cassava,76936.37,61549.1,49239.28,14.2,0.2,699.2,9847855.46,19695710.93
Ekiti,2024,yam,46161.82,27697.09,22711.62,13.8,0.18,313.42,4542323.33,9084646.67
Ekiti,2024,sweet_potato,11540.46,8078.32,6785.79,14.5,0.16,98.39,1357157.58,2714315.16
Ekiti,2024,cocoa,7693.64,15387.27,13848.55,18.5,0.1,256.2,2769709.35,5539418.7
Ekiti,2024,groundnut,19234.09,34621.37,31851.66,17.8,0.08,566.96,6370331.5,12740663.01
Ekiti,2024,soybean,11540.46,18464.73,16433.61,17.0,0.11,279.37,3286721.76,6573443.52
Ekiti,2024,sugarcane,3846.82,1154.05,865.53,19.2,0.25,16.62,173106.83,346213.67
Ekiti,2024,cotton,6154.91,13540.8,11915.91,16.0,0.12,190.65,2383181.02,4766362.04
Ekiti,2024,palm_oil,15387.27,15387.27,13079.18,20.5,0.15,268.12,2615836.61,5231673.22
Enugu,2020,rice,35853.92,53780.88,45713.75,15.5,0.15,708.56,9142750.02,18285500.05
Enugu,2020,maize,57366.27,68839.53,60578.79,17.2,0.12,1041.96,12115757.21,24231514.42
Enugu,2020,sorghum,21512.35,27966.06,24050.81,16.8,0.14,404.05,4810162.13,9620324.26
Enugu,2020,millet,14341.57,15775.73,13724.88,16.5,0.13,226.46,2744976.24,5489952.49
Enugu,2020,cassava,71707.84,57366.27,45893.02,14.2,0.2,651.68,9178603.95,18357207.89
Enugu,2020,yam,43024.71,25814.82,21168.16,13.8,0.18,292.12,4233631.07,8467262.14
Enugu,2020,sweet_potato,10756.18,7529.32,6324.63,14.5,0.16,91.71,1264926.36,2529852.71
Enugu,2020,cocoa,7170.78,14341.57,12907.41,18.5,0.1,238.79,2581482.36,5162964.72
Enugu,2020,groundnut,17926.96,32268.53,29687.05,17.8,0.08,528.43,5937409.43,11874818.85
Enugu,2020,soybean,10756.18,17209.88,15316.8,17.0,0.11,260.39,3063359.07,6126718.13
Enugu,2020,sugarcane,3585.39,1075.62,806.71,19.2,0.25,15.49,161342.65,322685.29
Enugu,2020,cotton,5736.63,12620.58,11106.11,16.0,0.12,177.7,2221222.15,4442444.31
Enugu,2020,palm_oil,14341.57,14341.57,12190.33,20.5,0.15,249.9,2438066.67,4876133.35
Enugu,2021,rice,28374.85,42562.28,36177.94,15.5,0.15,560.76,7235587.82,14471175.64
Enugu,2021,maize,45399.77,54479.72,47942.15,17.2,0.12,824.61,9588430.73,19176861.46
Enugu,2021,sorghum,17024.91,22132.39,19033.85,16.8,0.14,319.77,3806770.44,7613540.88
Enugu,2021,millet,11349.94,12484.94,10861.89,16.5,0.13,179.22,2172378.84,4344757.67
Enugu,2021,cassava,56749.71,45399.77,36319.81,14.2,0.2,515.74,7263962.67,14527925.35
