# SYNTHETIC/ILLUSTRATIVE DATA - Generated based on published literature ranges. NOT real experimental data. For educational/template purposes only.
Two_Theta_degrees,Intensity_counts,Material,Temperature_C,Phase_ID
45.14,100,LSM,800,Background
45.24,100,LSM,800,Background
45.34,100,LSM,800,Background
45.44,100,LSM,800,Background
45.54,100,LSM,800,Background
45.64,100,LSM,800,Background
45.74,100,LSM,800,Background
45.84,100,LSM,800,Background
45.94,100,LSM,800,Background
46.04,100,LSM,800,Background
46.14,100,LSM,800,Background
46.24,100,LSM,800,Background
46.34,100,LSM,800,Background
46.44,100,LSM,800,Background
46.54,100,LSM,800,Background
46.64,100,LSM,800,Background
46.74,100,LSM,800,Background
46.84,128,LSM,800,Background
46.94,313,LSM,800,Background
47.05,1084,LSM,800,LSM_Peak_47.3
47.15,2847,LSM,800,LSM_Peak_47.3
47.25,4741,LSM,800,LSM_Peak_47.3
47.35,4846,LSM,800,LSM_Peak_47.3
47.45,3040,LSM,800,LSM_Peak_47.3
47.55,1202,LSM,800,LSM_Peak_47.3
47.65,350,LSM,800,Background
47.75,134,LSM,800,Background
47.85,100,LSM,800,Background
47.95,100,LSM,800,Background
48.05,100,LSM,800,Background
48.15,100,LSM,800,Background
48.25,100,LSM,800,Background
48.35,100,LSM,800,Background
48.45,100,LSM,800,Background
48.55,100,LSM,800,Background
48.65,100,LSM,800,Background
48.75,100,LSM,800,Background
48.85,100,LSM,800,Background
48.95,100,LSM,800,Background
49.05,100,LSM,800,Background
49.15,100,LSM,800,Background
49.25,100,LSM,800,Background
49.35,100,LSM,800,Background
49.45,100,LSM,800,Background
49.55,100,LSM,800,Background
49.65,100,LSM,800,Background
49.75,100,LSM,800,Background
49.85,100,LSM,800,Background
49.95,100,LSM,800,Background
50.05,100,LSM,800,Background
50.15,100,LSM,800,Background
50.25,100,LSM,800,Background
50.35,100,LSM,800,Background
50.45,100,LSM,800,Background
50.55,100,LSM,800,Background
50.65,100,LSM,800,Background
50.75,100,LSM,800,Background
50.85,100,LSM,800,Background
50.95,100,LSM,800,Background
51.05,100,LSM,800,Background
51.15,100,LSM,800,Background
51.25,100,LSM,800,Background
51.35,100,LSM,800,Background
51.45,100,LSM,800,Background
51.55,100,LSM,800,Background
51.65,100,LSM,800,Background
51.75,100,LSM,800,Background
51.85,100,LSM,800,Background
51.95,100,LSM,800,Background
52.05,100,LSM,800,Background
52.15,100,LSM,800,Background
52.25,100,LSM,800,Background
52.35,100,LSM,800,Background
52.45,100,LSM,800,Background
52.55,100,LSM,800,Background
52.65,100,LSM,800,Background
52.75,100,LSM,800,Background
52.85,100,LSM,800,Background
52.95,100,LSM,800,Background
53.06,100,LSM,800,Background
53.16,100,LSM,800,Background
53.26,100,LSM,800,Background
53.36,100,LSM,800,Background
53.46,100,LSM,800,Background
53.56,100,LSM,800,Background
53.66,100,LSM,800,Background
53.76,100,LSM,800,Background
53.86,100,LSM,800,Background
53.96,100,LSM,800,Background
54.06,100,LSM,800,Background
54.16,100,LSM,800,Background
54.26,100,LSM,800,Background
54.36,100,LSM,800,Background
54.46,100,LSM,800,Background
54.56,100,LSM,800,Background
54.66,100,LSM,800,Background
54.76,100,LSM,800,Background
54.86,100,LSM,800,Background
54.96,100,LSM,800,Background
55.06,100,LSM,800,Background
55.16,100,LSM,800,Background
55.26,100,LSM,800,Background
55.36,100,LSM,800,Background
55.46,100,LSM,800,Background
55.56,100,LSM,800,Background
55.66,100,LSM,800,Background
55.76,100,LSM,800,Background
55.86,100,LSM,800,Background
55.96,100,LSM,800,Background
56.06,100,LSM,800,Background
56.16,100,LSM,800,Background
56.26,100,LSM,800,Background
56.36,100,LSM,800,Background
56.46,100,LSM,800,Background
56.56,100,LSM,800,Background
56.66,100,LSM,800,Background
56.76,100,LSM,800,Background
56.86,100,LSM,800,Background
56.96,100,LSM,800,Background
57.06,100,LSM,800,Background
57.16,100,LSM,800,Background
57.26,100,LSM,800,Background
57.36,100,LSM,800,Background
57.46,100,LSM,800,Background
57.56,100,LSM,800,Background
57.66,100,LSM,800,Background
57.76,100,LSM,800,Background
57.86,100,LSM,800,Background
57.96,100,LSM,800,Background
58.06,100,LSM,800,Background
58.16,100,LSM,800,Background
58.26,100,LSM,800,Background
58.36,100,LSM,800,Background
58.46,143,LSM,800,Background
58.56,398,LSM,800,Background
58.66,1348,LSM,800,LSM_Peak_58.9
58.76,3261,LSM,800,LSM_Peak_58.9
58.86,4947,LSM,800,LSM_Peak_58.9
58.96,4599,LSM,800,LSM_Peak_58.9
59.07,2629,LSM,800,LSM_Peak_58.9
59.17,960,LSM,800,Background
59.27,277,LSM,800,Background
59.37,122,LSM,800,Background
59.47,100,LSM,800,Background
59.57,100,LSM,800,Background
59.67,100,LSM,800,Background
59.77,100,LSM,800,Background
59.87,100,LSM,800,Background
59.97,100,LSM,800,Background
60.07,100,LSM,800,Background
60.17,100,LSM,800,Background
60.27,100,LSM,800,Background
60.37,100,LSM,800,Background
60.47,100,LSM,800,Background
60.57,100,LSM,800,Background
60.67,100,LSM,800,Background
60.77,100,LSM,800,Background
60.87,100,LSM,800,Background
60.97,100,LSM,800,Background
61.07,100,LSM,800,Background
61.17,100,LSM,800,Background
61.27,100,LSM,800,Background
61.37,100,LSM,800,Background
61.47,100,LSM,800,Background
61.57,100,LSM,800,Background
61.67,100,LSM,800,Background
61.77,100,LSM,800,Background
61.87,100,LSM,800,Background
61.97,100,LSM,800,Background
62.07,100,LSM,800,Background
62.17,100,LSM,800,Background
62.27,100,LSM,800,Background
62.37,100,LSM,800,Background
62.47,100,LSM,800,Background
62.57,100,LSM,800,Background
62.67,100,LSM,800,Background
62.77,100,LSM,800,Background
62.87,100,LSM,800,Background
62.97,100,LSM,800,Background
63.07,100,LSM,800,Background
63.17,100,LSM,800,Background
63.27,100,LSM,800,Background
63.37,100,LSM,800,Background
63.47,100,LSM,800,Background
63.57,100,LSM,800,Background
63.67,100,LSM,800,Background
63.77,100,LSM,800,Background
63.87,100,LSM,800,Background
63.97,100,LSM,800,Background
64.07,100,LSM,800,Background
64.17,100,LSM,800,Background
64.27,100,LSM,800,Background
64.37,100,LSM,800,Background
64.47,100,LSM,800,Background
64.57,100,LSM,800,Background
64.67,100,LSM,800,Background
64.77,100,LSM,800,Background
64.87,100,LSM,800,Background
64.97,100,LSM,800,Background
65.08,100,LSM,800,Background
65.18,100,LSM,800,Background
65.28,100,LSM,800,Background
65.38,100,LSM,800,Background
65.48,100,LSM,800,Background
65.58,100,LSM,800,Background
65.68,100,LSM,800,Background
65.78,100,LSM,800,Background
65.88,100,LSM,800,Background
65.98,100,LSM,800,Background
66.08,100,LSM,800,Background
66.18,100,LSM,800,Background
66.28,100,LSM,800,Background
66.38,100,LSM,800,Background
66.48,100,LSM,800,Background
66.58,100,LSM,800,Background
66.68,100,LSM,800,Background
66.78,100,LSM,800,Background
66.88,100,LSM,800,Background
66.98,100,LSM,800,Background
67.08,100,LSM,800,Background
67.18,100,LSM,800,Background
67.28,100,LSM,800,Background
67.38,100,LSM,800,Background
67.48,100,LSM,800,Background
67.58,100,LSM,800,Background
67.68,100,LSM,800,Background
67.78,100,LSM,800,Background
67.88,100,LSM,800,Background
67.98,100,LSM,800,Background
68.08,100,LSM,800,Background
68.18,100,LSM,800,Background
68.28,100,LSM,800,Background
68.38,100,LSM,800,Background
68.48,100,LSM,800,Background
68.58,100,LSM,800,Background
68.68,100,LSM,800,Background
68.78,100,LSM,800,Background
68.88,100,LSM,800,Background
68.98,100,LSM,800,Background
69.08,100,LSM,800,Background
69.18,100,LSM,800,Background
69.28,100,LSM,800,Background
69.38,100,LSM,800,Background
69.48,100,LSM,800,Background
69.58,100,LSM,800,Background
69.68,100,LSM,800,Background
69.78,100,LSM,800,Background
69.88,100,LSM,800,Background
69.98,100,LSM,800,Background
70.08,100,LSM,800,Background
70.18,100,LSM,800,Background
70.28,100,LSM,800,Background
70.38,100,LSM,800,Background
70.48,100,LSM,800,Background
70.58,100,LSM,800,Background
70.68,100,LSM,800,Background
70.78,100,LSM,800,Background
70.88,100,LSM,800,Background
70.98,100,LSM,800,Background
71.09,100,LSM,800,Background
71.19,100,LSM,800,Background
71.29,100,LSM,800,Background
71.39,100,LSM,800,Background
71.49,100,LSM,800,Background
71.59,100,LSM,800,Background
71.69,100,LSM,800,Background
71.79,100,LSM,800,Background
71.89,100,LSM,800,Background
71.99,100,LSM,800,Background
72.09,100,LSM,800,Background
72.19,100,LSM,800,Background
72.29,100,LSM,800,Background
72.39,100,LSM,800,Background
72.49,100,LSM,800,Background
72.59,100,LSM,800,Background
72.69,100,LSM,800,Background
72.79,100,LSM,800,Background
72.89,100,LSM,800,Background
72.99,100,LSM,800,Background
73.09,100,LSM,800,Background
73.19,100,LSM,800,Background
73.29,100,LSM,800,Background
73.39,100,LSM,800,Background
73.49,100,LSM,800,Background
73.59,100,LSM,800,Background
73.69,100,LSM,800,Background
73.79,100,LSM,800,Background
73.89,100,LSM,800,Background
73.99,100,LSM,800,Background
74.09,100,LSM,800,Background
74.19,100,LSM,800,Background
74.29,100,LSM,800,Background
74.39,100,LSM,800,Background
74.49,100,LSM,800,Background
74.59,100,LSM,800,Background
74.69,100,LSM,800,Background
74.79,100,LSM,800,Background
74.89,100,LSM,800,Background
74.99,100,LSM,800,Background
75.09,100,LSM,800,Background
75.19,100,LSM,800,Background
75.29,100,LSM,800,Background
75.39,100,LSM,800,Background
75.49,100,LSM,800,Background
75.59,100,LSM,800,Background
75.69,100,LSM,800,Background
75.79,100,LSM,800,Background
75.89,100,LSM,800,Background
75.99,100,LSM,800,Background
76.09,100,LSM,800,Background
76.19,100,LSM,800,Background
76.29,100,LSM,800,Background
76.39,100,LSM,800,Background
76.49,100,LSM,800,Background
76.59,100,LSM,800,Background
76.69,100,LSM,800,Background
76.79,100,LSM,800,Background
76.89,100,LSM,800,Background
76.99,100,LSM,800,Background
77.10,100,LSM,800,Background
77.20,100,LSM,800,Background
77.30,100,LSM,800,Background
77.40,100,LSM,800,Background
77.50,100,LSM,800,Background
77.60,100,LSM,800,Background
77.70,100,LSM,800,Background
77.80,100,LSM,800,Background
77.90,100,LSM,800,Background
78.00,100,LSM,800,Background
78.10,100,LSM,800,Background
78.20,100,LSM,800,Background
78.30,100,LSM,800,Background
78.40,100,LSM,800,Background
78.50,100,LSM,800,Background
78.60,100,LSM,800,Background
78.70,100,LSM,800,Background
78.80,100,LSM,800,Background
78.90,100,LSM,800,Background
79.00,100,LSM,800,Background
79.10,100,LSM,800,Background
79.20,100,LSM,800,Background
79.30,100,LSM,800,Background
79.40,100,LSM,800,Background
79.50,100,LSM,800,Background
79.60,100,LSM,800,Background
79.70,100,LSM,800,Background
79.80,100,LSM,800,Background
79.90,100,LSM,800,Background
80.00,100,LSM,800,Background
20.00,100,LSCF,800,Background
20.10,100,LSCF,800,Background
20.20,100,LSCF,800,Background
20.30,100,LSCF,800,Background
20.40,100,LSCF,800,Background
20.50,100,LSCF,800,Background
20.60,100,LSCF,800,Background
20.70,100,LSCF,800,Background
20.80,100,LSCF,800,Background
20.90,100,LSCF,800,Background
21.00,100,LSCF,800,Background
21.10,100,LSCF,800,Background
21.20,100,LSCF,800,Background
21.30,100,LSCF,800,Background
21.40,100,LSCF,800,Background
21.50,100,LSCF,800,Background
21.60,100,LSCF,800,Background
21.70,100,LSCF,800,Background
21.80,100,LSCF,800,Background
21.90,100,LSCF,800,Background
22.00,100,LSCF,800,Background
22.10,100,LSCF,800,Background
22.20,100,LSCF,800,Background
22.30,100,LSCF,800,Background
22.40,100,LSCF,800,Background
22.50,100,LSCF,800,Background
22.60,100,LSCF,800,Background
22.70,100,LSCF,800,Background
22.80,100,LSCF,800,Background
22.90,100,LSCF,800,Background
23.01,100,LSCF,800,Background
23.11,100,LSCF,800,Background
23.21,100,LSCF,800,Background
23.31,100,LSCF,800,Background
23.41,100,LSCF,800,Background
23.51,100,LSCF,800,Background
23.61,111,LSCF,800,Background
23.71,203,LSCF,800,Background
23.81,679,LSCF,800,Background
23.91,2061,LSCF,800,LSCF_Peak_24.1
24.01,4121,LSCF,800,LSCF_Peak_24.1
24.11,5094,LSCF,800,LSCF_Peak_24.1
24.21,3855,LSCF,800,LSCF_Peak_24.1
24.31,1809,LSCF,800,LSCF_Peak_24.1
24.41,571,LSCF,800,Background
24.51,178,LSCF,800,Background
24.61,100,LSCF,800,Background
24.71,100,LSCF,800,Background
24.81,100,LSCF,800,Background
24.91,100,LSCF,800,Background
25.01,100,LSCF,800,Background
25.11,100,LSCF,800,Background
25.21,100,LSCF,800,Background
25.31,100,LSCF,800,Background
25.41,100,LSCF,800,Background
25.51,100,LSCF,800,Background
25.61,100,LSCF,800,Background
25.71,100,LSCF,800,Background
25.81,100,LSCF,800,Background
25.91,100,LSCF,800,Background
26.01,100,LSCF,800,Background
26.11,100,LSCF,800,Background
26.21,100,LSCF,800,Background
26.31,100,LSCF,800,Background
26.41,100,LSCF,800,Background
26.51,100,LSCF,800,Background
26.61,100,LSCF,800,Background
26.71,100,LSCF,800,Background
26.81,100,LSCF,800,Background
26.91,100,LSCF,800,Background
27.01,100,LSCF,800,Background
27.11,100,LSCF,800,Background
27.21,100,LSCF,800,Background
27.31,100,LSCF,800,Background
27.41,100,LSCF,800,Background
27.51,100,LSCF,800,Background
27.61,100,LSCF,800,Background
27.71,100,LSCF,800,Background
27.81,100,LSCF,800,Background
27.91,100,LSCF,800,Background
28.01,100,LSCF,800,Background
28.11,100,LSCF,800,Background
28.21,100,LSCF,800,Background
28.31,100,LSCF,800,Background
28.41,100,LSCF,800,Background
28.51,100,LSCF,800,Background
28.61,100,LSCF,800,Background
28.71,100,LSCF,800,Background
28.81,100,LSCF,800,Background
28.91,100,LSCF,800,Background
29.02,100,LSCF,800,Background
29.12,100,LSCF,800,Background
29.22,100,LSCF,800,Background
29.32,100,LSCF,800,Background
29.42,100,LSCF,800,Background
29.52,100,LSCF,800,Background
29.62,100,LSCF,800,Background
29.72,100,LSCF,800,Background
29.82,100,LSCF,800,Background
29.92,100,LSCF,800,Background
30.02,100,LSCF,800,Background
30.12,100,LSCF,800,Background
30.22,100,LSCF,800,Background
30.32,100,LSCF,800,Background
30.42,100,LSCF,800,Background
30.52,100,LSCF,800,Background
30.62,100,LSCF,800,Background
30.72,100,LSCF,800,Background
30.82,100,LSCF,800,Background
30.92,100,LSCF,800,Background
31.02,100,LSCF,800,Background
31.12,100,LSCF,800,Background
31.22,100,LSCF,800,Background
31.32,100,LSCF,800,Background
31.42,100,LSCF,800,Background
31.52,100,LSCF,800,Background
31.62,100,LSCF,800,Background
31.72,100,LSCF,800,Background
31.82,100,LSCF,800,Background
31.92,100,LSCF,800,Background
32.02,100,LSCF,800,Background
32.12,100,LSCF,800,Background
32.22,100,LSCF,800,Background
32.32,100,LSCF,800,Background
32.42,100,LSCF,800,Background
32.52,100,LSCF,800,Background
32.62,100,LSCF,800,Background
32.72,116,LSCF,800,Background
32.82,238,LSCF,800,Background
32.92,819,LSCF,800,Background
33.02,2358,LSCF,800,LSCF_Peak_33.2
33.12,4392,LSCF,800,LSCF_Peak_33.2
33.22,5039,LSCF,800,LSCF_Peak_33.2
33.32,3542,LSCF,800,LSCF_Peak_33.2
33.42,1552,LSCF,800,LSCF_Peak_33.2
33.52,471,LSCF,800,Background
33.62,157,LSCF,800,Background
33.72,100,LSCF,800,Background
33.82,100,LSCF,800,Background
33.92,100,LSCF,800,Background
34.02,100,LSCF,800,Background
34.12,100,LSCF,800,Background
34.22,100,LSCF,800,Background
34.32,100,LSCF,800,Background
34.42,100,LSCF,800,Background
34.52,100,LSCF,800,Background
34.62,100,LSCF,800,Background
34.72,100,LSCF,800,Background
34.82,100,LSCF,800,Background
34.92,100,LSCF,800,Background
35.03,100,LSCF,800,Background
35.13,100,LSCF,800,Background
35.23,100,LSCF,800,Background
35.33,100,LSCF,800,Background
35.43,100,LSCF,800,Background
35.53,100,LSCF,800,Background
35.63,100,LSCF,800,Background
35.73,100,LSCF,800,Background
35.83,100,LSCF,800,Background
35.93,100,LSCF,800,Background
36.03,100,LSCF,800,Background
36.13,100,LSCF,800,Background
36.23,100,LSCF,800,Background
36.33,100,LSCF,800,Background
36.43,100,LSCF,800,Background
36.53,100,LSCF,800,Background
36.63,100,LSCF,800,Background
36.73,100,LSCF,800,Background
36.83,100,LSCF,800,Background
36.93,100,LSCF,800,Background
37.03,100,LSCF,800,Background
37.13,100,LSCF,800,Background
37.23,100,LSCF,800,Background
37.33,100,LSCF,800,Background
37.43,100,LSCF,800,Background
37.53,100,LSCF,800,Background
37.63,100,LSCF,800,Background
37.73,100,LSCF,800,Background
37.83,100,LSCF,800,Background
37.93,100,LSCF,800,Background
38.03,100,LSCF,800,Background
38.13,100,LSCF,800,Background
38.23,100,LSCF,800,Background
38.33,100,LSCF,800,Background
38.43,100,LSCF,800,Background
38.53,100,LSCF,800,Background
38.63,100,LSCF,800,Background
38.73,100,LSCF,800,Background
38.83,100,LSCF,800,Background
38.93,100,LSCF,800,Background
39.03,100,LSCF,800,Background
39.13,100,LSCF,800,Background
39.23,100,LSCF,800,Background
39.33,100,LSCF,800,Background
39.43,100,LSCF,800,Background
39.53,100,LSCF,800,Background
39.63,100,LSCF,800,Background
39.73,100,LSCF,800,Background
39.83,100,LSCF,800,Background
39.93,100,LSCF,800,Background
40.03,100,LSCF,800,Background
40.13,100,LSCF,800,Background
40.23,100,LSCF,800,Background
40.33,100,LSCF,800,Background
40.43,100,LSCF,800,Background
40.53,122,LSCF,800,Background
40.63,276,LSCF,800,Background
40.73,958,LSCF,800,Background
40.83,2625,LSCF,800,LSCF_Peak_41.0
40.93,4597,LSCF,800,LSCF_Peak_41.0
41.04,4948,LSCF,800,LSCF_Peak_41.0
41.14,3265,LSCF,800,LSCF_Peak_41.0
41.24,1351,LSCF,800,LSCF_Peak_41.0
41.34,399,LSCF,800,Background
41.44,143,LSCF,800,Background
41.54,100,LSCF,800,Background
41.64,100,LSCF,800,Background
41.74,100,LSCF,800,Background
41.84,100,LSCF,800,Background
41.94,100,LSCF,800,Background
42.04,100,LSCF,800,Background
42.14,100,LSCF,800,Background
42.24,100,LSCF,800,Background
42.34,100,LSCF,800,Background
42.44,100,LSCF,800,Background
42.54,100,LSCF,800,Background
42.64,100,LSCF,800,Background
42.74,100,LSCF,800,Background
42.84,100,LSCF,800,Background
42.94,100,LSCF,800,Background
43.04,100,LSCF,800,Background
43.14,100,LSCF,800,Background
43.24,100,LSCF,800,Background
43.34,100,LSCF,800,Background
43.44,100,LSCF,800,Background
43.54,100,LSCF,800,Background
43.64,100,LSCF,800,Background
43.74,100,LSCF,800,Background
43.84,100,LSCF,800,Background
43.94,100,LSCF,800,Background
44.04,100,LSCF,800,Background
44.14,100,LSCF,800,Background
44.24,100,LSCF,800,Background
44.34,100,LSCF,800,Background
44.44,100,LSCF,800,Background
44.54,100,LSCF,800,Background
44.64,100,LSCF,800,Background
44.74,100,LSCF,800,Background
44.84,100,LSCF,800,Background
44.94,100,LSCF,800,Background
45.04,100,LSCF,800,Background
45.14,100,LSCF,800,Background
45.24,100,LSCF,800,Background
45.34,100,LSCF,800,Background
45.44,100,LSCF,800,Background
45.54,100,LSCF,800,Background
45.64,100,LSCF,800,Background
45.74,100,LSCF,800,Background
45.84,100,LSCF,800,Background
45.94,100,LSCF,800,Background
46.04,100,LSCF,800,Background
46.14,100,LSCF,800,Background
46.24,100,LSCF,800,Background
46.34,100,LSCF,800,Background
46.44,100,LSCF,800,Background
46.54,100,LSCF,800,Background
46.64,100,LSCF,800,Background
46.74,100,LSCF,800,Background
46.84,100,LSCF,800,Background
46.94,100,LSCF,800,Background
47.05,100,LSCF,800,Background
47.15,100,LSCF,800,Background
47.25,100,LSCF,800,Background
47.35,100,LSCF,800,Background
47.45,100,LSCF,800,Background
47.55,100,LSCF,800,Background
47.65,128,LSCF,800,Background
47.75,318,LSCF,800,Background
47.85,1101,LSCF,800,LSCF_Peak_48.1
47.95,2875,LSCF,800,LSCF_Peak_48.1
48.05,4757,LSCF,800,LSCF_Peak_48.1
48.15,4832,LSCF,800,LSCF_Peak_48.1
48.25,3011,LSCF,800,LSCF_Peak_48.1
48.35,1184,LSCF,800,LSCF_Peak_48.1
48.45,344,LSCF,800,Background
48.55,133,LSCF,800,Background
48.65,100,LSCF,800,Background
48.75,100,LSCF,800,Background
48.85,100,LSCF,800,Background
48.95,100,LSCF,800,Background
49.05,100,LSCF,800,Background
49.15,100,LSCF,800,Background
49.25,100,LSCF,800,Background
49.35,100,LSCF,800,Background
49.45,100,LSCF,800,Background
49.55,100,LSCF,800,Background
49.65,100,LSCF,800,Background
49.75,100,LSCF,800,Background
49.85,100,LSCF,800,Background
49.95,100,LSCF,800,Background
50.05,100,LSCF,800,Background
50.15,100,LSCF,800,Background
50.25,100,LSCF,800,Background
50.35,100,LSCF,800,Background
50.45,100,LSCF,800,Background
50.55,100,LSCF,800,Background
50.65,100,LSCF,800,Background
50.75,100,LSCF,800,Background
50.85,100,LSCF,800,Background
50.95,100,LSCF,800,Background
51.05,100,LSCF,800,Background
51.15,100,LSCF,800,Background
51.25,100,LSCF,800,Background
51.35,100,LSCF,800,Background
51.45,100,LSCF,800,Background
51.55,100,LSCF,800,Background
51.65,100,LSCF,800,Background
51.75,100,LSCF,800,Background
51.85,100,LSCF,800,Background
51.95,100,LSCF,800,Background
52.05,100,LSCF,800,Background
52.15,100,LSCF,800,Background
52.25,100,LSCF,800,Background
52.35,100,LSCF,800,Background
52.45,100,LSCF,800,Background
52.55,100,LSCF,800,Background
52.65,100,LSCF,800,Background
52.75,100,LSCF,800,Background
52.85,100,LSCF,800,Background
52.95,100,LSCF,800,Background
53.06,100,LSCF,800,Background
53.16,100,LSCF,800,Background
53.26,100,LSCF,800,Background
53.36,100,LSCF,800,Background
53.46,100,LSCF,800,Background
53.56,100,LSCF,800,Background
53.66,100,LSCF,800,Background
53.76,100,LSCF,800,Background
53.86,100,LSCF,800,Background
53.96,100,LSCF,800,Background
54.06,100,LSCF,800,Background
54.16,100,LSCF,800,Background
54.26,100,LSCF,800,Background
54.36,100,LSCF,800,Background
54.46,100,LSCF,800,Background
54.56,100,LSCF,800,Background
54.66,100,LSCF,800,Background
54.76,100,LSCF,800,Background
54.86,100,LSCF,800,Background
54.96,100,LSCF,800,Background
55.06,100,LSCF,800,Background
55.16,100,LSCF,800,Background
55.26,100,LSCF,800,Background
55.36,100,LSCF,800,Background
55.46,100,LSCF,800,Background
55.56,100,LSCF,800,Background
55.66,100,LSCF,800,Background
55.76,100,LSCF,800,Background
55.86,100,LSCF,800,Background
55.96,100,LSCF,800,Background
56.06,100,LSCF,800,Background
56.16,100,LSCF,800,Background
56.26,100,LSCF,800,Background
56.36,100,LSCF,800,Background
56.46,100,LSCF,800,Background
56.56,100,LSCF,800,Background
56.66,100,LSCF,800,Background
56.76,100,LSCF,800,Background
56.86,100,LSCF,800,Background
56.96,100,LSCF,800,Background
57.06,100,LSCF,800,Background
57.16,100,LSCF,800,Background
57.26,100,LSCF,800,Background
57.36,100,LSCF,800,Background
57.46,100,LSCF,800,Background
57.56,100,LSCF,800,Background
57.66,100,LSCF,800,Background
57.76,100,LSCF,800,Background
57.86,100,LSCF,800,Background
57.96,100,LSCF,800,Background
58.06,100,LSCF,800,Background
58.16,100,LSCF,800,Background
58.26,100,LSCF,800,Background
58.36,100,LSCF,800,Background
58.46,100,LSCF,800,Background
58.56,100,LSCF,800,Background
58.66,100,LSCF,800,Background
58.76,100,LSCF,800,Background
58.86,100,LSCF,800,Background
58.96,100,LSCF,800,Background
59.07,144,LSCF,800,Background
59.17,403,LSCF,800,Background
59.27,1363,LSCF,800,LSCF_Peak_59.5
59.37,3283,LSCF,800,LSCF_Peak_59.5
59.47,4955,LSCF,800,LSCF_Peak_59.5
59.57,4584,LSCF,800,LSCF_Peak_59.5
59.67,2608,LSCF,800,LSCF_Peak_59.5
59.77,949,LSCF,800,Background
59.87,274,LSCF,800,Background
59.97,121,LSCF,800,Background
60.07,100,LSCF,800,Background
60.17,100,LSCF,800,Background
60.27,100,LSCF,800,Background
60.37,100,LSCF,800,Background
60.47,100,LSCF,800,Background
60.57,100,LSCF,800,Background
60.67,100,LSCF,800,Background
60.77,100,LSCF,800,Background
60.87,100,LSCF,800,Background
60.97,100,LSCF,800,Background
61.07,100,LSCF,800,Background
61.17,100,LSCF,800,Background
61.27,100,LSCF,800,Background
61.37,100,LSCF,800,Background
61.47,100,LSCF,800,Background
61.57,100,LSCF,800,Background
61.67,100,LSCF,800,Background
61.77,100,LSCF,800,Background
61.87,100,LSCF,800,Background
61.97,100,LSCF,800,Background
62.07,100,LSCF,800,Background
62.17,100,LSCF,800,Background
62.27,100,LSCF,800,Background
62.37,100,LSCF,800,Background
62.47,100,LSCF,800,Background
62.57,100,LSCF,800,Background
62.67,100,LSCF,800,Background
62.77,100,LSCF,800,Background
62.87,100,LSCF,800,Background
62.97,100,LSCF,800,Background
63.07,100,LSCF,800,Background
63.17,100,LSCF,800,Background
63.27,100,LSCF,800,Background
63.37,100,LSCF,800,Background
63.47,100,LSCF,800,Background
63.57,100,LSCF,800,Background
63.67,100,LSCF,800,Background
63.77,100,LSCF,800,Background
63.87,100,LSCF,800,Background
63.97,100,LSCF,800,Background
64.07,100,LSCF,800,Background
64.17,100,LSCF,800,Background
64.27,100,LSCF,800,Background
64.37,100,LSCF,800,Background
64.47,100,LSCF,800,Background
64.57,100,LSCF,800,Background
64.67,100,LSCF,800,Background
64.77,100,LSCF,800,Background
64.87,100,LSCF,800,Background
64.97,100,LSCF,800,Background
65.08,100,LSCF,800,Background
65.18,100,LSCF,800,Background
65.28,100,LSCF,800,Background
65.38,100,LSCF,800,Background
65.48,100,LSCF,800,Background
65.58,100,LSCF,800,Background
65.68,100,LSCF,800,Background
65.78,100,LSCF,800,Background
65.88,100,LSCF,800,Background
65.98,100,LSCF,800,Background
66.08,100,LSCF,800,Background
66.18,100,LSCF,800,Background
66.28,100,LSCF,800,Background
66.38,100,LSCF,800,Background
66.48,100,LSCF,800,Background
66.58,100,LSCF,800,Background
66.68,100,LSCF,800,Background
66.78,100,LSCF,800,Background
66.88,100,LSCF,800,Background
66.98,100,LSCF,800,Background
67.08,100,LSCF,800,Background
67.18,100,LSCF,800,Background
67.28,100,LSCF,800,Background
67.38,100,LSCF,800,Background
67.48,100,LSCF,800,Background
67.58,100,LSCF,800,Background
67.68,100,LSCF,800,Background
67.78,100,LSCF,800,Background
67.88,100,LSCF,800,Background
67.98,100,LSCF,800,Background
68.08,100,LSCF,800,Background
68.18,100,LSCF,800,Background
68.28,100,LSCF,800,Background
68.38,100,LSCF,800,Background
68.48,100,LSCF,800,Background
68.58,100,LSCF,800,Background
68.68,100,LSCF,800,Background
68.78,100,LSCF,800,Background
68.88,100,LSCF,800,Background
68.98,100,LSCF,800,Background
69.08,100,LSCF,800,Background
69.18,100,LSCF,800,Background
69.28,100,LSCF,800,Background
69.38,100,LSCF,800,Background
69.48,100,LSCF,800,Background
69.58,100,LSCF,800,Background
69.68,100,LSCF,800,Background
69.78,100,LSCF,800,Background
69.88,100,LSCF,800,Background
69.98,100,LSCF,800,Background
70.08,100,LSCF,800,Background
70.18,100,LSCF,800,Background
70.28,100,LSCF,800,Background
70.38,100,LSCF,800,Background
70.48,100,LSCF,800,Background
70.58,100,LSCF,800,Background
70.68,100,LSCF,800,Background
70.78,100,LSCF,800,Background
70.88,100,LSCF,800,Background
70.98,100,LSCF,800,Background
71.09,100,LSCF,800,Background
71.19,100,LSCF,800,Background
71.29,100,LSCF,800,Background
71.39,100,LSCF,800,Background
71.49,100,LSCF,800,Background
71.59,100,LSCF,800,Background
71.69,100,LSCF,800,Background
