participant_id,age,gender,education,income,banking_years,prev_incident,tech_comfort,t1_attitude,t1_subjective_norm,t1_pbc,t1_intention,t1_knowledge,t1_risk_perception,t1_trust_banking,t2_srb1_check_statements,t2_srb2_strong_passwords,t2_srb3_two_factor_auth,t2_srb4_logout_after_use,t2_srb5_verify_alerts,t2_srb_composite,t2_objective_scenario1_phishing_sms,t2_objective_scenario2_suspicious_email,t2_objective_scenario3_public_wifi,t2_objective_scenario4_password_sharing,t2_objective_scenario5_suspicious_app,t2_objective_score,t2_intention_behavior_gap,t2_gap_category,t2_gap_pbc_moderated,t2_gap_age_moderated,t2_gap_incident_moderated,time_gap_weeks,t2_dropout,completion_status
P0468,45,Female,Bachelor's,20000.0,1,0,4.52,5.57,4.44,4.06,2.66,3.87,5.34,6.75,2.8363015718558438,3.631054732034243,3.8355363348599396,4.975554360719635,3.4275893007059333,3.74,1.0,1.0,1.0,2.0,1.0,6.01,1.86,Overperformer,1.8264403605899588,1.882994057602339,1.857994057602339,2.45,0,Complete
P0469,26,Female,Master's,88024.31,12,0,2.75,5.36,4.27,2.18,4.18,4.27,7.0,3.91,2.4023127771393105,3.476228580018727,3.3355187042309793,3.24006835305942,3.189749038570455,3.13,2.0,1.0,2.0,2.0,2.0,8.95,0.48,Slight Overperformer,0.7493536379895617,0.41434625168506206,0.48434625168506207,5.42,0,Complete
P0470,51,Male,Bachelor's,20000.0,10,0,3.31,3.85,5.3,5.68,4.42,5.6,5.73,5.26,3.530912691001784,3.696153669418536,3.2015773655358775,4.285779371930284,2.2638219677098026,3.4,1.0,0.0,1.0,2.0,1.0,5.53,0.63,Slight Overperformer,0.31246943980167546,0.683651332032058,0.6286513320320579,3.22,0,Complete
P0471,27,Female,Master's,30843.96,14,0,4.08,3.71,5.86,4.11,6.28,2.25,6.54,2.31,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,0.0,1.0,2.0,6.16,3.3,Overperformer,3.191172972761602,3.2388183082002615,3.3038183082002615,3.23,0,Complete
P0472,52,Female,Bachelor's,200000.0,2,0,3.08,5.11,5.32,5.82,4.6,4.43,4.83,4.79,2.15947457133942,2.1984756393588527,1.9471729106745495,4.075623488459173,2.13486519683052,2.5,2.0,2.0,2.0,2.0,0.0,6.63,-0.35,Slight Underperformer,-0.1600428374856522,-0.29257711544495507,-0.35257711544495507,4.41,0,Complete
P0473,27,Female,Bachelor's,35967.29,8,0,3.74,5.3,4.64,4.89,4.55,1.71,7.0,4.93,2.188011014656238,3.4487705849311636,2.299405129076483,2.702100354926472,2.97439628911457,2.72,2.0,1.0,1.0,0.0,1.0,3.93,-0.11,Slight Overperformer,-0.07757903425366439,-0.1709895753917095,-0.1059895753917095,3.26,0,Complete
P0474,28,Male,High School,20000.0,4,0,4.25,5.21,4.6,3.26,4.23,4.65,6.65,4.99,2.8444560775400687,3.0743304833981973,1.0931595526437465,,3.0080451007676134,2.52,2.0,1.0,0.0,1.0,2.0,5.83,-0.15,Slight Underperformer,-0.1838952257090872,-0.2106046018979017,-0.1506046018979017,5.2,0,Complete
P0475,23,Female,Master's,34685.67,1,0,5.1,6.01,6.02,4.58,3.96,3.84,7.0,7.0,4.739025569757454,3.579005726894508,3.530985242537198,3.5584125073050266,3.950624441286212,3.87,2.0,2.0,2.0,0.0,2.0,8.47,1.34,Overperformer,1.104109301816355,1.2524431538958414,1.3374431538958413,5.86,0,Complete
P0476,24,Female,High School,34869.21,11,0,5.92,4.94,5.4,6.33,5.38,6.91,5.56,3.98,2.4731043534933805,3.930078257476249,2.514450297798269,1.0,2.423977263589063,2.47,1.0,2.0,2.0,2.0,0.0,7.06,-0.78,Slight Underperformer,-0.23419879408424826,-0.8593691906742514,-0.7793691906742515,2.0,0,Complete
P0477,30,Male,Master's,41295.96,2,0,3.8,5.88,4.89,4.29,4.49,1.68,4.12,5.87,2.624873368497359,,3.5053339048779915,5.336692667599215,5.684542773490792,4.37,1.0,0.0,2.0,2.0,1.0,5.99,1.57,Overperformer,1.4339374058030776,1.5211891434940343,1.5711891434940344,4.52,0,Complete
P0478,33,Female,Master's,61685.88,7,1,6.5,5.03,4.75,3.05,3.44,6.06,6.01,5.48,1.0598021927085912,1.0,1.0,1.1415158089718789,1.0477325469945171,1.05,2.0,1.0,1.0,2.0,2.0,8.47,-1.22,Underperformer,-1.5709855258994494,-1.257920214147359,-0.7229202141473592,2.0,0,Complete
P0479,44,Male,Master's,20000.0,4,0,5.91,7.0,5.25,2.28,5.0,1.44,3.63,3.92,3.4943875677509904,4.712448929086218,2.2733657146480812,3.449834353702236,3.3506138312396656,3.46,2.0,2.0,0.0,2.0,0.0,6.08,0.4,Slight Overperformer,0.6082727531708795,0.42090990314287025,0.4009099031428702,2.64,0,Complete
P0480,29,Male,Bachelor's,140089.73,6,0,5.26,5.3,4.19,3.42,3.07,2.01,5.13,5.85,1.7614335844496551,1.464790340031997,1.2242028010119999,1.0,2.270949328426423,1.54,2.0,1.0,2.0,1.0,2.0,7.47,-0.55,Slight Underperformer,-0.6411297557487898,-0.6009633399413311,-0.5459633399413311,4.48,0,Complete
P0481,35,Female,Bachelor's,44182.83,10,0,4.73,7.0,5.87,3.93,5.06,1.48,5.71,4.59,,,,,,,,,,,,,,Missing,,,,3.06,1,Incomplete
P0482,33,Female,Bachelor's,64954.04,6,0,4.98,5.62,3.4,5.65,5.79,4.38,7.0,5.94,,2.287301493207773,3.9505089861587894,3.1131366819607296,1.9022388496471763,2.84,1.0,1.0,0.0,2.0,1.0,4.5,-0.62,Slight Underperformer,-0.3118018045947545,-0.6516961645304974,-0.6166961645304974,4.26,0,Complete
P0483,37,Male,High School,21971.04,3,0,6.28,4.94,4.27,2.93,2.94,2.24,5.85,7.0,2.9831599372976427,2.853532424646208,2.988565631180667,4.150250282373078,1.7690264360862944,2.95,2.0,0.0,2.0,2.0,0.0,7.24,0.92,Overperformer,1.219276125853067,0.9081648287640359,0.9231648287640359,4.03,0,Complete
P0484,25,Female,Bachelor's,101631.19,18,0,6.34,4.12,5.59,6.68,4.79,1.98,5.65,5.0,4.25008725489515,5.347163158902935,3.874124938743085,4.558030998765663,4.917647071243872,4.59,2.0,0.0,0.0,1.0,0.0,3.08,1.64,Overperformer,0.32370773249434626,1.564655722994807,1.639655722994807,2.35,0,Complete
P0485,26,Female,High School,29565.34,4,1,6.5,3.47,3.33,2.63,4.63,4.3,5.43,4.43,1.0,,1.0,1.1157515670222296,1.0,1.02,2.0,1.0,1.0,2.0,1.0,7.99,-1.85,Underperformer,-2.6105422658823048,-1.9193447156652157,-1.3493447156652156,4.66,0,Complete
P0486,25,Female,Bachelor's,45344.4,3,0,4.56,4.01,2.76,7.0,4.93,4.68,4.02,6.17,4.033922714119489,3.917650895992394,3.8402411830166905,2.348925048992395,4.051894093826311,3.64,2.0,1.0,0.0,2.0,0.0,4.71,0.62,Slight Overperformer,0.06156680825211469,0.5406680825211445,0.6156680825211445,4.3,0,Complete
P0487,47,Male,High School,20000.0,5,0,5.33,4.14,4.88,6.92,4.58,4.06,5.59,6.62,4.5306912911657555,2.1690462346659167,2.307627435887509,2.7783763426514807,3.062059398329511,2.97,1.0,2.0,2.0,2.0,2.0,9.67,0.12,Slight Overperformer,0.015447512590964496,0.15830172866568967,0.12330172866568967,4.04,0,Complete
P0488,52,Female,High School,20000.0,2,0,6.52,5.67,2.59,4.7,4.74,3.76,5.61,3.65,3.0917239620288495,2.64388546916805,3.741539923772416,2.7544729189309534,3.8148981830129234,3.21,2.0,2.0,0.0,2.0,2.0,7.79,0.28,Slight Overperformer,0.22323860494111447,0.3423267132847307,0.2823267132847307,3.35,0,Complete
P0489,26,Male,Some College,62979.48,3,1,3.56,4.57,3.11,2.19,2.42,6.74,4.43,4.21,,,,,,,,,,,,,,Missing,,,,4.39,1,Incomplete
P0490,26,Male,Some College,25466.38,5,0,4.02,5.42,5.78,4.42,3.3,4.22,4.19,5.68,1.0,1.0,1.1131040078256405,1.0,1.0487124046973104,1.03,0.0,2.0,2.0,1.0,2.0,6.83,-1.17,Underperformer,-1.0240691137481988,-1.242672378562929,-1.172672378562929,2.71,0,Complete
P0491,38,Female,Bachelor's,20000.0,7,0,4.52,6.74,4.53,3.96,5.61,5.21,4.97,4.63,4.815359694802967,5.574634409876311,4.677471704992985,6.558083478676182,4.415296922039948,5.21,2.0,2.0,1.0,2.0,2.0,8.79,1.85,Overperformer,1.8697504997720755,1.8367160369521802,1.8467160369521802,2.99,0,Complete
P0492,54,Female,High School,21708.37,6,0,5.85,5.09,6.47,2.72,3.03,4.21,5.57,3.56,3.098301820173132,3.168287832614665,2.263894410249658,2.960965937574325,3.1589872429695753,2.93,2.0,2.0,0.0,2.0,1.0,6.52,0.86,Overperformer,1.1947984411668355,0.9325454046981421,0.862545404698142,4.32,0,Complete
P0493,59,Other,Bachelor's,63523.33,8,0,5.87,7.0,3.23,4.91,6.67,2.35,5.0,5.5,4.820037659203817,4.488777297997207,2.5235693715305683,3.0219728339696053,2.4126747475004997,3.45,0.0,2.0,0.0,2.0,2.0,5.99,-0.44,Slight Underperformer,-0.3200930063658156,-0.344823552127959,-0.439823552127959,5.03,0,Complete
P0494,25,Female,High School,21955.43,5,0,4.15,3.79,4.68,3.35,3.02,4.82,4.34,5.67,1.8809349772091775,2.520177230750633,1.0,1.0,1.2510364972712666,1.53,0.0,1.0,1.0,2.0,0.0,3.72,-0.53,Slight Underperformer,-0.6381593590655709,-0.6086092396263196,-0.5336092396263197,3.52,0,Complete
P0495,27,Male,Bachelor's,33053.28,11,1,2.24,5.02,5.32,3.5,5.68,3.02,5.82,4.37,4.2177217467917725,1.0,2.379990304889694,2.176297365707115,3.654068258818228,2.69,0.0,0.0,1.0,2.0,1.0,4.08,-0.71,Slight Underperformer,-0.8156603059240946,-0.7741092298609771,-0.20910922986097713,4.46,0,Complete
P0496,34,Female,Bachelor's,36754.73,9,0,4.87,4.55,3.28,4.21,2.61,3.86,6.09,4.88,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,8.47,-0.86,Underperformer,-0.804687552213835,-0.8901270162343144,-0.8601270162343144,4.2,0,Complete
P0497,35,Female,Bachelor's,20000.0,7,0,3.12,6.32,6.14,3.7,5.42,4.46,5.63,4.05,2.619903951976656,4.916518379596116,3.6411291118946023,3.190907948462936,4.256351922234414,3.72,2.0,2.0,0.0,2.0,2.0,8.49,0.46,Slight Overperformer,0.4982792577949354,0.4315247265359762,0.4565247265359762,4.41,0,Complete
P0498,29,Female,Bachelor's,20000.0,12,0,2.27,2.51,5.46,7.0,5.05,1.09,4.88,3.38,4.845794181199611,4.3649784313313384,,3.307745932490087,,4.41,2.0,2.0,2.0,2.0,1.0,8.55,1.33,Overperformer,0.1331067391069185,1.2760673910691824,1.3310673910691824,3.31,0,Complete
P0499,24,Female,Some College,47525.53,12,0,2.6,3.47,2.71,3.75,3.75,1.59,6.15,4.15,3.5759272239762905,1.8749489847608203,,3.1286853641522248,1.9604982728132108,2.54,1.0,2.0,2.0,2.0,1.0,8.56,0.11,Slight Overperformer,0.11392399935792322,0.025975798977035572,0.10597579897703557,3.85,0,Complete
P0500,30,Female,Bachelor's,20138.25,6,0,4.99,5.07,4.75,5.12,5.29,5.36,5.29,4.9,,,,,,,,,,,,,,Missing,,,,3.96,1,Incomplete
P0501,59,Male,Some College,84573.81,4,0,6.54,7.0,5.3,4.7,4.64,3.0,4.19,2.88,1.0,4.835723899658577,1.4921738789683079,2.6023420409794475,3.8899949450486493,2.76,0.0,1.0,2.0,2.0,2.0,6.89,-0.11,Slight Overperformer,-0.08958195496841118,-0.018555790666783006,-0.11355579066678301,5.5,0,Complete
P0502,26,Female,Bachelor's,78703.72,6,0,4.56,5.47,4.03,4.99,3.4,3.08,6.64,4.25,1.0,1.0,,1.0,1.5884800943444288,1.48,2.0,2.0,2.0,2.0,2.0,10.0,-0.78,Slight Underperformer,-0.5450424418804727,-0.8465853077990433,-0.7765853077990432,2.9,0,Complete
P0503,33,Female,Bachelor's,64559.01,5,0,4.82,3.58,2.88,5.1,3.65,4.25,5.89,4.91,,2.8035870016706035,1.0,1.0,1.0953971044628972,1.55,2.0,2.0,2.0,2.0,2.0,9.75,-0.83,Slight Underperformer,-0.554305283690632,-0.8625895191087348,-0.8275895191087348,2.6,0,Complete
P0504,75,Female,High School,155720.41,4,0,6.27,3.76,5.16,5.73,4.63,3.42,5.37,6.35,1.8609135471324518,2.8928529959752556,2.014960172803153,2.775443875265907,1.4704666996758258,2.2,1.0,2.0,1.0,1.0,2.0,6.78,-0.67,Slight Underperformer,-0.3212670396758577,-0.49454600833330514,-0.6695460083333051,7.0,0,Complete
P0505,26,Male,Bachelor's,33980.04,6,0,2.18,7.0,7.0,4.87,5.07,4.63,3.77,4.39,4.027153278521269,5.515716997782953,4.435629990467229,3.7148662369430605,4.044529619822676,4.35,1.0,1.0,1.0,2.0,1.0,5.78,1.26,Overperformer,0.9266968654986218,1.1855291909601584,1.2555291909601585,4.31,0,Complete
P0506,39,Female,Bachelor's,61029.07,7,0,5.28,4.45,4.3,4.81,4.34,3.92,4.68,3.18,5.779730663801665,4.006278173256191,4.457840255278623,4.024433533127737,3.795382445688281,4.41,2.0,2.0,2.0,2.0,2.0,10.0,1.69,Overperformer,1.2733593737906772,1.680354880608827,1.685354880608827,4.55,0,Complete
P0507,60,Male,Some College,22753.61,8,0,4.48,4.07,6.84,4.58,4.68,4.3,7.0,4.53,3.676918929908889,1.2499479353393779,3.8505616904721442,3.4876197774043,2.394064666422262,2.93,1.0,2.0,2.0,2.0,1.0,7.71,0.03,Slight Overperformer,0.027661995331316677,0.13351183331196328,0.03351183331196328,4.64,0,Complete
P0508,38,Female,High School,200000.0,14,0,5.35,6.97,3.82,4.31,3.85,2.95,3.84,4.06,1.703805475391802,1.0584283568524449,1.6327026036776973,1.0457971512985549,1.0,1.29,2.0,2.0,0.0,2.0,2.0,8.27,-1.19,Underperformer,-1.0827237899040327,-1.202249165800754,-1.192249165800754,4.77,0,Complete
P0509,46,Female,High School,177532.14,7,1,3.77,6.41,5.08,3.22,4.55,4.29,5.22,5.52,2.7184609250873684,1.5808622378375607,2.704993107167606,4.2148658470434235,3.60262263416693,2.96,1.0,0.0,2.0,1.0,1.0,5.04,0.14,Slight Overperformer,0.1676446242970635,0.1659697712405885,0.6359697712405885,4.9,0,Complete
P0510,41,Female,Master's,36662.3,5,0,3.27,6.73,5.8,4.41,4.73,5.66,5.48,4.36,4.856895740362077,7.0,6.087897281757877,,5.175047940868648,5.79,1.0,2.0,1.0,2.0,2.0,8.63,2.87,Overperformer,2.5101402888580524,2.8718814946211118,2.866881494621112,4.78,0,Complete
P0511,37,Male,Bachelor's,49477.29,10,0,4.71,4.06,4.79,4.84,3.55,3.15,5.85,1.28,1.5873867580241496,1.4847842850668709,1.9102320624968687,1.0,1.024913682709975,1.4,2.0,1.0,1.0,2.0,0.0,6.25,-0.93,Underperformer,-0.6953248664312845,-0.9437496498286068,-0.9287496498286067,5.13,0,Complete
P0512,51,Female,High School,107735.89,3,0,6.97,3.37,4.41,5.06,4.55,5.37,3.85,7.0,3.812522396230959,4.414711033714344,3.2640796651250668,5.339480250458661,3.125862501914643,3.99,2.0,2.0,1.0,1.0,2.0,7.92,1.16,Overperformer,0.7909569381468591,1.2163089444112913,1.1613089444112914,4.17,0,Complete
P0513,39,Female,Some College,32282.75,2,0,5.79,5.36,5.74,4.75,4.04,3.92,5.69,4.99,4.072575975987443,4.647828650910391,4.795235933420939,4.247296700082357,3.8029046598018525,4.31,2.0,2.0,1.0,2.0,2.0,8.63,1.74,Overperformer,1.3471783511082214,1.7349101917200382,1.7399101917200381,5.07,0,Complete
P0514,29,Female,Bachelor's,21476.2,8,0,3.74,5.6,7.0,4.17,4.38,5.1,3.65,4.92,1.0,1.6440243407816901,2.0210871551216236,3.6962943726722552,2.296863906342166,2.13,0.0,0.0,1.0,2.0,1.0,3.97,-0.62,Slight Underperformer,-0.5841648072387603,-0.6713109024894569,-0.6163109024894569,5.89,0,Complete
P0515,32,Male,Master's,73071.36,4,0,2.49,5.64,5.19,4.42,4.56,4.19,5.61,2.8,1.320557311416159,1.786557223183229,1.8093992911284709,1.6793051827706658,1.4015758360152633,1.6,1.0,2.0,1.0,2.0,0.0,6.06,-1.23,Underperformer,-1.0782739773213688,-1.2737604104783689,-1.2337604104783688,4.2,0,Complete
P0516,35,Female,High School,38667.37,5,0,1.98,6.97,4.13,3.72,5.51,3.95,4.78,2.9,4.595863094917614,4.082666426151979,4.108721347487287,4.212160118990504,3.8216853210108264,4.16,2.0,1.0,1.0,2.0,0.0,6.26,0.85,Overperformer,0.9244141535721427,0.8289373990456043,0.8539373990456043,4.48,0,Complete
P0517,27,Female,High School,42040.79,3,0,6.47,3.12,4.55,4.94,3.98,4.52,4.55,4.68,1.9286913386777043,4.364655582012139,2.504920113403972,3.1552361435366336,3.918577950919234,3.17,2.0,2.0,1.0,2.0,2.0,9.27,0.63,Slight Overperformer,0.4534785301968829,0.5661936851318061,0.6311936851318061,3.42,0,Complete
P0518,33,Female,Master's,20000.0,12,0,3.07,6.23,7.0,4.19,5.37,5.82,6.42,5.24,,3.1290290128082114,3.7070295334132677,3.9202114322999018,,3.54,0.0,2.0,2.0,0.0,2.0,6.26,0.3,Slight Overperformer,0.27818060303046466,0.26003480379873267,0.2950348037987327,3.84,0,Complete
P0519,31,Female,High School,20000.0,2,0,4.01,3.88,4.98,4.75,3.82,4.35,5.24,5.71,5.112428752248038,4.1995587645528865,5.57020255495568,5.799961872826235,4.930075237205793,5.12,2.0,1.0,0.0,2.0,0.0,4.68,2.66,Overperformer,2.056019512381382,2.6107918402869776,2.6557918402869776,4.35,0,Complete
P0520,39,Male,High School,43866.84,8,1,6.48,6.23,4.03,5.9,4.97,4.72,6.02,5.11,,,,,,,,,,,,,,Missing,,,,3.61,1,Incomplete
P0521,68,Male,PhD,74904.53,6,0,2.08,4.63,3.31,3.51,3.41,3.45,6.06,3.26,1.0665146454616763,1.0,1.0,1.0,1.6874952642430312,1.15,1.0,2.0,2.0,0.0,1.0,6.16,-1.11,Underperformer,-1.275694812871644,-0.9712994592284238,-1.1112994592284238,4.09,0,Complete
P0522,34,Female,Bachelor's,30313.69,14,0,6.74,4.22,2.43,5.34,4.12,6.36,6.9,1.54,3.054767007794339,1.385445001668246,3.0923733517706804,3.2044408652754957,2.4080043246124654,2.63,2.0,2.0,2.0,2.0,1.0,8.92,0.01,Slight Overperformer,0.007913512627706874,-0.01679734425842059,0.013202655741579417,4.34,0,Complete
P0523,55,Female,Some College,114593.19,10,0,4.12,4.47,5.27,4.55,3.98,4.96,4.17,4.67,2.176908026809732,1.0,2.6176229331164307,1.960339452562807,1.8382188409305247,1.92,2.0,1.0,1.0,1.0,1.0,6.37,-0.62,Slight Underperformer,-0.5224738214003763,-0.5499300206219275,-0.6249300206219275,5.52,0,Complete
P0524,38,Female,High School,20678.85,2,0,2.78,3.47,5.65,7.0,6.04,4.12,6.51,4.11,,,,,,,,,,,,,,Missing,,,,3.14,1,Incomplete
P0525,33,Female,High School,20000.0,9,0,4.13,5.25,4.28,4.2,3.81,3.82,5.52,3.16,,2.930158013636637,2.337279890070211,2.4645486727427994,2.3306414737596963,2.28,1.0,0.0,0.0,2.0,2.0,5.74,-0.18,Slight Underperformer,-0.1674015854125992,-0.21292663290994338,-0.17792663290994337,4.42,0,Complete
P0526,27,Female,High School,34413.9,7,0,3.42,4.27,4.78,5.47,3.06,5.47,5.08,5.88,1.929922274534162,1.3394101962268563,1.0,1.7614041150101358,3.5664832830717987,1.92,1.0,2.0,0.0,2.0,0.0,4.84,-0.17,Slight Underperformer,-0.09239288403356018,-0.23056948398399207,-0.16556948398399207,3.4,0,Complete
P0527,33,Male,Master's,33993.55,5,0,5.16,6.14,3.28,4.52,6.5,3.09,4.24,2.75,1.2948394506765881,,2.3057842611352126,2.7996184657626513,1.0,2.06,2.0,2.0,2.0,2.0,2.0,9.91,-1.74,Underperformer,-1.4707167783334762,-1.7784818036619459,-1.743481803661946,4.77,0,Complete
P0528,32,Other,Some College,67236.73,8,0,3.53,5.97,4.97,2.56,3.55,1.33,6.17,5.6,1.951788474139216,,3.2119152589181947,3.0810993203696415,1.8249841100592754,2.48,2.0,2.0,2.0,1.0,0.0,5.55,0.15,Slight Overperformer,0.21502876468853638,0.11004576178829242,0.15004576178829243,4.85,0,Complete
P0529,25,Other,Bachelor's,20000.0,3,0,1.63,7.0,5.43,3.77,5.74,4.11,4.49,2.97,6.627416653758517,7.0,7.0,7.0,7.0,6.93,1.0,0.0,1.0,2.0,2.0,5.66,3.5,Overperformer,3.7367775262313008,3.421598221977869,3.496598221977869,5.68,0,Complete
P0530,26,Male,Master's,108496.74,6,0,4.17,5.64,4.1,5.73,5.93,5.79,6.07,4.97,1.813890261732011,4.581195826293726,2.91605048662466,2.808230784451224,2.0835021114204397,2.84,2.0,2.0,1.0,2.0,2.0,8.83,-0.68,Slight Underperformer,-0.3271291823827473,-0.7512322521061037,-0.6812322521061036,3.57,0,Complete
P0531,35,Male,Some College,175173.74,6,0,2.47,5.82,7.0,3.89,5.46,6.39,7.0,6.01,2.90123699778139,5.061018575212763,3.5996882345906682,4.029508002010765,3.8265460289661264,3.88,2.0,2.0,1.0,1.0,2.0,8.59,0.6,Slight Overperformer,0.6155706434896157,0.5716383114205915,0.5966383114205915,4.15,0,Complete
P0532,54,Male,High School,35195.9,3,0,4.81,6.88,3.71,1.39,3.2,3.84,6.58,4.36,2.065691891870406,2.0189520672852894,1.0,1.8239073759543256,1.0,1.58,2.0,1.0,1.0,1.0,1.0,6.83,-0.58,Slight Underperformer,-1.0249902991645432,-0.5050271522709682,-0.5750271522709682,4.8,0,Complete
P0533,30,Female,Bachelor's,98692.9,4,0,2.72,4.45,5.17,4.46,4.38,4.07,7.0,7.0,1.0,1.2520968335755729,1.0,2.172527501790739,1.0,1.28,2.0,2.0,1.0,1.0,2.0,8.32,-1.46,Underperformer,-1.2605674656159829,-1.5103604489186009,-1.4603604489186008,4.66,0,Complete
P0534,21,Male,Master's,20000.0,4,1,3.77,3.41,5.9,2.97,2.37,4.78,4.71,7.0,1.0,2.3595424848062683,1.0,1.9802433209685826,1.8074128502800857,1.63,2.0,2.0,2.0,2.0,2.0,10.0,-0.11,Slight Overperformer,-0.14519692147724814,-0.20594055787892976,0.38905944212107024,2.0,0,Complete
P0535,23,Female,Master's,85834.58,7,0,4.77,5.44,4.7,4.68,6.04,3.6,6.34,5.11,,,,,,,,,,,,,,Missing,,,,3.31,1,Incomplete
P0536,40,Female,High School,83936.94,12,0,4.18,3.49,4.55,6.67,3.95,4.77,4.24,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,7.47,-1.53,Underperformer,-0.3033649164228547,-1.52814642172389,-1.52814642172389,4.57,0,Complete
P0537,21,Male,Bachelor's,72457.09,2,0,4.88,7.0,2.94,5.58,4.72,3.87,5.24,6.18,3.2971783218252204,,5.222275275693797,3.806922049375279,5.824432299686576,4.52,2.0,2.0,1.0,2.0,2.0,8.91,1.6,Overperformer,0.8449467546097688,1.508838193376311,1.603838193376311,3.79,0,Complete
P0538,42,Female,Bachelor's,35866.16,7,0,5.52,6.95,6.56,6.65,6.14,5.52,7.0,5.51,4.943768276074093,5.079014384502185,3.7050660383000595,,4.522163199189886,4.61,2.0,2.0,1.0,1.0,0.0,5.98,0.98,Overperformer,0.2013060968033723,0.9938788771083711,0.9838788771083711,4.81,0,Complete
P0539,39,Female,Master's,20000.0,4,0,2.76,7.0,4.58,3.71,4.42,5.08,4.83,5.37,1.585147546849827,1.7014301600201818,1.6874133297651313,1.5720786736983923,2.549074168866397,1.82,2.0,2.0,1.0,2.0,0.0,6.71,-0.94,Underperformer,-1.0253010521167665,-0.9492512037668189,-0.9442512037668189,5.04,0,Complete
P0540,30,Male,High School,21733.68,10,0,4.4,5.27,5.5,4.3,3.88,5.22,6.72,4.12,,,,,,,,,,,,,,Missing,,,,3.79,1,Incomplete
P0541,25,Female,Bachelor's,22010.33,7,0,1.0,5.86,5.67,3.04,5.22,3.69,6.62,2.61,3.293961319799781,3.400219162398023,5.296073385730717,3.6882327856038377,4.264593861191822,3.99,2.0,2.0,1.0,1.0,0.0,5.46,0.82,Overperformer,1.0572704736722665,0.7454397172903657,0.8204397172903657,4.6,0,Complete
P0542,28,Female,Master's,20000.0,2,0,4.87,4.65,3.98,3.54,4.37,6.89,6.68,2.99,2.7135572579791827,2.1114665396254573,3.086220720037179,1.9219312910498225,3.964067988506948,2.76,2.0,2.0,2.0,2.0,2.0,10.0,0.02,Slight Overperformer,0.02244173159979597,-0.04026750532621111,0.019732494673788903,5.46,0,Complete
P0543,35,Male,Some College,40046.41,6,1,4.05,6.26,4.54,3.2,4.33,4.73,4.11,7.0,3.024790939852321,2.6402284124802495,,1.8814754172521022,3.3726697762255493,2.9,2.0,2.0,2.0,2.0,1.0,8.89,0.18,Slight Overperformer,0.22862306043140174,0.1594788223999676,0.6844788223999676,5.02,0,Complete
P0544,22,Male,Bachelor's,25973.43,5,1,3.02,3.74,6.53,2.67,3.18,4.37,6.08,5.22,3.8112174649648463,2.4888428721104683,,2.5054160033996777,4.410498423417636,3.31,1.0,2.0,2.0,2.0,2.0,8.96,1.16,Overperformer,1.6289235377790159,1.074495282298184,1.664495282298184,3.23,0,Complete
P0545,52,Female,High School,20000.0,2,1,4.97,2.15,3.35,6.41,4.73,2.86,5.33,4.48,4.359873495372062,3.9319752787315494,3.26835633148146,4.117361178418413,3.899305117274753,3.92,2.0,1.0,0.0,1.0,2.0,5.98,0.99,Overperformer,0.27478023783355565,1.0543548588686078,1.4943548588686077,3.81,0,Complete
P0546,35,Female,Some College,20000.0,4,0,6.26,4.25,7.0,1.57,2.93,3.85,6.7,6.44,3.6815356515958255,3.6909117647207044,5.325245176488972,5.350458004991568,5.0780396162982395,4.63,1.0,2.0,2.0,1.0,2.0,7.68,2.6,Overperformer,4.502947345365064,2.57993265541328,2.60493265541328,4.03,0,Complete
P0547,36,Female,Some College,20487.9,6,1,3.79,3.45,3.83,6.42,5.63,4.17,3.68,3.83,2.7372406590102942,,2.17310426334243,2.2827735781385385,2.9348496014100878,2.4,2.0,1.0,1.0,2.0,0.0,6.76,-0.97,Underperformer,-0.2666366923198006,-0.9912066734687865,-0.47120667346878653,3.06,0,Complete
P0548,39,Male,Master's,89071.92,4,0,3.08,6.97,3.27,6.24,5.33,2.82,5.9,5.56,2.676994456357127,2.264817818947254,1.4627734216841664,2.948373021996655,2.0231831720708247,2.28,2.0,2.0,0.0,2.0,1.0,6.17,-0.95,Underperformer,-0.3094320512498553,-0.952274075029279,-0.947274075029279,5.07,0,Complete
P0549,50,Male,Some College,21400.72,11,0,4.75,7.0,4.97,5.2,6.16,3.56,5.75,4.9,3.5926814316437623,4.0764656139363655,3.7184974728305558,5.141568581407708,4.314432985727603,4.17,1.0,2.0,1.0,2.0,2.0,8.74,0.53,Slight Overperformer,0.3408266325328159,0.5824691673257638,0.5324691673257638,3.36,0,Complete
P0550,33,Female,Bachelor's,24053.82,5,0,2.5,3.52,7.0,2.94,3.54,3.75,3.31,5.4,1.2227912288931915,1.800037799370473,1.02395481524634,2.0474839241477767,1.4300937538635652,1.5,2.0,1.0,0.0,2.0,2.0,6.77,-0.82,Slight Underperformer,-1.0805089087899746,-0.8547516151526805,-0.8197516151526805,3.9,0,Complete
P0551,40,Female,Bachelor's,25201.07,4,0,3.51,6.75,2.32,2.28,3.46,4.08,4.53,4.36,,,,,,,,,,,,,,Missing,,,,5.07,1,Incomplete
